Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"He was a very scary person. I was often hit, and my toys were taken from me and broken. ","And he was a very scary person, and I was often hit, and my toys were taken from me and broken."," He was a very scary person. I was often hit, and my toys were taken from me and broken.",そしてとても怖い人で、よく叩かれたり、玩具を取り上げられて壊したりされました。,[=JP],"Он был страшным человеком. Меня часто били, а мои игрушки забирали и ломали.","Ele era uma pessoa muito assustadora, e muitas vezes eu era atingida e meus brinquedos tomados de mim e quebrados.",哥是非常可怕的人，經常打我，把我的玩具搶走弄壞。,哥是非常可怕的人，经常打我，把我的玩具抢走弄坏。,"Era una persona davvero spaventosa. Venivo picchiata spesso, e miei giocattoli mi venivano portati via e rotti.","Era una persona davvero terrificante: mi picchiava spesso, e dopo avermi sequestrato i giocattoli, me li rompeva.","Çok korkutucu bir insandı ve bana sık sık vururdu, oyuncaklarımı elimden alır ve kırardı."
,"I was apparently being punished for something bad I'd done, but I never really understood what it was, or why I was being punished. ","He would say it was a punishment because I did something bad, but I didn't really understand what that was, or why I was being punished."," It had seemed like I was being punished for something bad I'd done, but I hadn't really understood what it was, or why I was being punished.",それは自分が何か悪いことをしたからの罰らしいのですが、何を犯したから何を罰せられるのかよくわかりませんでした。,[=JP],"Казалось, что меня наказывают за совершенный мною проступок, но я действительно не понимала, в чём провинилась, или почему меня наказывают.","Ele dizia que era uma punição por eu ter feito algo de errado, mas eu realmente não entendia o que estava errado ou por qual motivo eu estava sendo punida.",雖然這好像是因為我做錯了什麼而接受的懲罰，但是我不清楚是犯了什麼錯而要受什麼罰。,虽然这好像是因为我做错了什么而接受的惩罚，但是我不清楚是犯了什么错而要受什么罚。,"Sembrava una punizione per qualcosa di male che avevo fatto, ma non capivo affatto di cosa si trattasse, o perché stavo venendo punita.","Sembrava che mi stesse punendo per aver fatto qualcosa di male, ma non capivo affatto in cosa avevo sbagliato, né perché stessi venendo punita.",Kötü bir şey yaptığım için cezalandırıldığımı söylerdi ama ben ne yaptığımı ya da neden cezalandırıldığımı gerçekten anlayamazdım.
,"I was always punished suddenly and then later told what the punishment was for, in a forced manner, but it was always something I didn't remember doing. ","I was always punished suddenly, and then after the fact, I was told in a contrived manner that it was a punishment for something or other, but it was always something I didn't remember doing."," I was always punished suddenly and then later told what the punishment was for, in a forced manner, but it was always something I didn't remember doing.",いつも突然に罰せられ、その後になって、取って付けたようにそれが何かの罰であると言われるのですが、それはいつも身に覚えのないことでした。,[=JP],"Меня всегда наказывали внезапно, а потом в неестественной манере рассказывали, за что именно, но я действительно не помнила, чтобы я что‐нибудь натворила.","Eu sempre era punida de repente, e depois, era dito de forma artificial que era uma punição, mas era sempre algo que eu não lembrava de ter feito.",總是突然受罰，之後，又被哥生搬硬套上似的說這是對於什麼的懲罰，可這些事情，每次都是我不根本記得有做過的事。,总是突然受罚，之后，又被哥生搬硬套上似的说这是对于什么的惩罚，可这些事情，每次都是我不根本记得有做过的事。,"Venivo sempre punita all'improvviso e soltanto dopo mi era detto a cosa era dovuta la punizione, in modo forzato, ma era sempre qualcosa che non ricordavo di aver fatto.","Il castigo avveniva sempre quando non me l'aspettavo, e solo in seguito mi veniva detto in maniera forzata il motivo della punizione, ma era sempre qualcosa che non ricordavo di aver fatto...","Her zaman aniden cezalandırılırdım ve sonrasında da yapmacık bir şekilde bunun bir şeyin cezası olduğunu söylerdi, ama bu her zaman ne yaptığımı hatırlamadığım bir şeydi."
,...So I really hated Krauss nii-san. ,......So I really hated Krauss nii‐san.,......So I really hated Krauss nii-san.,……だから蔵臼兄さんのことがすごく嫌いでした。,[=JP],......Поэтому я действительно ненавидела Краусса нии‐сана.,"......Por isso, eu realmente odiava o Krauss nii‐san.",……所以我非常非常討厭藏臼哥。,……所以我非常非常讨厌藏臼哥。,... Per questo odiavo dal profondo Krauss nii-san.,È per questo che io odiavo profondamente mio fratello Klaus.,......Bu yüzden Krauss nii-san'dan gerçekten nefret ettim.
Ushiromiya Eva,"Rosa, Rosa. Why are you such an idiot? ","Rosa, Rosa. Why are you such an idiot?"," Rosa, Rosa. Why are you such an idiot? ",楼座、楼座。どうしてお前はそんなに馬鹿なのか。,[=JP],"Роза, Роза. Почему ты такая идиотка?","Rosa, Rosa. Por que você é tão idiota?",樓座，樓座。為什麼你會這麼笨呢？,楼座，楼座。为什么你会这么笨呢？,"Rosa, Rosa. Perché sei così stupida?",[=ITA],"Rosa, Rosa. Neden bu kadar aptalsın?"
,"Oh, that's Eva nee-san's voice. Eva nee-san is a real adult, so she's very smart. So she hated the stupid kid, Rosa. ","Oh, that's Eva nee‐san's voice.{n}Eva nee‐san is very grown‐up, so she's very smart.{n}So she hated the stupid kid Rosa.","Oh, that's Eva nee-san's voice. Eva nee-san is a real adult, so she's very smart. So she hated the stupid kid Rosa.",あぁ、これは絵羽姉さんの声です。絵羽姉さんはとても大人だからとても頭がいいのです。だから馬鹿で子どもな楼座が大嫌いでした。,あぁ、これは絵羽姉さんの声です。{n}絵羽姉さんはとても大人だからとても頭がいいのです。{n}だから馬鹿で子どもな楼座が大嫌いでした。,"Ох, это голос Евы нее‐сан.{n}Ева нее‐сан по‐настоящему взрослая, поэтому она очень умна.{n}Как же она ненавидела тупого ребёнка Розу.","Ah, é a voz da Eva nee‐san.{n}A Eva nee‐san é bem madura, e também muito inteligente.{n}Por isso, ele odeia crianças estúpidas como Rosa.",啊啊，這是繪羽姐姐的聲音。{n}繪羽姐姐因為很成熟所以腦子很好。{n}所以最討厭又笨又孩子氣的樓座了。,啊啊，这是绘羽姐姐的声音。{n}绘羽姐姐因为很成熟所以脑子很好。{n}所以最讨厌又笨又孩子气的楼座了。,"Oh, è la voce di Eva Nee-san. Eva Nee-san è una vera adulta, perciò è molto intelligente. Quindi detestava Rosa, la stupida bambina.","Ah, quella era la voce di mia sorella Eva.{n}Visto che era molto grande d'età, mia sorella Eva era molto intelligente.{n}Perciò, lei detestava la stupida, piccola Rosa.","Oh, bu Eva nee-san'ın sesi.{n}Eva nee-san çok yetişkin, yani çok akıllı.{n}Bu yüzden, aptal çocuk Rosa'dan nefret ederdi."
,"She was always a very sly person, and she often lied to me, tricked me, bullied me all the time. ","And she was a very sly person, and I was often lied to, tricked, and bullied a lot."," She was always a very sly person, and she often lied to me, tricked me, bullied me all time.",そしてとても狡賢い人で、よく嘘を吐かれたり、騙されたりしてたくさん虐められました。,[=JP],"Она была очень хитрым человеком, и лгала мне, обманывала меня, постоянно издевалась.","Ela era uma pessoa muito maliciosa, e muitas vezes ela mentia para mim, me enganava e me maltratava.",姐是非常狡猾的人，經常唬我、騙我，使我吃了不少苦頭。,姐是非常狡猾的人，经常唬我、骗我，使我吃了不少苦头。,"Era sempre stata una persona molto astuta, e spesso mi mentiva, mi ingannava, mi maltrattava tutto il tempo.","Era una persona molto scaltra: mi raccontava tante bugie, m'ingannava, e mi maltrattava molte volte.","Çok kurnaz bir insandı ve bana sık sık yalan söyler, kandırır ve zorbalık yapardı."
,"Apparently I was stupid, and she said it was only natural for stupid people to be swindled by those smarter than them. ","She would say it was because I was stupid, and that it was only natural for stupid people to be swindled by those smarter than them."," It had seemed like I was stupid, and she said it was only natural for stupid people to be swindled by those better than them.",それは自分の頭が悪いかららしく、頭が悪い人は、より良い人に詐取されて当然なのだと言っていました。,[=JP],"По‐видимому я была глупа, и однажды она сказала мне, что вполне естественно, что глупые люди будут обмануты теми, кто превосходит их.","Ela dizia isso porque eu sou estúpida, e é natural que pessoas estúpidas sejam enganadas por pessoas que são mais inteligentes.",還說這是因為我腦子不好，腦子笨的人，活該被更聰明的人詐取。,还说这是因为我脑子不好，脑子笨的人，活该被更聪明的人诈取。,"Sembravo stupida, e lei mi disse che era naturale che le persone stupide venissero ingannate da quelli che erano meglio di loro.","Facevo la figura dell'idiota, e lei mi diceva che era normale che gli idioti venissero raggirati da chi era migliore di loro.",Bana bunun aptal olduğum için olduğunu ve aptal insanların kendilerinden daha zeki olanlar tarafından kandırılmasının doğal olduğunu söylerdi.
,"So I wanted to become a wise person like Eva nee-san, and listened to what she said, but when I obeyed her, for some reason, someone always got really mad at me. ","So I wanted to become a wise person like Eva nee‐san, and listened to what she said, but when I obeyed her, for some reason, someone always got really mad at me."," So I wanted to become a wise person like Eva nee-san, and listened to what she said, but when I obeyed her, for some reason, someone always got really mad at me.",そして、絵羽姉さんのような賢い人になりたいと思い、言うことを聞くのですが、従うとなぜかいつも誰かに酷く怒られました。,[=JP],"Поэтому я хотела стать мудрым человеком как Ева нее‐сан, и слушала то, что она мне говорила, но когда я её слушалась, то по какой то причине кто‐нибудь другой начинал злиться на меня.","Por causa disso, eu queria me tornar uma pessoa sábia como a Eva nee‐san, e ouvia o que ela dizia. Mas quando eu obedecia o que ela dizia, por alguma razão, ela ficava brava comigo.",於是，我也想變成像繪羽姐姐那樣聰明的人，但一聽姐姐的話照辦，就不知為何總是會被其他人罵個狗血淋頭。,于是，我也想变成像绘羽姐姐那样聪明的人，但一听姐姐的话照办，就不知为何总是会被其他人骂个狗血淋头。,"Per questo volevo diventare una persona saggia come Eva Nee-san, e ascoltavo tutto quello che diceva, ma quando le obbedivo, per qualche motivo, c'era sempre qualcuno che si arrabbiava tantissimo con me.","D'altra parte, io volevo diventare sveglia come mia sorella Eva, e ascoltavo quello che diceva, ma quando le obbedivo, per qualche ragione c'era sempre qualcuno che si imbufaliva con me...","Bu yüzden Eva nee-san gibi bilge bir insan olmak istedim ve onun söylediklerini dinledim, ancak onun sözünü dinlediğimde nedense birileri bana hep çok kızdı."
,...So I really hated Eva nee-san. ,......So I really hated Eva nee‐san.,......So I really hated Eva nee-san.,……だから絵羽姉さんのこともすごく嫌いでした。,[=JP],......Так что я действительно ненавидела Еву нее‐сан.,"......Por isso, eu realmente odiava a Eva nee‐san.",……所以我也非常非常討厭繪羽姐姐。,……所以我也非常非常讨厌绘羽姐姐。,... Per questo odiavo dal profondo Eva Nee-san.,È per questo che io odiavo profondamente mia sorella Eva.,......Bu yüzden Eva nee-san'dan gerçekten nefret ettim.
Ushiromiya Rudolf,"Rosa, Rosa. Why are you such an idiot? ","Rosa, Rosa. Why are you such an idiot?"," Rosa, Rosa. Why are you such an idiot? ",楼座、楼座。どうしてお前はそんなに馬鹿なのか。,[=JP],"Роза, Роза. Почему ты такая глупая?","Rosa, Rosa. Por que você é tão idiota?",樓座，樓座。為什麼你會這麼笨呢？,楼座，楼座。为什么你会这么笨呢？,"Rosa, Rosa. Perché sei così stupida?",[=ITA],"Rosa, Rosa. Neden bu kadar aptalsın?"
,"Oh, that's Rudolf nii-san's voice. Rudolf nii-san really knows how to get things done. So he hated the stupid kid, Rosa. ","Oh, that's Rudolf nii‐san's voice.{n}Rudolf nii‐san is very shrewd.{n}So he hated the stupid kid Rosa.","Oh, that's Rudolf nii-san's voice. Rudolf nii-san really knows how to get things done. So he hated the stupid kid Rosa.",あぁ、これは留弗夫兄さんの声です。留弗夫兄さんはとても要領がいいのです。だから馬鹿で子どもな楼座が大嫌いでした。,あぁ、これは留弗夫兄さんの声です。{n}留弗夫兄さんはとても要領がいいのです。{n}だから馬鹿で子どもな楼座が大嫌いでした。,"Ох, это голос Рудольфа нии‐сана.{n}Рудольф нии‐сан действительно знает, как добиться своей цели.{n}Поэтому он ненавидел глупого ребёнка Розу.","Ah, essa é a voz do Rudolf nii‐san.{n}O Rudolf nii‐san é muito astuto.{n}Por isso, ele odeia crianças estúpidas como Rosa.",啊啊，這是留弗夫哥的聲音。{n}留弗夫哥是很機靈的人。{n}所以最討厭又笨又孩子氣的樓座了。,啊啊，这是留弗夫哥的声音。{n}留弗夫哥是很机灵的人。{n}所以最讨厌又笨又孩子气的楼座了。,"Oh, è la voce di Rudolf nii-san. Rudolf nii-san sa come cavarsela in ogni situazione. Quindi detestava Rosa, la stupida bambina.","Ah, quella era la voce di mio fratello Rudolf.{n}Mio fratello Rudolf era molto bravo ad uniformarsi.{n}Perciò, lui detestava la stupida, piccola Rosa.","Oh, bu Rudolf nii-san'ın sesi.{n}Rudolf nii-san çok kurnaz.{n}Bu yüzden, aptal çocuk Rosa'dan nefret ederdi."
,"When Krauss nii-san was around, he would be friendly with Krauss nii-san. When Eva nee-san was around, he would be friendly with Eva nee-san. ","When Krauss nii‐san was around, he was friendly with Krauss nii‐san.{n}When Eva nee‐san was around, he was friendly with Eva nee‐san."," When Krauss nii-san was around, he was friendly with Krauss nii-san. When Eva nee-san was around, he was friendly with Eva nee-san.",蔵臼兄さんがいる時は蔵臼兄さんと仲良し。絵羽姉さんがいる時は絵羽姉さんと仲良し。,蔵臼兄さんがいる時は蔵臼兄さんと仲良し。{n}絵羽姉さんがいる時は絵羽姉さんと仲良し。,"Когда Краусс нии‐сан был рядом, он был приветлив с Крауссом нии‐саном.{n}Когда Ева нее‐сан была рядом, он был приветлив с Евой нее‐сан.","Quando o Krauss nii‐san está por perto, ele é amigável com o Krauss nii‐san.{n}Quando a Eva nee‐san está por perto, ele é amigável com a Eva nee‐san.",藏臼哥在場時就與藏臼哥很要好。{n}繪羽姐姐在場時就與繪羽姐姐很要好。,藏臼哥在场时就与藏臼哥很要好。{n}绘羽姐姐在场时就与绘羽姐姐很要好。,"Quando c'era Krauss nii-san in giro, era amichevole con Krauss nii-san. {n}Quando c'era Eva Nee-san in giro, era amichevole con Eva Nee-san.","Quando c'era mio fratello Klaus, andava d'amore e d'accordo con il fratellone.{n}Quando c'era mia sorella Eva, andava d'amore e d'accordo con la sorellona...","Krauss nii-san etraftayken, Krauss nii-san ile samimiydi.{n}Eva nee-san etraftayken, Eva nee-san ile samimiydi."
,"...And when Krauss nii-san wasn't around, he would be violent like Krauss nii-san, and when Eva nee-san wasn't around, he would play dirty like Eva nee-san. ","...And when Krauss nii‐san wasn't around, he was violent like Krauss nii‐san, and when Eva nee‐san wasn't around, he played dirty like Eva nee‐san.","...And when Krauss nii-san wasn't around, he was violent like Krauss nii-san, and when Eva nee-san wasn't around he played dirty like Eva nee-san.",…そして、蔵臼兄さんがいない時には蔵臼兄さんのように乱暴し、絵羽姉さんがいない時には絵羽姉さんのようにズルでした。,[=JP],"...А когда Краусса нии‐сана не было рядом, он был суров как Краусс нии‐сан. А когда Евы нее‐сан не было рядом, он вёл грязную игру как Ева нее‐сан.","...E quando o Krauss nii‐san não está por perto, ele é violento assim como o Krauss nii‐san. Quando a Eva nee‐san não está por perto, ele é injusto assim como a Eva nee‐san.",…而在藏臼哥不在場時就如藏臼哥那樣粗暴，繪羽姐姐不在場時就如繪羽姐姐那樣奸詐。,…而在藏臼哥不在场时就如藏臼哥那样粗暴，绘羽姐姐不在场时就如绘羽姐姐那样奸诈。,"... E quando Krauss nii-san non c'era, era violento come Krauss nii-san, e quando Eva Nee-san non c'era giocava sporco come Eva Nee-san.","E quando mio fratello Klaus non c'era, era manesco come il fratellone, e quando mia sorella Eva non c'era, giocava sporco come la sorellona.","...Krauss nii-san etrafta olmadığında, Krauss nii-san gibi şiddet yanlısıydı, ve Eva nee-san etrafta olmadığında, Eva nee-san gibi çirkin davranırdı."
,"And even though he was also bullied most of the time, when Krauss nii-san and Eva nee-san weren't around, he gave me two people's worth of bullying. ","And even though he too was bullied most of the time, when Krauss nii‐san and Eva nee‐san weren't around, he gave me two people's worth of bullying."," And even though he was also bullied most of the time, when Krauss nii-san and Eva nee-san weren't around, he gave me two people's worth of bullying.",そして、普段は自分も虐められているくせに、蔵臼兄さんと絵羽姉さんが揃っていないと、二人分をまとめるかのように私を同じく虐めました。,[=JP],"И даже при том, что над ним тоже издевались большую часть времени, когда Краусса нии‐сана и Евы нее‐сан не было рядом, он издевался за двоих.","E mesmo que na maioria das vezes ele também seja intimidado, quando o Krauss nii‐san e a Eva nee‐san não estão por perto, ele me atormenta pelo dois.",另外，他平常明明也在受欺負，但只要藏臼哥與繪羽姐姐沒到齊時，他就會像是要把兩人的份量加起來一樣，照舊欺負我。,另外，他平常明明也在受欺负，但只要藏臼哥与绘羽姐姐没到齐时，他就会像是要把两人的份量加起来一样，照旧欺负我。,"E nonostante anche lui venisse maltrattato molto spesso, quando Krauss nii-san ed Eva Nee-san non c'erano, lui mi maltrattava con la stessa intensità di due persone.","E sebbene anche lui normalmente venisse maltrattato, quando il fratellone Klaus e la sorellona Eva non c'erano, mi tormentava con la stessa intensità di due persone...","Ve her ne kadar o da çoğu zaman zorbalığa maruz kalsa da, Krauss nii-san ve Eva nee-san etrafta olmadığında, bana iki kişinin değerinde zorbalık yapardı."
,...So I really hated Rudolf nii-san. ,......So I really hated Rudolf nii‐san.,......So I really hated Rudolf nii-san.,……だから留弗夫兄さんのこともすごく嫌いでした。,[=JP],......Поэтому я действительно ненавидела Рудольфа нии‐сана.,"......Por isso, eu realmente odiava o Rudolf nii‐san.",……所以我也非常非常討厭留弗夫哥。,……所以我也非常非常讨厌留弗夫哥。,... Per questo odiavo dal profondo Rudolf nii-san.,È per questo che io odiavo profondamente mio fratello Rudolf...,......Bu yüzden Rudolf nii-san'dan gerçekten nefret ettim.
,"...Oh, but these were my memories from when I was a kid. ","......Oh, but these are my memories from when I was a kid.","......Oh, but this is my memory from when I was a kid.",……あぁ、でもこれは子どもの頃の記憶のはず。,[=JP],"......Ох, но это мои воспоминания того времени, когда я была ребёнком.","......Ah, mas essas são minhas memórias de quando eu era criança.",……啊啊，不過這些都理應是兒時的記憶。,……啊啊，不过这些都理应是儿时的记忆。,"... Oh, ma questo è un ricordo di quando ero piccola.","Ah, ma questi sono ricordi di quando ero bambina.","......Oh, ama bunlar benim çocukluk anılarım."
,It's common for unfair things to happen between kids. And you mustn't hold onto grudges for such things forever. ,Quite a lot of unfair things happen when you're a kid.{n}And you can't drag them out forever., A large amount of unreasonable things happened when I was a kid. And that couldn't be dragged out forever.,子どもの頃には少なからずの理不尽なこともあるものです。そして、それをいつまでも引き摺っていてはいけない。,子どもの頃には少なからずの理不尽なこともあるものです。{n}そして、それをいつまでも引き摺っていてはいけない。,Много чего плохого случилось во время моего детства.{n}И это никогда не забудется.,Muitas coisas injustas acontecem quando você é criança.{n}E você não pode guardar ressentimentos como esses para sempre.,孩提時代自是會經歷不少不講理的遭遇。{n}這些，可不能總是念念不忘。,孩提时代自是会经历不少不讲理的遭遇。{n}这些，可不能总是念念不忘。,Quand'ero piccola successero un sacco di cose assurde. Ma non potevo rimuginarci per sempre.,"Quando si è bambini, capita spesso che avvengano cose ingiuste.{n}E non le si può trascinare dietro per sempre.",Çocukken pek çok adaletsiz şey olur.{n}Ve bunları sonsuza kadar uzatamazsınız.
,"With time, those memories get buried away, and forgetting them bit by bit is supposed to be part of growing up and becoming an adult. ","In time, you bury them away in the far reaches of memory, and forget them bit by bit; that is supposed to be what it means to grow up, and become an adult."," With time, those memories were buried away, and forgetting those bit by bit was supposed to be part of growing up and becoming an adult.",時と共に記憶の彼方に葬り、それを少しずつ忘れていくのが成長であり、大人になることだったはず。,[=JP],"Прошло время, и эти воспоминания были глубоко захоронены, и их забвение считалось ступенькой во взрослении и становлении взрослым.","Com o tempo, você enterra eles no fundo de sua memória e começa a esquecer pouco a pouco; isso é o que supostamente significa crescer e se tornar adulto.",隨著歲月流逝將之埋葬在記憶的彼方，並將之一點一點地忘去——這才是成長，這才是長大成人。,随着岁月流逝将之埋葬在记忆的彼方，并将之一点一点地忘去——这才是成长，这才是长大成人。,"Col tempo, questi ricordi furono seppelliti, e si presuppone che dimenticarli poco a poco sia parte integrante della crescita di un individuo e del diventare un adulto.","Con il tempo, questi ricordi vengono sepolti, e crescendo fino all'età adulta, si suppone che vengano a poco a poco dimenticati.",Zamanla bunları hafızanın uzak köşelerine gömer ve yavaş yavaş unutursunuz; büyümek ve yetişkin olmak böyle bir şey olsa gerek.
,So becoming an adult is the same as separating yourself from all those memories. ,So becoming an adult is the same thing as separating yourself from all of those memories., So becoming an adult is the same thing as separating yourself from all of those memories.,だから大人になるということは、それら全ての記憶と決別することだったのです。,[=JP],"Так что стать взрослой означает то же самое, что отделить себя от тех воспоминаний.",Então se tornar adulto é a mesma coisa que separar a si mesmo de todas as suas memórias.,所以成為大人，就是指與所有此種記憶訣別。,所以成为大人，就是指与所有此种记忆诀别。,Perciò diventare un adulto equivale a separare te stesso da tutti questi ricordi.,"Pertanto, diventare adulti consiste nel distaccarsi da tutti questi ricordi.","Yani yetişkin olmak, kendinizi tüm bu anılardan soyutlamakla aynı anlama geliyor."
,"And because of that. No matter how much time passed, Rosa couldn't become an adult. ","And so. No matter how much time passed, Rosa couldn't become an adult."," Therefore. No matter how much time passed, Rosa couldn't become an adult.",だから。楼座はいつまで経っても大人になれなかったのです。,[=JP],"Поэтому. Независимо от того, сколько прошло времени, Роза не могла стать взрослой.","Por isso, não importa quanto tempo se passe, Rosa não conseguiu se tornar uma adulta.",所以。樓座不管經過了多久都沒能成為大人。,所以。楼座不管经过了多久都没能成为大人。,"Quindi. Anche dopo molto tempo, Rosa non riusciva a diventare adulta.","Ed è per questo che... a prescindere da quanto tempo fosse passato, Rosa non era mai riuscita a diventare un'adulta...","Ve bu nedenle, ne kadar zaman geçerse geçsin, Rosa bir türlü yetişkin olamıyordu."
,"...Even though she had been blessed with a daughter called Maria and was called a mother, ...she didn't at all feel like she had become an adult. ","......Even though she had been blessed with a daughter called Maria and was called a mother, ...she didn't at all feel like she had become an adult.",[=UP],……真里亞という娘を授かり一児の母と呼ばれても、…まるで大人になれた自覚が持てなかったのです。,[=JP],"......Даже при том, что она была одарена дочерью по имени Мария и была названа мамой... Она никак не ощутила, что стала взрослой.","......Mesmo tendo sido abençoada com uma filha chamada Maria e ser chamada de mãe, ...ele não sentiu como se tivesse se tornado adulta.",……即便生下了名為真里亞的女兒，被稱為有一女的母親，…還是完全沒有已經是大人了的自覺。,……即便生下了名为真里亚的女儿，被称为有一女的母亲，…还是完全没有已经是大人了的自觉。,... Anche se aveva ricevuto la benedizione di avere una figlia che poi aveva chiamato Maria ed era diventata una Madre... lei non sentiva affatto di essere diventata un'adulta.,"Nonostante avesse ricevuto la fortuna di avere sua figlia Maria, e il resto del mondo la vedesse come una madre di una bambina... lei non percepiva affatto di essere diventata adulta.","......Maria adında bir kızı olmasına ve kendisine anne denmesine rağmen, ...kendini hiç de yetişkin biri gibi hissetmiyordu."
,The witch pitied her for that. ,The witch pitied that., The witch pitied that.,魔女はそれを憐れみました。,[=JP],Ведьма сочувствовала этому.,A bruxa lastima isso.,魔女對此表示出了憐憫。,魔女对此表示出了怜悯。,La strega provava pietà per questo suo lato.,La strega provava compassione.,Cadı buna acımıştı.
,"And she smiled, saying that she could heal that pain herself. ","And she smiled, saying that she could heal that pain herself."," And she smiled, saying that she could heal that pain herself.",そして、その痛みを自分ならば癒せると微笑みました。,[=JP],"И она улыбнулась, сказав, что сама сможет излечить эту боль.","E ela sorri, dizendo que pode curar essa dor.",然後，露出了自己正是能治癒這份痛楚的微笑。,然后，露出了自己正是能治愈这份痛楚的微笑。,"E sorrise, dicendo che avrebbe potuto guarire quel dolore.","E sorridendo, le disse che avrebbe potuto curare quel dolore lei stessa.",Ve gülümseyerek bu acıyı bizzat iyileştirebileceğini söyledi.
{f:5:Beatrice},"""...How can I heal you? It's possible, but not easy. ...I might rewind time, and giving you a world where you have no older siblings."" ","""......How to heal you. It's possible, but not easy. ...I could even rewind time, and give you a world where you have no elder siblings.""","""......How could I heal you? It's possible, but not easy. ...I could even rewind time, and give you a world where you have no older siblings.""",「……どうやって癒すのか。可能ではあるが簡単ではない。…時間を巻き戻し、そなたに兄と姉がいなかった世界を与えることもできよう。」,「……どうやって癒すのか。可能ではあるが簡単ではない。…時間を巻き戻し、そなたに兄と姉がいなかった世界を与えることもできよう」,"""......Как я могу исцелить тебя? Это возможно, но не так просто. ...Я могла бы даже отмотать время и дать тебе мир, в котором у тебя не будет старших братьев и сестёр.""","""......Como curar você? É possível, mas não é fácil. ...Eu poderia rebobinar o tempo e dar a você um mundo onde não tenha irmãos mais velhos.""",「……要如何治好呢？雖然這有可能辦得到，但並不簡單。…讓時間倒轉，給予汝沒有哥哥姐姐的世界也是辦得到的。」,「……要如何治好呢？虽然这有可能办得到，但并不简单。…让时间倒转，给予汝没有哥哥姐姐的世界也是办得到的。」,"""... Come potrei guarirti? È possibile, ma non facile. ... Potrei persino far tornare indietro il tempo, e darti un mondo in cui non hai fratelli maggiori.""","""...Come posso guarirti? È fattibile, ma non sarà facile... Potrei persino riavvolgere il tempo, e donarti un mondo in cui non hai fratelli maggiori.""","""......Nasıl iyileştirebilirim? Bu mümkün, ama kolay değil. ...Zamanı geri sarabilir ve sana hiç büyük kardeşinin olmadığı bir dünya bile verebilirim."""
{f:5:Beatrice},"""But that way, your ""memories of being hurt by your older siblings"" wouldn't remain, and in that sense, while you might call it a gift, you wouldn't be able to accept it."" ","""But that way, your ""memories of being hurt by your elder siblings"" wouldn't remain, and therefore, you would be unable to acknowledge it as a reward.""","""But that way, your 'memories of being hurt by your older siblings' wouldn't remain, and in that sense, while you could call it a gift, you wouldn't be able to accept it.""",「しかしそれでは、そなたは“兄と姉に苦しめられた記憶”が残らず、ゆえにそれを以って褒美であると言われても納得はできまい。」,「しかしそれでは、そなたは“兄と姉に苦しめられた記憶”が残らず、ゆえにそれを以って褒美であると言われても納得はできまい」,"""Но в таком случае твоих 'воспоминаний о том, как ты страдала от своих старших братьев и сестры' не осталось бы, и при таком раскладе подарок теряет свой смысл, и ты бы не смогла принять его.""","""Mas, dessa forma, as suas ""memórias onde é machucada por seus irmãos mais velhos"" desapareceriam, e assim sendo, você nunca seria capaz de saber que isso foi uma recompensa.""",「不過這樣一來，汝就不會留有“受哥哥姐姐折磨的記憶”，因而即便將此說成獎賞，也是無法令人信服的吧。」,「不过这样一来，汝就不会留有“受哥哥姐姐折磨的记忆”，因而即便将此说成奖赏，也是无法令人信服的吧。」,"""Ma in tal modo, i tuoi ‘ricordi di quando venivi ferita dai tuoi fratelli più grandi’ svanirebbero, e in questo senso, sebbene tu possa considerarlo comunque un dono, non saresti in grado di apprezzarlo.""","""Ma così facendo, {i:i ricordi dei tormenti inflitti dai tuoi fratelli maggiori} svanirebbero, e di conseguenza, non saresti in grado di apprezzare la tua ricompensa, sebbene possa essere comunque considerata tale.""","""Fakat bu şekilde, ""büyük kardeşlerinin seni incittiğine dair anıların"" olmayacak, ve dolayısıyla da bunu bir ödül olarak algılayamayacaksın."""
