Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Kanon,"""...And, I hate you for making this day so difficult for Shannon to accept...!"" ","""......And...I hate you for making this day difficult for Shannon to accept...!""","""......And, I hate you for making this day difficult for Shannon to accept...!""",「……そして、紗音にその日を受け容れがたくしたお前を憎む…！」,[=JP],"""......И ненавижу тебя за то, что из‐за твоих проделок Шаннон будет так тяжело принять этот день!""","""......E...eu a odeio por fazer deste dia tão difícil para Shannon aceitar...!""",「……同時我也憎恨，使紗音變得難以接受這個日子的你…！」,「……同时我也憎恨，使纱音变得难以接受这个日子的你…！」,"""... E, ti detesto per aver reso questo giorno difficile da accettare per Shannon...!""","""E ti odio, per aver reso questo giorno un evento che Shannon avrà difficoltà ad accettare...!""","""......Ve...Shannon'un bu günü kabullenmesini güçleştirdiğin için senden nefret ediyorum...!"""
{f:5:Beatrice},"""I wanted to make you suffer from your regrets as well, just like Shannon. ...However, you continued to live like furniture with foolish honesty, never getting ensnared by me."" ","""I wanted to make you feel pain from your regrets as well, just like Shannon. ......However, with stubborn simplicity you continued to remain furniture, and never allowed me to lead you on.""","""I wanted to make you feel pain from your regrets as well, just like Shannon. ......However, you continued to be like furniture with foolish honesty, and didn't get ensnared by me.""",「お前も紗音同様に、未練に苦しませてやりたかったぞ。……しかしお前は愚直に家具であり続け、妾に篭絡されることもなかった。」,「お前も紗音同様に、未練に苦しませてやりたかったぞ。……しかしお前は愚直に家具であり続け、妾に篭絡されることもなかった」,"""Я хочу, чтобы ты, как и Шаннон, тоже терзался сожалениями. ......Ты же, однако, в своей глупой честности продолжаешь вести себя как мебель и не входишь в расставленную мною ловушку.""","""Eu quero fazer você sentir a dor de seus arrependimentos também, assim como Shannon. ......Porém, você continuou a viver como uma mobília tola e simplista, e nunca me permitiu guiá‐lo.""",「妾身本是想讓你也和紗音一樣，為心中的留戀而痛苦的。……可你卻一直固執地當著家具，甚至未曾被妾身引誘成功過。」,「妾身本是想让你也和纱音一样，为心中的留恋而痛苦的。……可你却一直固执地当着家具，甚至未曾被妾身引诱成功过。」,"""Volevo farti provare dolore per i tuoi rimpianti, proprio come con Shannon. ... Tuttavia, hai continuato ad essere un mobile con una limpidezza da stolti, e non ho potuto intrappolarti.""","""Volevo che anche tu soffrissi per i tuoi rimpianti, proprio come Shannon...{n}Ma hai continuato ad essere un mobile fin troppo onesto, e non sono riuscita a manipolarti...""","""Tıpkı Shannon gibi senin de pişmanlıklarından acı duymanı istedim. ......Ama sen inatçı bir sadelikle mobilya olarak kalmaya devam ettin ve seni yönlendirmeme asla izin vermedin."""
{f:5:Beatrice},"""......And yet, it seems you loved Shannon a little too dearly, right? *cackle*cackle*cackle*cackle*! Shannon's regrets are now your regrets. ...Will those feelings transform into hatred for me...?"" ","""............However, it looks like you loved Shannon too dearly, didn't you? *cackle*cackle*cackle*cackle*! Shannon's regrets became your regrets. ......Will that turn into hatred for me...?""",""".........However, it looks like you loved Shannon too dearly, right? *cackle*cackle*cackle*cackle*! Shannon's regrets became your regrets. ......Will that become hatred for me...?""",「…………しかし、紗音を慕い過ぎたようだな？　くっくくくくくく！　紗音の未練が、そなたの未練となる。……それは、妾への憎悪へと変わるのか…？」,[=JP],""".........И тем не менее, похоже, ты слишком сильно любишь Шаннон, не так ли? *смешок*смешок*смешок*смешок*! Сожаления Шаннон становятся твоими сожалениями. ......Или же они преображаются в ненависть ко мне?""","""............Porém, parece que você amou Shannon mais do que deveria, não? *gargalhada*gargalhada*gargalhada*gargalhada*! Os arrependimentos de Shannon agora são também seus arrependimentos. ......Isso será então convertido em ódio contra mim...?""",「…………不過嘛，汝似乎有點太敬慕紗音了呢。呵呵呵呵呵呵呵！紗音的留戀，會成為汝的留戀。……而這，又會轉變成對妾身的憎惡嗎…？」,「…………不过嘛，汝似乎有点太敬慕纱音了呢。呵呵呵呵呵呵呵！纱音的留恋，会成为汝的留恋。……而这，又会转变成对妾身的憎恶吗…？」,"""... Ad ogni modo, sembra che tu vuoi troppo bene a Shannon, non è così? *cackle*cackle*cackle*cackle*! I rimpianti di Shannon sono diventati i tuoi rimpianti. ... Trasformerai ciò in odio nei miei confronti...?""","""Però sembra che tu voglia molto bene a Shannon, non è così? Kuahahahahahah! I rimpianti di Shannon diventeranno i tuoi... Li trasformerai in odio nei miei confronti...?""","""............Ama, görünüşe göre Shannon'u çok seviyorsun, değil mi? *cackle*cackle*cackle*cackle*! Shannon'un pişmanlıkları senin pişmanlıklarına dönüştü. ......Bunlar bana karşı bir nefrete dönüşecek mi...?"""
Kanon,"""..............."" ",""".................................""","""........................""",「………………………………。」,「………………………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
{f:5:Beatrice},"""If you wish to kill me, give it a try. ...*cackle*cackle*cackle*cackle*! As Kinzo's furniture, you should have at least that much power, right? However, if you kill me, then the day of rest for furniture will not come for all eternity. ","""If you want to kill me, you can try. ......*cackle*cackle*cackle*cackle*! As Kinzo's furniture, you should have that much power, at least? However, if you kill me, the day of rest for you furniture will not come for all eternity.""","""If you want to kill me, try to do it. ......*cackle*cackle*cackle*cackle*! As Kinzo's furniture, you should have at least that much power, right? However, if you kill me, the day of rest for the furniture will not come for all eternity.",「妾を殺したくば、殺してみるが良い。……くっくくくくくくく！　金蔵の家具ならば、その程度の力は持っていよう？　しかし、妾を殺せば家具どもに安息の日は永遠に訪れぬぞ。,「妾を殺したくば、殺してみるが良い。……くっくくくくくくく！　金蔵の家具ならば、その程度の力は持っていよう？　しかし、妾を殺せば家具どもに安息の日は永遠に訪れぬぞ」,"""Если ты хочешь убить меня, то можешь попытаться. ......*смешок*смешок*смешок*смешок*! Как мебели Кинзо, у тебя должно хватить сил хотя бы на это, так? Однако случись тебе убить меня, то день покоя для мебели не наступит всю оставшуюся вечность.""","""Se desejas me matar, então pode tentar. ......*gargalhada*gargalhada*gargalhada*gargalhada*! Sendo uma mobília de Kinzo, você deveria ter esse tanto de poder, eu suponho? Porém, se você me matar, o dia do descanso de vocês mobílias não virá por toda eternidade.""",「想殺妾身的話，儘管來殺殺看好了。……呵呵呵呵呵呵呵呵！汝既是金藏的家具，那也該有足以這麼做的力量吧？可若是殺了妾身，那家具們的安息之日，便永遠也不會到來。」,「想杀妾身的话，尽管来杀杀看好了。……呵呵呵呵呵呵呵呵！汝既是金藏的家具，那也该有足以这么做的力量吧？可若是杀了妾身，那家具们的安息之日，便永远也不会到来。」,"""Se vuoi uccidermi, provaci. ... *cackle*cackle*cackle*cackle*! Essendo uno dei mobili di Kinzo, dovresti almeno avere abbastanza potere per questo, no? Tuttavia, se mi uccidi, il giorno in cui i mobili potranno riposare non arriverà mai.","""Se vuoi uccidermi, provaci pure... Kueheheheheheheh! Se sei uno dei mobili di Kinzo, dovresti avere abbastanza potere per farlo, no? Ma se mi uccidi, il giorno in cui i mobili potranno riposare non arriverà mai...""","""Eğer beni öldürmek istiyorsan, deneyebilirsin. ......*cackle*cackle*cackle*cackle*! Kinzo'nun mobilyası olarak, en azından bu kadar güce sahip olmalısın, değil mi? Ancak, eğer beni öldürürsen, mobilyalar için kurtuluş günü sonsuza dek gelmeyecek."""
{f:5:Beatrice},"...Could you bear to live with that...? Are you truly capable of resisting when I try to release you...? *cackle*cackle*cackle*!! ......Kneel!"" ","""......Could you withstand that......? Can you really reject your release by me......? *cackle*cackle*cackle*!! .........Kneel!!"""," ......Could you withstand that......? Can you really reject your release by me......? *cackle*cackle*cackle*!! .........Kneel!""",……そなたにそれが耐えられるのか……？　妾による解放を、本当に拒むことができるのか……？　くっくっくっくっくっく！！………跪けッ！」,「……そなたにそれが耐えられるのか……？　妾による解放を、本当に拒むことができるのか……？　くっくっくっくっくっく！！　………跪けッ！」,"""......Сможешь ли ты выдержать это? Ты и вправду хочешь отвергнуть освобождение, принесенное мной? *смешок*смешок*смешок*! .........На колени!""","""......Você conseguiria suportar isto......? Você é realmente capaz de rejeitar que eu o liberte......? *gargalhada*gargalhada*gargalhada*!! .........Ajoelhe‐se!!""",「……對此汝能忍受得了嗎……？汝真的能抗拒妾身帶來的解放嗎……？呵呵呵呵呵呵！！………跪下！」,「……对此汝能忍受得了吗……？汝真的能抗拒妾身带来的解放吗……？呵呵呵呵呵呵！！………跪下！」,"... Riusciresti a sopportare una cosa simile...? Puoi davvero rifiutare la liberazione che ti porto...? *cackle*cackle*cackle*!! ... Inginocchiati!""","""Riusciresti a tollerarlo...? Sarai veramente in grado di rifiutare la liberazione che porto...? Kuahahahahah...!! In ginocchio!""","""......Buna dayanabilir misin......? Benim tarafımdan serbest bırakılmayı gerçekten reddedebilir misin......? *cackle*cackle*cackle*!! .........Diz çök!!"""
Kanon,"""...Wh-What...?!"" ","""Wh‐......what...?!""","""Wh, ......what...!""",「な、……何を…！」,[=JP],"""Ч‐что?!""","""Q‐......Quê...?!""",「什、……什麼…！」,「什、……什么…！」,"""C... Cosa...!""","""C-Cosa...?!""","""Ne-......ne...?!"""
{f:5:Beatrice},"""Kneel and kiss my shoes. ......Otherwise, I will leave this place. ...I'll go back and never show myself again for all eternity. ","""Kneel and kiss my shoes. .........Otherwise, I will leave this place. ...I will go back and never show myself again for all eternity.""","""Kneel and kiss my shoes. .........Otherwise, I will leave this place. ...I'll go back and never show myself again for all eternity. ",「跪き、妾の靴に口付けをするが良い。………さもなくば、妾はこの場を立ち去ろうぞ。…帰りて永遠に姿を現さぬ。,「跪き、妾の靴に口付けをするが良い。………さもなくば、妾はこの場を立ち去ろうぞ。…帰りて永遠に姿を現さぬ」,"""На колени и целуй мои туфли. .........А иначе я покину это место. ...Я уйду и ни за что не покажусь здесь на всю оставшуюся вечность.""","""Ajoelhe‐se e beije meus sapatos. .........Caso contrário, eu deixarei este lugar. ...Irei embora e nunca me mostrarei novamente por toda eternidade.""",「跪下，然後親吻妾身的靴子。………汝若不做，妾身就離開此處。…回去後永遠不再現身。」,「跪下，然后亲吻妾身的靴子。………汝若不做，妾身就离开此处。…回去后永远不再现身。」,"""Inginocchiati e bacia le mie scarpe. ... Altrimenti, lascerò questo posto. ... Tornerò indietro e non mi mostrerò mai più per il resto dell'eternità.","""Inginocchiati, e baciami le scarpe... Altrimenti, me ne andrò via da qui...{n}Uscirò fuori e non mi mostrerò mai più...""","""Diz çök ve ayakkabılarımı öp. .........Aksi takdirde, burayı terk edeceğim. ...Geri döneceğim ve sonsuza dek kendimi bir daha asla göstermeyeceğim."""
{f:5:Beatrice},"......So, Kanon. Do you think you could bear to live like that...?"" ","""............So, Kanon? Could you withstand that...?""","............So, Kanon? Could you withstand that...?""",…………のぅ、嘉音？　そなたはそれに耐えられるのか…？」,「…………のぅ、嘉音？　そなたはそれに耐えられるのか…？」,"""............Итак, Канон? Сможешь ли ты пережить это?..""","""............Então, Kanon? Você conseguiria suportar isso...?""",「…………喂～，嘉音？對此汝能忍受得了嗎…？」,「…………喂～，嘉音？对此汝能忍受得了吗…？」,"... Dunque, Kanon? Riusciresti a sopportarlo...?""","""Dunque, Kanon? Riusciresti a tollerarlo...?""","""............Ee, Kanon? Buna dayanabilir misin...?"""
Kanon,""".........Nggg..."" ",""".....................khh......""","""...............Ku......""",「…………………く……、」,[=JP],"""...............Ннн...""",[=UP],「…………………呃……」,[=CHT],"""... Ku...""","""...Ngggh...""",[=UP]
{f:5:Beatrice},"""If the door to the Golden Land is opened, your hard life as furniture will end. ...If you desire, I can even give you life as a human. After that, you will be on the same level as Jessica! Surely you want to experience the taste of love...!"" ","""If the door to the Golden Land is opened, your life as furniture, that has been full of hardship, will end. ......If you desire, I will even give you life as a human. After that, you will be on the same level as Jessica! Surely you want to know of it, the taste of love...!""","""If the door to the Golden Land is opened, your life as furniture that has been full of hardship will end. ......If you desire, I will even give you life as a human. After that, you will be on the same level as Jessica! Surely you want to know of it, the taste of love...!""",「黄金郷の扉が開かれれば、そなたの苦難に満ちた家具の生は終わろう。……望むならば、人間としての生を与えても良い。さすればもはや朱志香とは対等！　貴様も知りたいはずだ、恋の味が…！」,[=JP],"""Если дверь в Золотую Землю откроется, то твоя жизнь как мебели, которая была полна невзгод, закончится. ......Если ты пожелаешь, я даже дам тебе человеческую жизнь. После этого ты будешь на том же уровне, что и Джессика! Ты ведь наверняка хочешь познать, какова на вкус настоящая любовь!..""","""Se a porta para a Terra Dourada for aberta, sua vida como mobília, repleta de dificuldades, chegará ao fim. ......Se é o que deseja, eu poderei conceder a você até mesmo a vida como humano. Depois disso, você estará no mesmo nível que a Jessica! Você certamente deseja experimentar o sabor do amor...!""",「黃金鄉的門一旦開啟，汝那充滿苦難的家具生命即告結束。……汝若想要，妾身也可以賜給汝作為人類的生命。如此一來，汝和朱志香即已平等！你也理應是很想知道，那戀愛的味道的…！」,「黄金乡的门一旦开启，汝那充满苦难的家具生命即告结束。……汝若想要，妾身也可以赐给汝作为人类的生命。如此一来，汝和朱志香即已平等！你也理应是很想知道，那恋爱的味道的…！」,"""Se la porta per la Terra Dorata verrà aperta, la tua vita come mobile, piena di difficoltà, avrà termine. ... Se lo desideri, ti darò persino un'esistenza da essere umano. Dopodiché, sarai sullo stesso livello di Jessica! Certamente, tu vuoi conoscerlo, il sapore dell'amore...!""","""Se la porta per la Terra Dorata verrà aperta, la tua vita da mobile piena di sofferenze avrà termine. Se lo desideri, ti darò persino un'esistenza da essere umano. In questo modo sarai sullo stesso piano di Jessica! Anche tu vorrai conoscere il sapore dell'amore...!""","""Altın Diyar'ın kapısı açılırsa, zorluklarla dolu mobilya yaşamınız sona erecek. ......Eğer arzu edersen, sana bir insan hayatı bile verebilirim. Böylece Jessica ile aynı seviyede olabilirsin! Elbette aşkın tadını deneyimlemek istiyorsun...!"""
{f:5:Beatrice},"""......There's no point trying to hide it... After seeing Shannon indulging in the sea of sweet love, you grew jealous. ...You are sorely tempted to know the taste of love... *cackle*cackle*!!"" ",""".........I know even if you try to hide it, you see...? You grew jealous seeing Shannon wallow in the swamp of sweet love. ...You are sorely tempted to know the taste of love... *cackle*cackle*!!""",""".........I know even if you try to hide it, you see...? After seeing Shannon indulging in the sea of sweet love, you grew jealous. ...You are sorely tempted to know the taste of love... *cackle*cackle*!!""",「………隠そうとも知っておるぞ…？　甘き恋の沼にて溺れる紗音を見て、そなたは羨ましがっている。…恋の味を知りたくてうずうずしておるのよ…。くっくっく！！」,[=JP],""".........Как бы ты ни пытался это скрыть, я ведь всё равно вижу, понимаешь? Увидев как Шаннон купается в океане сладкой любви, ты стал ей завидовать. ...Ты введён в искушение познать вкус любви... *смешок*смешок*!""",""".........Mesmo que tente esconder, eu conheço você... Após ver Shannon se afogar no pântano do doce amor, sua inveja cresceu. ...Você está extremamente tentado a conhecer o sabor do amor... *gargalhada*gargalhada*!!""",「………就算汝想隱瞞，妾身也全都知道哦…？看著淹沒在甜蜜的愛戀之沼中的紗音，汝甚是羨慕。…都快憋不住想知道戀愛滋味的慾望了呢…。呵呵呵！！」,「………就算汝想隐瞒，妾身也全都知道哦…？看着淹没在甜蜜的爱恋之沼中的纱音，汝甚是羡慕。…都快憋不住想知道恋爱滋味的欲望了呢…。呵呵呵！！」,"""... Lo so anche se cerchi di nasconderlo, capisci...? Dopo aver visto Shannon annegare nel dolce mare dell'amore, se diventato geloso. ... Sei dolorosamente tentato di conoscere il sapore dell'amore... *cackle*cackle*!!""","""Anche se cerchi di nasconderlo, io lo so... Hai visto Shannon sguazzare nel dolce stagno dell'amore, e hai provato invidia... Tu fremi dalla voglia di conoscere che sapore abbia l'amore... Kuahahah!!""",""".........Bunu saklamaya çalışmanın bir anlamı yok... Shannon'un tatlı aşk bataklığında debelenmesini kıskandın. ...Aşkın tadını bilmek için can atıyorsun... *cackle*cackle*!!"""
Kanon,"""...Stop it, ...stop it...! Are you trying to ensnare me again...?! I won't be reduced to a toy for your amusement...!"" ","""......Stop it...... Stop it...! Are you trying to lead me on again......?! I won't be reduced to a toy to please you...!""","""......Stop it......, stop it...! Are you trying to ensnare me again......?! I won't be reduced to a toy to please you...!""",「……やめろ……、やめろ…！　僕を再び篭絡するつもりか……！　僕はお前を楽しませるための玩具に成り果てたりしない…！」,[=JP],"""......Прекрати... прекрати сейчас же! Ты снова пытаешься заманить меня в ловушку?! Я не опущусь до игрушки, развлекающей тебя!""","""......Pare com isso...... Pare com isso...! Você está tentando me enredar novamente......?! Eu não serei reduzido a um brinquedo para sua diversão...!""",「……住口……，住口…！又想來誘惑我嗎……！我才不會淪為讓你取樂的玩具…！」,「……住口……，住口…！又想来诱惑我吗……！我才不会沦为让你取乐的玩具…！」,"""... Smettila... smettila...! Stai cercando di nuovo di intrappolarmi...?! {n}Non mi lascerò trasformare in un giocattolo per farti divertire...!""","""...Smettila... Smettila...! Stai di nuovo cercando di manipolarmi...?!{n}Non mi lascerò ridurre a un giocattolo per il tuo divertimento...!""","""......Kes şunu...... Kes şunu...! Beni tekrar kandırmaya mı çalışıyorsun......?! Seni eğlendirecek bir oyuncağa dönüşmeyeceğim...!"""
{f:5:Beatrice},"""Hoh. Then I will be satisfied with Shannon alone. After all, you aren't the only one who was implanted with a seed. Even fruiting plants sometimes fail to bear fruit, after all."" ","""Hoh. Then I will make do with Shannon. You weren't the only seed I sowed. There are sometimes those that don't bear fruit.""","""Hoh. Then I will be satisfied with Shannon. You weren't the only one I sowed those seeds into. There are sometimes fruits that don't bear fruit.""",「ほぅ。ならば紗音で満足するとしよう。蒔いたタネはそなただけではないのでな。時には実を結ばぬ果実もある。」,「ほぅ。ならば紗音で満足するとしよう。蒔いたタネはそなただけではないのでな。時には実を結ばぬ果実もある」,"""Хо‐о? Ну, тогда мне вполне хватит и Шаннон. Ты не единственный, в ком зреют мои семена. Порой встречаются и такие плоды, что не созревают.""","""Hoh. Então irei me satisfazer com Shannon. Afinal, você não foi a única semente que semeei. Às vezes, há aquelas que não dão fruto.""",「嚯。那妾身就用紗音來滿足吧。播種下的種子可不止汝一顆。時而也是會有結不了果的果實的。」,「嚯。那妾身就用纱音来满足吧。播种下的种子可不止汝一颗。时而也是会有结不了果的果实的。」,"""Hoh. Allora mi accontenterò di Shannon. Tu non sei l'unico in cui io abbia piantato quei semi. Ci sono talvolta semi che non danno frutto.""","""Oh. In tal caso, mi accontenterò di Shannon. Non sei il solo ad avere quei semi piantati. Talvolta ci sono piante che non danno frutto.""","""Hoh. O zaman Shannon'la idare edeceğim. Ektiğim tek tohum sen değildin. Sonuçta meyve veren bitkiler bile bazen meyve vermeyi başaramaz."""
{f:5:Beatrice},"""......The one who obtains the key must then travel to the Golden Land in accordance with these rules. On the first twilight, offer the six chosen by the key as sacrifices. On the second twilight, those who remain shall tear apart the two who are close..."" ",""".........You who laid hand upon the key must journey as follows to the Golden Land. On the first twilight, sacrifice the six chosen by the key. On the second twilight, those who remain shall tear apart the two who are close...""",""".........He who lays hand upon the key shall travel under the rules below. At the first twilight, you shall lift up as sacrifice the six chosen by the key. At the second twilight, those who remain shall tear apart the two who are close...""",「………鍵を手にせし者は、以下に従いて黄金郷へ旅立つべし。第一の晩に、鍵の選びし六人を生贄に捧げよ。第二の晩に、残されし者は寄り添う二人を引き裂け…。」,「………鍵を手にせし者は、以下に従いて黄金郷へ旅立つべし。第一の晩に、鍵の選びし六人を生贄に捧げよ。第二の晩に、残されし者は寄り添う二人を引き裂け…」,""".........Когда же ключ ты обретешь, отправься в путь, условия блюдя. В первые сумерки ключ изберет шестерых — в жертву их принеси. Вторые сумерки настанут — оставшиеся пару разлучат, в которой оба дороги друг другу...""",""".........Aquele que obtiver a chave deve seguir a seguinte ordem para chegar à Terra Dourada. No primeiro crepúsculo, você deve oferecer como sacrifício os seis escolhidos pela chave. No segundo crepúsculo, os remanescentes devem separar os dois que são próximos...""",「………得到鑰匙的人啊，應遵循以下所記踏上黃金鄉之旅。第一晚，獻上鑰匙選中的六名活祭吧。第二晚，余下的人撕裂那緊靠的兩人…」,「………得到钥匙的人啊，应遵循以下所记踏上黄金乡之旅。第一晚，献上钥匙选中的六名活祭吧。第二晚，余下的人撕裂那紧靠的两人…」,"""... Colui che otterrà la chiave dovrà quindi viaggiare verso la Terra Dorata seguendo queste regole. Al primo crepuscolo, offri in sacrificio i sei scelti dalla chiave. Al secondo crepuscolo, coloro che rimangono divideranno i due che sono vicini...""","""Colui che impugnerà la chiave imbarcherà un viaggio lungo la Terra Dorata, in conformità con le seguenti regole. Al primo crepuscolo, offri come sacrifici le sei vittime scelte dalla chiave. Al secondo crepuscolo, i rimanenti divideranno i due che sono vicini...""",""".........Bu kurallara uyarak Altın Diyar'a seyahat etmelidir, anahtarı uyandıran kişi. İlk alacakaranlıkta, anahtar tarafından seçilen altısı kurban olarak sunulacak. İkinci alacakaranlıkta, geride kalanlar yakın olan ikisini birbirinden ayıracak..."""
,"The witch recited the epitaph again. It was so sudden, and diverged so strongly from the current topic. ","The witch recited the epitaph again.{n}It was so sudden, and diverged so strongly from the current topic.","The witch recited the epitaph again. It was so sudden, and diverged so strongly from the current topic.",魔女は再び碑文を詠う。実に唐突に、それまでの流れを断ち切るように。,魔女は再び碑文を詠う。{n}実に唐突に、それまでの流れを断ち切るように。,Ведьма вновь процитировала эпитафию.{n}Это было очень неожиданно и очень расходилось с их нынешней темой.,"A bruxa recitou o epitáfio novamente.{n}Foi tão repentino, e divergiu intensamente da conversa que estava acontecendo.",魔女再度咏唱起了碑文。{n}這實在是唐突，就像是一下子斬斷了剛才在談的內容似的。,魔女再度咏唱起了碑文。{n}这实在是唐突，就像是一下子斩断了刚才在谈的内容似的。,"La strega recitò ancora l'epigrafe. Fu davvero improvviso, e divergeva totalmente da ciò che stavano discutendo.","La strega recitò nuovamente l'epigrafe.{n}Fu un gesto davvero inaspettato, completamente scollegato a quanto discusso fino a quel momento.",Cadı kitabeyi tekrar okumaya başladı.{n}Çok ani olmuştu ve mevcut konudan çok güçlü bir şekilde uzaklaşmıştı.
,"However, that challenging smile made it seem almost as though she was using that epitaph as a threat against Kanon. ","However, her challenging smile made it seem almost as though she were using that epitaph as a threat to Kanon."," However, that challenging smile made it seem almost as though she were using that epitaph as a threat to Kanon.",しかし、その挑発的な笑みは、まるでその碑文が、そのまま嘉音への脅迫になるとでも言わんばかりだった。,[=JP],"Однако её вызывающая ухмылка говорила о том, что она угрожает Канону этой эпитафией.","Entretanto, o sorriso desafiador dela fazia parecer quase como se ela estivesse usando aquele epitáfio como uma ameaça a Kanon.",可她那挑釁的笑容，卻又像是在說這碑文本身，會直接對嘉音造成脅迫一樣。,可她那挑衅的笑容，却又像是在说这碑文本身，会直接对嘉音造成胁迫一样。,"Tuttavia, il suo sorriso di sfida dava quasi l'impressione che la strega stesse usando l'epigrafe per minacciare Kanon.","Tuttavia, il suo sorriso di sfida dava quasi l'impressione che quell'epigrafe fosse una minaccia intesa per Kanon.","Ancak, meydan okuyan gülümsemesi sanki bu kitabeyi Kanon'a bir tehdit olarak kullanıyormuş gibi görünmesini sağladı."
{f:5:Beatrice},"""......Do you not understand? ...For the ceremony of the epitaph to succeed, at the ""second twilight"", two who are close must be offered as sacrifices. ",""".........Do you not understand? ...For the ritual of the epitaph to succeed, on the ""second twilight"", two who are close must be sacrificed.""",""".........Do you not understand? ...For the ceremony of the epitaph to succeed, at the 'second twilight', the two who are close must be offered as sacrifices. ",「………わからぬか。…この碑文の儀式を成し遂げるには、“第二の晩”に、寄り添う二人を生贄に捧げねばならぬ。,「………わからぬか。…この碑文の儀式を成し遂げるには、“第二の晩”に、寄り添う二人を生贄に捧げねばならぬ」,""".........Разве ты не понимаешь? ...Для успешного проведения ритуала, описанного в эпитафии, на 'вторые сумерки' нужно принести в жертву двух близких друг другу людей.""",""".........Você não entende? ...Para a cerimônia do epitáfio suceder, no ""segundo crepúsculo"", os dois que são próximos devem ser oferecidos como sacrifícios.""",「………不明白嗎？…要完成這碑文的儀式，必須在“第二晚”，將緊靠的兩人當作活祭獻上。」,「………不明白吗？…要完成这碑文的仪式，必须在“第二晚”，将紧靠的两人当作活祭献上。」,"""... Non capisci? ... Perché la cerimonia dell'epigrafe sia portata a termine, al ‘secondo crepuscolo’, i due che sono vicini devono essere offerti come sacrifici.","""...Non capisci...? Affinché la cerimonia dell'epigrafe sia portata a termine, i due che sono vicini devono venire offerti in sacrificio al {i:secondo crepuscolo}...""",""".........Anlamıyor musun? ...Kitabenin ritüelinin başarılı olabilmesi için, ""ikinci alacakaranlıkta"", yakın olan iki kişinin kurban edilmesi gerekir."""
{f:5:Beatrice},"......It could be any two who are close. A husband and wife, or even a pair of lovers. ...According to the rules of the ceremony, who will be selected is up to me to decide on a whim. ","""............It could be any two who are close. A husband and wife, ......or even a pair of lovers. ......Who will be selected is up to me to decide on a whim, following the rules of the ritual.""","............It could be any two who are close. A husband and wife, or even a pair of lovers. ......According to the rules of the ceremony, who will be selected is up to me to decide on a whim.",…………寄り添う二人は誰でも良い。夫婦でも良いし、……恋人同士でも良い。……誰を選ぶかは、儀式のルールに則り、妾が気まぐれに決めてよいことになっている。,「…………寄り添う二人は誰でも良い。夫婦でも良いし、……恋人同士でも良い。……誰を選ぶかは、儀式のルールに則り、妾が気まぐれに決めてよいことになっている」,"""............И этими двумя могут быть любые близкие друг другу люди. Муж и жена или даже пара влюбленных... Согласно правилам ритуала люди выбираются случайно.""","""............Podem ser quaisquer uns que sejam próximos. Um marido e sua esposa, ......ou até um par de amantes. ......De acordo com as regras da cerimônia, cabe a eu decidir isto por meio de um capricho.""",「…………緊靠的兩人是誰都行。夫婦也行，……戀人亦可。……至於要選誰，遵照著儀式的規則，妾身可以隨意決定。」,「…………紧靠的两人是谁都行。夫妇也行，……恋人亦可。……至于要选谁，遵照着仪式的规则，妾身可以随意决定。」,"... Due persone qualsiasi che sono legate andrebbero bene. Marito e moglie, o anche una coppia di amanti. ... Stando alle regole della cerimonia, sta a me decidere chi verrà scelto in base ad un mio capriccio.","""Due persone qualsiasi legate fra loro andranno bene. Possono essere un marito e una moglie... o anche una coppia di amanti... Stando alle regole della cerimonia, spetta a me decidere chi verrà scelto, senza dovermi giustificare...""","""............Yakın olan herhangi iki kişi olabilir. Bir karı koca, ......hatta bir çift sevgili bile olabilir. ......Kimin seçileceği, ritüelin kurallarına uygun olarak bir hevesle benim vereceğim karara bağlı."""
