Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Hideyoshi,"""Still, they sure do grow fast. ...I thought they'd be kids forever, but they start gettin' huge all of a sudden, and then they're adults like us. Battler-kun looks like a completely different person now!"" ","""Still, they sure do grow fast. ...I thought they'd be kids forever, but they've been gettin' huge right before my eyes, and before I knew it, they've joined the ranks of us adults. Battler‐kun, for one, is beyond recognition!""","""Still, they sure do grow fast. ...I've always thought of them as children, but they've been gettin' huge right before my eyes and, before I knew it, they've joined the group of adults. Battler-kun, for example, is beyond recognition!""",「しっかし、成長は早いもんやで。…いつまでも子供だと思っとったが、図体は見る見るでかくなり、いつの間にか大人の仲間入りや。戦人くんなんか見違えたで！」,[=JP],"""Однако до чего же быстро они вымахали. Я всегда воспринимал их как детей, но они росли у меня на глазах как на дрожжах, а потом я и оглянуться не успел, как они уже присоединились к полку взрослых. Баттлера‐куна, к примеру, вообще не узнать!""","""Ainda assim, eles realmente crescem rápido. ...Eu pensei que eles fossem ser crianças para sempre, mas eles ficaram maiores bem na frente dos meus olhos, e antes que eu percebesse, eles já estavam no mesmo nível que nós. O Battler‐kun, por exemplo, eu nunca reconheceria!""",「不過啊，長得倒還真是快吶。…雖然心裡是覺得他們永遠都還是孩子，不過這身子骨一會沒見就又長高了，不知不覺中都加入了大人的行列了吶。特別是戰人君都認不出來了！」,「不过啊，长得倒还真是快呐。…虽然心里是觉得他们永远都还是孩子，不过这身子骨一会没见就又长高了，不知不觉中都加入了大人的行列了呐。特别是战人君都认不出来了！」,"""Mereka tumbuh begitu cepat. ...Kupikir mereka akan tetap anak-anak selamanya, tapi tiba-tiba sudah hampir dewasa. Battler-kun sudah tidak bisa dikenali!""","""Comunque, certo che crescono in fretta. ... Li ho sempre considerati bambini, ma mi sono cresciuti davanti agli occhi e, prima che me ne accorgessi, sono entrati nel mondo degli adulti. Battler-kun, per esempio, è irriconoscibile!""","""Certo però che crescono in fretta...! Li abbiamo sempre visti come dei bambini, ma senza che ce ne accorgessimo, sono cresciuti in un battibaleno, e sono entrati a far parte del mondo degli adulti. Battler-kun è quasi irriconoscibile, ad esempio!""","""Yine de çok hızlı büyüdükleri kesin. ...Sonsuza dek çocuk kalacaklarını sanıyordum ama gözlerimin önünde kocaman oldular ve bir de baktım ki biz yetişkinlerin arasına katılmışlar. Battler-kun, tanınmayacak kadar büyümüş!"""
Ushiromiya Kyrie,"""His body has grown much bigger, but he's still just a kid. Though you could say the same about my husband."" ","""His body has gotten much bigger, but he is still a child. Well, my husband is still a child as well.""","""His body has gotten much bigger, but he is still a child. Well, my husband is also still a child.""",「体は大きくなりましたけど、まだ子供です。うちの主人も未だに子供ですけれど。」,「体は大きくなりましたけど、まだ子供です。うちの主人も未だに子供ですけれど」,"""Хоть он и вырос телом, но всё такой же ребёнок. Ну, а муж у меня тот ещё ребёнок.""","""Ele ficou muito maior, mas ainda continua sendo uma criança. Bem, meu marido ainda é uma criança também.""",「身體是長大了，不過內心還是小孩。我家主人到今天也還是個小孩。」,「身体是长大了，不过内心还是小孩。我家主人到今天也还是个小孩。」,"""Tubuhnya sudah besar, tapi masih anak-anak. Suamiku juga masih seperti anak kecil.""","""Fisicamente è cresciuto moltissimo, ma è ancora un bambino. Beh, anche mio marito è ancora un bambino.""","""Fisicamente è cresciuto molto, ma è ancora un bambino. Ma lo stesso vale per mio marito.""","""Vücudu çok büyüdü ama içinde hala bir çocuk. Kocam da hâlâ bir çocuk."""
Ushiromiya Rosa,"""...I wonder where the border between child and adult is. I still don't feel as though I've grown up."" ","""...I wonder where the border between child and adult is. I still don't feel as though I've grown up.""","""I wonder where the border between child and adult is. I still don't feel as though I've grown up.""",「…子供と大人の境ってどこなのかしらね。私、未だに大人になったって自覚が持てない。」,「…子供と大人の境ってどこなのかしらね。私、未だに大人になったって自覚が持てない」,"""Интересно, а есть вообще граница между взрослым и ребёнком. Я вот до сих пор не чувствую себя взрослой.""","""...Me pergunto qual o limite entre uma criança e um adulto. Ainda assim, eu não sinto como se eu tivesse crescido.""",「…大人與小孩的分界線，到底是在哪裡呢？我到現在都還沒有作為大人的自覺。」,「…大人与小孩的分界线，到底是在哪里呢？我到现在都还没有作为大人的自觉。」,"""...Aku penasaran di mana batas antara anak dan dewasa. Aku sendiri masih merasa belum dewasa.""","""Mi chiedo quale sia la linea che separa i bambini dagli adulti. Tutt'oggi non sento di essere diventata un'adulta.""","""...Mi chiedo che cosa separi i bambini dai grandi. Io sento ancora di non essere diventata un'adulta.""","""...Çocuklar ve yetişkinler arasındaki sınırın nerede olduğunu merak ediyorum. Hâlâ büyümüş gibi hissetmiyorum."""
Ushiromiya Krauss,"""Hmph, isn't that pitiful. That's not something the mother of a child should say."" ","""Hmph, isn't that pitiful. That's not something the mother of a child should say.""",[=UP],「ふ、情けないじゃないか。一児の母の言うことではない。」,「ふ、情けないじゃないか。一児の母の言うことではない」,"""Хмф, печально слышать. Это не те слова, которые следует говорить матери с ребёнком.""","""Hmph, isso não é lamentável? Isso não é algo que uma mãe deveria dizer.""",「哼，不覺得沒出息嗎？這可不是有一女的母親說出來的話。」,「哼，不觉得没出息吗？这可不是有一女的母亲说出来的话。」,"""Hmph, menyedihkan. Tidak pantas diucapkan ibu yang punya anak.""","""Hmph, è un po' patetico, non trovi. La Madre di una bambina non dovrebbe parlare così.""","""Hmph, non trovi sia imbarazzante? Non dovrebbe parlare così la madre di una bambina piccola.""","""Hmph, ne kadar acınası bir durum. Bu bir çocuk annesinin söylemesi gereken bir şey değil."""
Ushiromiya Eva,"""That's right. We're not children anymore. We're all adults now. So I wish we could talk together on an intellectual level, rather than an emotional one."" ","""That's right. We're not children anymore. We are all adults. So I would like it if we could all hold an intellectual discussion without becoming emotional.""","""That's right. We're not children anymore. We are all adults. So I want to stop this sentimental talk and move on to a more intellectual discussion.""",「そうね。私たちももう子供じゃない。大人同士よ。だから感情的にならず、知的な会話をしたいわねぇ。」,「そうね。私たちももう子供じゃない。大人同士よ。だから感情的にならず、知的な会話をしたいわねぇ」,"""Совершенно верно. Мы уже не дети, а взрослые. Поэтому я предлагаю оставить эти сентиментальные разговоры и перейти к более интеллектуальной беседе.""","""Isso mesmo. Nós não somos mais crianças. Somos todos adultos. Por isso, se possível, eu gostaria que pudéssemos manter uma discussão mais intelectual sem ficarmos sentimentais.""",「是呀。我們都已經不是小孩了。都是大人喲。所以呢，我希望大家都不要衝動，想和大家進行一下理智的交談哦。」,「是呀。我们都已经不是小孩了。都是大人哟。所以呢，我希望大家都不要冲动，想和大家进行一下理智的交谈哦。」,"""Itu benar. Kita sudah bukan anak kecil lagi. Kita sudah dewasa. Jadi aku harap kita bisa berdiskusi intelektual tanpa emosi.""","""Giusto. Non siamo più bambini. Siamo tutti adulti. Quindi vorrei smetterla con queste chiacchiere sentimentali e passare ad un discorso più intellettuale.""","""Giusto. Non siamo più dei bambini. Siamo tutti adulti. Perciò, vorrei parlare di fatti, non di sentimentalismi.""","""Bu doğru. Artık çocuk değiliz. Hepimiz yetişkiniz. Bu yüzden duygusallaşmadan entelektüel bir tartışma yürütebilirsek sevinirim."""
,"When Eva smiled with sharp sarcasm, everyone seemed to get more tense. ","When Eva smiled with sharp sarcasm, everything seemed to get more tense.",[=UP],絵羽がちくりとする嫌味を込めて微笑むと、場の空気が少しだけ硬くなる。,[=JP],"Стоило Еве едко и с сарказмом улыбнуться, как все сразу напряглись.","Enquanto Eva sorria com um sarcasmo afiado, tudo começava a parecer mais tenso.",繪羽那帶著刺似的討人厭的微笑，讓氣氛變得有點僵硬了。,绘羽那带着刺似的讨人厌的微笑，让气氛变得有点僵硬了。,"Ketika Eva tersenyum dengan sarkasme tajam, suasana langsung tegang.","Quando Eva sorrise con un tagliente sarcasmo, sembrò che tutti si irrigidissero.","Eva sfoggiò un sorriso carico di pungente sarcasmo, rendendo l'atmosfera della stanza un po' più tesa...","Eva keskin bir alaycılıkla gülümsediğinde, her şey daha da gerginleşir gibi oldu."
,...It felt as though that pleasant tea aroma had been tossed out the window. ,...It felt like the smell of the tea that had been prepared so carefully just flew out the window.,[=UP],…せっかくの紅茶の香りが飛んでしまった気がした。,[=JP],"...Было видно, как запах превосходно заваренного чая просто испаряется в открытое окно.","...Parecia que o aroma do chá, que havia sido preparado cuidadosamente, estava escapando e voando pela janela.",…難得的茶香都好像被吹跑了。,…难得的茶香都好像被吹跑了。,...Sepertinya aroma teh yang disiapkan dengan hati-hati tadi langsung menguap.,... Sembrava che il profumo del tè che era stato servito con tanta cura fosse svanito in un attimo.,"Sembrava che l'aroma del tè, servito con tanta cura, si fosse dissolto nell'aria.",...O kadar özenle hazırlanmış çayın kokusu pencereden uçup gitmiş gibiydi.
Ushiromiya Krauss,"""Since long ago, we've always endeavored to engage in intellectual conversations. ......It seems your sarcasm occasionally misses its mark. Just as it always has."" ","""We have always strived to hold intellectual discussions. ......Your sarcasm is ill‐placed sometimes. You've never changed in that respect.""","""We have all intended to have an intellectual discussion for some time now, haven't we? ......It seems that your sarcasm is poorly timed. Just as it used to be.""",「知的な会話なら昔からいつも心掛けているじゃないか。……お前の嫌味は、時に的を外している。昔から変わらない。」,「知的な会話なら昔からいつも心掛けているじゃないか。……お前の嫌味は、時に的を外している。昔から変わらない」,"""Мы все именно сейчас и планировали начать интеллектуальную беседу, не так ли? ......Похоже, ты избрала неподходящее время для своего сарказма. Совсем как в прошлом.""","""Nós sempre nos esforçamos para manter discussões intelectuais.{n}......Seu sarcasmo nem sempre aparece em boa hora. Você nunca mudou nada a respeito disso.""",「你要說理智的交談，我們從以前開始不就一直在注意著保持談話的理智嗎？……你那討人厭的諷刺，時而會射不中靶心呢。你還是和以前一樣，一點都沒變。」,「你要说理智的交谈，我们从以前开始不就一直在注意着保持谈话的理智吗？……你那讨人厌的讽刺，时而会射不中靶心呢。你还是和以前一样，一点都没变。」,"""Kita selalu berusaha berdiskusi secara intelektual. ......Sarkasmemu kadang tidak pada tempatnya. Kau tidak pernah berubah dalam hal itu.""","""Tutti noi intendevamo iniziare una discussione intellettuale già da un po', non è così? ... Pare che il tuo sarcasmo sia sempre inopportuno. Proprio come in passato.""","""La tua intenzione è sempre stata quella di parlare di fatti, eh...? Il tuo sarcasmo è decisamente fuori luogo. Sei sempre rimasta la solita.""","""Biz her zaman entelektüel tartışmalar yapmaya gayret ettik. ......Alaycılığınız bazen yersiz oluyor. Bu konuda hiç değişmediniz."""
Ushiromiya Eva,"""...Oh, what is it you've ""always endeavored"" to do? My, my. I wish I could wrap those words up and send them to this room a few decades ago. Right, Rosa?"" ","""...‘Always strived’, is it? My, my. I wish I could wrap those words up and send them to this room a few decades ago. Right, Rosa?""","""...'Just as it used to be,' is it? My, my. I wish I could wrap those words up and send them to this room a few decades ago. Right, Rosa?""",「…昔からいつも、ですって？　あらあら。その言葉を綺麗に包装して、何十年か前のこの部屋に届けてあげたいわね。ねぇ楼座ぁ？」,[=JP],"""...‘Совсем как в прошлом’, значит? Ну‐ну. Хотела бы я положить эти слова в посылку и отправить её в эту комнату на несколько десятков лет назад. Верно, Роза?""","""...‘Sempre se esforçando’, mesmo? Ora, ora. Eu gostaria de poder embrulhar essas palavras e mandar para esta sala...de algumas décadas atrás. Certo, Rosa?""",「…“從以前開始一直”？哎呀哎呀。真想把這句話漂亮地包裝起來，送回幾十年前這個房間呢。對吧樓座～？」,「…“从以前开始一直”？哎呀哎呀。真想把这句话漂亮地包装起来，送回几十年前这个房间呢。对吧楼座～？」,"""'Selalu berusaha', ya? Yah. Aku ingin membungkus kata-kata itu dan mengirimnya ke ruangan ini beberapa dekade lalu. Benar kan, Rosa?""","""... ‘Proprio come in passato’, dici? Oh cielo. Mi piacerebbe poter prendere queste parole e rimandarle a dieci anni fa, in questa stessa stanza. Non sei d'accordo, Rosa?""","""...‘Sempre rimasta la solita’, dici? Oh, cielo. Quanto vorrei prendere queste belle parole, e rinfacciartele quando ci trovavamo in questa stanza decine di anni fa. Giusto, Rosa?""","""...‘Her zaman çabaladık’, öyle mi? Vay, vay. Keşke bu sözleri paketleyip birkaç on yıl öncesine bu odaya gönderebilseydim. Değil mi Rosa?"""
Ushiromiya Rosa,"""..............."" ","""..................""","""................""",「………………。」,「………………」,[=OG],[=UP],[=JPC],[=JPC],[=UP],"""...""",[=ITA],[=UP]
,"Rosa gave a vague smile. She knew that, whether she agreed or disagreed, she'd earn the displeasure of one of her siblings. ","Rosa smiled with a vague expression.{n}...Whether she agreed or disagreed, she knew that she would earn the displeasure of either her brother or her sister.","Rosa smiled with an uncertain face. Whether she agreed or disagreed, she knew that she would earn the displeasure of her brother or her sister.",楼座は曖昧な顔で笑う。…肯定しても否定しても兄か姉の不快を買う。,楼座は曖昧な顔で笑う。{n}…肯定しても否定しても兄か姉の不快を買う。,"Роза улыбнулась с неуверенностью на лице.{n}Она понимала, что её положительный или отрицательный ответ вызовет неприязнь либо у её брата, либо у её сестры.","Rosa sorriu com uma vaga expressão.{n}...Independente de ela concordar ou não, ela sabia que iria ganhar o desgosto de seus irmãos e de sua irmã.",樓座擺出含糊的笑臉。{n}…肯定或否定，不論選哪個都會得罪哥哥姐姐他們中的一位。,楼座摆出含糊的笑脸。{n}…肯定或否定，不论选哪个都会得罪哥哥姐姐他们中的一位。,"Rosa tersenyum samar.{n}...Entah setuju atau tidak, dia tahu akan membuat salah satu kakaknya tidak senang.","Rosa sorrise con un'espressione incerta. Che si fosse dichiarata d'accordo o meno, sapeva che si sarebbe guadagnata il disappunto o di suo fratello o di sua sorella.","Rosa sorrise con un'espressione incerta... Dichiarandosi d'accordo o meno, si sarebbe guadagnata il malcontento del fratello o della sorella maggiore.",Rosa belirsiz bir ifadeyle gülümsedi.{n}...Kabul etse de etmese de ya ağabeyinin ya da ablasının hoşnutsuzluğunu kazanacağını biliyordu.
,It was a bit of worldly wisdom that had been essential for someone growing up as the youngest sibling. ,It was a bit of worldly wisdom she had needed to learn as the youngest sibling., It was a bit of worldly wisdom she had needed to learn as the youngest sibling.,末っ子ゆえに養わざるを得なかった処世術だった。,[=JP],"Эту важную житейскую мудрость, ей, как самой младшей сестре, потребовалось усвоить.",É o mínimo de sabedoria que ela precisou aprender por ser a filha mais nova.,這是作為小女兒不得不學會的處世之道。,这是作为小女儿不得不学会的处世之道。,Kebijaksanaan yang harus dipelajari sebagai anak bungsu.,"Era un minimo di saggezza mondana che, essendo la più giovane tra i fratelli, le era stato utile imparare.","Era una perla di saggezza che aveva dovuto imparare, in qualità di più giovane tra i fratelli.",En küçük kardeş olarak öğrenmesi gereken dünyevi bilgeliğin bir parçasıydı bu.
Ushiromiya Rudolf,"""Quit it, Aneki. We'd better get started on our main topic while the brats aren't around. Let us make that our intellectual discussion."" ","""Quit it, Aneki. We should enter into the main topic while the brats aren't around, right? Let us make that our intellectual discussion.""",[=UP],「よせよ姉貴。ガキどもがいない間に本題に入ろうじゃねぇか。それこそ知的な話を。」,「よせよ姉貴。ガキどもがいない間に本題に入ろうじゃねぇか。それこそ知的な話を」,"""Хватит, Анэки. Нам лучше перейти к нашей основной теме, пока детвора не вернулась, что скажете? Давай вернёмся к нашей интеллектуальной беседе.""","""Chega disso, aneki. Nós deveríamos entrar no tópico principal enquanto os pirralhos não estão por perto, certo? Vamos dar início a nossa discussão intelectual.""",「好了大姐。趁小鬼們不在的時候快進正題吧。這才叫理智的交談。」,「好了大姐。趁小鬼们不在的时候快进正题吧。这才叫理智的交谈。」,"""Sudahlah, Aneki. Mari kita bahas topik utama selagi anak-anak tidak ada, ya? Mari kita diskusikan secara intelektual.""","""Piantala, Aneki. Sarebbe meglio se passassimo all'argomento principale mentre i mocciosi sono via, no? Facciamone la nostra discussione intellettuale.""","""Piantala, sorellona. Finché i marmocchi non ci sono, tanto vale andare al nocciolo della questione, no? Su, passiamo ai fatti.""","""Kes şunu, Aneki. Veletler ortalıkta yokken asıl konuya girmeliyiz, değil mi? Bunu entelektüel tartışmamız haline getirelim."""
,"As Rudolf glanced over the faces of all present, some let out a slight sigh and some let a small look of resignation cross their face. ","As Rudolf glanced over the faces of all present, some let out a slight sigh and some let a small look of resignation cross their face.",[=UP],留弗夫が一同の顔を見渡すと、ある者は小さく溜め息を吐き、ある者は小さな観念を浮かべる。,[=JP],"Как только Рудольф обвёл взглядом всех присутствующих, некоторые просто слабо вздохнули, а некоторые позволили обречённости слегка промелькнуть на их лицах.","Rudolf olhou para o rosto de todos os presentes, deixando escapar um suspiro e um pequeno olhar de resignação em seu rosto.",留弗夫掃視了一遍所有人的臉。有的人在輕聲嘆氣，有的人則露出微微放棄的神情。,留弗夫扫视了一遍所有人的脸。有的人在轻声叹气，有的人则露出微微放弃的神情。,"Saat Rudolf menatap wajah semua yang hadir, beberapa menghela napas dan beberapa menunjukkan wajah pasrah.","Mentre Rudolf studiava le facce di tutti i presenti, alcuni diedero un lieve sospiro e altri apparvero leggermente rassegnati.","Mentre Rudolf scrutava i volti di tutti i presenti, alcuni diedero un lieve sospiro, e altri parvero leggermente rassegnati...","Rudolf orada bulunan herkesin yüzüne bakarken, bazıları hafif bir iç geçirdi, bazıları da yüzlerinde küçük bir teslimiyet ifadesi belirdi."
,......They were approaching their unavoidable... true agenda. ,......This was the unavoidable...true agenda.,......This was the unavoidable true agenda.,……避けずにはいられない、本当の議題だった。,[=JP],"......Такова была неизбежная, истинная повестка дня.",......Este é um compromisso...inevitável.,……這是沒法避開的，真正的議題。,……这是没法避开的，真正的议题。,......Inilah agenda sebenarnya...yang tidak terhindarkan.,... Questo era l'inevitabile vero piano per la giornata.,Il vero oggetto della discussione... era impossibile da evitare.,......Bu kaçınılmaz...gerçek gündemdi.
Ushiromiya Rudolf,"""Last year, his life expectancy was estimated at about three months. Which I guess means he's got negative 9 months left now. Should we take that to mean it might suddenly happen at any time?"" ","""Last year, his life expectancy was estimated at about three months. Which means he's already at minus nine. The Grim Reaper could come flying through the window in a blind panic at any moment.""","""Last year, his life expectancy was estimated at about three months. Which means that you could say that it's already minus nine months now, couldn't you? I guess this means that it could come at any time now.""",「去年の時点で余命３ヶ月だったんだ。ってことはすでにマイナス９ヶ月ってことじゃねぇか。いつお迎えが慌ててすっ飛んで来るかもわからねぇ状態ってことだぜ？」,[=JP],"""В прошлом году продолжительность его жизни оценили примерно в три месяца. Значит, сейчас получается уже минус девять месяцев, не правда ли? Я так полагаю, что этот самый момент может наступить в любое время.""","""Ano passado, sua expectativa de vida era de cerca de três meses. O que significa que ela já está com nove negativos. O ceifador poderia vir, em pânico, a qualquer momento voando pela janela.""",「去年的時候就在說余命三個月。到今天為止都已經是余命負九個月了。那也就是說，現在可是什麼時候都有可能上西天的狀態了啊？」,「去年的时候就在说余命三个月。到今天为止都已经是余命负九个月了。那也就是说，现在可是什么时候都有可能上西天的状态了啊？」,"""Tahun lalu harapan hidupnya diperkirakan tinggal tiga bulan. Artinya sekarang sudah minus sembilan. Malaikat maut bisa datang tiba-tiba kapan saja.""","""L'anno scorso, si disse che gli restavano circa tre mesi di vita. Di conseguenza a questo punto si potrebbe dire che è già a meno nove, no? Immagino che questo significhi che potrebbe succedere da un momento all'altro.""","""L'anno scorso gli rimanevano circa tre mesi di vita. A questo punto si può dire che ha già superato di nove mesi le previsioni. Nelle sue condizioni, non sappiamo quando potrebbe spirare e andare all'altro mondo, o sbaglio?""","""Geçen yıl, beklenen yaşam süresinin yaklaşık üç ay olduğu tahmin ediliyordu. Bu da şimdiden eksi dokuzda olduğu anlamına geliyor. Azrail her an bir panikle pencereden içeri girebilir."""
Ushiromiya Natsuhi,"""...The Family Head is still alive and well. The fact that you'd bring up such an inappropriate topic under the light of day...makes me doubt your sanity, Rudolf-san."" ",""".........The family head is still in good health. Raising such an inappropriate topic while the sun is still bright...I must question whether you are in your right mind, Rudolf‐san.""","""The family head is still in good health. Raising such an inappropriate topic while the sun is still bright...I can't help but doubt your true intentions, Rudolf-san.""",「………当主様は今でも健在でおられます。このような不穏当な話を日も明るい内からなさろうとするなど、留弗夫さんの正気を疑わざるを得ません。」,「………当主様は今でも健在でおられます。このような不穏当な話を日も明るい内からなさろうとするなど、留弗夫さんの正気を疑わざるを得ません」,"""Глава семьи пребывает в добром здравии. Поднимать такую неподходящую тему, пока на небе светит солнце... Я не могу не подвергнуть сомнению твои истинные намерения, Рудольф‐сан.""",""".........O chefe da família ainda está com uma boa saúde. Trazendo à tona um tema tão inapropriado para a luz do dia... eu sou obrigada a questionar se você está bem da cabeça, Rudolf‐san.""",「………當主大人至今還健在。光天化日下竟然這麼大模大樣地說這種無禮的話，不得不讓人懷疑留弗夫你的精神是否正常。」,「………当主大人至今还健在。光天化日下竟然这么大模大样地说这种无礼的话，不得不让人怀疑留弗夫你的精神是否正常。」,""".........Kepala keluarga masih sehat. Membahas topik tidak pantas seperti ini di siang bolong... aku meragukan kewarasanmu, Rudolf-san.""","""Il capofamiglia gode ancora di buona salute. Proporre un argomento talmente inappropriato quando il sole è ancora alto... non posso fare a meno di dubitare le tue intenzioni, Rudolf-san.""","""...Il capofamiglia gode ancora di buona salute. Non posso fare a meno di dubitare della tua sanità mentale, se cerchi di tirare fuori un argomento inappropriato del genere a quest'ora del giorno, Rudolf-san.""",""".........Aile reisinin sağlığı hâlâ iyi. Güneş hala parlakken böyle uygunsuz bir konuyu gündeme getirmek...aklının başında olup olmadığını sorgulamalıyım, Rudolf-san."""
Ushiromiya Hideyoshi,"""Still, Natsuhi-san, this is the sort of thing you can't put off until after somethin' happens. He's still healthy now, which makes this the perfect time to talk about this, while we've still got time to plan. It's just a bit of financial etiquette, you might say."" ","""Still, Natsuhi‐san. ...If we don't discuss this until somethin' happens, it'll be too late. He's still healthy now, so we've gotta figure out something while we still have some time left over. It's a kind of financial etiquette.""","""Still, Natsuhi-san. If we don't discuss this until somethin' happens, it'll be too late. He's still healthy now, so we must figure out something while we still have some time left over. It's the same as financial etiquette.""",「だがな夏妃さん。…こういうしょっぱい話は、いざことがあってからじゃあ遅いんや。今が元気だからこそ、余裕ある内にしとくもんなんやで。これも財産のエチケットみたいなもんや。」,「だがな夏妃さん。…こういうしょっぱい話は、いざことがあってからじゃあ遅いんや。今が元気だからこそ、余裕ある内にしとくもんなんやで。これも財産のエチケットみたいなもんや」,"""И всё же, Нацухи‐сан. Если мы как следует не поговорим на эту тему до того, как что‐либо случится, то будет слишком поздно. Сейчас он пока ещё жив и здоров, поэтому мы должны на чём‐то сойтись, пока ещё есть время. Точно так же и с финансовым этикетом.""","""Ainda assim, Natsuhi‐san. ...Se não discutirmos isso antes que algo aconteça, vai ser tarde demais. Ele ainda está saudável, então devemos começar a pensar em algo enquanto ainda temos tempo. É um tipo de etiqueta financeira.""",「聽我說夏妃姐。……像這種不好聽的話，等到真有萬一的時候再提就遲了吶。正因為現在還很精神，才可以這麼不慌不忙地慢慢談。這也算是一種財產的禮儀吶。」,「听我说夏妃姐。……像这种不好听的话，等到真有万一的时候再提就迟了呐。正因为现在还很精神，才可以这么不慌不忙地慢慢谈。这也算是一种财产的礼仪呐。」,"""Tapi, Natsuhi-san. ...Jika kita tidak bahas ini sampai sesuatu terjadi, akan terlambat. Dia masih sehat sekarang, jadi kita harus memutuskan sesuatu selagi masih ada waktu. Ini semacam etika finansial.""","""Però, Natsuhi-san. Parlare di questo argomento spiacevole dopo che l'irreparabile è già avvenuto, sarebbe inutile. Proprio perché è ancora in salute dobbiamo occuparci di certe cose finché c'è tempo. L'etichetta del mondo della finanza funziona in modo simile.""","""Ma Natsuhi-san... Sarebbe tardivo discutere di questo brutto argomento dopo che è già avvenuto. Dobbiamo occuparcene ora che è in salute, finché c'è tempo.È una specie di buon costume patrimoniale.""","""Yine de, Natsuhi-san. ...Eğer bir şey olana kadar bunu tartışmazsak, çok geç olacak. Şu anda hala sağlıklı, bu yüzden hala biraz zamanımız varken bir şeyler düşünmeliyiz. Bu bir tür finansal görgü kuralı."""
Ushiromiya Krauss,"""It seems Father is the focus of everyone's concern. ...Doctor Nanjo, could we hear the details from you? That appears to be what everyone else is waiting for, after all."" ","""It seems as though everyone is concerned about Father. ...Doctor Nanjo. Could we hear the details from you? It seems as though they are also hoping for that.""",[=UP],「諸君の関心は親父殿のようじゃないか。…南條先生。あなたから説明して下さいませんか。彼らもそれをお望みらしい。」,「諸君の関心は親父殿のようじゃないか。…南條先生。あなたから説明して下さいませんか。彼らもそれをお望みらしい」,"""Похоже, все озабочены состоянием отца. ...Доктор Нанджо. Можем ли мы услышать от вас более подробную информацию? По‐видимому, остальные тоже на это надеются.""","""Parece que todos estão preocupados com nosso pai. ...Doutor Nanjo. Podemos ouvir os detalhes de você? Parece que eles também estão esperando por isso.""",「諸位的關心點好像都在父親身上嘛。…南條大夫。你可以說明一下情況嗎？他們似乎也希望你這麼做。」,「诸位的关心点好像都在父亲身上嘛。…南条大夫。你可以说明一下情况吗？他们似乎也希望你这么做。」,"""Sepertunya semua khawatir tentang Ayah. ...Dokter Nanjo. Bisakah kami mendengar detailnya darimu? Sepertunya mereka juga mengharapkan itu.""","""Pare che tutti siano interessati a Papà. ... Dottor Nanjo. Potremmo sentire i dettagli da lei? Sembra sia quello che i presenti stavano aspettando.""","""Pare che siate tutti preoccupati per nostro padre... Dottor Nanjo. Potremmo avere da lei una spiegazione? Sembra che loro ripongano delle aspettative.""","""Görünüşe göre herkes babam için endişeleniyor. ...Doktor Nanjo. Detayları sizden duyabilir miyiz? Onlar da bunu umuyor gibi görünüyor."""
Nanjo Terumasa,""".....................*cough*."" ",""".....................*cough*.""","""......................*cough*.""",「…………………コホン。」,「…………………コホン」,"""......................*кашель*""",""".....................*cof*.""",「…………………咳哄。」,[=CHT],""".....................*batuk*.""","""... *cough*.""","""...Coff.""",[=UP]
,"Nanjo, who had been standing by the window and staring out at the rose garden, let out a single cough when he realized that he was being called. ","Nanjo, standing by the window and staring out at the rose garden, let out a single cough when he realized that he was being called.",[=UP],窓辺で薔薇庭園を眺めていた南條は、自分が呼ばれたことに気付くと咳払いをひとつした。,[=JP],"Нанджо, стоявший у окна и любующийся розарием, кашлянул, когда осознал, что к нему обращаются.","Nanjo parado em frente à janela, começou a observar o jardim de rosas, tossindo um pouco quando percebeu que estava sendo chamado.",在窗邊眺望玫瑰庭園的南條，察覺到在叫自己後乾咳了一聲。,在窗边眺望玫瑰庭园的南条，察觉到在叫自己后干咳了一声。,"Nanjo yang berdiri di dekat jendela menatap taman mawar, terbatuk saat menyadari dipanggil.","Nanjo, in piedi accanto alla finestra per osservare il giardino delle rose, tossicchiò quando si accorse che lo stavano chiamando.","Quando si accorse che lo stavano chiamando, Nanjo, che stava ammirando il roseto dalla finestra, si schiarì la gola.","Pencerenin yanında durup gül bahçesine bakan Nanjo, çağrıldığını fark edince tek bir öksürük çıkardı."
Ushiromiya Rosa,"""...Doctor Nanjo, ...how is Father's condition?"" ","""......Doctor Nanjo. ...How is Father's condition?""","""...Doctor Nanjo. ...How is Father's condition?""",「……南條先生。…お父様の具合はどんな感じなんですか？」,[=JP],"""...Доктор Нанджо, каково состояние отца?""","""......Doutor Nanjo. ...Quais as condições dele?""",「南條大夫。…家父的身體現在情況如何？」,「南条大夫。…家父的身体现在情况如何？」,"""......Dokter Nanjo. ...Bagaimana kondisi Ayah?""","""... Dottor Nanjo. ... Qual è la situazione di Papà?""","""...Dottor Nanjo... quali sono le condizioni di nostro padre?""","""......Doktor Nanjo. ...Babamın durumu nasıl?"""
