Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya George,"""......Who knows."" ","""............Who knows.""",[=UP],「…………まぁね。」,「…………まぁね」,"""............Кто знает.""","""...Quem sabe.""",「…………還好啦。」,「…………还好啦。」,"""... Chissà.""","""...Chissà.""","""............Kim bilir."""
,It'd probably be boorish to admit to such a thing out loud. ,Admitting that would probably be unrefined.,[=UP],それを認めることは多分、無粋なことなのだろう。,[=JP],Это признание нельзя было посчитать достаточно полным.,Admitir aquilo provavelmente seria deselegante.,承認這一點，大概是挺不識風情的吧。,承认这一点，大概是挺不识风情的吧。,Ammettendo che sarebbe probabilmente non raffinato.,Confessarlo apertamente sarebbe stato poco elegante.,Bunu itiraf etmek muhtemelen kaba bir davranış olurdu.
,George admitted it while being extremely wary that Maria didn't find out. ,George admitted it while being extremely wary that Maria didn't find out., George admitted it while being extremely wary that Maria didn't find out.,譲治は決して真里亞に悟られぬよう気をつけながらそれを認める。,[=JP],"И Джордж признался, будучи предельно осторожным, чтобы Мария не узнала.","George admitiu, mas permanecendo extremamente atento para que a Maria não descobrisse.",讓治一邊小心注意著絕不讓真里亞聽懂，一邊含糊地承認了。,让治一边小心注意着绝不让真里亚听懂，一边含糊地承认了。,George lo ammise cercando di fare in modo che Maria non lo scoprisse.,"Una volta accertatosi accuratamente che Maria non lo sentisse, George lo ammise.","George, Maria'nın öğrenmemesi için son derece dikkatli davranırken bunu itiraf etti."
Ushiromiya Battler,"""In other words, ...it's kinda like Santa Claus. To protect a kid's dreams, the parents plot together and lie, setting presents at the bedside of a child fast asleep."" ","""In other words, ......it's kinda like Santa Claus. To protect a kid's dreams, the parents plot together and lie, setting presents at the bedside of a child fast asleep.""",[=UP],「つまり、……サンタクロースみたいなもんか。子どもの夢を守るために、両親がグルで嘘をついて、寝静まった子の枕元にプレゼントを置いていたと。」,「つまり、……サンタクロースみたいなもんか。子どもの夢を守るために、両親がグルで嘘をついて、寝静まった子の枕元にプレゼントを置いていたと」,"""Другими словами, это как с Санта‐Клаусом. Чтобы не дать детским мечтам разбиться вдребезги, родители идут на обман, оставляя подарок у кровати спящего ребёнка.""","""Em outras palavras, ...é meio como o Papai Noel. Para proteger os sonhos de uma criança, os pais planejam juntos e mentem, colocando presentes ao lado da cama da criança quando ela dorme.""",「總而言之，……這就類似於聖誕老人吧。就跟為了保護孩子們的夢想，雙親串通一氣說假話，把禮物放在了睡熟的孩子枕邊似的。」,「总而言之，……这就类似于圣诞老人吧。就跟为了保护孩子们的梦想，双亲串通一气说假话，把礼物放在了睡熟的孩子枕边似的。」,"""In altre parole... è come Babbo Natale. Per proteggere i sogni dei bambini, i genitori pianificano insieme e mentono, mettendo regali accanto al letto del bambino andato presto a dormire.""","""In altre parole... è un po' come per Babbo Natale. Per proteggere i sogni di un bambino, i genitori cospirano insieme e dicono bugie, e una volta che è andato a letto, mettono i regali vicino al letto.""","""Başka bir deyişle, ......bir nevi Noel Baba gibi. Bir çocuğun hayallerini korumak için, ebeveynler birlikte plan yapar ve uykuya dalmış bir çocuğun başucuna hediyeler koyarak yalan söylerler."""
Ushiromiya Jessica,"""......After all, you wanna protect a kid's dreams, right? ...Obviously, I've known Santa doesn't exist for a long time now, ...but if there's no reason to wake up from a dream like that, I wish I could've believed it all my life."" ","""......I mean, you do want to protect kids' dreams. ...As for me, I obviously found out that Santa didn't exist a long time ago. ......But if it was okay not to wake from that dream, I'd have liked to have believed it my whole life.""","""......I want to protect a kid's dreams. ...Although I knew that Santa obviously didn't exist a long time ago. ......If it's a dream you don't need to be disillusioned of, I wanted to believe it my whole life.""",「……子どもの夢って、守ってあげたいし。…私は当然、サンタなんていないってとっくに知ってるわけだけど。……もし、醒めなくてもいい夢だったなら、一生信じていたかったぜ。」,「……子どもの夢って、守ってあげたいし。…私は当然、サンタなんていないってとっくに知ってるわけだけど。……もし、醒めなくてもいい夢だったなら、一生信じていたかったぜ」,"""......Я за то, чтобы защитить детские мечты. ...Пусть я и давно знаю, что никакого Санты не существует. ......Если это мечта, которой нет нужды рассеиваться, мне хотелось бы верить всю жизнь.""","""......Ou seja, você quer proteger os sonhos das crianças. ...Quanto a mim, eu obviamente descobri muito tempo atrás que o Noel não existia. ......Mas se eu pudesse não acordar de tal sonho, eu gostaria de ter acreditado nele por toda a minha vida.""",「……孩子的夢想嘛，是會想去保護嘞。…雖然我早就知道當然沒有聖誕老人。……但如果這夢可以不用醒來，我倒是想相信一輩子嘞。」,「……孩子的梦想嘛，是会想去保护嘞。…虽然我早就知道当然没有圣诞老人。……但如果这梦可以不用醒来，我倒是想相信一辈子嘞。」,"""... Voglio proteggere i sogni dei bambini. ... Sebbene sapevo che Babbo Natale non esisteva, ovviamente, da tempo. ... Se è un sogno non hai bisogno di esserne deluso, avrei voluto crederci per tutta la mia vita.""","""...Io i sogni dei bambini li voglio proteggere... Ovviamente so già da tempo che Babbo Natale non esiste, ma... se si sarebbe potuto evitare di infrangerlo, avrei voluto continuare a crederci per tutta la vita.""","""......Yani, çocukların hayallerini korumak gerekir. ...Bana gelince, açıkçası Noel Baba'nın var olmadığını uzun zaman önce öğrendim. ......Ama o hayalden uyanmamak sorun olmasaydı, hayatım boyunca buna inanmak isterdim."""
Nanjo Terumasa,"""...Because adults know that the world is filled with terrible things, ...they all want to at least protect the pure dreams of a child. ","""...Because they know that the world is tough, ...adults want to at least protect a child's untainted dreams.""","""...Because they know that the world is tough, ...adults want to at least protect a child's clean dreams.",「…世の中は世知辛いばかりだと知ってしまうからこそ、…大人はせめて子どもの、綺麗な夢を守ってやりたいと思うものです。」,「…世の中は世知辛いばかりだと知ってしまうからこそ、…大人はせめて子どもの、綺麗な夢を守ってやりたいと思うものです」,"""...Поскольку им известно, насколько жесток этот мир, взрослые хотят по крайней мере защитить чистые детские мечты.""","""...Por saberem que o mundo é repleto de coisas difíceis, ...todos os adultos querem ao menos proteger os sonhos puros de uma criança.""",「…正是因為知道這社會上處處是艱辛，…所以大人們才會想要，至少保護住孩子們美麗的夢想。」,「…正是因为知道这社会上处处是艰辛，…所以大人们才会想要，至少保护住孩子们美丽的梦想。」,"""... Siccome sanno che il mondo è duro... gli adulti vogliono proteggere almeno i sogni puri dei bambini.","""...Siccome gli adulti sono consapevoli che il mondo è pieno di avversità... vogliono quantomeno proteggere i sogni innocenti dei bambini.""","""...Dünyanın zor olduğunu bildikleri için, ...yetişkinler en azından bir çocuğun lekelenmemiş hayallerini korumak isterler."""
Ushiromiya Maria,"""Uu-!! {f:5:Beatrice} exists! ""Exiiiists""!!!"" ","""Uu!! {f:5:Beatrice} exists! ""Exiiiists""!!!""","""Uu-!! Beatrice exists! 'Exiiiists'!!!""",「うー！！　ベアトリーチェはいるの！　“い”るぅうー！！！」,[=JP],"""У‐у! {f:5:Беатриче} существует! 'Существу‐у‐ует'!!!""","""Uu!! A {f:5:Beatrice} existe! Ela ""exiiiiste""!!!""",「嗚——！！貝阿朵莉切是有的！“有”的——！！！」,「呜——！！贝阿朵莉切是有的！“有”的——！！！」,"""Uu-!! Beatrice esiste! ‘Esisteeee’!!!""","""Uuh!! {f:5:Beatrice} esiste! {i:Esisteee}!!!""","""Uu!! {f:5:Beatrice} gerçek! ""Gerçeeek""!!!"""
Kumasawa Chiyo,"""Yes, she does. {f:5:Beatrice}-sama does exist, right? Some time ago, when I was drying mackerel to make some black tea, suddenly..."" ","""Oh, goodness, certainly. {f:5:Beatrice}‐sama does exist, you know? Some time ago, when I was drying mackerel to make some black tea, all of a sudden—""","""Yes, she does. Beatrice-sama does exist, right? Some time ago, when I was drying mackerel to make some black tea, unexpectedly...""",「えぇ、いますとも。ベアトリーチェさまはおりますよぅ？この前もですね、鯖を干して紅茶のダシに使おうとしておりましたら、そこへひょっこり、」,「えぇ、いますとも。ベアトリーチェさまはおりますよぅ？　この前もですね、鯖を干して紅茶のダシに使おうとしておりましたら、そこへひょっこり、」,"""Да, существует. {f:5:Беатриче}‐сама действительно существует, верно? Совсем недавно, когда я сушила скумбрию, чтобы приготовить чёрный чай, как вдруг...""","""Sim, ela existe. A {f:5:Beatrice}‐sama de fato existe, sabia? Algum tempo atrás, quando eu estava secando cavalinha para fazer um pouco de chá preto, de repente—""",「那可不，當然是有了。貝阿朵莉切夫人是有的哦？前些日子呀，老太婆正準備把鯖魚晒乾拿來泡紅茶的時候，夫人她就突然一現身啊…」,「那可不，当然是有了。贝阿朵莉切夫人是有的哦？前些日子呀，老太婆正准备把鲭鱼晒干拿来泡红茶的时候，夫人她就突然一现身啊…」,"""Sì, esiste. Beatrice-sama esiste, giusto? Un po' di tempo fa, quando stavo essiccando del maccarello per preparare un po' di tè, inaspettatamente...""","""Sì, certo che esiste. {f:5:Beatrice}‐sama esiste, sai? Quando l'altro giorno stavo essiccando dello sgombro per farci un po' di tè con il brodo, tutto ad un tratto...""","""Evet, kesinlikle. {f:5:Beatrice}-sama gerçekten var. Bir süre önce, siyah çay yapmak için uskumru kuruturken, aniden—"""
Ushiromiya George,"""......Well, it basically goes something like that. ...Supposedly, at least."" ","""......Well, that's basically how it went. ...Or at least, how we thought it went.""","""......Well, it's something like this. ...Supposedly, at least.""",「……まぁつまり、こういう調子。…だったはずなんだけどね。」,「……まぁつまり、こういう調子。…だったはずなんだけどね」,"""......Ну, что‐то вроде того. ...Будто бы.""","""......Bem, isso é basicamente como foi. ...Ou pelo menos, como achamos que foi.""",「……總之，原本應該是這樣，…才對的。」,「……总之，原本应该是这样，…才对的。」,"""... Beh, è qualcosa del genere. ... Almeno, in teoria.""","""...Beh, è qualcosa del genere, per farla breve... Almeno in teoria.""","""......İşte, aslında böyle bir şey. ...Ya da en azından biz öyle sanıyorduk."""
Ushiromiya Battler,"""So, simply put, ...this was supposed to be a witch that no one but Maria believed in."" ","""To sum up, ......she's a witch that supposedly no one believed in, except for Maria.""","""In short, ......except for Maria, it's a witch that supposedly no one believed in.""",「つまり。……真里亞を除けば、誰も信じてなかったはずの魔女ってわけだ。」,「つまり。……真里亞を除けば、誰も信じてなかったはずの魔女ってわけだ」,"""Короче говоря, это ведьма, в которую, за исключением Марии, предположительно никто и не верил.""","""Resumindo, ......ela supostamente é a bruxa na qual ninguém acredita, exceto pela Maria.""",「也就是說。……這是個除了真里亞，原本誰都不信的魔女啊。」,「也就是说。……这是个除了真里亚，原本谁都不信的魔女啊。」,"""In breve... a parte Maria, è una strega in cui teoricamente nessuno crede.""","""In parole povere... a parte Maria, nessuno credeva veramente alla strega.""","""Özetlemek gerekirse, ......Maria dışında kimsenin inanmadığı bir cadı."""
Ushiromiya George,"""I wouldn't phrase it quite like that. ...The point isn't that we didn't believe. We were all trying to give her a chance to believe."" ","""Those words don't quite explain it. ......It's not that we didn't believe. ...We were trying to let {i:her} believe.""","""Those words don't quite explain it. ......It's not that we didn't believe. Everyone was trying to make her believe.""",「少し言葉が足りないね。……信じてなかったんじゃない。…信じさせてあげようとしたんだ。」,「少し言葉が足りないね。……信じてなかったんじゃない。…信じさせてあげようとしたんだ」,"""Эти слова не совсем точны. ......Дело не в том, что мы не верили, а в том, что все пытались заставить {i:её} не верить.""","""Se bem que essas palavras não explicam muito bem. ......Não é que nós não acreditássemos. ...Nós estávamos tentando deixar {i:ela} acreditar.""",「這話說得有點不太全。……不是不信。…而是在試圖讓她去相信。」,「这话说得有点不太全。……不是不信。…而是在试图让她去相信。」,"""Queste parole non spiegano praticamente nulla. ... Non è che non ci crediamo. Tutti stanno cercando di farcela credere.""","""Non la metterei esattamente in questo modo... Non è che non ci credevamo... Noi cercavamo di far sì che {i:lei} potesse crederci.""","""Ben olsam bu şekilde yorumlamazdım. ......Mesele inanmamamız değil. ...{i:Onun} inanmasına izin vermeye çalışıyorduk."""
,"So, this is about not betraying a child's innocence. ",So this was about not betraying a child's innocence.,[=UP],子どもの純情は裏切れない、ってことか。,[=JP],То есть суть заключалась в сохранении детской невинности Марии.,"No fim, tudo se resume a não trair a confiança de uma criança.",總之這意思就是，辜負不了孩子的純真吧。,总之这意思就是，辜负不了孩子的纯真吧。,Quindi tutto questo era per non tradire l'innocenza di una bambina.,Tutto questo era per non tradire l'innocenza di una bambina.,Yani bu bir çocuğun masumiyetine ihanet etmemekle ilgiliydi.
,"But Santa doesn't exist in reality. If you don't want kids to be all disappointed when they learn the truth, you'd be better off not showing them that dream in the first place. ","But Santa doesn't exist in reality. If you don't want them to be all disappointed when they learn that, you should just not give them that dream in the first place."," But Santa doesn't exist in reality. If you don't want them to be all disappointed when they learn that, you should just not show them that dream in the first place.",でも、現実にサンタはいない。それを知りがっかりするのが嫌だというなら、最初からそんな夢を見せなければいい。,[=JP],"Но в действительности Санты не существует. Но если вы не хотите, чтобы они разочаровались, когда узнают об этом, то им с самого начала не следовало рассказывать подобную сказку.","Mas o Papai Noel não existe no mundo real. Se você não quer que as crianças fiquem desapontadas ao descobrirem isso, você simplesmente não deveria mostrar esse sonho para elas.",但是，現實中並不存在聖誕老人。要是不想讓孩子在知道真相時大失所望，那從一開始就不應該去讓她做這個夢。,但是，现实中并不存在圣诞老人。要是不想让孩子在知道真相时大失所望，那从一开始就不应该去让她做这个梦。,"Ma Babbo Natale non esiste in realtà. Se non vuoi che rimangano delusi quando lo imparano, semplicemente non dovresti mostrare loro quel sogno dall'inizio.","Ma Babbo Natale non esiste nella realtà. Se non si vuole che un bambino lo scopra e ne rimanga deluso, sarebbe meglio non mostrargli tali illusioni sin dall'inizio...","Ama Noel Baba gerçekte yok. Bunu öğrendiklerinde hayal kırıklığına uğramalarını istemiyorsanız, onlara en başından bu hayali vermemelisiniz."
,...Is the fact that I think like this proof that I'm still a long way from becoming a full adult? ,...Did I think like that because I was still a long way from becoming a full adult?,...Did I think like that because I was still a long way from becoming a full adult? ,…そう考えてしまうのは、まだまだ自分が大人になりきれていないからなのだろうか。,[=JP],"...Рассуждал ли я так, поскольку мне было ещё далеко до полноценного взрослого?",...Será que eu ainda pensar assim é a prova de que eu ainda tenho um longo caminho a trilhar para me tornar um adulto completo?,…會這麼想，是不是因為自己還遠遠沒有完全成長為大人呢。,…会这么想，是不是因为自己还远远没有完全成长为大人呢。,... Ho pensato così perché ero ancora lontano dall'essere un vero adulto?,Forse Battler la pensava così perché non era ancora maturato abbastanza?,...Yetişkin olmaktan hâlâ çok uzak olduğum için mi böyle düşünüyordum?
,The true nature of the Rokkenjima witch was finally starting taking shape in Battler's mind. ,Battler had finally attained a level of understanding about the true form of the Rokkenjima witch.,Battler was finally getting an idea about the true form of the Rokkenjima witch.,戦人は、六軒島の魔女の正体について、ようやく一定の理解を得るのだった。,[=JP],"Баттлер, наконец, получил представление об истинной форме ведьмы Роккенджимы.",A verdadeira natureza da bruxa de Rokkenjima finalmente estava tomando forma na cabeça de Battler.,戰人對六軒島魔女的真相，總算是有了一定的認知。,战人对六轩岛魔女的真相，总算是有了一定的认知。,Battler stava finalmente facendosi un'idea riguardo alla vera forma della strega di Rokkenjima.,La sua mente aveva gradualmente formato un'idea sull'identità della strega di Rokkenjima...,Battler nihayet Rokkenjima cadısının gerçek formunu kavrayacak bir seviyeye ulaşmıştı.
,"...However, their current situation overrode this understanding, and in fact, it completely overturned its very premise... ",".........But the current situation lay on an even higher level of understanding than that, and overturned all its premises...",".........But in the current situation, that understanding had been revised, and that premise had been turned upside down...",………だが、現在の状況は、その理解のさらに上に立ち、しかもその前提を全てひっくり返すものだ…。,[=JP],".........Но в сложившейся ситуации это понимание было переосмыслено, и основы оказались перевёрнуты с ног на голову...",".........Porém, a atual situação já havia alcançado um entendimento ainda mais alto que esse, e virou de cabeça para baixo todas as suas premissas...",………然而，現在的這情況，不僅遠遠超越了這份認知，還將這前提完全翻了個個兒…。,………然而，现在的这情况，不仅远远超越了这份认知，还将这前提完全翻了个个儿…。,"... Ma nella situazione attuale, quella intuizione era stata rivista, e quella premessa era stata capovolta...","Ma nella situazione attuale, tale concezione era ben che superata, e ogni sua premessa era stata ribaltata...",".........Ancak mevcut durum bundan daha yüksek bir farkındalık seviyesine uzanıyor, ve tüm varsayımları altüst ediyordu..."
Ushiromiya Battler,"""...So, we thought we knew what was going on, but now {f:5:Beatrice}-sama the witch has actually appeared in reality. Is that it?"" ","""......That's all we believed the witch {f:5:Beatrice}‐sama to be, but then she actually appeared. Right.""","""......That's what we thought we knew, but the witch Beatrice-sama actually appeared. Is that what this is?""",「……という認識だったはずの、魔女のベアトリーチェさまが、実際に現れちまったと。そういうことか。」,「……という認識だったはずの、魔女のベアトリーチェさまが、実際に現れちまったと。そういうことか」,"""......Нам казалось, мы знали ведьму {f:5:Беатриче}‐сама, но вот она действительно появилась. Да уж.""","""......Ou seja, nós pensávamos saber o que estava acontecendo, mas agora a {f:5:Beatrice}‐sama realmente apareceu na realidade. É isso?""",「……意思是說，這位本應是被大家如此理解的魔女貝阿朵莉切夫人，卻真的出現了…這麼一回事麼。」,「……意思是说，这位本应是被大家如此理解的魔女贝阿朵莉切夫人，却真的出现了…这么一回事么。」,"""... Questo è quello che pensavamo di sapere, ma la strega Beatrice-sama è apparsa davvero. Allora è così che stanno le cose?""","""...Pensavamo di sapere cosa fosse, ma la strega {f:5:Beatrice}‐sama è apparsa per davvero. Dico bene?""","""......İşte cadı {f:5:Beatrice}-sama'nın bundan ibaret olduğuna inanıyorduk, ama sonra gerçekten de önümüzde belirdi. Durum bu mu?"""
Ushiromiya Battler,"""And, judging by how freaked our parents were, it looks like she wasn't an invited guest. ...Now it's starting to get interesting."" ","""Furthermore, judging from our parents' uproar, it looks like she wasn't an invited guest. ......That sounds kinda interesting.""",[=UP],「しかもだ、伯父さんたちの騒ぎようを見る限り、どうも招かれた客でもないらしい。……こりゃあ面白そうな話だぜ。」,「しかもだ、伯父さんたちの騒ぎようを見る限り、どうも招かれた客でもないらしい。……こりゃあ面白そうな話だぜ」,"""Кроме того, судя по поднятому нашими родителями переполоху, не скажешь, что она является желанной гостьей. ......Складывается интересная ситуация.""","""Além do mais, julgando pelo alvoroço dos nossos pais, parece que ela não era uma hóspede não‐convidada. ......Isso está começando a ficar mais interessante.""",「而且，從伯父他們亂作一團的樣子來看，她好像也不是被請來的客人。……這下可有趣了啊。」,「而且，从伯父他们乱作一团的样子来看，她好像也不是被请来的客人。……这下可有趣了啊。」,"""Oltretutto, a giudicare dallo scalpore dei nostri genitori, sembra che non fosse un ospite atteso. ... Sembra piuttosto interessante.""","""Oltretutto, a giudicare dallo scalpore causato dai nostri genitori, sembra che non fosse un'ospite invitata... La faccenda è interessante.""","""Dahası, ailelerimizin yaygarasına bakılırsa, davetli bir misafir olmadığı anlaşılıyor. ......Bu kulağa ilginç geliyor."""
Ushiromiya George,"""There's no reason for us to simply assume that a woman called {f:5:Beatrice} doesn't exist. ...It's what Uncle Rudolf called a Devil's Proof. ......None of us knew that a woman calling herself {f:5:Beatrice} existed."" ","""There actually is no basis to say that a woman called {f:5:Beatrice} doesn't exist. ......It's what Uncle Rudolf called a Devil's Proof. ......None of us knew that a woman calling herself {f:5:Beatrice} existed.""","""There actually is no basis to say that a woman called Beatrice doesn't exist. ......It's what Rudolf oji-san called a Devil's Proof. ......None of us knew that a woman calling herself Beatrice existed.""",「ベアトリーチェという女性が実在しない、という前提は実は存在しない。……留弗夫叔父さんも言っていた悪魔の証明そのものだよ。……ベアトリーチェと名乗る女性の存在を僕たちは誰も知らなかった。」,「ベアトリーチェという女性が実在しない、という前提は実は存在しない。……留弗夫叔父さんも言っていた悪魔の証明そのものだよ。……ベアトリーチェと名乗る女性の存在を僕たちは誰も知らなかった」,"""На самом деле нет никаких оснований полагать, что женщины по имени {f:5:Беатриче} не существует. ......Это то, что дядя Рудольф назвал 'Доказательством дьявола'. ......Ни один из нас не знал, что женщина по имени {f:5:Беатриче} существует.""","""Não há motivos para simplesmente supormos que uma mulher chamada {f:5:Beatrice} não existe. ......É aquilo que o tio Rudolf chamou de Prova Diabólica. ......Nenhum de nós sabia que uma mulher que se apresentava como {f:5:Beatrice} existia.""",「“叫作貝阿朵莉切的女性並不真實存在”這一前提，其實並不存在。……這正是留弗夫舅父也曾說過的，惡魔的證明。……我們誰都不知道，有這麼一個自稱為貝阿朵莉切的女性存在。」,「“叫作贝阿朵莉切的女性并不真实存在”这一前提，其实并不存在。……这正是留弗夫舅父也曾说过的，恶魔的证明。……我们谁都不知道，有这么一个自称为贝阿朵莉切的女性存在。」,"""In realtà non ci sono basi per dire che una donna chiamata Beatrice non esiste. ... È quella che Rudolf oji-san chiama la Prova del Diavolo. ... Nessuno di noi sapeva che una donna che chiamava se stessa Beatrice esistesse.""","""In realtà non ci sono basi per affermare che una donna dal nome di {f:5:Beatrice} non esista... È la probatio diabolica di cui parlava zio Rudolf... Nessuno di noi sapeva che esistesse una donna che si fa chiamare Beatrice...""","""Aslında {f:5:Beatrice} adında bir kadının var olmadığını söyleyebilmek için hiçbir kanıt yok. ......Rudolf Amca'nın Şeytan'ın İspatı dediği şey bu. ......Hiçbirimiz kendisine {f:5:Beatrice} diyen bir kadının varlığından haberdar değildik."""
Ushiromiya George,"""...But that's not the same as proving that {f:5:Beatrice} doesn't exist."" ","""...But that doesn't mean we can deny the possibility that {f:5:Beatrice} exists.""","""...But that doesn't necessarily mean we can deny the possibility that Beatrice exists.""",「…でも、だからといってそれが、ベアトリーチェが実在する可能性を否定できるわけじゃない。」,「…でも、だからといってそれが、ベアトリーチェが実在する可能性を否定できるわけじゃない」,"""...Но это не обязательно означает, что мы можем отрицать вероятность существования {f:5:Беатриче}.""","""...Mas isso não significa que podemos negar a possibilidade de que a {f:5:Beatrice} existe.""",「…但雖說如此，這也否定不了貝阿朵莉切真實存在著的可能性。」,「…但虽说如此，这也否定不了贝阿朵莉切真实存在着的可能性。」,"""... Ma questo non significa necessariamente che possiamo negare la possibilità che Beatrice esista.""","""Ma questo non significa che possiamo negare la possibilità che {f:5:Beatrice} esista.""","""...Ama bu {f:5:Beatrice}'in var olma ihtimalini inkâr edebileceğimiz anlamına gelmiyor."""
Ushiromiya Jessica,"""...Doctor Nanjo, you've been friends with Grandfather for a long time, right?"" ","""......Doctor Nanjo, you've been friends with Grandfather for a long time, right?""",[=UP],「……南條先生は祖父さまとの付き合いが長いですよね？」,[=JP],"""......Доктор Нанджо, вы ведь уже долгое время являетесь дедушкиным другом, верно?""","""......Doutor Nanjo, você tem sido amigo do vovô por um longo tempo, certo?""",「……南條大夫和爺爺的交情，有很久了吧？」,「……南条大夫和爷爷的交情，有很久了吧？」,"""... Dottor Nanjo, lei è stato amico del Nonno per un lungo periodo, giusto?""","""...Dottor Nanjo, lei conosce nostro nonno da molto tempo, giusto?""","""......Doktor Nanjo, büyükbabamla uzun zamandır arkadaşsınız, değil mi?"""
Nanjo Terumasa,"""............ ...At one point during the family conference, I was questioned quite thoroughly by Krauss-san and the others. ...They wanted to know if, long ago, Kinzo-san might have had a mistress called {f:5:Beatrice} and an illegitimate child with her."" ","""..................... ...There was a period when I was questioned quite a lot on this topic at the family conferences, by Krauss‐san and the others. ......The topic of whether Kinzo‐san may have had a mistress long ago, and even a hidden child with her.""","""..................At one point, I heard a lot about it at the family conference from Krauss-san and the others. ......A story that, long before that time, perhaps Kinzo-san had a mistress, and a hidden child with her.""",「…………………。…一時期、親族会議で蔵臼さんたちにずいぶんと聞かれた話ですな。……その昔、金蔵さんにベアトリーチェという愛人がいて、その隠し子がいるのではないかという話です。」,「…………………。…一時期、親族会議で蔵臼さんたちにずいぶんと聞かれた話ですな。……その昔、金蔵さんにベアトリーチェという愛人がいて、その隠し子がいるのではないかという話です」,"""............... ...Однажды мне довелось услышать об этом на собрании семьи от Краусса‐сана и остальных. ......Историю о том, что задолго до этого времени, возможно, у Кинзо‐сана была любовница, тайно родившая ему ребёнка.""","""..................... ...Houve um período em que eu fui bastante questionado sobre esse tópico nas conferências familiares, pelo Krauss‐san e os outros. ......Se o Kinzo‐san poderia ter tido uma amante muito tempo atrás, e até um filho escondido com ela.""",「…………………。…有段時期，在親族會議上，藏臼先生他們經常會問我說，……金藏先生在很久以前，是不是有個叫作貝阿朵莉切的情婦，是不是還有個私生子。」,「…………………。…有段时期，在亲族会议上，藏臼先生他们经常会问我说，……金藏先生在很久以前，是不是有个叫作贝阿朵莉切的情妇，是不是还有个私生子。」,"""... Ad un certo punto, ne ho sentito parlare molto alla riunione di famiglia da Krauss-san e gli altri. ... Una voce riguardo al fatto che, molto prima di quel periodo, forse Kinzo-san avesse un'amante, e un figlio nascosto con lei.""","""...Ad un certo punto della riunione di famiglia, ho ricevuto moltissime domande da Klaus-san e gli altri... e il loro argomento era se, molto tempo fa, Kinzo-san potesse aver avuto un'amante di nome Beatrice, da cui sarebbe potuta nascere una figlia illegittima.""","""..................... ...Aile konferanslarında Krauss-san ve diğerleri tarafından bu konuda oldukça fazla sorgulandığım bir dönem oldu. ......Uzun zaman önce Kinzo-san'ın {f:5:Beatrice} adında bir metresi ve ondan gayrimeşru bir çocuğu olup olmadığını öğrenmek istiyorlardı."""
Ushiromiya Battler,"""I get it. Our parents have their heads full with the inheritance problem. So of course, if the daughter of a mistress like that showed up, it'd be troublesome for them."" ","""I see. Our parents' heads are full with the distribution of the inheritance. So it's blindingly obvious that if the daughter of a mistress showed up, it'd mean trouble for them.""","""I see. Our parents' heads are full with the distribution of the inheritance. So it's obvious that if the daughter of a mistress showed up, it'd be troublesome for them.""",「なるほどな。親父たちは遺産分配で頭がいっぱいだ。そこに愛人の娘なんてのが現れれば、面倒なことになるのは火を見るより明らか、ってわけだ。」,「なるほどな。親父たちは遺産分配で頭がいっぱいだ。そこに愛人の娘なんてのが現れれば、面倒なことになるのは火を見るより明らか、ってわけだ」,"""Ясно. Головы наших родителей забиты мыслями о дележе наследства. Поэтому вполне очевидно, что раз объявилась дочь любовницы, это сулит им большие неприятности.""","""Entendo. As cabeças dos nossos pais estão cheias com a distribuição da herança. Então é claro que se a filha de uma amante aparecesse, isso significaria problema para eles.""",「原來如此。老爸他們滿腦袋裝的都是遺產分配的事。要是這時候出現了個情婦的女兒，事情會變得多麻煩，那自然是明若觀火啊。」,「原来如此。老爸他们满脑袋装的都是遗产分配的事。要是这时候出现了个情妇的女儿，事情会变得多麻烦，那自然是明若观火啊。」,"""Capisco. Le teste dei nostri genitori sono occupate con la distribuzione dell'eredità. Quindi è ovvio che se la figlia di un'amante dovesse presentarsi, sarebbe problematico per loro.""","""Capisco. Nella testa dei nostri genitori c'è solo la distribuzione dell'eredità.{n}È chiaro come il sole che per loro sarebbe un problema, se dovesse presentarsi la figlia di un'amante.""","""Anlıyorum. Ailelerimizin kafaları miras dağılımıyla meşgul. Yani bir metresin kızı ortaya çıkarsa, bunun onlar için sorun yaratacağı çok açık."""
