Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Lion,"""Pleased to meet you, {f:5:Beatrice}. I know quite a lot about you."" ","""Pleased to meet you, {f:5:Beatrice}. I know quite a lot about you.""","""Pleased to meet you, Beatrice. I know quite a lot about you.""",「初めまして、ベアトリーチェ。私はあなたのことを、よく知っていますよ。」,「初めまして、ベアトリーチェ。私はあなたのことを、よく知っていますよ」,"""Приятно познакомиться, {f:5:Беатриче}. Я многое о тебе знаю.""","""É um prazer em conhecer você, {f:5:Beatrice}. Eu sei bastante sobre você.""",「初次見面，貝阿朵莉切。我對你，可是非常了解的。」,「初次见面，贝阿朵莉切。我对你，可是非常了解的。」,"""Piacere di conoscerti, Beatrice. Ho sentito parecchie voci su di te."""
{f:5:Beatrice},"""............"" ","""..............................""","""............""",「…………………………。」,「…………………………」,[=OG],[=UP],[=JPC],[=JPC],"""..."""
Ushiromiya Lion,"""Seeing you smiling happily is the greatest joy I can imagine. ...I'm as glad as anyone else that you've made it to this point."" ","""Seeing you smiling happily is the greatest joy I can imagine. ......I'm more glad than anyone that you've made it to this point.""","""Seeing you smiling happily is the greatest joy I can imagine. ......I'm as glad as anyone else that you've made it to this point.""",「私にとって、あなたが幸せな笑顔を浮かべることは、何にも勝る喜びです。……今夜を迎えられたあなたを、私は誰よりも祝福します。」,「私にとって、あなたが幸せな笑顔を浮かべることは、何にも勝る喜びです。……今夜を迎えられたあなたを、私は誰よりも祝福します」,"""Видеть твою счастливую улыбку — самая большая радость для меня. ......Меня так же, как всех остальных, радует то, что ты дождалась этого момента.""","""Para mim, ver o seu sorridente sorriso é a maior alegria que eu poderia ter. ......Fico mais do que feliz de ver onde chegou.""",「對我來說，你能夠浮現這麼幸福的笑容，比什麼都令我高興。……對能夠迎來今夜的你，我要送上最誠摯的祝福。」,「对我来说，你能够浮现这么幸福的笑容，比什么都令我高兴。……对能够迎来今夜的你，我要送上最诚挚的祝福。」,"""Vederti sorridere felice è la più grande gioia che io possa immaginare. {n}Sono felice come tutti che tu sia giunta a questo punto."""
{f:5:Beatrice},"""...I see. ...So, it's you... ...I'm glad you're here..."" ","""......I see. ......So, it's you...... ......I'm glad you're here......""",[=UP],「……そうか。……そなたなのか……。……よくぞ、来てくれた……。」,「……そうか。……そなたなのか……。……よくぞ、来てくれた……」,"""......Вот как. ......Так это ты...... ......Рада, что ты здесь......""","""......Entendi. ......Então, você...... ......Estou feliz que está aqui......""",「……是嘛。……是汝啊……。……來的好啊……」,「……是嘛。……是汝啊……。……来的好啊……」,"""... Capisco. ... Quindi sei tu... sono felice che tu sia qui..."""
,Beato realized who and what Lion was. ,Beato realized who and what Lion was.,[=UP],ベアトは、理御がどういう存在なのかを察する。,[=JP],"Беато поняла, кто и что Лион.",Beato percebeu quem era Lion.,貝阿朵察覺到了，理御是怎樣一個存在。,贝阿朵察觉到了，理御是怎样一个存在。,Beato aveva capito chi e cosa era Lion.
,"The two of them stared at each other's faces, as though looking at their own face in a mirror. ","The two of them stared at each other's faces, as though looking at their own face in a mirror."," The two of them stared at each other's faces, as though looking at their own face in a mirror.",そして二人は、鏡に映る自分の顔をまじまじと見るかのように、互いの顔を見つめ合った。,[=JP],"Они вдвоём посмотрели друг на друга, будто глядя на своё отражение в зеркале.","Beato e Lion começaram a se olhar, como se estivessem vendo seus reflexos em um espelho.",這兩人就像是看著鏡子中映出的自己的臉一樣，互相凝視對方的臉龐。,这两人就像是看着镜子中映出的自己的脸一样，互相凝视对方的脸庞。,"Si guardarono in volto per un po', come se guardassero se stessi in uno specchio."
Willard H. Wright,"""Willard's the name. I'm just a passing stranger who got caught up in a game you know nothing about."" ","""Willard's the name. I'm just a passing stranger who got caught up in a game you know nothing about.""",[=UP],「俺はウィラード。あんたの知らないゲームで巻き込まれた、ただの通りすがりだ。」,「俺はウィラード。あんたの知らないゲームで巻き込まれた、ただの通りすがりだ」,"""Уиллард. Я всего лишь прохожий, пойманный в игру, о которой вы ничего не знаете.""","""Eu sou Willard. Apenas um estranho de passagem que foi envolvido no jogo de vocês sem saber de nada.""",「我是威拉德。被卷入你不知道的遊戲裡，只是個路過的。」,「我是威拉德。被卷入你不知道的游戏里，只是个路过的。」,"""Mi chiamo Willard. Sono solo un estraneo di passaggio che è finito in un gioco di cui non sapete niente."""
Dlanor,"""He is an Inquisitor of Heresy from the Great Court, like {f:5:myself}. A truly skilled one, though he is now {f:5:retired}."" ","""He is an Inquisitor of the Great Court, like {f:5:myself}. A truly great one, though he is now {f:5:retired}.""","""He is an Inquisitor of Heresy of the Great Court, like MYSELF. A truly great one, though he is now RETIRED.""",「彼は、私と同じ大法院の異端審問官デス。優秀でしたが、もう引退ヲ。」,「彼は、私と同じ大法院の異端審問官デス。優秀でしたが、もう引退ヲ」,"""Он инквизитор ереси Верховного суда, как и {f:5:я}. Поистине великий, хотя сейчас {f:5:в отставке}.""","""Ele é um Inquisidor da Grande Corte, assim com {f:5:eu}. Um grande nome, embora tenha se {f:5:aposentado}.""",「他和我一樣，是大法院的異端審問官。是個優秀的人，不過已經引退了。」,「他和我一样，是大法院的异端审问官。是个优秀的人，不过已经引退了。」,"""È un Inquisitore dell'Eresia della Grande Corte, come ME. Uno davvero eccezionale, anche se è ora si è RITIRATO."""
Ushiromiya Battler,"""I see. If you're Dlanor's friend, you can't be anyone bad. Please, make yourself at home."" ","""I see. If you're Dlanor's friend, you can't be anyone bad. Please, make yourself at home.""",[=UP],「そうか、ドラノールの友人なら、悪いヤツじゃないな。ようこそ、歓迎するぜ。」,「そうか、ドラノールの友人なら、悪いヤツじゃないな。ようこそ、歓迎するぜ」,"""Ясно. Друг Дланор не может быть плохим. Чувствуй себя как дома.""","""Entendi. Se é amigo da Dlanor, então não pode ser um cara ruim. Por favor, sinta‐se em casa.""",「是嗎，既然是德拉諾爾的朋友，那肯定不是壞人了。歡迎來到這裡。」,「是吗，既然是德拉诺尔的朋友，那肯定不是坏人了。欢迎来到这里。」,"""Capisco. Se sei amico di Dlanor, non puoi essere cattivo. Fai come se fossi a casa tua."""
{f:5:Beatrice},"""Just where did these two come from?"" ","""Just where did these two come from?""",[=UP],「この二人は、一体どこから？」,[=JP],"""Откуда они вообще взялись?""","""De onde os dois vieram?""",「這兩個人，到底是從哪兒來？」,「这两个人，到底是从哪儿来？」,"""Da dove accidenti vengono quei due?"""
{f:5:Lambdadelta},"""Bern brought them in and made them pieces. ...When she was done with them and about to crush them, I picked them up. Auau said leaving them there would leave a bad aftertaste."" ","""Bern brought them in and made them pieces. ......When she was done with them and about to crush them, I picked them up. Auau said she didn't want to be left with a bad aftertaste.""","""Bern brought them in and made them pieces. ......When she was done with them and about to crush them, I picked them up. Auau said leaving them there'd leave a bad aftertaste.""",「ベルンが連れてきて駒にしたのよ。……用済みにされて潰されかけたところを、私が預かったの。後味が悪いのは嫌だって、アウアウに言われてね。」,「ベルンが連れてきて駒にしたのよ。……用済みにされて潰されかけたところを、私が預かったの。後味が悪いのは嫌だって、アウアウに言われてね」,"""Берн ввела их и сделала фигурами. ......Когда она закончила с ними и собиралась раздавить, я их подобрала. Ауау сказала, что останется неприятный осадок, если бросить их там.""","""A Bern os trouxe e os transformou em peças. ......Quando ela se cansou das peças e as esmagou, eu as juntei. A Auau disse que não queria ficar com um gosto ruim.""",「曾經是貝倫帶來的棋子。……用完了打算毀掉的時候，交給我了。不喜歡讓余味太糟，啊嗚啊嗚這麼說的。」,「曾经是贝伦带来的棋子。……用完了打算毁掉的时候，交给我了。不喜欢让余味太糟，啊呜啊呜这么说的。」,"""Bern li hai recuperate e li ha resi pedine. ... Quando ha finito con loro e stava per distruggerli, li ho raccolti. Auau ha detto che lasciarli lì avrebbe lasciato un cattivo retrogusto."""
{f:5:Beatrice},"""Is that okay? If, by chance, Lady {f:5:Bernkastel} does drop by here..."" ","""Is that okay? If, by chance, Lady {f:5:Bernkastel} does drop by here...""","""Is that okay? If, by chance, Lady Bernkastel does drop by here...""",「大丈夫であるか？　もし万一、ベルンカステル卿がここに来るようなことがあったら…。」,「大丈夫であるか？　もし万一、ベルンカステル卿がここに来るようなことがあったら…」,"""А ничего? Если леди {f:5:Бернкастель} случайно заглянет сюда...""","""Tudo bem? Se, por acaso, a Lady {f:5:Bernkastel} aparecer aqui...""",「沒問題嗎？要是萬一，貝倫卡斯泰露卿來到這裡的話…」,「没问题吗？要是万一，贝伦卡斯泰露卿来到这里的话…」,"""Va bene come cosa? Se per caso Lady Bernkastel passasse di qui..."""
{f:5:Lambdadelta},"""On this game board, they're my pieces, okay? And I can't wait to see the look on that kid's face when she bumps into them in a place like this. *giggle*giggle*giggle*!"" ","""On this game board, they're my pieces, okay? And I'd love to see the look on that kid's face if she bumps into them in a place like this. *giggle*giggle*giggle*!""","""On this game board, they're my pieces, okay? And I can't wait to see the look on that kid's face when she bumps into them in a place like this. *giggle*giggle*giggle*!""",「このゲーム盤の上では私の駒よ？　こんなところでひょっこり再会したら、あの子がどんな表情を浮かべるか、見てみたくて。くっすくすくすくす！」,[=JP],"""На этой игровой доске они мои фигуры. И мне не терпится увидеть её лицо, когда она застанет их тут. *хи‐хи*хи‐хи*хи‐хи*!""","""Neste tabuleiro, eles são minhas peças, certo? E eu adoraria ver o olhar no rosto daquela criança se ela acabasse encontrando suas ex‐peças aqui. *risos*risos*risos*!""",「他們在這個遊戲盤上可是我的棋子哦？在這種地方偶然遇見的話，那孩子會露出什麼樣的表情呢，好想看啊。呵呵呵呵！」,「他们在这个游戏盘上可是我的棋子哦？在这种地方偶然遇见的话，那孩子会露出什么样的表情呢，好想看啊。呵呵呵呵！」,"""Su questo tavolo da gioco sono i miei pezzi, ok? E non posso aspettare di vedere l'espressione che farà quella ragazzina quando li incontrerà in un posto del genere. *giggle*giggle*giggle*!"""
Ushiromiya Battler,"""...I don't really get it, but you obviously brought them here for some shady reason."" ","""......I don't really get it, but you obviously brought them here for some shady reason.""",[=UP],「……よくわからんが、性悪なことを考えて連れてきたってことは理解したぜ。」,「……よくわからんが、性悪なことを考えて連れてきたってことは理解したぜ」,"""......Не совсем понимаю, но, видно, ты привела их сюда по тенистой причине.""","""......Eu não entendi muito bem, mas tá na cara que as trouxe aqui por um motivo bem escuso.""",「……雖然不太清楚，不過我能理解估計是為了什麼心術不正的事而帶他們來的。」,「……虽然不太清楚，不过我能理解估计是为了什么心术不正的事而带他们来的。」,"""... Non ho proprio capito, ma di certo li hai portati qui per qualche arcana ragione."""
{f:5:Lambdadelta},"""That's all for my gifts. I'll just hang around for the rest. I'm leaving the rest to you, the host."" ","""That's all for my gifts. And now I'll just kick back and enjoy the party. So, you're the host... Over to you.""","""That's all for my gifts. I'll just hang around for the rest. Okay, I'm leaving the rest to you, the host.""",「私の手土産はこれで終わり。あとはのんびりくつろがせてもらうわ。じゃ、あとはホストのあんたに譲るわね。」,「私の手土産はこれで終わり。あとはのんびりくつろがせてもらうわ。じゃ、あとはホストのあんたに譲るわね」,"""Вот и все мои подарки. Теперь просто буду болтаться без дела. Ну что, остальное за тобой, хозяин.""","""Esse foi o meu presente. Agora vou voltar a aproveitar a festa. Então, você é o anfitrião... Por aqui.""",「我的禮物就這些了。之後就悠閑地放鬆放鬆吧。那，之後的主持工作就交給你了。」,「我的礼物就这些了。之后就悠闲地放松放松吧。那，之后的主持工作就交给你了。」,"""E questo è quanto per i miei regali. Ora mi concedo un po' di sano relax. {n}Ok, lascio il resto a voi organizzatori."""
Zepar,"""Come, Lord {f:5:Battler}!"" ","""Come, Lord {f:5:Battler}!""","""Come, Lord BATTLER!""",「さぁ、バトラ卿！」,[=JP],"""Ну же, лорд {f:5:Баттлер}!""","""Venha, Lorde {f:5:Battler}!""",「來，巴托拉卿！」,「来，巴托拉卿！」,"""Avanti, Lord BATTLER!"""
Furfur,"""If you don't announce it, we can't start!"" ","""If you don't announce it, we can't start!""",[=UP],「あなたが告げなきゃ始まらないッ。」,「あなたが告げなきゃ始まらないッ」,"""Объявляйте, иначе мы не начнём!""","""Não podemos começar se não anunciar!""",「你不宣告的話就無法開始。」,「你不宣告的话就无法开始。」,"""Se non dà l'annuncio, non possiamo iniziare!"""
,"""""The start of tonight's party at the end of this long, long game!!"""" ","""""The start of tonight's party at the end of this long, long game!!""""",[=UP],「「今宵の、長きに渡るゲームの、お疲れ様パーティーの始まりを！！」」,[=JP],"""""О начале сегодняшней вечеринки под конец долгой‐предолгой игры!!!""""","""""O início desta noite ao final deste longo jogo!!""""",「「來宣告今宵的，漫長的悠閑的，慰勞宴會的開始！！」」,「「来宣告今宵的，漫长的悠闲的，慰劳宴会的开始！！」」,"""""L'inizio della festa di stanotte alla fine di questo lungo, lungo gioco!!"""""
{f:5:Beatrice},"""Ladies and gentlemen, your silence please!! Our territory lord, Lord {f:5:Battler}, has a message he wishes to convey to you all...!"" ","""Ladies and gentlemen, your silence please!! Our territory lord, Lord {f:5:Battler}, has a message he wishes to convey to you all...!""","""Ladies and gentlemen, your silence please!! Our territory lord, Lord BATTLER, has a message he wishes to convey to you all...!""",「諸君、静粛に！！　我等が領主、バトラ卿のお言葉であるぞ…！」,[=JP],"""Дамы и господа, прошу тишины! Слово предоставляется нашему территориальному лорду, лорду {f:5:Баттлеру}!..""","""Senhoras e senhores, peço seu silêncio!! O nosso Lorde territorial, o Lorde {f:5:Battler}, deseja transmitir uma mensagem a todos vocês...!""",「諸位，肅靜！！吾等的領主，巴托拉卿要講話了…！」,「诸位，肃静！！吾等的领主，巴托拉卿要讲话了…！」,"""Signore e signori, silenzio per favore!! Il nostro signore del territorio, Lord Battler, ha un messaggio che desidera comunicare a voi tutti...!"""
Ushiromiya Battler,"""Enough of that. It's embarrassing."" ","""Enough of that. It's embarrassing.""",[=UP],「よせやい、それ。何か恥ずかしい。」,「よせやい、それ。何か恥ずかしい」,"""Хватит уже. Мне неловко.""","""Chega disso. É embaraçoso.""",「別這樣。多丟人啊。」,「别这样。多丢人啊。」,"""Basta così. È imbarazzante."""
{f:5:Beatrice},"""Come on, it's a wife's responsibility. I'm not letting anyone else take it!"" ","""Come on, it's a wife's responsibility. I'm not letting anyone else take it!""",[=UP],「妻の大事な仕事であろうが。奪わせはせんっ。」,「妻の大事な仕事であろうが。奪わせはせんっ」,"""Да ладно, такова обязанность жены. Я никому не отдам её!""","""Qual é, é a responsabilidade da esposa! Não deixarei que ninguém mais faça isso!""",「這可是妻子的重要工作。不會讓人奪走。」,「这可是妻子的重要工作。不会让人夺走。」,"""Avanti, è il compito di una moglie. Non lascerò che lo faccia qualcun altro!"""
,Beato sulked and handed Battler a glass of champagne. ,Beato sulked and handed Battler a glass of champagne.,[=UP],ベアトは拗ねる仕草をしながら、戦人にシャンパンのグラスを渡す。,[=JP],Беато надулась и передала Баттлеру бокал шампанского.,Beato estufou as bochechas e entregou a Battler uma taça de champagne.,貝阿朵裝作固執的樣子，把香檳杯子遞給戰人。,贝阿朵装作固执的样子，把香槟杯子递给战人。,Beato mise il broncio e passò a Battler una coppa di champagne.
,"Come to think of it, everyone had a glass in their hands now. ","In fact, everyone had a glass in their hands now."," Come to think of it, everyone had a glass in their hands now.",気付けば、全員の手にシャンパンのグラスが握られていた。,[=JP],К этому времени у всех в руках были бокалы.,"Na verdade, todos já estavam com taças na mão.",這才注意到，全員的手裡都握著裝滿香檳的杯子了。,这才注意到，全员的手里都握着装满香槟的杯子了。,"A pensarci, tutti avevano un bicchiere in mano."
Ushiromiya Rosa,"""Maria, you're a kid, so drink some sparkling cider instead!"" ","""Maria, you're a kid, so drink some juice instead!""",[=UP],「真里亞は子供なんだから、ジュースにしなさいっ。」,「真里亞は子供なんだから、ジュースにしなさいっ」,"""Мария, ты ребёнок, поэтому пей сок!""","""Maria, você ainda é criança, então beba suco!""",「真里亞還是小孩，就喝果汁吧。」,「真里亚还是小孩，就喝果汁吧。」,"""Maria, sei una bambina, quindi bevi del succo!"""
Ushiromiya Maria,"""Uu-!! I want champagne too!"" ","""Uu!! I want champagne too!""","""Uu-!! I want champagne too!""",「うー！！　真里亞もシャンパンがいいー！」,[=JP],"""У‐у! Я тоже хочу шампанское!""","""Uu!! A Maria também quer champagne!""",「嗚——！！真里亞也要香檳！」,「呜——！！真里亚也要香槟！」,"""Uu-!! Anch'io voglio lo champagne!"""
Ushiromiya George,"""Hey, Maria-chan, why don't we drink some sparkling cider together."" ","""Hey, Maria‐chan, why don't we drink some juice together?""","""Hey, Maria-chan, why don't we drink some juice together.""",「ほら、真里亞ちゃんも僕とお揃いのジュースにしよう。」,「ほら、真里亞ちゃんも僕とお揃いのジュースにしよう」,"""Эй, Мария, давай вместе выпьем сока.""","""Ei, Maria‐chan, por que não bebemos suco juntos?""",「來，小真里亞就喝和我一樣的果汁吧。」,「来，小真里亚就喝和我一样的果汁吧。」,"""Ehi, Maria-chan, perché non beviamo del succo insieme."""
Ushiromiya Jessica,"""Battler, our drinks are getting warm!"" ","""Battler, our drinks are getting warm!""",[=UP],「戦人ー、ぬるくなっちまうぞー！」,[=JP],"""Баттлер, наши напитки теплеют!""","""Battler, nossas bebidas estão esquentando!""",「戰人——，氣氛要冷下來嘞——！」,「战人——，气氛要冷下来嘞——！」,"""Battler, i nostri drink si stanno facendo caldi!"""
Ushiromiya Kinzo,"""Agreed. Begin, Battler."" ","""Agreed. Begin, Battler.""",[=UP],「同感であるな。始めよ、戦人。」,「同感であるな。始めよ、戦人」,"""Согласен. Начинай, Баттлер.""","""Isso mesmo. Começa, Battler.""",「同感啊。快開始吧，戰人。」,「同感啊。快开始吧，战人。」,"""Vero. Comincia, Battler."""
Ronove,"""No objections, I see. This way please, Lord {f:5:Battler}."" ","""No objections, I see. This way please, Lord {f:5:Battler}.""","""No objections, I see. This way please, Lord BATTLER.""",「異議はありませんな。さぁ、こちらへどうぞ、バトラ卿。」,「異議はありませんな。さぁ、こちらへどうぞ、バトラ卿」,"""Возражений нет, как я вижу. Тогда прошу, лорд {f:5:Баттлер}.""","""Sem objeções. Por aqui, Lorde {f:5:Battler}.""",「沒有異議。請到這邊來，巴托拉卿。」,「没有异议。请到这边来，巴托拉卿。」,"""Nessuna obiezione, vedo. Prego, da questa parte, Lord BATTLER."""
,Ronove motioned towards the center of the room. ,Ronove motioned towards the center of the room.,[=UP],ロノウェが中央を勧める。,[=JP],Ронове жестом указал в центр помещения.,"Ronove gesticulou, indicando o centro do hall.",羅諾威在中央勸到。,罗诺威在中央劝到。,Ronove si mosse verso il centro della stanza.
,"When Battler stepped forward, everyone silently awaited his words. ","When Battler stepped forward, everyone silently awaited his words."," When Battler stepped forward, everyone silently awaited his words.",戦人がそこへ歩み出ると、一同は沈黙してその言葉を待った。,[=JP],"Когда Баттлер вышел вперёд, все молча ждали его слов.","Quando Battler deu um passo à frente, todos ficaram em silêncio, aguardando suas palavras.",戰人走向那裡，大家都沉默著等待他的發言。,战人走向那里，大家都沉默着等待他的发言。,"Quando Battler si fece avanti, tutti attesero le sue parole in silenzio."
Ushiromiya Battler,"""Glad you all could make it!! This marks the end of my long game with Beato...! I've invited everyone who's been a part of this game as a piece, a player, or a Game Master! I hope you'll enjoy this unending night to the fullest!!"" ","""Glad you could all make it!! This marks the end of my long game with Beato...! I've invited everyone who has been a part of this game as a piece, a player, or a Game Master! I hope you'll enjoy this unending night to the fullest!!""",[=UP],「よく集まってくれたな、みんなッ！！　長かった俺とベアトのゲームは、これで全ておしまいだ…！　これまで、駒として、プレイヤーとして、あるいはゲームマスターとして関わってきたみんなを、今宵は招待させていただいた！　どうか明けぬ夜を、存分に楽しんで欲しい！！」,[=JP],"""Рад, что все справились! Долгая игра между мной и Беато на этом подходит к концу!.. Я пригласил всех, кто участвовал в этой игре как фигура, игрок или Владелец игры! Надеюсь, вы в полной мере насладитесь этой нескончаемой ночью!""","""É bom ver que conseguiram, pessoal!! Isto marca o fim do meu longo jogo com a Beato...! Eu convidei aqui todos que fizeram parte deste jogo, no papel de peças, jogadores ou Game Master! Espero que aproveitem ao máximo esta noite interminável!!""",「總算聚到一起了啊，大家！！漫長的我和貝阿朵的遊戲，到此就全部結束了…！將至今所有作為棋子、作為玩家、或者作為 GM 所相關的大家，都招待到今宵的這場宴會！請盡情享受，這不會迎來天明的夜晚吧！！」,「总算聚到一起了啊，大家！！漫长的我和贝阿朵的游戏，到此就全部结束了…！将至今所有作为棋子、作为玩家、或者作为 GM 所相关的大家，都招待到今宵的这场宴会！请尽情享受，这不会迎来天明的夜晚吧！！」,"""Sono felice che ce l'abbiate fatta tutti!! Questo segna la fine del mio lungo gioco con Beato...! Ho invitato tutti quelli che vi hanno partecipato come pedina, giocatore o Game Master! Spero che vi godiate al massimo questa notte infinita!!"""
,Cheers. ,Cheers.,[=UP],乾杯。,[=JP],Ура.,Saúde.,[=JP],干杯。,Cin cin.
,"""""Cheeeeeeeeeeers!!"""" ","""""Cheeeeeeeeeeers!!""""",[=UP],「「乾杯ぁあああぁぁいい！！」」,[=JP],"""""Ура‐а‐а‐а‐а!""""","""""Saúdeeeeeeee!!""""",「「乾杯——————！！」」,「「干杯——————！！」」,"""""Cin cin!!"""""
,"Everyone raised their glasses to the heavens as they cheered, and afterward, the soft sound of glasses clinking together rang out across the room... ","Everyone raised their glasses to the heavens as they cheered, and afterward, the soft sound of glasses clinking together rang out across the room......",[=UP],全員の発声とともにグラスが天を突き、その後、あちこちでグラスのぶつけ合いによる軽やかな音が響き渡った……。,[=JP],"Все подняли бокалы, и после по всему залу пронёсся тихий звук звенящего стекла......","Todos ergueram suas taças enquanto brindavam e, logos depois, o suave som das taças tinindo juntas foi ecoando pelo cômodo......",玻璃杯隨著全員的高呼一起舉向天空，之後，各處都響起玻璃杯互相敲擊的清脆聲音……。,玻璃杯随着全员的高呼一起举向天空，之后，各处都响起玻璃杯互相敲击的清脆声音……。,"Tutti alzarono il proprio calice al cielo per brindare, dopodiché, il delicato suono di vetro tintinnante si sentì per tutta la stanza..."
,...Only I...was apart from all that fun noise. ,.........Only I......was apart from all the fun noise.,......Only I...was apart from all that fun noise.,………私ひとりだけが、……楽しい喧騒から、はぐれている。,[=JP],......Одна я...... была в стороне от всего этого веселья.,.........Apenas eu......fiquei de fora de toda essa alegre agitação.,………只有我一人，……不在那歡快的喧鬧之中。,………只有我一人，……不在那欢快的喧闹之中。,... Solo io... ero lontana da tutto quel divertente rumore.
,Maybe that was what did it. ,Maybe that was what did it., Maybe that was what did it.,それが悲しくて零したものか、わからない。,[=JP],"Может, это тому причина.",Talvez tenha sido o que eu fiz.,這是否是應該悲傷涕零的事，我不清楚。,这是否是应该悲伤涕零的事，我不清楚。,Forse era per quello.
,"Before I realized it, my cheeks were wet with tears. ","Before I realized it, my cheeks were wet with tears."," Before I realized it, my cheeks were wet with tears.",気付いた時、私の頬は涙で濡れていた。,[=JP],"Не успела я осознать, как мои щеки стали мокрыми от слёз.","Mas antes que eu pudesse perceber, minhas bochechas estavam quentes por causa das minhas lágrimas.",醒來時，我的臉頰已被淚水濡濕。,醒来时，我的脸颊已被泪水濡湿。,"Prima che me ne accorgessi, le mie guance erano bagnate dalle lacrime."
,"I was lying on the sofa, covered by a blanket. ","I was lying on a sofa, covered by a blanket."," I was lying on the sofa, covered by a blanket.",私はソファーの上に横になり、毛布を掛けられている。,[=JP],"Я лежала на диване, накрытая одеялом.","Eu estava deitada no sofá, coberta por um cobertor.",我橫躺在沙發上，蓋著毛巾被。,我横躺在沙发上，盖着毛巾被。,"Ero stesa sul divano, coperta da un lenzuolo."
,...I can just barely remember getting sleepy and falling asleep in a chair. ,......I can just barely remember getting sleepy and falling asleep in a chair.,[=UP],……眠くなって、椅子に座って寝てしまったところまでは、辛うじて覚えてる。,[=JP],"......Припоминаю, как захотела спать и заснула в кресле.",......Eu mal consigo me lembrar de ter ficado com sono e dormido sobre uma cadeira.,……到因為很困而坐在椅子上睡著，勉強都還記得。,……到因为很困而坐在椅子上睡着，勉强都还记得。,... Riesco appena a ricordare di aver preso sonno e di essermi addormentata su una sedia.
,Someone probably carried me here. ,Someone probably carried me here., Someone probably carried me here.,誰かがここへ運んで寝かせてくれたのだろう。,[=JP],Кто‐то отнёс меня сюда.,Alguém deve ter me carregado até aqui.,是誰把我搬到這裡來睡覺的呢？,是谁把我搬到这里来睡觉的呢？,Probabilmente qualcuno mi ha portata qui.
,"I can't actually hear them, ...but I get the feeling that everyone's still in the hall, having a good time. ","I can't actually hear them, ......but I get the feeling that everyone's still in the hall, having a good time."," I can't actually hear them, ......but I get the feeling that everyone's still in the hall, having a good time.",聞こえるわけじゃないけど、……まだみんなはホールにいて、楽しそうにしている気がする。,[=JP],"Я их не слышу...... но у меня такое чувство, что все по‐прежнему хорошо проводят время в зале.","Eu não posso realmente ouvi‐los, ......mas sinto que todos ainda estão no hall, se divertindo muito.",雖然聽不到，……不過總覺得大家都還在大廳裡，一起歡樂著。,虽然听不到，……不过总觉得大家都还在大厅里，一起欢乐着。,Non è che riesca proprio a sentirli... ma ho la sensazione che siano tutti ancora in sala a divertirsi.
,...I...want to go there too. ,......I...want to go there too.,[=UP],……私も、そこへ行きたい。,[=JP],......Я... тоже хочу туда.,......Eu...queria ir lá também.,……我也想，到那裡去。,……我也想，到那里去。,... Io... voglio andarci anch'io.
,No. ,No., No.,違う。,[=JP],Нет.,Não.,不對。,不对。,[=UP]
,I will go. Over there. ,I will go. Over there., I will go. Over there.,行こう。私も、そこへ。,[=JP],Я пойду. Туда.,Eu vou. Eu vou até lá.,走吧。我也，去那裡。,走吧。我也，去那里。,Ci andrò. Lì.
,"...It's what I've wanted all along, but I never took the first step. ","......It's what I've wanted the whole time, ......but I've never tried to take the first step.","......It's what I've wanted the whole time, but I've never tried to take the first step.",……私はいつだってそれを求めていたのに、……そこへ踏み出そうとは、決してしなかった。,[=JP],"......Я всё время хотела, но так и не сделала первый шаг.","......É o que eu sempre quis esse tempo todo, ......mas eu nunca tentei dar o primeiro passo.",……我總是追求著這些，……卻不肯向那邊邁步。,……我总是追求着这些，……却不肯向那边迈步。,"... È quello che ho voluto per tutto il tempo, ma non ho mai provato a fare il primo passo."
,I'll go to where everyone is. ,I'll go to where everyone is., I'll go to where everyone is.,行こう、みんなのところへ。,[=JP],Я пойду ко всем остальным.,Eu irei para onde todos estão.,走吧，到大家那裡去。,走吧，到大家那里去。,Andrò dove sono tutti.
,"My head still feels hazy, ...so there aren't any complicated thoughts in my mind. ","My head still feels hazy, ......so there aren't any complicated thoughts in my mind."," My head still feels hazy, ......so there aren't any complicated thoughts in my mind.",私はまだ頭がぼんやりとしてるから、……難しいことは頭にない。,[=JP],Всё по‐прежнему как в тумане...... и у меня в голове нет никаких сложных мыслей.,"Minha cabeça ainda está meio vaga, ......por isso não tem nenhum pensamento complicado passando pela minha mente.",因為我的頭還昏昏沉沉的，……沒法想複雜的事。,因为我的头还昏昏沉沉的，……没法想复杂的事。,Sono ancora un po' confusa... quindi in testa non ho pensieri complessi.
,But that's okay. It's okay if my head's empty. ,But that's okay. It's okay if my head's empty., But that's okay. It's okay if my head's empty.,でも、それでいいんだ。頭は空っぽで、構わない。,[=JP],"Но всё в порядке. Ничего страшного, если мой разум опустел.",Mas está tudo bem. Tudo bem minha cabeça estar vazia.,不過，這樣就好。大腦空空也無所謂。,不过，这样就好。大脑空空也无所谓。,Ma va bene. Va bene se la mia testa è vuota.
