Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
Ushiromiya Ange,"""...I...I saw it though! I knew about it! I knew that Ushiromiya Kinzo was a scary person! I've even seen him yelling in anger!! I'll never forget it!!"" ","""......I, ......I saw it, though! I knew about it! I knew that Ushiromiya Kinzo was a scary person! I've even seen him yelling in anger!! I remember that, I'll never forget it!!""","""......I......I saw it though! I knew about it! I knew that Ushiromiya Kinzo was a scary person! I've even seen him yelling in anger!! I'll never forget it!!""",「……私、……見てたもん！　知ってたもん！　右代宮金蔵は恐ろしい人だ、って！　怒鳴ってるところを見たことがあるもん！！　私は覚えてる、忘れない！！」,[=JP],"""......Я...... я сама видела! Я знала! Знала, что Уширомия Кинзо был страшным человеком! Я даже видела его кричащим в гневе! Никогда не забуду!""","""......Mas, ......mas eu vi! Eu sei disso! Eu sei que Ushiromiya Kinzo era um homem assustador! Eu o vi gritando, furioso!! Eu lembro disso, eu nunca esqueceria!!""",「……我，……見到過的！我知道的！右代宮金藏是個可怕的人！我見過他發火怒吼的！！我記得的，不會忘！！」,「……我，……见到过的！我知道的！右代宫金藏是个可怕的人！我见过他发火怒吼的！！我记得的，不会忘！！」,"""... Io... l'avevo visto! Lo sapevo! Sapevo che Ushiromiya Kinzo era una persona spaventosa! L'ho visto persino gridare infuriato!! Non lo dimenticherò mai!!"""
Ushiromiya Battler,"""Well, like you saw just now, Grandfather could be a bit abrupt at times. ...He might just have been trying to surprise you. Or, it might have slipped out when he was having a serious discussion with his kids."" ","""Well, like you saw just now, Grandfather could be a bit abrupt at times. ......He might just have been trying to surprise you. Or, it might just have slipped out when he was having a serious discussion with his kids.""",[=UP],「さっきも見た通り、祖父さまは唐突なお人だ。……ひょっとすると、何かを驚かそうとしたのかもしれない。あるいは、親たちとの真剣な議論の中で、つい怒鳴ってしまったこともあったかもしれない。」,「さっきも見た通り、祖父さまは唐突なお人だ。……ひょっとすると、何かを驚かそうとしたのかもしれない。あるいは、親たちとの真剣な議論の中で、つい怒鳴ってしまったこともあったかもしれない」,"""Как ты сейчас видела, иногда дед мог быть резок. ......Может, он всего лишь пытался удивить тебя. Или же случайно крикнул в серьёзном разговоре с детьми.""","""Bem, como viu agora há pouco, o vovô pode ser meio abrupto às vezes. ......Pode ser que ele só estivesse querendo surpreender você. Ou talvez possa ter escorregado quando ele estava tendo uma séria discussão com os seus filhos.""",「就像之前看到的一樣，爺爺是個唐突的人。……說不定，只是想嚇你一下。或者是，在大人們的認真討論中，不小心發出了怒吼也說不定。」,「就像之前看到的一样，爷爷是个唐突的人。……说不定，只是想吓你一下。或者是，在大人们的认真讨论中，不小心发出了怒吼也说不定。」,"""Beh, proprio come hai visto poco fa, alcune volte il Nonno potrebbe essere un po' brusco. ... Potrebbe aver solamente provato a sorprenderti. Oppure, gli potrebbe essere sfuggito quando stava facendo una discussione seria con i suoi figli."""
Ushiromiya Ange,"""And you think I just got scared for no reason... and got the wrong idea?"" ","""And you think I just got scared for no reason......and got the wrong idea?""","""And you think I just got scared for no reason... and got the wrong idea?""",「それを、私が勝手に怯えて、……勝手にそうだと思い込んだって言うの？」,[=JP],"""Так ты думаешь, что я просто испугалась без повода... и не так поняла?""","""Acha que eu fiquei assustada sem motivo......e entendi tudo errado?""",「你是想說，是我自己嚇自己，……將自己的想法當成了真實？」,「你是想说，是我自己吓自己，……将自己的想法当成了真实？」,"""E tu pensi che mi sia spaventata per nessuna ragione... e che mi sia fatta un'idea sbagliata?"""
Ushiromiya Battler,"""............"" ","""...........................""","""............""",「………………………。」,「………………………」,[=OG],[=UP],[=JPC],[=JPC],"""..."""
Ushiromiya Ange,"""That can't be! That can't be true!! I mean, I still remember it! I know I saw Ushiromiya Kinzo yelling and being scary! Mom and Dad were terrified too, so I know I'm right!!"" ","""That can't be! That can't be true!! I mean, I still remember it! I know I saw Ushiromiya Kinzo yelling and being scary! Mom and Dad were terrified too, so I know I'm right!!""",[=UP],「そんなはずないわ、そんなはずない！　だって私は覚えてるもの、忘れない！　ちゃんと見たわ、右代宮金蔵が怒鳴ってる恐ろしいところを！　父さんも母さんも怯えていたわ、だからわかるの、私はわかる！！」,[=JP],"""Невозможно, не может быть! Я ведь до сих пор помню! Я точно видела Уширомию Кинзо кричащим и страшным! Мама и папа тоже были напуганы, поэтому я знаю, что права!""","""Não pode ser! Isso não pode ser verdade!! Quero dizer, eu ainda lembro! Eu sei que eu vi Ushiromiya Kinzo gritando e sendo assustador! A mamãe e o papai também ficaram com medo, por isso eu sei!!""",「這不可能的，這不可能！因為我記得的，不會忘！我有好好地看到，右代宮金藏的怒吼的可怕之處！爸爸和媽媽都怕得要命，所以我知道的，我知道！！」,「这不可能的，这不可能！因为我记得的，不会忘！我有好好地看到，右代宫金藏的怒吼的可怕之处！爸爸和妈妈都怕得要命，所以我知道的，我知道！！」,"""Non può essere! Non può essere vero!! Voglio dire, lo ricordo ancora! {n}So di aver visto Ushiromiya Kinzo gridare in modo spaventoso! Anche Papà e Mamma erano terrorizzati, perciò so di aver ragione!!"""
Ushiromiya Battler,"""...The impression you had of Grandfather when you were young remained with you, and that impression grew inside you as you grew up."" ",""".........The impression you had of Grandfather when you were young remained with you, and that impression grew inside you as you grew up.""","""......The impression you had of Grandfather when you were young remained with you, and that impression grew inside you as you grew up.""",「………幼いお前が抱いた祖父さまの印象は、そのまま残り、お前の成長と共に膨らんだ。」,「………幼いお前が抱いた祖父さまの印象は、そのまま残り、お前の成長と共に膨らんだ」,"""......Твоё впечатление о дедушке, которое у тебя сложилось в детстве, осталось с тобой и росло внутри тебя, пока ты росла.""",""".........A impressão que você teve do vovô quando era pequena ainda permaneceu dentro de você; essa impressão foi crescendo conforme você crescia.""",「………年幼的你對爺爺抱有的印象，就這樣留了下來，並隨著你的成長一同放大了。」,「………年幼的你对爷爷抱有的印象，就这样留了下来，并随着你的成长一同放大了。」,"""... L'impressione che avevi del Nonno quando eri giovane è rimasta con te, e quell'impressione è cresciuta insieme a te come tu crescevi."""
,How many times did Ange see Kinzo in her life? How old was she the last time she saw him? ,How many times did Ange see Kinzo in her life?{n}How old was she the last time she saw him?,[=ST],縁寿は金蔵に何度出会ったというのだろう？最後に出会ったのは、いくつの時だったというのだろう？,縁寿は金蔵に何度出会ったというのだろう？{n}最後に出会ったのは、いくつの時だったというのだろう？,"Сколько раз в своей жизни Энджи видела Кинзо?{n}Сколько ей было, когда она видела его в последний раз?",Quantas vezes Ange viu Kinzo durante sua vida?{n}Quantos anos ela tinha quando o viu pela última vez?,緣壽和金藏見過幾次面？{n}最後一次見面，是在幾歲的時候呢？,缘寿和金藏见过几次面？{n}最后一次见面，是在几岁的时候呢？,Quante volte Ange incontrò Kinzo nella sua vita? Quanti anni aveva l'ultima volta che lo vide?
,"Ange, who got sick easily when under pressure, couldn't have gone to Rokkenjima often. ","Ange, who got sick easily when under pressure, couldn't have gone to Rokkenjima often.",[=UP],緊張して体調を崩しやすかった縁寿が、何度も六軒島へ行けたとは思えない。,[=JP],"Энджи, легко заболевавшая под напряжённостью, не могла часто ездить на Роккенджиму.","Ange, que ficava doente facilmente quando estava sob pressão, não podia ir a Rokkenjima com frequência.",一緊張就容易得病的緣壽，無法每次都到六軒島去。,一紧张就容易得病的缘寿，无法每次都到六轩岛去。,"Ange, che si ammalava facilmente quando era sotto pressione, non poteva essere andata spesso su Rokkenjima."
,"And, since she was absent for the family conference when she was six, her last memories of him must have come from when she was just five years old. ","And, since she was absent for the family conference when she was six, her last memories of him must have come from when she was just five years old."," And, since she was absent for the family conference when she was six, her last memories of him must have come from when she was just five years old.",そして、６歳の親族会議は欠席したのだから、その前に出会ったとしても、それは５歳の頃の記憶だ。,[=JP],"И поскольку она отсутствовала на семейной конференции, когда ей было шесть, последние воспоминания о нём остались с того времени, когда ей было всего пять.","E, como ela não participou da conferência familiar quando tinha seis anos, suas últimas memórias devem ser de quando ela tinha apenas cinco anos.",那麼，因為 6 歲時缺席了親族會議，就算之前一次見到了，也是 5 歲時的記憶了。,那么，因为 6 岁时缺席了亲族会议，就算之前一次见到了，也是 5 岁时的记忆了。,"E, poiché a sei anni era assente alla riunione familiare, i suoi ultimi ricordi nei suoi confronti devono essere venuti da quando aveva solo cinque anni."
Ushiromiya Ange,"""...B-But even you haven't seen Ushiromiya Kinzo for six years."" ","""B‐......but even you...haven't seen Ushiromiya Kinzo for six years.""","""B, ......but even you haven't seen Ushiromiya Kinzo for six years.""""That's right.",「お、……お兄ちゃんだって、６年間、右代宮金蔵には会ってないじゃない。」,「お、……お兄ちゃんだって、６年間、右代宮金蔵には会ってないじゃない」,"""Но...... но ты сам не видел Уширомию Кинзо шесть лет.""","""M‐......Mas nem você...viu Ushiromiya Kinzo nos últimos seis anos.""",「哥，……哥哥不也是，這 6 年間，都沒有和右代宮金藏見過面嗎？！」,「哥，……哥哥不也是，这 6 年间，都没有和右代宫金藏见过面吗？！」,"""M... Ma anche tu non hai visto Ushiromiya Kinzo per sei anni."""
Ushiromiya Battler,"""That's right. But, when I finally came back after six years, ...I saw that Grandfather hadn't changed in the slightest."" ","""That's right. But, when I finally came back after six years, ......I saw that Grandfather hadn't changed in the slightest."""," But, when I finally came back after six years, ......I saw that Grandfather hadn't changed in the slightest.""""Kinzo was......fickle, so you could never understand what he was thinking,",「そうだな。でも、６年ぶりに帰って来て、……祖父さまは６年経っても、まったく変わってなかったって知ったぜ。」,「そうだな。でも、６年ぶりに帰って来て、……祖父さまは６年経っても、まったく変わってなかったって知ったぜ」,"""Верно. И всё же, наконец вернувшись спустя шесть лет...... я увидел, что дед ничуть не изменился.""","""Isso mesmo. Mas, quando eu finalmente voltei depois de seis anos, ......eu vi que o vovô não tinha mudado absolutamente nada.""",「是啊。不過，6 年之後再回來，……發現爺爺就算過了 6 年，也完全沒有改變。」,「是啊。不过，6 年之后再回来，……发现爷爷就算过了 6 年，也完全没有改变。」,"""Hai ragione. Però, quando finalmente sono tornato dopo sei anni... ho visto che il Nonno non era cambiato minimamente."""
Ushiromiya Ange,"""Kinzo was...fickle, so you could never understand what he was thinking, ...and he was an eccentric with a creepy love for the occult, and..."" ","""Kinzo was......fickle, so you could never understand what he was thinking, ......and he was an eccentric with a creepy love for the occult, and......"""," ......and he was an eccentric with a creepy love for the occult, and......""""It's true that he had a love for the occult.",「金蔵は、……気紛れで何を考えてるかわからなくて、……不気味なオカルト趣味の奇人で……。」,「金蔵は、……気紛れで何を考えてるかわからなくて、……不気味なオカルト趣味の奇人で……」,"""Кинзо был...... непостоянным, поэтому никогда не было ясно, о чём он думал, ......он был эксцентричным, испытывал жуткую любовь к оккультизму, и......""","""Kinzo era......inconstante, por isso você nunca conseguia adivinhar o que ele estava pensando, ......ele era excêntrico com todo seu amor pelo ocultismo e......""",「金藏是，……反覆無常，不知道他在想什麼的，……讓人覺得恐懼的，對神秘學有興趣的奇人……」,「金藏是，……反复无常，不知道他在想什么的，……让人觉得恐惧的，对神秘学有兴趣的奇人……」,"""Kinzo era... incostante, perciò non si poteva mai capire cosa stesse pensando... ed era un eccentrico con un inquietante amore per l'occulto, e..."""
Ushiromiya Battler,"""It's true that he had a love for the occult. Yeah, it was a bit of a strange hobby for him to get into in his final years. ...I'll admit that his hobby of collecting strange objects to scare his grandchildren and laugh at them wasn't exactly praiseworthy."" ","""It's true that he had a love for the occult. Yeah, it was a bit of a strange hobby for him to get into in his final years. ......I'll admit that his hobby of collecting strange objects to spook his grandchildren with wasn't exactly praiseworthy."""," Yeah, it was a bit of a strange hobby for him to get into in his final years. ......I'll admit that his hobby of collecting strange objects to scare his grandchildren and laugh at them wasn't exactly praiseworthy.""Even Battler had been pranked by Kinzo in the past.",「オカルト趣味なのは間違いない。余生の趣味にしちゃ、ちょいと珍しいものだったのは事実だ。……その不気味な収集品で孫を怖がらせてからかう、悪い趣味があったことは、俺も認める。」,「オカルト趣味なのは間違いない。余生の趣味にしちゃ、ちょいと珍しいものだったのは事実だ。……その不気味な収集品で孫を怖がらせてからかう、悪い趣味があったことは、俺も認める」,"""Верно, он любил оккультизм. Да, странноватое хобби на старости лет. ......Признаю, его хобби коллекционировать странные объекты, чтобы напугать внуков и посмеяться над ними, явно не заслуживало похвалы.""","""É verdade que ele amava o ocultismo. Sim, era um hobby meio estranho para se dedicar em seus últimos anos de vida. ......Eu admito que seu hobby de colecionar objetos estranhos para assustar seus netos não era algo muito louvável.""",「對神秘學有興趣這點的確沒錯。作為晚年的愛好來說，這確實很少見。……用那些可怕的收集品來嚇孫兒們，我也認為那是個不好的愛好。」,「对神秘学有兴趣这点的确没错。作为晚年的爱好来说，这确实很少见。……用那些可怕的收集品来吓孙儿们，我也认为那是个不好的爱好。」,"""È vero che amasse l'occulto. Già, era un po' strano che si fosse interessato a questo hobby durante i suoi ultimi anni. ... Ammetto che il suo hobby di collezionare strani oggetti per spaventare i suoi nipoti e ridere di loro non era esattamente lodevole."""
,Even Battler had been pranked by Kinzo in the past. ,Even Battler had been pranked by Kinzo in the past., He showed me an attache case with seven strange stakes in it...,戦人もかつて金蔵に、からかわれたことがある。,[=JP],Когда‐то Кинзо разыграл даже Баттлера.,Até Battler já havia sido pego pelas pegadinhas de Kinzo no passado.,戰人也在過去被金藏給嚇過。,战人也在过去被金藏给吓过。,"Persino Battler, in passato, era stato ingannato da Kinzo."
,He'd do things like showing off an attache case with seven strange stakes in it... ...and say something about how they were once used in the Middle Ages to gouge the hearts of victims in a witch's ceremony. ,He showed me an attaché case with seven strange stakes in it......and said something about how witches in the Middle Ages used them in sacrificial rituals to gouge out the heart.,"...and said something about how they were once used in the Middle Ages to gouge the hearts of victims in a witch's ceremony. When Kinzo first showed me those, I was pretty frightened, but looking back on it, it really was a childish prank.",おかしな杭が７本も詰まったアタッシュケースを見せられ、……これは中世の昔に、魔女が生贄の儀式で、心臓を抉るのに使った杭だ、みたいなことを。,[=JP],"Он показал мне чемоданчик с семью странными кинжалами...... и сказал, что в средневековье ведьмы пронзали ими сердца жертв в своих ритуалах.",Ele me mostrou uma maleta com sete estacas estranhas dentro......e disse algo sobre como bruxas da Idade Média as usavam em rituais de sacrifício para goivar corações.,展示裝有 7 只奇怪樁子的公文箱，……說這是在中世紀的時候，魔女在活祭的儀式上，用來剜心臟的樁子之類的話。,展示装有 7 只奇怪桩子的公文箱，……说这是在中世纪的时候，魔女在活祭的仪式上，用来剜心脏的桩子之类的话。,Mi mostrò una valigetta con sette pugnali all'interno... e disse qualcosa di come venissero usati nel Medioevo per perforare i cuori delle vittime in una cerimonia stregonesca.
,"When Kinzo did things like that, it was pretty scary, but looking back on it now, they really were childish pranks. ","When Kinzo first showed me those, I was pretty frightened, but looking back on it, it really was the kind of prank that could only fool a child.", Grandfather only scared his grandchildren because he wanted to joke around with them.,脅された当時はそこそこに怖かったが、今にして思うと、文字通りの子供騙しだ。,[=JP],"Когда Кинзо впервые показал мне их, я очень испугался, но, если подумать, это и вправду была детская шалость.","Quando ele me mostrou aquilo, eu fiquei muito assustado, mas pensando nisso agora, era mesmo uma brincadeira que só serviria para enganar crianças bobas.",當時被嚇得夠嗆，但是現在想來，不過是騙小孩的而已。,当时被吓得够呛，但是现在想来，不过是骗小孩的而已。,"Quando Kinzo me li mostrò per la prima volta, ero piuttosto spaventato, ma ripensandoci, era davvero uno scherzo infantile."
,Grandfather only scared his grandchildren because he wanted to joke around with them. ,Grandfather only scared his grandchildren......because he wanted to joke around with them.,"""I'd be willing to bet......that Grandfather pulled a prank like that on you too.",祖父さまは孫とじゃれ合いたくて、……怖がらせてからかっていただけなんだ。,[=JP],"Дед пугал внуков лишь потому, что хотел подшутить над ними.",O vovô só assustava seus netos......porque ele queria estar sempre brincando com eles.,只是爺爺想和孫兒們開開玩笑，……嚇唬一下罷了。,只是爷爷想和孙儿们开开玩笑，……吓唬一下罢了。,Il Nonno spaventava i suoi nipoti solo perché voleva prendersi gioco di loro.
Ushiromiya Battler,"""I'd be willing to bet...that Grandfather pulled a prank like that on you too. It's no surprise that, young as you were, you let that scare you and convince you that Grandfather was a strange, terrifying person."" ","""I'd be willing to bet......that Grandfather pulled a prank like that on you too. It's no surprise that, young as you were, you let that scare you and convince you that Grandfather was a strange, terrifying person."""," It's no surprise that, young as you were, you let that scare you and convince you that Grandfather was a strange, terrifying person.""""......I......I don't know what you're talking about, ......Onii-chan......""",「祖父さまはきっと、……お前にも同じことをしてからかったと思う。幼いお前が、それに怯えて、祖父さまを不気味で恐ろしい人だと思い込んだとしても、無理もない話だと思う。」,「祖父さまはきっと、……お前にも同じことをしてからかったと思う。幼いお前が、それに怯えて、祖父さまを不気味で恐ろしい人だと思い込んだとしても、無理もない話だと思う」,"""Сдаётся мне...... дед разыграл так и тебя. Неудивительно, что ты испугалась и стала уверена в том, что он был странным, устрашающим человеком.""","""Eu aposto até......que ele fez uma brincadeira dessas com você também. Não é surpresa que, jovem como era, você acabou ficando com medo e se convenceu que o vovô era uma pessoa estranha e assustadora.""",「爺爺他一定，……只是想戲弄你一下。年幼的你被嚇怕了，認為爺爺是個恐怖可怕的人也是正常反應吧。」,「爷爷他一定，……只是想戏弄你一下。年幼的你被吓怕了，认为爷爷是个恐怖可怕的人也是正常反应吧。」,"""Scommetto... che Nonno ha fatto anche a te uno scherzo come quello. {n}Non è una sorpresa che, giovane com'eri, ti sia fatta spaventare da quello e ti sia convinta che il Nonno fosse una persona strana e terrificante."""
Ushiromiya Ange,"""...I...I don't know what you're talking about, ...Onii-chan..."" ",""".........I, ......I don't know what you're talking about, ......Onii‐chan......""",Ange bit her lower lip and stared at the ground.,「………お、……お兄ちゃんが何を言ってるのか、……わからないっ……。」,「………お、……お兄ちゃんが何を言ってるのか、……わからないっ……」,"""......Я...... не понимаю, о чём ты говоришь...... братик......""",""".........Eu, ......eu não sei do que está falando, ......onii‐chan......""",「………哥，……哥哥你到底在說什麼，……我不明白……」,「………哥，……哥哥你到底在说什么，……我不明白……」,"""... N... Non so di cosa tu stia parlando... Onii-chan..."""
,Ange bit her lower lip and stared at the ground. ,Ange bit her lower lip and stared at the ground.," She said she didn't understand,",縁寿は下唇を噛みながら俯く。,[=JP],Энджи закусила нижнюю губу и опустила взгляд.,Ange mordeu seu lábio inferior e olhou para o chão.,緣壽咬著下唇低著頭。,缘寿咬着下唇低着头。,Ange si morse il labbro inferiore e fissò il terreno.
,"She said she didn't understand, ...but in truth, she understood perfectly, and was refusing to accept it. ","She said she didn't understand, ......but in truth, she understood perfectly, and was refusing to accept it."," ......but in truth, she understood perfectly, and was refusing to accept it.""Remember how we traded Halloween presents in the parlor just now?""",何を言ってるかわからないと言っておきながら、……理解し、それを受け容れまいと、抗っているようだった。,[=JP],"Она сказала, что не понимает, ......но на самом деле прекрасно понимала и отказывалась принять.","Ela disse que não entendia, ......mas, na realidade, ela entendia perfeitamente, só que se recusava a aceitar.",說著，自己不理解對方說的話，……實際上是理解了，但不想接受它，而作著思想鬥爭。,说着，自己不理解对方说的话，……实际上是理解了，但不想接受它，而作着思想斗争。,"Disse di non capire... ma in realtà capiva perfettamente, e stava rifiutando di accettarlo."
Ushiromiya Battler,"""Remember how we traded Halloween presents in the parlor just now?"" ","""Remember how we traded Halloween presents in the parlor just now?""","""......What was that all about?",「さっき、客間でハロウィンのプレゼント交換があったな。」,「さっき、客間でハロウィンのプレゼント交換があったな」,"""Помнишь, мы только что обменивались хэллоуинскими подарками в гостиной?""","""Lembra como trocamos os presentes de Halloween na sala de visitas agora pouco?""",「剛才，在客廳裡進行了萬聖夜的禮物交換呢。」,「刚才，在客厅里进行了万圣夜的礼物交换呢。」,"""Ricordi come ci siamo scambiati regali di Halloween nel salotto poco fa?"""
Ushiromiya Ange,"""...What was that all about? The Ushiromiya family never did anything that sentimental...!"" ","""......What was that all about? The Ushiromiya family never did anything that sentimental...!"""," The Ushiromiya family never did anything that sentimental...!""""It's almost as though......you don't remember it at all.""",「……何よ、あれ。あんな甘ったるいこと、右代宮家でやるわけがない…！」,[=JP],"""......Что это было? Семья Уширомия никогда не делала ничего такого сентиментального!..""","""......O que foi tudo aquilo? A família Ushiromiya nunca foi nada sentimental...!""",「……什麼呀，那是？右代宮家怎麼可能會做那麼親密的事啊…？！」,「……什么呀，那是？右代宫家怎么可能会做那么亲密的事啊…？！」,"""... Cos'era tutto quello? La famiglia Ushiromiya non ha mai fatto qualcosa di così sentimentale...!"""
Ushiromiya Battler,"""It's almost as though...you don't remember it at all."" ","""You......don't remember anything, huh...""","""Are you saying I got presents once too?!",「お前は、……まるで覚えてないんだな。」,「お前は、……まるで覚えてないんだな」,"""Будто...... ты совсем не помнишь.""","""Você......não lembra mesmo de nada, né...?""",「你還，……真是什麼都不記得了呢。」,「你还，……真是什么都不记得了呢。」,"""È come se... non ti ricordassi affatto."""
Ushiromiya Ange,"""Are you saying I got presents once too?! I don't remember anything like that!! That could never happen!"" ","""Are you saying I got presents once too?! I don't remember anything like that!! That could never happen!"""," I don't remember anything like that!! That could never happen!""""......Do you really think that Grandfather, a man who loved the occult and Western traditions, wouldn't celebrate Halloween?",「私もかつて、プレゼントをもらったことがあるというの？！　覚えてない！！　そんなのあるわけがないッ！」,[=JP],"""Хочешь сказать, я тоже получала подарки?! Не помню ничего подобного! Такое невозможно!""","""Está dizendo que eu também ganhei presentes?! Eu não lembro de nada disso!! Isso nunca aconteceu!""",「你是說我曾經收到過禮物嗎？！我不記得！！不可能有那種東西！」,「你是说我曾经收到过礼物吗？！我不记得！！不可能有那种东西！」,"""Stai dicendo che anch'io una volta ho ricevuto regali?! Non ricordo nulla di tutto ciò!! Non potrebbe essere mai successo!"""
Ushiromiya Battler,"""...Do you really think that Grandfather, a man who loved the occult and Western traditions, wouldn't celebrate Halloween? ...Grandfather's ""Happy Halloween"" was pretty much the standard greeting at our family conferences. ...He must've said it to you too."" ","""......Do you really think that Grandfather, a man who loved the occult and Western traditions, wouldn't celebrate Halloween? ......Grandfather's ""Happy Halloween"" was pretty much the standard greeting at our family conferences. ......You must have been given one."""," ......Grandfather's 'Happy Halloween' was pretty much the standard greeting at our family conferences. ......You must have heard it yourself.""""......Youth can be so cruel.",「……オカルト好きで西洋かぶれの祖父さまが、ハロウィンをやらないと思うか？　……祖父さまのハッピーハロウィンは、もう親族会議の挨拶みたいなもんだったぜ。……縁寿だってもらってるはずだ。」,「……オカルト好きで西洋かぶれの祖父さまが、ハロウィンをやらないと思うか？　……祖父さまのハッピーハロウィンは、もう親族会議の挨拶みたいなもんだったぜ。……縁寿だってもらってるはずだ」,"""......Ты всерьёз думаешь, что дед с его любовью к оккультизму и западным традициям не праздновал бы Хэллоуин?......Его «Счастливого Хэллоуина» было стандартным приветствием на наших семейных собраниях. ......Ты сама слышала.""","""......Você acha mesmo que o vovô, um homem que ama o ocultismo e as tradições ocidentais, não iria comemorar o Halloween? ......O ""Happy Halloween"" dele é um cumprimento bem básico nas nossas conferências familiares. ......Deve ter ouvido ao menos uma vez.""",「……喜歡神秘學還是西洋迷的爺爺，怎麼會不過萬聖夜呢？……爺爺的 Happy Halloween，已經有如親族會議的問候了。……緣壽肯定也收到過禮物的。」,「……喜欢神秘学还是西洋迷的爷爷，怎么会不过万圣夜呢？……爷爷的 Happy Halloween，已经有如亲族会议的问候了。……缘寿肯定也收到过礼物的。」,"""... Pensi davvero che il Nonno, che amava l'occulto e le tradizioni occidentali, non abbia celebrato Halloween? ... L'‘Happy Halloween’ del Nonno era quasi il saluto standard delle riunioni di famiglia. ... Anche tu devi averlo sentito."""
Ushiromiya Battler,"""...Youth can be so cruel. Even though Grandfather put all his heart into choosing those presents, ...it looks like your heart didn't remember anything."" ",""".........Youth can be so cruel. Grandfather must have put all his heart into choosing that present for you, ......but it looks like your heart didn't remember."""," Even though Grandfather put all his heart into choosing those presents, ......it looks like your heart didn't remember.""""Are you saying that I was just too young to remember,",「………幼いってのは残酷だな。祖父さまが心を込めて選んだろうプレゼントも、……お前の心にはまったく残らなかった。」,「………幼いってのは残酷だな。祖父さまが心を込めて選んだろうプレゼントも、……お前の心にはまったく残らなかった」,"""......Молодёжь может быть так жестока. Хотя дед вложил всю душу в выбор тех подарков...... в твоей душе не осталось этих воспоминаний.""",""".........A juventude pode ser cruel. O vovô escolheu, com todo coração, um presente para você, ......mas parece que o seu coração não se lembra.""",「………年幼也是一種殘酷啊。爺爺費盡心力選的禮物，……竟完全沒有在你的心裡留下印象。」,「………年幼也是一种残酷啊。爷爷费尽心力选的礼物，……竟完全没有在你的心里留下印象。」,"""... La giovinezza è così crudele. Anche se il Nonno ci ha messo tutto se stesso nello scegliere quei regali... sembra che il tuo cuore non se lo sia ricordato."""
Ushiromiya Ange,"""Are you saying that I was just too young to remember, ...and that...""that""...was the truth of October 4th?!"" ","""Are you saying that I was just too young to remember, ......and that......and {i:that}......was the truth of October 4th?!"""," ......and that...and that...was the truth of October 4th?!""That day, just like six years before,",「私が幼かったから覚えてないだけで……、あれが、……あれがッ、……真実の１０月４日だというのッ？！」,[=JP],"""Говоришь, я просто была слишком мала, чтобы помнить, ......и такое... {i:такое}... было правдой 4 октября?!""","""Está dizendo que eu era muito nova para lembrar, ......e que......e que {i:aquilo}......é a verdade de 4 de outubro?!""",「僅僅是因為我年幼不記得……，就說那是，……那是，……真實的 10 月 4 日嗎？！」,「仅仅是因为我年幼不记得……，就说那是，……那是，……真实的 10 月 4 日吗？！」,"""Stai dicendo che ero solamente troppo giovane per ricordare... e che... che quella... era la verità del 4 Ottobre?!"""
Ushiromiya Battler,"On that day, just like six years before, Grandfather entered the parlor with a cry of ""Happy Halloween"". ","That day, just like six years before, Grandfather entered the parlor with a cry of ""Happy Halloween""."," Grandfather entered the parlor with a cry of 'Happy Halloween'. Then, he and I traded presents, ......as he shed tears over our long-awaited reunion after a six year gap.",あの日も、６年前と何も変わらず、祖父さまはハッピーハロウィンの声とともに客間にやって来たよ。,[=JP]," В тот день, как и шесть лет назад, дед вошёл в гостиную с криком «Счастливого Хэллоуина».","Naquele dia, assim como seis anos antes, o vovô entrou na sala de visitas e gritou ""Happy Halloween"".",那一天，也和 6 年前完全一樣，爺爺喊著 Happy Halloween 來到客廳。,那一天，也和 6 年前完全一样，爷爷喊着 Happy Halloween 来到客厅。,"Quel giorno, proprio come sei anni prima, Nonno entrò nel salotto urlando ‘Happy Halloween’."
Ushiromiya Battler,"Then, he and I traded presents...as he shed tears over our long-awaited reunion after a six-year gap. ","Then, he and I traded presents, ......as he shed tears over our long‐awaited reunion after a six‐year gap.",......Grandfather seemed so sad that Ange wasn't able to come.,そして、俺との６年ぶりの再会に涙を零してくれながら、……俺とプレゼントの交換をした。,[=JP], Затем мы обменялись подарками...... пока он проливал слёзы над нашим долгожданным воссоединением спустя шесть лет.,"E então, ele trocou presentes, ......enquanto derramava lágrimas pela tão aguardada reunião após seis anos.",然後，為和我 6 年不見的再會而落著眼淚，……和我交換了禮物。,然后，为和我 6 年不见的再会而落着眼泪，……和我交换了礼物。,"Poi, noi due ci scambiammo i regali... mentre lui versava lacrime per la nostra riunione attesa a lungo dopo una distanza di sei anni."
Ushiromiya Battler,...Grandfather seemed so sad that Ange wasn't able to come. ,......Grandfather was very sad that you weren't able to come.," So, he gave Kyrie-san a present, telling her to make sure that Ange got it...",……祖父さまは、縁寿が来れなかったことを残念がっていたよ。,[=JP],"......Дед был очень опечален тем, что Энджи не смогла приехать.",......O vovô ficou muito triste por você não ter ido.,……爺爺說，緣壽沒能來真是太遺憾了。,……爷爷说，缘寿没能来真是太遗憾了。,... Il Nonno sembrava così triste che Ange non fosse riuscita a venire...
