Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Battler,"""...I see. So if it weren't for that, I'd have been killed by now..."" ","""......I see. So if it weren't for that, I'd have been killed by now......""",[=UP],「……そうか。あれがなかったら、俺は今頃殺されてたってのか……。」,「……そうか。あれがなかったら、俺は今頃殺されてたってのか……」,"""......Понятно. Выходит, если бы не он, я бы сейчас был труп трупом...""","""......Entendo. Então, se não fosse por ele, eu poderia estar morto agora......""",「……是麼？要是沒有那玩意，我現在就已經被殺了麼……？」,「……是么？要是没有那玩意，我现在就已经被杀了么……？」,"""... Capisco. Quindi se non fosse stato per l'amuleto, sarei già stato ucciso...""","""...Capisco. Se non fosse stato per quell'amuleto, sarei già stato ucciso...""","""......Anlıyorum. Yani o olmasaydı şimdiye kadar ölmüş olacaktım......"""
Ushiromiya Maria,"""Battler, why don't you believe in {f:5:Beatrice}...? Even though she ""exists"". Right now, over there, look. ","""Battler, why don't you believe in {f:5:Beatrice}...? Even though she ""exists"". Right now, over there, look.""","""Battler, why don't you believe in Beatrice...? Even though she 'exists'. Right now, over there, look. ",「何で戦人はベアトリーチェを信じないの…？　“い”るのに。今、そこに、ほら。,「何で戦人はベアトリーチェを信じないの…？　“い”るのに。今、そこに、ほら」,"""Баттлер, почему ты не веришь в {f:5:Беатриче}?.. Не веришь, несмотря на то, что она существует. Прямо сейчас, вон там, смотри.""","""Battler, por que você não acredita na {f:5:Beatrice}...? Mesmo ela ""existindo"". Agora mesmo, bem ali, veja.""",「為什麼戰人不相信有貝阿朵莉切呢…？明明就“有”。現在，就在那兒，看呀。」,「为什么战人不相信有贝阿朵莉切呢…？明明就“有”。现在，就在那儿，看呀。」,"""Perché Battler non crede in Beatrice...? Anche se lei ‘esiste’. Proprio ora, laggiù, guarda.","""Battler, perché non credi in {f:5:Beatrice}...? Nonostante lei {i:esista}. Proprio ora, guarda di là.""","""Battler, neden {f:5:Beatrice}'e inanmıyorsun...? O ""gerçek"" olmasına rağmen. Şimdi bile, orada, bak."""
Ushiromiya Maria,"Kihihihihihihihi! Hey, I'll bet you want to believe it now. Believe it. And thank me for giving you that charm...! ","""Kihihihihihihihi! Hey, I'll bet you want to believe it now. Believe it. And thank me for giving you that charm...!""",[=ST],きひひひひひひひ！　ね、信じる気になったでしょ。信じなよ。真里亞にお守りをもらったことを感謝しながら…！,「きひひひひひひひ！　ね、信じる気になったでしょ。信じなよ。真里亞にお守りをもらったことを感謝しながら…！」,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи! Эй, бьюсь об заклад, тебе сейчас захотелось поверить в неё. Так верь же. И поблагодари меня за то, что я дала тебе талисман!..""","""Kihihihihihihihi! Ei, eu aposto que você vai querer acreditar agora. Acredite. E agradeça a Maria por ter dado esse amuleto a você...!""",「唧嘻嘻嘻嘻嘻嘻嘻！有點相信了對不對？快相信啊。還要感謝真里亞給你護身符哦…！」,「唧嘻嘻嘻嘻嘻嘻嘻！有点相信了对不对？快相信啊。还要感谢真里亚给你护身符哦…！」,"Kihihihihihihihi! Ehi, scommetto che ora vuoi crederci. Credici. E ringrazia Maria per averti dato quell'amuleto...!","""Kihihihihihihih! Eh, scommetto che ora vuoi crederci. Credici. E ringrazia Maria per averti dato l'amuleto...!""","""Kihihihihihihihi! Hey, bahse girerim şimdi inanmak istiyorsundur. İnan. Ve Maria'ya, sana o tılsımı verdiği için teşekkür et...!"""
Ushiromiya Maria,"If it weren't for that, you'd be in the storehouse right now. But then, maybe you would've saved someone else in exchange, right? Kihhihihihihihihihihihi!"" ","""If it weren't for that, you'd be in the storehouse right now. But then, maybe you would have saved someone else in exchange, right? Kihhi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi!""","If it weren't for that, you'd be in the storehouse right now. But then, maybe you would have saved someone else in exchange, right? Kihhihihihihihihihihihi!""",あれがなければ、戦人は今頃倉庫の中。代わりに誰か１人が助かっていたかも知れないね？　きっひひひひひひひひひひひ！」,「あれがなければ、戦人は今頃倉庫の中。代わりに誰か１人が助かっていたかも知れないね？　きっひひひひひひひひひひひ！」,"""Без него ты бы сейчас валялся в кладовой. Но тогда, в обмен, ты бы спас кого‐нибудь другого, верно? Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи!""","""Se não fosse por isso, você estaria naquele depósito agora. Bem, talvez você pudesse ter salvo alguém em troca, não? Kihhi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi!""",「要是沒有它的話，現在就是戰人躺在倉庫裡了。作為交換說不定有一個人能得救哦？唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻！」,「要是没有它的话，现在就是战人躺在仓库里了。作为交换说不定有一个人能得救哦？唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻！」,"Se non fosse stato per quello, adesso saresti nel capannone. D'altra parte, forse avresti salvato qualcun altro in cambio, no? Kihhihihihihihihihihihi!""","""Se non fosse stato per quello, adesso saresti nel magazzino. Magari avresti in cambio salvato la vita di qualcun altro, sai? Kihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hih!""","""Eğer o olmasaydı, şu anda ambarda olurdun. Ama belki de karşılığında başka birini kurtarmış olabilirdin değil mi? Kihhi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi!"""
,Pfft. ,Pff...!,*pop*.,ぷ。,[=JP],*хлоп*,[=UP],噗。,[=CHT],[=OG],Pfft.,[=UP]
,"......Right then, I burst into laughter. Playing witches had been pretty fun up until a second ago, but unfortunately, that last one seemed to be too much for me to gloss over. ","......Right then, I burst into laughter.{n}Playing witches had been pretty fun up until a second ago, but unfortunately, that last one didn't quite hit the mark.","......Right then, I burst into laughter. Playing witches had been pretty fun up until a second ago, but unfortunately, that last one seemed to be too much for me to gloss over.",……俺はそこで笑いが堰を切る。魔女ごっこは確かに途中まで面白かったが、最後のツメは、残念だが綺麗に決まらなかったらしいな。,……俺はそこで笑いが堰を切る。{n}魔女ごっこは確かに途中まで面白かったが、最後のツメは、残念だが綺麗に決まらなかったらしいな。,"......И вот тут‐то я разразился смехом.{n}Игра в ведьм была довольно забавной пару секунд назад, но её последний комментарий задел меня, отбив желание сгладить его.","......Então, eu explodi em gargalhadas.{n}Brincar de bruxa estava sendo divertido até um segundo atrás, mas, infelizmente, essa última acabou sendo o meu limite.",……我忍不住笑出聲來。{n}雖然前面魔女什麼的胡扯說得挺好玩，但很可惜最後將軍的一步，沒能幹淨利落地把我將死。,……我忍不住笑出声来。{n}虽然前面魔女什么的胡扯说得挺好玩，但很可惜最后将军的一步，没能干净利落地把我将死。,"... In quel momento, scoppiai a ridere. Giocare alle streghe era stato piuttosto divertente fino a quel punto, ma sfortunatamente, sembrava che quest'ultima parte fosse troppo per me.","...In quel momento eruppi in una risata. Fino ad allora era stato piuttosto divertente giocare alle streghe, ma l'ultima sua sparata poteva benissimo risparmiarsela.","......Tam o anda bir kahkaha patlattım.{n}Bir saniye öncesine kadar cadıcılık oynamak oldukça eğlenceliydi, ama ne yazık ki bu sonuncusu hedefi tam olarak tutturamadı."
Ushiromiya Battler,"""Hahahahahahah. ...Then it's all useless, isn't it, Maria? If that's true, then I'm sorry, but it's all useless."" ","""Hahahahahahah. ......Then it's no goddamn good at all, is it, Maria? If that's true, then I'm sorry, but it's no goddamn good at all.""","""Hahahahahahah. ......Then it's all useless, isn't it, Maria? If that's true, then I'm sorry, but it's all useless.""",「ふっはっはっはっはっはっはっは。……じゃあ全然駄目だぜ、真里亞ぁ？　ってことなら悪いが、あぁ全然駄目だ。」,「ふっはっはっはっはっはっはっは。……じゃあ全然駄目だぜ、真里亞ぁ？　ってことなら悪いが、あぁ全然駄目だ」,"""Ха‐ха‐ха‐ха‐ха‐ха! ......Тогда всё это бесполезно, не так ли, Мария? Если всё так, то извини, но всё это бесполезно.""","""Hahahahahahah. ......Isso não está certo, não está nada certo, Maria! Se isso é verdade, então me desculpe, mas isso não está nem um pouco certo!""",「哇哈哈哈哈哈哈哈。……這就完全不行了呀，真里亞。如果是這樣的話，雖然有些抱歉，但我還是得說完全不行。」,「哇哈哈哈哈哈哈哈。……这就完全不行了呀，真里亚。如果是这样的话，虽然有些抱歉，但我还是得说完全不行。」,"""Hahahahahahah. ... Allora è tutto inutile, no, Maria? Se è così, mi spiace, ma aaah, è tutto inutile.""","""Fuahahahahahah... In tal caso è tutto inutile, vero, Maria? Se è così che stanno le cose, ahh, mi dispiace, ma è tutto inutile.""","""Hahahahahahah. ......O zaman hiç de iyi değil, değil mi Maria? Eğer bu doğruysa, üzgünüm ama hiç de iyi değil."""
,"When Maria saw me suddenly start laughing, she stopped. Even though she didn't understand what I was laughing at, she realized it wouldn't be pleasant for her. ","When Maria saw me suddenly start laughing, she stopped.{n}Even though she didn't understand what I was laughing at, she realized it wouldn't be pleasant for her.","When Maria saw me suddenly start laughing, she stopped. Even though she didn't understand what I was laughing at, she realized it wouldn't be pleasant for her.",真里亞は俺が突然笑い出すのを見て、笑うのを止める。俺が何を笑っているのかわからず、不快そうなのがよくわかる。,真里亞は俺が突然笑い出すのを見て、笑うのを止める。{n}俺が何を笑っているのかわからず、不快そうなのがよくわかる。,"Когда Мария увидела, что я смеюсь, она прекратила смеяться сама.{n}Хотя она и не поняла, над чем я смеялся, но догадалась, что приятным для неё это не будет.","Quando a Maria me viu rindo de repente, ela parou.{n}Mesmo ela não entendendo do que eu estava rindo, ele percebeu que não era algo agradável para ela.",真里亞看著突然開始大笑的我，不再笑了。{n}我非常明白，她是因為不知道我在笑什麼，而感到不快了。,真里亚看着突然开始大笑的我，不再笑了。{n}我非常明白，她是因为不知道我在笑什么，而感到不快了。,"Quando Maria mi vide scoppiare a ridere all'improvviso, lei smise. Anche se non capiva di cosa stessi ridendo, capiva bene che si trattava di qualcosa di spiacevole per lei.","Quando Maria mi vide scoppiare a ridere all'improvviso, la sua risata si arrestò.Anche se non capiva per cosa stessi ridendo, comprese bene che non era nulla di buono.","Maria aniden gülmeye başladığımı görünce duraksadı.{n}Neye güldüğümü anlamamış olsa da, bunun kendisi için hoş olamayacağını fark etti."
Ushiromiya Maria,""".................."" ","""..............................""","""..................""",「…………………………。」,「…………………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
Ushiromiya Battler,"""I thought it might hurt you, so I didn't say it earlier, but... ","""I thought it might hurt you, so I didn't say it earlier, but...""","""I thought it might hurt you, so I didn't say it earlier, but...",「お前が傷つくだろうと思ったから、俺、黙ってたけどよ。,「お前が傷つくだろうと思ったから、俺、黙ってたけどよ」,"""Я подумал, что это тебя обидит, поэтому ранее промолчал, но...""","""Eu pensei que isso fosse machucar você, por isso eu não disse antes, mas...""",「我啊，剛才是想著可能會惹你傷心，才一直沒說的。」,「我啊，刚才是想着可能会惹你伤心，才一直没说的。」,"""Pensavo che ci saresti rimasta male, quindi prima non l'ho detto, ma...","""Dato che pensavo ci saresti rimasta male, sono stato zitto, ma...""","""Seni incitebileceğini düşündüğüm için daha önce söylememiştim, ama..."""
Ushiromiya Battler,"...Well, I thought I'd put that charm you gave me in my pocket, but I must've dropped it somewhere."" ","""......Although I thought I'd put that charm you gave me in my pocket, I must have dropped it somewhere, you see?""","...Although I thought I'd put that charm you gave me in my pocket, I must have dropped it somewhere, you see?",……お前にもらったお守りよ、俺、ポケットに入れたつもりだったんだけどよ。どっかに落っことしちまったんだぜ？,「……お前にもらったお守りよ、俺、ポケットに入れたつもりだったんだけどよ。どっかに落っことしちまったんだぜ？」,"""...Хотя и положил этот талисман себе в карман, но видишь ли, похоже, я его где‐то обронил.""","""......Embora eu tenha pensado em colocar aquele amuleto no meu bolso, eu devo ter deixado ele cair em algum lugar, viu?""",「……那個從你那拿到的護身符啊，我雖然是打算把它放在口袋裡的。但是卻不知道在哪弄丟了喲？」,「……那个从你那拿到的护身符啊，我虽然是打算把它放在口袋里的。但是却不知道在哪弄丢了哟？」,"... l'amuleto che mi hai dato, credevo di averlo in tasca, ma ad un certo punto deve essermi caduto, capisci?","""Credevo di aver messo in tasca l'amuleto che mi avevi dato, ma dev'essermi caduto da qualche parte, vedi...?""","""......Bana verdiğin tılsımı cebime koyduğumu sanıyordum, ama sanırım bir yerde düşürmüş olmalıyım."""
Ushiromiya Battler,"""...So the charm can't be the only reason I'm alive now, and even though I should've been cursed by the witch, I'm perfectly fine. ...Sorry, but I don't believe in things I don't see with my own eyes."" ","""......That means the charm can't be the reason I'm alive now, and even though I should have been cursed by the witch, I'm perfectly fine. ......Sorry, but I don't believe in things I don't see with my own eyes.""","......That means the charm can't be the only reason I'm alive now, and even though I should have been cursed by the witch, I'm perfectly fine. ......Sorry, but I don't believe in things I don't see with my own eyes.",……だから俺が今この瞬間に無事なのはお守りのお陰でもねぇし、なら魔女さまの呪いがあって当然なのに、今この瞬間もピンピンしてる。……悪いが俺は自分の目で見たものしか信じねぇ。,「……だから俺が今この瞬間に無事なのはお守りのお陰でもねぇし、なら魔女さまの呪いがあって当然なのに、今この瞬間もピンピンしてる。……悪いが俺は自分の目で見たものしか信じねぇ」,"""......А значит, талисман не является единственной причиной, по которой я избежал той участи. И хотя я и должен быть проклят ведьмой, со мной всё в порядке. ......Извини, но я не верю в вещи, которых не видел собственными глазами.""","""......Isso significa que ele não pode ser a razão de eu estar vivo agora, e mesmo pensando que eu deveria ter sido amaldiçoado pela bruxa, eu estou perfeitamente bem. ......Desculpa, mas eu não acredito nisso enquanto não ver com os meus próprios olhos.""",「……所以我到現在都沒事，根本不是托了那個護身符的福，照你說我應該早就遭到魔女的詛咒了，但現在我一點事都沒有，精神得很呢。……所以抱歉，我只相信我親眼看到的東西。」,「……所以我到现在都没事，根本不是托了那个护身符的福，照你说我应该早就遭到魔女的诅咒了，但现在我一点事都没有，精神得很呢。……所以抱歉，我只相信我亲眼看到的东西。」,"... Allora non può essere vero che io sia vivo adesso solo grazie a quell'amuleto, e questo significa che, anche se dovrei essere stato maledetto dalla strega, in questo momento sto benissimo. ... Scusami, ma non credo in cose che non posso vedere coi miei occhi.","""Dunque, ora come ora sono illeso, non grazie all'amuleto, e anche se dovrei essere stato maledetto dalla strega, mi sento alla grande... Scusa, ma non credo in cose che non posso vedere con i miei occhi.""","""......Bu da şu anda hayatta olmamın sebebinin tılsım olamayacağı anlamına geliyor ve cadı tarafından lanetlenmiş olmam gerekiyor olsa da, mükemmel şekilde iyiyim. ......Üzgünüm ama kendi gözlerimle görmediğim şeylere inanmam."""
Ushiromiya Battler,"""Sixth senses? Wavelengths? Magic sensitivity? Sorry, but I don't believe in fake stuff like that. When I hear the girls in class start talking about how good or bad their ability to sense the supernatural is, it pisses me off! ","""Sixth sense? Wavelengths? Magic sensitivity? Sorry, but I don't believe in fake stuff like that. When I hear the girls in class start talking about how good or bad their ability to sense the supernatural is, it pisses me off!"""," Sixth sense? Wavelengths? Magic sensitivity? Sorry, but I don't believe in fake stuff like that. When I hear the girls in class start talking about how good or bad their ability to sense the supernatural is, it pisses me off!",第六感？　波長？　魔法のセンス？　悪いが俺はそういう眉唾なモンは一切信じねぇぜ。クラスの女が、霊感がいいの悪いのって言い出すのを聞いてると虫唾が走るのさ！,「第六感？　波長？　魔法のセンス？　悪いが俺はそういう眉唾なモンは一切信じねぇぜ。クラスの女が、霊感がいいの悪いのって言い出すのを聞いてると虫唾が走るのさ！」,"""Шестое чувство? Какие‐то там волны? Чувствительность к магии? Извини, но я не верю в эту липу. Когда я слышу, как девчонки в классе начинают болтать о том, насколько плоха или хороша их способность чувствовать сверхъестественное, меня это бесит!""","""Sexto sentido? Comprimento de onda? Sensibilidade mágica? Desculpa, mas eu não acredito em coisas como essas. Quando eu escuto uma garota da minha classe falando em quão boa ou ruim é a sensibilidade delas em sentir o sobrenatural, isso me irrita muito!""",「第六感？波長？魔法的天賦？不好意思，我對這種可疑的東西是完全不信的。每次班上的女生說起那些靈感強啊弱的話題，我聽到就覺得反胃！」,「第六感？波长？魔法的天赋？不好意思，我对这种可疑的东西是完全不信的。每次班上的女生说起那些灵感强啊弱的话题，我听到就觉得反胃！」,"Sesto senso? Lunghezze d'onda? Avvertire la magia? Scusa, ma non credo in questa roba fittizia. Quando sento le ragazze in classe che iniziano a parlare della loro capacità di percepire il sovrannaturale, mi secca da morire!","""Sesto senso? Lunghezze d'onda? Attitudine alla magia? Spiacente, ma non ci credo affatto a queste cavolate inverosimili. Mi sale il disgusto quando sento le ragazze in classe che iniziano a parlare della loro capacità di percepire il sovrannaturale...!""","""Altıncı his mi? Dalga boyları mı? Büyüye duyarlılık mı? Üzgünüm ama böyle sahte şeylere inanmıyorum. Sınıftaki kızların doğaüstü güçleri algılama yeteneklerinin ne kadar iyi ya da kötü olduğundan bahsettiklerini duyduğumda tepem atıyor!"""
Ushiromiya Battler,"...I don't know how much Grandfather is paying you, but if you're trying to talk me into joining some cult, believe me, you won't be able to do it that easily."" ","""...I don't know how much Grandfather is paying you, but if you're trying to talk me into joining some cult, believe me, you won't be able to do it that easily."""," ...I don't know how much Grandfather is paying you, but if you're trying to talk me into joining some cult, believe me, you won't be able to do it that easily.""",　…あんたらがいくら祖父さまに給料もらってるか知らねぇが、俺を妙な宗教に勧誘しようったって、そう簡単には行かねぇってこと、よく肝に銘じておきやがれってんだ。」,「…あんたらがいくら祖父さまに給料もらってるか知らねぇが、俺を妙な宗教に勧誘しようったって、そう簡単にはいかねぇってこと、よく肝に銘じておきやがれってんだ」,"""...Уж не знаю, сколько дедушка тебе заплатил, но если ты пытаешься подбить меня на вступление в какой‐то культ, то у тебя это так легко не выйдет, можешь мне поверить.""","""...Eu não sei quanto o vovô está te pagando, mas se você está tentando falar comigo para eu me juntar a alguma seita estranha, acredite em mim, você não vai conseguir isso tão fácil.""",「…雖然我不知道你們拿了爺爺多少薪水，但是給我好好記住，要騙我信這種莫名其妙的宗教，可沒那麼容易。」,「…虽然我不知道你们拿了爷爷多少薪水，但是给我好好记住，要骗我信这种莫名其妙的宗教，可没那么容易。」,"... Non so quanto ti stia pagando il Nonno, ma se stai cercando di convincermi ad unirmi a qualche culto, credimi, non ci riuscirai così facilmente.""","""Non so quanto vi stia pagando il nonno, ma se state cercando di convincermi ad unirmi a qualche culto, non ci riuscirete tanto facilmente, stampatevelo in testa.""","""...Büyükbabamın size ne kadar ödediğini bilmiyorum, ama beni bir tarikata katılmaya ikna etmeye çalışıyorsanız, inanın bana bunu o kadar kolay yapamayacaksınız."""
Kanon,""".........Battler-sama..."" ","""...............Battler‐sama...""","""............Battler-sama...""",「……………戦人さま…。」,「……………戦人さま…」,"""............Баттлер‐сама...""",[=UP],「……………戰人少爺…」,「……………战人少爷…」,"""... Battler-sama...""","""...Signorino Battler...""","""...............Battler-sama..."""
Ushiromiya Battler,"""...You guys are free to believe whatever you want. But when it comes to whether I believe or not, the one who decides is always me! ","""...You guys are free to believe whatever you want. But when it comes to whether I believe or not, that is always for me to decide!""","""...You guys are free to believe whatever you want. However, when it comes to the things I believe, I am always the one who decides! ",「…嘉音くんたちが信じるのは自由だぜ。だが、俺が信じるかどうかは、常に・俺が・自分で決めるッ！,「…嘉音くんたちが信じるのは自由だぜ。だが、俺が信じるかどうかは、常に俺が自分で決めるッ！」,"""...Вы, ребята, можете верить во что хотите. Однако когда дело касается того, во что верить мне, то я всегда сам решаю, во что я буду или не буду верить!""","""...Vocês são livres para acreditarem no que quiserem. Mas quando é sobre eu acreditar ou não, isso é algo que eu decido!""",「…嘉音君你們要相信是你們的自由。但是，我信還是不信，永遠由我自己來決定！」,「…嘉音君你们要相信是你们的自由。但是，我信还是不信，永远由我自己来决定！」,"""... Kanon-kun e voialtri siete liberi di credere in quello che volete. Però, se credere in qualcosa o meno, io sono sempre quello che lo decide!","""...Kanon-kun, tu e gli altri siete liberi di crederci. Ma se io ci crederò o meno, spetterà solo a me deciderlo!""","""...Kanon-kun ve siz çocuklar istediğiniz şeye inanmakta özgürsünüz. Ama konu benim inanıp inanmadığıma gelince, buna karar vermek her zaman bana düşer!"""
Ushiromiya Battler,"""Sorry, but I can't believe in something as shady as {f:5:Beatrice} until I've seen her with my own eyes...!!"" ","""Sorry, but I can't believe in something as shady as {f:5:Beatrice} until I've seen her with my own eyes...!!""","Sorry, but I can't believe in something as shady as Beatrice until I've seen her with my own eyes...!!""",　悪ぃが、この目で見るまで、ベアトリーチェなんて胡散臭いものの存在を信じるわけには行かないぜ…！！」,「悪ぃが、この目で見るまで、ベアトリーチェなんて胡散臭いものの存在を信じるわけには行かないぜ…！！」,"""Уж извините, но я не могу поверить в какую‐то сомнительную личность, как {f:5:Беатриче}, пока не увижу её собственными глазами!..""","""Me desculpe, mas eu não consigo acreditar em algo tão questionável como a {f:5:Beatrice} até ver com os meus próprios olhos...!!""",「抱歉，在我親眼看到之前，我是不會相信有貝阿朵莉切之類莫名其妙的東西存在的…！！」,「抱歉，在我亲眼看到之前，我是不会相信有贝阿朵莉切之类莫名其妙的东西存在的…！！」,"Scusate, ma non riuscirò a credere in una storia bizzarra come quella di Beatrice finché non l'avrò vista coi miei stessi occhi...!!""","""Mi dispiace, ma non riuscirò mai a credere all'esistenza di un qualcosa di così sospetto come {f:5:Beatrice}, non finché non l'avrò vista coi miei stessi occhi...!!""","""Üzgünüm ama {f:5:Beatrice} gibi şüpheli bir şeyi kendi gözlerimle görmeden ona inanamam...!!"""
,"I spoke forcefully and sharply... Then, Maria started cackling again. ","I spoke forcefully and sharply...{n}When I did, Maria started cackling again.","I spoke forcefully and sharply... When I did, Maria started cackling again.",力強く啖呵を切ってやる…。すると真里亞も再びけたけたと笑い出す。,力強く啖呵を切ってやる…。{n}すると真里亞も再びけたけたと笑い出す。,"Мой ответ был страстным и резким...{n}Но когда Мария выслушала меня, она вновь принялась хихикать.","Eu falei de forma forçada e brusca...{n}Quando eu fiz isso, a Maria começou a gargalhar novamente.",我如連珠炮般地說了個痛快…。{n}而真里亞又冷笑了起來。,我如连珠炮般地说了个痛快…。{n}而真里亚又冷笑了起来。,"Parlai energicamente e con chiarezza... quando lo feci, Maria iniziò a ridacchiare di nuovo.",Dichiarai con beffa e veemenza... Al che Maria iniziò a sghignazzare di nuovo.,Sert ve keskin bir şekilde konuştum...{n}Bunları söylediğimde Maria tekrar kıkırdamaya başladı.
Ushiromiya Maria,"""Kihhihihihihihihihihihihi...! Well that's just fine, isn't it...? Eventually, even people like you with totally mismatched wavelengths will be able to see {f:5:Beatrice}."" ","""Kihhihihihihihihihihihihi...! Well that's just fine, isn't it...? Eventually, even people like you with totally mismatched wavelengths will be able to see {f:5:Beatrice}.""","""Kihhihihihihihihihihihihi...! Well that's just fine, isn't it...? Eventually, even people like you with totally mismatched wavelengths will be able to see Beatrice.",「きっひひひひひひひひひひ…！　ならそれでいいんじゃない…？いずれ、お前のような、波長が全然合わない人の目にもベアトリーチェは見えるようになる。,「きっひひひひひひひひひひ…！　ならそれでいいんじゃない…？　いずれ、お前のような、波長が全然合わない人の目にもベアトリーチェは見えるようになる」,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи! Ну и пусть, это не беда. В конце концов даже такие находящиеся на другой волне люди, как ты, смогут увидеть {f:5:Беатриче}.""","""Kihhihihihihihihihihihihi...! Bem, assim está bom, não está...? Eventualmente, atém mesmo pessoas com comprimento de ondas completamente incompatíveis, serão capazes de ver a {f:5:Beatrice}.""",「唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻…！那這樣不也挺好的嘛…？總有一天，像你這種波長完全合不上的人，也可以親眼看到貝阿朵莉切。」,「唧嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻…！那这样不也挺好的嘛…？总有一天，像你这种波长完全合不上的人，也可以亲眼看到贝阿朵莉切。」,"""Kihhihihihihihihihihihihi...! Beh va bene così, no...? Le persone come te, la cui lunghezza d'onda è del tutto inadatta, non saranno mai in grado di vedere Beatrice ad ogni modo.","""Kihihihihihihihihihihih...! A me sta bene, e a te...? Presto o tardi, anche le persone dalla lunghezza d'onda completamente dissonante come te saranno in grado di vedere {f:5:Beatrice}...""","""Kihhihihihihihihihihihihi...! Bunda bir sakınca yok, öyle değil mi...? Eninde sonunda, senin gibi dalga boyları tamamen uyumsuz insanlar bile {f:5:Beatrice}'i görebilecek."""
Ushiromiya Maria,"""......Very soon, she will revive. {f:5:Beatrice} will revive. ...Once that happens, she's promised to talk with me and play with me a lot. ",""".........Very soon, she will revive. {f:5:Beatrice} will revive. ......Once that happens, she's promised to talk with me and play with me a lot.""",".........Very soon, she will revive. Beatrice will revive. ......Once that happens, she's promised to talk with me and play with me a lot. ",………もうじき、蘇るんだよ。ベアトリーチェはね。……そうしたら、一緒にいっぱいお話をしたり遊んだりしようって、約束してるんだよ。,「………もうじき、蘇るんだよ。ベアトリーチェはね。……そうしたら、一緒にいっぱいお話をしたり遊んだりしようって、約束してるんだよ」,""".........Очень скоро она воскреснет. {f:5:Беатриче} воскреснет. ......Как только это произойдёт, она, как и обещала, будет разговаривать и вдоволь играть со мной.""",""".........Muito em breve, ela deve reviver. A {f:5:Beatrice} irá reviver. ......Quando isso acontecer, ela prometeu conversar e brincar muito comigo.""",「………馬上，她就要復甦了。貝阿朵莉切她就要復甦了。……她已經和我約好了，到時候會陪我聊個飽，陪我玩個夠呢。」,「………马上，她就要复苏了。贝阿朵莉切她就要复苏了。……她已经和我约好了，到时候会陪我聊个饱，陪我玩个够呢。」,"... Avrà luogo presto, la resurrezione. La resurrezione di Beatrice. ... Lei ha promesso che quando accadrà, parlerà e giocherà con me un sacco.","""Presto ritornerà in vita. Sì, proprio {f:5:Beatrice}... Ha promesso che quando avverrà, parleremo e giocheremo un sacco assieme...""",""".........O çok yakında dirilecek. {f:5:Beatrice} dirilecek. ......Bu gerçekleştiğinde, benimle konuşacağına ve benimle bol bol oynayacağına söz verdi."""
Ushiromiya Maria,"...There'll be absolutely no need for you to doubt or for us to force you to believe. ...She will appear, very soon. Kihihihihihihihihihi...!"" ","""...There's neither a need to doubt nor to force yourself to believe. ......She will appear, very soon. Kihihihihihihihihihi...!""","...There's absolutely no need to doubt or to force you to believe. ......She will appear, very soon. Kihihihihihihihihihi...!""",…疑う必要も、無理に信じる必要もまったくない。……現れるんだよ、もうじきね。きひひひひひひひひひ…！」,「…疑う必要も、無理に信じる必要もまったくない。……現れるんだよ、もうじきね。きひひひひひひひひひ…！」,"""...Нет абсолютно никакой нужды сомневаться или заставлять тебя верить. ......Её появление не за горами. Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи!..""","""...Não há necessidade de você se forçar a duvidar, nem de se forçar a acreditar. ......Ela irá aparecer, muito em breve. Kihihihihihihihihihi...!""",「…沒必要懷疑，也完全沒必要強迫誰去相信。……因為，她馬上就會現身了呀。唧嘻嘻嘻嘻嘻嘻嘻嘻嘻…！」,「…没必要怀疑，也完全没必要强迫谁去相信。……因为，她马上就会现身了呀。唧嘻嘻嘻嘻嘻嘻嘻嘻嘻…！」,"... Non c'è assolutamente motivo per dubitare o per costringerti a credere. {n}Lei apparirà molto presto. Kihihihihihihihihihi...!""","""Non ho motivo per dubitare, e di certo non ho bisogno di costringerti a crederci... Apparirà molto presto. Kihihihihihihihihih...!""","""...Ne şüphe duymaya ne de inanmak için kendini zorlamaya gerek var. ......Çok yakında ortaya çıkacak. Kihihihihihihihihihi...!"""
