Speaker,PC Japanese (JP)
Ushiromiya Battler,「魔女を否定する俺が、魔女の助けを借りるとはな。……なるほど。異なる主張が同時に存在できるこの矛盾した世界なら、それもアリってわけだ。…いっひっひっひ、笑える話だぜ。」
{f:5:Virgilia},「あの子の言葉を借りるけど、本当にあなたは不死鳥のような人ね。……戦う気力がもう蘇ってきた。
{f:5:Virgilia},…さぁ、心の準備がいいなら、あの子の元へ、……あの子の座するチェス盤の正面へお戻りなさい。……私の弟子とどこまで戦えるか、楽しみにしていますよ。」
Ushiromiya Battler,「あぁ、見てろよ。…………もうあいつの寝言には耳を貸さねぇ。とことん冷静に俺の戦いを貫いてやる。もうあいつの挑発には絶対に乗らねぇ。」
{f:5:Virgilia},「では戻りましょう。戦いの席へ。」
{f:5:Beatrice},「…お、……おお、戦人…！　そなた、どこへ姿を消しておったのか。くっくっく！　負け犬は二度と姿を現さないかと思ったぞ？」
Ushiromiya Battler,「……待たせたな。頭を冷やしてきたぜ。」
{f:5:Beatrice},「それでェ？　妾とお師匠様の愉快痛快爽快大喝采のステキファンタジーバトルへの回答は出たのかぃいいぃ？　あんなの、ファンタジー以外じゃ説明不能だろぉ？ひっひゃっはははははははははははぁ？！」
Ronove,「…お嬢様。さっき親切で上品にするとお誓いになられたばかりですよ？」
{f:5:Beatrice},「あっひゃははははは、いけねぇいけねェ。戦人の顔を見てるとついつい上機嫌になってしまうものでなぁ？　ほれほれほれ、それで戦人、さっきの戦いだが、どういう反応を示して見せるよ？　んんん？」
Ushiromiya Battler,「……………………………………。…バトルぅ？　何があったって？」
{f:5:Beatrice},「……何ぃ？」
Ushiromiya Battler,「この薔薇庭園のどこに。お前らがにょきにょき生やした塔が、槍が。どこに転がってんだ。…………ねぇじゃないか。……つまり、こいつがブラウン管の中身ってわけさ。」
{f:5:Beatrice},「……ブラウン管の中身、とな？？　くっくっく、一体、何の話を始めるやら…。」
Ushiromiya Battler,「今この瞬間。薔薇庭園には何もない。…さっきまでは魔法で塔が生えていたかもしれねぇさ。だが、それはブラウン管の中を知るまでだ。……魔法バトルはお前の解釈、主張に過ぎない。今この場に何もないのがその証拠だ。
Ushiromiya Battler,俺はさっきの魔女の戦いにこう反論する。今、この場に何もないのは、何事もなかったことの証明だとな…！」
{f:5:Beatrice},「………………。……ははは、はっはっはっはっは！　あのなぁ、さすがに第一の晩から大暴れは出来ぬし、妾もこの薔薇庭園は気に入っているのでな？　被害を及ぼさないため、結界の中で戦っておったのだ。だから現実には何の影響も与えていないのは当然のことよ。」
Ushiromiya Battler,「……それがお前の“主張”だな？　あぁ、それもありだろうな。
Ushiromiya Battler,だがッ！　今この瞬間の薔薇庭園に何もない。だから魔法などなかったという俺の主張を何ら妨げるものではないんだ！！」
{f:5:Beatrice},「お、おいおい、そんな滅茶苦茶で妾の魔法を否定できるのかァ？！　魔法が“ない”は証明不能！　“悪魔の証明”であるぞ！！」
Ushiromiya Battler,「今この瞬間の、この薔薇庭園が真実だ！　覗いた瞬間にブラウン管の中の小人は蒸発する。そしてここには何の魔法の痕跡もない！　だからお前らの魔女の戦いは“行なわれなかった”ッ！！」
{f:5:Beatrice},「な、……何だ、そ、その返し手は……？！　その力は、…も、もしや…？！」
Ronove,「…お忘れですか、お嬢様。多層世界収縮術です。無限の魔女の力と対になる、有限の魔女の力。無限の魔女にしか悟ることができず、そして無限の魔女にとってもっとも強力な効果を発揮します。」
{f:5:Beatrice},「シュ、“シュレディンガーの猫箱”かッ？！………あ、……あの老いぼれ魔女め…、余計な入れ知恵をッ！！」
Ushiromiya Battler,「時間をロスった。使用人５人と祖父さまで６人の死体！　状況を確認させてもらうぜ。俺がモタモタしてて時間を無駄にしちまった。ここからはサクサク行くぜ？
Ushiromiya Battler,席に着け、ベアトリーチェ！！　ようやく第一の晩じゃねぇか、本番スタートだぜ。ドンと来やがれッ！！！」
