Speaker,PC Japanese (JP)
Ushiromiya Maria,「わああああああ…！　何これ！　何これ？！」
,中には、チェスの駒が収められるような感じで、陶製の小さな動物の人形が２０体くらい入っていた。
,りす、うさぎ、小鳥、犬や猫。それらはみんな楽器を持っている。
,それらに加えて、パノラマ状の背景板も入っていた。そこに描かれているのは、森の中の風景。開けた広場を森の小動物たちが囲んで楽しそうにしている。
,楼座がテーブルの上にそれを広げて立てる。
,……そして駒のような陶製の人形たちをその前に並べていくと、………それは、森の動物たちの音楽隊になった。
Ushiromiya Rosa,「素敵でしょ？　お店のショーウィンドで見て、一目惚れしちゃったの。これを、良い子でお留守番してた真里亞にプレゼントするわ。」
Ushiromiya Maria,「うーーー！！！　ありがとう、ママー！！！
Ushiromiya Maria,すごいね、さくたろ！　お友達がこんなに増えちゃったね…！　さくたろの言う通りだった！　楽しく賑やかに過ごしてたら、お友達が増えちゃうって本当だった…！」
Sakutarou,『ね、言ったとおりでしょ？　ほらね、お友達が増えた、ほらね、お友達が増えた！　うりゅ〜♪』
,楼座は、お土産を気に入ってくれたことに安堵すると、数日間の疲れがどっと溢れ出してくるのを思い出すのだった…。
Ushiromiya Maria,「ママ、本当にお疲れ様…！　シャワー浴びてくるといいよ。あったかいの浴びると、きっと疲れが取れるよ。湯船にする？　真里亞が今日は入浴剤を選んであげるね！」
Ushiromiya Rosa,「ありがとう。でも、もう遅いから真里亞は寝る支度をなさい。ママも疲れたから、シャワーだけ浴びてすぐ寝るわ。明日も早いし。」
Ushiromiya Maria,「うん、わかった！　はい、ママ、コート脱がしてあげるー。」
Ushiromiya Rosa,「大丈夫だってば…。…あぁ、ありがとう。」
Ushiromiya Maria,「ママのコート、お外の匂いがいっぱいする。……うー？　あ、ごめん、何か落とした。拾うね？」
,楼座のコートを抱え込んだ時、ポケットからレシートか半券のようなものが、ぽとりと落ちる。
,…ママのポケットに入っているものだから大事なものだろう。
,真里亞は慌ててそれを拾う…。
,それは、新幹線かグリーン車か何かの切符に見えた。
,…………熱海？温泉とかで有名なとこかな…？
,その時。…剃刀のように鋭い音がして、温かな空気を割った。
,ついさっきまでいた、娘とお土産を楽しみ、数日振りの帰宅で疲れの溜まった楼座ではなく、………容姿はそっくりだけど、まったく別の、恐ろしい形相を浮かべた人物がそこにいた。
,…その手には、真里亞が拾いかけた半券がある。…真里亞の手から瞬時に奪い取ったものだ。
,真里亞は数瞬だけ遅れてから、…手を叩かれた痛みと、母の形相から、自分がいけないことをしたに違いないと悟った。
,ただ、自分が何をして怒られているのかだけがわからない。
,……多分、あの半券みたいなもののせい。
,触っちゃ、……いけなかった………？
,せっかく、楽しく幸せにママをお迎えしてあげたのに、…ママの大切なものに勝手に手を触れて、その空気を台無しにしてしまった…。
,……だから真里亞はすぐに謝る。
Ushiromiya Maria,「ご、………ごめんなさい………。」
Ushiromiya Rosa,「…………っ。………………。」
,謝罪の言葉は届いたはずなのに、むしろ楼座は、表情を歪ませる。
,…望まぬ言葉だったのだろうか。
,真里亞はどうすればいいかわからなくて、母の出方をじっとうかがう…。
,すると、そんなにも大事な半券のはずなのに、ぐしゃっと握り潰しながら、自室の方へ足早に去っていった…。
,真里亞には、……何がいけなかったのか、よくわからない……。
Ushiromiya Maria,「………うー……。……真里亞きっと、………余計なことをしたんだね……。…あの紙はきっと、ママのお仕事の大切なものだったんだね。それに勝手に触っちゃったから…。」
Sakutarou,『うりゅ……。…真里亞は悪くないよ………。…だから、今夜だってこんなにも幸せ。』
Ushiromiya Maria,「うん。…幸せ。」
Sakutarou,『ママだって、お風呂に入ってすっきりしたら、いつものやさしいママに戻ってくれるよ。だから、気にしちゃだめ。うりゅ。』
Ushiromiya Maria,「そうだね……。ママだって疲れてるんだもんね。……うー、気にしちゃだめだね。今夜だって、真里亞たちはこんなにも幸せ。」
Sakutarou,『うりゅ。』
Ushiromiya Ange,「………………もうやめてよ。…見てられない。」
Ushiromiya Maria,「……縁寿は、幸せの見つけ方が間違ってると思うよ。」
Ushiromiya Ange,「間違ってるのはお姉ちゃんでしょ！！　これのどこが幸せだってのよ…！！　もう…、痛々しくて見てられないッ！！」
Ushiromiya Maria,「何が…？　ママが急に怒り出したこと？　………人間、疲れてれば、そういうこともあるものだよ。……一時の感情のすれ違いだけで相手を全否定するのって、縁寿は大人じゃないと思うよ。」
Ushiromiya Ange,「……９歳の真里亞お姉ちゃんに言われるとはね…。でも、そんなことじゃないでしょ、問題なのは！　お姉ちゃんが拾ったあの半券、明らかにおかしいじゃない！」
Ushiromiya Maria,「何が？　何もおかしくないし、今夜の幸せと何も関係ないよ…？」
Ushiromiya Ange,「楼座叔母さんは仕事で会社に泊まり込むって電話してきたんでしょ？！　何で熱海？！それって旅行でしょ？！
Ushiromiya Ange,　真里亞お姉ちゃんを置き去りにして、旅行に行ってたってことでしょ？！　しかも普通、旅行って言ったら一人では、」
Ushiromiya Maria,「あれが仮に熱海行きの券だったとしても。だからって、ママが嘘をついて旅行にいった証拠にはならないよ…？」
Ushiromiya Ange,「電話で嘘をついて、あんなにも形相変えて奪い取って！　何よりの証拠じゃない…！！」
Ushiromiya Maria,「………昔の仕事で出張した時のものかもしれないよ？　あるいはゴミか何かをたまたまポケットに入れちゃっただけかも。部下の人が出張した時の領収書かもしれないね。
Ushiromiya Maria,…だったら仕事の大切なもの。玩具じゃないんだから、ママが取り上げたのも頷けるよ。……縁寿の言う証拠なんて、単なる状況証拠。想像と妄想。………どうして、真里亞とママの仲が悪くなるように解釈するのか、わからないよ。」
Ushiromiya Ange,「どうしてお姉ちゃんが、そこまで楼座叔母さんの都合がいいように解釈できるのかの方がわからない！！」
Ushiromiya Maria,「………やっぱり、縁寿は可哀想な子。………君を幸せにしてくれるカケラは、こんなにもたくさん、身の回りに落ちているのに、それを見つけられない。
Ushiromiya Maria,……なのに、不幸せなカケラばかり見つけてしまって、傷付き続けている。……だから縁寿は傷付くことに怯え、……傷付けるものが身の回りにないかどうか、それを確かめ終わるまで、幸せ探しすら始められない。」
Ushiromiya Ange,「………………お姉ちゃんと話をしてると、おかしいのがどっちかわからなくなってくるわ。」
Ushiromiya Maria,「あのね？　幸せのカケラも、不幸せのカケラも、どちらもいっぱいあって、世界を満たしてるの。だから、身近の幸せが見つけられない人は、どこまで探しに行っても見つけられない。……チルチルとミチルが青い鳥を探したみたいに。」
Ushiromiya Ange,「…………そうね。そういう教訓の話だった。」
Ushiromiya Maria,「縁寿はその正反対。……不幸せなカケラがまったくない世界を探してる。でも、それだって青い鳥と同じなんだよ。だから、永遠に縁寿は自分の幸せを、見つけられない。
Ushiromiya Maria,…………戦人はヘンゼルなの？　青い鳥なんじゃないの……？」
Ushiromiya Ange,「……もういい加減にして。………何れにせよ、幸せな夜が、コートから落ちた一枚の紙切れで台無しになったことはよくわかったわ。」
Ushiromiya Maria,「怖いね。一枚の紙切れで。……なら、幸せを取り戻す力も、一枚の紙切れに宿れるかもしれないよね？」
,せっかく、真里亞と久し振りに心を通わせることが出来たのに……。
,楼座は怒りと悲しみと激しい自己嫌悪で、顔をくしゃくしゃにしながら、自分の部屋に飛び込み、扉を閉める。
,………真里亞のごめんなさいという言葉が、どんな刃物よりも鋭利に、胸に突き刺さっている。
,その時、……書斎机の上に、可愛らしい封筒が置かれているのに気付く。
,少女雑誌の付録か何かの封筒だろう。
,………ママへ。幸せのお裾分け、とある。
,それを手に取り、………躊躇ってから開封し、…中身を読む。
,………………………………。
,　そして、大粒の涙を２つ、紙面に記した後、………部屋を飛び出し、洗面所に向かっていた真里亞に後からしがみ付いて、………娘の背中に顔を埋めて、……泣いた。
,　そして、真に謝るのは自分の方であることを自覚し、…………謝罪した。
,どうしてママが謝るの…？　という問い掛けには、答えずに……。
Ushiromiya Maria,「………ほら。もう、仲直り。………あんなの、ママと真里亞の仲良しの前には、全然気にすること、ないんだよ。」
Ushiromiya Ange,「……………………。………私には、真里亞お姉ちゃんの幸せは、…辛すぎる。」
Ushiromiya Maria,「……縁寿の気持ちも、一応は理解するよ。……真里亞だって、この“力”に気付くまでは、…今の縁寿と同じで、不幸なカケラしか見つけられない気の毒な子だったから。」
Ushiromiya Ange,「…………その“力”って、何？　私になくてお姉ちゃんにはある。…そして、それがないから私は不幸で、お姉ちゃんは幸福だと言うの？　………“力”という抽象的な表現でしか理解できない“それ”は、一体どんな力なの……？」
Ushiromiya Maria,「うん。縁寿はそれが知りたいんだよね。……だから、私の物語を、ここまで読み進めてきたんだもんね。
Ushiromiya Maria,…………もちろんだよ。教えてあげる。この力の秘密を。……そして私は昔、幼い縁寿にちゃんと教えてあげたんだよ…？　忘れちゃってる…？
Ushiromiya Maria,大丈夫、思い出せるよ。……今から私が、……ううん、彼女が。教えてあげる。」
Ushiromiya Ange,「…………彼女……？　って、誰。」
{f:5:Beatrice},{a:c:「妾がそれを、マリアに代わって教えよう。」}
Ushiromiya Ange,「………ベ、…………ベアトリーチェ……………。」
{f:5:Beatrice},「マリアにはあって、そなたにはない“力”。」
Ushiromiya Maria,「うん。真里亞にあって、縁寿にない“力”。」
,——それが、魔法。
,真里亞とベアトは、口を揃えて言った。そして綺麗に揃ってしまったことを、互いにくすくすと笑い合う。
,……何だかベアトらしくない、無邪気な仕草だった。
,のんびりとした庭園のテーブルには紅茶が並び、ベアトと真里亞と、そして膝の上にはさくたろうがいて、楽しく談笑している…。
{f:5:Beatrice},「…………ほぉ。そうか、さくたろうと申すか。そなたの一番の友人とな！」
Sakutarou,『うりゅ…。初めまして、さくたろうと申します…。』
Ushiromiya Maria,「うー、さくたろは人見知りするから緊張してるの。大丈夫だよ、ベアトリーチェも、真里亞の素敵なお友達なんだよ…！」
Sakutarou,『うりゅ。真里亞の友達は、ボクも友達…？』
Ushiromiya Maria,「うん！」
Sakutarou,『うりゅ。……じゃあ、ボクもベアトリーチェの友達？』
Ushiromiya Maria,「うん！」
Sakutarou,『うりゅー！』
{f:5:Beatrice},「……真里亞にとっては、このようなことは日常においてよくあることなのか？」
Ushiromiya Maria,「うー？　何が？」
{f:5:Beatrice},「このように、無機物に魔法の魂を込め、生を宿らせることは、そなたの日常においては茶飯事なのか？」
Ushiromiya Maria,「……うー。さくたろは無機物じゃないよ、ライオンの子だよ。」
Sakutarou,『うりゅー！』
{f:5:Beatrice},「ふむ……。……ぬいぐるみは依り代として優秀だ。ゆえに、毒を持たぬ無垢な子どもが話し掛けることによって、それに応えようとする精霊が宿ることが少なくない。」
,ベアトリーチェが言うには、いわゆる子どもの頃のお人形遊びなどは、本当に人形が意思を持って対話をし、自らの意思で動くことさえあるという。
,しかし、その依り代に宿らせる力は、無垢ゆえにとても弱い。
,人形が喋るわけがない、動くわけがない、というニンゲンの常識の毒がわずかでも入り込むと、たちどころにそれは、物言わぬただの人形に逆戻りする……。
{f:5:Beatrice},「しかし、……そなたのその、さくたろうというぬいぐるみは違う。」
Ushiromiya Maria,「うー！　さくたろはぬいぐるみだけど、ぬいぐるみじゃないー！」
Sakutarou,『うりゅー！　ライオンの子ー！　が、が、……うりゅー！』
Ushiromiya Maria,「さくたろはライオンの子だけど、まだ子どもだから、時々、がおーって言えないの。うりゅうりゅうりゅ♪」
Sakutarou,『うりゅうりゅうりゅー！』
,さくたろと、お茶の乗ったテーブルではしゃぎ合う真里亞を眺めながら、ベアトリーチェは感嘆のため息を漏らす。
{f:5:Beatrice},「………何と言うことか。…さくたろうとやらは、その布地と綿の依り代を核に、完全に人間界に顕現している。自らの人格を持ち、召喚者と自在に対話をし、^{i:しかも自らの意思で動いている}。
{f:5:Beatrice},……しかもさらに驚くべきは、それが異界の人物を名指しして呼び寄せたものではなく、真里亞がゼロの海から生み出したものという点だ。」
,真里亞はその後、自分の友達はさくたろうだけでなく、家に帰れば他にもたくさんいるとベアトに自慢した。
,他にも、同様のぬいぐるみや人形が、さくたろう同様、自らの意思で話せ、動けるというのだ。
,それは真里亞にとっては当然のこと。ぬいぐるみが自らの意思で話し、動き、友達になってくれるのは当然のことなのだ。
,……それを、当然のことと言ってのける真里亞に、ベアトリーチェは魔女として、畏怖に似た敬意すら覚えるのだった。
{f:5:Beatrice},「…………真里亞。そなたのその力は紛れもなく、魔法である。」
Ushiromiya Maria,「魔法なの……？　真里亞はまだ魔女見習いだから、魔法なんて使えないよ…？」
{f:5:Beatrice},「いいや、魔法だ。………それを自覚して使えぬから未だ見習いなのであろうが、……それにしても大した魔力！　そなたの友人、さくたろうの顕現こそが、その立派な証であるぞ。」
Ushiromiya Maria,「顕現って…？」
{f:5:Beatrice},「うむ。そなたの場合は、創造と呼んでも良いであろうな。……他人の手にあっては何の魂も持たぬ無機物が、そなたの魔法によって魂を吹き込まれている。
{f:5:Beatrice},しかも、それを強力な力で人間界に留めている。……これほどまでに魔法を否定する毒気に満たされた現代において、一個の生命体たりえるほどに顕現できる魔力は、妾とて容易なことではないわ。」
,魂のない存在なら、いくらでも生み出すことは難しくない。しかし、魂ある存在を生み出すのは、とても難しいこと。…ベアトはそう言い切る。
Ushiromiya Maria,「………ベアトが言うのがよくわかんない。さくたろがすごいってこと…？」
{f:5:Beatrice},「さくたろうとそなたが、共に素晴らしいということだ。……誇ってよい。…なるほど、金蔵のもっとも欲したものは、そなたに一番濃く宿っているらしい。」
Ushiromiya Maria,「何でベアトにそんなに褒められるのかさっぱり。ね〜、さくたろ。」
Sakutarou,『うりゅ〜！』
{f:5:Beatrice},「……真に驚嘆すべきは、ぬいぐるみに魂を宿したことだけではないのだ。それにより、自己の世界観まで変化させた。……そなたは無より有を生じる力が群を抜いている。
{f:5:Beatrice},……１を１００にすることは容易い。しかし、０から１を生じることは容易くはない。…そなたが一人前の魔女になったなら、妾と双璧どころか、妾とて一目置かざるを得ない大魔女に成長するであろう。
{f:5:Beatrice},原初の魔女、か。………そなたの将来が、妾にとっても楽しみだ。」
Ushiromiya Maria,「うー！　ベアトに魔女の才能あるって褒められた〜！」
Sakutarou,『良かったね真里亞！　うりゅ、ベアト…、真里亞を褒めてくれて、ありがとう。』
{f:5:Beatrice},「くっくっくっく！　礼には及ばぬぞ、さくたろう。その赤いマフラーは実に似合っているぞ。そして、そなたのような友人を生み出せる、そなたの主人の才能に嫉妬する。」
Sakutarou,『うりゅ〜！　マフラー褒めてくれてありがとう。これ、真里亞にプレゼントしてもらったの。ボクのお気に入り。』
{f:5:Beatrice},「まさに、そなた専用のマフラーになるために生まれてきたようなサイズであるな。……これは、妾も新しき友人に何かプレゼントを贈らねばなるまい。」
Ushiromiya Maria,「うー？　ベアトがさくたろにプレゼント……？」
{f:5:Beatrice},「魔女の贈り物は魔力あるものと決まっておる。ならば、そなたの友人がいつまでもそなたの友人でいられるよう、そして、そなたともっと楽しく遊べるように。
{f:5:Beatrice},さくたろうに妾の魔力を贈ろう。それにより、さらに強く顕現することが出来るだろう。」
Ushiromiya Maria,「うー？　さくたろともっともっと楽しく遊べるようになるの…？　どうやって？」
Sakutarou,『うりゅ……？　何だろ、真里亞…。それって怖いこと……？』
Ushiromiya Maria,「大丈夫だよ。ベアトは怖いことなんて何もしないよー。ね、ベアトリーチェー！」
{f:5:Beatrice},「うむ。必ず気に入ってもらえるはずだ。………さて、より強く顕現するには、より強いイメージが必要であるな。………さてさて、どうしたものか。うむむむむ…。」
,ベアトは、どうすればより喜んでもらえるか、腕を組んで思案する。
,するとそこへ、………もうひとりの魔女の姿が。ベアトの師匠、ワルギリアだった。
,ワルギリアはまさに大魔女。
,…真里亞が大魔女だと思っているベアトが、さらに大魔女と呼ぶのだから、大々魔女に違いない。
,ベアトの話によると、その魔法の力はベアトですら未だに足元にも及ばないという。
{f:5:Virgilia},「おやおや。賑やかな声が聞こえてくると思ったら。楽しそうなお茶会ですこと…。」
{f:5:Beatrice},「おお、お師匠様。ちょうどいいところへ。このライオンの子を見てほしい。真里亞の新しい友人だそうだ。」
{f:5:Virgilia},「ほっほっほ。可愛らしいライオンさんですね。……ご挨拶は出来るのかしら？　初めまして、こんにちは…？」
Sakutarou,『う、うりゅー！　さ、さくたろうと申します。』
,さくたろは、真里亞の膝に降り、テーブルの縁から顔を半分だけのぞかせて挨拶をする。
,…ベアトがお師匠と呼ぶほどの魔女なので、かなり緊張しているようだ。
{f:5:Virgilia},「ほっほっほ。可愛らしい名前だこと。……上手な挨拶が出来たご褒美に、お菓子をあげましょうね。」
,ワルギリアは、手をひらひらさせてから、手の平を上に向け、空気を軽く掴み取るような仕草をする。
,そしてその握り拳をさくたろの前に差し出す。
,…………そして拳を開くと、そこには一粒だけパックされたタイプののど飴があった。
Sakutarou,『うりゅー？！　飴だよ、真里亞、すごいすごい…！！』
Ushiromiya Maria,「うー！　良かったねさくたろ！　ちゃんとお礼を言ってね。」
Sakutarou,『うりゅ。飴をどうもありがとうございます。…ぺこり。』
,ワルギリアは、大々魔女であるにもかかわらず、ぬいぐるみのさくたろうに対しても上品に挨拶を返して見せるのだった。
{f:5:Beatrice},「しかしお師匠様ァ、のど飴とはまぁたババ臭い…！せめてイチゴミルクのキャンディーとか出ないのかよ〜。」
{f:5:Virgilia},「これはひどい。もうあなたには飴をあげませんよ？」
{f:5:Beatrice},「くっひゃっひゃっひゃ、悪ィ悪ィ。………さて、真里亞。そなたの魔導書を出すがよい。もちろん筆記用具もな。」
Ushiromiya Maria,「うー？　うん、出すよ。何か書くの？」
{f:5:Virgilia},「……おや、何を始めるのですか？」
{f:5:Beatrice},「お師匠様に習った魔法を使うのだ。………依り代に異界の住人を顕現させる魔法。
{f:5:Beatrice},あれの応用で、この真里亞の友人を顕現させる力を、より強めることが出来るのではないかと思ってな。……それを、真里亞と真里亞の友人への贈り物としたい。」
{f:5:Virgilia},「なるほど。…すでに顕現している存在なら、そう難しいことではないでしょう。それは素敵な贈り物になりそうですね。では、私もささやかですが協力しましょう。」
{f:5:Beatrice},「お師匠様が立会人にサインしてくれる魔法なら、心強い…！　喜べ真里亞。これは素晴らしい贈り物になるぞ…！」
Sakutarou,『うりゅ…？　何が始まるの…？　怖くない？怖くない…？』
Ushiromiya Maria,「わかんない。でも怖くないと思う。……何だろうね、楽しみだね。」
,ベアトは真里亞の手提げから、魔導書を借りると、バラバラバラッとページを華麗にめくる。
,……そして様々な魔法陣が記されたページの途中に空きページを見つけ、そこを押し広げる。
,そして、ニヤリと笑ってさくたろうを凝視してから、一気にペンを走らせた。
,……それは、魔女が高位世界に対して記す宣言書のようなもの。
,ベアトリーチェが記し、ワルギリアが立会人にサインすることで効力を発揮する、魔法。
,最初は何を書いているのか理解できなかった真里亞も、途中からその書面の素晴らしき魔力を理解し、瞳を輝かせ始める…。
Sakutarou,『うりゅ？！　うりゅ？！　どうしたの真里亞、何を描いてるの？！　うりゅうりゅ？！』
,さくたろうは膝の上なので、テーブルの上で何が書かれているのかわからないのだ。
,……もっとも見たところで、さくたろうにはわからないだろうが。
Ushiromiya Maria,「すごいよさくたろ！！　待ってて、もうすぐだよ、もうすぐだよ！　ベアトすごいベアトすごい！！」
{f:5:Virgilia},「………力ある書面の筆記において、この子の才能は素晴らしい。あなたになら魔界の書記官すら務まりそうですよ。」
{f:5:Beatrice},「これでどうか…！　まずまずであろう…！」
,ものすごい集中力で書かれていたそれが完成し、ベアトは書面を遠目に改めて見直す。
,……まんざらでもない出来らしい。
,そしてそれを覗き込んだ真里亞も感嘆の声をあげる。
Ushiromiya Maria,「……すごいよベアト！！　可愛いー！！　うーうーうー！！」
{f:5:Beatrice},「黄金の魔女、ベアトリーチェの名において、マリアの子、さくたろうをここに認める。………お師匠様、立会人にサインを頼むぜ！」
{f:5:Virgilia},「はいはい。……我が名において、この宣誓に立ち会い認めるものなり。………出来ましたよ。」
,ワルギリアがサインし、その宣言書は完成した。
,それは、さくたろうが人間界に確かに顕現することを、上位世界の存在に宣言する力ある書面。
,真里亞より生まれたさくたろうは、ベアトリーチェとワルギリアの２人の魔女に推薦され、たった今、上位世界にその存在を認められたのだ。
,……それこそが、大いなる顕現の魔法。
,ベアトの話によると、ワルギリアがこの場にいてくれたのはとても僥倖なことらしい。
,上位世界への宣言書は、サインしてくれた魔女の人数や格によって、宿る力がまったく変わるからだ。
,特にワルギリアは、上位世界に友人がとても多いので、彼女のサインは宣言書において、ベアトのそれとは比べ物にならないほどの力を持つ。
{f:5:Beatrice},「この宣言書により、汝、さくたろうを自我ある一個人と認める。そしてその存在をマリアージュ・ソルシエールの条約に従い、友人として迎える。今よりさくたろうは、我ら共通の友人だ。
{f:5:Beatrice},それに相応しき姿を、贈り物としてそなたに贈ろう。受け取るが良い。」
,その宣言書の書かれたページを開いたまま、向きを変えて真里亞に手渡す。
,真里亞はそれを膝の上のさくたろうに見せる。
,さくたろうがその宣言書を認めた時、…………布地と綿で出来た体に、熱くて眩しい何かが宿り始めるのを感じた。
,生まれて初めて経験するそれに戸惑い、おろおろする間にもその力は強まり、……やがて眩しい光が完全に彼を飲み込んだ…。
Sakutarou,『うりゅ……？　うりゅうりゅうりゅうりゅ……！』
,そしてその光が消え去った時。
,…………そこには、真里亞の友人さくたろうが、新しい姿を持って、{i:存在していた}。
Ushiromiya Maria,「うーうーうー！　可愛いよ、さくたろ！　すっごい可愛いよ！」
Sakutarou,『うりゅ…？　うりゅー…。本当に似合ってる？　恥ずかしくない……？』
{f:5:Virgilia},「ほっほっほっほ。とても可愛らしい姿ですよ、さくたろうちゃん。」
{f:5:Beatrice},「マフラーがチャームポイントだと思ってな。あとは耳だ！獣耳はいいぞォ、実に可愛い！　あとで妾にもかじらせよ。くっくっく！」
Ushiromiya Maria,「ありがとう、ベアトリーチェー！！　素敵なプレゼントを本当にありがとう！！」
{f:5:Beatrice},「礼には及ばぬ。そなたの素晴らしき魔法と友人に敬意を表したまでよ。
{f:5:Beatrice},………そして、この域にまで達したそなたは、もはや見習いをいつ卒業してもおかしくない。今日より、さらに新しく楽しい魔法を伝授してやろう。
{f:5:Beatrice},……これより、原初の魔女見習いのマリアと名乗るが良い。」
Ushiromiya Maria,「原初の魔女って…？」
{f:5:Beatrice},「うむ。造物主の道を求める魔女の称号よ。今は身の回りの小物に魔力を吹き込む力しか持たぬ、エンチャンター（付与魔術師）でしかない。
{f:5:Beatrice},……しかし千年の修行を経たならば、その胸の内より魔法大系はおろか、銀河を生み出すことも夢ではあるまい。」
{f:5:Virgilia},「……原初の魔女の才能はとても稀少。幼き日には誰もが持つのに、誰も持ち続けることが出来ない。……この称号は、あなたが穢れなき心を失わなかったことの証でもありますね。」
Ushiromiya Maria,「うー！！　原初の魔女、すごい！　なる！　真里亞、原初の魔女見習いー！」
Sakutarou,「真里亞、すごいねすごいね…！　原初の魔女、すごいすごい、うりゅー！」
{f:5:Beatrice},「やがては一人前の原初の魔女、マリア卿を名乗ることになろう。……さくたろうだけでなく、そろそろそなたも、その格に相応しい身なりをしても良い頃であろうな。
{f:5:Beatrice},………それ。見習いとはいえ、魔女の名を語るに相応しき服装を与えよう。」
,ベアトがケーンである煙管を振るうと、どこからともなく現れたたくさんの黄金の蝶たちが真里亞に群がり、素敵なドレスを与えた。
,それは確かに、原初の魔女をやがて名乗る彼女に相応しい、可愛らしさと荘厳さを併せ持ったものだった…。
Ushiromiya Maria,「すごい…！！　すごいすごいすごいすごい！！　可愛い可愛い！　このお洋服、ママにも見せたい…！！　だめ？」
{f:5:Beatrice},「魔女の正装は濫りに見せてはならぬぞ。もったいぶった方が価値が出るというもの。くっくっく！」
,そして、大魔女と魔女と魔女見習いと新しき友人さくたろうは、賑やかにお茶を楽しむのだった……。
Ushiromiya Maria,「………ね？　私はこんなにも、幸せだよ。そしてこんなにも楽しい。」
Ushiromiya Ange,「………………………。」
Ushiromiya Maria,「幸せになることを、どうか恐れないで。幸せになるというのは、今の不幸を受け容れるという意味じゃないの。今の不幸の中に、幸せを新しく生み出すということなの。それが、原初の魔法。」
Ushiromiya Ange,「……私は、今の自分の世界を、認めたくなかった。……こんなにも孤独で辛い世界を肯定するのが許せなかった。…だから、真里亞お姉ちゃんの世界に惹かれながらも、……最後の一線で、受け容れられなかった。」
Ushiromiya Maria,「…………教えてあげる。真里亞の、原初の魔法を。いいえ、教えたことがあったはず。そしてあなたにも使えたはずなんだよ。忘れちゃった……？」
Ushiromiya Ange,「………………………。」
Ushiromiya Maria,「縁寿だって、マリアージュ・ソルシエールに名を連ねる、魔女の見習いだったでしょう？」
Ushiromiya Ange,「…………えぇ。そうだったわね。………マリアージュ・ソルシエール、…懐かしいわね。……私も、そこに名を連ねていることがあったっけ。」
