Speaker,PC Japanese (JP)
,ですが、それはどうも虫歯ではないようでした。……うっすらと赤い模様が、紗音が抑える頬全体に広がっていくのです。
,その赤い模様は、紗音にとって、堪え難い苦痛を与えているようでした…。
,頬に当てる手はいつしか爪を立てるほどになり、全身に汗が玉のように浮いていきます…。
Ushiromiya George,「…紗音…、紗音…！！　しっかり…しっかりッ！」
Ushiromiya Battler,「どうしたってんだよ！　くそ、何なんだこりゃ、この赤いのは…！」
,それは見る見る広がって、紗音の顔半分を覆ってしまいます…。
,…そして、ようやく愚鈍で間抜けな戦人は気付くのです。
Ushiromiya George,「た、頼む、戦人くん…！　ベアトリーチェさまを信じてくれ…！　後生だから…！！　あぁあぁぁ、君が信じないから、信じないからぁ、ぁぁああぁ…、魔法が、……魔法が解けてしまうぅうぅうぅッ！！」
,戦人は、……生まれて初めて、石榴が裂ける音というものを聞きます。
,その、赤い飛沫が、戦人の顔にも飛び散りました…。
,哀れ、紗音の顔は半分がばっくりと裂け、…あの倉庫の中でのおぞましい最期をもう一度そこに繰り返してしまいます。
Ushiromiya George,「う、うわぁああああああああぁああああぁ、紗音、紗音ッ！！　うわああああぁあああああぁぁあぁあああああ！！！」
Ushiromiya Battler,「く…、うぐぐ、くそお、くそおぉおおおおッ！やめろ、やめろやめろぉおおぉ！！　死者を辱めるな、死者を辱めるなあああぁッ！！」
Ushiromiya George,「ぅうう、……く、………ひぃッ！！」
,今度は、譲治の全身に赤い模様が広がっていきます…。
,それはまるで、紅茶にたっぷりと落としたミルクが描くかのような美しき雲模様。それらがじわりと、そして全体に、広がっていきます。
,……それらは色濃くなるに従い、譲治に苦痛を与えるようでした。
,その奇怪な模様を見て、……戦人は、譲治たちがどのような奇怪な最期を遂げたのか、哀れなほど拙い想像力で必死に考え、立ち竦みます…。
,やがて、……その赤い模様はさらに隣の朱志香にも……。
Ushiromiya Jessica,「く、………ぃ、……く、…………ッ！！」
Ushiromiya Battler,「や、やめろやめろやめろッ！！！　兄貴が何をした、朱志香が何をした、もうやめろぉおおおおおおぉ！！！」
Ushiromiya Jessica,「ば、……戦人……、……ま、…魔女なんかに、…挫けるんじゃねぇぜ……！　……否定しろ、ぶっ消してやれ…。こいつは、……誰かひとりでも否定する限り、存在できない幻影なんだ……！　ううぅううぅ、くぅッ！！！」
Ushiromiya Battler,「だ、大丈夫か朱志香！！　うわッ、あ、兄貴ッ？！？！」
,もう譲治は人の形をしてはいません。…まるで、お料理でおいしいお肉を削いだ後に残した残骸の山のよう。
,…せいぜい、人の頃の痕跡を残すのは、下顎の部分とあばら骨の形状くらいでしょうか。
,そして、赤い模様がどんどん色濃くなる朱志香も、同じ末路を辿ることは明白でした。
Ushiromiya Maria,「…………うー。…戦人。……早く、ベアトリーチェを信じて…。………じゃないと、………みんなの魔法が、………解けてしまう…。」
Ushiromiya Battler,「ま、真里亞、お、お前も全身に……ッ！！！」
{f:5:Beatrice},「私は魔法で、全ての死者を蘇らせる。……でも、お前が信じない限り、それは真の力を持たない。くっくっくっくっく！　もっともお前ほどの男が、この程度のことで屈服することはあるまい…？」
Ushiromiya Jessica,「ば、…戦人……ッ！　私たちは、……身内を疑いたくなかった…。現実から目を逸らしたから、…魔女に屈してしまった……！　でも、…戦人なら…。……戦人なら、……魔女になんか屈しない……！　ひぐッ、ぐかかか、……くかかかかかかかッ！！！」
Ushiromiya Battler,「朱志香ッ、朱志香ぁぁああぁ、わぁああああああああぁあああぁあッ！！」
,哀れ、朱志香も同じ末路。…譲治と同じ、お肉屋さんの残骸のよう。
,崩れて解けて、混じってしまうから、もうどれが譲治で朱志香か、わからない。
Ushiromiya Maria,「……………戦人。泣かないで。…ベアトリーチェは、死者を何度でも蘇らせてくれるよ。だから悲しくないよ…。……だから、…………死んでも、……………平……、気…、」
,真里亞の全身にも赤い模様がじわりじわりと蝕んでいきます…。それを見て、愚かな戦人は絶叫します。
Ushiromiya Battler,「手前ぇは許さねぇ、絶対に許さねぇッ！！　何が魔女だ、何が魔法だ！！　俺は全身全霊を賭けてお前を否定してやるぞ…！！　何が何でも手前ぇを認めるわけにはいかねぇ！！　俺をここまで敵に回しやがった以上、絶対ぇに手前ぇだけは許さねぇ！！
Ushiromiya Battler,許さねぇ許さねぇ絶対許さねぇ！！　よくもこの右代宮戦人を敵に回しやがったッ！！　何が何でも貴様を否定してやるぞ！！　どんな不可解だろうと全部、“人間”で説明してやるッ！！！　手前ぇをこの世から、細胞の一欠けらまで残さず消し去ってやるッ！！！」
{f:5:Beatrice},「よくぞ言ったぞ、戦人とやら…！　それでこそ我が千年の退屈も紛れるというもの！
{f:5:Beatrice},さぁ、説明するがいい。“人間とトリック”とやらで説明してみせるがいい！　そして人間の身の程を知るがいい！！　我が千年を、人間共が築いたとかいう百年で太刀打ちできるか試してみるがいいッ！！　それでこそお前を屈服させる楽しみが増すというものよ…！！
{f:5:Beatrice},さぁ聞こう、戦人とやら！　真里亞の手紙は？　６人の殺し方は？　シャッターは？　レシートの封印は？　チェーンの密室は？　嘉音のボイラー室は？　源次たちの客間は？！　夏妃の自殺は？！　碑文の謎は？！　隠された黄金の在り処は？！
{f:5:Beatrice},さぁ、戦人とやら、“人間”の力を見せてもらおうではないかッ！　ふっはははははははははははははははははは！！！」
Ushiromiya Battler,「うをおぉおおおぉおおおおおおおおおおおおおおおおおぉッッ！！！」
