Speaker,PC Japanese (JP)
{f:5:Beatrice},「……ほぅ。いつものヤツとな。…ならば頼もうではないか。あれを聞かぬと、やはり始まった気がせぬわ…。」
,初手は、俺からだ……。
Ushiromiya Battler,「行くぜベアト。
Ushiromiya Battler,復唱要求。……“この島には、１８人しかいない”。」
{f:5:Beatrice},「…………………。」
Ushiromiya Battler,「…こいつを赤で言われちまったら、俺は１８人の誰かを疑わざるを得ない。……１９人目の仕業にはもうできず、八方塞さ。
Ushiromiya Battler,………だが、俺は１８人の中に犯人が絶対にいないと信じてる！　あんな残酷な殺人を、１８人の誰にも起こせるものか…！！」
{f:5:Beatrice},「…………………。」
Ushiromiya Battler,「繰り返すぞ。復唱要求！　“この島には、１８人しかいない”。」
{f:5:Beatrice},「…………………………。………拒否する。理由は明かさない。」
,ふぅっ…！俺にとって、最悪の赤は回避された。
,もしこれを復唱されていたら、俺は魔女を認めるか１８人の誰かを疑うのかの、最悪の二択を迫られ、前回の二の舞となってしまう…。
,だが、ベアトはこの究極最大の俺の弱点を、赤で宣言しなかった。
,突かない理由のない、よだれが出そうな弱点なのに、復唱を拒否した。
,王手飛車取りにも等しいこの一手を、赤で斬れなかった…！
,……これは、俺にとってあまりに有利な幸先だ。
,そうさ。１８人の中に犯人などいない。俺は誰も疑わない…！
,そして犯人は魔女でもないのだから、………つまりこの島に１９人目が存在するということ。
,それがお前だ。
,祖父さまの３０年来の愛人で、ずっとずっと森の中の隠された屋敷に、ひっそりと隠れ住まっていた人物。
,“人間”の、ベアトリーチェ………！！
Ushiromiya Battler,「そうさ。お前は魔女なんかじゃない。……この島に何十年も隠れ住んできた、…ただの人間なんだッ…！」
{f:5:Beatrice},「………くくくく。くっくっくっくっく…。…千年を経た無限の魔女の妾を、ただの人間呼ばわりしたか。……くっくくくくくくくくくくく！」
,ベアトリーチェはしばらくの間、小気味よく、あるいは悔し紛れに、気持ち悪く笑い続けた。
Ushiromiya Battler,「…いいか、続けるぜ。…続けて復唱要求。
Ushiromiya Battler,“この島には、１９人以上がいる”！」
{f:5:Beatrice},「…………………………。」
,ベアトリーチェは再び沈黙する。
,この島に存在する人間の数を確定することが、場合によっては何かの大きな不利になるかもしれなことを感じ取り、相当、慎重になっているのだろう。
,もはや、赤は俺にとって反撃の足掛かり。そこまでわかっているなら、赤は魔女にとってリスクあるものになる。
,しかし、もしこれを復唱できないなら、ヤツの“ヘンペルのカラス”は有効にならない。
,俺の“悪魔の証明”を打ち破るには、１８人以外の人間の存在と人数を、事前に赤で確定する必要があるのだから。
,そう。１９人目の存在は、赤以外では打ち破れない。
,俺はベアトを、赤を使う他ないように{i:追い詰めた}…！
,　この魔女とのゲーム…、………戦い方は、……確かにあるッ！
Ushiromiya Battler,「拒否してもいいんだぜ。…お前が赤で言えないなら、この島の合計人数は１８＋Ｘってことになる。
Ushiromiya Battler,……このＸは、初手で許すには相当デカい大駒だぜ？　何しろ、以後、１８人の誰にも不可能だった、という根拠のトリックは、全て１８人以外の人間Ｘで説明可能になる。……全員アリバイ系の密室を、全て打ち破れる大駒だ…！」
,それはさながら、敵陣にわずかの隙間があれば鋭く食い込める、チェスのビショップのようなもの。
,同じ色のマスにしか効果を発揮しないが、その盤上の支配力は大きい。
{f:5:Beatrice},「…………………………。………………く。」
,ベアトも、現在の窮状をよく理解しているようだった。
,これほどの大駒を、これほどの序盤に見捨てられるわけもない…。赤き宝刀を抜けば、それを救うことは難しくないだろう。
,……しかしベアトは、むしろ俺がそれを待ち受けていることも、充分に察している。迂闊な赤き真実が、自らの首を絞めることになるかもしれないと怯えている…！
,なぜなら、…本来、魔女は赤で否定されべき存在だからだ。
,信じろ。疑うな！　魔女などいない！この世にそんなもの、存在するわけもない。
,それが存在できるのは、現実の狭間だけ。
,…その隙間にて、真実の暴風から必死に身を守って縮こまり、虚偽と幻想で食い繋いでいる時だけ、蜃気楼のように細々と存在できる脆弱な存在なのだ。
,つまり、魔女だけが使える赤は、自らを否定しかねない現実そのもの。
,……赤を振りかざせば振りかざすほどに。魔女はわずかずつだが、自らの凌げる現実の隙間を失っていく。
,だからこそ、あやふやな情報、……つまり、幻想の余地ある現実の隙間を、無用心に赤で失いたくないのだ。
,それが徐々に自分を追い詰めていくと理解しているから。
,もちろん、ヤツはそれを認めないだろう。
,それを認めれば、自分がこの世に存在してはならない虚数的存在であることを認めたも同然になってしまうのだから。
,怯えるな。強気でいろ…！ヤツが一番骨身に染みてわかってるんだ。
,赤き宝刀は、相当の覚悟がなければ容易には使えないのだということを…！
Ushiromiya Battler,「…どうしたよ。繰り返すぜ。……復唱要求！
Ushiromiya Battler,　“この島には、１９人以上がいる”！」
{f:5:Beatrice},「……………………。……ふ。…拒否する。」
,ベアトは悩みに悩みぬいた末。……深いため息をひとつ漏らしながら、静かに拒否を宣言した。
,……使うと思ってた。
,だがベアトは、序盤の勝ちを譲ってまで赤を使うことを拒否した。
Ushiromiya Battler,「拒否したな……？ということは、今後、俺は１８人以外の架空人物Ｘを何人でも使い放題ってことになるぜ…？」
{f:5:Beatrice},「好きにするがよい。…妾はそなたの復唱を拒否した。今はそれで充分であろう？　……拒否の理由は、………。…いや、今はまだ明かさぬ。いずれすぐにわかる。」
Ushiromiya Battler,「…いっひっひ。もったいぶりやがってよ…。」
{f:5:Beatrice},「……敢えて使わぬ赤もまた、赤らしい使い方よ。そなたは赤き宝刀と呼んだな。愉快な例えよ。妾も使おう。……宝刀は抜かぬ内が花よ。むしろ抜かぬことによって醸せる畏怖というものもある。」
Ushiromiya Battler,「そうだな。…俺はお前がいつ赤で引っ繰り返してくるか、常に念頭に置いて戦わなければならない。こいつは偉ぇプレッシャーだ。
Ushiromiya Battler,……それに、復唱を拒否される方が辛い場合もある。…何しろ、俺の読みが正しいから拒否できないのか、ミスリードにはまって泳がされてるのか区別がつかないからな。
Ushiromiya Battler,…そういう意味では、なるほど。抜かずの宝刀ってわけだ。」
{f:5:Beatrice},「…………なぁに。同じ突き落とすなら、少しでも高いところに行かせてからに限る。…まだ始まったばかりよ。まだまだな…。
{f:5:Beatrice},この勝負は、今は妾がリザインする。…淡き勝利に今は酔え。……今はな。」
,その負け惜しみが、事実上、序盤戦のピリオドとなったらしい。にもかかわらず、まったく気は抜けない。
,…ロノウェが乾いた拍手の音を聞かせてくれるまで、俺の緊張感は緩まなかった…。
Ronove,「……お見事です、戦人さま。まずは序盤は、戦人さま有利の展開でスタートというところでしょうか？」
Ushiromiya Battler,「さぁな…。この駒が、俺の手でもぎ取ったものなのか、取るよう誘導されたものかはまだわからねぇな。
Ushiromiya Battler,……どうせお前のことだ。俺が罠にはまり始めてるのを知ってて、白々しく拍手をしてるんだろ…？」
Ronove,「まさか。序盤とは言え、お嬢様より一本を奪った手腕を純粋に祝福いたしております。…何しろお嬢様はすぐ増長するお方。たまにはこのような刺激も良い薬かと思いますよ。」
Ushiromiya Battler,「…お前んとこの執事、ホント口悪ぃな…。」
{f:5:Beatrice},「であろぅ？　たまに妾でもカチンと来るぞ。」
Ronove,「それはそれは、大変に失礼いたしました。
Ronove,さぁさ、お嬢様に戦人さま。紅茶のお替りはいかがですかな？　まだゲームは始まったばかりでございます。ゲームを彩るお茶とお菓子は、どうかこの私めにお任せを。どうぞお気兼ねなく、ゲームをお進めになってください。」
Ushiromiya Battler,「そうさせてもらう。先を進めるぜ。これからが本番だ。」
{f:5:Beatrice},「…………ふ。良かろう。時計を進めようではないか。ロノウェ、紅茶を頼む。」
Ronove,「かしこまりました。クッキーは？」
{f:5:Beatrice},「いらぬ。ベルゼブブにやれば喜ぼう。…………しばし沈黙せよ。」
,悪魔の執事が紅茶を注ぐ音を聞きながら、魔女は浅く目を瞑り黙り込む。
,……しばらくの間、沈思黙考したが、やがて悪戯っぽい何かを瞳に浮かべた。
{f:5:Beatrice},「よかろう。…………妾がどうして初手にて赤で語るのを拒否したのか、今よりわからせてやろうぞ。」
Ushiromiya Battler,「……何ぃ…？上等じゃねぇかよ。お手並み拝見と行くぜ。」
{f:5:Beatrice},「くっくっく…。やはり、見逃すには惜しい大駒よ。
{f:5:Beatrice},……拙速かも知れぬが、動かせてもらおう。赤は使わぬが、今よりそれを妾に代わって楼座が説明する。聞くが良い。」
Ushiromiya Eva,「もちろん、私も同意よ。楼座もそうでしょう？……………楼座？」
Ushiromiya Rosa,「え、あっ、ごめんなさい…。わ、私も同じよ。同意するわ。」
Ushiromiya Hideyoshi,「………どうしたんや、楼座さん。…あんたさっきからずいぶん大人しいなぁ。体調でも悪いんとちゃうか…？」
,楼座は、元々、兄弟喧嘩に進んで口を挟む性分ではない。
,…しかしそれにしても、ずいぶんと消極的で、今夜の会議ではまったくといっていいほど、発言していなかった。
,ずっと俯いて、何か他のことを考えているようだった…。
Ushiromiya Eva,「あんた、さっきからぼんやりしてるわよ。そんなので遺産が守れると思ってるの？　あんたも一児の母なんだから、もっとしっかりなさいよ。」
Ushiromiya Rosa,「ご、ごめんなさい……。」
Ushiromiya Krauss,「朝がだいぶ早かったんじゃないかね？　体調が悪いなら無理をしない方がいいだろう。」
Ushiromiya Natsuhi,「……客室にベッドの用意がありますよ。お休みになってはいかがですか？　ご案内しますよ」
Ushiromiya Rosa,「いえ、…大丈夫です。ありがとう。」
Ushiromiya Rudolf,「…どうしたんだ。何か心配事でもあるのか？」
Ushiromiya Rosa,「………いえ、別に………。」
Ushiromiya Kyrie,「そう…？　さっきからずっと、心ここに在らずという感じよ。…そしてそれは、今、私たちがしている議題と、何か関係があるんじゃないかしら…？」
,その言葉に、みんなが一斉に楼座に注目する。
,それに応えるように、楼座もびくりと肩を震わせた。
,霧江の指摘は間違っていないようだった。…楼座もまた、それを否定しない…。
Ushiromiya Rosa,「………………いえ、あの…。……………………………。」
,何かを口にしようとしたが、それを飲み込み、再び沈黙してしまう。
,さすがに他の兄弟たちも、彼女の様子が普段と違うことに気付き始めた…。
Ushiromiya Rudolf,「どうしたんだ。…さっきからおかしいぞ。何か思うことでもあるのか…？」
Ushiromiya Hideyoshi,「わしら全員で団結しようって誓い合ったばかりやないか。ひとりで悩むなんて、水臭い話やで。話したってぇな。」
Ushiromiya Krauss,「……楼座。話しなさい。」
,男たちに次々と催促され、楼座は観念しおずおずと打ち明ける…。
,それはまるで、ささやかな悪戯が、重大な事態を招いてしまったことを告白するような、そんな雰囲気によく似ていた。
Ushiromiya Rosa,「いえ、その……。……ベ、ベアトリーチェっていう、お父様の愛人って、……本当にその、………生きてるのかしらって思って…。」
Ushiromiya Eva,「はぁ？　そりゃ生きてるに決まってるでしょう。こうして手紙を送ってくるぐらいだもの。」
Ushiromiya Rudolf,「元気かどうかは別の問題だろうけどな。肖像画の美女も、今じゃきっといいお歳だろうぜ。」
Ushiromiya Hideyoshi,「元気やと思うでぇ。カネのことで悪知恵働くヤツは、決まっていくつになっても元気や！案外、悪巧みは最高の回春剤かも知らへんで。わっはっはっは。」
Ushiromiya Rosa,「……生きてるはず、………ないの。」
Ushiromiya Kyrie,「え？　……今、何て？」
Ushiromiya Rosa,「ベアトリーチェは、……死んでるのよ…。………わ、…私が殺した…！」
Ushiromiya Rudolf,「な、……何だって……？！」
Ushiromiya Eva,「…ど、…どういうことよ、楼座…！」
Ushiromiya Rosa,「で、でも、私が殺したわけじゃ…。……で、でも私があんなところに連れ出したから！　…やっぱり私が殺したのよ…。あれは夢だと思い込もうとしたのよ！！
Ushiromiya Rosa,　……でも、……やっぱりあれは夢じゃなかったのよ！　だからこれは、……ベアトリーチェの亡霊からの手紙なのよ！！　うわああああぁああぁああぁあぁ！！」
,突然のことに、誰もが言葉を失う。楼座は取りとめもないことを口走りながら、髪を振り乱しながら頭を抱えていた…。
Ushiromiya Natsuhi,「どうか落ち着いて…！　楼座さん…！」
Ushiromiya Hideyoshi,「わ、わしには何が何やらさっぱりや…！　もう死んどる？　どういう意味なんや…！」
Ushiromiya Kyrie,「……２つの意味があると思うわ。まず１つ目は、…文字通りの意味。…そしてもう１つは、私たちの想像が正しかったことを裏付けるもの。」
Ushiromiya Krauss,「ということは……。………楼座は、……ベアトリーチェに、会ったことがあるというのかね。」
Ushiromiya Eva,「そ、そんな話、楼座の口からは一度も聞いたことがないわ。…楼座、いつよ？　あなたは一体、いつベアトリーチェに会ったのよ？！」
Ushiromiya Rosa,「昔よ！　ずっとずっと昔よ！！　まだこの島に引っ越してきたばかりで私は幼かった！！　私は悪くないの、私が殺したわけじゃ…！！　うううぅうううぅ！！」
Ushiromiya Rudolf,「…落ち着け！　誰もお前を責めちゃいねぇぜ？まずは水でも飲め。な？　夏妃さん、水差しを頼む。」
Ushiromiya Natsuhi,「は、はい。………どうぞ、楼座さん。どうか落ち着いて……。」
Ushiromiya Rosa,「……………………………………。」
,楼座が荒い呼吸の中に落ち着きを取り戻すまで、……誰も一言も発することはできなかった…。
