Speaker,PC Japanese (JP)
Ushiromiya Jessica,「冗談じゃねぇぜ。…その跡取りってヤツは譲治兄さんに譲るよ。私が担ぐにはちょいとしんどいぜ。」
,すでに紹介したと思うが、朱志香は本家の跡取り娘だ。俺たち分家筋のいとことじゃ、肩に圧し掛かるプレッシャーも違うだろう。
Ushiromiya Maria,「………うー？　朱志香お姉ちゃんが重い？　真里亞が持ったら軽くなる？」
Ushiromiya Jessica,「んー？　あっはははは、サンキューな。大丈夫、真里亞ちゃんには押し付けねぇよ。
Ushiromiya Jessica,……この十字架は、私が墓まで背負ってくよ。…安心しなって。」
,真里亞の無邪気な気遣いに感謝するが、朱志香の表情には容易には晴らせぬ将来への不安が残っているようだった。
,…お互い様か。受験を控えた高校生なら、誰だって将来への不安は隠せねぇさ。
Ushiromiya Rosa,「真里亞、いらっしゃい。お母さんと真里亞はこの部屋よ。」
Ushiromiya George,「戦人くんは僕と一緒にこっちの部屋だってさ。」
Ushiromiya Battler,「おー？　何々、こりゃあ驚いたぁ〜！　親たちの部屋より広めじゃないのよ、わ〜オ！」
Ushiromiya Jessica,「どうせ、いとこ同士で集まるだろうと思ってよ。大きめの部屋にするように言っておいたんだ。」
Ushiromiya Maria,「うー！　真里亞もこっちがいい！　お母さんと一緒よりこっちがいい！　うーうー！」
Ushiromiya Battler,「そうか、真里亞もこっちがいいか！　よし、ここは俺と譲治兄貴の部屋だが、特別に出入りを許可してやろう！　お母さんにはナイショだぞ〜？」
Ushiromiya Maria,「うー！　ナイショ！」
,その母親の楼座叔母さんがすぐ後にいるわけだが、真里亞は元気よく握り拳で天を突き、返事をするのだった。
,親たちは部屋に荷物を入れると、また廊下に集まっていた。
Ushiromiya Rudolf,「おいガキども、お前らはどうする。ここでいとこ同士、おしゃべりでもしてるか？」
,到着の挨拶をしに屋敷の方へ行くらしい。
,…筋なら、付いていって一緒に挨拶するべきなんだが、そうなら親父はお前らも来いと一言、言って終わりだ。
,来ないのも勝手だぞと言ってくれてるし、どうしよう？
Ushiromiya Hideyoshi,「どうせもうすぐお昼や。子供はそこでくつろいでたらええ。それに表で遊べるのは下手をすると今の内だけかもしれんしの。」
Ushiromiya Maria,「うー！　真里亞も行くー！」
Ushiromiya Rosa,「真里亞はここでお留守番してなさい。いたずらをしないで大人しく待ってるのよ。」
Ushiromiya Maria,「……うー。」
,真里亞が留守番することになった以上、置いてきぼりってわけには行かない。
,譲治の兄貴はそれをすぐに察し、いとこ代表として明快に返事をした。
Ushiromiya George,「じゃあ、僕たちはお言葉に甘えて、留守番してようか。１年ぶりに積もる話もあるしね。」
Ushiromiya Kyrie,「それがいいわ。戦人くんなんか６年分積もってるんだしね。」
Ushiromiya Battler,「へいへい。お子ちゃまな俺は大人しくお留守番してるぜ。」
Ushiromiya Jessica,「熊沢さん、私もこっちに残るからよ！　後は大人に任せて若者は退散してるぜ、へへへ！」
Kumasawa Chiyo,「それがおよろしいでしょう、ほっほっほ。奥様にはそのようにお伝えいたします…。」
Gohda Toshiro,「それでは皆様、お屋敷の方へご案内させていただきます。どうぞこちらへ。」
Ushiromiya Eva,「…他の子はともかく、譲治は成人してるんだから連れて行った方がいいんじゃない？」
Ushiromiya Hideyoshi,「そんなんで譲治だけ仲間外れは可哀想やで。いとこ同士の交流も大事や。ほな、行ってくるでー！」
,大人たちはぞろぞろと表へ出て行く。
,船着場からの先導と同じで、先頭は郷田さん、しんがりは熊沢さんだ。
,俺たち用に割り当てられたいとこ部屋に集まろうとすると、譲治の兄貴がちょっとごめんと言い、ぞろぞろと出て行く大人たちの後を付いていく熊沢さんに駆け寄って、何か尋ね事をしているようだった。
,用事はすぐ済み、戻ってきた。
Ushiromiya Battler,「どうしたんだよ、兄貴。」
Ushiromiya George,「あー、何でもないよ。ちょっと聞きたいことがあっただけさ。」
Ushiromiya Maria,「うー！　真里亞にも聞いて！　真里亞にも聞いてー！」
Ushiromiya Jessica,「……ん〜？　んふふふふー。何かなぁ、譲治兄さんが、私に聞かなくて熊沢さんには聞くことって何かなぁ〜？　あー、全然検討がつかねぇぜー？」
Ushiromiya George,「いや、誤解だよ…！　朱志香ちゃんが何を誤解してるのか知らないけど…！」
,兄貴が何だかおたおたしている。
,何かやましいことでもあって、それを朱志香に握られてるとでも言う感じだな。
,…何であれ、朱志香だけが知ってて俺は知らないなんて面白くないぜ！
Ushiromiya Battler,「なぁ真里亞、俺たちだけ除け者なんてねぇよなぁ〜？　何の話か聞きてぇよな〜？！」
Ushiromiya Maria,「うー！　戦人と真里亞も聞きたいー！　戦人と真里亞も聞きたいー！」
,「「うーうーうーうー！！！」」
,真里亞と二人でうーうー唸りながら囃し立てる。
Ushiromiya George,「いや、だから…大したことじゃ、あははは…、」
Ushiromiya Battler,「嘘吐けぇ〜！　兄貴にしちゃ嘘がヘタだぜ、白状しやがれぃ！　真里亞、お前は右脇をくすぐれ、俺は左脇だ！」
Ushiromiya Maria,「うー！　真里亞は右脇で、戦人は左脇だー！　うー！」
Ushiromiya George,「ちょっと！！　二人ともやめて…！！　あははは、やめッ、あっはははははは！！」
,ベッドの上を転げ回るように逃げる譲治の兄貴を俺と真里亞で追っ掛けてじゃれ合う。
,高校生にもなって猫の子じゃあるまいしとは思うが、やっぱりこういうじゃれ合いは懐かしい。
,温かみのある楽しさだった。
Ushiromiya Jessica,「はっはははは、譲治兄さんが熊沢さんに聞いたのはねー？　ん〜？　まぁほらアレだぜ。兄さんも本家は一年ぶりだからよ。その間に辞めた使用人とか入った使用人とか、そういうのがいたら挨拶したいーって、そういうことらしいぜぇ？」
Ushiromiya Maria,「……うー？　挨拶する、真里亞も挨拶する！」
Ushiromiya Battler,「何だよそれぇ、全然やましくねぇじゃねぇかよ兄貴。……う〜〜ん？　違うなぁ？？　真里亞、騙されるな、兄貴は何か隠してるぞ〜ん？　拷問再開だー！！　うをりゃああ〜！！」
Ushiromiya George,「や、やめてよ本当に！　あっははははは！　真里亞ちゃんももうやめてー！！」
Ushiromiya Maria,「あっははははは、あっははははは！　きゃっきゃ、きゃっきゃ！！」
Ushiromiya Jessica,「多分、掃除とか昼飯の準備とかで忙しいんだよ。大丈夫、後でちゃんと挨拶に来るぜ。郷田の出しゃばりの出迎えより、紗音の出迎えの方が良かったーってんだろ？　へっへへ！」
Ushiromiya Battler,「紗音？　……しゃのん。……あぁぁあああぁ…。思い出したぜ、そんな子もいたな！　今も使用人やってんのか？　元気かよ！」
Ushiromiya Hideyoshi,「そういや、夏妃姉さん。最近は頭痛の方はどうなんや。一時、だいぶしんどそうにしとったろ。」
Ushiromiya Natsuhi,「…お陰で、最近はだいぶ調子がいいです。心配をしてくれてありがとう。」
Ushiromiya Rosa,「そうだ、これ。夏妃姉さんにお土産。」
Ushiromiya Natsuhi,「……いつもありがとう。貴方には何かをもらってばかりね。…これは、紅茶？」
Ushiromiya Rosa,「ペパーミントとレモンバームのハーブティー。頭痛によく効くって有名なお店のブレンドなの。姉さんにも効くかなって思って。」
,楼座は昔から気が効く女性だった。
,…４兄弟の末っ子であり、上の３人と歳が大きく離れていることもあって、兄や姉たちの毒気を宿さずに成長できたお陰かもしれない。
,その気遣いに夏妃は一瞬だけ表情を和ませるが、長年の気苦労によって凝り固まってしまったその淡白な表情を解すほどには至らなかった…。
Ushiromiya Eva,「そう言えばあなた、いっつも頭痛だって言ってたわねぇ。しっかりなさいな？　朱志香ちゃん、今年は受験でしょう？　人生の節目じゃない。母親のあなたがそんなじゃ頼りないわよぅ？　それに夏妃姉さん、私より３つも若いんだからぁ。もうちょっとしっかりなさい？」
Ushiromiya Natsuhi,「…………。………ごめんなさい。生まれつきの頭痛持ちなもので。」
,絵羽は時折、言葉を選ばないが、夏妃に向けた言葉には微笑みで誤魔化しつつも、ちょっぴりの明白な悪意が含まれていたようだった。
,もちろん、それは夏妃にも届く。
,夏妃は苦々しく表情を歪めたい衝動を必死に抑えながら、軽く聞き流しているように振舞うのだった。
Ushiromiya Kyrie,「うちの戦人くんも今年は受験でしょ？　留弗夫さんも少しは関心を持ったら？　自分の息子のために、夏妃姉さんみたいに頭痛になるくらい真剣になりなさいよ。」
Ushiromiya Rudolf,「俺が何か言えば必ず反抗するヤツだぜ？　じゃあ何て言うんだ、むしろ逆で遊んでていいぞって言うのか？　あいつそういうのだけは素直に聞きやがるぜ。
Ushiromiya Rudolf,秀吉兄さんのところは受験、本当にうまく行ったじゃないですか。ぜひ子供操縦術の秘訣を教えてくださいよ。」
Ushiromiya Hideyoshi,「うーむ、そうやなぁ…。何のために勉強するのかっちゅうことを説いたかもしれんなぁ！　個々の勉強に意味があるわけやないんや。
Ushiromiya Hideyoshi,そう、勉強っちゅうのは、わからんことを自分で調べて身につけるという行為の練習なんや！　これが出来んヤツは社会に出ても使い物にならん！　国語算数が出来ろと言ってるんやない。勉強し身につけることを学べっちゅうことやな！」
Ushiromiya Natsuhi,「…ご立派ですわ。うちの朱志香にもそれが理解できればいいんだけど。今のままでは、とてもじゃないけど、右代宮家の跡取りとしては、」
Ushiromiya Eva,「いいじゃないの、無理に跡取りにしなくても。女には女の幸せというものもあるんだしぃ。それを親が押し付けちゃ悪いわよぅ？」
Ushiromiya Hideyoshi,「よさんか、絵羽。子供の育て方は家それぞれや。押し付けがましいのはあかんで。」
Ushiromiya Eva,「ごめんなさい。夏妃姉さんも気を悪くしないでね。」
Ushiromiya Natsuhi,「………………………。」
,窓から射す明かりは、曇天と言えどこんなにも温かなのに、室内の空気は澱んでいて、…夏妃ならずとも鈍い頭痛を感じさせるような気がした。
,その空気を打ち払うかのように、霧江が明るく一同に提案する。
Ushiromiya Kyrie,「でも、本当に素敵な香りの紅茶ね。さっそく頂いてみましょうよ。レオポルドの紅茶なんて、日本じゃ確か銀座でしか買えなかったはずよ？」
Ushiromiya Rosa,「霧江姉さんはお詳しいですね。買って来た甲斐がありました。」
,霧江と楼座が席を立ち、紅茶を入れてこようとする。それを夏妃が制した。
Ushiromiya Natsuhi,「……お二人ともありがとう。それは後で頂きましょう。うちの者がすぐお茶を持ってきますので、どうぞおくつろぎください。」
Ushiromiya Rudolf,「二人とも後にしろよ。ウェルカムドリンクくらいご馳走になろうぜ。」
,留弗夫が席に戻れと、さりげなく目で合図をする。…霧江と楼座はすぐに理解し、大人しく無言で席に戻った。
,客人たちが挨拶に見えたのだから、すぐにお茶が振舞われるべきなのだ。
,…そのお茶のタイミングが遅れて、客人たちが自分たちでお茶を入れようなどと言い出しては、ホストの顔は丸潰れだ。
,夏妃は、お茶の準備が遅れている使用人たちの不手際に下唇を噛む。
,…絵羽はその表情を見ながら、はばかることなく、くすくすと笑うのだった。
,……もちろん、客間のそんな経緯など、紗音が知ろうはずもない。
,ティーカップを積んだ配膳ワゴンを押してやって来た、という、ただそれだけで夏妃に痛みを伴う眼差しを向けられて、意味もわからず萎縮するしかなかった。
Shannon,「……し、失礼いたします。お茶のご用意をさせていただきます。」
Ushiromiya Hideyoshi,「おう、紗音ちゃん、久しぶりやのぅ！　ますますべっぴんさんになりよったなぁ！」
Shannon,「………いえ、…あの、………どうも…、」
Ushiromiya Natsuhi,「おしゃべりは配膳を済ませてからになさい。お茶が冷めます。」
Shannon,「……もっ、…申し訳ございません、奥様。」
,怯える小動物のように謝る仕草が、配膳ワゴンに触れ、ティースプーンを数本落として、耳障りな音を立ててしまう。
,その無様に夏妃がますます表情を険しくし、それがますます紗音を萎縮させていた。
Ushiromiya Eva,「いいのよ夏妃姉さん。挨拶のひとつくらいしたって、どうってことないわよ。もう充分待たされてる分、充分、お茶も冷めてるもの。うふふふぅ。」
Shannon,「そ、…それは大丈夫です…。冷めてはおりませんので…、」
Ushiromiya Natsuhi,「………紗音、早く配膳を済ませなさい。」
Shannon,「しっ、失礼しました奥様……。」
,夏妃がイラついていることは明白だった。
,…お茶が遅れた不手際も、使用人の無様も全ては夏妃の日頃の指導の至らなさということに結びつき、自分の顔を潰してしまう。
,年に一度しかない日に、その無様を晒すことは、右代宮本家の台所を預かる身としては屈辱でしかなかったに違いない。
Ushiromiya Rudolf,「よせよ夏妃姉さん。紗音ちゃんだって頑張ってるのにいじめちゃ可哀想だぜ？」
Ushiromiya Natsuhi,「いじめてなんかいません…！」
Ushiromiya Kyrie,「いい香りね。お茶の銘柄を聞いてもいいかしら？」
Shannon,「…………ぇっと…、……も、…申し訳ございません…。後ほど調べてまいります…。」
,霧江は、険しくなった空気を切り替えたくて気を遣ったつもりだった。
,…だが、かえって紗音は醜態を晒すことになってしまい、ますますに夏妃の表情と部屋の空気を険しくさせてしまう。
,もうこの頃には、絵羽は、誰の耳にも届く声でくすくすと笑っていた。
Ushiromiya Eva,「なぁにぃ？　紗音ちゃん、自分で淹れてるものが何かもわからないのぅ？　ダメよぅ、そんな怪しげなものを来客に振舞っちゃぁ。こんなお茶じゃ銀のスプーンでもないと飲めないわよぅ？」
Shannon,「………す、…すみません……。すぐに用意を…、」
Ushiromiya Eva,「ねぇ紗音ちゃん。銀のスプーンって何に使うか知ってるぅ？　銀じゃないとダメなのよ？　なぜかわかるぅ？」
Shannon,「……………ぃぇ…、………ぁの……。」
,絵羽がいたずらっぽく微笑みながら、配膳をする紗音を覗き上げる。
,…絵羽のその表情は、それだけを見たなら小悪魔的な愛くるしいものなのかもしれない。
,しかし、口から紡がれる言葉には、カミソリのような鋭利さが確かに含まれていた。
,じっとその瞳を覗きつづける絵羽に、紗音は何とか目を合わせまいとするのが精一杯だ。
,紗音が答えに窮したのを見て取り、すぐに楼座が助け舟を出す。
Ushiromiya Rosa,「銀は毒に触れると曇るって言われてるの。…くす、紗音ちゃんもひとつお勉強ができたわね。」
,毒見をしなければ飲めないお茶扱い。
,夏妃にとってそれは、お茶とそれを振舞った自分を貶されたのとまったく同じことだ。
,留弗夫は軽薄そうに笑いながら絵羽の肩を叩く。
Ushiromiya Rudolf,「はは、姉貴に銀食器なんていらねぇだろ。毒舌の姉貴がひと舐めしたら、銀の皿だって真っ黒に曇っちまうぜ。」
Ushiromiya Hideyoshi,「わっはっはっは！　わしゃあその毒舌を毎日聞かされとるから、もう毒に耐性がついてしもぅたわ！　絵羽も、わし相手には構わんが耐性のない相手にはちぃと加減せんとな！　わっはっはっは！」
Ushiromiya Eva,「あらあら、ひどぅい。紗音ちゃんにお茶の知識を教えてあげただけじゃない。くすくす。」
,秀吉の馬鹿笑いに合わせるように、みんなも苦しげではありながらも笑いを重ねる。
,夏妃だけは笑いに加わらなかったが、それでもとりあえず、客間内は談笑で盛り上がっていると誤解できる程度にはなった。;確認誤字
,ようやくお茶の配膳を終えて戻ろうとする紗音に、霧江は助け舟にならなくてゴメンと小さく謝る。
,…紗音は小さく頷き返し、そそくさと出て行くのだった……。
,俯きながら、配膳ワゴンを押して廊下を歩む紗音…。
,その痛々しい様子に、彼女が何かのいじめを受けたことは容易に想像することができた。
Kanon,「……気を落とさないで。姉さんは何も悪くない。」
Shannon,「……………見てたのね。」
Kanon,「そういうお役目だから。」
Shannon,「……………………。」
Kanon,「奥様も絵羽さまも地獄へ堕ちろ。……でも、それより卑劣なのはあいつだ。」
,嘉音が憎々しげに眼差しを向ける先は、客間とは逆の方向だった。
,お茶の準備が遅れたのは、厨房でちょっとしたトラブルがあったからだ。
,そのトラブルは紗音のせいではない。実は郷田のちょっとしたミスだった。
,そもそも、賓客が集まっているところへお茶を運ぶという派手な仕事を、あの見栄っ張りの郷田が譲るわけがない。
,お茶をもう一度準備するのに無駄な時間を掛けてしまった。
,だからポイントが稼げないことがわかり、たまたまその場を通りかかった紗音に配膳を押し付けたのだ。
,……要領がいいと言えばいいし、卑怯だと言えば紛れもなく卑怯だった。
Shannon,「……いいの、ありがとう嘉音くん。…私、全然気にしていないし…。」
Kanon,「……………………………。」
,嘉音のその沈黙は、紗音の言葉が心にもないことであるのを如実に語る。
Shannon,「…………ありがとう。嘉音くんだけでもわかってくれたんで、ちょっと心が楽になったかな。」
Kanon,「……姉さんは心に色々溜め込みすぎる。……たまには自分にやさしくしてあげて。」
Shannon,「うん。……ありがとうね。」
,その時、不意に人の気配がしたので、二人は慌てて振り返った。
,そこには、初老の男の姿があった。使用人の長である源次である。
Ronoue Genji,「………………そこで何をしている。…紗音、早く厨房に戻りなさい。」
Shannon,「は、はい。……失礼いたしました……。」
Kanon,「……………………………。」
,紗音は畏まり、すぐに配膳ワゴンを押して立ち去ろうとする。
,だが、嘉音は言葉にできない何かを瞳に宿して、無言でそれを源次に訴えている。
Ronoue Genji,「……………どうした。何かあったか…？」
Kanon,「…しゃ、……紗音は何も悪くないのに、あいつら…、」
Shannon,「やめて嘉音くん…。
Shannon,……失礼しました。すぐに仕事に戻ります。嘉音くんも自分の持ち場に戻って。……お願い。」
Kanon,「…………姉さんがそういうなら。」
Ronoue Genji,「………………。…何事もないなら、そうしなさい。」
Kanon,「……はい。……失礼します。」
,その姿を廊下の影から見守る割烹着姿の老婆は熊沢であった…。
Kumasawa Chiyo,……おいたわしや、紗音さん、嘉音さん…。{n}あの二人がいじめられる理由は何もないのです。{n}…しかし、郷田さんに嫌われているのは紛れもない事実…。
Kumasawa Chiyo,郷田さんは、右代宮本家へいらっしゃられるまで、どこかの立派なホテルにお勤めだったそうです。
Kumasawa Chiyo,そこで身につけられたというお仕事ぶりは、そりゃあ大したものだとは思います。
Kumasawa Chiyo,ただ、郷田さんはここではもっとも年季の短い使用人。{n}…ご自身のそれまでの積み重ねによるプライドもあられたのでしょう。
Kumasawa Chiyo,彼は、自分より長い年季を持ちながらも未熟で、人生経験も及ばない紗音さんと嘉音くんを、ことある毎にいびられるのです…。
Kumasawa Chiyo,また、…気の毒なことに、夏妃奥様にも嫌われております…。
Kumasawa Chiyo,もちろん、年季という意味では奥様の方が長くこの家におられます。
Kumasawa Chiyo,ただ、………こればかりは奥様にも同情しなくてはなりません。
Kumasawa Chiyo,…本当にお館様も罪作りな方でございます…。
Kumasawa Chiyo,ご自身の、ちょっとした気まぐれが、奥様にこれほどまでの劣等感をお与えになるとは、どうして思い至らなかったのでしょう…。
Kumasawa Chiyo,……もちろん奥様とて内心は、あの二人に辛く当たる謂れは何もないことを重々承知してはおります…。
Kumasawa Chiyo,…しかし、それが理屈でわかっているからといって、どうにもならないのが人の心…。
Kumasawa Chiyo,あぁ、おいたわしや…。
Kumasawa Chiyo,私には何もできず、こうして物陰から見守ることしかできないのです……。
