Speaker,PC Japanese (JP)
,そこから何かが露呈する危険もある。……彼らが犯人であると仮定すればするほど、倉庫に遺体を移す理由がない。
,…というのを逆手にとって、わざと倉庫に置いたのか？いや、それだけは断じてありえない。
,警察が来て現場検証を行えば、様々なことが判明するだろう。
,犯人たちがどんなに注意深く殺人を実行しようとも、必ず何かの痕跡を発見される。
,つまり、彼らにとって百害はあっても一利はないのだ。
,こうして考えると、犯人サイドからこの殺人ゲームを見た場合、遺体をアピールすることに意味が感じられない。
,遺体が見付かれば、警察への通報とか、残った人間たちが用心深くなるとか、犯人探しを始めるとか、…とにかく犯人にとって居心地のよくなることは何一つ起こらない。
,…最近読んだ『ひぐらしのなく頃に』とかいう小説でも主人公の母親が言ってたぜ。
,完全犯罪ってのは、“起承転結の「起」”を起こさないことが肝要だと。
,……今、祖父さまの姿が見えない。
,すでに犠牲になっているのか、あるいは犯人の１人なのかはわからないが、………このわからない状態の方が、犯人にとっては好都合のはず。
,遺体をこれ見よがしにアピールして、殺人事件がさぁ起こりましたよなんて宣伝するのは、まったく犯人にとって得るものがない。
,いや、そこでこそ“チェス盤をひっくり返す”ところさ。
,なら、このこれ見よがしなアピールは犯人の目的そのものってことになる。
,……つまり犯人にとっては下手すると、{i:殺すことよりも、あそこに６人の死体を用意する方が意味があったってことになる}。
,つまり、犯人はこの殺人を誇示しているわけだ。誰に？
,……俺たちにだ。こいつはメッセージだ。犯人たちは俺たちに、何かを突きつけている。
,…それが何か、わからない。
,現時点では、この趣味の悪い大量殺人は、俺たち全員への悪意以上のものは感じ取れない。
,　……全員への、悪意、…か。
,殺された６人は、今、生き残っている人たち全員にとって、みんな何らかのつながりがある。
,蔵臼伯父さんの死は、朱志香の一家に悲しみを与えた。
,俺の親父と霧江さんの死は、俺に悲しみを与え、楼座叔母さんの死は真里亞に悲しみを与えた。
,……郷田さんの死は使用人仲間に衝撃を与えただろうし、紗音ちゃんの死は、婚約した譲治の兄貴や、姉と慕っていた嘉音くんに悲しみを与えた。
,……今この島にいる誰もに、均等に悲しみを与えているのだ。
,絵羽伯母さんは、使用人たちがグルに違いないと言い切ったが、……なら郷田さんや紗音ちゃんの遺体はどう説明するのか。
,……それにこの論法で行けば、{i:この６人の死によって全員に与えられている悲しみが、絵羽伯母さんと秀吉伯父さんだけは免れている}。
,使用人たちに疑いを向け、蚊帳の外を気取る絵羽伯母さん自身、疑いの余地がないとは言い切れないのだ。
,……そもそも、シャッターの鍵の話で煙に撒かれたから使用人が疑わしいという論法になってしまったが、……この殺人で誰が得をするのかという、動機の線から疑うと、…………絵羽伯母さんはもっとも怪しい人物に浮上する。
Ushiromiya Eva,「……戦人くんが何を考えてるか、伯母さんわかるわよぅ？」
Ushiromiya Battler,「え？　いっひっひ、嫌だなぁ、内緒にしててくださいよぅ、卑猥なことで頭をいっぱいにしてたなんてぇ。」
Ushiromiya Eva,「私が、この殺人で一番得をする。……どうせ疑われるだろうから、先に自己申告しておくわ。」
,茶化して誤魔化したつもりだったが、通用しないようだった。
Ushiromiya Eva,「遺産は兄弟の数で分割する。でも今や、４兄弟は私ひとり。右代宮家の全財産は全て私のものになるの。……うふふふふふ。」
Ushiromiya Battler,「秀吉伯父さんが聞いたら、よさんか絵羽、洒落にならんって言うところっすね…。」
Ushiromiya Eva,「ごめんねぇ？　どう取り繕ったってどうせ疑われるだろうから、ふざけただけよ。
Ushiromiya Eva,……だからこの殺人は、私の立場から見れば、私を疑わせるためのものではないかと思ってるの。……困ったことに、昨夜のアリバイは弱いわ。」
Ushiromiya Battler,「聞かせてもらってもいいっすか。昨夜のことを。」
Ushiromiya Eva,「戦人くんたちも知っている通り、兄弟が遺産をどう食い千切り合うかという話し合いは、深夜まで続いたわ。でも、何時まで続いたかは知らない。私と主人は朝が早かったからね。もう眠くて眠くて、２４時を過ぎた辺りで抜けさせてもらったの。そしてゲストハウスに戻って休んだわ。」
Ushiromiya Battler,「……それを、秀吉伯父さん以外の誰かに証明できるっすか？　いやいや、別に絵羽伯母さんを疑ってるわけじゃないっすよ〜？　ひっひっひ！」
Ushiromiya Eva,「あら、どうだか？　くすくす。証明になるかわからないけれど、ゲストハウスに戻ってきた時、源次さんに出迎えを受けてタオルはいるかと聞かれたわ。
Ushiromiya Eva,だから私たちがゲストハウスに戻ってきた時間は２４時過ぎだと証明してくれると思うわよ。……もっとも、私の仮説通り、使用人たちもグルなのだとしたら、こんなのアリバイにならないけどねぇ？」
Ushiromiya Battler,「確かにそうっすねぇ？　ってことは俺、今、真犯人と推理ごっこをしてるってことになるんすか？　いっひっひ！」
Ushiromiya Eva,「でも、私の名誉のために言わせてもらうけど、遺産目当てだったなら、こんな変な殺人はしないわよぅ？
Ushiromiya Eva,だって、遺産相続権を喪失させるだけなら、どんな死に方だって構わない。むしろ事故死に見せかけた方がスマートでしょう？　使用人たちを抱きこんで、周到に計画していたなら、なおさらそうするでしょうよ。」
Ushiromiya Battler,「確かにそうっすね…。営利で人を殺すなら、それは常に殺人に見せるべきではない。」
Ushiromiya Eva,「そういうことよ？　だから伯母さんは、今からとてもブルーな気持ちなわけ。……警察には黒幕扱いされて、さんざん調べられるでしょうねぇ。やだやだ…。」
,絵羽伯母さんは、肩をすくめて苦笑いして見せた。
,……使用人たちが疑わしく思えるのが容易なように、絵羽伯母さんを疑わしく思うのもとても容易だ。
,なら“チェス盤をひっくり返したら”、……容易に疑えてしまう絵羽伯母さんでもありえないのか…？
,しかし、その論法がまかり通るなら、動機なんて何の役にも立たなくなってしまう。
,いや、そんなことはないはず…。動機を知ることは犯人を知る強力な手掛かりになるはずだ。
,…だから古今の殺人者たちは、巧みにそれを気取られないよう、事件を複雑に偽装するのではないか……。
,………わからない、…わからない…。チェス盤をひっくり返す度に、表と裏が何度も行ったり来たり…。
,…俺の思考は真相に近付いているのか。……それとも………。
,絵羽伯母さんは、それ以上の会話を望まなかったので、俺は腕を組みながら窓辺へ行き、少し頭を冷やした。
,客間を見渡してみると、譲治の兄貴たちも集まって話をしていた。
,…どうも、例のシャッターに描かれていたとかいう魔法陣の話らしい。
,秀吉伯父さんは、それを思い出しながら、真里亞のノートの余白にそれを書き出している。
,……なるほど、祖父さまの次にオカルトに詳しい真里亞には、その意味がわかるかもしれない。
Ushiromiya Hideyoshi,「うーん、多分こんな感じだったと思うで！　十字架をアレンジしたみたいなマークが描かれとったんや。
Ushiromiya Hideyoshi,そして、こんな感じで外周の円を取り囲むように妙な文字がびっしり書き込まれていて、十字架の上下左右の辺と、その四隅にも何か書かれていたんや。アルファベットとかそういうのとちゃうで。あれはよく言う古代文字とかいうやつや。」
Nanjo Terumasa,「……あと、円周部の頂点に小さなマークがありましたな。…小さな丸を５つ、十字状に並べ、それぞれを直線で結んだようなマークでした…。」
Ushiromiya Hideyoshi,「あぁ、確かにそんなのも描いてあったで…！　うん、図形的には間違いなくこれや。細かい文字はわからんが、配列はほぼ同じや。」
,その図形をみんなが覗き込むので、俺も覗き込んでみた。
,…聞く話では、こいつがあの倉庫のシャッターに、血みたいな塗料か何かでべったり描かれていたらしい。
,……なるほど、こいつは不気味だな。
Ushiromiya Jessica,「…こんなわけのわかんねぇもんを描きたがるのは、祖父さまだけだろ。……まったく、どこに行っちまったんだ？！　とっ捕まえて、意味を聞き出してやりたいぜ！！」
,朱志香の声には短気な怒りが含まれている。
,祖父さまが犯人だとまでは言わないが、祖父さまが犯人の素性を知っているに違いないと考えているようだった。
,……確かに、右代宮家とオカルトの２つを結びつけたら、十人が十人、うちの祖父さまを名指しするだろう。
,……そして、オカルトの知識がない人間には、この妙なマークの意味はわからない。
,ってことは、………、こいつは、…祖父さまに宛てたものじゃねぇんだろうか……。
,そうさ、犯行をアピールするのはそれを生き残った者たちに見せ付けたいからだ。
,……じゃあ、メッセージの相手の、肝心の祖父さまはどこに消えちまったんだ……？
Ushiromiya George,「こんな図形に、何か心当たりはあるかい…？」
Ushiromiya Maria,「…………………………。……うー。」
,真里亞は真剣な顔をして図形に見入っている。
,…得意分野とあって張り切っているのだろうか。
,…だが、その様子はどこか他人事で、…自分の母の遺体を閉じ込めていたシャッターに描かれていたもの、という風には見えなかった…。
Ushiromiya George,「…僕の第一印象では、ドイツの十字章に似たデザインだなって思ったかな…。」
Ushiromiya Hideyoshi,「あー…。確かにこんなデザインや。ということはドイツと何か関係があるんか。」
Nanjo Terumasa,「ドイツの十字章はもともと、聖地巡礼者を守るための騎士修道士たちの紋章だったそうですな…。」
Ushiromiya Jessica,「……つまり、この魔法陣には、宗教的な意味があるってことかよ…？　ますますにちんぷんかんぷんだぜ……。」
,俺もその議論に加わろうと全体を見渡した時、……ぎょっとする。
,真里亞が、…何とも形容できない不気味な表情で笑っていたからだ。
,…それはまるで、議論し合うみんなの無知さ加減を馬鹿にするような、そんな笑い。……真里亞が浮かべられるなんて、夢にも思わなかった表情だった…。
,そして、……笑う。
,その不気味な、軋むような笑い声を、…俺は目の前で見ているにもかかわらず、断じて認めたくなかった。
Ushiromiya Maria,「きひひひひひひひひひひひひひひひひ。全然違うよ、みんな。きっひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひ…。こんなの見てわっかんないかなぁ。きっひひひひひひひひひ。」
,誰もが度肝を抜かれている間、真里亞はひとり、機嫌良さそうにけたけたと笑い続けていた…。
,やがて、その笑いは唐突にぷっつり途切れる。
,でも表情は、真里亞とは到底思えない誰かのままだった。
Ushiromiya Maria,「これは太陽の７の魔法陣だよ。……書かれてる文字はヘブライ語。貸して？」
Ushiromiya Hideyoshi,「あ、……あぁ。」
,呆気に取られる秀吉の手から真里亞は筆記用具を奪う。
,そして、秀吉の描いた魔法陣の隣に、さらさらと魔法陣を描き込んでいく…。
Ushiromiya Maria,「……ね？　こんな図形だったんじゃないかな？」
Nanjo Terumasa,「ぅ……、うむ…。そんな図形だった…。」
Ushiromiya Jessica,「…ま、真里亞、すごいな…。さっすが詳しいぜ…。」
,朱志香が取り繕うように褒め言葉を口にする。
,……みんなのよく知る真里亞であることを確かめたかったのかもしれない。
,…でも真里亞は特に返事を返してはくれなかった。
,真里亞は、図形の隙間に見慣れない文字をさらさらと書き込んでいく。
,…それを見る秀吉伯父さんと南條先生の目がみるみる見開かれていく…。
Ushiromiya Maria,「天地と左右に書かれているのは風火水土を司る天使たちの名。$Free1そして斜め四方には四大の王たちの名。$Free1…合ってる？」
,見たものを正確に書くことはできなくても…、見たものと同じものをもう一度見せられたなら、それだと断言することは難しくない。
,真里亞に合っているかと聞かれ、秀吉伯父さんと南條先生はうんうんと何度も頷く。
Ushiromiya Hideyoshi,「間違いない…、そうや、確かにこんな文字が書かれとった…！　何でこんなん書けるんや……。」
Nanjo Terumasa,「あ、…あと、円周部にも文字が書かれておりましたな……。」
Ushiromiya Maria,「わかってるよ。……………………………こうでしょ？」
,真里亞はさらさらと円周部にもヘブライ語をぐるりと書き込んで行く…。
Ushiromiya Maria,「旧約聖書の詩篇、第１１６編の１６節と１７節だよ。……聖書くらい、読んでなきゃ。きひひひひひひひ……。」
,知っていることがさも当り前であるかのように、真里亞は笑う。
,しばらくの間、俺も含め全員が絶句するしかなかった。…やがて譲治の兄貴が我に帰り、ようやく言葉を口にできた。
Ushiromiya George,「……すごいね、驚いたよ…。…それで、この魔法陣にはどんな意味があるんだい？」
Ushiromiya Maria,「太陽の力を借りる魔法陣だよ。……黄金で描き護符にして身につけたる者は、いかなる牢獄であろうとも束縛から逃れ、自由を得られる力を授けられる。」
Ushiromiya Jessica,「…束縛から逃れ、……自由を得られる…？　意味深だぜ…。」
Ushiromiya Maria,「この束縛という意味は、何も肉体的なものだけを指さないと解釈されている。…だから、縛られて牢屋にいる人ばかりに意味があるわけじゃないよ。しがらみや逃れ得ぬ運命など、精神的な束縛からの解放も意味してるんだよ。」
Ushiromiya Battler,「……しがらみや、逃れ得ぬ運命、……か。…これまた意味深だな。」
Ushiromiya Hideyoshi,「しかしさっぱりわからん…。それとあの６人の遺体とどんな関係があるっちゅうんや。…束縛からの解放どころか、殺された上に倉庫に閉じ込められてたんやで？！」
Ushiromiya Maria,「別にその６人のために魔法陣が描かれてるわけじゃないね。魔法陣のために、６人はそこにいるんでしょ。お気の毒だよ。…きひひひひひひひひひひひひひひひひ。」
Ushiromiya George,「どういう意味だい…？　魔法陣のために、６人がいるってのは一体？」
,真里亞は、人差し指を立てて、小馬鹿にするような仕草で振ってみせる。
Ushiromiya Maria,「それは円周部に書いてるよ。読めないかなぁ？　詩篇、第１１６編、１６節と１７節。
Ushiromiya Maria,……読んであげるよ。“主は私の枷を解かれました。私はあなたに感謝の生贄を捧げ、主の御名を呼ぶでしょう”。……ね？」
Ushiromiya Jessica,「ね、って…、………何を言ってるのかさっぱりだぜ。」
Ushiromiya Battler,「…………生贄だ、……ってのか？」
,今、真里亞が読み上げた部分が魔法陣の肝要な部分なのだとしたら、……この魔法陣はご利益の代償として生贄を捧げると言っている。
,…そして、この魔法陣が描かれた倉庫の中には生贄が捧げられていた………。
,同じ想像には、やや遅れて全員が至ったらしい。
,…ある者は呆然とし、ある者は狂っていると吐き捨てながら拳を膝に打ち付ける…。
,……何とも薄気味悪い話になってきやがった。…しかも納得できねぇし理解もできねぇ。
,……どんな魔法陣だろうとお呪いだろうと、信じてるヤツが勝手にやればいいさ、イチャモンなんか付けねぇさ。
,…でもよ、そんな下らねぇことの生贄に親父たちは殺されたのかよ……！
,何とも遣り切れない気持ちだった。
,……これならまだしも、遺産が絡んでどうのこうのって話でうんざりしてた方がマシだってもんだ…！
,俺は怒りとも悲しみともつかない感情に苛立ちながら、みんなの輪を抜け、再び窓辺に戻った。
,……昨日から何かが狂っている。
,昨夜の晩餐で真里亞が読み上げた、魔女ベアトリーチェの手紙。
,…あの時から俺たちは、…いや、この屋敷やこの島が、何か奇妙な世界に取り込まれ始めている気がする…。
,そう。思い返せば、あの手紙は魔女の誘いだったのだ。
,この島の夜の支配者が、昼間の俺たちを、もうひとつの世界へ招待したのだ。
,電話も無線も途絶し、台風に閉ざされたこの島は、今や切り取られた異世界とすら言い切れる。
,……そう、今のこの島じゃ、魔女が手紙を送り、魔法陣に生贄が捧げられるのが当り前ってわけだ。
,………そして次は何が起こるってんだ？山羊の仮面でも被ったおかしな連中が盆踊りでも始めるってのかよ…！
,…あぁ、ダメだダメだ、わけがわかんねぇ…。頭ん中がぐちゃぐちゃで、何を考えればいいのかもわかんねぇ…。
,怒り、悲しみ。相反する感情が渦を巻き、俺を飲み込んでいく。
,俺は抗うこともできず、…こうして両目を手で覆って飲み込まれていくに身と心を任せるだけだ………。
,………俺の心が挫けかけた時、小さい頃の記憶が蘇る。
,俺が小さかった頃のことさ。
,テレビでオカルトものの怖い映画を見ちまって、ひとりでトイレにも行けなくなっちまった時だ。
,…あんのクソ親父は大層笑ってこう言い放ちやがったぜ。
Ushiromiya Rudolf,……なぁ戦人。どうして悪魔だのオカルトだのってのを、わざわざこうして映画にすると思う？
Ushiromiya Rudolf,ねぇからだよ。…そんな滑稽なもんは地球のどこにもねぇのさ。
Ushiromiya Rudolf,ねぇから、わざわざ見たくて作るんだよ。だから俺はオカルト映画なんて、ちゃんちゃら可笑しくて笑っちまうってんだ。
Ushiromiya Rudolf,俺に言わせりゃ、悪魔やら妖怪やらより、今年度の収支報告や、機嫌を悪くした女房の方が一億倍も怖ぇってもんだぜ。
Ushiromiya Rudolf,さらに言うぜ？　俺に言わせりゃな。怖がるってのは、心と生活にゆとりのある連中の娯楽的感情なのさ。
Ushiromiya Rudolf,暇で暇でしょうがないから、連中は変わった感情で心を遊ばせたくて、悪魔だのオカルトだのって文化を作り出したんだよ。
,………………………………………。……まったくだぜ、俺は何をぼんやりしてやがったんだ。すっかりヤラれちまってたぜ。
,………ふざけんじゃねぇ、ここは人間の世界さ。魔女も悪魔も魔法陣も生贄も知ったこっちゃねぇさ。
,俺の親父たちを殺した人間が、今まだこの島にいる。ただそれだけのことじゃねぇか…！
,次に俺の心に語り掛けてきたのは霧江さんだった。
Ushiromiya Kyrie,チェスや将棋ってね？終盤の終盤、詰めの最後の段階に入れば入るほど、最善手は限られてくるのよ。
Ushiromiya Kyrie,……だから、自分が追い詰めている、あるいは追い詰められているというその時、両者の手は限りなく読みやすくなるのよ。
Ushiromiya Kyrie,つまり、完全に追い詰められて打つ手なしって思ったその時こそ、もっとも読みやすい瞬間なのよ。
Ushiromiya Kyrie,……でも、守勢に立った人間はどうしても考えが硬くなって相手の手を読むことにまで考えが至らない。
Ushiromiya Kyrie,……そういう時はね、“チェス盤をひっくり返す”の。
,俺は勢い良く、両手で自分の頬を叩く。………すっかり目が覚めた。
,さっぱりわからねぇと、完璧に追い詰められた今こそが“チェス盤をひっくり返す”タイミングじゃねぇのか…！
,守勢に立った俺たちには、犯人の目論見はさっぱり見当が付かない。
,…ひっくり返して見てみたら、一体何が見えるのか。
,……まず、犯人は殺人を犯す時点で、島が台風に閉ざされているのを知っていた。
,だから、殺人を実行しても翌朝にすぐ逃げられるわけではないことも理解していたはず。
,つまり、犯人は退路の確保もなく殺人に踏み切ったわけだ。
,しかもその死体は倉庫にぶち込み、ご丁寧にも、ここにありますよと妙な落書きでアピールまでしてくれやがった。
,つまり、やがて死体を見つけるだろう俺たちに“見せたい”のだ。
,……もし俺たちが全員トボけていて、あの倉庫に気付かなかったら、犯人の目的は“達せられていなかったのではないか”。
,へへ、こう考えてくると、犯人のやつめ。朝からの俺たちの動きにハラハラしてやがっただろうよ。
,何しろ、あの倉庫を見つけてくれなかったら、昨晩、さんざん苦労して準備したものがパーになるところだったんだからなぁ。
,犯人は、倉庫の死体を見せて俺たちに何を感じさせたいんだ？
,６人の遺体はみな顔面を著しく破壊されていた。…怨恨？　見せしめ？
,遺体の破壊は死後だ。つまり、殺人の手段じゃない。殺した相手への意味じゃない。…それを“発見する者たちへの意味”だ。
,これだけ惨たらしく殺した、と、俺たちにアピールしたいわけだ。
,は！　そう考えてくると、舐めんじゃねぇって気になってくるぜ。
,誰が踊るかよ、ビビって下さいって言われて、ハイそうですかというわけにゃ行かねぇぜ。
,…この右代宮戦人、入口はコチラと言われたら、窓から入り込みたくなる性分と来らぁ！
,次に気になるのは、シャッターの魔法陣もどきだ。
,…オカルトに関しちゃ、祖父さま並みの知識を持っていることを披露してくれた真里亞も認める、本格派魔法陣と来た。
,そんなものを、傘を片手に真っ暗な中、時間を掛けて書いたってんだから、その手間と凝り性には恐れ入るねぇ。
,それだけの手間を掛けた意味は何だ？
,…この屋敷でオカルト的なものがあったら、俺たちはほぼ自動的に祖父さまの関与を疑うだろう。
,俺たちに、“祖父さまが関わっていると思わせたい”ってのか？
,だが、それだけが目的なら、魔法陣風のいい加減な落書きでもよかったはずだ。
,どうせ俺たち素人にはそれが本格派かデタラメかなんて理解できないんだからな。
,…しかし、魔法陣は本格派、しかもヘブライ語とやらでまで書かれてるって話だ。
,………つまり、この魔法陣は、“オカルトの知識のある人間にだけは読み取れる”メッセージ性があるってことだ。
,メッセージってのはコミュニケーションのひとつだ。……送ったら、相手からのリアクションを期待するものでもある。
,…リアクション？………祖父さまは今、どういうわけか姿が見えない。
,祖父さまがどうやってあのシャッターの魔法陣を見たのかは知らないが、…その結果のリアクションとして姿を消した、ということなのか…？
,いや、そう見せ掛けて俺たちに祖父さまの関与を疑わせようという罠なのか。
,…どっちにも読めるぜ、うぜえ真似じゃねぇか。
,……犯人は、俺たちにこんなオカルトの真似事を見せて、どんなリアクションを期待してるってんだ…？
,どうやらそこに、犯人の尻尾があるような気がするぜ…。
,昨夜の晩餐で真里亞が読み上げた、あのベアトリーチェの手紙の一部が脳裏に蘇る。
,……知恵比べをお楽しみ下さいとかのたまったやつだ。
,面白いじゃねぇか。こいつは俺たちと魔女さまの知恵比べだ。
,てめぇのオカルトごっこに俺たちが飲み込まれるのが早いか。
,俺がてめぇの化けの皮を剥いでやるのが早いか。
,……台風が過ぎるまで、たっぷり一日あるわけだぜ。楽しませてもらおうじゃねぇか…！
,気付けば、客間の中は静まり返っていた。
,みんな、思い思いのソファーに腰を沈め、何かを考え込んだり、イラついたり、落ち込んだりしている。
,真里亞はさっきからずっとそうであったかのように、再びテレビの前に戻り観賞を続けている。
,…退屈な番組よりＣＭの方が楽しいらしく、うーうーきゃっきゃと喜んでいた。
,そんなみんなの様子を、俺はジロリとひとりひとり眺める。１９人目などいないなら、………この部屋の中に、犯人がいるからだ。
,…今は、夏妃伯母さんが使用人たちと屋敷内の見回りをしているところだったか。
,……なら、この部屋の中に、ではない。……この屋敷の中に、と言うべきだ。
,　…何しろ、夏妃伯母さんだって黒幕の可能性はあるし、…使用人が下手人である可能性は未だ否定できない。
,………誰もがクロの可能性があった。
,しかし、夏妃伯母さんたちは遅いな…。
,確かに狭くはない屋敷だが、戸締りを見て回るだけにしては少し時間を掛け過ぎではないだろうか…。
,そう思った頃、夏妃伯母さんたちは帰ってきた。
,誰かが欠けていたりはしない。……安心しようとしたのも束の間。
,全員がぎょっとして夏妃伯母さんを見る…。
Ushiromiya Battler, 
,……絵羽伯母さんに聞かされた話が蘇る。
,犯人たちは、親父たちを６人も一度に殺せるほどの人数、あるいは武器を用意していた可能性があると。
Ushiromiya Natsuhi,「………驚かせてしまいましたね。万が一に備えて持ってきたものです。」
,夏妃伯母さんが手にしていたのは、ライフル銃だったからだ。
,ぱっと見る限りは、猟銃とよく似たシルエットだったが、全長が非常に短く、何だか子どもサイズの鉄砲というイメージだった。
,だが、その重厚感は、この銃が断じて子どもの玩具ではないことを語っている。
Nanjo Terumasa,「…それは金蔵さんの銃ですな…？」
Ushiromiya Natsuhi,「ご存知でしたか。そうです。お父様の古いコレクションの中にあったことを思い出し、探し出してきました。」
Ushiromiya Battler,「ひゅぅ！　すっげぇ…。夏妃さん、それホンモノなんすか？」
Ushiromiya Natsuhi,「えぇ、本物です。実弾を発砲できますよ。昔、お父様は野鳥を追い払うのに使ったりしていました。」
Ushiromiya Eva,「……あら懐かしい。どこから出てきたんやら。私がいくら触らせてって言っても、指一本触れさせてくれなかったやつよぅ。」
Ushiromiya Jessica,「へぇ…。祖父さま、こんなの持ってたんですか…。知らなかったですよ。」
Ushiromiya Eva,「お父様は昔、西部劇にどっぷり浸かってたことがあってね。あの世代はこういうライフル銃が大好きなのよぅ。」
Ushiromiya George,「ウィンチェスターですか？　でも、こんな短い仕様のは初めて見ました。」
Ushiromiya Hideyoshi,「あーーッ！　思い出したわ、その銃ッ！懐かしいなぁ、拳銃宿無しでスチーム・マックィーンがぶっ放しとったやつだわ！！　お父さんも渋いなぁ…！」
Ronoue Genji,「………お館様がだいぶ昔に、アメリカより特別に取り寄せさせたものです。…ご覧の通り実銃ですので、どうかこの件はご内密にお願いいたします…。」
Kumasawa Chiyo,「手に入れられたばかりの頃は、大層気に入られておりまして。撃つより、薬莢を出す動作が面白いらしくて、裏の森でいろいろとカッコつけて遊んでおられたもんですよ。ほっほっほっほ…。」
Ushiromiya Eva,「……しかし物騒ねぇ。そんなものまで持ち出しちゃうのかしらぁ？」
Ushiromiya Natsuhi,「万が一に備えてです。………賊はおそらく１人ではないでしょう。しかも、主人たちを６人も殺した恐ろしい相手です。……私には主人に代わって、皆さんを明日まで守る義務がありますので。」
,夏妃さんはそう言うと、どっかりとソファーに腰を下ろし大きく溜め息をつく。
,屋敷内の戸締りの確認と、…あと祖父さまを探すということになっていたはずだ。
,そして祖父さまと一緒じゃないところを見ると、その行方は未だわからないというようだった。
Ushiromiya Natsuhi,「…屋敷内の戸締りは厳重に確認してきました。ですが、万が一ということもあります。皆、なるべくここに一緒にいた方がいいでしょう。」
Ushiromiya Eva,「そうねぇ？　ここに全員が集まって、相互監視をしている方が安心だわ。」
Ushiromiya Natsuhi,「………それはどういう意味ですか、絵羽さん。」
Ushiromiya Eva,「別にぃ？　夏妃姉さんの意見に賛成しただけよ？」
,険悪な雰囲気になる二人…。遺産問題で誰が一番得をするかと考えれば、一番疑わしいのは絵羽伯母さんだ。
,…しかし、夏妃伯母さんが怪しくないという保証もない。
,……いや、そもそもベアトリーチェの手紙が祖父さまの仕組んだ手の込んだ悪戯で、この事件すらもその延長だと言うなら、祖父さまだって充分に疑わしい。
,そして、夏妃伯母さんは、犯人は外にいると思っている。…だが絵羽伯母さんは、犯人は内にいると思っている。
,それはつまり、１９人目の存在を認めるか、否かということ。
,………昨夜の晩餐でベアトリーチェと名乗る魔女からの手紙を受け取って以来、何度も繰り返されている疑問だ。
,　……果たして、俺たちの中に犯人はいるのか、いないのか。そして、魔女ベアトリーチェは存在するのか、しないのか。
,魔女なんて馬鹿なものがいるわけがないと言うのなら、それはつまり、ここにいる血を分けた親族たちの中に犯人がいると言うのと同じだ。
,それが嫌なら、魔女なんてお伽噺の中の存在を認める方がはるかに気楽だ。
,…………魔女が？怪しげな魔法陣を描いて生贄を捧げた？
,その寝言を受け容れられるなら、…俺は今、この部屋にいる人間を全て信じることができるのだ。
,だが、下らない常識が邪魔をする。……魔女なんて存在しないと何度も繰り返す。
,……なら、…………この中に、犯人がいるのだ…。
,いつ止むとも知れぬ雨音の中で、俺たちは沈黙を拭えない…。
