Speaker,PC Japanese (JP)
Captain Kawabata,「船は昼過ぎに帰ってくることになってる。それからあんたを六軒島へ案内するから、到着は夕方前になるだろう。電気も灯りもない島だ。あまり長居は出来んぞ。……その程度の上陸で、あんたの気は済むかね？」
Ushiromiya Ange,「…………………。長居したから何かの気が済む、というものでもありませんし。船を出してもらえるだけでも感謝します。」
Captain Kawabata,「うむ、すまんな。わしが船を手放していなければ、ケチなことを言わず、好きなだけ島へ案内してやれるんだが…。」
,六軒島で何かをしたいという目的があるわけじゃない。滞在する時間帯は、夕方頃か…。
,……昼と夜という異なる世界を跨ぐ夕方は、まるでこの世とあの世、もしくは、１９９８年と１９８６年の境目のような気がして、六軒島を訪れる時間としてもっとも相応しいようにも感じられた。
,……島で何かをするわけじゃない。ほんの数時間の滞在でも、私の心の整理がつくならば充分だろう。
,その時、障子が小さくノックされ、天草が顔を出し、腕時計を叩くような仕草をする。
,私も頷き返し、明日の船は確保できたことを教えた。
Amakusa Juuza,「それは良かった。……そろそろ参りましょう。船長、明日はよろしくお願いします。」
Captain Kawabata,「おう、任せておけ！　お前さんたちの難儀な事情も聞いとる。わしも、当時のワイドショーを見ていて、面白半分に事件を掻き回す連中に虫唾が走っとったもんだ。協力は惜しまんよ。」
Ushiromiya Ange,「ありがとうございます。……それでは明日、お昼に。あの、これ。船代に。」
,縁寿は懐より帯封付きの壱万円札の束を取り出す。
,その厚みは、確かに船長にも見えたはずだ。しかし船長はまったく興味を示さず、首を横に振った。
Captain Kawabata,「……わしはお前さんに感謝しとるよ。これは天のお導きだ。あんたを、六軒島へ連れて行き、そして無事に連れ帰る最後のチャンスを下さったんだ。
Captain Kawabata,わしは金蔵さんに任されていた最後の仕事を、今、ようやく終えることが出来る。だからあんたには感謝してる。カネは、当時の金蔵さんからたらふくもらってる。あんたから取れんよ。」
Ushiromiya Ange,「…………………ありがとうございます。」
Captain Kawabata,「階段、足元に気をつけてな。急だぞ。」
,……バリアフリーという言葉と確実に対極にある、急勾配の階段を下る。
,上の部屋にあった、テレビやタンスの存在が信じられなくなる。
,一階の大部分は寝具店の店舗となっていて、たくさんの布団が山と積み上げられていた。
,その狭い布団売り場を抜け、見送ってもらう。
,天草は用心深く表の様子をうかがってから先に飛び出し、車を回してくる。
Captain Kawabata,「孫の部屋が空いとる。泊まっていっても構わんのに。見ての通り、布団なら有り余っとるぞ。」
Ushiromiya Ange,「ありがとうございます。……万一の時、ご迷惑は掛けられませんので。」
Captain Kawabata,「………事情は知らんが、相当な厄介に巻き込まれてるようだな。胡散臭い連中が、人探しをしていると噂になっとる。あんたのことじゃないのかね？」
Ushiromiya Ange,「…………………。……さぁ。」
,縁寿はとぼけるが、船長は察してくれているようだった。
Captain Kawabata,「わしは、六軒島を目指す客人を送り届け、……そして迎えに行き、連れ帰ることが仕事だった。
Captain Kawabata,……その仕事を１２年前に中断したまま、まだ終えていない。だからわしは、あんたのお陰でその仕事を、ようやく終えることが出来るんだ。」
Ushiromiya Ange,「…………………。」
Captain Kawabata,「だから。………わしにその仕事を終えさせてくれよ？　わかってるな？」
Ushiromiya Ange,「………………。……えぇ。別に私は、死にに行くんじゃない。」
,でも、あの島で死ねたなら、きっと家族のところへ行けるだろうという気持ちは、ある……。
,私もようやく自覚した。……私はひょっとしたら、あの島で、……死ぬつもりだったのかもしれない。
,死に場所を求めて遥々と、六軒島を目指して来たのかもしれないのだ。
,それを船長も察している。だからこそ、死ぬなと重ねて言う。
Ushiromiya Ange,「………えぇ、死にません。約束します。………そもそも私。どうして六軒島に行かなくてはならないかの目的さえ、未だにあやふやなんですから。」
Captain Kawabata,「いいや、目的はきっとある。あんたにないなら、…それは{i:彼ら}にあるんだ。島があんたを呼んだ。だからあんたはここまで来たんだ。」
Ushiromiya Ange,「………そうかも、知れませんね。…私は、……呼ばれたのかもしれない。」
,呼ばれた。何のために？　彼らのために。お父さん。お母さん。戦人お兄ちゃん。……そして、真里亞お姉ちゃん。
,………あるいは、黄金の魔女。ベアトリーチェ。
,六軒島で、何があるんだろう。そして私は何を成すんだろう。
,いよいよ明日を控えているのに、私は未だに自らの使命を理解できていなかった……。
,店の前に車が止まる音がして、短いクラクションが聞こえた。
Ushiromiya Ange,「それでは明日。失礼します…。」
Captain Kawabata,「うむ。」
,狭い店内の布団の山を抜け、私は店を出ようとする。…………その時、足が止まった。
Captain Kawabata,「……どうしたね？」
Ushiromiya Ange,「………………………あ、……………あの、あれは……？」
Captain Kawabata,「うん？　あれ？　はて？　何の話だね？」
,私はわなわなと震えながら、………それを指差す。
,しかし船長はいくら目を凝らしても、私が驚くような何が指の先にあるのか、さっぱり理解できなかった。
,……そんなことって、…………そ、……そんなことって…………。
Mammon,「…………あ、ありえない……。…ど、どうして…………？」
Sakutarou,『う、………うりゅ………。……縁寿、……どうして？　どういうことなのこれは……？！』
Ushiromiya Ange,「……わ、………私にだってさっぱりだわ……。そんな馬鹿なことってあるの……。これは魔法なの？　奇跡なの……？
Ushiromiya Ange,………えぇ、多分これは運命よ。……私は今、……理解したわ。…………これが、……私の使命だったのよ。」
Sakutarou,『…………うりゅ……………。』
Mammon,「私には、………何が何だか…………。」
,私は震えながら、店内の薄暗がりを指差し、固まっている……。
Captain Kawabata,「ど、どうしたんだね？　何があるんだね？！　わからん、…わしにはわからん…。あ、あんたには何が見えてるのかね…？！」
Ushiromiya Ange,「ありがとう、船長。……全部全部、……これは運命だったんです。ここに私が訪れることさえ、……運命だった。…………これが、………私が六軒島へ行く、目的で、使命なんです………。」
Amakusa Juuza,「…………縁寿さん？どうしました、トラブルですか？」
Captain Kawabata,「わ、わしにもさっぱりわからん…！　お嬢ちゃんが暗がりを指差したまま、固まっちまったんだ…！」
Amakusa Juuza,「縁寿さん……？　大丈夫ですか？　何が見えるんですか……？」
Ushiromiya Ange,「あなたたちには見えないの？　それよ、それ。……見えないの？！」
Amakusa Juuza,「見えるのは、ただの陳列棚です。誰もいやしませんぜ…？」
Sakutarou,『うりゅ……、……縁寿……。……ボクには何が何だかわからないよ……。……これは、……夢なの？　魔法なの……？　どういうことなの……？　……………？　…………縁寿……………？』
,さくたろうが、縁寿の顔を見上げる……。
,　その瞳から、……ぼろりと、……一筋の涙が零れ落ちる。
Mammon,「………縁寿さま………………。」
Ushiromiya Ange,「……理解したわ。お姉ちゃん。……そして、……………ベアトリーチェ。」
Sakutarou,『………うりゅ………。』
,これが、…………魔法なのね…………。
