Speaker,PC Japanese (JP)
,ゼパルとフルフルは、確かに強力な力を持つ悪魔だ。彼女らが与える愛の力は、人間の歴史にいくつも残るくらい、数々の奇跡を成し遂げてきた。
,しかしその奇跡はいつも、安易に与えられはしない。
,彼女らは、試練を課し、謎を問い掛け、……あるいは悟らせ、……その力を欲する者、自らに、その力を湧き出させるのだ。
,いくら、情けない目で見上げても、二人の悪魔が情けで力を授けてくれることはない。
,神がそうであるように、悪魔も。……自らを助ける者しか、助けない。
{f:5:Beatrice},「わかってます。……自分で、考えますから……。……必ず、……私が……。」
{f:5:Beatrice},「見よ、悪魔ども！　この今時、純情な娘を…！愛を司る悪魔として心が痛まぬか！　出せ出せヒントを…！　ヒントのヒントくらいなら出せるであろう？」
,ゼパルとフルフルは顔を見合わせる。
,……もちろん、憐れみが浮かぶことなど絶対ない。しかし、どうしてやろうかと、面白がりつつも、考えている仕草は見て取れた。
Zepar,「どうするフルフル？！」
Furfur,「ヒントのヒントならいいかしら？！」
{f:5:Beatrice},「あぁ、それで構わんから１つ、どーんと頼む！」
,「「よぅし！　それではゼパルとフルフルから！　愛のヒントのヒントをプレゼント！！」」
{f:5:Beatrice},「お、お願いします…！！」
Furfur,「答えが見えないのは、」
Zepar,「愛が足りないから！」
{f:5:Beatrice},「だ、だからそういうヒントではなくてッ！」
Furfur,「もしも足りないのなら？！」
Zepar,「満ち溢れた恋人たちを、観察してはどうだろう？！」
Furfur,「そうね、幸いなことに！　ここには２組も愛し合う者たちがいる！」
Zepar,「彼らが愛ゆえに戦うところを、少し見物していたらいいんじゃないかい？！」
,「「僕たちの試練を、観測者の立場から見てみるといいよ！！」」
{f:5:Beatrice},「だぁああぁかーらーー！！　そーゆうヒントではないというにー！」
,姉ベアトは、もう少し具体的なヒントを出せと食って掛かる。
,しかしゼパルとフルフルは、くすくすと笑いながら、ねずみのようにくるくると逃げ回る。
,……しかしベアトは、……彼女らのくれたヒントのヒントを、……しっかり受け取る。
,第二の試練は、自分たちは脱落し、……譲治・紗音と、朱志香・嘉音の、２組で争われる。
,“寄り添いし二人を、引き裂け”。
,つまり、相手側を誰かひとり、倒せということだ。
,どのような方法でそれを決めてもいいことになっている。決闘でもいいし、それこそジャンケンでもいい。
,……彼らは、４人で相談したり、時に２組に分かれて相談したりを何度も繰り返し、……とうとう、どうするかを決めたようだった。
Ushiromiya George,「………ゼパル、フルフル。いいかな。」
Zepar,「おや、やっとお声が掛かったよ！！」
Furfur,「なぁに譲治！　決闘の方法が決まったの？！」
,真剣な表情の４人を、いくらふざけた口調で囃し立てても、彼らのそれが変わることはなかった…。
Shannon,「……はい。決闘することに、しました。」
Kanon,「決闘は、僕と紗音の、二人が戦います。」
Zepar,「それは意外だね。一対一の決闘なら、てっきり、」
Furfur,「譲治と朱志香が戦うものとばかり思っていたわ。」
Ushiromiya Jessica,「……二人が、どうしても自分たちで決着したいって、聞かねぇんだ。」
Ushiromiya George,「僕も、男として、見守ることしか出来ないことが悔しい。……しかし、紗音の決意は揺るがない。だから僕は、僕らは、それを尊重して、信じるしかない…。」
Ushiromiya Jessica,「………嘉音くん…。」
Kanon,「僕を信じてくれて、……ありがとうございます。もし、直接戦わなければならない日があったなら、……そうするべきだと、ずっと思ってきたことなんです。」
Shannon,「そして、それが今日なのだと、私たちは理解しました。……もちろん、避けることの出来た日かもしれません。」
Kanon,「しかし、……その日は訪れました。だから、僕たちは、逃げない。」
Ushiromiya Jessica,「……そうだな。……私も、逃げないからここにいる。」
Ushiromiya George,「同じだよ。………紗音を信じた。だから、もう僕から何も言うことはない。……そして、たとえ紗音が戦う決闘であっても。…僕たちの力は一つだ。だからこれは、共闘なんだ。」
Shannon,「………はい、そうです。……私は、私たちを、代表するだけなんです。」
Zepar,「愛する者たちの決めたことなら、」
Furfur,「悪魔とて口を挟めはしないわ。」
Zepar,「さて、君たちの決闘だけれど、……どうやって決着をつけるつもりだい？」
Furfur,「まさか。……本当に“決闘”で、いいのかしら？」
,紗音と嘉音の二人は、間を置かず、静かに頷く。
Zepar,「……決闘の方法は？」
Kanon,「どちらかが、死んで終わる方法なら、何でも結構です。」
Shannon,「もし許されるなら、……苦しむことなく、安らかに。そして、死に至る以外の、無用の傷つけあいを避けられるものを望みます。」
Furfur,「………ゼパル。私たちは、この高潔なる決闘の、正しい立会人になるべきだわ。」
Zepar,「そうだね。……わかったよ、二人とも。君たちの高潔な意思を尊重できる、高潔なる決闘を、僕らは提案する！」
,ゼパルが強く手を叩くと、古風な装飾の鞄が宙に現れ、紗音と嘉音の間にどさりと落ちた。
,フルフルが開けてごらんと、二人に頷く。
,嘉音はしゃがみ、その鞄を開く。
,……中には、骨董品が収められていた。洒落た喫茶店に飾られていたら、それは素敵なアンティークかもしれない。
,しかしそれは今、ただの飾りではない。
Ushiromiya Jessica,「…………こ、これは……。」
Ushiromiya George,「なるほどね。……決闘に、相応しいじゃないか…。」
,鞄の中に収められていたのは、……中世に使用されたような、古風な、……決闘用のピストルが２丁。
,そう、この鞄は、……死によってのみ決着を望む二人以外、開くことを許されない、……決闘の鞄。
Zepar,「弾は一発ずつ。君たちの要望に応え、魔法を込めておいたよ。」
Furfur,「体のどこに当たろうとも、痛みなく、そして必ず死に至らせる魔法の弾。」
Shannon,「……ありがとうございます。最高の、慈悲です。」
Kanon,「二人が、共に弾を外した時は？」
Zepar,「本来なら引き分け。……でも僕たちの試練はそれを許さない。」
Furfur,「二人が共に弾を外したなら、仕切り直して、再び弾を与えるわ。どちらかが、死ぬまでそれを、繰り返す。」
Kanon,「……僕は、異存ないよ。」
Shannon,「私もよ。……良かったね。これで私たちはようやく、」
,「「決着をつけられる。」」
Zepar,「右代宮譲治、君を紗音、いや、紗代の立会人と認めるよ。」
Ushiromiya George,「……了解だ。」
Furfur,「右代宮朱志香、あなたを嘉音、いいえ、嘉哉の立会人と認めるわ。」
Ushiromiya Jessica,「お、……おぅ…！」
,「「僕たちは決闘責任者！　この決闘を、必ず決着させるまで責任を持つ！！」」
,ゼパルとフルフルが大声でそれを宣言すると、……辺りは金色の光で埋め尽くされ、……それが晴れた時、……そこは黄金の薔薇が咲き乱れる、…薔薇庭園になっていた……。
{f:5:Beatrice},「恋を巡っての決闘とは、な……。古風なヤツらよ。……妾も千年の中で何度かピストルの決闘を見てきたが、……このような決闘は、初めて見る。」
{f:5:Beatrice},「……悪魔が立会人をするから…？」
{f:5:Beatrice},「違う。……普通、恋の決闘とは、１人を巡って、２人の恋する者が戦うと決まっておる。しかし、彼らは、恋する２人が、恋する２人と戦おうとしている。……これはとても、珍妙だ。」
{f:5:Beatrice},「それはきっと、……魔法の奇跡がほしいからです。……私たちは、……魔法の奇跡がもらえないと、……恋が成就されないって…。」
{f:5:Beatrice},「……………………。……宇宙を作るための、最少人数は何人か、知っておるか？」
{f:5:Beatrice},「……え？　い、いえ、……知りません…。」
,紗音と嘉音は、互いに鞄からピストルを取り、それぞれの立会人のところへ戻り、それを確認する。
,そして問題ないことを確認し合い、……決闘の意思をもう一度確認され、……二人とも頷いた。
Zepar,「問題がなければ、決闘者たちは二人で背中を向けて立ち、……決められた歩数を歩いて、距離を開いてもらう。」
Furfur,「それから合図と同時に決闘開始よ。……ゼパル、その歩数は何歩がいいかしら。」
Zepar,「……………そうだね。……では、……この決闘の、因縁となる数字を、それにしようじゃないか。」
Furfur,「因縁となる数字……？　それは、いくつなの？」
Zepar,「僕たちがよく知る数字さ。……そして、このゲームが、物語が始まった時から、何度も何度も繰り返されているあの数字さ…！！」
,「「それは“１９”！」」
Shannon,「……………面白い数字です………。」
Kanon,「……気に入ったよ。……全てと決別するには、いい数字だ。」
,１９。
,それは、１８人しかいないはずの島に、１９人目の幻想を見た時、魔女を指して数えた数字。
,それは、この物語を生み出すのに、かかった月日の数。
,それは、避けえぬ今日と言う日に至るまでの月日の数。
,そしてそれは、……この世界の、本当の領主の、年齢。
Ushiromiya Jessica,「向かい合って、１９歩を歩き、……撃つ。」
Ushiromiya George,「……かなりの距離になるね。……早撃ちが有利とは限らない間合いだ。」
Shannon,「……先に撃って外してしまったら、……多分、それで決着してしまう。」
Kanon,「それを当てれば、かすり傷ひとつ負わずに勝てる簡単なゲームさ…。」
,「「それでは決闘者たち！　背中を合わせて立ちなさい！！」」
,紗音と嘉音は、ゆっくりと歩み寄り、向かい合う。
,背中を向ければ、……次に相手の顔を見る時、それは相手を殺す時だ。……だからこの対面は、最後のものになる。
Shannon,「今までありがとう。………君という弟に出会えて、楽しかった。」
Kanon,「……僕を僕であらせてくれて、ありがとう。……灰色の世界に、彩を見せてくれて、ありがとう。」
Shannon,「どうして、……私たちは生まれたんだろうね。」
Kanon,「生まれた時、すぐに死ねればよかったんだ。」
Shannon,「……それは、お父さんの罪だね。」
Kanon,「そうさ。だからあいつも死ね。みんな死ね。」
Shannon,「うん。みんな死ぬよ。もうすぐね。……そして、すぐにみんな蘇って会えるよ。もう私たちは、籠の中の小鳥じゃない。」
Kanon,「……僕たちはようやく籠を出て、……それぞれの世界へ羽ばたけるんだ。」
Shannon,「君と、もっと早くこうして、……決闘をすれば良かったね。」
Kanon,「……それがきっと、今日なのさ。」
Shannon,「うん。今日だね。」
Kanon,「１９８６年、１０月５日。……運命の日。」
Shannon,「私たちの、どちらかが、死ぬ。」
Kanon,「……あるいは、同時に撃ち合って、二人とも死ぬよ。」
Shannon,「あ、それもありか。………それでも全然ありだね。」
Kanon,「そうさ。それであっても、必ず僕らの恋は、成就されるのだから。」
Shannon,「………決闘の必要、……あったのかな。」
Kanon,「あったさ。姉さんも言ってるよ。……僕たちはいずれにせよ、……もっと早くに決闘するべきだった。」
Shannon,「そうだね。……私にとって、君は、」
Kanon,「僕にとって、姉さんは、」
,{a:c:　　　　「「もう邪魔なのだから。」」}
,二人の瞳が、……初めて殺意を持って、互いに向けられる。
,なぜ…？　どうして……？
,愛とは違った絆で結ばれた、実の姉弟のような二人が、……どうしてこの日を迎えねばならなかったの…？
,それはとても大きな謎。
,そして、これがどう、戦人さんの密室を解く鍵になるのか、……それもまた大きな謎。
,……この決闘を、逃げずに見守れば、……あの密室を解く鍵がわかるんですか…？
,そうなんですよね？　ゼパルさん、フルフルさん……！
,大聖堂は、領主バトラ卿と、その夫人となるヱリカ卿の結婚式場として、美しく装飾されていた…。
,大勢の山羊の仮面を被った来賓たちが、会場を埋め尽くし、新郎新婦の入場を待っている…。
,悪魔の結婚式らしく、それは厳かで静かなものではなく、……とても落ち着きなく、そして陽気で賑やかなものだった。
{f:5:Virgilia},「……ベアトはどうしているのでしょう。」
Ronove,「ゼパルとフルフルのところに身を寄せていると聞いています。……愛を司れば、魔王陛下とて退かねばならぬほどの力を持つ方々です。……きっと、何かの力になってくれると思いたいのですが。」
Gaap,「……あいつらのことは、よーく知ってるわ。……素直に力を貸してくれる連中じゃないのは、あんたもよーく知ってるでしょうが。」
Ronove,「ですな。……しかしだからこそ、……奇跡にも通ずる力を与えられるのです。」
{f:5:Virgilia},「………とにかく、戦人くんの心を密室から助け出せれば何とかなるのです。……ガァプは密室が大好物なんでしょう？　何か妙案は思いつかないのですか…？！」
Gaap,「酷い密室よ。戦人とヱリカの二人で赤き真実だらけのガッチガチ。……内部からの単独脱出は不可能だと断言できるわ。」
Ronove,「やはり、誰かが入れ替わりで内側に入り、チェーンを閉める他ありませんな…。」
Gaap,「……その誰かが現れてくれれば、戦人を助けるのは容易よ。１１人もいるんでしょ？」
{f:5:Virgilia},「その１１人は、ゲストハウスの２階にそれぞれ封じられています…。何とか、そこを抜けられれば…！」
Ronove,「……なるほど。……戦人さまの密室を解くのと、ゲストハウス２階の２つのどちらかの密室を解くのは同じこと、というわけですな。」
Gaap,「そういうことよ。戦人の客室だけに拘るのは、思考的密室も同然だわ。……戦人を助けるために開く密室は客室じゃない。ゲストハウスの密室なのよ…！」
Dlanor,「………お気の毒デスガ。ゲストハウスの２部屋は、我らアイゼルネ・ユングフラウが封印を担当しておりマス。」
Gaap,「ちっ。あんたらは、封印と結界は大のお得意だもんね…。」
Dlanor,「しかし、流石はミス・ガァプ。戦人を救うべく破るべき密室はゲストハウス側であると気付かれるとは、お見事デス。……もうじき式も始まるでショウガ、それまでの退屈しのぎにひとつ、現場の再構築でも如何デス？」
{f:5:Virgilia},「……い、いいのですか？　ヱリカ卿の駒であるあなたの守秘義務に違反しませんか…？」
Dlanor,「いいえ、構いマセン。……存分に現場の封印を確認なされて絶望された方ガ。……心の底から式を祝福できるに違いないですカラ。」
Gaap,「言うじゃない……。……乗るわ、その挑戦。…リーア、式前に、ちょっとつまみ食いさせてもらいましょうよ。」
Ronove,「それでは、アイゼルネのお嬢様方。再構築をよろしくお願い致します。」
,「「謹啓、謹んで承り奉る。」」
{f:5:Virgilia},「……ここは、……いとこ部屋ですね。」
Dlanor,「隣部屋も構造はまったく同じデス。それでは、存分にご検証ヲ。」
Ronove,「部屋にいるのは、……源次、郷田、嘉音。そして、蔵臼、留弗夫、朱志香の、計６人ですな。」
Dlanor,「隣部屋は、秀吉、譲治、紗音、熊沢、南條、計５人デス。」
Gaap,「馬鹿ね、あんたたち。誰がいるかなんて今はどうでもいいのよ。この部屋からどう脱出するかだわ。」
{f:5:Virgilia},「そ、そうでしたね。……扉も窓も封印されていますから、何とか他の場所から脱出を……。」
Gaap,「………私ね。…あんたら天界の連中が得意とする、……勢いで誤魔化す力技、……よーく理解してるのよ。……密室じゃないわよね？　この部屋……。」
Cornelia,「……謹啓、謹んで申し上げる。我らが担当したる密室は完璧なりや…！」
Gaap,「あんた、前回は金蔵の部屋で窓の封印を担当してたわよね…？……戦人は金蔵を、あの部屋のどこから逃がしたんだったかしらァ…？」
Cornelia,「………………………。」
Dlanor,「……それはコーネリアのミスではありマセン。その叱責は上司の私が賜りマス。」
Gaap,「金蔵の書斎の時とまったく同じよ。窓よ。窓からこの密室は破れるわ。……バレバレなのよ、あんたたちの手口は。」
{f:5:Virgilia},「ど、どうしてです…？！　ヱリカ卿は、部屋単位で封印をしたのですよ…？　窓の封印ももちろん含まれ、部屋を丸ごと封じたはずです…！」
Ronove,「……なるほど。……どうやら、私たちは封印の定義を勘違いしてしまっているようですな。ガムテープで封じられた密室は、{i:破れない}わけではありません。牢屋ではないのです。」
Gaap,「そういうことよ。……封印は確かに密室を保証するわ。でも、密室を維持することを保証はしないわ。{i:ガムテープが破られない限り}、密室であることを保証するだけ。」
Dlanor,「我々は何も誤解させるつもりはありマセン。…………ガムテープが維持される限り、密室を保証スル。それだけデス。」
{f:5:Virgilia},「そ、それで、どうして窓から…？！　どうして窓からなら密室を破れるのですか！」
Gaap,「簡単じゃない。ガムテープをぶっ千切って、外へ飛び出すだけよ。……ゲストハウスの外壁の構造は知らないけど、あの小娘が、誰にも知られずに這いずり回って、外からガムテープが張れる程度には足場もあるはず。」
Dlanor,「………ガムテープを破れば、封印が破られたことが直ちにわかりマス。そして私たちは、封印が健在であることを、戦人のロジックエラー時にも証明しているはずデス。」
Gaap,「そうね。確かにあんたたちは、あの時点でも封印が破られていないことを証明したわ。……だから密室だと私たちは誤解させられた。………封印イコール密室とは、限らないのよ。」
,ガァプは密室ミステリーに引導を渡すことを得意とする悪魔…。
,……この程度の挑戦、赤子の手を捻るようなものだと、背の低いドラノールを反り返りながら見下ろす。
,ドラノールも不敵な表情で見上げて、それに応え、火花をバチバチと散らしあう……。
{f:5:Virgilia},「封印イコール密室ではないのですか？！　そんな馬鹿な…。」
Gaap,「思い出してリーア。あの時、ヱリカたちは何の封印を見せた？　何の封印の維持を見せたの？！」
Ronove,「………ぷっくっくっく。…なるほど。……天界大法院の得意そうな改竄術ですな。」
Dlanor,「聞き捨てなりマセン。……おうかがいしまショウ。」
Gaap,「だから言ってるでしょう、窓よッ。……確かにあんたたちは、彼らを封印で封じたわ。その際には窓も含んでいるわ。そしてその証明は封印時になされた。ここまではＯＫよ。でもね？！」
Gaap,「しかしその後、中の人間は誰でも！　えぇと、ここには誰がいるんだっけ？！　源次、郷田、嘉音、蔵臼、留弗夫、朱志香！　誰でも可能よ！　窓のガムテープを千切ってここから抜け出し、戦人を助けに行くだけ…！」
{f:5:Virgilia},「ですからッ、その封印は健在であると、ロジックエラー時にも証明が…！」
Ronove,「違いますよ。……あの時、ヱリカ卿が証明されたのは、“扉の封印”だけです。」
Dlanor,「……………………………………。」
{f:5:Virgilia},「そ、……そう言えば…！　あの時、ヱリカ卿は、２部屋の扉を示し、その封印の健在を主張しただけ…。窓の封印には触れなかった…！！」
Gaap,「それが正解よ。………確かに封印時は扉も窓も完璧だったでしょうよ。……でもロジックエラー時には、扉しか封印を証明しなかったッ。つまり、ヱリカがゲストハウスを去ってから以降！窓を破って、自由に部屋を出ることが禁じられていない！」
Dlanor,「…………………………。」
Gaap,「どう？　ぐうの音も出ないでしょう？　これが、あんたたちのやり口よ。」
Dlanor,「……………ふ、……………。」
Gertrude,「……上司ドラノール。…………そろそろ…。」
Dlanor,「…………どうやら、新郎新婦が到着されるようデス。お喋りはこれくらいにしまショウ。………それでは後ホド。」
,ドラノールは愉快そうににやにやと笑いながら、踵を返す。……痛烈な場所を突かれたはずなのだ。
,ガァプは逃がすつもりはない。その肩を掴む。
Gaap,「……待ちなさいよ。ロジックエラー時に窓の封印が維持されているかを証明しなさいよ。でなければ、この部屋の誰でも戦人の救出は可能だわッ！！」
Dlanor,「誰が、……救出を可能だと言うのデスカ？」
Gaap,「誰でもいいのよ！　じゃあ個人的好みで、嘉音くんを指名するわ。身軽そうだし、気配を消すのも得意だしね。ヱリカの後をつけ、素早く戦人くんと入れ替わるのにぴったりだわ！」
Dlanor,「嘉音ニ…？　ふっふふふふふふふ……。不可能デス。」
Gaap,「不可能？　ダメよ、普通の言葉じゃ信用しないわ。……赤き真実で。あんたの赤き太刀にかけて誓いなさいッ。」
Dlanor,「……ミス・ガァプ。これより始まるのは神聖なる婚儀デス。その神聖なる場で、太刀を抜けと仰るのデスカ？　……無礼、無粋を極めるかと思いマス。それはまたの機会がいいデス。……それではこれニテ。」
Gaap,「……{p:2:嘉音に戦人の救出が可能よ。ヱリカ封印後に窓を出て客室の戦人くんと入れ替わり、チェーンロックを閉めて、クローゼットに隠れた。}」
Dlanor,「……{p:1:不可能デス。窓も封印を維持していマス。無論、ロジックエラー時にデス。}」
,ガァプの、青き楔を伴う神速の後ろ回し蹴りと、……ドラノールの赤き太刀が交差して、互いの喉元に突きつけ合う……。
,和やかだった婚儀前の空気が、ざわめきを伴い霧散する。
,……抜刀しあって突きつけ合う二人に、何事かと、山羊の来賓たちはひそひそと囁きあう。
Gaap,「……何よ、……ちゃんと返せるじゃない……。どうしてもったいぶったのよ。」
Dlanor,「………やがて、その思考にベアトリーチェが気付き、……それを救出の鍵として、婚礼に乱入してくるだろうと思っていマシタ。………しかし、それに先にあなたが食いつき、……奥の手を見せることになるとは思いませんデシタ。」
Gaap,「き、……汚いヤツだわ…。……あんたら、……わざと窓を疑わせて、………ベアトを誘い出して、……返り討ちにしようと罠にしていたのね……。」
Dlanor,「花嫁を警護する人間として、当然のことデス。……これで満足デスカ？　魔界式の婚儀は、実に下品で野蛮デス。……では失礼。」
Gaap,「……おっと、まだ騙されないわよ……。{p:2:あんたが言った窓の封印は、“嘉音の”いとこ部屋のものでしょう？じゃあ、隣部屋の窓はどうなの？あんたは、嘉音の救出の可能性について、不可能と切り返しただけよ。隣部屋の人間の可能性は、まだ生きている…！}」
Dlanor,「……………………しつこいお人デス。」
Chiester00,「ご無礼、お詫びするであります！　本式典警備役のシエスタ姉妹近衛隊であります！　失礼ながらご両名の招待状と受理印を拝見します！」
Dlanor,「ドラノール・Ａ・ノックス。花嫁側参列者デス。招待状と受領印。並びに、花嫁警護役の証明書デス。」
Chiester45,「ノックス主席殿と確認しましたっ。バトラ卿の婚儀へようこそ、歓迎いたします！」
Gaap,「ガァプよ。花婿側参列者。招待状と、……あ、いけね。」
Chiester410,「受付受領印がないにぇ。」
Gaap,「ダイレクトにここに来ちゃったから、受付通ってないわ。テヘ、受領印まだなの。」
{f:5:Virgilia},「あ、あなたはこんな時に、どうしてまたッ…！！」
Chiester00,「……ガァプさま。失礼ながら、別室へご同行願います。」
,ドラノールはその様子を見届けると、肩を竦めるような仕草をして、踵を返す…。
Gaap,「待ちなさいよッ、ドラノール！！　私の青き真実に答えなさいよッ！！」
Dlanor,「天界大法院の見解をご希望でしたら、法院規定に従いご申請をお願い致しマス。」
Gertrude,「謹啓。窓口は平日１０時から１７時までと知り給え。１２時から１時間１５分は昼休みと知り給え。」
Cornelia,「謹啓。申請書には、修正液、二重傍線は一切認められぬものと知り奉れ。」
Chiester410,「コミケの申込書も、それがあると落ちるって噂があるにぇ。」
Chiester45,「と、都市伝説ですッ。………多分。」
Dlanor,「本件、青き真実を口頭での仮受付といたしマス。……正式な申請が受理されるまで保留とし、重複申請を禁じマス。」
Gaap,「わけわかんないわッ！！　私の青き真実に答えるの？！　答えないっての？！」
Dlanor,「……月曜日にご申請いただければ、来月末頃にはご解答できるでショウ。重複申請は禁じられていますので、たった今、あなたが口にされた青き真実は、本婚儀では使用不可としマス。……根拠法令、大法院事務規則第２１４条の１５、重複申請の禁止にツイテ！」
Gertrude,「謹啓、謹んで申し上げる。{p:1:ロジックエラー時に隣部屋の窓の封印が暴かれていたことを理由とする青き真実の使用を禁じるものと知り給え。}」
Cornelia,「謹啓、謹んで申し上げる。{p:1:当該の青き真実への回答義務は、発生しないものと知り奉れ…！}」
Gaap,「ひ、卑怯者ッ！！　ちょっと、離しなさいよウサギ楽団ッ！！」
,ガァプはシエスタ姉妹に連行されていく…。
,ようやく核心に届いたと思ったのに、あまりに卑劣な、……回答拒否だった。
,しかし、ここに来て大きな手掛かり。隣部屋の窓は、封印が破られている可能性がある…！
,それはつまり、秀吉、譲治、熊沢、紗音、南條の５人の誰かが、戦人を助けることが可能かもしれないということだ。
,なのに、たった今、封じられてしまった…！
,“隣部屋の窓の封印が破られているかもしれない”ことを理由にした、一切の青き真実の使用を、禁止されてしまった…。
,戦人を救出可能な５人が、……それを主張できなくなってしまった…！
Ushiromiya Ange,「な、何よ、それ…！　卑怯だわ、それが答えなんじゃないの？！　窓だけ封印の維持を証明していないのは私も気付いてたわ。でも、青き真実に使えないなんて、どうすればいいのよ？！あぁ、わかってるわ。フェザリーヌはどうせ自分だけ答えに気付いてて、ほくそえんでるんでしょ…！」
{f:5:Featherine},「………すまぬな、人の子よ。……私も、これには困った。」
Ushiromiya Ange,「ちょっと、……何を言い出すのよ…。」
{f:5:Featherine},「私も、隣部屋の窓がまだ開いていることは気付いていた…。……しかしながら、それを反論に使えぬと封じられるとは、想像もしなかった…。」
Ushiromiya Ange,「これって重大なルール違反じゃないの？！　だって、正解が言えないクイズなんて、フェアなゲームじゃない！　これ、向こう側のロジックエラーじゃないの？！」
{f:5:Featherine},「……………………。……それがロジックエラーにならないから、こうして物語が続いているとも、受け取れる…。」
Ushiromiya Ange,「つまり、隣部屋の窓とまったく無関係な、他の答えがあるってこと…？」
{f:5:Featherine},「……あるいは、……窓の話をせずに、隣部屋の５人の誰かが助けに来られたことを説明するか。」
Ushiromiya Ange,「窓の話をしないってことは、窓を使わずに部屋を出るってことだわ。それでは隣部屋だって密室と変わらない…！」
{f:5:Featherine},「……ふむ。……だから私も困ってしまった。……このおかしな封印宣言のせいで、２つの部屋は再び密室に戻ったも同然になってしまった。……恐らくだが、」
Ushiromiya Ange,「恐らく何？　八百万を束ねて超えるっていうあんたの知能ならどんな答えが見つかるの？！」
{f:5:Featherine},「……………答えは、ない。」
Ushiromiya Ange,「ない？！　ないって何！」
{f:5:Featherine},「隣部屋の窓以外に、出口はない。……にもかかわらず、隣部屋の窓を推理に組み込むことが許されぬ。…………この密室を解く答えは、恐らく、ない。」
Ushiromiya Ange,「ないならどうなるの？！」
{f:5:Featherine},「答えがない以上、説明義務を求められているプレイヤーが敗北するのは必定だ。」
Ushiromiya Ange,「それって、手詰まりってことじゃない…！　つまり、今のドラノールの宣言は、……ある意味、トドメ！　チェックメイトってことじゃない！！」
{f:5:Featherine},「……………………。……いや、一手、あるにはある。……しかしその手は、………二度と使えぬ手だ。……そしてそれは、…ベアトの心臓の一部でもある。」
Ushiromiya Ange,「この物語の、最大の謎の一つってこと…？」
{f:5:Featherine},「そうだ。………それを使えば、……あるいは何とか……。」
,フェザリーヌは深く溜息をつく。……これまで彼女が、見せたことのない仕草だった。
,………そうか。
,……この長き物語も、……いよいよ幕を下ろす時が来たのか…。
,　その謎を明かすことは、……いよいよ、………ベアトを殺す、ということだ。
,………いや、その資格があるのは、……戦人だけだろう。
,彼がゲームマスターとして、その物語を紡ぐなら。………それは、今や誰にも拒めまい…。
,　この物語の最大の謎は、………恐らく、……もうじき、………明かされる……。
,ドンッ、と重低音が響き渡った。
,大聖堂に整列する数十人のシエスタ姉妹近衛隊の儀仗兵が、一斉に踵を打った音だ。
,……それは、司会の悪魔が語るより前に、静粛を促すものとなった。
Zepar,「あぁ、どうか静粛に！！　参列のご来賓諸賢よ…！！」
Furfur,「領主にして無限の魔術師であらせられるバトラ卿と、真実の魔女であらせられるヱリカ卿の婚儀に、ようこそご参列をッ！！」
,ゼパルとフルフルが、大聖堂の中央に現れる。
,……彼らを婚儀の司会に招くのは最高のステータスだ。
,静粛を求められたにもかかわらず、聖堂に満杯の参列者たちは二人の悪魔を盛大な拍手で迎えた。
{f:5:Virgilia},「……ゼパルたちではありませんか。では、ベアトは…。」
Ronove,「もう、この会場に紛れ込んでいるかもしれませんな……。」
,数百人を超える参列者たちの人ごみの中にベアトの姿を探すが、……とても見つけられるものではなかった。
{f:5:Virgilia},「ベアトは、……戦人くんを救う方法を、……見つけられたでしょうか…。」
Ronove,「……ゼパルとフルフルの力を得られたなら、……きっと。……あの方々の力を得て、成し遂げられぬ奇跡はないのですから。」
{f:5:Virgilia},「もしも、得られなかったら……？」
Ronove,「……その辺で、ハンカチを噛んでる山羊が、お嬢様でしょうな。ぷっくっく…。」
Zepar,「それではッ、新郎新婦の入場を迎えよう…！！」
Furfur,「厳かに迎えて、どうか二人の門出を祝って欲しい！！」
,「「出でよ、新郎新婦！！　墓場まで逃れられぬ婚姻という名の束縛の道を歩まれい！！」」
,大聖堂後方の大扉が、……ゆっくりと開いていく……。
,そして、………領主と、……その伴侶の美しき花嫁姿を見せる……。
,赤い絨毯の敷かれた“墓場までの道”を、……ゆっくりと、……腕を組んだ二人が歩き始める。
,その道をシエスタ姉妹近衛隊の儀仗兵が挟んで並び、装飾された銃剣を、機械仕掛けのように規律正しく構え、二人のための道を邪魔する一切の邪悪が存在しないことを確認する。
,儀仗兵以外のシエスタ姉妹兵は、柱の影などで、聖堂全体を見渡しながら、不審者の妨害を警戒している。
Chiester00,「………００より４５、４１０、異常ないか。」
Chiester410,「天井狙撃手、異常ないにぇ。」
,４１０と４５の姿は、大聖堂の大天井に吊るされた、巨大なシャンデリアの上にあった。
,見れば、他のシャンデリアの上にも、シエスタ姉妹兵の狙撃ペアが、ずらりと何組も配置されている…。
,一見、華やかな大聖堂は、参列者の気付かぬところで、大勢の警備役が警戒に当たっていた……。
Chiester45,「現在、ベアトリーチェ卿と疑わしき参列者３６名と、襲撃可能地帯の１３１名を同時補足、監視中っ。」
Chiester00,「……警戒を怠るな。……必ずベアトリーチェ卿は婚儀を襲撃するはずだ。」
Chiester410,「嫁を奪いに襲撃なんて燃えるにぇ。」
Chiester45,「４１０、嫁じゃないです、婿ですっ。」
Chiester410,「嫁であってるにぇ。にっひひひひ……。」
,シャンデリア上のシエスタ狙撃隊は、超高性能の監視員たちにより、数百人を超える参列者全員の動きを補足している。
,その中のひとりでも不審な動きをしたら、……即座に狙撃が許可される。
