Speaker,PC Japanese (JP)
{f:5:Beatrice},「……きき、気のせいよ。妾も今回は必死でな？　そうそう心にゆとりもないのだ。深く気にするでない…。」
{f:5:Virgilia},「……要求した復唱が改ざんされていますよ。誤魔化されないように。」
{f:5:Beatrice},「………………くぅぅぅぅぅうぅう…。」
Ronove,「ぷっくっくっく…。駄目みたいですよ、お嬢様。」
Ushiromiya Battler,「そ、そうか！　“６人全員他殺”とは言ってない。“６人全員自殺に非ず”とこいつは言い換えた！　ということは、他殺でも自殺でもない人間が混じっているということだ。
Ushiromiya Battler,………ああぁあぁあ、わかったぜわかったわかったッ！！これが真相だ！」
Ushiromiya Battler,「６人の中に潜む犯人Ｘは５人を殺害後、密室を構築した。……そしてそこから何かの方法で逃れるか、隠れるかするつもりだったんだ。
Ushiromiya Battler,ところが、{i:事故った}ッ！！　本人すらも想定しない理由により事故死し、自ら望まない密室殺人を構築したんだ！！これで決まりだぜベアトリーチェ！！　チェックメイトだ！！！」
{f:5:Beatrice},「く、……くそぉおおッ！！　その程度で妾が追い詰められると思うか！！　この程度でリザインを叫ぶものかッ！！
{f:5:Beatrice},その愚かなチェックメイト、妾の赤き宝刀にて何度でも叩き斬ってくれようぞ！！　６人の中に事故死は、
{f:5:Beatrice},むがッ？！　ふががが、はにをふるッ、ふがふが！」
Ronove,「失礼。当方、ここで作戦タイムを所望いたします。しばしのご猶予をお許しください。」
{f:5:Virgilia},「……正当な要求です。問題ないかと。」
Ushiromiya Battler,「おう！！　許可するぜ！　俺も今までさんざんそいつをもらってる。今度はお前がそれを使う番だぜ…！！」
Ronove,「ありがとうございます。さぁ、お嬢様、……こちらへ。そして心の中で静かに数字を百数えましょう。」
{f:5:Beatrice},「ふがふがふが！！ふのへへ、ふのふぇー！！ふがー！」
,狼狽し、興奮しきったベアトの口を、ロノウェは急に手で覆い、勝負を中断させた。
,そして作戦会議と称してベアトを奥へ引き摺っていく…。
Ushiromiya Battler,「……くそ。あの悪魔の執事め。ベアトが熱くなってる今が追い込む絶好のチャンスだったんだが…。」
,ベアトは普段、優雅そうに振舞ってるヤツだが、実際は、案外と短気で怒りっぽい。
,……普段の知性は、興奮し出すと鳴りを潜める。
{f:5:Virgilia},「ロノウェは冷静ですね。…おそらくあの子に頭を冷やす時間を与えたのでしょう。……あの子はあなたのチェックを外すことに意地になり、いくつかの大駒を易々と見捨てようとしていた。…第一の晩など、所詮は前哨戦。……あの子は引き際を誤り掛けた。」
Ushiromiya Battler,「……つまりどういうことだよ。俺のチェックメイトは成立したのか、しないのか。」
{f:5:Virgilia},「あの子は赤を宣言し掛けていました。チェックメイトにはまだならないでしょう。……しかしおそらく。頭を冷やしたあの子は、リザインを宣言するに違いありません。」
Ushiromiya Battler,「…まさか。あの負けず嫌いがか…？」
{f:5:Virgilia},「えぇ。負け戦は一秒でも早く兵を引き上げ、如何に損失を減らすかが肝要です。……難しいのは、それが負け戦であるかどうかを計ること。…あの子の執事は、それを冷静に判断したようです。」
Ushiromiya Battler,「……やれやれ。つまり、あと一息のところで逃げられたってわけだな。……びし！っと、俺がチェックメイトを決めてトドメを刺すって流れには、簡単にはならねぇんだな。」
{f:5:Virgilia},「でも、これはあなたの勝ちだと判断して良いでしょう。向こうはぎりぎりで大きな損失を踏み止まったようですが、それでもかなりのダメージを与えたに違いありません。……その傷の深さは、あの子の狼狽ぶりから充分理解できたはずですよ。」
Ushiromiya Battler,「だな。いっひっひっひ、これ以上いじめたら泣き出しちまいそうだぜ。」
,そんな話をしていると、神妙な顔をしたベアトとロノウェが戻ってきた。
,…いつもの不敵そうな笑みはないが、もう頭に血は上ってないようだった。
Ushiromiya Battler,「………よう。お前の手番だぜ。次の一手は決まったかよ？」
{f:5:Beatrice},「リザインだ。……この場はお前に勝ちを譲る。」
,ベアトは淡白にそう告げる。笑いたくば笑えというような達観も感じられた。
,……何となく興醒めして、追い討ちをする気も薄れた。
Ushiromiya Battler,「ま、お前がリザインしたってのは、結局のところ、俺の説もお前の説も、互いが相手を否定できないイーブンって意味だからな。負けってよりは引き分けって意味で受け取っとくぜ。」
{f:5:Beatrice},「……気持ち悪い同情などいらぬわ。この場は妾の負けだと言っておる。…そなたには雨に濡れた犬を、さらに棒で叩く趣味があるというのか。」
Ushiromiya Battler,「ねぇよ。お前と違ってな。」
{f:5:Beatrice},「…………………………。」
,俺が敗色濃厚な時はさんざん嘲りまくってくれたくせに、自分が逆になるとこのザマと来た。
,何だか卑怯なヤツだなとは思うが、そこは勝者の貫禄で飲み込んでおくことにする。
,……ベアトがリザイン。それだけが第一の晩の結果だ。
,俺の、“６人の中に犯人がいて、その人物は事故死した”という一手に対し、ベアトリーチェはそれを受け切れなかった。
,…いや、多分、受けられたのだろうが、何らかの戦略的判断により、そこで投了したわけだ。
,勝ったというよりは、あと一歩のところで逃げられた、という気持ちの方が強い…。
,魔女とのチェスは、説明不要のＸという駒だけで戦いを進められる。
,“悪魔の証明”のお陰で、俺はいくつでもおかしな架空を生み出し、議論を戦わせることができるわけだ。
,…しかしそれは、魔女とのチェスにおいてだけの話だ。……俺たち人間の世界では、そんな抽象的な話では物事は説明できない。
,今回の第一の晩の６つの連鎖密室。…確かに人間には可能かもしれない。
,ベアトはそれを全て否定はしきれなかった。
,しかし、誰が、何の為に、そして実際にはどうやって犯行に及んだのか、さっぱり見当も付かない…。
,勝っておいて何だが。……いっそ、人間には不可能だと、ベアトリーチェに言い切られた方がなぜかすっきりしたような気がした。
,俺はＸなどという抽象的な駒で誤魔化すが。…………何か、知ってはならない不気味な意思が、…確かにこの屋敷の中には満ちていることを否定できないのだ…。
