Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"I twisted the wire hanger, bending the end with the tip around.","I twisted the wire hanger, bending the end with the tip around. ","I twisted the wire hanger, bending the end with the tip around.",針金ハンガーを捻って絞り、先端を少し曲げて加工する。,針金ハンガーを捻って絞り、先端を少し曲げて加工する。,"Я скрутил проволочную вешалку, согнув её кончик.","Eu torci o cabide de arame, curvando um pouco a sua extremidade.",我拧起铁丝衣架，稍稍拧弯其前端，进行加工。,我擰起鐵絲衣架，稍稍擰彎其前端，進行加工。,"Storsi il filo di ferro, piegando l'estremità con intorno la punta.","I twisted the wire hanger, bending the end with the tip around.","Retorcí la percha, doblando la punta.","I twisted the wire hanger, bending the end with the tip around.","I twisted the wire hanger, bending the end with the tip around.","I twisted the wire hanger, bending the end with the tip around.","I twisted the wire hanger, bending the end with the tip around."
,"I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool.","I formed a loop at the end to grab at things with, ...making for a sort of burglar's tool. "," I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool.",うまく引っ掛けられるよう、輪の部分を作り、……泥棒の小道具のようなものを作り上げる。,うまく引っ掛けられるよう、輪の部分を作り、……泥棒の小道具のようなものを作り上げる。,На конце образовалась петля для захвата...... напоминая инструмент грабителя.,E formei um círculo na ponta para poder agarrar coisas com ele ......fazendo parecer uma espécie de ferramenta de ladrão.,为巧妙钩到门链，拧了个圈，……制造了个很像小偷窃具的东西。,為巧妙鈎到門鏈，擰了個圈，……製造了個很像小偷竊具的東西。,Formai una curva alla fine con cui prendere le cose... rendendolo una sorta di strumento per uno scassinatore.,"I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool.",Formé una curva al final para poder sujetar cosas con ella... haciendo algún tipo de herramienta de ladrón.,"I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool.","I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool.","I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool.","I formed a loop at the end to grab at things with, ......making for a sort of burglar's tool."
,I then dashed out into the corridor again and closed the door almost as far as it would go.,I then dashed out into the corridor again and closed the door almost as far as it would go. ," I then dashed out into the corridor again and closed the door almost as far as it would go.",そして廊下に再び飛び出し、ぎりぎりまで扉を閉める。,そして廊下に再び飛び出し、ぎりぎりまで扉を閉める。,Затем я снова выскочил в коридор и почти до конца закрыл дверь.,"Então, corri para o corredor novamente e fechei a porta o máximo que foi possível.",接着，我再次拔腿飞奔到走廊上，几近极限地掩上门。,接著，我再次拔腿飛奔到走廊上，幾近極限地掩上門。,Quindi corsi di nuovo nel corridoio e chiusi la porta quasi del tutto.,I then dashed out into the corridor again and closed the door almost as far as it would go.,Entonces me apresuré al corredor de nuevo y cerré la puerta tanto como podía.,I then dashed out into the corridor again and closed the door almost as far as it would go.,I then dashed out into the corridor again and closed the door almost as far as it would go.,I then dashed out into the corridor again and closed the door almost as far as it would go.,I then dashed out into the corridor again and closed the door almost as far as it would go.
,My wrist could never pass through this.,My wrist could never pass through this. ," My wrist could never pass through this.",手首は到底通せない。,手首は到底通せない。,Моё запястье никогда бы не прошло через такую щель.,Meu punho nunca passaria pela fresta.,手腕是无论如何都伸不进去了。,手腕是無論如何都伸不進去了。,Il mio polso non passerebbe mai attraverso di essa.,My wrist could never pass through this.,Mi muñeca nunca podría pasar por aquí.,My wrist could never pass through this.,My wrist could never pass through this.,My wrist could never pass through this.,My wrist could never pass through this.
,"But with the door closed this far, the chain should have extra length to spare...!","However, if I close it this much, the chain should have extra length to spare...! "," However, if I close it this much, the chain should have extra length to spare...! ",しかしこれだけ閉めれば、チェーンの長さは充分余るはず…！,しかしこれだけ閉めれば、チェーンの長さは充分余るはず…！,"Но если я так закрою дверь, цепь удлинится!..","Mas com a porta praticamente fechada, a corrente teria comprimento de sobra...!",不过将门掩到这种程度，门链的长度应该绰绰有余…！,不過將門掩到這種程度，門鏈的長度應該綽綽有餘…！,"Tuttavia, se la chiudo fino a qui, la catena dovrebbe avere altra lunghezza disponibile...!","But with the door closed this far, the chain should have extra length to spare...!","¡Sin embargo, si la cierro así, la cadena debería tener suficiente longitud extra!...","But with the door closed this far, the chain should have extra length to spare...!","But with the door closed this far, the chain should have extra length to spare...!","But with the door closed this far, the chain should have extra length to spare...!","But with the door closed this far, the chain should have extra length to spare...!"
,And this crack is large enough for me to stick the hanger through...!,And this crack is large enough for me to stick the hanger through...! ,"And this crack is large enough for me to stick the hanger through...! ",そしてこの隙間なら、針金ハンガーは通せる…！,そしてこの隙間なら、針金ハンガーは通せる…！,"И эта щель достаточно широка, чтобы просунуть через неё проволоку!..",E a fresta é grande o suficiente para passar o cabide...!,再者这条缝，铁丝衣架是插得进去的…！,再者這條縫，鐵絲衣架是插得進去的…！,E questo spiraglio e abbastanza largo per far sì che infili la gruccia...!,And this crack is large enough for me to stick the hanger through...!,¡Y esta abertura es lo suficientemente grande como para meter la percha por ella!...,And this crack is large enough for me to stick the hanger through...!,And this crack is large enough for me to stick the hanger through...!,And this crack is large enough for me to stick the hanger through...!,And this crack is large enough for me to stick the hanger through...!
,Now it's just a matter of technique...!{n}I'll definitely be able to do it if I try enough times... I'm certain of it!!,"Now it's just a matter of technique...! If I keep trying, I'll definitely be able to do it eventually, ...I'm certain of it!! ","Now it's just a matter of technique...! I'll definitely be able to do it if I try enough times...I'm certain of it!!",あとは要領とコツの問題なんだ…！何度も試せばきっと出来る、絶対出来る！！,あとは要領とコツの問題なんだ…！{n}何度も試せばきっと出来る、絶対出来る！！,"Теперь это лишь дело техники!..{n}У меня обязательно получится, если достаточно попытаться... Я уверен!",Agora é só questão de técnica...!{n}Eu definitivamente vou conseguir abrir se tentar várias vezes... Tenho certeza disso!!,接下来，就是掌握要领与窍门的问题了…！{n}多试个几次一定做得到，绝对做得到！！,接下來，就是掌握要領與竅門的問題了…！{n}多試個幾次一定做得到，絕對做得到！！,Ora è solo questione di abilità...! Riuscirò sicuramente a farlo se ci provo un po' di volte... ne sono certo!!,Now it's just a matter of technique...!{n}I'll definitely be able to do it if I try enough times... I'm certain of it!!,¡Ahora solo es cuestión de técnica!...{n}Definitivamente lo lograré si lo intento las veces necesarias... ¡¡estoy seguro de ello!!,Now it's just a matter of technique...!{n}I'll definitely be able to do it if I try enough times... I'm certain of it!!,Now it's just a matter of technique...!{n}I'll definitely be able to do it if I try enough times... I'm certain of it!!,Now it's just a matter of technique...!{n}I'll definitely be able to do it if I try enough times... I'm certain of it!!,Now it's just a matter of technique...!{n}I'll definitely be able to do it if I try enough times... I'm certain of it!!
,""".........Hah......haah.........haah.........haah...!""","""......Hah......haah......haah......haah...!"" ",""".........Hah......haah.........haah......haah...!""",「………は、……はぁッ、…………はぁ、………はぁ…！」,「………は、……はぁッ、…………はぁ、………はぁ…！」,""".........Ха‐а...... ха‐а......... ха‐а...... ха‐а!..""",""".........Hah......haah.........haah.........haah...!""",「………哈，……哈啊，…………哈啊，………哈啊…！」,「………哈，……哈啊，…………哈啊，………哈啊…！」,"""... Hah... haah... haah... haah...!""",""".........Hah......haah.........haah.........haah...!""","""... ¡Uff... uff... uff... uff...!""",""".........Hah......haah.........haah.........haah...!""",""".........Hah......haah.........haah.........haah...!""",""".........Hah......haah.........haah.........haah...!""",""".........Hah......haah.........haah.........haah...!"""
,It's harder than it looks...,It's harder than it looks... ,"It's harder than it looks...",一筋縄では行かない…。,一筋縄では行かない…。,"Это сложнее, чем кажется...",É mais difícil do que parece...,没法一下就搞定…。,沒法一下就搞定…。,È più difficile di quel che sembra...,It's harder than it looks...,Es más difícil de lo que parece...,It's harder than it looks...,It's harder than it looks...,It's harder than it looks...,It's harder than it looks...
,.......But the chain {i:is} long enough.{n}......It isn't impossible...!,...But the chain is long enough. ...It isn't impossible...! ,".......But the chain is long enough. ......It isn't impossible...! ",……しかし、チェーンの長さは充分。……不可能じゃないんだ…！,……しかし、チェーンの長さは充分。{n}……不可能じゃないんだ…！,.......Но цепочка достаточно длинная.{n}......Такое возможно!..,.......Mas a corrente {i:é} longa o suficiente.{n}......Não é impossível...!,……不过，门链的长度足以挂上。{n}……并非不可能…！,……不過，門鏈的長度足以掛上。{n}……並非不可能…！,... Ma la catena è abbastanza lunga. ... Non è impossibile...!,.......But the chain {i:is} long enough.{n}......It isn't impossible...!,... Pero la cadena {i:es} lo suficientemente larga.{n}... ¡No es imposible!...,.......But the chain {i:is} long enough.{n}......It isn't impossible...!,.......But the chain {i:is} long enough.{n}......It isn't impossible...!,.......But the chain {i:is} long enough.{n}......It isn't impossible...!,.......But the chain {i:is} long enough.{n}......It isn't impossible...!
,"I had finally gotten my hands on the one way to escape.{n}......It was hard, yes, but it was theoretically possible.","I had finally gotten my hands on the one way to escape. ...It was hard, yes, but it was theoretically possible. ","I had finally gotten my hands on the one way to escape.......It was hard, yes, but it was theoretically possible.",ようやく手に入れた唯一の脱出方法。……難しくはあっても、理論上は可能。,ようやく手に入れた唯一の脱出方法。{n}……難しくはあっても、理論上は可能。,"Я наконец получил на руки способ спастись.{n}......Да, он сложен, но теоретически возможен.","Eu finalmente tenho em mãos uma forma de escapar.{n}......Vai ser difícil, mas teoricamente não é impossível.",这是好不容易才到手的，唯一的逃脱之法。{n}……尽管很难，但理论上是可行的。,這是好不容易才到手的，唯一的逃脫之法。{n}……儘管很難，但理論上是可行的。,"Ho finalmente messo le mani sull'unica via di uscita. ... Era difficile, sì, ma era teoricamente possibile.","I had finally gotten my hands on the one way to escape.{n}......It was hard, yes, but it was theoretically possible.","Finalmente había encontrado una forma de escapar de aquí.{n}... Era difícil, sí, pero teóricamente era posible.","I had finally gotten my hands on the one way to escape.{n}......It was hard, yes, but it was theoretically possible.","I had finally gotten my hands on the one way to escape.{n}......It was hard, yes, but it was theoretically possible.","I had finally gotten my hands on the one way to escape.{n}......It was hard, yes, but it was theoretically possible.","I had finally gotten my hands on the one way to escape.{n}......It was hard, yes, but it was theoretically possible."
,"If it was possible, then I would be able to get out.{n}I would be able to escape from here...!!","If it's possible, I'll be able to get out. I'll be able to escape from here...!! "," If it is possible, I'll be able to get out. I'll be able to escape from here...!!",可能なら、出られる。俺はここから逃げ出すことが出来るんだ…！！,可能なら、出られる。{n}俺はここから逃げ出すことが出来るんだ…！！,"Если так, то я смогу выйти.{n}Я смогу выбраться отсюда!..","Se é possível, então eu devo ser capaz de sair.{n}Eu vou sair daqui...!!",既然可行，那就是出得去。{n}我能从这地方逃出去…！！,既然可行，那就是出得去。{n}我能從這地方逃出去…！！,"Se è possibile, riuscirò a scappare. Riuscirò a scappare da qui...!!","If it was possible, then I would be able to get out.{n}I would be able to escape from here...!!","Si es posible, seré capaz de salir.{n}¡¡Seré capaz de escapar de aquí!!...","If it was possible, then I would be able to get out.{n}I would be able to escape from here...!!","If it was possible, then I would be able to get out.{n}I would be able to escape from here...!!","If it was possible, then I would be able to get out.{n}I would be able to escape from here...!!","If it was possible, then I would be able to get out.{n}I would be able to escape from here...!!"
,"""""......Hihi......hihihihihihihihihi......""""","""...Hihi...hihihihihihihihihi..."" ","""......Hihi......hihihihihihihihihi......""",「……ひ、……ひっひひひひひひひひひひひひひ……。」,「「……ひ、……ひっひひひひひひひひひひひひひ……」」,"""......Хи‐хи...... хи‐хи‐хи‐хи‐хи‐хи‐хи......""","""""......Hihi......hihihihihihihihihi......""""",「「……嘻、……嘻、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻……」」,「「……嘻、……嘻、嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻……」」,"""... Hihi... hihihihihihihihihi...""","""""......Hihi......hihihihihihihihihi......""""","""... Jiji... jijijijijijijijiji...""","""""......Hihi......hihihihihihihihihi......""""","""""......Hihi......hihihihihihihihihi......""""","""""......Hihi......hihihihihihihihihi......""""","""""......Hihi......hihihihihihihihihi......"""""
,"""......! ...?!?!""","""...! ...?!?!"" ","""......! ...?!?!""",「……ッッッ、…？！？！」,「……ッッッ、…？！？！」,"""......! ...?!?!""","""......! ...?!?!""",「……呃…？！？！」,「……呃…？！？！」,"""...!...?!?!""","""......! ...?!?!""","""¡...! ¡¿...?!""","""......! ...?!?!""","""......! ...?!?!""","""......! ...?!?!""","""......! ...?!?!"""
,"At that moment, ......I felt a heavy weight on the far side of the door.","At that moment, ...I felt a heavy weight on the far side of the door. ","At that moment, ......I felt a heavy weight on the far side of the door.",その時、扉の向こう側からずしりと、……何かの重みを感じた。,その時、扉の向こう側からずしりと、……何かの重みを感じた。,В этот момент...... я почувствовал тяжесть с противоположной стороны двери.,"Nesse instante, ......eu senti uma forte carga do outro lado da porta.",正在此时，我感到了从门对面沉甸甸的，……压过来了个很重的什么。,正在此時，我感到了從門對面沉甸甸的，……壓過來了個很重的什麼。,In quel momento... sentì una forza pesante all'altro lato della porta.,"At that moment, ......I felt a heavy weight on the far side of the door.",En ese momento... sentí un gran peso al otro lado de la puerta.,"At that moment, ......I felt a heavy weight on the far side of the door.","At that moment, ......I felt a heavy weight on the far side of the door.","At that moment, ......I felt a heavy weight on the far side of the door.","At that moment, ......I felt a heavy weight on the far side of the door."
,It felt as though someone inside the room had leaned against the door......with their forehead.,It felt as though someone inside the room had pressed their forehead against the door... and was drawing closer. ," It felt as though someone inside the room had pressed their forehead against the door... and was drawing closer.",まるで、部屋の内側から誰かが、扉に額を押し付けて寄り掛かって来ているような、……そんな感じがした。,まるで、部屋の内側から誰かが、扉に額を押し付けて寄り掛かって来ているような、……そんな感じがした。,Будто кто‐то из комнаты надавил лбом на дверь... и приближался.,"Como se tivesse alguém dentro do quarto, empurrando a porta......com a sua testa.",那感觉简直就像是，在门内侧有人额头贴着门，……靠到了门上似的。,那感覺簡直就像是，在門內側有人額頭貼著門，……靠到了門上似的。,Sembrava che qualcuno nella stanza stesse pressando la sua fronte contro la porta... e si stesse avvicinando.,It felt as though someone inside the room had leaned against the door......with their forehead.,Sentí como si alguien dentro del cuarto hubiera presionado su frente contra la puerta... y se estaba acercando.,It felt as though someone inside the room had leaned against the door......with their forehead.,It felt as though someone inside the room had leaned against the door......with their forehead.,It felt as though someone inside the room had leaned against the door......with their forehead.,It felt as though someone inside the room had leaned against the door......with their forehead.
,And she......the witch......had laughed.,And she... ...the witch... ...had laughed. ," And she.........the witch.........had laughed.",　そしてそいつが、……魔女が、……笑ったのだ。,そしてそいつが、……魔女が、……笑ったのだ。,И она......... ведьма... ......смеялась.,E ela......era a bruxa......rindo de mim.,接着这家伙，……魔女，……笑了。,接著這傢伙，……魔女，……笑了。,E lei... la strega... aveva riso.,And she......the witch......had laughed.,Y ella... la bruja... se había reído.,And she......the witch......had laughed.,And she......the witch......had laughed.,And she......the witch......had laughed.,And she......the witch......had laughed.
,"Then, I felt a powerful and strange force on the wire hanger.","Then, I felt a powerful and strange force on the wire hanger. "," Then, I felt a powerful and strange force on the wire hanger.",その瞬間、針金ハンガーに強い力の違和感。,その瞬間、針金ハンガーに強い力の違和感。,Затем проволочную вешалку с силой схватили.,"Então, eu senti uma poderosa e estranha força sendo imposta no cabide.",在这一瞬间，我从铁丝衣架上感到了股异样的强劲力道。,在這一瞬間，我從鐵絲衣架上感到了股異樣的強勁力道。,"Quindi, sentì una forza potente e strana sul filo metallico della gruccia.","Then, I felt a powerful and strange force on the wire hanger.","Entonces, sentí un poderosa y extraña fuerza en la percha.","Then, I felt a powerful and strange force on the wire hanger.","Then, I felt a powerful and strange force on the wire hanger.","Then, I felt a powerful and strange force on the wire hanger.","Then, I felt a powerful and strange force on the wire hanger."
,......Is she trying to grab it away from me?!,...Is she trying to grab it away from me?! ,"......Is she trying to grab it away from me?! ",……向こう側から、こいつを奪い取ろうとしている？！,……向こう側から、こいつを奪い取ろうとしている？！,......Она пытается отобрать её у меня?!,......Ela está tentando arrancar ele de mim?!,……门对面的家伙，想要抢走这东西？！,……門對面的傢伙，想要搶走這東西？！,... Sta cercando di portarmelo via?!,......Is she trying to grab it away from me?!,... ¡¿Está tratando de arrebatármela?!,......Is she trying to grab it away from me?!,......Is she trying to grab it away from me?!,......Is she trying to grab it away from me?!,......Is she trying to grab it away from me?!
,"Yeah right, like hell I'll let go!!{n}Like hell I'll let my one key out of here get stolen while my guard's down!!","Yeah right, like hell I'll let go!! Like hell I'll let my one key out of here get stolen while my guard's down!! ","Yeah right, like hell I'll let go!! Like hell I'll let my one key out of here get stolen while my guard's down!! ",ふざけるな、手放すもんか！！俺の戒めを解く、唯一の鍵を絶対に手放すもんかッ！！,ふざけるな、手放すもんか！！{n}俺の戒めを解く、唯一の鍵を絶対に手放すもんかッ！！,"Да, как же, будто я отпущу!{n}Чёрта с два я позволю украсть свой единственный ключ к спасению, ослабив бдительность!!!",Se foder que eu vou deixar você pegá‐lo!!{n}Até parece que vou deixar minha única chave para sair daqui ser roubada dessa forma!!,开什么玩笑，谁会放手啊！！{n}我绝对不会松手放开，解救我脱离禁锢的唯一的钥匙！！,開什麼玩笑，誰會放手啊！！{n}我絕對不會鬆手放開，解救我脫離禁錮的唯一的鑰匙！！,"Sì certo, col cavolo che lascio andare!! Col cavolo che lascio che la mia unica chiave per uscire fuori di qui venga rubata mentre abbasso la guardia!!","Yeah right, like hell I'll let go!!{n}Like hell I'll let my one key out of here get stolen while my guard's down!!","¡¡Sí claro, como si la fuera a soltar!!{n}¡Ni loco dejaré que me roben la llave que me sacará de aquí bajando la guardia!","Yeah right, like hell I'll let go!!{n}Like hell I'll let my one key out of here get stolen while my guard's down!!","Yeah right, like hell I'll let go!!{n}Like hell I'll let my one key out of here get stolen while my guard's down!!","Yeah right, like hell I'll let go!!{n}Like hell I'll let my one key out of here get stolen while my guard's down!!","Yeah right, like hell I'll let go!!{n}Like hell I'll let my one key out of here get stolen while my guard's down!!"
,"Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired.","Fortunately, I'd stuck my wrist through it so that I wouldn't drop it if my hand got tired. ","Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired.",手が疲れても落としてしまうことがないよう、手首に通すような形にしていたのが幸いだった。,手が疲れても落としてしまうことがないよう、手首に通すような形にしていたのが幸いだった。,"К счастью, я просунул туда запястье, чтобы не уронить проволоку, если у меня устанет рука.","Felizmente, eu enfiei meu pulso no cabide para que ele não caísse se meu braço ficasse cansado.",幸好，我刚才为防手累了时脱手掉下，而将其套在手腕上。,幸好，我剛才為防手累了時脫手掉下，而將其套在手腕上。,"Fortunatamente, avevo incastrato il mio polso attraverso di essa così da non farla cadere se la mia mano si fosse stancata.","Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired.","Afortunadamente, había atorado mi muñeca de manera que no se caería si mi mano se cansara.","Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired.","Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired.","Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired.","Fortunately, I had stuck my wrist through it so that I wouldn't drop it if my hand got tired."
,You won't be able to snatch this out of my hands...!,You won't be able to snatch this out of my hands...! ," You won't be able to snatch this out of my hands...!",俺の手からこいつを奪い取ろうとしても、出来るものか…！,俺の手からこいつを奪い取ろうとしても、出来るものか…！,Ты не сможешь вырвать её из моих рук!..,Não vai conseguir arrancar isso da minha mão...!,休想，从我的手上夺走…！,休想，從我的手上奪走…！,Non riuscirai a strapparmela dalle mani...!,You won't be able to snatch this out of my hands...!,¡No serás capaz de arrebatarme esto de mis manos!...,You won't be able to snatch this out of my hands...!,You won't be able to snatch this out of my hands...!,You won't be able to snatch this out of my hands...!,You won't be able to snatch this out of my hands...!
,"""""Hihihi, hihihihihihihihihi......""""","""""Hihihi, hihihihihihihihihi......"""" ","""Hihihi, hi hi hi hi hi hi hi hi hi......""",「ひひひ、ひっひっひっひっひっひっひ……。」,「「ひひひ、ひっひっひっひっひっひっひ……」」,"""Хи‐хи‐хи, хи хи хи хи хи хи хи хи хи хи......""","""""Hihihi, hihihihihihihihihi......""""",「「嘻嘻嘻，嘻、嘻、嘻、嘻、嘻、嘻、嘻……」」,「「嘻嘻嘻，嘻、嘻、嘻、嘻、嘻、嘻、嘻……」」,"""Hihihi, hi hi hi hi hi hi hi...""","""""Hihihi, hihihihihihihihihi......""""","""... Jijiji... ji ji ji ji ji ji ji ji ji...""","""""Hihihi, hihihihihihihihihi......""""","""""Hihihi, hihihihihihihihihi......""""","""""Hihihi, hihihihihihihihihi......""""","""""Hihihi, hihihihihihihihihi......"""""
,The witch on the other side of the door watched me and laughed once more......,The witch on the other side of the door laughed at me... ,"The witch on the other side of the door watched me and laughed......",そんな俺を、再び扉の向こうの魔女は、嘲笑う……。,そんな俺を、再び扉の向こうの魔女は、嘲笑う……。,Ведьма по другую сторону двери наблюдала за мной и смеялась......,A bruxa do outro lado da porta me observou e riu mais uma vez......,对于这样的我，门对面的魔女再次予以了嘲笑……。,對於這樣的我，門對面的魔女再次予以了嘲笑……。,La strega dall'altro lato della porta mi guardava e rideva...,The witch on the other side of the door watched me and laughed once more......,La bruja al otro lado de la puerta me miraba y reía...,The witch on the other side of the door watched me and laughed once more......,The witch on the other side of the door watched me and laughed once more......,The witch on the other side of the door watched me and laughed once more......,The witch on the other side of the door watched me and laughed once more......
,"Then, ......I noticed something weird.","Then, ...I noticed something weird. "," Then, ......I noticed something weird.",その時、……俺は妙なものに気付く。,その時、……俺は妙なものに気付く。,Тогда...... я заметил нечто странное.,"Então, ......eu percebi uma coisa estranha.",此时，……我注意到了一异样之处。,此時，……我注意到了一異樣之處。,Quindi... mi accorsi di qualcosa di strano.,"Then, ......I noticed something weird.",Entonces... noté algo raro.,"Then, ......I noticed something weird.","Then, ......I noticed something weird.","Then, ......I noticed something weird.","Then, ......I noticed something weird."
,"I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red.","I looked at my left hand, which I had pressed against the door to hold it in place, ...and between the fingers of that hand, ...I could see something red. "," I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red.",力比べをするために扉に添えていた左手。……その左手の指の間から、……何か赤いものが見えるのだ。,力比べをするために扉に添えていた左手。……その左手の指の間から、……何か赤いものが見えるのだ。,"Я посмотрел на свою левую руку, которую прижал к двери, чтобы она не двигалась...... и между пальцами этой руки...... увидел что‐то красное.","Eu olhei para minha mão esquerda, que eu estava pressionando contra a porta para segurá‐la, ......e entre os dedos dessa mão, ......tinha alguma coisa vermelha.",为与魔女斗力而贴在门上的左手。……从这只左手的手指之间，……我看到了红色的什么。,為與魔女斗力而貼在門上的左手。……從這只左手的手指之間，……我看到了紅色的什麼。,"Guardai la mia mano sinistra, che avevo pressato contro la porta per tenerla ferma... e tra le dita di quella mano... potevo vedere qualcosa di rosso.","I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red.","Miré mi mano izquierda, que había presionado contra la puerta para sujetarla... y entre los dedos de esa mano... pude ver algo rojo.","I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red.","I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red.","I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red.","I looked at my left hand, which I had pressed against the door to hold it in place, ......and between the fingers of that hand, ......I could see something red."
,.........It was.........red...text.,......They were... ...red...letters. ,".........They were.........red...letters.",　………それは、……赤い、文字。,………それは、……赤い、文字。,.........Красные......... слова.,.........Eram.........letras...vermelhas.,………此乃，……红色的，文字。,………此乃，……紅色的，文字。,... Erano... lettere... rosse.,.........It was.........red...text.,... Eran... letras... rojas.,.........It was.........red...text.,.........It was.........red...text.,.........It was.........red...text.,.........It was.........red...text.
,I realized immediately.,I realized immediately. ," I realized immediately.",すぐに気付く。,すぐに気付く。,Я сразу же понял.,Eu percebi na hora.,马上就意识到了。,馬上就意識到了。,Lo capì subito.,I realized immediately.,Me di cuenta inmediatamente.,I realized immediately.,I realized immediately.,I realized immediately.,I realized immediately.
,"At some point in time, even more bloody letters had been written on the door, and my left hand had been covering them up.","At some point in time, even more bloody letters had been drawn on the door, and my left hand had been covering them up. "," At some point in time, even more bloody letters had been drawn on the door, and my left hand had been covering them up.",いつの間にか、扉にまた別の血文字が書かれていて、自分の左手がそれを覆って隠してしまっているのだ。,いつの間にか、扉にまた別の血文字が書かれていて、自分の左手がそれを覆って隠してしまっているのだ。,"В какой‐то момент на двери появились ещё более кровавые буквы, и моя левая рука закрывала их.","Em algum momento, surgiram palavras vermelhas escritas na porta, e minha mão esquerda estava cobrindo elas.",在不知不觉间，门上也被写上了另外的血字，被遮挡在了自己的左手之下。,在不知不覺間，門上也被寫上了另外的血字，被遮擋在了自己的左手之下。,"A un certo punto, anche altre lettere color sangue erano state scritte sulla porta, e la mia mano sinistra le stava coprendo.","At some point in time, even more bloody letters had been written on the door, and my left hand had been covering them up.","En algún momento, más letras ensangrentadas habían sido dibujadas en la puerta, y mi mano izquierda las había estado cubriendo.","At some point in time, even more bloody letters had been written on the door, and my left hand had been covering them up.","At some point in time, even more bloody letters had been written on the door, and my left hand had been covering them up.","At some point in time, even more bloody letters had been written on the door, and my left hand had been covering them up.","At some point in time, even more bloody letters had been written on the door, and my left hand had been covering them up."
,"Still fighting against the vice‐like strength of the witch beyond the door, ......I moved my left hand to the side.","Still fighting against the vice-like strength of the witch beyond the door, ...I moved my left hand to the side. "," Still fighting against the vice-like strength of the witch beyond the door, ......I moved my left hand to the side.",扉の向こうの、万力のような力の魔女と戦いながら、……俺は左手をどける。,扉の向こうの、万力のような力の魔女と戦いながら、……俺は左手をどける。,Всё ещё борясь с невероятно сильной ведьмой по другую сторону двери...... я убрал левую руку.,"Ainda lutando contra a bruxa do outro lado da porta, que tinha uma força parecida com um torno, ......eu movi minha mão esquerda para o lado.",我边与门对面有着铁钳般力道的魔女斗力较量，……边挪开了左手。,我邊與門對面有著鐵鉗般力道的魔女斗力較量，……邊挪開了左手。,Ancora lottando contro la forza simile a una morsa della strega dietro la porta... spostai la mia mano sinistra.,"Still fighting against the vice‐like strength of the witch beyond the door, ......I moved my left hand to the side.",Aún luchando contra la fuerza de la bruja más allá de la puerta... moví mi mano izquierda a un lado.,"Still fighting against the vice‐like strength of the witch beyond the door, ......I moved my left hand to the side.","Still fighting against the vice‐like strength of the witch beyond the door, ......I moved my left hand to the side.","Still fighting against the vice‐like strength of the witch beyond the door, ......I moved my left hand to the side.","Still fighting against the vice‐like strength of the witch beyond the door, ......I moved my left hand to the side."
,Where that hand had been......bloody letters had indeed been written.,"Where that hand had been, ...bloody letters had indeed been drawn. "," Where that hand had been......bloody letters had indeed been drawn.",するとそこにはやはり、……血文字が書かれていた。,するとそこにはやはり、……血文字が書かれていた。,"На месте, где она была...... действительно были написаны кровавые слова.",Quando essa mão deslizou para o lado......realmente havia letras escritas à sangue ali.,接着一看，在那果然，……写着血字。,接著一看，在那果然，……寫著血字。,Dove si trovava quella lettera... lettere color sangue erano state sicuramente scritte.,Where that hand had been......bloody letters had indeed been written.,Allí donde había estado mi mano... realmente habían letras ensangrentadas.,Where that hand had been......bloody letters had indeed been written.,Where that hand had been......bloody letters had indeed been written.,Where that hand had been......bloody letters had indeed been written.,Where that hand had been......bloody letters had indeed been written.
