Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,There can't be so many possible combinations of those letters. I could use process of elimination.,There can't be too many possible combinations of those letters. I could use process of elimination. , There can't be so many possible combinations of those letters. I could use process of elimination.,５文字が作れる組み合わせなど、決して多くはないのだ。総当りで試すことだって出来る。,５文字が作れる組み合わせなど、決して多くはないのだ。総当りで試すことだって出来る。,Из них не составишь так уж много комбинаций. Можно попробовать методом исключения.,Não pode haver tantas combinações possíveis com essa letras. Eu poderia usar o processo de eliminação.,5 个字所能组成的组合，绝对不多。妾身可以去把它们全都试个遍。,5 個字所能組成的組合，絕對不多。妾身可以去把它們全都試個遍。,Non possono esserci così tante combinazioni possibili per queste lettere. {n}Potrei andare per esclusione.,There can't be so many possible combinations of those letters. I could use process of elimination.,No se podían hacer demasiadas combinaciones con ellas. Puedo usar el proceso de eliminación.,There can't be so many possible combinations of those letters. I could use process of elimination.,There can't be so many possible combinations of those letters. I could use process of elimination.,There can't be so many possible combinations of those letters. I could use process of elimination.,There can't be so many possible combinations of those letters. I could use process of elimination.
,"Thinking I'd play around with it, I pulled out the ""u"".","Thinking I'd play around with it, I pulled out the ""u"". "," Thinking I'd play around with it, I pulled out the 'u'.",とりあえず試そうと思い、まず１文字目のｕを引き抜く。,とりあえず試そうと思い、まず１文字目のｕを引き抜く。,"Надумав повозиться с ними, я вытащила 'u'.","Pensando em fazer um experimento, eu puxei o ""u"".",想着“总之先试试看”，妾身首先是去掉了第 1 个字 u。,想著“總之先試試看”，妾身首先是去掉了第 1 個字 u。,"Pensando di provarci, tirai fuori la ‘u’.","Thinking I'd play around with it, I pulled out the ""u"".","Pensando que debería intentar hacer eso, saqué la ""u"".","Thinking I'd play around with it, I pulled out the ""u"".","Thinking I'd play around with it, I pulled out the ""u"".","Thinking I'd play around with it, I pulled out the ""u"".","Thinking I'd play around with it, I pulled out the ""u""."
,"......There were four letters left. ""d"", ""r"", ""l"", and ""o"".","...There were four letters left. ""d"", ""r"", ""l"", and ""o"". ","......There were four letters left. 'd', 'r', 'l', and 'o'.",……残るは４文字。ｄ、ｒ、ｌ、ｏ。,……残るは４文字。ｄ、ｒ、ｌ、ｏ。,"...Осталось четыре буквы. 'd', 'r', 'l' и 'о'.","......Sobraram quatro letras. ""d"", ""r"", ""l"" e ""o"".",……剩下 4 个字。d，r，l，o。,……剩下 4 個字。d，r，l，o。,"... C'erano quattro lettere rimaste. ‘d’, ‘r’, ‘l’ e ‘o’.","......There were four letters left. ""d"", ""r"", ""l"", and ""o"".","... Quedan cuatro letras. ""d"", ""r"", ""l"", y ""o"".","......There were four letters left. ""d"", ""r"", ""l"", and ""o"".","......There were four letters left. ""d"", ""r"", ""l"", and ""o"".","......There were four letters left. ""d"", ""r"", ""l"", and ""o"".","......There were four letters left. ""d"", ""r"", ""l"", and ""o""."
{f:5:Beatrice},"""....................................""","""............"" ","""............""",「………………………………。」,「………………………………」,"""............""","""....................................""",「………………………………」,「………………………………」,"""...""","""....................................""","""...""","""....................................""","""....................................""","""....................................""","""...................................."""
,"My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle.","My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle. ",My idea that the 'u' stood for Ushiromiya was like a heavenly oracle.,ｕのことを、ずっと、右代宮のｕに違いないと決め付けていたことが、むしろ私に天啓を与える。,ｕのことを、ずっと、右代宮のｕに違いないと決め付けていたことが、むしろ私に天啓を与える。,"Моё предположение, что 'u' относится к Уширомия, было словно знаком небес.","A minha ideia era que ""u"" indicava Ushiromiya como se fosse um oráculo celestial.",一直执意断定 u 无疑一定是{ruby:Ushiromiya:右代宫}的 u，反而给了我天启。,一直執意斷定 u 無疑一定是{ruby:Ushiromiya:右代宮}的 u，反而給了我天啟。,La mia idea che la ‘u’ stesse per Ushiromiya fu come un oracolo celestiale.,"My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle.","Mi idea de que la ""u"" representaba a Ushiromiya fue como un oráculo celestial.","My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle.","My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle.","My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle.","My idea that the ""u"" stood for Ushiromiya was like a heavenly oracle."
,"When I removed the ""u"", I thought of making a word with the remaining four letters.","When I removed the ""u"", I thought of making a word with the remaining four letters. "," When I removed the 'u', I thought of making a word with the remaining four letters.",だから、ｕを除いた４文字で、何かを作るべきだという考えに至る。,だから、ｕを除いた４文字で、何かを作るべきだという考えに至る。,"Убрав 'u', я подумала составить слово из оставшихся четырёх букв.","Quando removi o ""u"", eu pensei em montar uma palavra com as quatro letras que sobraram.",所以，妾身想到了，应当以去掉 u 的 4 个字，来组合出个什么。,所以，妾身想到了，應當以去掉 u 的 4 個字，來組合出個什麼。,"Quando rimossi la ‘u’, pensai di formare una parola con le rimanenti quattro lettere.","When I removed the ""u"", I thought of making a word with the remaining four letters.","Cuando quité la ""u"", trate de pensar en una palabra que pudiese escribir con las otras cuatro letras.","When I removed the ""u"", I thought of making a word with the remaining four letters.","When I removed the ""u"", I thought of making a word with the remaining four letters.","When I removed the ""u"", I thought of making a word with the remaining four letters.","When I removed the ""u"", I thought of making a word with the remaining four letters."
,"""d"", ""r"", ""l"", and ""o"".","""d"", ""r"", ""l"", and ""o"". ","'d', 'r', 'l', and 'o'.",ｄ、ｒ、ｌ、ｏ。,ｄ、ｒ、ｌ、ｏ。,"'d', 'r', 'l' и 'о'.","""d"", ""r"", ""l"" e ""o"".",d，r，l，o。,d，r，l，o。,"‘d’, ‘r’, ‘l’ e ‘o’.","""d"", ""r"", ""l"", and ""o"".","""d"", ""r"", ""l"", y ""o"".","""d"", ""r"", ""l"", and ""o"".","""d"", ""r"", ""l"", and ""o"".","""d"", ""r"", ""l"", and ""o"".","""d"", ""r"", ""l"", and ""o""."
,"Those four letters spun around in my head, changing their orders, ......and led me to a single English word that would serve to ""praise"" Kinzo...","Those four letters spun around in my head, changing their orders, ...and latched upon a single English word that would serve to ""praise"" Kinzo... "," Those four letters spun around in my head, changing their orders, ......and latched upon a single English word that would serve to 'praise' Kinzo...",その４文字が、ぐるぐると頭の中で回り、入れ替わり、……金蔵を“讃える”、ある一つの英単語を導き出す…。,その４文字が、ぐるぐると頭の中で回り、入れ替わり、……金蔵を“讃える”、ある一つの英単語を導き出す…。,"Четыре буквы закружились у меня в голове, изменяя порядок...... и составили единственное английское слово, способное 'восславить' Кинзо...","Essas quatro letras ficaram girando na minha cabeça e mudando suas ordens, ......e me levaram a única palavra em inglês que serviria para ""louvar"" Kinzo...",这 4 个字，“咕噜噜”地在妾身脑中转着圈，交换着位置，……导出了，“赞颂”金藏的某一个英语单词…。,這 4 個字，“咕嚕嚕”地在妾身腦中轉著圈，交換著位置，……導出了，“讚頌”金藏的某一個英語單詞…。,"Quelle quattro lettere mi vorticarono in testa, cambiando il loro ordine... e si unirono in un'unica parola inglese che sarebbe servita a ‘glorificare’ Kinzo...","Those four letters spun around in my head, changing their orders, ......and led me to a single English word that would serve to ""praise"" Kinzo...","Esas cuatro letras dieron vueltas en mi cabeza, intercambiando su orden... y al final, llegue a la única palabra en inglés que me serviría para ""alabar"" a Kinzo...","Those four letters spun around in my head, changing their orders, ......and led me to a single English word that would serve to ""praise"" Kinzo...","Those four letters spun around in my head, changing their orders, ......and led me to a single English word that would serve to ""praise"" Kinzo...","Those four letters spun around in my head, changing their orders, ......and led me to a single English word that would serve to ""praise"" Kinzo...","Those four letters spun around in my head, changing their orders, ......and led me to a single English word that would serve to ""praise"" Kinzo..."
{f:5:Beatrice},"""It's lord. ......Lord...!""","""It's lord. ...Lord...!"" ","""It's lord. ......Lord...!""",「ｌｏｒｄだ。……ロード（卿）…！」,「ｌｏｒｄだ。……卿…！」,"""Lord. ......Лорд!..""","""É lord. ......Lord...!""",「是 lord。……{ruby:lord:卿}…！」,「是 lord。……{ruby:lord:卿}…！」,"""È lord. ... Lord...!""","""It's lord. ......Lord...!""","""Es <lord>... ¡<Lord>...!""","""It's lord. ......Lord...!""","""It's lord. ......Lord...!""","""It's lord. ......Lord...!""","""It's lord. ......Lord...!"""
,"I had absolutely no basis for it. ......However, it was like a flash of inspiration.","I had absolutely no basis for it. ...However, it was like a flash of inspiration. ","I had absolutely no basis for it. ......However, it was like a flash of inspiration.",何の根拠もない思い付き。……しかし、天啓そのものの閃き。,何の根拠もない思い付き。……しかし、天啓そのものの閃き。,"Я абсолютно ни на чём не основывалась. ......Скорее, меня осенило.",Eu não tenho nenhuma base para isso. ......Mas foi como uma lâmpada acendendo na minha cabeça.,这是个，毫无根据的突然想到的念头。……但是，它却有如天启的灵光。,這是個，毫無根據的突然想到的念頭。……但是，它卻有如天啟的靈光。,"Era priva di alcun fondamento. ... Tuttavia, fu come un lampo di ispirazione.","I had absolutely no basis for it. ......However, it was like a flash of inspiration.","No tenía fundamentos... Sin embargo, llegó a mí como un destello de inspiración.","I had absolutely no basis for it. ......However, it was like a flash of inspiration.","I had absolutely no basis for it. ......However, it was like a flash of inspiration.","I had absolutely no basis for it. ......However, it was like a flash of inspiration.","I had absolutely no basis for it. ......However, it was like a flash of inspiration."
,I quickly changed the letters around before that flash faded from my mind.,I quickly changed the letters around before that flash faded from my mind. , I quickly changed the letters around before that flash faded from my mind.,妾はその閃きが脳裏から薄れ去る前に、文字を手早く入れ替える。,妾はその閃きが脳裏から薄れ去る前に、文字を手早く入れ替える。,"Я быстро переставила буквы, пока это озарение меня не покинуло.",Eu rapidamente mudei a ordem das letras antes que essa lâmpada se apagasse.,趁这灵光还未在脑海中消失，妾身赶紧将文字交换位置重新排列。,趁這靈光還未在腦海中消失，妾身趕緊將文字交換位置重新排列。,Cambiai subito le lettere prima che quel lampo svanisse dalla mia mente.,I quickly changed the letters around before that flash faded from my mind.,Me apresuré a cambiar las letras antes de que ese destello se desvaneciera de mi mente.,I quickly changed the letters around before that flash faded from my mind.,I quickly changed the letters around before that flash faded from my mind.,I quickly changed the letters around before that flash faded from my mind.,I quickly changed the letters around before that flash faded from my mind.
{f:5:Beatrice},"""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! How do you like that?!""","""""l"", ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ...Lord Ushiromiya?!"" ","""'l', 'o', 'r', 'd'! Lord! 'u'! Ushiromiya! ......Lord Ushiromiya?!""",「ｌ、ｏ、ｒ、ｄ！　ロード！　ｕ！　右代宮！　……右代宮卿ッ、どうか？！」,「ｌ、ｏ、ｒ、ｄ！　ロード！　ｕ！　右代宮！　……右代宮卿ッ、どうか？！」,"""'l', 'o', 'r', 'd'! Лорд! 'u'! Уширомия! ......Лорд Уширомия?!""","""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! Que tal?!""",「l、o、r、d！Lord！“u”！右代宫！……{ruby:Lord Ushiromiya:右代宫卿}，这样如何？！」,「l、o、r、d！Lord！“u”！右代宮！……{ruby:Lord Ushiromiya:右代宮卿}，這樣如何？！」,"""‘l’, ‘o’, ‘r’, ‘d’! Lord! ‘u’! Ushiromiya! ... Lord Ushiromiya?!""","""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! How do you like that?!""","""¡‘l’, ""o"", ""r"", ""d""! ¡<Lord>! ¡‘u’! ¡Ushiromiya!... ¡<Lord Ushiromiya>! ¡¿Qué te parece eso?!""","""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! How do you like that?!""","""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! How do you like that?!""","""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! How do you like that?!""","""‘l’, ""o"", ""r"", ""d""! Lord! ""u""! Ushiromiya! ......Lord Ushiromiya! How do you like that?!"""
{f:5:Beatrice},"""On the fourth twilight, .........gouge the head............oho?!""","""On the fourth twilight, ...gouge the head... ...oho?!"" ","""On the fourth twilight, ......gouge the head......oho?!""",「第四の晩に、………頭を抉りて、…………む？！」,「第四の晩に、………頭を抉りて、…………む？！」,"""К четвёртым...... голову пробьёшь......... охо?!""","""No quarto crepúsculo, .........goive a cabeça............oho?!""",「第四晚，………剜头杀之，…………嗯？！」,「第四晚，………剜頭殺之，…………嗯？！」,"""Al quarto crepuscolo... perfora la testa... oho?!""","""On the fourth twilight, .........gouge the head............oho?!""","""En el cuarto crepúsculo... apunta a la cabeza... ¡¿jo?!""","""On the fourth twilight, .........gouge the head............oho?!""","""On the fourth twilight, .........gouge the head............oho?!""","""On the fourth twilight, .........gouge the head............oho?!""","""On the fourth twilight, .........gouge the head............oho?!"""
,"It was a key, so it wouldn't turn if it was the wrong one.","It was a key, so it wouldn't have turned if it was the wrong one. ","It was a key, so it wouldn't have turned if it was the wrong one.",鍵だから、間違っていたら回すことは出来ない。,鍵だから、間違っていたら回すことは出来ない。,"Это ключ, поэтому он бы не повернулся, если бы был неправильным.","Era uma chave, então não iria girar se fosse a chave errada.",因为是钥匙，所以如若插错了地方，它就转不动。,因為是鑰匙，所以如若插錯了地方，它就轉不動。,"Era una chiave, per cui non l'avrei potuta girare se fosse stata quella sbagliata.","It was a key, so it wouldn't turn if it was the wrong one.","Si era como una llave, entonces no giraría si era la incorrecta.","It was a key, so it wouldn't turn if it was the wrong one.","It was a key, so it wouldn't turn if it was the wrong one.","It was a key, so it wouldn't turn if it was the wrong one.","It was a key, so it wouldn't turn if it was the wrong one."
,But it did turn. I could gouge it...!,But it did turn. I managed to gouge it...! , But it did turn. I managed to gouge it...! ,しかし、回る。抉れる…！,しかし、回る。抉れる…！,Но он повернулся. Мне удалось его пробить!..,Mas girou. Eu posso goivar...!,但是，转得动。剜得动…！,但是，轉得動。剜得動…！,Ma girò. Ero riuscita a perforarla...!,But it did turn. I could gouge it...!,"Pero se giró. ¡Pude ""apuntarla""!...",But it did turn. I could gouge it...!,But it did turn. I could gouge it...!,But it did turn. I could gouge it...!,But it did turn. I could gouge it...!
,"With a sound of scraping stone, I gouged the first letter, the ""l"", ......and then pulled it out.","I gouged the first letter, the ""l"", with a click, ...and then pulled it out. ","I gouged the first letter, the 'l', with a click, ......and then pulled it out.",１文字目のｌはゴリリと音を立てながら抉り、……そして引き抜ける。,１文字目のｌはゴリリと音を立てながら抉り、……そして引き抜ける。,"Я со щелчком пробила первую букву, 'l'...... и вытащила её.","Com um som de pedra arranhando, eu goivei a primeira letra, o ""l"", ......e a puxei para fora.",第一个字 l 发出“嘎吱嘎吱”的声音地转着，……然后，被拔了出来。,第一個字 l 發出“嘎吱嘎吱”的聲音地轉著，……然後，被拔了出來。,"Perforai la prima lettera, la ‘l’, con un click... e poi la tirai fuori.","With a sound of scraping stone, I gouged the first letter, the ""l"", ......and then pulled it out.","Con el sonido de la roca raspándose, apunte a la primera letra, la ""l"", la giré... y la saqué.","With a sound of scraping stone, I gouged the first letter, the ""l"", ......and then pulled it out.","With a sound of scraping stone, I gouged the first letter, the ""l"", ......and then pulled it out.","With a sound of scraping stone, I gouged the first letter, the ""l"", ......and then pulled it out.","With a sound of scraping stone, I gouged the first letter, the ""l"", ......and then pulled it out."
{f:5:Beatrice},"""Next! The fifth twilight...! Gouge the chest......and kill......!""","""Next, the fifth twilight...? Gouge the chest...and kill...!"" ","""Next, the fifth twilight...? Gouge the chest......and kill......!""",「次ッ、第五の晩…！　胸を抉りて……殺せ……！」,「次ッ、第五の晩…！　胸を抉りて……殺せ……！」,"""Далее пятые сумерки?.. Пробьёшь грудь...... и убьёшь!..""","""Próximo! O quinto crepúsculo...! Goive o peito......e mate......!""",「下一个，第五晚…！剜胸……杀之……！」,「下一個，第五晚…！剜胸……殺之……！」,"""Poi, il quinto crepuscolo...? Perfora il petto... e uccidi...!""","""Next! The fifth twilight...! Gouge the chest......and kill......!""","""¡Siguiente! ¡El quinto crepúsculo!... Apunta al pecho... ¡y mata!...""","""Next! The fifth twilight...! Gouge the chest......and kill......!""","""Next! The fifth twilight...! Gouge the chest......and kill......!""","""Next! The fifth twilight...! Gouge the chest......and kill......!""","""Next! The fifth twilight...! Gouge the chest......and kill......!"""
,"The ""o"" was gouged and pulled out easily.","The ""o"" was gouged and pulled out easily. ",The 'o' was gouged and pulled out easily.,当然であるかのように、ｏの文字鍵もまた抉られ、引き抜かれる。,当然であるかのように、ｏの文字鍵もまた抉られ、引き抜かれる。,'o' была с лёгкостью пробита и вытащена.,"A letra ""o"" foi goivada e removida facilmente.",就如理所当然一般，o 字钥匙也被转了几圈拔了出来。,就如理所當然一般，o 字鑰匙也被轉了幾圈拔了出來。,La ‘o’ fu perforata e tirata fuori facilmente.,"The ""o"" was gouged and pulled out easily.","Giré y saqué la ""o"" con facilidad.","The ""o"" was gouged and pulled out easily.","The ""o"" was gouged and pulled out easily.","The ""o"" was gouged and pulled out easily.","The ""o"" was gouged and pulled out easily."
,"Then, the ""r"". Next, the ""d"". And finally, the ""u"".","Then, the ""r"". Next, the ""d"". And finally, the ""u"". "," Then, the 'r'. Next, the 'd'. And finally, the 'u'.",そして、ｒ。続いて、ｄ。最後に、ｕ。,そして、ｒ。続いて、ｄ。最後に、ｕ。,Затем 'r'. Потом 'd'. И наконец'u'.,"Agora o ""r"". E depois o ""d"". E, finalmente, o ""u"".",然后是、r。接下来是、d。最后是、u。,然後是、r。接下來是、d。最後是、u。,"Poi, la ‘r’. La prossima è la ‘d’. E finalmente, la ‘u’.","Then, the ""r"". Next, the ""d"". And finally, the ""u"".","Ahora, la ""r"". Luego, la ""d"". Y por último, la ""u"".","Then, the ""r"". Next, the ""d"". And finally, the ""u"".","Then, the ""r"". Next, the ""d"". And finally, the ""u"".","Then, the ""r"". Next, the ""d"". And finally, the ""u"".","Then, the ""r"". Next, the ""d"". And finally, the ""u""."
,"When I turned the key of the ""u"", I could feel a resistance, as though some mechanism had been activated.","When I turned the key of the ""u"", I could feel a resistance, as though some device had been activated. "," When I turned the key of the 'u', I could feel a resistance, as though some device had been activated.",最後のｕの鍵を回した時、明らかに何かの仕掛けを作動させたかのような手応えがあった。,最後のｕの鍵を回した時、明らかに何かの仕掛けを作動させたかのような手応えがあった。,"Повернув ключ 'u', я почувствовала сопротивление, как будто активировался некий механизм.","Quando virei a chave do ""u"", eu pude sentir uma resistência, como se algum mecanismo tivesse se ativado.",在转最后的 u 字钥匙时，妾身明显感到了，恰似开启了某个机关的手感。,在轉最後的 u 字鑰匙時，妾身明顯感到了，恰似開啟了某個機關的手感。,"Quando girai la chiave della ‘u’, sentii una resistenza, come se qualche congegno fosse stato attivato.","When I turned the key of the ""u"", I could feel a resistance, as though some mechanism had been activated.","Cuando giré la llave de la ""u"", pude sentir algo de resistencia, como si algún mecanismo se hubiese activado.","When I turned the key of the ""u"", I could feel a resistance, as though some mechanism had been activated.","When I turned the key of the ""u"", I could feel a resistance, as though some mechanism had been activated.","When I turned the key of the ""u"", I could feel a resistance, as though some mechanism had been activated.","When I turned the key of the ""u"", I could feel a resistance, as though some mechanism had been activated."
,"I waited for something to change, ......but nothing did.","I waited for something to change, ...but nothing did. "," I waited for something to change, ......but nothing did.",何かの変化を待つが、……それ以上、何も起こらない。,何かの変化を待つが、……それ以上、何も起こらない。,Я ждала изменений...... но ничего не происходило.,"Eu esperei por alguma mudança, ......mas nada aconteceu.",虽然妾身等了会儿，看了看有没有什么变化，……但是什么都没再发生。,雖然妾身等了會兒，看了看有沒有什麼變化，……但是什麼都沒再發生。,Aspettai che qualcosa cambiasse... ma niente.,"I waited for something to change, ......but nothing did.",Espere que algo cambiara... pero no ocurrió nada.,"I waited for something to change, ......but nothing did.","I waited for something to change, ......but nothing did.","I waited for something to change, ......but nothing did.","I waited for something to change, ......but nothing did."
,"However, I had felt something happen.{n}A secret door or something must have opened up somewhere around here.","However, I had felt something happen. A secret door must have opened up somewhere around here. "," However, I had felt something happen. A secret door must have opened up somewhere around here.",しかし、確実に何かの手応えはあったのだ。きっと、秘密の入口か何かが、どこかに開いたに違いない。,しかし、確実に何かの手応えはあったのだ。{n}きっと、秘密の入口か何かが、どこかに開いたに違いない。,"Однако я поняла, что что‐то произошло.{n}Должно быть, где‐то открылась потайная дверь.",Mas eu senti que algo tinha acontecido.{n}Uma porta secreta ou algo parecido tinha se aberto em algum lugar próximo daqui.,不过，刚才的确有开启了什么的手感。{n}毫无疑问，一定有秘密入口或别的什么，在某处打开了大门。,不過，剛才的確有開啟了什麼的手感。{n}毫無疑問，一定有秘密入口或別的什麼，在某處打開了大門。,"Tuttavia, avevo la sensazione che fosse successo qualcosa. Una porta segreta deve essersi aperta da qualche parte qui intorno.","However, I had felt something happen.{n}A secret door or something must have opened up somewhere around here.","Sin embargo, sentí que algo había pasado.{n}Una puerta secreta o algo así debe haberse desbloqueado en algún lugar cerca de aquí.","However, I had felt something happen.{n}A secret door or something must have opened up somewhere around here.","However, I had felt something happen.{n}A secret door or something must have opened up somewhere around here.","However, I had felt something happen.{n}A secret door or something must have opened up somewhere around here.","However, I had felt something happen.{n}A secret door or something must have opened up somewhere around here."
,......Waiting around won't accomplish anything.,...Waiting around won't accomplish anything. ,......Waiting around won't accomplish anything.,……待てども、それ以上の変化はない。,……待てども、それ以上の変化はない。,......Ожидание ничего не даст.,......Ficar esperando não vai me levar a lugar nenhum.,……再等也不会再有变化了。,……再等也不會再有變化了。,... Aspettare non porterà a niente.,......Waiting around won't accomplish anything.,... Si me quedo aquí esperando no lograré nada.,......Waiting around won't accomplish anything.,......Waiting around won't accomplish anything.,......Waiting around won't accomplish anything.,......Waiting around won't accomplish anything.
,I've probably done everything I can here......,I've probably done everything I can here... , I've probably done everything I can here......,恐らく妾は、ここで出来る全てのことをやり遂げたのだろう……。,恐らく妾は、ここで出来る全てのことをやり遂げたのだろう……。,"Здесь я сделала всё, что могла......",Eu provavelmente já fiz tudo o que podia fazer aqui......,这恐怕是代表着，妾身已经做完了，能在这做的一切了吧……。,這恐怕是代表著，妾身已經做完了，能在這做的一切了吧……。,Probabilmente qui ho fatto tutto il possibile...,I've probably done everything I can here......,Probablemente ya hice todo lo que podía hacer aquí...,I've probably done everything I can here......,I've probably done everything I can here......,I've probably done everything I can here......,I've probably done everything I can here......
,"All of the letters in ""Quadrillion"" had been removed.",All the letters in quadrillion have been removed. , All of the letters in quadrillion had been removed.,こうして、文字盤のＱｕａｄｒｉｌｌｉｏｎが、全て引き抜かれる。,こうして、文字盤のＱｕａｄｒｉｌｌｉｏｎが、全て引き抜かれる。,Из quadrillion вытащены все буквы.,"Todas as letras de ""Quadrillion"" haviam sido removidas.",就像这样，文字盘的 Quadrillion，全被拔了出来。,就像這樣，文字盤的 Quadrillion，全被拔了出來。,Tutte le lettere in ‘quadrillion’ sono state rimosse.,"All of the letters in ""Quadrillion"" had been removed.","Todas las letras de ""<Quadrillion>"" habían sido removidas.","All of the letters in ""Quadrillion"" had been removed.","All of the letters in ""Quadrillion"" had been removed.","All of the letters in ""Quadrillion"" had been removed.","All of the letters in ""Quadrillion"" had been removed."
{f:5:Beatrice},"""On the ninth twilight, ......the witch revives, and none shall be left alive......""","""On the ninth twilight, ...the witch shall revive, and none shall be left alive..."" ","""On the ninth twilight, ......the witch shall revive, and none shall be left alive......""",「第九の晩に、……魔女は蘇り、誰も生き残れはしない……。」,「第九の晩に、……魔女は蘇り、誰も生き残れはしない……」,"""К девятым сумеркам же...... возродится ведьма, и кто в живых остался — будет мёртв......""","""No nono crepúsculo, ...... a bruxa reviverá e ninguém deve sobreviver.......""",「第九晚，……魔女复苏，无人生还……」,「第九晚，……魔女復甦，無人生還……」,"""Al nono crepuscolo... la strega risorgerà, e nessuno sarà lasciato in vita...""","""On the ninth twilight, ......the witch revives, and none shall be left alive......""","""En el noveno crepúsculo... la bruja revivirá y nadie podrá quedar con vida...""","""On the ninth twilight, ......the witch revives, and none shall be left alive......""","""On the ninth twilight, ......the witch revives, and none shall be left alive......""","""On the ninth twilight, ......the witch revives, and none shall be left alive......""","""On the ninth twilight, ......the witch revives, and none shall be left alive......"""
,So now...has the witch...have I...revived......?,"So, this way, has the witch...have I...revived...? ","So, this way, has the witch...have I...revived......? ",これで、魔女は、……妾は蘇ったというのか……？,これで、魔女は、……妾は蘇ったというのか……？,"Так значит, ведьма... я...возродилась?..",Então agora...a bruxa...eu...revivi......?,这是代表着，魔女、……妾身已经复活了吗……？,這是代表著，魔女、……妾身已經復活了嗎……？,"Perciò in questo modo, la strega è... io sono... risorta...?",So now...has the witch...have I...revived......?,Así que ahora... ¿la bruja...? ¿Yo... he revivido?...,So now...has the witch...have I...revived......?,So now...has the witch...have I...revived......?,So now...has the witch...have I...revived......?,So now...has the witch...have I...revived......?
,"The tenth twilight.{n}The journey ends, and you shall reach the Home of the Gold......","The tenth twilight. At journey's end, you shall attain to the power of the Golden Land's treasures, once and for the last time... ","The tenth twilight. The journey shall end, and you shall reach the capital where the gold dwells......",第十の晩。旅は終わり、黄金の郷に至るだろう……,第十の晩。{n}旅は終わり、黄金の郷に至るだろう……。,Десятые сумерки.{n}Конец пути настанет — в столицу золотую ты войдёшь......,"O décimo crepúsculo.{n}A jornada chegará ao seu fim, e você alcançará a Vila do Ouro.......",第十晚。{n}旅途结束，终会抵达黄金之乡……,第十晚。{n}旅途結束，終會抵達黃金之鄉……,"Il decimo crepuscolo. Il viaggiò avrà fine, e raggiungerai la capitale ove l'oro risiede...","The tenth twilight.{n}The journey ends, and you shall reach the Home of the Gold......","El décimo crepúsculo.{n}Al final de la travesía, recibirás el poder de los cuatro tesoros de la Aldea Dorada...","The tenth twilight.{n}The journey ends, and you shall reach the Home of the Gold......","The tenth twilight.{n}The journey ends, and you shall reach the Home of the Gold......","The tenth twilight.{n}The journey ends, and you shall reach the Home of the Gold......","The tenth twilight.{n}The journey ends, and you shall reach the Home of the Gold......"
,"When I stepped down off the ladder and looked around, ......I immediately noticed that small change.","When I stepped down off the ladder and looked around, ...I immediately noticed a small change. "," When I stepped down off the ladder and looked around, ......I immediately noticed that small change.",何かを求め、はしごを降りて周りを見回した時。……すぐにその小さな変化に気が付いた。,何かを求め、はしごを降りて周りを見回した時。……すぐにその小さな変化に気が付いた。,Спустившись с лестницы и оглядевшись...... я сразу же заметила небольшое изменение.,"Quando desci da escada e olhei ao redor, ......na mesma hora, eu percebi uma leve mudança.",想着能不能找到些什么，边沿着梯子往下爬，边环视四周时。……妾身马上就注意到了，那小小的变化。,想著能不能找到些什麼，邊沿著梯子往下爬，邊環視四周時。……妾身馬上就注意到了，那小小的變化。,Quando scesi dalla scaletta e guardai intorno... notai immediatamente quel piccolo cambiamento.,"When I stepped down off the ladder and looked around, ......I immediately noticed that small change.",Cuando bajé de la escalera y miré alrededor... inmediatamente noté un pequeño cambio.,"When I stepped down off the ladder and looked around, ......I immediately noticed that small change.","When I stepped down off the ladder and looked around, ......I immediately noticed that small change.","When I stepped down off the ladder and looked around, ......I immediately noticed that small change.","When I stepped down off the ladder and looked around, ......I immediately noticed that small change."
