Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden.","...At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden. ","......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden.",……その頃、朱志香に続いて呼び出された譲治の姿は、薔薇庭園の東屋にあった。,……その頃、朱志香に続いて呼び出された譲治の姿は、薔薇庭園の東屋にあった。,"......В то же время, Джордж, вызванный после Джессики, пришёл в беседку в розарии.","......Naquele momento, George, que foi chamado depois de Jessica, podia ser visto no gazebo do jardim de rosas.",……这会儿，紧接着朱志香被喊出去的让治，正在玫瑰庭园里的亭子之中。,……這會兒，緊接著朱志香被喊出去的讓治，正在玫瑰庭園裡的亭子之中。,"... In quel momento, George, che era stato chiamato dopo Jessica, si trovava nel pergolato del giardino di rose.","......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden.","... En ese momento, George, a quien habían llamado después de Jessica, estaba en la pérgola del jardín de rosas.", ......ﺣﻴﻨﺌﺬٍ ﺑﺪﺍ ﺟﻮﺭﺝ، ﺍﻟﺬﻱ ﻧﻮﺩﻱ ﻣﻦ ﺑﻌﺪ ﺟﻴﺴﻴﻜﺎ، ﻓﻲ ﻗﻮﺱ ﺳﻘﻴﻔﺔ ﺍﻟﻮﺭﻭﺩ.,"......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden.","......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden.","......At that time, George, who had been called out after Jessica, could be seen in the arbor of the rose garden."
,"He had been planning to give Shannon the ring that would be proof of their engagement...here, tonight, at this time...if things had gone normally.","If things had gone normally, ...he had planned to give Shannon the ring that would be proof of their engagement...here, at this time, on this day. ","He had been planning to give Shannon the ring that would be proof of their engagement...here, at this time, on this day...if things had gone normally.",本当なら、今夜の今頃、ここで紗音に婚約の証である指輪を渡すつもりだったのだ。,本当なら、今夜の今頃、ここで紗音に婚約の証である指輪を渡すつもりだったのだ。,"Здесь он собирался дать Шаннон кольцо, которое послужило бы доказательством их помолвки. Именно здесь, в этот день и час, если бы всё пошло как следует.","Ele havia planejado dar à Shannon o anel que seria a prova de seu noivado...aqui, esta noite, nesta hora...se as coisas tivessem acontecido normalmente.",本来的话，他是打算在今晚此时，于此处把象征着订婚之证的戒指交给纱音的。,本來的話，他是打算在今晚此時，於此處把象徵著訂婚之證的戒指交給紗音的。,"Aveva pianificato di dare a Shannon l'anello che sarebbe stato la prova del loro fidanzamento... qui, a quest'ora, in questo giorno... se le cose fossero andate normalmente.","He had been planning to give Shannon the ring that would be proof of their engagement...here, tonight, at this time...if things had gone normally.","Había planeado darle a Shannon el anillo que sería la prueba de su compromiso... aquí, esta noche, a esta hora... si las cosas hubieran transcurrido con normalidad.", ﻛﺎﻥ ﻳﻨﻮﻱ ﺃﻥ ﻳﻤﻨﺢ ﺷﺎﻧﻮﻥ ﺍﻟﺨﺎﺗﻢ ﺍﻟﺬﻱ ﻳﻜﻮﻥ ﺩﻟﻴﻞ ﺧﻄﺒﺘﻬﻤﺎ...ﻫﻨﺎ، ﻫﺬﻩ ﺍﻟﻠﻴﻠﺔ، ﻓﻲ ﻫﺬﺍ ﺍﻟﻮﻗﺖ...ﻟﻮ ﺳﺎﺭﺕ ﺍﻷﻣﻮﺭ ﻋﻠﻰ ﻧﺤﻮٍ ﻋﺎﺩﻱ.,"He had been planning to give Shannon the ring that would be proof of their engagement...here, tonight, at this time...if things had gone normally.","He had been planning to give Shannon the ring that would be proof of their engagement...here, tonight, at this time...if things had gone normally.","He had been planning to give Shannon the ring that would be proof of their engagement...here, tonight, at this time...if things had gone normally."
,...But the woman in front of George now was not Shannon.,...But the woman in front of George now was not Shannon. ,"...But the woman in front of George now was not Shannon.",…しかし、今、譲治の前にいる女は、紗音ではない。,…しかし、今、譲治の前にいる女は、紗音ではない。,"...Но женщина, стоящая сейчас перед Джорджем, была не Шаннон.",...Mas a mulher à sua frente não era Shannon.,…然而，此刻站在让治面前的女性，却并非纱音。,…然而，此刻站在讓治面前的女性，卻並非紗音。,... Ma la donna di fronte a George non era Shannon.,...But the woman in front of George now was not Shannon.,... Pero la mujer que estaba frente a George no era Shannon., ...ﻟﻜﻦ ﺍﻟﻤﺮﺃﺓ ﺍﻟﻮﺍﻗﻔﺔ ﺃﻣﺎﻡ ﺟﻮﺭﺝ ﺍﻵﻥ ﻟﻢ ﺗﻜﻦ ﺷﺎﻧﻮﻥ.,...But the woman in front of George now was not Shannon.,...But the woman in front of George now was not Shannon.,...But the woman in front of George now was not Shannon.
Gaap,"""......Read it. That is {f:5:Goldsmith}'s test for you.""","""...Read it. That is {f:5:Goldsmith}'s test for you."" ","""......Read it.  That is Goldsmith's test for you.""",「……読みなさい。それがゴールドスミスからあなたに与えられるテストよ。」,「……読みなさい。それがゴールドスミスからあなたに与えられるテストよ」,"""......Читай. Это испытание {f:5:Голдсмита} для тебя.""","""......Leia. Este é o teste que o {f:5:Goldsmith} preparou para você.""",「……念吧。这就是，黄金史密斯给你的考试哦。」,「……念吧。這就是，黃金史密斯給你的考試哦。」,"""... Leggila. Quello è il test di Goldsmith per te.""","""......Read it. That is {f:5:Goldsmith}'s test for you.""","""... Léelo. Es la prueba de {f:5:Goldsmith} para ti.""","""......ﺍﻗﺮﺃﻫﺎ. ﺗﻠﻚَ ﻫﻲ ﺍﺧﺘﺒﺎﺭ {f:7:ﻗﻮﻟﺪ ﺳﻤﻴﺚ} ﻟﻚ.""","""......Read it. That is {f:5:Goldsmith}'s test for you.""","""......Read it. That is {f:5:Goldsmith}'s test for you.""","""......Read it. That is {f:5:Goldsmith}'s test for you."""
Ushiromiya George,"""..............................""","""............"" ",""".....................""",「…………………………。」,「…………………………」,""".....................""","""..............................""",「…………………………」,「…………………………」,"""...""","""..............................""","""...""","""..............................""","""..............................""","""..............................""",""".............................."""
,"George picked up the Western envelope on the table where he had once drunk tea with Shannon, and read its contents......","George picked up the Western envelope, which was on the table where he'd once had tea with Shannon, and read its contents... ","George picked up the western envelope, which was on the table where he had once drank tea with Shannon, and read its contents......",譲治は、かつて紗音と紅茶を飲んだこともある、そのテーブルに置かれた、洋形封筒を拾い、その中身を読む……。,譲治は、かつて紗音と紅茶を飲んだこともある、そのテーブルに置かれた、洋形封筒を拾い、その中身を読む……。,"Джордж поднял западный конверт, лежавший на столе, за которым они с Шаннон однажды пили чай, и прочёл его содержимое...","George pegou o envelope em estilo ocidental que estava na mesa onde ele havia bebido chá com Shannon em outra oportunidade, e leu seu conteúdo......",让治从以前曾与纱音在此共饮红茶的桌子上，捡起了摆在上面的西式信封，读起了信的内容……。,讓治從以前曾與紗音在此共飲紅茶的桌子上，撿起了擺在上面的西式信封，讀起了信的內容……。,"George raccolse la busta stile occidentale, che si trovava sul tavolo su cui una volta aveva bevuto il tè con Shannon, e ne lesse il contenuto...","George picked up the Western envelope on the table where he had once drunk tea with Shannon, and read its contents......","George recogió el sobre occidental, que estaba en la mesa donde en su día había bebido té con Shannon, y leyó su contenido...", ﺍﻟﺘﻘﻂ ﺟﻮﺭﺝ ﺍﻟﻈﺮﻑ ﺍﻟﻐﺮﺑﻲ ﻋﻦ ﺍﻟﻄﺎﻭﻟﺔ ﺣﻴﺚ ﺷﺮﺏ ﺍﻟﺸﺎﻱ ﻣﻊ ﺷﺎﻧﻮﻥ ﻣﺮﺓ، ﻭﻗﺮﺃ ﻣﺎ ﻓﻲ ﺩﺍﺧﻠﻪ......,"George picked up the Western envelope on the table where he had once drunk tea with Shannon, and read its contents......","George picked up the Western envelope on the table where he had once drunk tea with Shannon, and read its contents......","George picked up the Western envelope on the table where he had once drunk tea with Shannon, and read its contents......"
,"Perhaps its message was short. After a single glance at it, George's eyes grew sharp.","Perhaps its message was short. After glancing at it, George's eyes grew sharp. ","Perhaps its message was short.  After glancing at it, George's eyes grew sharp.",内容は短いのだろう。一目見て、すぐに譲治の目が厳しくなる。,内容は短いのだろう。一目見て、すぐに譲治の目が厳しくなる。,"Судя по всему, его текст был краток. После того, как Джордж закончил чтение, его взгляд стал резким.","Talvez porque a mensagem fosse curta, após olhar rapidamente, os olhos de George ficaram afiados.",内容很短吧。光看一眼，让治的眼神就马上变得严峻了。,內容很短吧。光看一眼，讓治的眼神就馬上變得嚴峻了。,"Forse il messaggio era corto. Dopo averle dato un'occhiata, gli occhi di George si fecero sottili.","Perhaps its message was short. After a single glance at it, George's eyes grew sharp.","Quizás su mensaje era corto. Tras echarle un vistazo, George frunció el ceño.", ﺭﺑﻤﺎ ﻛﺎﻧﺖ ﺭﺳﺎﻟﺘﻪ ﻗﺼﻴﺮﺓ. ﺑﻌﺪ ﻃﺮﻓﺔ ﻭﺍﺣﺪﺓ، ﺻﺎﺭ ﺑﺼﺮ ﺟﻮﺭﺝ ﺣﺎﺩًﺍ.,"Perhaps its message was short. After a single glance at it, George's eyes grew sharp.","Perhaps its message was short. After a single glance at it, George's eyes grew sharp.","Perhaps its message was short. After a single glance at it, George's eyes grew sharp."
Ushiromiya George,"""............What is this...supposed to be?""","""......What's this supposed to be?"" ",""".........What is this supposed to be?""",「…………何だい。これは。」,「…………何だい。これは」,""".........И что это должно значить?""","""............O que isto...deveria significar?""",「…………什么？这个。」,「…………什麼？這個。」,"""... Cosa dovrebbe... significare questo?""","""............What is this...supposed to be?""","""... ¿Qué se supone... que es esto?""","""............ﻣﺎ ﻫﺬﺍ... ﻭﻣﺎ ﺍﻟﻤﻘﺼﻮﺩ ﺑﻪ؟""","""............What is this...supposed to be?""","""............What is this...supposed to be?""","""............What is this...supposed to be?"""
Gaap,"""Ehheheheheh. ......It's what it looks like. This is the test given to you, to find if you have the qualifications to be the successor to the head. ......Ask yourself what makes you qualified to be the successor, as you answer the question.""","""Ehheheheheh. ...It is as you see. This is the test given to you, to see if you're qualified to be the Successor. ...As you ask yourself whether you truly are so qualified, answer that question."" ","""Ehheheheheh.  ......It is as you see.  This is the test given to you, to find if you have the qualifications to be the next head.  ......As you question yourself about whether you are qualified to be the next head, answer that question.""",「うっふふふふ。……見ての通りよ。それがあなたに与えられる、次期当主の資格を探るテスト。……次期当主としての資格を自らに問いながら、その問いに答えなさい。」,「うっふふふふ。……見ての通りよ。それがあなたに与えられる、次期当主の資格を探るテスト。……次期当主としての資格を自らに問いながら、その問いに答えなさい」,"""Эххе‐хе‐хе‐хе. ......Именно то, что ты прочитал. Это испытание устроено тебе, чтобы узнать, имеешь ли ты качества, необходимые для будущего главы. ......Спрашивая себя, годишься ли ты на место будущего главы, ответь на этот вопрос.""","""Ehheheheheh. ......É o que parece. É um teste dado a você, para descobrir se você tem as qualificações para ser o sucessor do chefe. ......Pergunte a si mesmo se você é qualificado para ser o sucessor, e responda a questão.""",「呜、哼哼哼哼。……就如你所见哟。此乃给予你的，审核下任当主资格的考试。……你就边去自问有无担任下任当主的资格，边回答这问题吧。」,「嗚、哼哼哼哼。……就如你所見喲。此乃給予你的，審核下任當主資格的考試。……你就邊去自問有無擔任下任當主的資格，邊回答這問題吧。」,"""Ehheheheheh. ... È come vedi. Questa è la prova che ti è stata data, per scoprire se hai i requisiti per diventare il prossimo capofamiglia. ... Chiedendoti se sei degno di diventarlo, rispondi alla domanda.""","""Ehheheheheh. ......It's what it looks like. This is the test given to you, to find if you have the qualifications to be the successor to the head. ......Ask yourself what makes you qualified to be the successor, as you answer the question.""","""Ejejejeje... Es como lo ves. La prueba preparada para ti, para ver si estás calificado para ser el próximo líder... Pregúntate a ti mismo qué te capacita para ser el sucesor, mientras respondes a la pregunta.""","""ﺇﻳﻬﻴﻬﻴﻬﻴﻬﻲ. ......ﻫﻮ ﻛﻤﺎ ﻳﺒﺪﻭ. ﻫﺬﺍ ﻫﻮ ﺍﻻﺧﺘﺒﺎﺭ ﺍﻟﻤﻤﻨﻮﺡ ﻟﻜﻢ، ﻟِﻴُﻌﻠﻢَ ﺇﻥ ﻛﺎﻥ ﻟﻜﻢ ﺃﻫﻠﻴﺔ ﺃﻥ ﺗﻜﻮﻧﻮﺍ ﺧﻠﻔﺎﺀ ﺍﻟﺮﺃﺱ. ......ﺍﺳﺄﻟﻮﺍ ﺃﻧﻔﺴﻜﻢ ﻣﺎ ﺍﻟﺬﻱ ﻳﺠﻌﻠﻜﻢ ﺃﻫﻼً ﻷﻥ ﺗﻜﻮﻧﻮﺍ ﺍﻟﺨﻠﻴﻔﺔ، ﻭﺃﻧﺘﻢ ﺗﺠﻴﺒﻮﻥ ﻋﻠﻰ ﺍﻟﻤﺴﺄﻟﺔ.""","""Ehheheheheh. ......It's what it looks like. This is the test given to you, to find if you have the qualifications to be the successor to the head. ......Ask yourself what makes you qualified to be the successor, as you answer the question.""","""Ehheheheheh. ......It's what it looks like. This is the test given to you, to find if you have the qualifications to be the successor to the head. ......Ask yourself what makes you qualified to be the successor, as you answer the question.""","""Ehheheheheh. ......It's what it looks like. This is the test given to you, to find if you have the qualifications to be the successor to the head. ......Ask yourself what makes you qualified to be the successor, as you answer the question."""
Ushiromiya George,""".........What a...stupid question.""","""......What a...stupid question."" ",""".........What a...stupid problem.""",「………何て、馬鹿な問題だ。」,「………何て、馬鹿な問題だ」,""".........Что за... идиотский вопрос.""",""".........Que pergunta...mais idiota.""",「………何其，愚蠢的问题。」,「………何其，愚蠢的問題。」,"""... Che... domanda stupida.""",""".........What a...stupid question.""","""... Menuda... estupidez.""",""".........ﻳﺎ ﻟﻪ ﻣﻦ...ﺳﺆﺍﻝٍ ﺃﺣﻤﻖ.""",""".........What a...stupid question.""",""".........What a...stupid question.""",""".........What a...stupid question."""
Gaap,"""I agree. It really is a stupid question. .........In that case, isn't the Ushiromiya family headship something just as trivial in {f:5:Goldsmith}'s eyes? ......Heheheh.""","""That's right. It really is a stupid question. ......Doesn't that mean the Ushiromiya family inheritance is also something on that level in {f:5:Goldsmith}'s eyes? ...Heheheh."" ","""That's right.  It really is a stupid problem.  .........In that case, isn't the Ushiromiya family inheritance also something of that level in Goldsmith's eyes?  ......Heheheh.""",「そうね。本当に馬鹿な問題ね。………なら、ゴールドスミスにとっての右代宮家の家督なんて、その程度のものなんじゃない？　……ふふふ。」,「そうね。本当に馬鹿な問題ね。………なら、ゴールドスミスにとっての右代宮家の家督なんて、その程度のものなんじゃない？　……ふふふ」,"""Правильно. Это действительно глупый вопрос. .........В таком случае не является ли наследство семьи Уширомия чем‐либо такого же уровня в глазах {f:5:Голдсмита}? ......Хе‐хе‐хе.""","""Eu concordo. É realmente uma questão idiota. .........Nesse caso, a liderança da família Ushiromiya seria algo tão trivial aos olhos do {f:5:Goldsmith}? ......Heheheh.""",「是哟。真的是很蠢的问题呢。………那么这就代表着，对黄金史密斯来说，右代宫家的家督，不过是这种程度之物吧？……哼哼哼。」,「是喲。真的是很蠢的問題呢。………那麼這就代表著，對黃金史密斯來說，右代宮家的家督，不過是這種程度之物吧？……哼哼哼。」,"""Già. È proprio una domanda stupida. ... In quel caso, l'eredità della famiglia Ushiromiya non è forse allo stesso livello agli occhi di Goldsmith? ... Heheheh.""","""I agree. It really is a stupid question. .........In that case, isn't the Ushiromiya family headship something just as trivial in {f:5:Goldsmith}'s eyes? ......Heheheh.""","""Estoy de acuerdo. Realmente es una estupidez... En ese caso, ¿no es el liderazgo de la familia Ushiromiya algo igual de trivial a los ojos de {f:5:Goldsmith}?... Jejeje.""","""ﺃﺗﻔﻖ. ﺇﻧﻪ ﻓﻌﻼً ﺳﺆﺍﻝٌ ﺃﺣﻤﻖ. .........ﻓﺄﻟﻴﺲ ﺗﻮﻟﻲ ﺭﺋﺎﺳﺔ ﺑﻴﺖ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺃﻣﺮًﺍ ﺗﺎﻓﻬًﺎ ﻓﻲ ﺃﻋﻴﻦِ {f:7:ﻗﻮﻟﺪ ﺳﻤﻴﺚ}؟ ......ﻫﻬــﻬـﻪ.""","""I agree. It really is a stupid question. .........In that case, isn't the Ushiromiya family headship something just as trivial in {f:5:Goldsmith}'s eyes? ......Heheheh.""","""I agree. It really is a stupid question. .........In that case, isn't the Ushiromiya family headship something just as trivial in {f:5:Goldsmith}'s eyes? ......Heheheh.""","""I agree. It really is a stupid question. .........In that case, isn't the Ushiromiya family headship something just as trivial in {f:5:Goldsmith}'s eyes? ......Heheheh."""
,"George lowered his eyes to the surface of the letter once again, and examined its contents......","George lowered his eyes to the surface of the letter once again, examining its contents... ","George lowered his eyes to the surface of the letter once again, and examined its contents......",譲治は再び手紙の文面に目を落とし、その内容を検める……。,譲治は再び手紙の文面に目を落とし、その内容を検める……。,Джордж вновь опустил взгляд на письмо и изучил его содержание.,"George focou seu olhar na direção da carta mais uma vez, e examinou seu conteúdo......",让治再次把目光落在信纸上的文字上，又过目了一遍……。,讓治再次把目光落在信紙上的文字上，又過目了一遍……。,"George abbassò nuovamente gli occhi sulla lettera, ed esaminò il suo contenuto...","George lowered his eyes to the surface of the letter once again, and examined its contents......","George bajó los ojos hacia la superficie de la carta de nuevo, y examinó su contenido...", ﻣﺎﺕَ ﺟﻮﺭﺝ ﺑﻨﻈﺮﻩ ﺇﻟﻰ ﺳﻄﺢ ﺍﻟﺮﺳﺎﻟﺔ ﻣﺮﺓ ﺃﺧﺮﻯ، ﻭﺗﻔﺤﺺ ﻣﺎ ﻓﻴﻬﺎ......,"George lowered his eyes to the surface of the letter once again, and examined its contents......","George lowered his eyes to the surface of the letter once again, and examined its contents......","George lowered his eyes to the surface of the letter once again, and examined its contents......"
,"George and Jessica. ......While the tests given to them were slightly different, they were almost exactly the same.","George and Jessica. ...While the tests given to them were slightly different, they were almost exactly the same. ","George and Jessica.  ......While the tests given to them were slightly different, they were almost exactly the same.",譲治と朱志香。……二人に与えられたテストは、わずかの違いはあるものの、限りなく同じものだった。,譲治と朱志香。……二人に与えられたテストは、わずかの違いはあるものの、限りなく同じものだった。,"Джордж и Джессика. ......Хотя устроенные им испытания слегка различались, суть их была одинакова.","George e Jessica. ......Enquanto os testes aplicados a eles fossem levemente diferentes, ainda assim, eram praticamente idênticos.",让治与朱志香。……给予他们两人的考试，是只有细微差异的，同样的问题。,讓治與朱志香。……給予他們兩人的考試，是只有細微差異的，同樣的問題。,"George e Jessica. ... Anche se i test dati loro erano leggermente diversi, si trattava praticamente della stessa cosa.","George and Jessica. ......While the tests given to them were slightly different, they were almost exactly the same.","George y Jessica... Aunque con ligeras diferencias, las pruebas que se les habían entregado eran prácticamente iguales.", ﺟﻮﺭﺝ ﻭﺟﻴﺴﻴﻜﺎ. ......ﻭﺑﻴﻨﻤﺎ ﻛﺎﻧﺖ ﺍﻻﺧﺘﺒﺎﺭﺍﺕ ﺍﻟﻤﻤﻨﻮﺣﺔ ﻟﻬﻤﺎ ﻣﺨﺘﻠﻔﺔ ﻗﻠﻴﻼً، ﻓﻘﺪ ﻛﺎﻧﺖ ﺷﺒﻪ ﻣﻄﺎﺑﻘﺔٍ ﺗﻤﺎﻣًﺎ.,"George and Jessica. ......While the tests given to them were slightly different, they were almost exactly the same.","George and Jessica. ......While the tests given to them were slightly different, they were almost exactly the same.","George and Jessica. ......While the tests given to them were slightly different, they were almost exactly the same."
Ushiromiya George,"""......‘Among the three mentioned below. In order to gain two, sacrifice one.’""","""...'Among the three mentioned below, in order to gain two, sacrifice one'."" ","""......'Among the three mentioned below.  In order to gain two, sacrifice one'.""",「……“以下に掲げる三つの内。二つを得るために、一つを生贄に捧げよ”。」,「……“以下に掲げる三つの内。二つを得るために、一つを生贄に捧げよ”」,"""......‘Из трёх, упомянутых ниже. Чтобы получить два, пожертвуй одним’.""","""......‘Dentre os três mencionados abaixo. A fim de ganhar dois, sacrifique um.’""",「……“在下述三项之中。为得其两项，去将一项献为祭品”。」,「……“在下述三項之中。為得其兩項，去將一項獻為祭品”。」,"""... ‘Fra i tre menzionati sotto. Per guadagnarne due, sacrificane uno’.""","""......‘Among the three mentioned below. In order to gain two, sacrifice one.’""","""... ‘Entre los tres mencionados abajo. Para ganar dos, sacrifique uno.’""","""......‘ﻣﻦ ﺑﻴﻦ ﺍﻟﺜﻼﺛﺔِ ﺍﻟﻤﺬﻛﻮﺭﻳﻦ ﺃﺩﻧﺎﻩ. ﻟﻜﻲ ﺗﻜﺴﺐ ﺍﺛﻨﻴﻦ، ﺿَﺢِّ ﺑﻮﺍﺣﺪ’.""","""......‘Among the three mentioned below. In order to gain two, sacrifice one.’""","""......‘Among the three mentioned below. In order to gain two, sacrifice one.’""","""......‘Among the three mentioned below. In order to gain two, sacrifice one.’"""
Gaap,"""It's a simple three‐choice test. .........Decide for yourself which one you will choose not to save.""","""It's a simple three choices. ......Decide for yourself which one you will choose to abandon."" ","""It's a simple three choices.  .........Decide for yourself which one you will choose to let die.",「簡単な三択じゃない。………どれを見殺しに選ぶか、自ら決めなさい。,「簡単な三択じゃない。………どれを見殺しに選ぶか、自ら決めなさい」,"""Это три простых выбора. .........Решай сам, кого ты выберешь и кому дашь умереть.""","""É um simples teste com três escolhas. .........Decida qual deles você não irá salvar.""",「是道简单的三择哦。………由你自己来决定，要弃哪个于不顾。」,「是道簡單的三擇哦。………由你自己來決定，要棄哪個於不顧。」,"""È una semplice risposta multipla a tre. ... Decidi tu stesso quale lasciare morire.","""It's a simple three‐choice test. .........Decide for yourself which one you will choose not to save.""","""Son tres simples opciones... Decide por ti mismo cuál elegirás no salvar.""","""ﺇﻧﻪ ﺍﺧﺘﺒﺎﺭ ﺍﺧﺘﻴﺎﺭٍ ﻣﻦ ﺛﻼﺙٍ. .........ﻗﺮﺭ ﺑﻨﻔﺴﻚ ﺃﻳﻬﻢ ﺳﺘﺨﺘﺎﺭ ﺃﻻ ﺗُﺨﻠﺼَﻪ.""","""It's a simple three‐choice test. .........Decide for yourself which one you will choose not to save.""","""It's a simple three‐choice test. .........Decide for yourself which one you will choose not to save.""","""It's a simple three‐choice test. .........Decide for yourself which one you will choose not to save."""
Gaap,"""If you refuse to choose, the test is suspended. I have been given permission to kill you right here by my own hands. .........If you would include even that as a choice, then there are four choices.""","""If you refuse to choose, the test will be suspended. I've been given permission to kill you right here by my own hands. ......If you want to include even that as a choice, then there are four options. ","If you refuse to choose, the test is suspended.  I have been given permission to kill you right here by my own hands.  .........If you would include even that as a choice then there are four choices.  ",選択を拒めば、テストは中断。私の手で、あなたをこの場で殺してしまってもいいって許可をもらってるわ。………それさえも選択肢に含めるなら四択ね。,「選択を拒めば、テストは中断。私の手で、あなたをこの場で殺してしまってもいいって許可をもらってるわ。………それさえも選択肢に含めるなら四択ね」,"""Если ты откажешься выбирать, испытание будет прервано. Мне дали разрешение убить тебя прямо здесь, своими собственными руками. .........Если считать это за вариант, тогда у тебя четыре варианта.""","""Caso se recuse a escolher, o teste será suspenso. Eu recebi permissão para matar você aqui mesmo, com as minhas próprias mãos. .........Se incluir isso como uma escolha, então são quatro escolhas.""",「若是拒绝选择，考试即告中断。我有得到以我之手将你就地处死的许可哦。………把这也加到选项里去的话，那就是四择呢。」,「若是拒絕選擇，考試即告中斷。我有得到以我之手將你就地處死的許可哦。………把這也加到選項裡去的話，那就是四擇呢。」,"Se ti rifiuti di rispondere, il test viene sospeso. Mi è stato dato il permesso di ucciderti proprio qui con le mie stesse mani. ... Se includi anche questa come scelta, salgono a quattro.","""If you refuse to choose, the test is suspended. I have been given permission to kill you right here by my own hands. .........If you would include even that as a choice, then there are four choices.""","""Si te niegas, se acaba la prueba. Se me ha dado permiso para matarte con mis propias manos... Si incluyes eso también como elección, tienes 4 opciones.""","""ﺇﺫﺍ ﺍﻣﺘﻨﻌﺖ ﻋﻦ ﺍﻻﺧﺘﻴﺎﺭ، ﻳﺘﻮﻗﻒ ﺍﻻﺧﺘﺒﺎﺭ. ﺃُﻋﻄﻴﺖُ ﺇﺫﻧًﺎ ﺑﺄﻥ ﺃﻗﺘﻠﻚ ﻫﻨﺎ ﺑﻴﺪﻱ. .........ﺇﻥ ﺃﺩﺭﺟﺖَ ﺫﻟﻚ ﺣﺘﻰ ﻛﺨﻴﺎﺭ، ﻓﻬﻨﺎﻙ ﺃﺭﺑﻌﺔ ﺧﻴﺎﺭﺍﺕٍ.""","""If you refuse to choose, the test is suspended. I have been given permission to kill you right here by my own hands. .........If you would include even that as a choice, then there are four choices.""","""If you refuse to choose, the test is suspended. I have been given permission to kill you right here by my own hands. .........If you would include even that as a choice, then there are four choices.""","""If you refuse to choose, the test is suspended. I have been given permission to kill you right here by my own hands. .........If you would include even that as a choice, then there are four choices."""
Gaap,"""It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed.""","It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed."" ","It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed.""",私、君みたいな子と遊ぶのはずいぶん久しぶりだから、それも嫌いじゃないわよ。」,「私、君みたいな子と遊ぶのはずいぶん久しぶりだから、それも嫌いじゃないわよ」,"""Я ужасно давно не играла с ребёнком вроде тебя, поэтому не могу сказать, что была бы разочарована.""","""Já faz um longo tempo desde que pude brincar com uma criança como você, então não posso deixar de dizer que ficaria desapontada.""",「我有好久没跟像你这样的孩子玩玩了，所以，也并不介意你选这个哦。」,「我有好久沒跟像你這樣的孩子玩玩了，所以，也並不介意你選這個哦。」,"È da tantissimo tempo che non gioco con un ragazzino come te, quindi non posso dire che ne sarei delusa.""","""It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed.""","""Hace muchísimo tiempo que no juego con un chico como tú, así que no puedo decir que vaya a quedar decepcionada."""," ﻟﻘﺪ ﻃﺎﻝ ﺯﻣﻦ ﻃﻮﻳﻞ ﻣﻨﺬ ﺃﻥ ﺗﺴﻠﻴﺖ ﺑﻠﻌﺐٍ ﻣﻊ ﻃﻔﻞٍ ﻣﺜﻠﻚ، ﻓﻼ ﺃﻇﻦ ﺃﻧﻨﻲ ﺳﺄﻧﺰﻋﺞ.""","""It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed.""","""It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed.""","""It's been an awful long time since I've gotten to play with a kid like you, so I can't say I'd be disappointed."""
