Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya George,"""Mother warns me all the time too. Maybe I also need to take up Tai‐chi‐chuan or something to get some exercise.""","""Mother warns me all the time too. I wonder if I'll have to take up Tai-chi-quan or something like she does and get some exercise."" ","""Mother warns me all the time too. Still, I also wonder if I should start doing some exercises or take up Tai-chi-chuan.""",「母さんにもよく注意されるよ。やっぱり僕も、太極拳とかを始めて運動しないと駄目かなぁ。」,「母さんにもよく注意されるよ。やっぱり僕も、太極拳とかを始めて運動しないと駄目かなぁ」,"""Мама тоже постоянно твердит мне об этом. И в общем‐то я тоже уже начинаю подумывать, а не заняться ли мне физическими упражнениями или Тай‐чи‐чуань.""","""Minha mãe também fica o tempo todo me alertando sobre isso. Talvez eu precise fazer algum exercício, como tai‐chi‐chuan ou algo assim.""",「我妈妈也经常提醒我。我是不是也该去练下太极拳之类的运动了呀。」,「我媽媽也經常提醒我。我是不是也該去練下太極拳之類的運動了呀。」,"""Anche mia Madre mi avverte di continuo. Però, mi chiedo anche se io debba cominciare a fare qualche esercizio o iniziare il Tai-chi-chuan.""","""Anche mia madre mi avverte di continuo. Dopotutto, forse dovrei iniziare anch'io il taijiquan o qualche arte marziale, e fare attività fisica.""","""Mi madre también me advierte de eso todo el tiempo. Tal vez también debería practicar taichí o algo por el estilo para hacer ejercicio.""","""ﺃﻣﻲ ﺗﻨﺒﻬﻨﻲ ﺃﻳﻀﺎ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ. ﺭﺑﻤﺎ ﻋﻠﻲ ﻣﻤﺎﺭﺳﺔ (ﺍﻟﺘﺎﻱ-ﺗﺸﻲ-ﺗﺸﻮﺍﻥ) ﺃﻭ ﻓﻦ ﻗﺘﺎﻟﻲ ﺁﺧﺮ ﺭﻳﺎﺿﺔً.""","""Mother warns me all the time too. Maybe I also need to take up Tai‐chi‐chuan or something to get some exercise.""","""Mother warns me all the time too. Maybe I also need to take up Tai‐chi‐chuan or something to get some exercise.""","""Annem de beni hep uyarır. Belki biraz egzersiz yapmak için Tai-chi-chuan falan da yapmalıyım."""
Shannon,"""If you want to lose weight, it's best to start by reconsidering your eating habits, instead of doing intense exercise. The exercise has to come on top of that, or you won't get any results, I hear.""","""When going on a diet, it's better to start by rethinking your eating habits, rather than just exercising all the time. Apparently, the exercise only helps if you're eating well first."" ","""You should start reconsidering your eating habits and go on a diet, instead of just exercising more. And furthermore, I heard that if you don't keep on exercising as well, you won't get any results.""",「ダイエットは無茶な運動よりも、食生活の見直しから始めた方がいいんですよ。その上で運動を重ねないと、効果が出ないんだそうです。」,「ダイエットは無茶な運動よりも、食生活の見直しから始めた方がいいんですよ。その上で運動を重ねないと、効果が出ないんだそうです」,"""Сперва вам следует сменить свои предпочтения в еде и сесть на диету, вместо того чтобы ещё больше упражняться. И, кроме того, я слышала, что если вы не будете продолжать тренироваться дальше, то не достигнете никаких результатов.""","""Se você quer perder peso, é melhor começar reconsiderando seus hábitos alimentares, ao invés de fazer algum exercício intenso. Eu ouvi dizer que o exercício só dá resultados se repetido várias vezes.""",「与其通过过分运动来减肥，倒不如从改善饮食习惯开始做起比较好哦。若是饮食的基础没打好，据说再怎么运动也是出不来效果的。」,「與其通過過分運動來減肥，倒不如從改善飲食習慣開始做起比較好哦。若是飲食的基礎沒打好，據說再怎麼運動也是出不來效果的。」,"""Dovrebbe cominciare a riconsiderare le sue abitudini alimentari e iniziare una dieta, anziché fare semplicemente più esercizio. Inoltre, ho sentito che se non si continua ad esercitarsi ugualmente, non si ottiene alcun risultato.""","""In una dieta è meglio riconsiderare le proprie abitudini alimentari, piuttosto che allenarsi troppo. Inoltre, pare che gli effetti svaniscano, se non si mangia bene in primis.""","""Si quiere perder peso, lo mejor sería empezar por reconsiderar sus hábitos alimenticios, en lugar de hacer ejercicio intenso. El ejercicio tiene que venir acompañado con una buena dieta, o no obtendrá ningún resultado, según he oído.""","""ﺇﻥ ﺃﺭﺩﺕ ﺟﺴﻤﺎ ﺻﺤﻴﺎ، ﻓﺮﺍﺟﻊ ﻧﻈﺎﻣﻚ ﺍﻟﻐﺬﺍﺋﻲ ﺑﺪﻻ ﻣﻦ ﺍﻟﺘﻤﺎﺭﻳﻦ ﺍﻟﻌﻨﻴﻔﺔ. ﺍﻟﺮﻳﺎﺿﺔ ﺗﺎﺑﻌﺔ، ﻭﺇﻻ ﻻ ﻃﺎﺋﻞ ﻣﻨﻬﺎ، ﻛﻤﺎ ﺳﻤﻌﺖ.""","""If you want to lose weight, it's best to start by reconsidering your eating habits, instead of doing intense exercise. The exercise has to come on top of that, or you won't get any results, I hear.""","""If you want to lose weight, it's best to start by reconsidering your eating habits, instead of doing intense exercise. The exercise has to come on top of that, or you won't get any results, I hear.""","""Diyet yaparken, her zaman egzersiz yapmak yerine yeme alışkanlıklarını değiştirerek işe başlamak daha iyidir. Egzersiz bunun üzerine gelmeli, yoksa sonuç alınmaz diye duydum."""
Ushiromiya George,"""In other words, you're telling me not to eat cake, right? Then, I guess I'll just have to gaze at you while you stuff your cheeks with that cake, Shannon.""","""In other words, you're telling me to hold off on the cake, huh? Then, I guess I'll just have to gaze at you while you stuff your cheeks with it, Shannon."" ","""In other words, you're telling me to not eat cake, right? Then, I guess I'll just have to gaze at you while you stuff your cheeks with that cake, Shannon.""",「つまりそれは、デザートのケーキは控えろってことだね。じゃあ仕方ないから、紗音がそのケーキを頬張るところを眺めていてあげるよ。」,「つまりそれは、デザートのケーキは控えろってことだね。じゃあ仕方ないから、紗音がそのケーキを頬張るところを眺めていてあげるよ」,"""Другими словами, ты предлагаешь мне не есть пирожное, верно? Тогда, я думаю, мне остаётся только смотреть на тебя, в то время как ты будешь уминать его за обе щёки, Шаннон.""","""Resumindo, você está me dizendo para eu não comer bolo, não é mesmo? Então, Shannon, eu acho que vou ficar te olhando, enquanto você enche suas bochechas com bolo.""",「也就是说，对甜品蛋糕要节制咯？那就没办法啦，我就眼睁睁地看着纱音鼓起脸吃蛋糕的样子吧。」,「也就是說，對甜品蛋糕要節制咯？那就沒辦法啦，我就眼睜睜地看著紗音鼓起臉吃蛋糕的樣子吧。」,"""In altre parole, mi stai dicendo di non mangiare la torta, giusto? {n}Allora, immagino che dovrò fissarti mentre te ne riempi le guance, Shannon.""","""Quindi il tuo intento è farmi desistere da prendere la torta per dessert?{n}Allora immagino che dovrò rimirarti mentre te la mangi con gran gusto, Shannon.""","""En otras palabras, me estás diciendo que no coma pastel, ¿verdad? Entonces, supongo que tendré que conformarme con mirarte mientras disfrutas de ese pastel, Shannon.""","""ﺑﻌﺒﺎﺭﺓ ﺃﺧﺮﻯ، ﺃﻧﺖ ﺗﻄﻠﺒﻴﻦ ﻣﻨﻲ ﺍﻻﻣﺘﻨﺎﻉ ﻋﻦ ﺍﻟﻜﻌﻚ، ﺻﺤﻴﺢ? ﺇﺫﺍً، ﻣﺎ ﺑﺎﻟﻴﺪ ﺣﻴﻠﺔ، ﺳﺄﺭﻣﻘﻚ ﺣﺎﺷﻴﺔ ﺧﺪﻳﻚ ﺑﻬﺬﻩ ﺍﻟﻜﻌﻜﺔ.""","""In other words, you're telling me not to eat cake, right? Then, I guess I'll just have to gaze at you while you stuff your cheeks with that cake, Shannon.""","""In other words, you're telling me not to eat cake, right? Then, I guess I'll just have to gaze at you while you stuff your cheeks with that cake, Shannon.""","""Başka bir deyişle, bana pasta yemememi söylüyorsun, değil mi? O zaman yapacak bir şey yok, Shannon sen pastayı yanaklarına tıkarken ben de seni izlemek zorunda kalacağım."""
Shannon,"""Uh, er, ......... ......Maybe one whole cake is too much, ......but maybe just half of one would be alright. Here, it's really delicious.""","""Uh, umm, ......... ......A whole cake is probably too much, ......but maybe just half of one would be okay. Here, it's really delicious."" ","""Uh, umm, ...............Maybe one whole cake is too much but, ......maybe just half of one would be alright. Here, it's really delicious.""",「えっと、その、………。……ケーキまるまるひとつはさすがに食べ過ぎだと思いますけど、……半分くらいだったら大丈夫かもしれません。これ、本当に美味しいんですよ。」,「えっと、その、………。……ケーキまるまるひとつはさすがに食べ過ぎだと思いますけど、……半分くらいだったら大丈夫かもしれません。これ、本当に美味しいんですよ」,"""Э‐э... м‐м‐м... ......... ......Возможно, одного пирожного будет много, но... Может быть, если только половинку. Вот, оно действительно вкусное.""","""Hmm, bem, ......... ......Acho que um bolo inteiro seja um pouco demais, ......mas talvez esteja tudo bem se for só a metade. Aqui, está realmente delicioso.""",「那个，这个，………。……我觉得虽然整块蛋糕可能确实有点多，……但只吃一半的话或许是没问题的。这个真的很好吃哦。」,「那個，這個，………。……我覺得雖然整塊蛋糕可能確實有點多，……但只吃一半的話或許是沒問題的。這個真的很好吃哦。」,"""Uh, umm... forse un pezzo di torta intero è troppo ma... magari solo metà andrebbe bene. Ecco, è davvero deliziosa.""","""Uh, ehm... Una torta intera penso sia esagerata... ma metà dovrebbe andar bene. Tenga, è davvero buonissima.""","""Oh, eh... Creo que un pastel entero es demasiado... pero si solo es la mitad, quizá estaría bien. Tome, está muy delicioso.""","""ﻻ، ﺃﻋﻨﻲ، ......... ......ﻗﺪ ﺗﻀﺮﻙ ﻛﻌﻜﺔ ﻛﺎﻣﻠﺔ ، ......ﻻ ﺑﺄﺱ ﺑﻨﺼﻔﻬﺎ. ﻫﺎﻙ، ﺇﻧﻬﺎ ﻟﺬﻳﺬﺓ.""","""Uh, er, ......... ......Maybe one whole cake is too much, ......but maybe just half of one would be alright. Here, it's really delicious.""","""Uh, er, ......... ......Maybe one whole cake is too much, ......but maybe just half of one would be alright. Here, it's really delicious.""","""Uh, umm, ......... ......Bütün bir pasta muhtemelen çok fazla, ......ama sanırım yarısı sorun olmaz. İşte, gerçekten çok lezzetli."""
,Shannon cut her own cake and tried to move half to my salad plate.,Shannon cut her own cake and tried to move half to my dessert plate. ,"Shannon cut her own cake and tried to move half to my dessert plate.", 紗音が自分のケーキを切り分け、それを僕のサラダの皿に移そうとする。,紗音が自分のケーキを切り分け、それを僕のサラダの皿に移そうとする。,Шаннон разрезала своё собственное пирожное и попыталась переложить половинку на мою тарелку для десерта.,A Shannon cortou seu próprio bolo e tentou mover metade dele para o meu prato de salada.,纱音将自己的蛋糕切出一半，想将它放到我的沙拉盘里。,紗音將自己的蛋糕切出一半，想將它放到我的沙拉盤裡。,Shannon tagliò la sua torta e cercò di spostarne metà nel mio piattino da dolce.,"Shannon divise la sua torta, e cercò di metterla sul mio piatto per l'insalata.",Shannon cortó su propio pastel y trató de pasar la mitad a mi plato de ensalada.,ﺷﻄﺮﺕ ﻛﺎﻧﻮﻥ ﻛﻌﻜﺘﻬﺎ ﻭﺃﺭﺍﺩﺕ ﺣﻤﻞ ﺍﻟﺸﻄﺮ ﺇﻟﻰ ﻃﺒﻘﻲ ﻣﻦ ﺍﻟﺴﻠﻄﺔ.,Shannon cut her own cake and tried to move half to my salad plate.,Shannon cut her own cake and tried to move half to my salad plate.,Shannon kendi kekini kesti ve yarısını benim salata tabağıma taşımaya çalıştı.
,I had no doubt that she wanted to share the flavor of the delicious cake with me.,I had no doubt that she wanted to share the delicious cake's flavor with me. ," I had no doubt that she wanted to share the delicious cake's flavor with me.", 美味しいケーキの味を、僕と共有したいに違いない。,美味しいケーキの味を、僕と共有したいに違いない。,"Я не сомневался, что она захочет разделить со мной вкус восхитительного пирожного.",Eu não tinha dúvida de que ela queria compartilhar comigo o sabor do delicioso bolo.,她肯定是想与我共享这蛋糕的美味吧。,她肯定是想與我共享這蛋糕的美味吧。,Non avevo dubbi che volesse condividere il delizioso gusto della torta con me.,Sicuramente voleva condividerne il sapore delizioso insieme a me.,No tenía ninguna duda de que ella quería compartir el sabor del delicioso pastel conmigo.,ﻟﻢ ﺃﺷﻚ ﻓﻲ ﻧﻴﺘﻬﺎ ﻣﺸﺎﺭﻛﺘﻲ ﻃﻌﻢ ﺍﻟﻜﻌﻜﺔ ﺍﻟﻠﺬﻳﺬ.,I had no doubt that she wanted to share the flavor of the delicious cake with me.,I had no doubt that she wanted to share the flavor of the delicious cake with me.,Lezzetli pastanın tadını benimle paylaşmak istediğinden hiç şüphem yoktu.
,"Even so, I deliberately and meanly pulled my plate away from her.","However, I meanly pulled my plate away from her. "," Even so, I boldly and meanly pushed that plate away.", なのに敢えて僕は、意地悪にその皿を引っ込めて遠ざける。,なのに敢えて僕は、意地悪にその皿を引っ込めて遠ざける。,"Несмотря на это, я смело и коварно отодвинул тарелку.","Mesmo assim, de forma deliberada e maldosa, eu puxei meu prato para longe dela.",但我却故意使坏，将盘子拉开不让她放。,但我卻故意使壞，將盤子拉開不讓她放。,"Eppure, spinsi via quel piatto audacemente e meschinamente.","Tuttavia, spostai intenzionalmente il piatto lontano da lei, per poi ritrarlo con malizia.","Aun así, deliberadamente y con maldad, aparté mi plato de ella.",ﻭﻣﻊ ﺫﻟﻚ، ﺗﻌﻤﺪﺕ ﺑﺨﺒﺚ ﺇﺑﻌﺎﺩ ﻃﺒﻘﻲ.,"Even so, I deliberately and meanly pulled my plate away from her.","Even so, I deliberately and meanly pulled my plate away from her.",Yine de tabağımı kabaca ondan uzaklaştırdım.
,She blinked her eyes in surprise. She couldn't seem to figure out if that was a refusal of the cake or not.,She blinked in surprise. She could't seem to figure out if I was refusing the cake or not. ," She blinked her eyes in surprise. She could't seem to figure out if that was a refusal of the cake or not.", 彼女は目をぱちくりさせる。 ケーキはいらないという意思表示なのか、量りかねているようだった。,彼女は目をぱちくりさせる。ケーキはいらないという意思表示なのか、量りかねているようだった。,"Она удивлённо моргнула. Она так и не могла взять в толк, был ли это отказ от пирожного или нет.",Shannon pestanejou os olhos em surpresa. Ela não conseguiu perceber se isso havia sido uma recusa do bolo ou não.,她眨了眨眼。一脸迷惑的她，看似是在思考着这是否意为我不想吃这块蛋糕。,她眨了眨眼。一臉迷惑的她，看似是在思考著這是否意為我不想吃這塊蛋糕。,Lei batté le palpebre sorpresa. Sembrava non riuscire a capire se fosse un rifiuto verso la torta o no.,Lei sbattè le palpebre in segno di sorpresa. Sembrava cercare di capire se il mio fosse stato un gesto di rigetto della torta o meno.,Shannon pestañeó sorprendida. Parece que no podía entender si estaba rechazando el pastel o no.,ﻃﺮﻓﺖ ﻋﻴﻨﻬﺎ ﻣﺮﺗﻴﻦ ﻓﻲ ﺣﻴﺮﺓ. ﻳﺒﺪﻭ ﺃﻧﻬﺎ ﻟﻢ ﺗﺪﺭﻙ ﺭﻏﺒﺘﻲ.,She blinked her eyes in surprise. She couldn't seem to figure out if that was a refusal of the cake or not.,She blinked her eyes in surprise. She couldn't seem to figure out if that was a refusal of the cake or not.,Şaşkınlıkla gözlerini kırptı. Bunun pastayı reddetmek olup olmadığını anlayamamış gibiydi.
,"So I winked, opened my mouth, and said ""aah"".","So I winked, opened my mouth, and said ""aah"". "," So I winked, opened my mouth, and said 'aah'.", だから僕は、ウィンクしながら口を、あ〜んと開ける。,だから僕は、ウィンクしながら口を、あ〜んと開ける。,"Поэтому я, подмигнув, открыл свой рот и сказал ""а‐а"".","Então, eu pisquei para ela, abri minha boca e disse ""aah"".",所以我一边闭起一只眼，一边“啊～”地张开了嘴巴。,所以我一邊閉起一只眼，一邊“啊～”地張開了嘴巴。,"Allora io ammiccai, aprii la bocca, e dissi ‘aah’.","A quel punto le feci un occhiolino, e aprii la mia bocca con un ‘aah’.","Así que le guiñé un ojo, abrí la boca y dije ""aah"".","ﻓﻐﻤﺰﺕ ﺑﻌﻴﻨﻲ، ﻭﻓﺘﺤﺖ ﻓﻤﻲ، ﻭﻗﻠﺖ ""ﺁﺍﻩ"".","So I winked, opened my mouth, and said ""aah"".","So I winked, opened my mouth, and said ""aah"".","Ben de göz kırptım, ağzımı açtım ve ""aah"" dedim."
Shannon,"""*giggle*. This is what you wanted from the beginning, isn't it? ......Gosh, you're such a pampered child, George‐sama.""","""*giggle* So that's what you really wanted. ......Sheesh, you're such a pampered child, George-sama. ","""*giggle*. This is what you've wanted from the beginning, isn't it? ......Sheesh, you're such a pampered child, George-sama. ",「くすくす。それが一番したかったんですね。……もう、譲治さまは甘えん坊です。,「くすくす。それが一番したかったんですね。……もう、譲治さまは甘えん坊です」,"""*хихикает* Так вы с самого начала этого хотели, не так ли? ......Ну и ну, вы такой избалованный ребёнок, Джордж‐сама.""","""Hehe. Isso é o que você queria desde o começo, não é mesmo? ......Poxa, você é uma criança muito mimada, George‐sama.""",「嘻嘻。原来您最想要的就是这个呀。……真是的，让治少爷可真是个爱撒娇的小孩子。」,「嘻嘻。原來您最想要的就是這個呀。……真是的，讓治少爺可真是個愛撒嬌的小孩子。」,"""*giggle*. Questo è ciò che voleva da principio, vero? ... Aah, è un bambino così viziato, George-sama.","""Uhuhuh. Lei voleva questo fin dall'inizio, vero...? Cielo, che ragazzo viziato che è lei, signorino George.""","""*risita*. Esto es lo que quería desde el principio, ¿no es así?... Vaya, usted sí que es un niño mimado, George-sama.""","""*ﺿﺤﻚ*. ﻫﺬﺍ ﻣﺎ ﺃﺭﺩﺗﻪ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ? ......ﻭﻳﺤﻲ، ﻳﺎ ﻟﺪﻻﻟﻚ ﻳﺎ ﺟﻮﺭﺝ-ﺳﺎﻣﺎ.""","""*giggle*. This is what you wanted from the beginning, isn't it? ......Gosh, you're such a pampered child, George‐sama.""","""*giggle*. This is what you wanted from the beginning, isn't it? ......Gosh, you're such a pampered child, George‐sama.""","""*giggle* Yani başından beri istediğin buydu. ......Tanrım, ne kadar şımarık bir çocuksun, George-sama."""
Shannon,"""Okay, say ""aah"".""","""Okay, say ""aah""."" ","Ok, say 'aah'.""",はい、あ〜ん。」,「はい、あ〜ん」,"""Хорошо, скажите 'а‐а'.""","""Certo, diga ""aah"".""",「来，啊～。」,「來，啊～。」,"Ok, dica ‘aah’.""","""Va bene, dica ‘aah’.""","""Muy bien, diga ""aah"".""","""ﺣﺴﻨﺎ، ﻗﻞ ""ﺁﺍﻩ"".""","""Okay, say ""aah"".""","""Okay, say ""aah"".""","""Tamam, ""aah"" de."""
,"While still wearing an embarrassed, exasperated face, Shannon offered the cake to me with a fork.","With a partly embarrassed, partly exasperated face, Shannon offered the cake to me with a fork. ","While still wearing an embarrassed, annoyed face, Shannon offered the cake to me with a fork.", 恥らうような、呆れるような表情を浮かべながら、彼女はフォークでそれを差し出す。,恥らうような、呆れるような表情を浮かべながら、彼女はフォークでそれを差し出す。,"Всё ещё со смущённо раздосадованным лицом, Шаннон поднесла мне пирожное на вилке.","Enquanto exibia um rosto constrangido e exasperado, Shannon me ofereceu o bolo com um garfo.",她露出既像是害羞，又像是拿我没办法的表情，用叉子插起蛋糕送了过来。,她露出既像是害羞，又像是拿我沒辦法的表情，用叉子插起蛋糕送了過來。,"Mantenendo una faccia imbarazzata e irritata, Shannon mi offrì la torta con una forchetta.","Shannon mi imboccò con una forchetta, sfoggiando un'espressione imbarazzata e al tempo stesso esasperata.","Manteniendo aún una expresión de vergüenza y exasperación en su rostro, Shannon me ofreció el pastel con un tenedor.",ﺃﻃﻌﻤﺘﻨﻲ ﺷﺎﻧﻮﻥ ﺍﻟﻜﻌﻜﺔ ﺑﺸﻮﻛﺘﻬﺎ ﻭﺍﻟﺨﺠﻞ ﻳﻐﻄﻲ ﻭﺟﻬﻬﺎ ﺑﺎﻣﺘﻌﺎﺽ.,"While still wearing an embarrassed, exasperated face, Shannon offered the cake to me with a fork.","While still wearing an embarrassed, exasperated face, Shannon offered the cake to me with a fork.","Shannon kısmen mahcup, kısmen de yılgın bir yüz ifadesiyle elindeki çatalla pastayı bana uzattı."
,Chomp.,*chomp* ,"*chomp*.", ぱく。,ぱく。,*Ам‐м‐м*.,Nhac.,啪咕。,啪咕。,*chomp*.,Chomp.,*Ñam*.,ﻗﻀﻢ.,Chomp.,Chomp.,*ham*
,"It tasted like cheap chocolate cake you could find anywhere. Still, it was exceptional.","It tasted like a cheap chocolate cake you might find anywhere. And yet, it was exceptional. "," It had the flavor of cheap chocolate you could find anywhere. Still, it was exceptional.", それはどこにでもあるような安っぽいチョコレートケーキの味。でも、格別。,それはどこにでもあるような安っぽいチョコレートケーキの味。でも、格別。,"У него был вкус дешёвого шоколада, который можно было найти где угодно. Однако в тот момент оно было единственным в своём роде.","O gosto era de um bolo de chocolate barato que você poderia achar em qualquer lugar. Mesmo assim, estava excepcional.",那是随处可见的廉价巧克力蛋糕的味道。不过，却也是特别的。,那是隨處可見的廉價巧克力蛋糕的味道。不過，卻也是特別的。,Aveva il sapore del cioccolato economico che puoi trovare ovunque. {n}Ma era comunque eccezionale.,"Il cioccolato della torta aveva un sapore blando, e per nulla particolare.{n}Ma era comunque eccezionale.","Tenía un sabor a pastel de chocolate barato que podías encontrar en cualquier lugar. Aun así, fue excepcional.",ﻣﺬﺍﻗﻬﺎ ﻛﺄﻱ ﻛﻌﻜﺔ ﺷﻮﻛﻮﻻ ﺭﺧﻴﺼﺔ. ﻭﻋﻠﻰ ﺫﻟﻚ، ﻛﺎﻧﺖ ﻣﻤﻴﺰﺓ.,"It tasted like cheap chocolate cake you could find anywhere. Still, it was exceptional.","It tasted like cheap chocolate cake you could find anywhere. Still, it was exceptional.",Tadı her yerde bulabileceğiniz ucuz çikolatalı bir kek gibiydi. Yine de olağanüstü bir şeydi.
,"Because eating cake in such an embarrassing way, as if we were the ultimate stereotypical lovey‐dovey couple, had been my dream for many years.","Because eating cake in such an embarrassing way, as if we were a couple of perfect fools, had been my dream for many years. "," Because eating cake in such an embarrassing way, as if we were a couple of perfect fools, had been my dream for many years.", だって、こんなにも馬鹿ップルの見本みたいな恥ずかしい真似でケーキをねだるのが、僕の長年の夢だったのだから。,だって、こんなにも馬鹿ップルの見本みたいな恥ずかしい真似でケーキをねだるのが、僕の長年の夢だったのだから。,"Потому что есть пирожное таким заставляющим краснеть от смущения образом, словно мы были парой полных придурков, было моей мечтой на протяжении многих лет.","Porque comer bolo de uma maneira tão constrangedora, como se fôssemos o estereótipo do casal apaixonado, tinha sido meu sonho por muitos anos.",毕竟，像教科书般的笨蛋情侣一样肉麻地讨蛋糕，可是我长年以来的梦想啊。,畢竟，像教科書般的笨蛋情侶一樣肉麻地討蛋糕，可是我長年以來的夢想啊。,"Perché mangiare la torta in una maniera così imbarazzante, come se fossimo stati una coppia di perfetti idioti, era stato il mio sogno per molti anni.",Perché era un mio sogno recondito imitare i modi imbarazzanti di una coppia di piccioncini per chiedere un po' di torta.,"Porque comer pastel de una forma tan embarazosa, como si fuéramos la estereotípica pareja de enamorados definitiva, había sido mi sueño durante años.",ﺣﻠﻤﺖ ﻟﺴﻨﻮﺍﺕٍ ﺑﺘﻨﺎﻭﻝ ﻛﻌﻜﺔ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ ﺍﻟﻤﺤﺮﺟﺔ ﻛﻌﺸﺎﻕ ﺗﻘﻠﻴﺪﻳﻮﻥ ﻣﺜﺎﻟﻴﻮﻥ.,"Because eating cake in such an embarrassing way, as if we were the ultimate stereotypical lovey‐dovey couple, had been my dream for many years.","Because eating cake in such an embarrassing way, as if we were the ultimate stereotypical lovey‐dovey couple, had been my dream for many years.","Çünkü böylesine utanç verici bir şekilde, sanki klişeleşmiş aşk dolu bir çiftmişiz gibi pasta yemek yıllardır hayalimdi."
,It made this cake's flavor heavenly...,It made this cake's flavor heavenly... ," It made this cake's flavor heavenly....", だから、このケーキの味はまさに極楽の味わい…。,だから、このケーキの味はまさに極楽の味わい…。,Это делало вкус пирожного просто внеземным...,Isso fez o gosto do bolo parecer divino...,所以这蛋糕的味道，真的是让人宛如置身天国…。,所以這蛋糕的味道，真的是讓人宛如置身天國…。,Rendeva il sapore di questa torta paradisiaco...,E ciò rendeva il suo sapore di un gusto paradisiaco...,Hizo que el sabor de este pastel fuera divino...,ﻓﺼﺎﺭ ﻣﺬﺍﻗﻬﺎ ﺳﺎﺣﺮﺍ...,It made this cake's flavor heavenly...,It made this cake's flavor heavenly...,"Bu, pastanın lezzetini cennete taşımıştı..."
,"If the Earth is destined to end someday, I wouldn't have had any regrets if it happened right then.","If the Earth is destined to end, I wouldn't have any regrets if it happened right now. "," If the Earth is destined to end someday, I wouldn't have any regrets if it happened right now.", いつか地球が滅ぶのが運命だというなら、それが今この瞬間でも悔いはない。,いつか地球が滅ぶのが運命だというなら、それが今この瞬間でも悔いはない。,"Если концу света и суждено когда‐нибудь настать, мне не о чем было бы жалеть, случись он прямо сейчас.","Se a Terra estivesse destinada a terminar algum dia, eu não teria nenhum arrependimento se fosse justo neste momento.",如果地球注定总有一天要毁灭，那它即使是在现在这一瞬间到来，我也不会后悔。,如果地球注定總有一天要毀滅，那它即使是在現在這一瞬間到來，我也不會後悔。,"Se la Terra fosse destinata a finire un giorno, non avrei alcun rimpianto se fosse successo proprio ora.","Se era destino che un giorno la Terra avrebbe smesso di esistere, non avrei avuto rimpianti nemmeno se ciò fosse avvenuto in quel preciso istante...","Si la Tierra está destinada a llegar a su fin algún día, no tendría ningún arrepentimiento si ocurriese en este instante.",ﺇﺫﺍ ﻛﺎﻥ ﻗﺪﺭ ﺍﻷﺭﺽ ﺍﻟﻔﻨﺎﺀ، ﻓﻠﻦ ﺃﺗﺤﺴﺮ ﻭﻟﻮ ﻓﻨﻴﺖ ﻫﺬﻩ ﺍﻟﻠﺤﻈﺔ.,"If the Earth is destined to end someday, I wouldn't have had any regrets if it happened right then.","If the Earth is destined to end someday, I wouldn't have had any regrets if it happened right then.","Eğer Dünya'nın bir gün sonu gelecekse, tam o anda gelseydi hiç pişman olmazdım."
,......It was such a moment of bliss.,......It was such a moment of bliss. ,"......It was such a moment of bliss.", ……そんな至福の時間だった。,……そんな至福の時間だった。,......Вот какой миг блаженства это был.,......Foi um momento de bênção suprema.,……就是这样一段无比幸福的时间。,……就是這樣一段無比幸福的時間。,... Era un momento di tale beatitudine.,Tale era l'estasi che provavo in quel momento.,... Fue un momento de dicha.,......ﻳﺎﻟﻬﺎ ﻣﻦ ﻧﻌﻴﻢ.,......It was such a moment of bliss.,......It was such a moment of bliss.,......İşte böyle bir mutluluk anıydı.
