Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"When she had taken Rosa's coat, a receipt or ticket stub or something had fallen out.","When she took Rosa's coat, a receipt or ticket stub or something fell out. ","When she had taken Rosa's coat, a receipt or ticket stub or something had fallen out.",楼座のコートを抱え込んだ時、ポケットからレシートか半券のようなものが、ぽとりと落ちる。,楼座のコートを抱え込んだ時、ポケットからレシートか半券のようなものが、ぽとりと落ちる。,"Когда она подняла пальто Розы, из него выпала квитанция или корешок билета, или что‐то похожее.","Quando ela pegou o casaco de Rosa, um recibo ou canhoto de uma passagem, ou algo parecido, caiu.",抱起楼座的外套时，从外套的口袋中“啪”地掉出了张像是收据存根似的纸条。,抱起樓座的外套時，從外套的口袋中“啪”地掉出了張像是收據存根似的紙條。,"Quando aveva preso il cappotto di Rosa, uno scontrino o un biglietto o comunque una cosa del genere era caduto.","When she had taken Rosa's coat, a receipt or ticket stub or something had fallen out.","Cuando ella había tomado el abrigo de Rosa, un recibo o un trozo de ticket o algo se había caído.",ﻋﻨﺪﻣﺎ ﺃﺧﺬﺕ ﻣﺎﺭﻳﺎ ﻣﻌﻄﻒ ﺭﻭﺯﺍ، ﺳﻘﻂ ﻣﻨﻪ ﺇﻳﺼﺎﻝ ﺗﺬﻛﺮﺓ ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ.,"When she had taken Rosa's coat, a receipt or ticket stub or something had fallen out.","When she had taken Rosa's coat, a receipt or ticket stub or something had fallen out.","When she had taken Rosa's coat, a receipt or ticket stub or something had fallen out."
,"...It had been in her mama's pocket, so it was probably important.","...It had been in Mama's pocket, so it was probably important. ","...It had been in Mama's pocket, so it was probably important.",…ママのポケットに入っているものだから大事なものだろう。,…ママのポケットに入っているものだから大事なものだろう。,"...Это лежало в мамином кармане, поэтому, должно быть, это что‐то важное.","...Estava no bolso da mamãe, então deve ser importante.",…因为是放在妈妈口袋里的东西，所以一定很重要吧。,…因為是放在媽媽口袋裡的東西，所以一定很重要吧。,"... Era nella tasca di Mamma, quindi probabilmente era importante.","...It had been in her mama's pocket, so it was probably important.","... Había estado en el bolsillo de mamá, así que probablemente era importante.",...ﻭﻷﻧّﻪ ﻛﺎﻥ ﻓﻲ ﺟﻴﺐ ﺃﻣﻬﺎ، ﻇﻨّﺖ ﺑﺄﻧّﻪ ﻣﻬﻢ.,"...It had been in her mama's pocket, so it was probably important.","...It had been in her mama's pocket, so it was probably important.","...It had been in her mama's pocket, so it was probably important."
,Maria hurriedly picked it up...,Maria hurriedly picked it up... ,"Maria hurriedly picked it up...",真里亞は慌ててそれを拾う…。,真里亞は慌ててそれを拾う…。,Мария поспешно подняла это...,Maria rapidamente o juntou...,真里亚慌忙把它捡了起来…。,真里亞慌忙把它撿了起來…。,Maria si sbrigò a raccoglierlo...,Maria hurriedly picked it up...,María rápidamente lo levantó...,ﻓﺄﻟﺘﻘﻄﺘﻪ ﻣﺎﺭﻳﺎ ﻋﻠﻰ ﻋﺠﻞ...,Maria hurriedly picked it up...,Maria hurriedly picked it up...,Maria hurriedly picked it up...
,It looked like a ticket for a Green Car or the Shinkansen or something.,It looked like a ticket for the Green Car or the Shinkansen or something. ,"It looked like a ticket for the Green Car or the Shinkansen or something.",それは、新幹線かグリーン車か何かの切符に見えた。,それは、新幹線かグリーン車か何かの切符に見えた。,Это было похоже на билет в зелёном вагоне Синкансена или что‐то в этом роде.,Parecia uma passagem de {i:Shinkansen} ou até mesmo de um {i:Green Car}.,这张纸条看起来像是新干线或软座车什么的车票。,這張紙條看起來像是新幹線或軟座車什麼的車票。,"Sembrava un biglietto per la Green Car o per lo Shinkansen, qualcosa così.",It looked like a ticket for a Green Car or the Shinkansen or something.,Parecía un ticket de un tren de primera clase o del Shinkansen o algo así.,ﺑﺪﺕ ﻭﻛﺄﻧﻬﺎ ﺗﺬﻛﺮﺓ ﻗﻄﺎﺭ ﺳﺮﻳﻊ ﺃﻭ ﺷﻲﺀٍ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ.,It looked like a ticket for a Green Car or the Shinkansen or something.,It looked like a ticket for a Green Car or the Shinkansen or something.,It looked like a ticket for a Green Car or the Shinkansen or something.
,............Atami? Maybe it's that place famous for its hot springs...?,......Atami? Wasn't that a place famous for its hot springs...? ,"............Atami?Wasn't that a famous place for its hot springs...?",…………熱海？温泉とかで有名なとこかな…？,…………熱海？　温泉とかで有名なとこかな…？,"............Атами? Разве не так называлось место, известное своими горячими источниками?..",............Atami? Talvez seja aquele lugar famoso por ter fontes termais...?,…………热海？因为温泉而很有名的地方吗…？,…………熱海？因為溫泉而很有名的地方嗎…？,... Atami? Quello non era un posto famoso per le sue sorgenti termali...?,............Atami? Maybe it's that place famous for its hot springs...?,... ¿Atami? ¿No era ese un famoso lugar de aguas termales?...,............ﺁﺗﺎﻣﻲ? ﺃﻟﻴﺴﺖ ﻣﺪﻳﻨﺔ ﺳﻴﺎﺣﻴﺔ ﻣﺸﻬﻮﺭﺓ ﺑﻴﻨﺎﺑﻴﻌﻬﺎ ﺍﻟﺤﺎﺭﺓ...?,............Atami? Maybe it's that place famous for its hot springs...?,............Atami? Maybe it's that place famous for its hot springs...?,............Atami? Maybe it's that place famous for its hot springs...?
,Just then. ...A razor‐sharp sound shattered the warm atmosphere.,"At that moment, ...with a razor-sharp sound, the warm atmosphere shattered. ","At that time.  ...With a razor-sharp sound, the warm atmosphere shattered.",その時。…剃刀のように鋭い音がして、温かな空気を割った。,その時。…剃刀のように鋭い音がして、温かな空気を割った。,"И тут.... ...С острым как бритва звуком, тёплая атмосфера тут же испарилась.",Então. ...Um afiado som despedaçou a calorosa atmosfera.,就在此时。…响起了犹如剃刀般的尖利之声，割裂了温暖的空气。,就在此時。…響起了猶如剃刀般的尖利之聲，割裂了溫暖的空氣。,"In quel momento. ... Con un suono acuto, la calorosa atmosfera cadde a pezzi.",Just then. ...A razor‐sharp sound shattered the warm atmosphere.,"En ese entonces... Con un sonido cortante y agudo, la cálida atmosfera se destrozó.",ﺣﻴﻨﺌﺬٍ. ...ﺻﺪﺭ ﺻﻮﺕٌ ﺣﺎﺩ ﺃﻓﺴﺪ ﻫﺬﺍ ﺍﻟﺠﻮ ﺍﻟﺪﺍﻓﺊ ﻭﺍﻟﻠﻄﻴﻒ.,Just then. ...A razor‐sharp sound shattered the warm atmosphere.,Just then. ...A razor‐sharp sound shattered the warm atmosphere.,Just then. ...A razor‐sharp sound shattered the warm atmosphere.
,"Instead of the Rosa who had been there just a second ago, enjoying a gift with her daughter and full of weariness after returning home for the first time in several days, .........there stood a completely different person, who looked exactly the same, but had the most terrible of expressions on her face.","Instead of the Rosa who had been there just a second ago, enjoying the gift with her daughter and recovering from her weariness with a long-awaited return home, ......there stood a person who looked exactly the same, but who had a completely different, terrifying expression on her face. ","Instead of the Rosa who had been there just a second ago, enjoying the gift with her daughter and recovering from her weariness with a long-awaited return home, .........there stood a person who looked exactly the same, but who had a completely different, terrifying expression on her face.",ついさっきまでいた、娘とお土産を楽しみ、数日振りの帰宅で疲れの溜まった楼座ではなく、………容姿はそっくりだけど、まったく別の、恐ろしい形相を浮かべた人物がそこにいた。,ついさっきまでいた、娘とお土産を楽しみ、数日振りの帰宅で疲れの溜まった楼座ではなく、………容姿はそっくりだけど、まったく別の、恐ろしい形相を浮かべた人物がそこにいた。,"Вместо той Розы, которая ещё секунду назад находилась там, наслаждаясь подарком вместе с дочерью и позабыв об усталости после долгожданного возвращения домой... Оказался человек, выглядевший точно так же, но при этом являясь кем‐то совершенно другим, с выражением угрозы на лице.","Ao invés da Rosa que está lá até um segundo atrás, se divertindo com o presente de sua filha e cansada após retornar para casa depois de muitos dias, .........se viu uma pessoa completamente diferente, que parecia exatamente igual a ela, mas com a mais terrível das expressões em seu rosto.",直到刚才还在那的，与女儿共赏礼物，相隔数日满身疲劳地归家的楼座已了无踪影，………在那里的是一个，尽管外表一模一样，脸上却浮现出一副完全不同的可怕脸色的人。,直到剛才還在那的，與女兒共賞禮物，相隔數日滿身疲勞地歸家的樓座已了無踪影，………在那裡的是一個，儘管外表一模一樣，臉上卻浮現出一副完全不同的可怕臉色的人。,"Invece della Rosa che stava lì fino ad un secondo fa, godendosi il regalo con sua figlia e riprendendosi dalla sua stanchezza con un lungo atteso ritorno a casa... c'era una persona che sembrava esattamente la stessa, ma che aveva una terrificante espressione completamente differente sul suo volto.","Instead of the Rosa who had been there just a second ago, enjoying a gift with her daughter and full of weariness after returning home for the first time in several days, .........there stood a completely different person, who looked exactly the same, but had the most terrible of expressions on her face.","En vez de la Rosa que había estado ahí hace un segundo, disfrutando el regalo con su hija y recuperándose de su fatiga con un largamente esperado regreso a casa, estaba parada una persona que lucía exactamente igual, pero que tenía una completamente distinta y terrorífica expresión en su rostro.",ﺭﻭﺯﺍ، ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻟﺘﻮﻫﺎ ﻣﺠﺮﺩ ﺃﻡٍ ﻣﺘﻌﺒﺔ ﺗﺴﺘﻤﺘﻊ ﺑﺎﻟﻬﺪﻳﺔ ﻣﻊ ﺍﺑﻨﺘﻬﺎ ﺑﻴﻨﻤﺎ ﻳﺰﻭﻝ ﺗﻌﺒﻬﺎ ﺗﺪﺭﻳﺠﻴًﺎ، .........ﺳﺮﻋﺎﻥ ﻣﺎ ﺗﺤﻮّﻟﺖ ﻣﻼﻣﺢ ﻭﺟﻬﻬﺎ ﺇﻟﻰ ﺗﻌﺒﻴﺮٍ ﻣﺮﻋﺐٍ ﻣﺨﺘﻠﻒ ﺗﻤﺎﻣًﺎ ﻋﻦ ﻣﺎ ﻛﺎﻧﺖ ﻋﻠﻴﻪ.,"Instead of the Rosa who had been there just a second ago, enjoying a gift with her daughter and full of weariness after returning home for the first time in several days, .........there stood a completely different person, who looked exactly the same, but had the most terrible of expressions on her face.","Instead of the Rosa who had been there just a second ago, enjoying a gift with her daughter and full of weariness after returning home for the first time in several days, .........there stood a completely different person, who looked exactly the same, but had the most terrible of expressions on her face.","Instead of the Rosa who had been there just a second ago, enjoying a gift with her daughter and full of weariness after returning home for the first time in several days, .........there stood a completely different person, who looked exactly the same, but had the most terrible of expressions on her face."
,...In her hand was the ticket stub that Maria had picked up.{n}...She had stolen it from Maria's hand in an instant.,...In her hand was the ticket stub that Maria had picked up. ...She had stolen it from Maria's hand in an instant. ,"...In her hand was the ticket stub that Maria had picked up....She had stolen it from Maria's hand in an instant.",…その手には、真里亞が拾いかけた半券がある。…真里亞の手から瞬時に奪い取ったものだ。,…その手には、真里亞が拾いかけた半券がある。{n}…真里亞の手から瞬時に奪い取ったものだ。,"...В руке у неё находился корешок билета, который подняла Мария.{n}...Она в один миг выхватила его из рук Марии.",...Nas mãos dela estava o canhoto de uma passagem que Maria havia juntado.{n}...Ela tomou das mãos de Maria em um instante.,…她的手上，拿着真里亚刚才捡的纸条。{n}…这是在那一瞬间，从真里亚的手上抢过来的。,…她的手上，拿著真里亞剛才撿的紙條。{n}…這是在那一瞬間，從真里亞的手上搶過來的。,... Nella sua mano c'era il pezzo del biglietto che Maria aveva raccolto. {n}L'aveva preso di mano a Maria in un istante.,...In her hand was the ticket stub that Maria had picked up.{n}...She had stolen it from Maria's hand in an instant.,... En su mano estaba el trozo de boleto que María había recogido.{n}... Ella lo había arrebatado de la mano de María en un instante.,...ﻭﻓﻲ ﻏﻤﻀﺔ ﻋﻴﻦ.{n}...ﺍﻧﺘﺰﻋﺖ ﺭﻭﺯﺍ ﺍﻟﺘﺬﻛﺮﺓ ﻣﻦ ﻳﺪ ﻣﺎﺭﻳﺎ.,...In her hand was the ticket stub that Maria had picked up.{n}...She had stolen it from Maria's hand in an instant.,...In her hand was the ticket stub that Maria had picked up.{n}...She had stolen it from Maria's hand in an instant.,...In her hand was the ticket stub that Maria had picked up.{n}...She had stolen it from Maria's hand in an instant.
,"After a few seconds' delay, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong.","Just a few seconds too late, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong. ","Just a few seconds too late, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong.",真里亞は数瞬だけ遅れてから、…手を叩かれた痛みと、母の形相から、自分がいけないことをしたに違いないと悟った。,真里亞は数瞬だけ遅れてから、…手を叩かれた痛みと、母の形相から、自分がいけないことをしたに違いないと悟った。,"Лишь спустя несколько секунд, когда уже было поздно... От боли в задетой руке и выражения лица её матери, Мария догадалась, что сделала что‐то не так.","Após alguns segundos de atraso, ...pela dor que sentiu quando Rosa bateu em sua mão, e a expressão de sua mãe, Maria percebeu que ela havia feito algo de errado.",真里亚呆了数秒后，…从手上传来的疼痛，还有从妈妈的脸色上，意识到了，自己一定是做了不该做的事。,真里亞呆了數秒後，…從手上傳來的疼痛，還有從媽媽的臉色上，意識到了，自己一定是做了不該做的事。,"Solo pochi secondi più tardi... dal dolore della sua mano che era stata colpita, e dall'espressione di sua Madre, Maria capì che doveva aver fatto qualcosa di sbagliato.","After a few seconds' delay, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong.","Solo unos segundos más tarde, por el dolor de su mano que había sido golpeada, y la expresión de su madre, María se dio cuenta de que debió haber hecho algo mal.",ﺷﻌﺮﺕ ﻣﺎﺭﻳﺎ ﺑﻌﺪ ﺛﻮﺍﻥٍ ﻗﻠﻴﻠﺔ ﻓﻘﻂ، ...ﺑﺄﻟﻢٍ ﻓﻲ ﻳﺪﻫﺎ ﺍﻟﻤﻀﺮﻭﺑﺔ، ﻭﻣﻦ ﺗﻌﺒﻴﺮ ﻭﺟﻪ ﺃﻣﻬﺎ، ﻓﻬﻤﺖ ﺃﻧﻬﺎ ﺍﺭﺗﻜﺒﺖ ﺧﻄﺄً ﻣﺎ.,"After a few seconds' delay, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong.","After a few seconds' delay, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong.","After a few seconds' delay, ...by the pain of her hand that had been hit, and her mother's expression, Maria realized that she must have done something wrong."
,But she didn't know what she had done that had gotten her in trouble.,But she didn't know what she had done that had gotten her in trouble. ,"But she didn't know what she had done that had gotten her in trouble.",ただ、自分が何をして怒られているのかだけがわからない。,ただ、自分が何をして怒られているのかだけがわからない。,"Но она не знала, чем могла провиниться, чтобы вызвала такой гнев.",Mas ela não sabia o que havia feito para estar com problemas agora.,只不过，她并不明白自己是做错了什么，才惹得妈妈发了火。,只不過，她並不明白自己是做錯了什麼，才惹得媽媽發了火。,Ma lei non sapeva che cosa aveva fatto che l'aveva messa nei guai.,But she didn't know what she had done that had gotten her in trouble.,Pero ella no sabía qué había hecho que le había metido en problemas.,ﻟﻜﻨّﻬﺎ ﻛﺎﻧﺖ ﺗﺠﻬﻞ ﻣﺎﻫﻴﺔ ﺫﻟﻚ ﺍﻟﺨﻄﺄ.,But she didn't know what she had done that had gotten her in trouble.,But she didn't know what she had done that had gotten her in trouble.,But she didn't know what she had done that had gotten her in trouble.
,......It was probably because of that ticket‐stub‐like thing.,...It was probably because of that ticket stub-like thing. ,"......It was probably because of that ticket stub-like thing.",……多分、あの半券みたいなもののせい。,……多分、あの半券みたいなもののせい。,"......Возможно, это как‐то было связано с тем корешком билета.",......Provavelmente era por causa daquilo que parecia ser o canhoto de uma passagem.,……大概，是因为那张像是车票存根的纸条吧？,……大概，是因為那張像是車票存根的紙條吧？,... Probabilmente era per via della cosa che sembrava un biglietto.,......It was probably because of that ticket‐stub‐like thing.,... Era probablemente por ese trozo de boleto.,......ﻓﺴﺄﻟﺖ ﻧﻔﺴﻬﺎ، ﺃﻛﺎﻥ ﺍﻟﺴﺒﺐ ﻫﻮ ﺗﻠﻚ ﺍﻟﺘﺬﻛﺮﺓ؟,......It was probably because of that ticket‐stub‐like thing.,......It was probably because of that ticket‐stub‐like thing.,......It was probably because of that ticket‐stub‐like thing.
,Was she not supposed......to touch it.........?,Was she not supposed...to touch it......? ,"Was she not supposed, ......to touch it.........?",触っちゃ、……いけなかった………？,触っちゃ、……いけなかった………？,Неужели ей нельзя было... даже прикасаться к нему?,Será que ela não deveria......ter tocado nele.........?,不可以，………去碰它……？,不可以，………去碰它……？,Lei non avrebbe dovuto... toccarlo...?,Was she not supposed......to touch it.........?,¿Ella no debía... tocarlo?...,ﺃﻟﻢ ﻳﻜﻦ ﻣﻦ ﺍﻟﻤﻔﺘﺮﺽ... ﺃﻥ ﺃﻟﻤﺴﻬﺎ...؟,Was she not supposed......to touch it.........?,Was she not supposed......to touch it.........?,Was she not supposed......to touch it.........?
,"Even though she had tried so hard to welcome her mama with fun and happiness, ...she had touched something important to her without asking, and had ruined that pleasant atmosphere...","Even though she had tried so hard to welcome Mama with fun and happiness, ...she had touched something important to Mama without asking, and had ruined that pleasant atmosphere... ","Even though she had tried so hard to welcome Mama with fun and happiness, ...she had touched something important to Mama without asking, and had ruined that pleasant atmosphere...",せっかく、楽しく幸せにママをお迎えしてあげたのに、…ママの大切なものに勝手に手を触れて、その空気を台無しにしてしまった…。,せっかく、楽しく幸せにママをお迎えしてあげたのに、…ママの大切なものに勝手に手を触れて、その空気を台無しにしてしまった…。,"И хотя она так сильно старалась, чтобы весело и счастливо поприветствовать маму... Она без спросу коснулась чего‐то важного для мамы и погубила всю располагающую атмосферу...","Mesmo tendo feito o seu máximo para receber sua mãe com alegria e felicidade, ...ela tocou em algo importante sem perguntar, e arruinou todo o clima...",难得开开心心幸幸福福地欢迎了妈妈回家，…都是因为自己擅自去碰妈妈重要的东西，才搞糟了这幸福的气氛…。,難得開開心心幸幸福福地歡迎了媽媽回家，…都是因為自己擅自去碰媽媽重要的東西，才搞糟了這幸福的氣氛…。,"Nonostante avesse provato con tutte le sue forze a dare il benvenuto a Mamma con allegria e felicità... lei aveva toccato senza chiedere qualcosa di importante per Mamma, e aveva rovinato quella piacevole atmosfera...","Even though she had tried so hard to welcome her mama with fun and happiness, ...she had touched something important to her without asking, and had ruined that pleasant atmosphere...","Aunque ella se había esforzado tanto en darle la bienvenida a su mamá con diversión y felicidad, ella había tocado algo importante de mamá sin preguntar, y había arruinado esa atmósfera placentera...",ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻧّﻬﺎ ﺣﺎﻭﻟﺖ ﺟﺎﻫﺪﺓ ﺍﺳﺘﻘﺒﺎﻝ ﺃﻣﻬﺎ ﺑﻤﺮﺡٍ ﻭﺳﻌﺎﺩﺓ، ...ﺇﻻ ﺃﻧّﻬﺎ ﻋﻦ ﻏﻴﺮ ﻗﺼﺪٍ ﻟﻤﺴﺖ ﺷﻴﺌًﺎ ﻣُﻬﻤًﺎ ﺩﻭﻥ ﺇﺫﻥٍ، ﻭﺃﻓﺴﺪﺕ ﺑﺬﻟﻚ ﻫﺬﺍ ﺍﻟﺠﻮ ﺍﻟﻠﻄﻴﻒ...,"Even though she had tried so hard to welcome her mama with fun and happiness, ...she had touched something important to her without asking, and had ruined that pleasant atmosphere...","Even though she had tried so hard to welcome her mama with fun and happiness, ...she had touched something important to her without asking, and had ruined that pleasant atmosphere...","Even though she had tried so hard to welcome her mama with fun and happiness, ...she had touched something important to her without asking, and had ruined that pleasant atmosphere..."
,......So Maria apologized immediately.,...So Maria apologized immediately. ,"......So Maria apologized immediately.",……だから真里亞はすぐに謝る。,……だから真里亞はすぐに謝る。,......Поэтому Мария сразу же извинилась.,......Maria se desculpou imediatamente.,……所以，真里亚马上开口道了歉。,……所以，真里亞馬上開口道了歉。,... Perciò Maria si scuso subito.,......So Maria apologized immediately.,... Así que María se disculpó inmediatamente.,......ﻟﻬﺬﺍ ﺍﻋﺘﺬﺭﺕ ﻣﺎﺭﻳﺎ ﻋﻠﻰ ﺍﻟﻔﻮﺭ.,......So Maria apologized immediately.,......So Maria apologized immediately.,......So Maria apologized immediately.
Ushiromiya Maria,"""S‐......sorry.........""","""...S-Sorry......"" ","""S, .........sorry.........""",「ご、………ごめんなさい………。」,「ご、………ごめんなさい………」,"""П‐прости...""","""D‐......Desculpa.........""",「对、………对不起………」,「對、………對不起………」,"""S... Scusa...""","""S‐......sorry.........""","""Lo-Lo siento...""","""ﺁ-......ﺁﺳﻔﺔ.........""","""S‐......sorry.........""","""S‐......sorry.........""","""S‐......sorry........."""
Ushiromiya Rosa,"""............nh. ..................""","""......! ......"" ",""".....................""",「…………っ。………………。」,「…………っ。………………」,""".....................""","""............nh. ..................""",「…………呃。………………」,「…………呃。………………」,"""... Mh.""","""............nh. ..................""","""... Nn...""","""............ﻧﻪ. ..................""","""............nh. ..................""","""............nh. ..................""","""............nh. .................."""
,"Even though she must have heard those words of apology, Rosa's expression actually darkened.","Even though she must have heard those words of apology, Rosa's expression actually darkened. ","Even though she must have heard those words of apology, Rosa's expression actually darkened.",謝罪の言葉は届いたはずなのに、むしろ楼座は、表情を歪ませる。,謝罪の言葉は届いたはずなのに、むしろ楼座は、表情を歪ませる。,"И хотя она не могла не услышать этих слов извинения, лицо Розы стало ещё мрачнее.","Mesmo tendo ouvido aquelas palavras de desculpa, a expressão de Rosa apenas escureceu.",道歉的话明明传进了她的耳中，但楼座的表情反而扭曲了。,道歉的話明明傳進了她的耳中，但樓座的表情反而扭曲了。,"Nonostante avesse sicuramente sentito quelle parole di scusa, in realtà l'espressione di Rosa si rabbuiò.","Even though she must have heard those words of apology, Rosa's expression actually darkened.","Aunque ella debe haber escuchado esas palabras de disculpa, la expresión de Rosa en realidad se oscureció.",ﺭﻏﻢ ﺃﻥ ﻛﻠﻤﺎﺕ ﺍﻻﻋﺘﺬﺍﺭ ﻭﺻﻠﺖ، ﺇﻻ ﺃﻥ ﻣﻼﻣﺢ ﺭﻭﺯﺍ ﺍﺯﺩﺍﺩﺕ ﻗﺘﺎﻣﺔً.,"Even though she must have heard those words of apology, Rosa's expression actually darkened.","Even though she must have heard those words of apology, Rosa's expression actually darkened.","Even though she must have heard those words of apology, Rosa's expression actually darkened."
,...Maybe those words had been undesired?,...Maybe those weren't the words she had been hoping for. ,"...Maybe those weren't the words she had been hoping for.",…望まぬ言葉だったのだろうか。,…望まぬ言葉だったのだろうか。,"...Наверно, это были не те слова, на которые она надеялась.",...Talvez aquelas palavras fossem indesejadas?,…这是她不想听到的话吗？,…這是她不想聽到的話嗎？,... Forse quelle non erano le parole in cui lei stava sperando.,...Maybe those words had been undesired?,... ¿Quizás esas palabras no eran las deseadas?,...ﺭﺑﻤﺎ ﻟﻢ ﺗﻜﻦ ﺗﺄﻣﻞ ﺳﻤﺎﻉ ﺗﻠﻚ ﺍﻟﻜﻠﻤﺎﺕ ﺑﺎﻟﺬﺍﺕ.,...Maybe those words had been undesired?,...Maybe those words had been undesired?,...Maybe those words had been undesired?
,"Maria didn't know what to do, and cautiously watched to see how her mother would act...",Maria didn't know what to do...and stared at her mother's reaction... ,"Maria didn't know what to do, and stared at her mother's reaction...",真里亞はどうすればいいかわからなくて、母の出方をじっとうかがう…。,真里亞はどうすればいいかわからなくて、母の出方をじっとうかがう…。,"Мария не понимала, что делать и смотрела на реакцию своей матери...","Maria não sabia o que fazer, e cuidadosamente observou como sua mãe iria agir...",真里亚不知怎么办才好，只好偷偷瞄着妈妈的反应…。,真里亞不知怎麼辦才好，只好偷偷瞄著媽媽的反應…。,"Maria non sapeva cosa fare, e rimase a guardare la reazione di sua Madre...","Maria didn't know what to do, and cautiously watched to see how her mother would act...","María no sabía qué hacer, y cuidadosamente observó como su madre actuaría...",ﺃﻣّﺎ ﻣﺎﺭﻳﺎ، ﻟﻢ ﻳﻜﻦ ﻓﻲ ﻳﺪﻫﺎ ﺣﻴﻠﺔٌ ﻏﻴﺮ ﺃﻥ ﺗﻨﺘﻈﺮ ﺭﺩﺓ ﻓﻌﻞ ﺃﻣﻬﺎ...,"Maria didn't know what to do, and cautiously watched to see how her mother would act...","Maria didn't know what to do, and cautiously watched to see how her mother would act...","Maria didn't know what to do, and cautiously watched to see how her mother would act..."
,"Then, even though it should have been such an important ticket stub, Rosa crushed it up and hurried off to her room...","Then, even though it should've been such an important ticket stub, Rosa crushed it up and hurried off to her room... ","Then, even though it should have been such an important ticket stub, Rosa crushed it up and hurried off to her room...",すると、そんなにも大事な半券のはずなのに、ぐしゃっと握り潰しながら、自室の方へ足早に去っていった…。,すると、そんなにも大事な半券のはずなのに、ぐしゃっと握り潰しながら、自室の方へ足早に去っていった…。,"А затем, хоть это и был настолько важный корешок билета, Роза смяла его и поспешила в свою комнату...","Então, mesmo que aquele fosse um importante canhoto de uma passagem, Rosa o esmagou e foi rapidamente para o seu quarto...",接着，明明是如此重要的纸条，楼座却边握拳将它捏成一团，边朝自己的房间快步走去…。,接著，明明是如此重要的紙條，樓座卻邊握拳將它捏成一團，邊朝自己的房間快步走去…。,"Poi, nonostante quello sarebbe dovuto essere un biglietto così importante, Rosa lo fece a pezzi e corse in camera sua...","Then, even though it should have been such an important ticket stub, Rosa crushed it up and hurried off to her room...","Entonces, aunque debió haber sido un importante trozo de boleto, Rosa lo apretó y se abalanzó a su cuarto...",ﺛﻢ ﻓﺠﺄﺓ، ﺃﻣﺴﻜﺖ ﺭﻭﺯﺍ ﺑﺎﻟﺘﺬﻛﺮﺓ –ﺍﻟﺘﻲ ﻣﻦ ﺍﻟﻤﻔﺘﺮﺽ ﺃﻥ ﺗﻜﻮﻥ ﻣﻬﻤﺔ– ﻭﻋﺼﺮﺗﻬﺎ ﺑﻴﺪﻫﺎ ﺛﻢ ﻣﻀﺖ ﺑﺨﻄﻮﺍﺕٍ ﺳﺮﻳﻌﺔ ﺇﻟﻰ ﻏﺮﻓﺘﻬﺎ...,"Then, even though it should have been such an important ticket stub, Rosa crushed it up and hurried off to her room...","Then, even though it should have been such an important ticket stub, Rosa crushed it up and hurried off to her room...","Then, even though it should have been such an important ticket stub, Rosa crushed it up and hurried off to her room..."
,Maria......didn't really understand what she had done wrong......,Maria...didn't really understand what she had done wrong... ,"Maria, ......didn't really understand what she had done wrong......",真里亞には、……何がいけなかったのか、よくわからない……。,真里亞には、……何がいけなかったのか、よくわからない……。,"Мария искренне не могла понять, что она сделала неправильно...",Maria......realmente não entendia o que havia feito de errado......,真里亚，……不懂，问题到底是出在了哪……。,真里亞，……不懂，問題到底是出在了哪……。,Maria... non aveva davvero capito quello che aveva fatto di sbagliato...,Maria......didn't really understand what she had done wrong......,María... de verdad no entendía qué había hecho mal...,ﻟﻢ ﺗﻔﻬﻢ ﻣﺎﺭﻳﺎ ﺃﺑﺪًﺍ ﻣﺎ ﺃﺧﻄﺄﺕ ﺑﻪ......,Maria......didn't really understand what she had done wrong......,Maria......didn't really understand what she had done wrong......,Maria......didn't really understand what she had done wrong......
