Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya George,"""...We also......suspected that. ...No, ...I still want to believe that's the case.""","""...We also... suspected that. ...No, ...I still want to believe that's the case."" ","""...We also, ......suspected that. ...No, ...I still want to believe that's the case.""",「…僕たちも、……それを疑いました。…いえ、…今もそうであって欲しいと信じてます。」,「…僕たちも、……それを疑いました。…いえ、…今もそうであって欲しいと信じてます」,"""...Мы тоже подозревали это. ...Нет... Мне до сих пор хочется верить, что так оно и есть.""","""...Nós também......suspeitávamos disso. ...Não, ...eu ainda quero acreditar que esse seja o caso.""",「…我们，……也怀疑过这点。…不，…即便现在都希望真的是这样的，而确信着这点。」,「…我們，……也懷疑過這點。…不，…即便現在都希望真的是這樣的，而確信著這點。」,"""... Anche noi... l'abbiamo sospettato. ... No... io voglio ancora credere che sia così.""","""...We also......suspected that. ...No, ...I still want to believe that's the case.""","""... Nosotros también... lo sospechamos... No, aún quiero creer que ese sea el caso.""","""...ﻧﺤﻦ ﺃﻳﻀًﺎ......ﻇﻨﻨﺎ ﻫﺬﺍ. ...ﻛﻼ، ...ﺑﻞ ﻣﺎ ﺯﻟﻨﺎ ﻧﺄﻣﻞ ﺃﻥ ﻳﻜﻮﻥ ﺍﻷﻣﺮ ﻛﺬﻟﻚ.""","""...We also......suspected that. ...No, ...I still want to believe that's the case.""","""...We also......suspected that. ...No, ...I still want to believe that's the case.""","""...We also......suspected that. ...No, ...I still want to believe that's the case."""
Nanjo Terumasa,"""...............My apologies, ......but that is not so. ...I am quite old. There may be a chance that I made a misdiagnosis. ......However, I would never mistake whether they were alive or dead...""","""......My apologies, ...but that is not so. ...I am quite old. I might possibly make a misdiagnosis. ...However, I would never mistake whether they were alive or dead..."" ","""............My apologies, ......but that is not so. ...I am quite old. There may be a chance that I made a misdiagnosis. ......However, I would never mistake whether they were alive or dead...""",「……………申し訳ないが、……それはありません。…私も老いぼれです。誤診もあるかもしれない。……しかし、生き死にを間違えるようなことは絶対にない…。」,「……………申し訳ないが、……それはありません。…私も老いぼれです。誤診もあるかもしれない。……しかし、生き死にを間違えるようなことは絶対にない…」,"""............Мои извинения... Но это не так. ...Я уже довольно пожилой человек. Может иметься вероятность того, что я поставил неправильный диагноз. ......Однако я никогда не ошибусь, мёртвые передо мной люди или живые...""","""...............Minhas desculpas, ......mas não é assim. ...Estou bem velho. Pode haver uma chance de eu ter feito um diagnóstico errado. ......Porém, eu nunca me enganaria quanto ao fato de estarem vivos ou mortos...""",「……………抱歉呐，……不是这样的。…我也是老了啊。或许是会有误诊。……但是生是死，是绝不会搞错的…」,「……………抱歉吶，……不是這樣的。…我也是老了啊。或許是會有誤診。……但是生是死，是絕不會搞錯的…」,"""... Le mie scuse... ma non è così. ... Io sono abbastanza vecchio. Ci potrebbe essere una possibilità che abbia fatto una diagnosi sbagliata. ... Tuttavia, non mi sbaglierei mai del fatto che siano vivi o morti...""","""...............My apologies, ......but that is not so. ...I am quite old. There may be a chance that I made a misdiagnosis. ......However, I would never mistake whether they were alive or dead...""","""... Mis disculpas... pero eso no es así. Soy algo mayor. Existe la posibilidad de que haya cometido un error en el diagnóstico... Sin embargo, nunca confundiría si están vivos o muertos...""","""...ﺃﻋﺘﺬﺭ، ﻟﻜﻦ... ﻫﺬﺍ ﻣﺴﺘﺤﻴﻞ. ...ﺻﺤﻴﺢٌ ﺃﻧّﻲ ﻛﺒﻴﺮٌ ﻓﻲ ﺍﻟﺴﻦ، ﻭﻫﻨﺎﻙ ﻓﺮﺻﺔ ﺃﻥ ﺃُﺧﻄﺊ ﻓﻲ ﺍﻟﺘﺸﺨﻴﺺ. ......ﻭﻟﻜﻦ ﻳﺴﺘﺤﻴﻞ ﻋﻠﻲّ ﺃﺑﺪًﺍ ﺃﻻ ﺃﻓﺮﻕ ﺑﻴﻦ ﻣﺎ ﺇﺫﺍ ﻛﺎﻧﻮﺍ ﺃﺣﻴﺎﺀً ﺃﻡ ﺃﻣﻮﺍﺗًﺎ...""","""...............My apologies, ......but that is not so. ...I am quite old. There may be a chance that I made a misdiagnosis. ......However, I would never mistake whether they were alive or dead...""","""...............My apologies, ......but that is not so. ...I am quite old. There may be a chance that I made a misdiagnosis. ......However, I would never mistake whether they were alive or dead...""","""...............My apologies, ......but that is not so. ...I am quite old. There may be a chance that I made a misdiagnosis. ......However, I would never mistake whether they were alive or dead..."""
Ushiromiya Jessica,"""I get it! Don't frickin' say it out loud, Doctor Nanjo...!""","""I get it! Don't go out of your way to say it out loud, Doctor Nanjo...!"" ","""I get it! Don't go out of your way to say it out loud, Doctor Nanjo...!""",「わかってるよッ！わざわざそれを口に出すなよ、南條先生…！」,「わかってるよッ！　わざわざそれを口に出すなよ、南條先生…！」,"""Да я понимаю! Вам не обязательно вновь заострять на этом внимание, доктор Нанджо!""","""Eu sei disso! Não fique dizendo isso assim, Doutor Nanjo...!""",「我知道！别特意说出口啊，南条大夫…！」,「我知道！別特意說出口啊，南條大夫…！」,"""Ho capito! Non si sprechi a dirlo ad alta voce, Dottor Nanjo...!""","""I get it! Don't frickin' say it out loud, Doctor Nanjo...!""","""¡Lo entiendo! ¡No tiene que decirlo en voz alta, doctor Nanjo!...""","""ﻓﻬﻤﺖ ﻣﺎ ﺗﺮﻣﻲ ﺇﻟﻴﻪ! ﻻ ﺣﺎﺟﺔ ﻟﻘﻮﻝ ﺫﻟﻚ ﺑﺼﻮﺕٍ ﻋﺎﻝٍ ﺃﻳﻬﺎ ﺍﻟﻄﺒﻴﺐ ﻧﺎﻧﺠﻮ...!""","""I get it! Don't frickin' say it out loud, Doctor Nanjo...!""","""I get it! Don't frickin' say it out loud, Doctor Nanjo...!""","""I get it! Don't frickin' say it out loud, Doctor Nanjo...!"""
Nanjo Terumasa,"""......My apologies...""","""...My apologies..."" ","""......My apologies...""",「……すみません…。」,「……すみません…」,"""......Прости...""","""......Eu peço desculpas...""",「……对不起…」,「……對不起…」,"""... Le mie scuse...""","""......My apologies...""","""... Mis disculpas...""","""......ﺃﻋﺘﺬﺭ...""","""......My apologies...""","""......My apologies...""","""......My apologies..."""
,"They couldn't know about it, but Beato had already proclaimed the deaths of the six, ...no, this time the deaths of all victims so far, in red.","They had no way of knowing, but Beato had already used the red to proclaim the deaths of the six... no, the deaths of all victims so far in this game. ","They couldn't know about it, but Beato had already proclaimed the deaths of the six, ...no, this time the deaths of all victims so far, in red.",彼らには与り知れないことだが、ベアトは赤で、彼ら６人の、…いや、今回、すでに出ている犠牲者全員の死亡を宣言している。,彼らには与り知れないことだが、ベアトは赤で、彼ら６人の、…いや、今回、すでに出ている犠牲者全員の死亡を宣言している。,"Им неоткуда было знать, но Беато уже объявила смерть шести... Нет, на этот раз смерть всех жертв красным.","Eles não podiam saber disso, mas Beato já tinha proclamado a morte dos seis, ...não, desta vez era a morte de todas as vítimas até agora, em vermelho.",虽说他们没可能知道，但贝阿朵已经用红字宣言了，那六人的，…不，宣言了本次已出现的牺牲者们全员的死亡。,雖說他們沒可能知道，但貝阿朵已經用紅字宣言了，那六人的，…不，宣言了本次已出現的犧牲者們全員的死亡。,"Loro non potevano saperlo, ma Beato aveva già proclamato la morte dei sei... no, questa volta la morte di tutte le vittime fino ad ora, in rosso.","They couldn't know about it, but Beato had already proclaimed the deaths of the six, ...no, this time the deaths of all victims so far, in red.","Ellos no podrían saberlo, pero Beato ya había proclamado la muerte de los seis... no, esta vez habían sido las muertes de todas las víctimas hasta ahora, en rojo.",ﻣﺎ ﻟﻢ ﻳﻜﻮﻧﻮﺍ ﻳﻌﻠﻤﻮﻧﻪ، ﻫﻮ ﺃﻥ ﺑﻴـﺎﺗﻮ ﻗﺪ ﺃﻋﻠﻨﺖ ﺑﺎﻟﻔﻌﻞ، ﻭﺑﺎﻟﻠﻮﻥ ﺍﻷﺣﻤﺮ، ﻣﻮﺕ ﻫﺆﻻﺀ ﺍﻟﺴﺘﺔ، ...ﺑﻞ ﻭﺟﻤﻴﻊ ﺍﻟﻀﺤﺎﻳﺎ ﺍﻟﺬﻳﻦ ﻣﺎﺗﻮﺍ ﺣﺘﻰ ﺍﻵﻥ.,"They couldn't know about it, but Beato had already proclaimed the deaths of the six, ...no, this time the deaths of all victims so far, in red.","They couldn't know about it, but Beato had already proclaimed the deaths of the six, ...no, this time the deaths of all victims so far, in red.","They couldn't know about it, but Beato had already proclaimed the deaths of the six, ...no, this time the deaths of all victims so far, in red."
,"That faint dream that it was all a farce, and that the victims were actually alive, ......was, sadly, impossible...","That faint dream that it was all a farce, that the victims were actually alive... I'm sorry to say it, but that's impossible... "," That faint dream that it was all a farce, and that the victims were actually alive, ......it's a shame, but that's impossible...",全てが茶番で、犠牲者たちは実は生きているという淡い夢は、……気の毒だが、ありえないのだ…。,全てが茶番で、犠牲者たちは実は生きているという淡い夢は、……気の毒だが、ありえないのだ…。,"Слабая надежда, что всё это был фарс, а все жертвы на самом деле живы... К сожалению была напрасной.","Aquele fraco sonho de que era tudo uma farsa, e que as vítimas estavam, na verdade, vivas, ......era, tristemente, impossível...",全是一场闹剧，牺牲者们其实都还活着的缥缈美梦，……很遗憾，不可能成为现实…。,全是一場鬧劇，犧牲者們其實都還活著的縹緲美夢，……很遺憾，不可能成為現實…。,"Il debole sogno che fosse tutta una farsa, e che le vittime fossero in realtà vive... è un peccato, ma è impossibile...","That faint dream that it was all a farce, and that the victims were actually alive, ......was, sadly, impossible...","Ese débil sueño de que todo fuese una farsa, y de que las víctimas estuvieran realmente vivas... es una lástima, pero es imposible...",ﺫﻟﻚ ﺍﻷﻣﻞ ﺍﻟﺨﺎﻓﺖ ﺑﺄﻥ ﻛﻞ ﺷﻲﺀ ﻛﺎﻥ ﻣﻬﺰﻟﺔ، ﻭﺃﻥ ﺍﻟﻀﺤﺎﻳﺎ ﻣﺎ ﺯﺍﻟﻮﺍ ﺃﺣﻴﺎﺀ، ...ﻛﺎﻥ، ﻟﻸﺳﻒ، ﻣﺴﺘﺤﻴﻼً...,"That faint dream that it was all a farce, and that the victims were actually alive, ......was, sadly, impossible...","That faint dream that it was all a farce, and that the victims were actually alive, ......was, sadly, impossible...","That faint dream that it was all a farce, and that the victims were actually alive, ......was, sadly, impossible..."
Ushiromiya Rudolf,"""......In that case, it's more natural to think there's someone hiding on this island who knows the mansion inside out, carrying out a crime they've been planning for ages. In other words, from the time that the typhoon came to this island and sealed it off from the outside world, there were more than 18 people on this island.""","""...In that case, it makes more sense to assume it's someone familiar with the mansion, someone hiding around and carrying out a really well-polished crime. So, ever since the typhoon came to this island and sealed it off from the outside world, there's been more than 18 people here."" ","""......In that case, it's more natural to think that there's someone hiding around who's acquainted with the mansion, carrying out a well-polished crime. In other words, from the time that the typhoon came to this island and sealed it off from the outside world, there were more than 18 people on this island.""",「……となりゃこの島に、屋敷に精通した何者かが潜んでいて、練りに練った犯行を実行したと考える方が自然だろうよ。つまり、この島には台風が来て外界と途絶された時点で、１８人以上の人間がいたんだ。」,「……となりゃこの島に、屋敷に精通した何者かが潜んでいて、練りに練った犯行を実行したと考える方が自然だろうよ。つまり、この島には台風が来て外界と途絶された時点で、１８人以上の人間がいたんだ」,"""......В таком случае естественней предположить, что скрывающийся убийца хорошо знаком с внутренней обстановкой особняка, и это помогло ему идеально выполнить преступление. Другими словами, с того момента, как этот остров накрыл тайфун и отрезал его от окружающего мира, на острове находилось более чем 18 человек.""","""......Nesse caso, o mais natural é pensar que tenha alguma pessoa se escondendo nesta ilha, a qual conhece muito bem a mansão, conduzindo os crimes planejados há muito tempo. Em outras palavras, desde a hora em que o tufão chegou nesta ilha, selando‐a do mundo exterior, havia mais que 18 pessoas nesta ilha.""",「……如此说来，按岛上潜伏着某个熟知这片宅邸之人，此人实行了精心策划好的犯罪计划来想，会比较自然吧。也就是说，在台风到来，将这座岛与外界隔绝之时，岛上就存在着不止十八人了。」,「……如此說來，按島上潛伏著某個熟知這片宅邸之人，此人實行了精心策劃好的犯罪計劃來想，會比較自然吧。也就是說，在台風到來，將這座島與外界隔絕之時，島上就存在著不止十八人了。」,"""... In questo caso, è più logico pensare che ci sia qualcuno nascosto intorno che conosceva bene la villa, portando avanti un raffinato crimine. In altre parole, dal momento in cui il tifone è arrivato sull'isola e l'ha separata dal mondo esterno, noi eravamo più di diciotto persone su quest'isola.""","""......In that case, it's more natural to think there's someone hiding on this island who knows the mansion inside out, carrying out a crime they've been planning for ages. In other words, from the time that the typhoon came to this island and sealed it off from the outside world, there were more than 18 people on this island.""","""... En ese caso, es natural pensar que hay alguien escondiéndose por los alrededores que está familiarizado con la mansión, llevando a cabo un crimen brillante. En otras palabras, desde el momento en que el tifón llegó a esta isla y la aisló del mundo externo, había más de 18 personas en esta isla.""","""......ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﻣﻦ ﺍﻟﻄﺒﻴﻌﻲ ﺍﻟﺘﻔﻜﻴﺮ ﻓﻲ ﻭﺟﻮﺩ ﺷﺨﺺٍ ﻣﺎ ﻳﺨﺘﺒﺊ ﻋﻠﻰ ﺍﻟﺠﺰﻳﺮﺓ، ﻭﻫﻮ ﻋﻠﻰ ﻣﻌﺮﻓﺔ ﺟﻴﺪﺓ ﺑﺎﻟﻘﺼﺮ. ﺟﺎﺀ ﻟﻴﻨﻔﺬ ﺟﺮﻳﻤﺔ ﻛﺎﻥ ﻳﺨﻄﻂ ﻟﻬﺎ ﻣﻨﺬ ﺯﻣﻦ ﻃﻮﻳﻞ. ﺃﻱ ﺃﻧﻪ ﻣﻨﺬ ﻗﺪﻭﻡ ﺍﻹﻋﺼﺎﺭ ﺇﻟﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﻭﻋﺰﻟﻬﺎ ﻋﻦ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺨﺎﺭﺟﻲ، ﻛﺎﻥ ﻳﻮﺟﺪ ﺃﻛﺜﺮ ﻣﻦ ﺛﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ.""","""......In that case, it's more natural to think there's someone hiding on this island who knows the mansion inside out, carrying out a crime they've been planning for ages. In other words, from the time that the typhoon came to this island and sealed it off from the outside world, there were more than 18 people on this island.""","""......In that case, it's more natural to think there's someone hiding on this island who knows the mansion inside out, carrying out a crime they've been planning for ages. In other words, from the time that the typhoon came to this island and sealed it off from the outside world, there were more than 18 people on this island.""","""......In that case, it's more natural to think there's someone hiding on this island who knows the mansion inside out, carrying out a crime they've been planning for ages. In other words, from the time that the typhoon came to this island and sealed it off from the outside world, there were more than 18 people on this island."""
,"And, of course, they had no way of knowing this either:","Of course, there was no way for them to know about that either. ","Of course, there was no way for them to know that.",そしてこれももちろん与り知れないこと。,そしてこれももちろん与り知れないこと。,"Разумеется, этого они тоже не могли знать.","Naturalmente, eles não tinham como saber disso.",这也是他们不可能知道的事。,這也是他們不可能知道的事。,"Ovviamente, non c'era modo per loro di saperlo.","And, of course, they had no way of knowing this either:","Y, por supuesto, ellos tampoco tenían modo de saberlo.",ﻭﻫﺬﺍ، ﺃﻳﻀًﺎ، ﺷﻲﺀ ﻻ ﻳﻌﺮﻓﻮﻧﻪ:,"And, of course, they had no way of knowing this either:","And, of course, they had no way of knowing this either:","And, of course, they had no way of knowing this either:"
,That claim of Rudolf's had also been denied in red.{n}There are no more than 18 humans on this island...,That claim of Rudolf's has also been denied in red. There are no more than 18 humans on this island... ," That claim of Rudolf's had also been denied in red. There are no more than 18 humans on this island...",留弗夫のこの主張もまた、赤で否定されている。この島には１８人を超えた人間は存在しない…。,留弗夫のこの主張もまた、赤で否定されている。{n}この島には１８人を超えた人間は存在しない…。,Что заявление Рудольфа было опровергнуто красным.{n}На острове находится не более чем 18 человек...,Aquela afirmação de Rudolf também tinha sido negada em vermelho.{n}Não existem mais de 18 pessoas nesta ilha...,留弗夫的这个主张，也已经被红字否定。{n}这座岛上，不存在超过十八人的人类…。,留弗夫的這個主張，也已經被紅字否定。{n}這座島上，不存在超過十八人的人類…。,Anche quell'affermazione di Rudolf era stata negata col rosso. Non c'erano più di diciotto umani sull'isola...,That claim of Rudolf's had also been denied in red.{n}There are no more than 18 humans on this island...,Pero aquella afirmación de Rudolf también había sido negada en rojo.{n}No hay más de 18 humanos en esta isla...,ﺗﺼﺮﻳﺢ ﺭﻭﺩﻭﻟﻒ ﻫﺬﺍ، ﻗﺪ ﻧُﻔﻲ ﺃﻳﻀًﺎ ﺑﺎﻟﻠﻮﻥ ﺍﻷﺣﻤﺮ.{n}ﻻ ﻳﻮﺟﺪ ﺃﻛﺜﺮ ﻣﻦ 81 ﺷﺨﺼًﺎ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ...,That claim of Rudolf's had also been denied in red.{n}There are no more than 18 humans on this island...,That claim of Rudolf's had also been denied in red.{n}There are no more than 18 humans on this island...,That claim of Rudolf's had also been denied in red.{n}There are no more than 18 humans on this island...
Ushiromiya Kyrie,"""Maybe it makes some sense if we think of it this way. ......Essentially, there's the possibility that the person who's hiding is someone who wasn't originally supposed to be on the island right now, yet is someone whose face was known by Rosa‐san, and with whom she would let her guard down.""","""I might have a way to look at it that keeps things consistent, at least a little. ...Simply put, this person in hiding is someone who shouldn't really be on this island right now. And yet, there's a likelihood that they were someone Rosa-san knew, someone she'd let her guard down around."" ","""Maybe it's fairly consistent if you think of it that way. ......In other words, this person who's hiding is actually someone who shouldn't be on this island right now. And yet, there's the possibility that it was someone whose face was known by Rosa-san, and with whom she would let her guard down.""",「こう考えると少しは辻褄が合うのかしら。……つまり隠れ潜んでいる何者かは、本来は今、島にいるはずのない人物。にもかかわらず、楼座さんが油断するような顔見知りの人物である可能性よ。」,「こう考えると少しは辻褄が合うのかしら。……つまり隠れ潜んでいる何者かは、本来は今、島にいるはずのない人物。にもかかわらず、楼座さんが油断するような顔見知りの人物である可能性よ」,"""Звучит разумно, если думать в таком ключе. ......Другими словами, этот прячущийся человек на самом деле не должен находиться на этом острове. И в то же время наличествует возможность, что им является некто, кого Роза знает и в присутствии кого ослабила настороженность.""","""Talvez faça algum sentido se tomarmos as coisas da seguinte forma. ......Essencialmente, essa pessoa que está se escondendo é alguém que não devia realmente estar na ilha agora. E, mesmo assim, há a possibilidade de que ela fosse conhecida da Rosa‐san, o que a teria feito baixar sua guarda.""",「照这么想，会不会比较符合现状呢？……也就是说，这躲藏着的某人，尽管是本不该在此刻待在岛上的人物，但他可能还是个能让楼座妹妹放松警惕的熟人。」,「照這麼想，會不會比較符合現狀呢？……也就是說，這躲藏著的某人，儘管是本不該在此刻待在島上的人物，但他可能還是個能讓樓座妹妹放鬆警惕的熟人。」,"""Forse è piuttosto coerente se la si pensa in quel modo. ... In altre parole, questa persona che si sta nascondendo è in realtà qualcuno che non dovrebbe essere ora su quest'isola. E ancora, c'è la possibilità che sia qualcuno la cui faccia è conosciuta da Rosa-san, e con cui lei avrebbe abbassato la guardia.""","""Maybe it makes some sense if we think of it this way. ......Essentially, there's the possibility that the person who's hiding is someone who wasn't originally supposed to be on the island right now, yet is someone whose face was known by Rosa‐san, and with whom she would let her guard down.""","""Quizás sea bastante consistente si lo piensas de ese modo... En otras palabras, esta persona que se está ocultando es realmente alguien que no debería estar en esta isla ahora. Y aun así, está la posibilidad de que fuese alguien cuyo rostro fuera conocido por Rosa-san, y con quien ella bajaría la guardia.""","""ﻗﺪ ﺗﻜﻮﻥ ﻟﺪﻱّ ﻓﺮﺿﻴﺔ ﺗﺠﻌﻞ ﺍﻷﻣﻮﺭ ﻣﻨﻄﻘﻴﺔ ﺃﻛﺜﺮ. ﺳﺄﺣﺎﻭﻝ ﺷﺮﺣﻬﺎ ﺑﺒﺴﺎﻃﺔ. ......ﻫﺬﺍ ﺍﻟﺸﺨﺺ ﺍﻟﺬﻱ ﺗﺪﻋﻮﻥ ﺃﻧّﻪ ﺩﺧﻴﻞ ﺑﻴﻨﻨﺎ ﻭﻳﺨﺘﺒﻰﺀ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ ﺍﻵﻥ.  ﻓﻲ ﺍﻟﻮﺍﻗﻊ، ﺭﺑﻤﺎ ﻳﻜﻮﻥ ﺷﺨﺼًﺎ ﺗﻌﺮﻓﻪ ﺭﻭﺯﺍ-ﺳﺎﻥ ﻣﻤﺎ ﺟﻌﻠﻬﺎ ﺗﻄﻤﺌﻦ ﺇﻟﻴﻪ.""","""Maybe it makes some sense if we think of it this way. ......Essentially, there's the possibility that the person who's hiding is someone who wasn't originally supposed to be on the island right now, yet is someone whose face was known by Rosa‐san, and with whom she would let her guard down.""","""Maybe it makes some sense if we think of it this way. ......Essentially, there's the possibility that the person who's hiding is someone who wasn't originally supposed to be on the island right now, yet is someone whose face was known by Rosa‐san, and with whom she would let her guard down.""","""Maybe it makes some sense if we think of it this way. ......Essentially, there's the possibility that the person who's hiding is someone who wasn't originally supposed to be on the island right now, yet is someone whose face was known by Rosa‐san, and with whom she would let her guard down."""
Ushiromiya Natsuhi,"""......S‐so, for example, could it be...a servant whose shift doesn't lie on these two days...?""","""......S‐ So, for example, could it be...a servant who wasn't on this two-day shift...?"" ","""......S, so, for example, could it be, a servant whose shift doesn't lie on these two days...?""",「……そ、それは例えば、この二日間のシフトに当たっていない使用人など、ですか…？」,「……そ、それは例えば、この二日間のシフトに当たっていない使用人など、ですか…？」,"""......З...Значит, к примеру, им может оказаться слуга , чья смена не приходится на эти два дня?""","""......E‐Então, por exemplo, poderia ser...um serviçal cuja escala de trabalho está fora destes dois dias...?""",「……就、就比如，这两天没轮到班的佣人，吗…？」,「……就、就比如，這兩天沒輪到班的傭人，嗎…？」,"""... Sì, quindi, per esempio, potrebbe essere un domestico i cui turni non corrispondano a quelli di questi due giorni...?""","""......S‐so, for example, could it be...a servant whose shift doesn't lie on these two days...?""","""... E‐Entonces, por ejemplo, ¿podría haber sido un sirviente cuyo turno no coincide con estos dos días?...""","""......ﻫـ-ﻫﻞ ﻳُﻤﻜﻦ... ﺃﻥ ﻳﻜﻮﻥ ﺃﺣﺪ ﺍﻟﺨﺪﻡ ﺍﻟﺬﻳﻦ ﻟﻢ ﻳﻜﻮﻧﻮﺍ ﻓﻲ ﺍﻟﺨﺪﻣﺔ ﻫﺬﺍﻥ ﺍﻟﻴﻮﻣﻴﻦ...؟""","""......S‐so, for example, could it be...a servant whose shift doesn't lie on these two days...?""","""......S‐so, for example, could it be...a servant whose shift doesn't lie on these two days...?""","""......S‐so, for example, could it be...a servant whose shift doesn't lie on these two days...?"""
Ushiromiya Krauss,"""Hmm...... ...It's hard to argue with that one. After they finish their duties, it is not as though we verify that they leave the island by punching a ticket or something. If we suppose that a servant on a shift from a few days ago only pretended to leave the island, and actually stayed here, that would be hard to deny...""","""Hmm... ...It's hard to be certain about that one. When our servants finish their work and leave the island, it isn't as though we punch their ticket or something to make sure. If we're supposing that a servant on a shift from a few days ago only pretended to leave the island and actually stayed here, that would be hard to deny..."" ","""Hmm.........It's hard to argue with that one. When they finished their service and left the island, it isn't as though we made sure by punching their ticket or anything. If we suppose that a servant on a shift from a few days ago only pretended to leave the island, and actually stayed here, that would be hard to deny...""",「ふむ……。…それを言われると弱いな。我々は勤務を終えた彼らが離島するのを、切符切りのように確認しているわけではない。数日前のシフトの使用人が、離島したフリをして島内に留まっていたかもしれないと仮定したら、否定するのは難しいね…。」,「ふむ……。…それを言われると弱いな。我々は勤務を終えた彼らが離島するのを、切符切りのように確認しているわけではない。数日前のシフトの使用人が、離島したフリをして島内に留まっていたかもしれないと仮定したら、否定するのは難しいね…」,"""Хм‐м‐м...... ...С этим трудно поспорить. Когда они завершили работу и покинули остров, мы ведь не могли в этом убедиться, лично прокомпостировав им билет. Если мы предположим, что слуга, чья смена была несколько дней назад, лишь притворился, что покинул остров, тогда как на самом деле остался здесь, с этим будет сложно поспорить...""","""Hmm...... ...É difícil argumentar contra isso. Depois que eles terminam seus deveres, não é como se verificássemos se eles deixaram a ilha carimbando um bilhete ou algo assim. Digamos que um serviçal, que estava em escala de trabalho alguns dias atrás, fingiu deixar a ilha e acabou ficando aqui. Essa seria uma suposição difícil de negar...""",「嗯……。…提起这个，倒是不好说呢。我们并没有如检票般检查过，他们下班后是否有离开此岛。前些日子上班的佣人，有可能假装离岛，实际留在了岛上。若是如此假定的话，倒是难以否定呢…」,「嗯……。…提起這個，倒是不好說呢。我們並沒有如檢票般檢查過，他們下班後是否有離開此島。前些日子上班的傭人，有可能假裝離島，實際留在了島上。若是如此假定的話，倒是難以否定呢…」,"""Hmm... è difficile da argomentare. Quando finiscono il loro lavoro e lasciano l'isola, non è che facciamo timbrare loro un cartellino o qualcosa del genere. {n}Se supponiamo che un domestico di un turno di qualche giorno fa ha fatto solamente finta di lasciare l'isola, e in realtà è rimasto qua, sarebbe difficile da negare...""","""Hmm...... ...It's hard to argue with that one. After they finish their duties, it is not as though we verify that they leave the island by punching a ticket or something. If we suppose that a servant on a shift from a few days ago only pretended to leave the island, and actually stayed here, that would be hard to deny...""","""Mmm... Es difícil discutir eso. Cuando terminan sus servicios, no es que verifiquemos que abandonen la isla marcando un ticket o algo. Si suponemos que un sirviente de turno de hace unos pocos días solo fingió dejar la isla, y actualmente permanece aquí, eso sería difícil de negar...""","""ﻫﻤﻤﻢ...... ...ﻣﻦ ﺍﻟﺼﻌﺐ ﺍﻟﺘﺄﻛﺪ ﻣﻦ ﻫﺬﺍ. ﻓﻨﺤﻦ ﻻ ﻧﺘﺤﻘﻖ ﺑﺪﻗﺔ ﻛﻤﺎ ﻟﻮ ﻛﻨﺎ ﻗﺎﻃﻌﻲ ﺗﺬﺍﻛﺮ ﻣﻦ ﻣﻐﺎﺩﺭﺓ ﺃﻭﻟﺌﻚ ﺍﻟﺬﻳﻦ ﺃﻧﻬﻮﺍ ﻧﻮﺑﺘﻬﻢ ﻣﻦ ﺍﻟﺠﺰﻳﺮﺓ. ﻭﺇﺫﺍ ﺍﻓﺘﺮﺿﻨﺎ ﺃﻥ ﺃﺣﺪ ﺧﺪﻡ ﺍﻷﻳﺎﻡ ﺍﻟﻤﺎﺿﻴﺔ ﺗﻈﺎﻫﺮ ﺑﺎﻟﻤﻐﺎﺩﺭﺓ ﻭﺑﻘﻲ ﻣﺘﺨﻔﻴًﺎ ﻋﻠﻰ ﺍﻟﺠﺰﻳﺮﺓ، ﻓﻤﻦ ﺍﻟﺼﻌﺐ ﺩﺣﺾ ﻫﺬﻩ ﺍﻟﻔﺮﺿﻴﺔ...""","""Hmm...... ...It's hard to argue with that one. After they finish their duties, it is not as though we verify that they leave the island by punching a ticket or something. If we suppose that a servant on a shift from a few days ago only pretended to leave the island, and actually stayed here, that would be hard to deny...""","""Hmm...... ...It's hard to argue with that one. After they finish their duties, it is not as though we verify that they leave the island by punching a ticket or something. If we suppose that a servant on a shift from a few days ago only pretended to leave the island, and actually stayed here, that would be hard to deny...""","""Hmm...... ...It's hard to argue with that one. After they finish their duties, it is not as though we verify that they leave the island by punching a ticket or something. If we suppose that a servant on a shift from a few days ago only pretended to leave the island, and actually stayed here, that would be hard to deny..."""
