Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
{f:5:Beatrice},"""As I would expect from you, Master! If you do something, you always do it big!! Kuhhuhu{0}hu{0}huhya{0}hyahya!!""","""As I'd expect from you, Teacher! If you do something, you always do it big!! Khehhhuhuhuhuhyahyahya!!"" ","""As I would expect from you, Teacher! If you do something, you always do it big!! Kuhhuhuhuhuhyahyahya!!""",「さすがお師匠様ァ！　いちいちやることがデケェや！！くっひひひひひゃっひゃっひゃ！！」,「さすがお師匠様ァ！　いちいちやることがデケェや！！　くっひひひひひゃっひゃっひゃ！！」,"""Чего я и ожидала от Вас, наставница! Если вы чего‐то делаете, то делаете масштабно! Ку‐ху‐ху‐ха‐ха‐ха!""","""Como esperado de você, professora! Se você faz algo, é sempre algo grande!! Kuhhuhu{0}hu{0}huhya{0}hyahya!!""",「不愧是师傅大人！出手全是大手笔！！咕、嘻嘻嘻嘻吓、吓、吓！！」,「不愧是師傅大人！出手全是大手筆！！咕、嘻嘻嘻嘻嚇、嚇、嚇！！」,"""Tipico di te, Maestra! Se fai qualcosa, lo fai sempre in grande!! Kuhhuhuhuhuhyahyahya!!""","""As I would expect from you, Master! If you do something, you always do it big!! Kuhhuhu{0}hu{0}huhya{0}hyahya!!""","""¡Como era de esperarse de ti, maestra! ¡¡Si haces algo, siempre lo haces en grande!! ¡¡Kuhjujujujujiajiajia!!""","""ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊ ﻣﻦ ﻣﻌﻠﻤﺘﻲ!! ﺃﻳﻤﺎ ﺗﻔﻌﻠﻴﻦ، ﺗﻔﻌﻠﻴﻨﻪ ﺑﻀﺨﺎﻣﺔ!! ﻛﻮﻫﻮﻫﻮ{0}ﻫﻮ{0}ﻫﻮﻫﻴﺎ{0}ﻫﻴﺎﻫﻴﺎ!!""","""As I would expect from you, Master! If you do something, you always do it big!! Kuhhuhu{0}hu{0}huhya{0}hyahya!!""","""As I would expect from you, Master! If you do something, you always do it big!! Kuhhuhu{0}hu{0}huhya{0}hyahya!!""","""As I would expect from you, Master! If you do something, you always do it big!! Kuhhuhu{0}hu{0}huhya{0}hyahya!!"""
,"""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear!""","""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear."" ","""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear.""",「私の手番は終わりませんよ。さぁさお出でなさい、イヴァルディの息子たち。我に相応しき槍を与え給えっ。」,「私の手番は終わりませんよ。さぁさお出でなさい、イヴァルディの息子たち。我に相応しき槍を与え給えっ」,"""Мой ход пока ещё не завершен. Явитесь, восстаньте, сыны Ивальдьевы. Даруйте мне достойное копье.""","""Meu turno ainda não terminou. Vamos, venham, Filhos de Ivaldi. Tragam para mim a lança entregue por Deus!""",「我的回合还没有结束哦。来——来，出来吧，{c:86EF9C:伊凡尔迪的儿子们}。{c:86EF9C:（详见魔导书“神话相关”条目）}给予吾相称的长枪。」,「我的回合還沒有結束哦。來——來，出來吧，{c:86EF9C:伊凡爾迪的兒子們}。{c:86EF9C:（詳見魔導書“神話相關”條目）}給予吾相稱的長槍。」,"""Il mio turno non è terminato. Forza, venite a me, Figli di Ivaldi. Concedetemi una lancia degna di questo nome.""","""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear!""","""Mi turno no ha acabado. Vamos, levántense, Hijos de Ivaldi. ¡Otórguenme una lanza digna!""","""ﻟﻢ ﻳﻨﺘﻪِ ﺩﻭﺭﻱ ﺑﻌﺪ. ﻫﻴَّﺎ ﻓﻠﺘﻨﻬﻀﻮﺍ ﻳﺎ ﺃﺑﻨﺎﺀ ﺇﻳﻔﺎﻟﺪﻱ. ﺃﻧﻌﻤﻮﺍ ﻋﻠﻲَّ ﺑﺮﻣﺢٍ ﻋﻈﻴﻢ!""","""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear!""","""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear!""","""My turn isn't over. Come, arise, Sons of Ivaldi. Bestow upon me a worthy spear!"""
,"As the massive crimson tower that had fallen made a mighty gold‐colored explosion, from inside those flames, a spear showed itself, of such massive proportions that you had to look up to see all of it, much like a tower.","As the massive crimson tower that had fallen made a terrible gold-colored explosion, a massive spear appeared from inside those flames, so tall, like a tower, that you had to look up to see all of it. ","As the massive crimson tower that had fallen made a terrible gold-colored explosion, from inside those flames, a massive spear showed itself, so tall, like a tower, that you had to look up to see all of it.",墜落する紅蓮の巨大塔は黄金色の凄まじい爆発を起こすと、その爆炎の中より、塔のように見上げなければならぬほどの巨大な槍が姿を現す。,墜落する紅蓮の巨大塔は黄金色の凄まじい爆発を起こすと、その爆炎の中より、塔のように見上げなければならぬほどの巨大な槍が姿を現す。,"Упавшая ранее массивная багровая башня взорвалась с золотой вспышкой, и из возникшего пламени показалось копье, такое длинное, словно башня, чтобы осмотреть которую приходилось задирать голову.","Quando a hirta torre carmesim que caiu dos céus explodiu de forma poderosa com uma tonalidade dourada, do interior daquelas chamas, uma lança surgiu, de tamanha proporção, sendo necessário olhar para cima para ver sua ponta, bem como as torres.",伴随着坠落下来的红莲巨塔所产生的黄金色的巨大爆炸，在这爆炸之焰中，出现了不得不像仰望塔般抬头仰视的巨大长枪。,伴隨著墜落下來的紅蓮巨塔所產生的黃金色的巨大爆炸，在這爆炸之焰中，出現了不得不像仰望塔般抬頭仰視的巨大長槍。,"Quando l'enorme torre che era caduta sparì in una terribile esplosione dorata, dall'internò di quelle fiamme, comparve una lancia impressionante, così alta, come una torre, che per vederla in tutta la sua interezza era necessario alzare la testa.","As the massive crimson tower that had fallen made a mighty gold‐colored explosion, from inside those flames, a spear showed itself, of such massive proportions that you had to look up to see all of it, much like a tower.","Mientras la enorme torre carmesí que había caído hacía una terrible explosión de color dorado, desde el interior de esas llamas, una enorme lanza apareció, tan alta que, al igual que al ver una torre, tenías que alzar la mirada para verla entera.",ﻭﺑﻴﻨﻤﺎ ﻛﺎﻥ ﺍﻟﺒﺮﺝ ﺍﻟﻘﺮﻣﺰﻱ ﺍﻟﻌﻤﻼﻕ ﻳﻨﻬﺎﺭ، ﺗﻔﺠﺮ ﻣﻦ ﺍﻟﺪﺍﺧﻞ ﺗﻔﺠﺮًﺍ ﺫﻫﺒﻴًﺎ ﻫﺎﺋﻞ. ﻣﻦ ﺩﺍﺧﻞ ﺗﻠﻚ ﺍﻟﻨﻴﺮﺍﻥ، ﻇﻬﺮ ﺭﻣﺢٌ ﺑﺄﺑﻌﺎﺩٍ ﺿﺨﻤﺔٍ ﻟﺪﺭﺟﺔ ﺃﻧﻚ ﻛﻨﺖَ ﺳﺘﺮﻓﻊ ﺭﺃﺳﻚ ﻟﺘﺮﺍﻩ ﻛﻠﻪ،,"As the massive crimson tower that had fallen made a mighty gold‐colored explosion, from inside those flames, a spear showed itself, of such massive proportions that you had to look up to see all of it, much like a tower.","As the massive crimson tower that had fallen made a mighty gold‐colored explosion, from inside those flames, a spear showed itself, of such massive proportions that you had to look up to see all of it, much like a tower.","As the massive crimson tower that had fallen made a mighty gold‐colored explosion, from inside those flames, a spear showed itself, of such massive proportions that you had to look up to see all of it, much like a tower."
,...It was too large for even a giant's hand.,...It was too large even for a giant's hand. ,"...It was even too large for a giant's hand.",…その大きさは巨人の手にもまだ余る。,…その大きさは巨人の手にもまだ余る。,...Оно было велико даже для руки великана.,...Era grande o bastante até mesmo para a mão de um titã.,…大得连巨人之手都无法握住。,…大得連巨人之手都無法握住。,... Era troppo grande anche per la mano di un gigante.,...It was too large for even a giant's hand.,... Era incluso demasiado grande para la mano de un gigante.,...ﻛﺎﻥ ﺿﺨﻤًﺎ ﻋﻠﻰ ﺃﻳﺎﺩﻱ ﺍﻟﻌﻤﺎﻟﻘﺔ ﺣﺘﻰ.,...It was too large for even a giant's hand.,...It was too large for even a giant's hand.,...It was too large for even a giant's hand.
,"It was a divinely beautiful spear of the gods, so massive that it gave the illusion that the tower which had fallen had turned into a spear of the same size. A spear of certain victory that no one could escape.","That divinely beautiful Spear of the Gods was so massive, it gave the illusion that the fallen tower had turned into a spear of the same size. It was a spear of certain victory that none could escape. "," It was a divinely beautiful Spear of the Gods, so massive that it gave the illusion that the tower which had fallen had turned into a spear of the same size. A spear of certain victory that no one could escape.",先ほどの墜落する塔がそのまま槍になったかと錯覚するほどに巨大な、そして神々しく美しい神の槍。如何なる者も逃がさぬ必勝の槍。,先ほどの墜落する塔がそのまま槍になったかと錯覚するほどに巨大な、そして神々しく美しい神の槍。如何なる者も逃がさぬ必勝の槍。,"То определённо было прекрасное Копьё Богов, столь массивное, что создавало иллюзию, будто упавшая по призыву ведьмы башня обратилась в копьё того же размера. Копьё неизбежной победы.","Era uma lança dos deuses, divinamente bela, tão grande que dava a ilusão de que a torre que havia caído transformou‐se em um lança de mesmo tamanho. Uma lança da vitória concreta que ninguém poderia escapar.",它巨大到能让人错以为，先前坠落的塔就那样化做了长枪。此乃神圣美丽的神之枪。无论何人都逃不过的，必胜之枪。,它巨大到能讓人錯以為，先前墜落的塔就那樣化做了長槍。此乃神聖美麗的神之槍。無論何人都逃不過的，必勝之槍。,"Era una Lancia degli Dei di divina bellezza, così grande da dare l'illusione che la torre caduta si fosse trasformata in questa lancia delle sue stesse dimensioni. {n}Una lancia di vittoria certa a cui nessuno poteva sfuggire.","It was a divinely beautiful spear of the gods, so massive that it gave the illusion that the tower which had fallen had turned into a spear of the same size. A spear of certain victory that no one could escape.","Era una lanza de los dioses divinamente hermosa, tan enorme que daba la ilusión de que la torre que había caído se había convertido en una lanza del mismo tamaño. Una lanza de certera victoria de la que nadie podría escapar.",ﺭﻣﺢٌ ﺇﻟﻬﻲ، ﺑﺪﻳﻊ ﻭﺟﻠﻴﻞ، ﻛﺄﻥ ﺍﻟﺒﺮﺝ ﻧﻔﺴﻪ ﺗﺤﻮّﻝ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺴﻼﺡ ﺍﻟﻤﻘﺪﺱ. ﺭﻣﺢ ﺍﻟﻨﺼﺮ ﺍﻷﻛﻴﺪ، ﺍﻟﺬﻱ ﻻ ﻳﺘﺮﻙ ﺿﺎﻟﺘﻪ ﺗﻔﻠﺖ.,"It was a divinely beautiful spear of the gods, so massive that it gave the illusion that the tower which had fallen had turned into a spear of the same size. A spear of certain victory that no one could escape.","It was a divinely beautiful spear of the gods, so massive that it gave the illusion that the tower which had fallen had turned into a spear of the same size. A spear of certain victory that no one could escape.","It was a divinely beautiful spear of the gods, so massive that it gave the illusion that the tower which had fallen had turned into a spear of the same size. A spear of certain victory that no one could escape."
,"""It looks like your twin towers are useless. How foolish that you blocked off your means of escape on both sides. You can't defend against even a single spear!""","""Looks like your twin towers won't help you now. How foolish, to block off your means of escape on both sides. You can't defend against even a single spear!"" ","""Looks like your twin towers are useless. How foolish that you blocked off your means of escape on both sides. You can't defend against even a single spear!""",「無用の双子塔ですね。自ら左右の退路を絶つとは愚かしいっ。一本の槍をもお前は防げない！」,「無用の双子塔ですね。自ら左右の退路を断つとは愚かしいっ。一本の槍をもお前は防げない！」,"""Похоже, твои башни‐близнецы бесполезны. Как неразумно отрезать пути к побегу с двух сторон. Ты не можешь защититься даже от одного копья!""","""Parece que suas torres gêmeas são inúteis. Quanta tolice bloquear suas rotas de fuga de ambos os lados. Você não pode sequer se defender de uma única lança!""",「无用的双子塔呢。自行封住左右的退路，可真是愚蠢。你连这一杆枪，都已无从抵御！」,「無用的雙子塔呢。自行封住左右的退路，可真是愚蠢。你連這一杆槍，都已無從抵御！」,"""Sembra che le tue torri gemelle siano inutili. Bloccare le tue vie di fuga in ogni direzione è stato quanto mai sciocco. Non puoi nemmeno difenderti da una sola lancia!""","""It looks like your twin towers are useless. How foolish that you blocked off your means of escape on both sides. You can't defend against even a single spear!""","""Parece que tus torres gemelas son inútiles. Qué tonto de tu parte bloquear tu escape por ambos lados. ¡Ni siquiera puedes defenderte contra una simple lanza!""","""ﻳﺒﺪﻭ ﺃﻥ ﺑﺮﺟﻴﻚِ ﺍﻟﺘﻮﺃﻣﻴﻦ ﻋﺪﻳﻤﻲ ﻓﺎﺋﺪﺓ. ﻳﺎ ﻟﻐﺒﺎﺋﻚ، ﻓﻘﺪ ﻗﻄﻌﺖِ ﺳﺒﻞ ﻫﺮﻭﺑﻚ ﻣﻦ ﺍﻟﺠﻬﺘﻴﻦ. ﻟﻴﺲ ﺑﺈﻣﻜﺎﻧﻚِ ﺣﺘﻰ ﺗﺠﻨﺐ ﺭﻣﺢٍ ﻭﺣﻴﺪ!""","""It looks like your twin towers are useless. How foolish that you blocked off your means of escape on both sides. You can't defend against even a single spear!""","""It looks like your twin towers are useless. How foolish that you blocked off your means of escape on both sides. You can't defend against even a single spear!""","""It looks like your twin towers are useless. How foolish that you blocked off your means of escape on both sides. You can't defend against even a single spear!"""
,"When she snapped her fingers in command, the massive tower‐like spear shot at {f:5:Beatrice} like a lightning bolt.","When she snapped her fingers in command, the massive tower-sized spear shot at {f:5:Beatrice} like a lightning bolt. ","When she snapped her fingers in command, the massive tower-like spear shot at Beatrice like a lightning bolt.",彼女が指を鳴らして命じると、塔の如き巨大槍は、一条の稲妻のように、ベアトリーチェを目指す。,彼女が指を鳴らして命じると、塔の如き巨大槍は、一条の稲妻のように、ベアトリーチェを目指す。,"Когда она щёлкнула пальцами, массивное кольцо величиной с башню молниеносно полетело в {f:5:Беатриче}.","Quando ela deu o comando estalando seus dedos, a enorme lança equivalente a torre disparou contra {f:5:Beatrice} como um relâmpago.",她打了个响指，随着这一声令下，如塔般巨大的长枪，犹如一道闪电，直奔贝阿朵莉切。,她打了個響指，隨著這一聲令下，如塔般巨大的長槍，猶如一道閃電，直奔貝阿朵莉切。,"Quando schioccò le dita in segno di comando, la colossale lancia simile ad una torre si lanciò contro Beatrice come un lampo.","When she snapped her fingers in command, the massive tower‐like spear shot at {f:5:Beatrice} like a lightning bolt.","Cuando chasqueó sus dedos dando órdenes, la enorme lanza se disparó hacia {f:5:Beatrice} como un relámpago.",ﻋﻨﺪﻣﺎ ﻧﻘﺮﺕ ﺑﺄﺻﺎﺑﻌﻬﺎ ﺁﻣﺮﺓً، ﺃﻣﺮﺕ ﺑﺈﻃﻼﻕ ﺍﻟﺮﻣﺢ ﺍﻟﻌﻤﻼﻕ، ﺍﻟﺬﻱ ﺍﻧﻄﻠﻖ ﻛﺎﻟﺒﺮﻕ ﺑﺎﺗﺠﺎﻩ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.,"When she snapped her fingers in command, the massive tower‐like spear shot at {f:5:Beatrice} like a lightning bolt.","When she snapped her fingers in command, the massive tower‐like spear shot at {f:5:Beatrice} like a lightning bolt.","When she snapped her fingers in command, the massive tower‐like spear shot at {f:5:Beatrice} like a lightning bolt."
,"As the Golden Witch danced in the gap between the towers like a butterfly, it sliced straight through the air like a flash of lightning, aiming right for the very middle of the absolute center of her heart, with the most ultimate and extreme precision.","It aimed right for the middle of the center of the Golden Witch's heart with extreme precision, as she danced in the gap between the towers like a butterfly, slicing straight through the air like a flash of lightning. "," It aimed right for the middle of the center of the Golden Witch's heart with extreme precision, as she danced in the gap between the towers like a butterfly, slicing straight through the air like a flash of lightning.",左右の塔の狭間にて蝶のように舞う黄金の魔女の、心臓のど真ん中の中心のさらにさらに中央を、超が七つ付く精密さで狙い、稲光のようにまっすぐ宙を駆け抜ける。,左右の塔の狭間にて蝶のように舞う黄金の魔女の、心臓のど真ん中の中心のさらにさらに中央を、超が七つ付く精密さで狙い、稲光のようにまっすぐ宙を駆け抜ける。,"Оно было нацелено в сердце Золотой Ведьмы с ужасающей точностью, пока та, подобно бабочке, танцевала в проеме между башнями, прорезав воздух как вспышка молнии.","Enquanto a Bruxa Dourada dançava entre o vazio das torres como uma borboleta, a lança perfurou diretamente através do ar como o flash de um relâmpago, almejando o centro absoluto de seu coração, com a maior e mais extrema precisão.",以可以加七个“超”的精密度，瞄准了在左右双塔之间，如蝴蝶般飘舞的黄金魔女，的心脏中心处的最最最中央，如闪电般直直地划破长空。,以可以加七個“超”的精密度，瞄準了在左右雙塔之間，如蝴蝶般飄舞的黃金魔女，的心臟中心處的最最最中央，如閃電般直直地劃破長空。,"Mirò con estrema precisione all'esatto centro del cuore della Strega Dorata, tagliando l'aria come un fulmine abbagliante, mentre lei danzava nello spazio tra le torri come una farfalla.","As the Golden Witch danced in the gap between the towers like a butterfly, it sliced straight through the air like a flash of lightning, aiming right for the very middle of the absolute center of her heart, with the most ultimate and extreme precision.","Apuntó justo al centro del corazón de la Bruja Dorada con extrema precisión, atravesando el aire como un relámpago, mientras ella danzaba en el espacio entre las torres como si fuera una mariposa.",ﻋﻨﺪﻣﺎ ﻧﻘﺮﺕ ﺑﺄﺻﺎﺑﻌﻬﺎ ﺁﻣﺮﺓً، ﺍﺳﺘﻬﺪﻑ ﻣﺮﻛﺰ ﻗﻠﺐ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺮﺍﻗﺼﺔ ﺑﻴﻦ ﺍﻟﺒﺮﺟﻴﻦ، ﻛﺄﻧﻤﺎ ﻳﺨﺘﺮﻕ ﺻﻤﻴﻢ ﺻﻤﻴﻤﻬﺎ، ﺑﺪﻗﺔٍ ﻗﺼﻮﻯ ﻻ ﻧﻬﺎﺋﻴﺔ. ,"As the Golden Witch danced in the gap between the towers like a butterfly, it sliced straight through the air like a flash of lightning, aiming right for the very middle of the absolute center of her heart, with the most ultimate and extreme precision.","As the Golden Witch danced in the gap between the towers like a butterfly, it sliced straight through the air like a flash of lightning, aiming right for the very middle of the absolute center of her heart, with the most ultimate and extreme precision.","As the Golden Witch danced in the gap between the towers like a butterfly, it sliced straight through the air like a flash of lightning, aiming right for the very middle of the absolute center of her heart, with the most ultimate and extreme precision."
{f:5:Beatrice},"""Hah!! So, you use Gungnir in a place like this!! You really are incredible, Masteeeerrrrr!!""","""Hah!! So, you use Gungnir at a moment like this!! You really are incredible, Teacheeeeeer!!"" ","""Hah!! So, you use Gungnir in a place like this!! You really are incredible, Teacheeeeeer!! ",「はッ！！　こんなところでグングニルが引けるとはッ！！　やっぱりお師匠様はすげェなああぁあ！！,「はッ！！　こんなところでグングニルが引けるとはッ！！　やっぱりお師匠様はすげェなああぁあ！！」,"""Ха! Так вы используете Гунгнир в таком месте! Вы воистину невероятны, наставница!""","""Hah!! Então você usou a Gungnir em uma lugar como este!! Você é mesmo incrível, professooorraaaaaaa!!""",「哈！！竟能在这种地方抽出{c:86EF9C:昆古尼尔}！！{c:86EF9C:（详见魔导书“神话相关”条目）}果然，师傅大人就是厉害啊啊啊啊！！」,「哈！！竟能在這種地方抽出{c:86EF9C:昆古尼爾}！！{c:86EF9C:（詳見魔導書“神話相關”條目）}果然，師傅大人就是厲害啊啊啊啊！！」,"""Hah!! E così, usi Gungnir in un posto simile!! Sei davvero incredibile, Maestraaaaaaaa!!","""Hah!! So, you use Gungnir in a place like this!! You really are incredible, Masteeeerrrrr!!""","""¡¡Ja!! ¡¡Así que usas a Gungnir en un lugar como este!! ¡¡De verdad eres increíble, maestraaaaaaa!!""","""ﻫﺎﺍ!! ﻟﻢ ﺃﺗﺨﻴﻞ ﺃﻧﻨﻲ ﺳﺄﺷﻬﺪﻙ ﺗﺴﺘﺨﺪﻣﻴﻦ ﺍﻟﺮﻣﺢ ﺍﻟﻤﻘﺪﺱ ﻏﺎﻧﻐﻴﺮ ﻫﻨﺎ!! ﺇﻧَّﻚِ ﻓﻌﻼً ﻣﺬﻫﻠﺔٌ ﻳﺎ ﻣﻌﻠﻤﺘﻴﻴﻲ!!""","""Hah!! So, you use Gungnir in a place like this!! You really are incredible, Masteeeerrrrr!!""","""Hah!! So, you use Gungnir in a place like this!! You really are incredible, Masteeeerrrrr!!""","""Hah!! So, you use Gungnir in a place like this!! You really are incredible, Masteeeerrrrr!!"""
{f:5:Beatrice},"""Explode, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!""","""Burst, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!"" ","Explode, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!""",爆ぜろ、役立たずの塔！　出でよ、巨人兵の戦列よ。その楯と胸で、神なる槍を防ぎきれ！！」,「爆ぜろ、役立たずの塔！　出でよ、巨人兵の戦列よ。その楯と胸で、神なる槍を防ぎきれ！！」,"""Взорвитесь, бесполезные башни! Восстаньте, Гигантские боевые строи солдат. Полностью заблокируйте божественное копьё своими грудью и щитами!""","""Explodam, frívolas torres! Levantem‐se, Soldados Gigantes de Linha de Batalha. Bloqueiem por completo aquela lança divina como seus escudos e arcabouços!!""",「爆散吧，没用的塔！出来吧，巨人兵的战列。以汝等的盾与胸膛，挡住神枪！！」,「爆散吧，沒用的塔！出來吧，巨人兵的戰列。以汝等的盾與胸膛，擋住神槍！！」,"Esplodete, inutili torri! Veni a me, Linea di Combattimento dei Soldati Giganti. Bloccate del tutto quella lancia divina con i vostri scudi e i vostri petti!!""","""Explode, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!""","""¡Exploten, torres inútiles! Levántate, Línea de Combate de Soldados Gigantes. ¡¡Bloqueen completamente esa lanza divina con sus escudos y sus pechos!!""","""ﺍﻧﻔﺠﺮﻱ، ﺃﻳﺘﻬﺎ ﺍﻷﺑﺮﺍﺝ ﺍﻟﻌﻘﻴﻤﺔ!! ﻭﺍﻧﻬﻀﻮﺍ، ﻳﺎ ﺻﻒَّ ﺍﻟﺠﻨﻮﺩ ﺍﻟﻌﻤﺎﻟﻘﺔ! ﺗﺼﺪﻭﺍ ﻟﻠﺮﻣﺢ ﺍﻹﻟﻬﻲ ﺑﺪﺭﻭﻋﻜﻢ ﻭﺻﺪﻭﺭﻛﻢ!!""","""Explode, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!""","""Explode, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!""","""Explode, useless towers! Arise, Giant Soldier Battle Line. Fully block that divine spear with your shields and chests!!"""
,The Shoulder War Towers exploded in gold.{n}They became several billion gold butterflies.,The Shoulder War Towers exploded in gold. They became several billion gold butterflies. ,"The Shoulder War Towers exploded in gold. They became several billion gold butterflies.",双肩の戦塔は黄金色の大爆発を起こす。それは何億もの黄金の蝶たち。,双肩の戦塔は黄金色の大爆発を起こす。{n}それは何億もの黄金の蝶たち。,Надплечные боевые башни взорвались золотом.{n}Они превратились в несколько миллиардов золотых бабочек.,As Torres Ombreiras De Guerra explodiram em ouro.{n}Elas se tornaram dezenas de bilhões de borboletas douradas.,双肩战塔发生了黄金色的大爆炸。{n}化为了数亿只黄金蝶。,雙肩戰塔發生了黃金色的大爆炸。{n}化為了數億只黃金蝶。,Le Doppie Torri d'Assalto esplosero in un getto d'oro. Si tramutarono in miliardi di farfalle.,The Shoulder War Towers exploded in gold.{n}They became several billion gold butterflies.,Las Torres de los Hombros de Guerra hicieron una explosión dorada.{n}Se convirtieron en miles de millones de mariposas.,ﺗﻔﺠﺮﺕ ﺃﺑﺮﺍﺝ ﺍﻟﺤﺮﺏ ﺍﻟﻤﺮﺗﻔﻌﺔ ﻟﺬﻫﺐ.{n}ﻣﻦ ﺩﺍﺧﻞ ﻫﺬﺍ ﺍﻻﻧﻔﺠﺎﺭ، ﻇﻬﺮﺕ ﻣﻼﻳﻴﻦ ﺍﻟﻔﺮﺍﺷﺎﺕ ﺍﻟﺬﻫﺒﻴﺔ،,The Shoulder War Towers exploded in gold.{n}They became several billion gold butterflies.,The Shoulder War Towers exploded in gold.{n}They became several billion gold butterflies.,The Shoulder War Towers exploded in gold.{n}They became several billion gold butterflies.
,Those butterflies took the shape of seven massive armored soldiers.,Those butterflies took the shape of seven massive armored soldiers. ," Those butterflies took the shape of seven massive armored soldiers.",その蝶たちが７人の巨人装甲兵を模る。,その蝶たちが７人の巨人装甲兵を模る。,А затем эти бабочки приняли облик семи массивных солдат в полном вооружении.,Aquelas borboletas tomaram a forma de sete imensos soldados de armadura.,这些蝴蝶化为了七位巨人装甲兵的形象。,這些蝴蝶化為了七位巨人裝甲兵的形象。,Quelle farfalle presero la forma di sette giganteschi soldati in armatura.,Those butterflies took the shape of seven massive armored soldiers.,Esas mariposas adoptaron la forma de siete enormes soldados blindados.,ﺗﺠﻤّﻌﺖ ﻟﺘﺸﻜّﻞ ﺳﺒﻌﺔ ﺟﻨﻮﺩ ﻋﻤﺎﻟﻘﺔ ﻣﺪﺭﻋﻴﻦ،,Those butterflies took the shape of seven massive armored soldiers.,Those butterflies took the shape of seven massive armored soldiers.,Those butterflies took the shape of seven massive armored soldiers.
,"Each stretched a full 50 merute into the sky, and they lined up in front of {f:5:Beatrice}, protecting their master and holding massive shields which towered like windmills.","Each stretched a full 50 merute into the sky, and they lined up in front of {f:5:Beatrice}, protecting their master and holding massive shields that towered like windmills. "," Each stretched a full 50 merute into the sky, and they lined up in front of Beatrice, protecting their master and holding massive shields which towered like windmills.",それぞれが５０メルテもの見上げるばかりの身長を持ち、そびえ立つ風車のような大きさの巨大楯をかざしてベアトリーチェの前に並んで主を守る。,それぞれが５０メルテもの見上げるばかりの身長を持ち、そびえ立つ風車のような大きさの巨大楯をかざしてベアトリーチェの前に並んで主を守る。,"Каждый был ростом в 50 мерутов, и они образовали строй перед {f:5:Беатриче}, защищая свою госпожу, держа массивные щиты и возвышаясь как огромные мельницы.","Cada um com uma altura de completos 50 merute em direção ao céu, e alinhados em frente à {f:5:Beatrice}, protegendo sua mestra enquanto seguravam imensos escudos que se assemelhavam a moinhos de vento.",各自有着令人仰视的，高达五十梅尔泰的身高，举着如矗立的风车般大小的巨大盾牌，并排在贝阿朵莉切身前，保护主人。,各自有著令人仰視的，高達五十梅爾泰的身高，舉著如矗立的風車般大小的巨大盾牌，並排在貝阿朵莉切身前，保護主人。,"Ciascuno si innalzava verso il cielo per cinquanta metri buoni, e si erano disposti di fronte a Beatrice, proteggendo la loro padrona e sorreggendo enormi scudi che torreggiavano come mulini a vento.","Each stretched a full 50 merute into the sky, and they lined up in front of {f:5:Beatrice}, protecting their master and holding massive shields which towered like windmills.","Cada uno de ellos se extendía unos 50 merutes completos hacia el cielo, y se alinearon frente a {f:5:Beatrice}, protegiendo a su ama y sosteniendo enormes escudos que se erguían como molinos de viento.",ﻛﻞ ﻭﺍﺣﺪ ﻣﻨﻬﻢ ﺑﺎﺭﺗﻔﺎﻉ ﺧﻤﺴﻴﻦ ﻣﻴﺮﻭﺕ، ﻭﺍﺻﻄﻔﻮﺍ ﺃﻣﺎﻡ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻟﻴﺤﻤﻮﺍ ﺳﻴﺪﺗﻬﻢ ﺑﺪﺭﻭﻉ ﺑﻀﺨﺎﻣﺔ ﻃﻮﺍﺣﻴﻦ ﺍﻟﻬﻮﺍﺀ.,"Each stretched a full 50 merute into the sky, and they lined up in front of {f:5:Beatrice}, protecting their master and holding massive shields which towered like windmills.","Each stretched a full 50 merute into the sky, and they lined up in front of {f:5:Beatrice}, protecting their master and holding massive shields which towered like windmills.","Each stretched a full 50 merute into the sky, and they lined up in front of {f:5:Beatrice}, protecting their master and holding massive shields which towered like windmills."
