Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Kanon,"""Understood."" ","""Understood.""","""Understood.""",「承知してます。」,「承知してます」,"""Понятно.""","""Entendido.""","""Understood.""",「明白了。」,「明白了。」,"""Understood.""","""Ho capito.""","""Understood.""","""Understood."""
Shannon,"""...Same here."" ","""......Same here.""","""......Same here.""",「……同じく。」,「……同じく」,"""......То же самое.""","""......Também.""","""......Same here.""",「……我也是。」,「……我也是。」,"""......Same here.""","""... Anche io.""","""......Same here.""","""......Same here."""
Zepar,"""If both miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other."" ","""If both of you miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other.""","""If both miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other.""",「二人が共に弾を外したら、一度中断。再び弾を与え、もう一度背中合わせからやり直し。」,「二人が共に弾を外したら、一度中断。再び弾を与え、もう一度背中合わせからやり直し」,"""Если оба промахнутся, дуэль будет временно приостановлена. Вам снова выдадут пули, вы отвернётесь друг от друга, и всё начнётся заново.""","""Se ambos errarem, o duelo será suspendido temporariamente. Vocês receberam novas munições e começaram do início, de costas um para o outro.""","""If both of you miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other.""",「如果兩個人的子彈都沒有打中，就暫時中斷決鬥。然後再給你們子彈，背對背重新來過。」,「如果两个人的子弹都没有打中，就暂时中断决斗。然后再给你们子弹，背对背重新来过。」,"""If both of you miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other.""","""Se entrambi mancherete il bersaglio, il duello verrà temporaneamente sospeso. Vi saranno dati altri proiettili e si ricomincerà daccapo, con le vostre schiene rivolte l'una verso l'altra.""","""If both of you miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other.""","""If both of you miss, the duel will be temporarily suspended. You will be given bullets again and will start over from the beginning, with your backs to each other."""
Ushiromiya Jessica,"""......I guess it'll repeat until it's all settled..."" ",""".........I guess it'll repeat until it's all settled...""",""".........I guess it'll repeat until it's all settled...""",「………決着がつくまで、繰り返しだろ…。」,「………決着がつくまで、繰り返しだろ…」,""".........И так пока не решится исход...""",""".........Acho que vai se repetir até que tudo se decida...""",""".........I guess it'll repeat until it's all settled...""",「………直到決出勝負之前，一直重複對吧…」,「………直到决出胜负之前，一直重复对吧…」,""".........I guess it'll repeat until it's all settled...""","""... Credo che si ripeta finché non si sistemerà tutto...""",""".........I guess it'll repeat until it's all settled...""",""".........I guess it'll repeat until it's all settled..."""
Ushiromiya George,"""Zepar, ...have you seen this sort of duel many times in the past?"" ","""Zepar. Have you seen this sort of duel......many times before?""","""Zepar. How many times have you seen this sort of duel in the past?""",「ゼパル。この決闘、……過去に何度も見てるのかい。」,「ゼパル。この決闘、……過去に何度も見てるのかい」,"""Зепар. Сколько раз вы видели такие дуэли?""","""Zepar. Você já presenciou esse tipo de duelo......muitas vezes?""","""Zepar. Have you seen this sort of duel......many times before?""",「賽帕爾。這種決鬥，……你以前看過無數次了吧。」,「赛帕尔。这种决斗，……你以前看过无数次了吧。」,"""Zepar. Have you seen this sort of duel......many times before?""","""Zepar. Quante volte hai visto questo genere di duello in passato?""","""Zepar. Have you seen this sort of duel......many times before?""","""Zepar. Have you seen this sort of duel......many times before?"""
Zepar,"""Of course, I've seen many of them."" ","""Of course. I have seen it many times.""","""Of course, I have seen it many times.""",「もちろん。何度も見てきたよ。」,「もちろん。何度も見てきたよ」,"""Много, конечно же.""","""É claro. Eu já o vi muitas vezes.""","""Of course. I have seen it many times.""",「當然。看過無數次了哦。」,「当然。看过无数次了哦。」,"""Of course. I have seen it many times.""","""Ovviamente, l'ho visto molte volte.""","""Of course. I have seen it many times.""","""Of course. I have seen it many times."""
Ushiromiya George,"""...Usually, how many times do they need to face off before it's over?"" ","""......Usually, how many times do they need to face off before it's over?""","""......Usually, how many times do they need to face off before it's over?""",「……大抵、何度の撃ち合いで決着がつくんだい。」,「……大抵、何度の撃ち合いで決着がつくんだい」,"""......Сколько раз им обычно нужно мериться силами, прежде чем всё заканчивается?""","""......Normalmente, quantas vezes eles precisam se enfrentar até acabar?""","""......Usually, how many times do they need to face off before it's over?""",「……一般要第幾回合才能決出勝負呢。」,「……一般要第几回合才能决出胜负呢。」,"""......Usually, how many times do they need to face off before it's over?""","""... Di solito, quante volte hanno bisogno di fronteggiarsi prima che tutto finisca?""","""......Usually, how many times do they need to face off before it's over?""","""......Usually, how many times do they need to face off before it's over?"""
Zepar,"""In almost all cases, it's decided in the first round."" ","""In almost all cases, it is decided in the first round.""","""In almost all cases, it is decided in the first round.""",「ほとんどの場合、弾丸一発で決着がつくよ。」,「ほとんどの場合、弾丸一発で決着がつくよ」,"""Почти все случаи разрешались с первого раза.""","""Na maioria dos casos, é sempre decidido no primeiro round.""","""In almost all cases, it is decided in the first round.""",「基本上，都是一發子彈就勝負已分了哦。」,「基本上，都是一发子弹就胜负已分了哦。」,"""In almost all cases, it is decided in the first round.""","""Nella maggior parte dei casi, finisce tutto al primo round.""","""In almost all cases, it is decided in the first round.""","""In almost all cases, it is decided in the first round."""
Ushiromiya Jessica,"""They must all be really good shots..."" ","""Everyone must be really good shots...""","""Everyone must be really good shots...""",「みんな、ずいぶんと拳銃の腕がいいんだな…。」,「みんな、ずいぶんと拳銃の腕がいいんだな…」,"""Наверное, все очень хорошо умели стрелять...""","""Todos devem ser ótimos atiradores...""","""Everyone must be really good shots...""",「大家都相當擅長用手槍吶…」,「大家都相当擅长用手枪呐…」,"""Everyone must be really good shots...""","""Devono essere stati tutti dei bravi tiratori...""","""Everyone must be really good shots...""","""Everyone must be really good shots..."""
Ushiromiya George,"""That's not it. ...If one side misses, the other can corner them at their leisure and shoot. ...If the first bullet misses, then you've lost your chance at victory."" ","""That's not it. ......If one side misses, the other can corner them at their leisure and shoot. ......Miss with that first bullet, ......and there's almost no chance of winning.""","""That's not it. ......If one side misses, the other can corner them at their leisure and shoot. ......If the first bullet misses, then you've lost your chance at victory.""",「違うよ。……片方が外せば、残った方は悠々と追い詰めて撃つことが出来る。……初弾をもし外したら、……まず、勝ち目はないね。」,「違うよ。……片方が外せば、残った方は悠々と追い詰めて撃つことが出来る。……初弾をもし外したら、……まず、勝ち目はないね」,"""Не в этом дело. ......Если один промахнётся, другой может запросто загнать его в угол и выстрелить. ......Если первая пуля не попадает, шанс на победу теряется.""","""Não é isso. ......Se um lado erra, o outro pode encurralá‐lo e atirar quando quiser. ......Erre o primeiro tiro, ......e as chances de vitória se tornam praticamente nulas.""","""That's not it. ......If one side misses, the other can corner them at their leisure and shoot. ......Miss with that first bullet, ......and there's almost no chance of winning.""",「不對哦。……有一方沒打中的話，剩下一方就可以不慌不忙地追著對方射擊了。……如果第一發子彈打偏了的話，……首先就失去勝算了呢。」,「不对哦。……有一方没打中的话，剩下一方就可以不慌不忙地追着对方射击了。……如果第一发子弹打偏了的话，……首先就失去胜算了呢。」,"""That's not it. ......If one side misses, the other can corner them at their leisure and shoot. ......Miss with that first bullet, ......and there's almost no chance of winning.""","""Non proprio. ... Se una persona manca il bersaglio, l'altra può metterla all'angolo come le pare e le piace e spararle. ... Se il primo proiettile non va a segno, si perde la possibilità di vincere.""","""That's not it. ......If one side misses, the other can corner them at their leisure and shoot. ......Miss with that first bullet, ......and there's almost no chance of winning.""","""That's not it. ......If one side misses, the other can corner them at their leisure and shoot. ......Miss with that first bullet, ......and there's almost no chance of winning."""
Kanon,"""However, if you take too long, you'll lose before you can even pull the trigger."" ","""However, if you take too long, you'll lose before you can even pull the trigger.""","""However, if you take too long, you'll lose before you can even pull the trigger.""",「しかしぼんやりしていれば、引き金も引けずに負けることになる。」,「しかしぼんやりしていれば、引き金も引けずに負けることになる」,"""Но если слишком долго медлить, то проиграешь ещё до того, как сможешь нажать на курок.""","""Mas, se você demorar muito, acaba perdendo antes mesmo de puxar o gatilho.""","""However, if you take too long, you'll lose before you can even pull the trigger.""",「但是如果猶豫不決，連扳機也來不及扣就輸了。」,「但是如果犹豫不决，连扳机也来不及扣就输了。」,"""However, if you take too long, you'll lose before you can even pull the trigger.""","""Tuttavia, se ci si mette troppo tempo, si perde ancora prima di poter premere il grilletto.""","""However, if you take too long, you'll lose before you can even pull the trigger.""","""However, if you take too long, you'll lose before you can even pull the trigger."""
Shannon,"""...If you're going to lose anyway, you'd at least want to have pulled the trigger first."" ",""".........If you're going to lose anyway, you'd at least want to have pulled the trigger first.""","""......If you're going to lose anyway, you'd at least want to have pulled the trigger first.""",「………同じ負けるなら、せめて引き金を引いてから負けたい。」,「………同じ負けるなら、せめて引き金を引いてから負けたい」,"""......Если в любом случае проиграешь, то хочешь хотя бы первым выстрелить.""",""".........Se vai perder de um jeito ou de outro, ao menos vocês gostaria de puxar o gatilho primeiro.""",""".........If you're going to lose anyway, you'd at least want to have pulled the trigger first.""",「………都是輸的話，至少要扣下扳機再輸。」,「………都是输的话，至少要扣下扳机再输。」,""".........If you're going to lose anyway, you'd at least want to have pulled the trigger first.""","""... Se devi proprio perdere, vorresti almeno premere il grilletto per primo.""",""".........If you're going to lose anyway, you'd at least want to have pulled the trigger first.""",""".........If you're going to lose anyway, you'd at least want to have pulled the trigger first."""
Zepar,"""Your resolve is good, you two. ......Then, ......let's go."" ","""That is a good mindset, you two. .........Now, ............here we go.""","""Your resolve is good, you two. .........Then, .........let's go.""",「いい覚悟だよ、二人とも。………では、…………行くよ。」,「いい覚悟だよ、二人とも。………では、…………行くよ」,"""Впечатляющая решимость. .........Что ж......... начнём.""","""Essa é uma boa mentalidade. .........Agora, ............lá vamos nós.""","""That is a good mindset, you two. .........Now, ............here we go.""",「你們兩個都很有覺悟哦。………那麼，…………開始了哦。」,「你们两个都很有觉悟哦。………那么，…………开始了哦。」,"""That is a good mindset, you two. .........Now, ............here we go.""","""Avete una buona determinazione, voi due. ... Bene... cominciamo.""","""That is a good mindset, you two. .........Now, ............here we go.""","""That is a good mindset, you two. .........Now, ............here we go."""
Zepar,"""One."" ","""One.""","""One.""",「１。」,「１」,"""Раз.""","""1.""","""One.""",「1。」,「1。」,"""One.""","""Uno.""","""One.""","""One."""
Furfur,"""Two."" ","""Two.""","""Two.""",「２の。」,「２の」,"""Два.""","""2 e...""","""Two.""",「2。」,「2。」,"""Two.""","""Due.""","""Two.""","""Two."""
,"""""Three."""" ","""""Three.""""","""""Three.""""",「「３。」」,「「３」」,"""""Tри.""""","""""3.""""","""""Three.""""",「「3。」」,「「3。」」,"""""Three.""""","""""Tre.""""","""""Three.""""","""""Three."""""
,"In the golden rose garden, ...when the number three was yelled, ...the sound of gunfire rang out once... ","In the golden rose garden, ...when the number three was yelled, ......the sound of gunfire rang out once......","In the golden rose garden, ...when the number three was yelled, ......the sound of gunfire rang out once......",　黄金の薔薇庭園に、…その、３の声と同時に、……一発の銃声が響き渡る……。,黄金の薔薇庭園に、…その、３の声と同時に、……一発の銃声が響き渡る……。,В золотом розарии... под выкрик цифры 'три'......прозвучал выстрел......,"No jardim de rosas douradas, ...quando o número três foi vociferado, ......o som de um disparou reverberou......","In the golden rose garden, ...when the number three was yelled, ......the sound of gunfire rang out once......",黃金的玫瑰庭園中，…與數 3 的聲音同時，……響起一聲槍響……。,黄金的玫瑰庭园中，…与数 3 的声音同时，……响起一声枪响……。,"In the golden rose garden, ...when the number three was yelled, ......the sound of gunfire rang out once......",Nel giardino di rose dorate... quando venne pronunciato il numero tre... il rumore di uno sparo risuonò una sola volta...,"In the golden rose garden, ...when the number three was yelled, ......the sound of gunfire rang out once......","In the golden rose garden, ...when the number three was yelled, ......the sound of gunfire rang out once......"
,Even the people watching couldn't tell whether that was a single gun firing... or the sound of both going off at the same time... ,Even the people watching couldn't tell whether that was a single gun firing......or the sound of both going off at the same time......, Even the people watching couldn't tell whether that was a single gun firing... or the sound of both going off at the same time......,それが一発の銃声なのか、……二人が同時に放って一つに聞こえたのかは、目の前で見ていた者さえ、わからない……。,それが一発の銃声なのか、……二人が同時に放って一つに聞こえたのかは、目の前で見ていた者さえ、わからない……。,"Даже наблюдатели не могли сказать, чей пистолет выстрелил... или же они оба выстрелили одновременно......",Nem mesmo aqueles assistindo foram capazes de dizer se foi um único disparo......ou o som de dois tiros sendo disparados simultaneamente......,Even the people watching couldn't tell whether that was a single gun firing......or the sound of both going off at the same time......,那確實是一聲槍響，……還是兩人同時開槍因而聽起來像是一聲的槍響。就連近在眼前看到的人，都搞不清楚……。,那确实是一声枪响，……还是两人同时开枪因而听起来像是一声的枪响。就连近在眼前看到的人，都搞不清楚……。,Even the people watching couldn't tell whether that was a single gun firing......or the sound of both going off at the same time......,"Nemmeno le persone che guardavano non riuscirono a capire se fosse stato il fuoco di una singola pistola... o il rumore di entrambe, avendo sparato nello stesso momento...",Even the people watching couldn't tell whether that was a single gun firing......or the sound of both going off at the same time......,Even the people watching couldn't tell whether that was a single gun firing......or the sound of both going off at the same time......
,"In the midst of the stench of gunpowder and white smoke, ...there, with gun raised and smoke trailing the barrel, ...was Kanon. ......And, lying on the earth, ...was Shannon... ","In the midst of the stench of gunpowder and white smoke, .........there, with gun raised and smoke trailing from the barrel......was Kanon. ...............Shannon......was lying on the earth face down......"," In the midst of the stench of gunpowder and white smoke, ......there, with gun raised and smoke trailing the barrel......was Kanon. .........And, lying on the earth, ......was Shannon......",　硝煙の臭いと、白煙の後には、………銃を構え、……銃口から煙を棚引かせている嘉音の姿と、……………地面に、……うつ伏せに倒れている紗音の姿があった……。,硝煙の臭いと、白煙の後には、………銃を構え、……銃口から煙を棚引かせている嘉音の姿と、……………地面に、……うつ伏せに倒れている紗音の姿があった……。,"Среди запаха пороха и белого дыма......... с поднятым пистолетом, из дула которого поднимался дым...... стоял Канон. .........А на земле......лежала Шаннон......","Em meio ao cheiro de pólvora e a fumaça branca, .........lá, com a arma apontada e uma trilha de fumaça saindo pelo cano......estava Kanon. ...............Shannon......estava caída, com o rosto virado para o chão......","In the midst of the stench of gunpowder and white smoke, .........there, with gun raised and smoke trailing from the barrel......was Kanon. ...............Shannon......was lying on the earth face down......",硝煙的臭味和白煙散去之後，………出現的是舉著槍，……槍口還在冒煙的嘉音，……………和地面上，……倒著的紗音……。,硝烟的臭味和白烟散去之后，………出现的是举着枪，……枪口还在冒烟的嘉音，……………和地面上，……倒着的纱音……。,"In the midst of the stench of gunpowder and white smoke, .........there, with gun raised and smoke trailing from the barrel......was Kanon. ...............Shannon......was lying on the earth face down......","In mezzo al tanfo della polvere da sparo e al fumo bianco... là, con la pistola verso l'alto e il fumo che percorreva la canna... vi era Kanon. ... E, accasciata a terra... c'era Shannon...","In the midst of the stench of gunpowder and white smoke, .........there, with gun raised and smoke trailing from the barrel......was Kanon. ...............Shannon......was lying on the earth face down......","In the midst of the stench of gunpowder and white smoke, .........there, with gun raised and smoke trailing from the barrel......was Kanon. ...............Shannon......was lying on the earth face down......"
{f:5:Beatrice},"""...Sh- Shannon... san......"" ","""......Sh‐......Shannon......san..................""","""......Sh, ......Shannon...san.........""",「………しゃ、……紗音……さん………………。」,「………しゃ、……紗音……さん………………」,"""......Ша... ...Шаннон...............""","""......Sha‐......Shannon......san..................""","""......Sh‐......Shannon......san..................""",「………紗、……紗音……小姐………………」,「………纱、……纱音……小姐………………」,"""......Sh‐......Shannon......san..................""","""... Sh... Shannon ... san...""","""......Sh‐......Shannon......san..................""","""......Sh‐......Shannon......san.................."""
{f:5:Beatrice},"""...No. ...Shannon fell before the gun fired..."" ","""......No. ......Shannon dropped before the gunshot......""","""......No. ......Shannon fell before the gun fired......""",「……いや。……紗音が倒れたのは、銃声より早かった……。」,「……いや。……紗音が倒れたのは、銃声より早かった……」,"""......Нет. ......Шаннон упала ещё до выстрела......""","""......Não. ......Shannon caiu antes do disparo......""","""......No. ......Shannon dropped before the gunshot......""",「……不對。……紗音臥倒，是在槍聲響起之前……」,「……不对。……纱音卧倒，是在枪声响起之前……」,"""......No. ......Shannon dropped before the gunshot......""","""... No. ... Shannon è caduta prima che la pistola facesse fuoco...""","""......No. ......Shannon dropped before the gunshot......""","""......No. ......Shannon dropped before the gunshot......"""
Ushiromiya Jessica,"""Nn...gah......"" ","""Nn.....................gah............""","""Nn......gah.........""",「う、…………………ぐ…………ッ、」,「う、…………………ぐ…………ッ、」,"""Н‐н...... гх.........""","""Nn.....................gah............""","""Nn.....................gah............""",「嗚、…………………咕…………、」,「呜、…………………咕…………、」,"""Nn.....................gah............""","""Nn... gah...""","""Nn.....................gah............""","""Nn.....................gah............"""
,Jessica's distressed expression...was enough to explain what had happened... ,Jessica's distressed expression...was enough to explain what had happened......,Jessica's distressed expression...was enough to explain what had happened......,朱志香の苦々しい表情が、それだけで、何があったのか説明する……。,朱志香の苦々しい表情が、それだけで、何があったのか説明する……。,"Обеспокоенного выражения Джессики... было достаточно, чтобы объяснить произошедшее...",A expressão aflita de Jessica...foi o suficiente para explicar o que havia acontecido......,Jessica's distressed expression...was enough to explain what had happened......,朱志香惱恨的表情就足以說明究竟發生什麼事了……。,朱志香恼恨的表情就足以说明究竟发生什么事了……。,Jessica's distressed expression...was enough to explain what had happened......,L'espressione angosciata di Jessica... era sufficiente per spiegare cosa fosse successo...,Jessica's distressed expression...was enough to explain what had happened......,Jessica's distressed expression...was enough to explain what had happened......
,"...Slowly, ...Shannon... ...stood up. ","......Slowly, ......Shannon......stood up.","......Slowly, ...Shannon......stood up.",……紗音が、……ゆっくりと、……立ち上がる。,……紗音が、……ゆっくりと、……立ち上がる。,......Медленно... Шаннон...... поднялась.,"......Lentamente, ......Shannon......se levantou.","......Slowly, ......Shannon......stood up.",……紗音，……緩緩地，……站了起來。,……纱音，……缓缓地，……站了起来。,"......Slowly, ......Shannon......stood up.",... Lentamente... Shannon... si alzò.,"......Slowly, ......Shannon......stood up.","......Slowly, ......Shannon......stood up."
,There was no bullet wound anywhere on her body. ,There was no bullet wound anywhere on her body., There was no bullet wound anywhere on her body.,体のどこにも撃たれた痕はない。,体のどこにも撃たれた痕はない。,На ней не было пулевого ранения.,Não havia nenhum ferimento de tiro em seu corpo.,There was no bullet wound anywhere on her body.,她的身體毫髮無損。,她的身体毫发无损。,There was no bullet wound anywhere on her body.,Nel suo corpo non c'era alcuna ferita per il proiettile.,There was no bullet wound anywhere on her body.,There was no bullet wound anywhere on her body.
,"...At the time of the signal, Shannon had thrown herself to the ground, ...dodging the bullet. ",".........At the time of the signal, Shannon had thrown herself to the ground......dodging the bullet.","......At the time of the signal, Shannon had thrown herself to the ground......dodging the bullet.",………紗音は、合図と同時に伏せて、……銃弾をかわしたのだ。,………紗音は、合図と同時に伏せて、……銃弾をかわしたのだ。,......Во время сигнала она упала на землю...... избежав пули.,".........No momento em que foi dado o sinal, Shannon se atirou no chão......desviando da bala.",".........At the time of the signal, Shannon had thrown herself to the ground......dodging the bullet.",………紗音在聽到信號的同時伏到地上，……躲過了子彈。,………纱音在听到信号的同时伏到地上，……躲过了子弹。,".........At the time of the signal, Shannon had thrown herself to the ground......dodging the bullet.","... Al momento del segnale, Shannon si era buttata a terra... schivandolo.",".........At the time of the signal, Shannon had thrown herself to the ground......dodging the bullet.",".........At the time of the signal, Shannon had thrown herself to the ground......dodging the bullet."
,It had been a bet. ,It had been a gamble., It had been a bet.,これは、賭けだった。,これは、賭けだった。,Это была ставка.,Foi uma aposta.,It had been a gamble.,這是一場賭博。,这是一场赌博。,It had been a gamble.,Era una scommessa.,It had been a gamble.,It had been a gamble.
,"If Kanon had turned around and taken the time to aim carefully before shooting, ...then he would have shot her as she lay there. ","If Kanon had turned around and taken the time to aim carefully before shooting, ......then he would have shot her as she lay there."," If Kanon had turned around and taken the time to aim carefully before shooting, ......then he would have shot her as she lay there.",もし嘉音が、振り返って、よく狙ってから撃つという余裕を見せたなら、……自ら体を横たえた自分はそのまま撃ち殺されていた。,もし嘉音が、振り返って、よく狙ってから撃つという余裕を見せたなら、……自ら体を横たえた自分はそのまま撃ち殺されていた。,"Если бы Канон повернулся и хорошенько прицелился перед выстрелом...... он бы выстрелил в неё, когда она легла на землю.","Se Kanon tivesse se virado e tomado tempo para mirar cuidadosamente antes de atirar, ......então ele poderia ter atirado enquanto ela estava no chão.","If Kanon had turned around and taken the time to aim carefully before shooting, ......then he would have shot her as she lay there.",如果嘉音很從容地轉過身來，仔細瞄準之後再開槍的話，……自己臥倒的紗音會被就此擊斃。,如果嘉音很从容地转过身来，仔细瞄准之后再开枪的话，……自己卧倒的纱音会被就此击毙。,"If Kanon had turned around and taken the time to aim carefully before shooting, ......then he would have shot her as she lay there.",Se Kanon si fosse voltato e avesse atteso per mirare con attenzione e sparare... l'avrebbe colpita non appena si fosse accasciata.,"If Kanon had turned around and taken the time to aim carefully before shooting, ......then he would have shot her as she lay there.","If Kanon had turned around and taken the time to aim carefully before shooting, ......then he would have shot her as she lay there."
,"However, ...if Kanon shot as soon as he turned around, ...she would be able to dodge it. ","However, ......if Kanon shot as soon as he turned around, ......she would be able to dodge it."," However, ......if Kanon shot as soon as he turned around, ......she would be able to dodge it.",しかし、……もし嘉音が振り向きざまに撃つなら、……それをかわせる。,しかし、……もし嘉音が振り向きざまに撃つなら、……それをかわせる。,"Но...... поскольку Канон выстрелил сразу же, как только повернулся...... она смогла уклониться.","Entretanto, ......se Kanon atirasse assim que se virasse, ......ela seria capaz de se esquivar.","However, ......if Kanon shot as soon as he turned around, ......she would be able to dodge it.",然而，……如果嘉音只是一側身就這麼開槍的話，……那就躲得開。,然而，……如果嘉音只是一侧身就这么开枪的话，……那就躲得开。,"However, ......if Kanon shot as soon as he turned around, ......she would be able to dodge it.",Tuttavia... se le avesse sparato non appena si fosse girata... lei sarebbe stata capace di schivare il colpo.,"However, ......if Kanon shot as soon as he turned around, ......she would be able to dodge it.","However, ......if Kanon shot as soon as he turned around, ......she would be able to dodge it."
,Kanon had also made a bet. ,Kanon had also gambled., Kanon had also made a bet.,嘉音も賭けだった。,嘉音も賭けだった。,Канон тоже сделал ставку.,Kanon também apostou.,Kanon had also gambled.,嘉音也下了賭注。,嘉音也下了赌注。,Kanon had also gambled.,Anche Kanon aveva fatto una scommessa.,Kanon had also gambled.,Kanon had also gambled.
,He did not underestimate Shannon's skill with a firearm. ,He did not underestimate Shannon's skill with a firearm., He did not underestimate Shannon's skill with a firearm.,彼は紗音の射撃の腕を決して侮っていなかった。,彼は紗音の射撃の腕を決して侮っていなかった。,Он не недооценивал умение Шаннон обращаться с огнестрельным оружием.,Ele não subestimou as habilidades de Shannon em manusear uma arma de fogo.,He did not underestimate Shannon's skill with a firearm.,他絕沒有輕視紗音射擊的本領。,他绝没有轻视纱音射击的本领。,He did not underestimate Shannon's skill with a firearm.,Non sottovalutava le abilità di Shannon con un'arma da fuoco.,He did not underestimate Shannon's skill with a firearm.,He did not underestimate Shannon's skill with a firearm.
,"He was fully aware that, if he assumed Shannon would be timid enough to let him shoot first, he would lose before even pulling the trigger. ",He was fully aware that hoping Shannon would be timid enough to let him shoot first......could result in him losing before even pulling the trigger., He was fully aware that hoping Shannon would be timid enough to let him shoot first......would result in him losing before even pulling the trigger.,紗音は臆病だろうから、先に引き金を引かせてもらえるという甘い思い込みが、引き金さえ引かせずに決着をつけてしまう可能性を、充分に理解していた。,紗音は臆病だろうから、先に引き金を引かせてもらえるという甘い思い込みが、引き金さえ引かせずに決着をつけてしまう可能性を、充分に理解していた。,"Канон знал: надежда на то, что она из робости позволит ему выстрелить первым...... приведёт его к поражению ещё до нажатия на курок.",Kannon estava completamente ciente de que esperar que Shannon fosse ser tímida o suficiente para deixá‐lo atirar primeiro......poderia resultar em sua perda antes mesmo de puxar o gatilho.,He was fully aware that hoping Shannon would be timid enough to let him shoot first......could result in him losing before even pulling the trigger.,嘉音非常明白，指望膽小的紗音可能會猶疑不定，讓自己得以先開槍的，這種天真的想法，有可能讓自己在扣動扳機前就戰敗。,嘉音非常明白，指望胆小的纱音可能会犹疑不定，让自己得以先开枪的，这种天真的想法，有可能让自己在扣动扳机前就战败。,He was fully aware that hoping Shannon would be timid enough to let him shoot first......could result in him losing before even pulling the trigger.,"Era perfettamente conscio che sperare che Shannon fosse stata abbastanza timida da lasciare che egli avrebbe sparato per primo... avrebbe significato la sua sconfitta, ancora prima di premere il grilletto.",He was fully aware that hoping Shannon would be timid enough to let him shoot first......could result in him losing before even pulling the trigger.,He was fully aware that hoping Shannon would be timid enough to let him shoot first......could result in him losing before even pulling the trigger.
,"So, he had decided to shoot right away. ","So, he had decided to shoot right away."," So, he had decided to shoot right away.",だから、即座に撃つことにした。,だから、即座に撃つことにした。,Поэтому он решил выстрелить сразу же.,"Por isso, ele optou por atirar imediatamente.","So, he had decided to shoot right away.",所以，他立刻射擊了。,所以，他立刻射击了。,"So, he had decided to shoot right away.","Perciò, aveva deciso di sparare immediatamente.","So, he had decided to shoot right away.","So, he had decided to shoot right away."
,"And, he had predicted that when he shot, Shannon would reflexively pull the trigger too. ","And, he had predicted that when he shot, Shannon would reflexively pull the trigger too."," And, he had predicted that when he shot, Shannon would reflexively pull the trigger too.",そして自分が発砲すれば、紗音も反射的に引き金を引くに違いないと読んでいた。,そして自分が発砲すれば、紗音も反射的に引き金を引くに違いないと読んでいた。,"И он предвидел, что тогда Шаннон тоже рефлексивно нажмёт на курок.","E previu que, quando atirasse, Shannon iria, reflexivamente, puxar o gatilho também.","And, he had predicted that when he shot, Shannon would reflexively pull the trigger too.",按照他的預想，一旦自己開槍，紗音一定會反射性地跟著扣動扳機。,按照他的预想，一旦自己开枪，纱音一定会反射性地跟着扣动扳机。,"And, he had predicted that when he shot, Shannon would reflexively pull the trigger too.","E aveva predetto che, una volta che aveva sparato, anche Shannon avrebbe riflessivamente fatto la stessa cosa.","And, he had predicted that when he shot, Shannon would reflexively pull the trigger too.","And, he had predicted that when he shot, Shannon would reflexively pull the trigger too."
,"Since he intended to shoot right away, he would be more mentally prepared, ...so he was confident that he'd be able to shoot accurately. ","Since he was already planning to shoot right away, he was sure that his readiness would allow him to shoot with greater accuracy than her."," Since he was already planning to shoot right away, he was sure that his readiness would allow him to shoot with accuracy.",即座に撃つつもりでいる自分には心の準備がある分、……正確に撃てる自信があった。,即座に撃つつもりでいる自分には心の準備がある分、……正確に撃てる自信があった。,"Он уже планировал выстрелить сразу же...... и поэтому был уверен, что его готовность позволит ему попасть точно в цель.","Por já estar planejando atirar de imediato, ele estava certo de que sua determinação permitiria a ele, atirar com uma maior precisão que ela.","Since he was already planning to shoot right away, he was sure that his readiness would allow him to shoot with greater accuracy than her.",自己早已做好了立即開槍的心理準備，……因此也有信心能夠準確地擊中對方。,自己早已做好了立即开枪的心理准备，……因此也有信心能够准确地击中对方。,"Since he was already planning to shoot right away, he was sure that his readiness would allow him to shoot with greater accuracy than her.","Dato che aveva già deciso di sparare da subito, era sicuro che la sua prontezza gli avrebbe permesso di sparare con precisione.","Since he was already planning to shoot right away, he was sure that his readiness would allow him to shoot with greater accuracy than her.","Since he was already planning to shoot right away, he was sure that his readiness would allow him to shoot with greater accuracy than her."
