Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Eva,"""No. Not on a single occasion did they even find Father, let alone any hidden rooms. And every time, after a lot of time had passed, he would suddenly show up somewhere. Then he'd say that he'd been taking a nap in some archive or that the wind had called him down for a walk on the beach.""","""No. Father wasn't caught foolishly in a hidden room even once. Always, after a long time had passed, he would suddenly show up somewhere. Then he'd say that he'd taken a nap in some library room, or that the wind had summoned him to take a walk on the beach."" ","""No. Father wasn't caught foolishly in a hidden room even once. Every time, after a lot of time had passed, he would suddenly show up somewhere. Then he'd say that he'd taken a nap in some archive or that the wind had called him down for a walk on the beach.",「いいえ。隠し部屋は愚か、一度たりともお父様が発見されたことはないわ。そしていつも、それからだいぶ時間が経ってからひょっこりと、何処からか姿を現すの。どこかの書庫で昼寝していたとか、風に誘われて浜辺を散歩していたとか何とか言ってね。,「いいえ。隠し部屋はおろか、一度たりともお父様が発見されたことはないわ。そしていつも、それからだいぶ時間が経ってからひょっこりと、何処からか姿を現すの。どこかの書庫で昼寝していたとか、風に誘われて浜辺を散歩していたとか何とか言ってね」,"""Нет. Отец ни разу не оказался глупо пойман в потайной комнате. Каждый раз, по прошествии долгого времени, он вдруг внезапно где‐нибудь появлялся. Тогда он говорил, что вздремнул в архиве или что ветер позвал его на прогулку по пляжу.""","""Não. Não houve uma única ocasião em que encontraram o pai, nem um quarto secreto. E toda vez, depois de passado muito tempo, ele aparecia de repente em algum lugar. Dizendo que estava tirando um cochilo na biblioteca ou que o vento o chamou para uma caminhada na praia.""",「没有。别提秘密房间了，连爸都没有找到过一次。还有，爸总是在很久之后，突然从某处出现。说在哪个藏书房睡了会儿午觉呀，受风之邀去沙滩散了会儿步呀什么的。」,「沒有。別提秘密房間了，連爸都沒有找到過一次。還有，爸總是在很久之後，突然從某處出現。說在哪個藏書房睡了會兒午覺呀，受風之邀去沙灘散了會兒步呀什麼的。」,"""No. Nostro Padre non è stato sorpreso in una stanza nascosta neanche una volta. Ogni volta, dopo che passava un po' di tempo, compariva improvvisamente da qualche parte. E poi diceva che si era fatto un sonnellino in qualche archivio o che il vento lo aveva chiamato per una passeggiata sulla spiaggia.","""No. Not on a single occasion did they even find Father, let alone any hidden rooms. And every time, after a lot of time had passed, he would suddenly show up somewhere. Then he'd say that he'd been taking a nap in some archive or that the wind had called him down for a walk on the beach.""","""No. Nunca llegaron a encontrar a padre, y mucho menos descubrir las habitaciones secretas de las que se hablaba. Y cada vez, después de mucho tiempo, él aparecía de repente en alguna parte. Entonces decía que había estado tomando una siesta en algún archivo o que el viento lo había llamado para salir a dar una caminata por la playa.""","""ﻻ ﺷﻲﺀ. ﻟﻢ ﻳﺠﺪﻭﺍ ﻭﺍﻟﺪﻱ ﻭﻟﻮ ﻣﺮﺓً، ﻧﺎﻫﻴﻚ ﻋﻦ ﻭﺟﻮﺩ ﺃﻱ ﻏﺮﻑ ﺳﺮﻳﺔ. ﻟﻜﻨﻪ ﺩﺍﺋﻤًﺎ ﻣﺎ ﻛﺎﻥ ﻳﻈﻬﺮ ﺑﻌﺪ ﻭﻗﺖ ﻃﻮﻳﻞ، ﻛﺄﻥ ﺷﻴﺌًﺎ ﻟﻢ ﻳﻜﻦ، ﻛﺎﻥ ﻳﻈﻬﺮ ﻓﺠﺄﺓً ﻣﻦ ﻣﻜﺎﻥ ﻣﺎ. ﻗﺎﺋﻼً ﺃﻧﻪ ﻛﺎﻥ ﻳﺄﺧﺬ ﻗﻴﻠﻮﻟﺔ ﻓﻲ ﻏﺮﻓﺔ ﺍﻟﻤﺤﻔﻮﻇﺎﺕ ﺃﻭ ﺃﻥ ﺍﻟﺮﻳﺢ ﻧﺎﺩﺗﻪ ﻟﻠﺘﻨﺰﻩ ﻋﻠﻰ ﺍﻟﺸﺎﻃﺊ.""","""No. Not on a single occasion did they even find Father, let alone any hidden rooms. And every time, after a lot of time had passed, he would suddenly show up somewhere. Then he'd say that he'd been taking a nap in some archive or that the wind had called him down for a walk on the beach.""","""No. Not on a single occasion did they even find Father, let alone any hidden rooms. And every time, after a lot of time had passed, he would suddenly show up somewhere. Then he'd say that he'd been taking a nap in some archive or that the wind had called him down for a walk on the beach.""","""Hayır. Gizli odaları bir kenara bırak, tek bir kez bile Babamı bulamadılar. Ve her seferinde, uzun zaman geçtikten sonra, aniden bir yerlerde ortaya çıkıyordu. Sonra da bir arşivde kestirdiğini ya da rüzgârın onu sahilde yürüyüşe çağırdığını söylerdi."""
Ushiromiya Eva,"""...But it was always some place where the servants had already looked. ......We never knew where Father had gone.""","""...But it was always some place where the servants had already looked. ...We never knew where Father had gone. ","...But it was always some place where the servants had already looked. ......We never knew where Father had gone.",…でも、それらの場所は何れも使用人たちが必ず探している場所。……お父様がどこに行っていたのかは、いつもわからなかった。,「…でも、それらの場所は何れも使用人たちが必ず探している場所。……お父様がどこに行っていたのかは、いつもわからなかった」,"""...Но объявлялся он всегда в месте, которое слуги уже проверили. ......Мы не знали, куда уходил отец.""","""...Mas era sempre em algum lugar que os serviçais já haviam procurado. ......Nós nunca soubemos aonde ele iria sumir.""",「…可是，这些场所不管哪处，佣人们都肯定找过了。……总是不知道爸究竟去了哪儿。」,「…可是，這些場所不管哪處，傭人們都肯定找過了。……總是不知道爸究竟去了哪兒。」,... Ma era sempre qualche posto dove i domestici avevano già guardato. {n}Non scoprimmo mai dove fosse andato.,"""...But it was always some place where the servants had already looked. ......We never knew where Father had gone.""","""... Pero era siempre en algún lugar donde los sirvientes ya habían revisado... Nunca supimos adónde había ido padre.""","""...ﻟﻜﻦ ﺩﺍﺋﻤًﺎ ﻣﺎ ﺗﻜﻮﻥ ﺗﻠﻚ ﺍﻷﻣﺎﻛﻦ ﻗﺪ ﻓﺘّﺶ ﻓﻴﻬﺎ ﺍﻟﺨﺪﻡ ﺑﺎﻟﻔﻌﻞ. ......ﻟﻢ ﻳﻌﺮﻑ ﺃﺣﺪ ﺃﻳﻦ ﻛﺎﻥ ﻳﺬﻫﺐ ﺣﻘًﺎ.""","""...But it was always some place where the servants had already looked. ......We never knew where Father had gone.""","""...But it was always some place where the servants had already looked. ......We never knew where Father had gone.""","""...Ama orası her zaman hizmetkârların çoktan baktığı bir yer olurdu. ......Babamın nereye gittiğini hiç öğrenemedik."""
Ushiromiya Eva,"""By that time, Father was already famous for his adoration of the occult, so some of the servants exaggerated, saying that he might have turned into butterflies and danced around the rose garden.""","Even at that time, Grandfather was famous for his occult inclinations, so some of the servants exaggerated, saying that he might have turned into butterflies and danced around the rose garden."" "," Since that time, Grandfather started to become famous for his adoration of the occult, so some of the servants exaggerated, saying that he might have turned into butterflies and danced around the rose garden.""",当時からお父様はオカルトに傾倒していることが有名だったから、一部の使用人たちは、蝶にでも化けて、薔薇庭園を舞っていたのだろうなんてうそぶいていたっけ。」,「当時からお父様はオカルトに傾倒していることが有名だったから、一部の使用人たちは、蝶にでも化けて、薔薇庭園を舞っていたのだろうなんてうそぶいていたっけ」,"""С этого времени он начал становиться знаменитым из‐за своего увлечения оккультизмом, и многие слуги преувеличивали, говоря, что он мог превратиться в бабочек и танцевать вокруг розария.""","""Com o tempo, ele já havia se tornado famoso por sua adoração ao ocultismo, por isso alguns serviçais exageravam, dizendo que ele teria se transformado em borboletas douradas e começado a dançar ao redor do jardim de rosas.""",「由于当时爸就出了名地倾倒于神秘学，所以好像有一部分佣人还胡吹过，爸变成了蝴蝶，在玫瑰庭园里翩翩起舞。」,「由於當時爸就出了名地傾倒于神秘學，所以好像有一部分傭人還胡吹過，爸變成了蝴蝶，在玫瑰庭園裡翩翩起舞。」,"Da quel momento, nostro Padre cominciò a diventare famoso per la sua passione per l'occulto, quindi alcuni dei domestici esageravano, dicendo che poteva essersi trasformato in farfalle e danzato intorno al roseto.""","""By that time, Father was already famous for his adoration of the occult, so some of the servants exaggerated, saying that he might have turned into butterflies and danced around the rose garden.""","""Por aquel entonces, padre ya era famoso por su adoración al ocultismo, así que algunos de los sirvientes exageraron, diciendo que podría haberse convertido en mariposas y haber descendido al jardín de rosas.""","""ﻭﻣﻊ ﺍﻧﻐﻤﺎﺳﻪ ﺍﻟﻤﻌﺮﻭﻑ ﻓﻲ ﺍﻷﻣﻮﺭ ﺍﻟﻐﺎﻣﻀﺔ، ﺑﺪﺃ ﺑﻌﺾ ﺍﻟﺨﺪﻡ ﺑﺎﻟﻤﺒﺎﻟﻐﺔ ﻗﺎﺋﻠﻴﻦ ﺃﻧﻪ ﻗﺪ ﺗﺤﻮﻝ ﺇﻟﻰ ﻓﺮﺍﺷﺔ ﺗﺮﻓﺮﻑ ﺣﻮﻝ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ.""","""By that time, Father was already famous for his adoration of the occult, so some of the servants exaggerated, saying that he might have turned into butterflies and danced around the rose garden.""","""By that time, Father was already famous for his adoration of the occult, so some of the servants exaggerated, saying that he might have turned into butterflies and danced around the rose garden.""","""O zamanlar Babam okültizme olan hayranlığıyla çoktan ünlenmişti, bu yüzden bazı hizmetkârlar olayı abartarak onun kelebeklere dönüşüp gül bahçesinin etrafında dolaşmış olabileceğini söylüyorlardı."""
Ushiromiya Kyrie,"""So in short, Father frequently disappeared, and no one knew where he went.""","""So in short, Father frequently disappeared, and no one knew where he went."" ","""So in short, Father frequently disappeared, and no one knew where he went.""",「つまり、お父さんは、誰も知らないどこかへ姿を消すことが頻繁にあったのね。」,「つまり、お父さんは、誰も知らないどこかへ姿を消すことが頻繁にあったのね」,"""Короче говоря, отец часто исчезал, и никто не знал, куда он пошёл.""","""Resumindo, ele frequentemente desaparecia, e ninguém sabia aonde ele ia.""",「换言之，爸曾经频繁不为人知地消失，去了某处。」,「換言之，爸曾經頻繁不為人知地消失，去了某處。」,"""Quindi in breve, nostro Padre spariva di frequente e nessuno sapeva dove andava.""","""So in short, Father frequently disappeared, and no one knew where he went.""","""Así que en resumen, padre frecuentemente desaparecía, y nadie sabía hacia dónde había ido.""","""ﺑﺎﺧﺘﺼﺎﺭ، ﻛﺎﻥ ﺃﺑﻲ ﻳﺨﺘﻔﻲ ﻛﺜﻴﺮًﺍ، ﻭﻟﻢ ﻳﻌﺮﻑ ﺃﺣﺪٌ ﻣﻜﺎﻧﻪ.""","""So in short, Father frequently disappeared, and no one knew where he went.""","""So in short, Father frequently disappeared, and no one knew where he went.""","""Kısacası, Babam sık sık ortadan kayboluyordu ve kimse nereye gittiğini bilmiyordu."""
Ushiromiya Rudolf,"""Yeah. Since we couldn't find him no matter how much we looked inside the mansion, we grew increasingly of the opinion that Dad might have gone somewhere outside it. But there isn't much to speak of in the area outside the mansion. ......Which leaves only the expansive forest.""","""Yeah. Since we couldn't find him no matter how much we looked inside the mansion, we got more and more sure that Dad might've been somewhere outside. But the area outside the mansion isn't large at all. ...Which leaves only the forest."" ","""Yeah. Since we couldn't find him no matter how much we looked inside the mansion, we grew increasingly of the opinion that Father might have gone somewhere outside the mansion. But the area outside the mansion isn't large at all. ......Which leaves only the forest.",「あぁ。どんなに屋敷中を探しても見付からないんだから、親父は屋敷の外へ行っているのだろうという見解になった。だが、屋敷の外ったって、それほど大した場所はない。……となると残るのは、広大な森だ。,「あぁ。どんなに屋敷中を探しても見付からないんだから、親父は屋敷の外へ行っているのだろうという見解になった。だが、屋敷の外ったって、それほど大した場所はない。……となると残るのは、広大な森だ」,"""Да. Так как мы не могли найти его, сколько бы не искали внутри особняка, мы всё больше утверждались во мнении, что отец ушёл куда‐то вне особняка. Но район за пределами особняка не такой уж большой. ......Остаётся только лес.""","""Sim. Como não conseguimos encontrar, não importando o quanto procurássemos dentro da mansão, a opinião de que ele ia para algum outro lugar cresceu cada vez mais forte. Mas não há muito o que falar sobre a área fora da mansão. ......Sobra apenas uma imensa floresta.""",「没错。因为在大屋里无论怎么找都找不到，所以都得出了一个“爸是去了大屋外面吧”的看法。但是，即便是大屋外面也没多少地方。……如此一来，剩下的就是广大的森林。」,「沒錯。因為在大屋裡無論怎麼找都找不到，所以都得出了一個“爸是去了大屋外面吧”的看法。但是，即便是大屋外面也沒多少地方。……如此一來，剩下的就是廣大的森林。」,"""Già. Dato che non riuscivamo a trovarlo a prescindere da quanto cercassimo dentro la villa, cominciammo sempre più a credere che andasse da qualche parte fuori da essa. Ma l'area all'esterno della villa non è grande. ... Il che faceva rimanere solo la foresta.","""Yeah. Since we couldn't find him no matter how much we looked inside the mansion, we grew increasingly of the opinion that Dad might have gone somewhere outside it. But there isn't much to speak of in the area outside the mansion. ......Which leaves only the expansive forest.""","""Sí. Como no podíamos encontrarlo por mucho que buscáramos dentro de la mansión, cada vez éramos más partidarios de que papá podría haberse ido a algún lugar de los alrededores de esta. Pero no hay mucho que decir de los alrededores de la mansión... Lo que solo nos deja el extenso bosque.""","""ﻧﻌﻢ. ﻭﺑﻤﺎ ﺃﻧﻨﺎ ﻟﻢ ﻧﻌﺜﺮ ﻋﻠﻴﻪ ﻣﻬﻤﺎ ﺑﺤﺜﻨﺎ ﻋﻨﻪ ﺩﺍﺧﻞ ﺍﻟﻘﺼﺮ، ﺃﺻﺒﺤﻨﺎ ﻋﻠﻰ ﻳﻘﻴﻦ ﺃﻛﺜﺮ ﻓﺄﻛﺜﺮ ﻣﻦ ﺃﻥ ﺃﺑﻲ ﻛﺎﻥ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ ﺑﺎﻟﺨﺎﺭﺝ. ﻟﻜﻦ ﺍﻟﻤﻨﻄﻘﺔ ﺧﺎﺭﺝ ﺍﻟﻘﺼﺮ ﻟﻴﺴﺖ ﻛﺒﻴﺮﺓ ﻋﻠﻰ ﺍﻹﻃﻼﻕ... ......ﻣﻤﺎ ﻳﻌﻨﻲ ﺃﻧﻪ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ ﺩﺍﺧﻞ ﺍﻟﻐﺎﺑﺔ.""","""Yeah. Since we couldn't find him no matter how much we looked inside the mansion, we grew increasingly of the opinion that Dad might have gone somewhere outside it. But there isn't much to speak of in the area outside the mansion. ......Which leaves only the expansive forest.""","""Yeah. Since we couldn't find him no matter how much we looked inside the mansion, we grew increasingly of the opinion that Dad might have gone somewhere outside it. But there isn't much to speak of in the area outside the mansion. ......Which leaves only the expansive forest.""","""Evet. Malikanenin içinde ne kadar ararsak arayalım onu bulamadığımız için, Babamın malikanenin dışında bir yere gitmiş olabileceği düşüncesi de giderek güçlendi. Ama malikânenin dışındaki alanda bahsedilecek pek bir şey yok. ......Bu da geriye sadece geniş bir orman bırakıyor."""
Ushiromiya Rudolf,"""And if you tie that in with the legend of the witch from the forest, you get a theory like this: Dad had actually built a hidden mansion somewhere in the forest, inside of which a mistress by the name of {f:5:Beatrice} lived, and he sometimes went to see her.""","""And if you tie that in with the legend of the witch, you get a theory like this: Father actually built a hidden mansion somewhere in the forest, inside of which a mistress by the name of {f:5:Beatrice} lived, and he sometimes went to see her."" "," And if you tie that in with the legend of the witch, you get a theory like this: Father actually built a hidden mansion somewhere in the forest, inside of which a mistress by the name of Beatrice lived, and he sometimes went to see her.""",それで森の魔女伝説と融合して、出来た仮説はこうだった。親父は実は、森のどこかに隠し屋敷を作っていて、そこにベアトリーチェという名の愛人を住まわせていて、時折通っているんじゃないかってわけだ。」,「それで森の魔女伝説と融合して、出来た仮説はこうだった。親父は実は、森のどこかに隠し屋敷を作っていて、そこにベアトリーチェという名の愛人を住まわせていて、時折通っているんじゃないかってわけだ」,"""А если связать это с легендой о ведьме, то получается следующая версия: отец на самом деле построил где‐то в лесу потайной особняк, в котором живёт любовница по имени {f:5:Беатриче}, и иногда навещал её.""","""E se juntar isso à lenda da bruxa da floresta, você tem uma teoria como essa: ele construiu uma mansão escondida em algum lugar da floresta, dentro dela vivia uma amante chamada {f:5:Beatrice}, e algumas vezes ele ia visitá‐la.""",「将此与森林魔女的传说融合起来，得出的假说是这样的。会不会，爸其实在森林的某处建了栋秘密宅邸，让名为贝阿朵莉切的情妇住了进去，隔段时间就去一趟那里。」,「將此與森林魔女的傳說融合起來，得出的假說是這樣的。會不會，爸其實在森林的某處建了棟秘密宅邸，讓名為貝阿朵莉切的情婦住了進去，隔段時間就去一趟那裡。」,"E se si lega questo fatto alla leggenda della strega, si ottiene una teoria come questa, Nostro Padre in realtà aveva costruito una villa nascosta da qualche parte nella foresta, dentro la quale viveva un'amante di nome Beatrice e qualche volta lui andava a vederla.""","""And if you tie that in with the legend of the witch from the forest, you get a theory like this: Dad had actually built a hidden mansion somewhere in the forest, inside of which a mistress by the name of {f:5:Beatrice} lived, and he sometimes went to see her.""","""Y si unes eso a la leyenda de la bruja del bosque, obtienes una teoría como esta: Papá había construido una mansión oculta en algún lugar del bosque, dentro de la cual vivía una amante llamada {f:5:Beatrice}, a la que iba a ver algunas veces.""","""ﻭﺇﺫﺍ ﺭﺑﻄﺖ ﺫﻟﻚ ﺑﺄﺳﻄﻮﺭﺓ ﺍﻟﺴﺎﺣﺮﺓ، ﻓﺴﺘﺤﺼﻞ ﻋﻠﻰ ﻧﻈﺮﻳﺔ ﻣﻔﺎﺩﻫﺎ: ﺃﻥ ﺃﺑﻲ ﻗﺪ ﺑﻨﻰ ﺑﺎﻟﻔﻌﻞ ﻗﺼﺮًﺍ ﺳﺮﻳًﺎ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ ﻓﻲ ﺍﻟﻐﺎﺑﺔ، ﺗﻌﻴﺶ ﻓﻴﻪ ﻋﺸﻴﻘﺔ ﺑﺎﺳﻢ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻭﻛﺎﻥ ﻳﺬﻫﺐ ﺃﺣﻴﺎﻧًﺎ ﻟﺮﺅﻳﺘﻬﺎ.""","""And if you tie that in with the legend of the witch from the forest, you get a theory like this: Dad had actually built a hidden mansion somewhere in the forest, inside of which a mistress by the name of {f:5:Beatrice} lived, and he sometimes went to see her.""","""And if you tie that in with the legend of the witch from the forest, you get a theory like this: Dad had actually built a hidden mansion somewhere in the forest, inside of which a mistress by the name of {f:5:Beatrice} lived, and he sometimes went to see her.""","""Ve bunu ormandaki cadı efsanesiyle birleştirirseniz, şöyle bir teori elde edersiniz: Babam aslında ormanın içinde bir yerlerde, içinde {f:5:Beatrice} adında bir metresin yaşadığı gizli bir malikane inşa etmişti ve ara sıra onu görmeye giderdi."""
Ushiromiya Krauss,"""...I was also young at the time. At one point, I became intent on catching Father cheating, and I tried to follow him when he went outside.""","""...I was also young at the time. I was so eager to find where Father was having his affair that, at one time, I followed him when he went outside."" ","""...I was also young at the time. I was so enthusiastic to find where Father was having his affair that, at one time, I followed him when he went outside.",「…私も当時は若くてね。親父殿の浮気の現場を押さえてやろうと意気込み、表へ出る親父の後をつけようとしたことがある。,「…私も当時は若くてね。親父殿の浮気の現場を押さえてやろうと意気込み、表へ出る親父の後をつけようとしたことがある」,"""...Я тоже был юн в то время. Я был полон энтузиазма выяснить, где отец встречался с ней, и однажды последовал за ним, когда он вышел на улицу.""","""...Eu era jovem naquela época. Em determinado momento, comecei a me atentar as traições do pai, e tentei segui‐lo quando ele saia.""",「…当时也是因为年轻啊。我干劲十足地想要当场捉奸，因此跟踪过出门时的爸。」,「…當時也是因為年輕啊。我幹勁十足地想要當場捉奸，因此跟踪過出門時的爸。」,"""... Anche io ero giovane in quel periodo. Ero così entusiasta all'idea di trovare dove nostro Padre stava avendo la sua tresca che, una volta, l'ho seguito quando stava uscendo.","""...I was also young at the time. At one point, I became intent on catching Father cheating, and I tried to follow him when he went outside.""","""... Yo era joven en ese entonces. Estaba tan empañado en descubrir el amorío de padre que, una vez, lo seguí cuando salió.""","""...ﻛﻨﺖ ﻓﻲ ﺷﺒﺎﺑﻲ ﻣﺘﻬﻮﺭًﺍ. ﻭﺭﺍﻭﺩﺗﻨﻲ ﻓﻜﺮﺓ ﺃﻧﻨﻲ ﺳﺄﻗﺒﺾ ﻋﻠﻰ ﻭﺍﻟﺪﻱ ﻣﺘﻠﺒﺴًﺎ ﺑﺨﻴﺎﻧﺔ ﺃﻣﻲ، ﻟﺬﻟﻚ ﺣﺎﻭﻟﺖ ﺗﺘﺒﻌﻪ ﻋﻨﺪﻣﺎ ﺧﺮﺝ ﻣﻦ ﺍﻟﻘﺼﺮ.""","""...I was also young at the time. At one point, I became intent on catching Father cheating, and I tried to follow him when he went outside.""","""...I was also young at the time. At one point, I became intent on catching Father cheating, and I tried to follow him when he went outside.""","""...O zamanlar ben de gençtim. Bir noktada, Babamı aldatırken yakalamaya niyetlendim ve dışarı çıktığında onu takip etmeye çalıştım."""
Ushiromiya Krauss,"""...I failed, of course. Every time Dad went outside, he was oddly intent on staying out of sight, and was extremely cautious that he wasn't being watched. He was like that to a very odd extent.""","""...Of course, it was a failure. Every time Father went out, he was oddly intent on avoiding places where he might be seen...and was extremely careful to prevent anyone from spotting him. And, he was extraordinarly earnest in his attempts to do so. ","...Of course, it was a failure. Every time Father went outside, he was oddly intent on avoiding places where he was visible, and was extremely cautious to prevent anyone from seeing him. He was like that to a very odd extent. ",…もちろん失敗したよ。親父は表へ出る時、異様に人目を嫌い、誰かに見られてないか警戒していた。それこそ異常なくらいにね。,「…もちろん失敗したよ。親父は表へ出る時、異様に人目を嫌い、誰かに見られてないか警戒していた。それこそ異常なくらいにね」,"""...Разумеется, это был провал. Каждый раз, когда отец выходил наружу, он старался избегать мест, где был виден, и был крайней предусмотрителен, чтобы не попадаться другим на глаза. Он вёл себя так до такой степени, что это казалось странным.""","""...Eu falhei, é claro. Ela saia todos os dias, e estava estranhamente decidido a ficar fora de vista, sendo extremamente cauteloso para que ninguém o visse. E ele era extremamente honesto quanto às suas tentativas de fazer isso.""",「…不过，当然是失败了。爸走在外面时，非比寻常地忌讳他人的目光，警觉地提防着有没有被人看到。警觉到反常啊。」,「…不過，當然是失敗了。爸走在外面時，非比尋常地忌諱他人的目光，警覺地提防著有沒有被人看到。警覺到反常啊。」,"... Ovviamente, fu un fallimento. Ogni volta che usciva, era stranamente intento ad evitare posti dove fosse visibile, ed era estremamente cauto nel prevenire che qualcuno lo vedesse. Lo faceva in un modo molto strano.","""...I failed, of course. Every time Dad went outside, he was oddly intent on staying out of sight, and was extremely cautious that he wasn't being watched. He was like that to a very odd extent.""","""... Por supuesto, fracasé. Cada vez que padre salía, curiosamente trataba de evitar lugares donde fuese visible, y era extremadamente cuidadoso impidiendo que cualquiera le viese. Él actuaba así hasta un punto muy extraño.""","""...ﻟﻜﻨﻨﻲ ﻓﺸﻠﺖ ﻃﺒﻌًﺎ. ﻓﻲ ﻛﻞ ﻣﺮﺓٍ ﻳﺨﺮﺝ ﻓﻴﻬﺎ ﻭﺍﻟﺪﻱ، ﻛﺎﻥ ﺣﺮﻳﺼًﺎ ﺑﺸﻜﻞٍ ﻋﺠﻴﺐٍ ﻋﻠﻰ ﺍﻟﺒﻘﺎﺀ ﺑﻌﻴﺪًﺍ ﻋﻦ ﺍﻷﻧﻈﺎﺭ، ﻭﻛﺎﻥ ﺷﺪﻳﺪ ﺍﻟﺤﺬﺭ ﻣﻦ ﺃﻻ ﻳُﺮﺍﻗﺐ. ﻛﺎﻥ ﻛﺬﻟﻚ ﺇﻟﻰ ﺩﺭﺟﺔٍ ﻏﺮﻳﺒﺔٍ ﻟﻠﻐﺎﻳﺔ.""","""...I failed, of course. Every time Dad went outside, he was oddly intent on staying out of sight, and was extremely cautious that he wasn't being watched. He was like that to a very odd extent.""","""...I failed, of course. Every time Dad went outside, he was oddly intent on staying out of sight, and was extremely cautious that he wasn't being watched. He was like that to a very odd extent.""","""...Tabii ki, başarısız oldum. Babam ne zaman dışarı çıksa, tuhaf bir şekilde gözden uzak durmaya çalışır ve izlenmediğine dair son derece temkinli davranırdı. Çok garip bir raddedeydi."""
Ushiromiya Krauss,"""But that actually made me sure. He must have been going out for some reason that the members of his family couldn't know about.""","But that actually made me sure. He must have been going out for some reason that the members of his family couldn't know about."" ","But that actually made me sure. He must have been going out for some reason that the members of his family couldn't know about.""",だから逆に確信したよ。家人に知られてはならぬ理由で出掛けているに違いないとね。」,「だから逆に確信したよ。家人に知られてはならぬ理由で出掛けているに違いないとね」,"""Но это только придало мне уверенности. Он наверняка выходил по какой‐то особой причине, которую члены его семьи знать не могли.""","""Mas aquilo só me deu certeza. Ele devia estar saindo por algum motivo pelo qual os membros da família não podiam saber.""",「所以，反而让我确信了。爸肯定是因不能让家人知道的理由出的门。」,「所以，反而讓我確信了。爸肯定是因不能讓家人知道的理由出的門。」,"Ma in realtà me ne diede la certezza. Doveva uscire per qualche ragione che i membri della famiglia non potevano conoscere.""","""But that actually made me sure. He must have been going out for some reason that the members of his family couldn't know about.""","""Pero eso me hizo estar seguro. Él debe de haber estado saliendo por algún motivo que los miembros de su familia no podían saber.""","""ﻟﻜﻦ ﺫﻟﻚ ﺟﻌﻠﻨﻲ ﻣﺘﺄﻛﺪًﺍ. ﻻ ﺑﺪ ﺃﻧﻪ ﻳﺬﻫﺐ ﻟﺴﺒﺐٍ ﻣﺎ ﻻ ﻳﻌﺮﻓﻪ ﺃﻓﺮﺍﺩ ﺃﺳﺮﺗﻪ.""","""But that actually made me sure. He must have been going out for some reason that the members of his family couldn't know about.""","""But that actually made me sure. He must have been going out for some reason that the members of his family couldn't know about.""","""Ama bu gerçekten emin olmamı sağladı. Aile üyelerinin bilmediği bir sebepten dolayı dışarı çıkıyor olmalıydı."""
Ushiromiya Hideyoshi,"""And that would be going to meet his mistress. Probably tryin' to avoid being seen.""","""And that'd be going to meet his mistress. Probably tryin' to avoid being seen."" ","""And that would be going to meet his mistress. Probably tryin' to avoid being seen.""",「そら、愛人のところへ出掛けるんや。人目も忍ぶやろな。」,「そら、愛人のところへ出掛けるんや。人目も忍ぶやろな」,"""И ею должна была быть встреча с любовницей. Вероятно, он избегал быть увиденным.""","""E isso seria ir encontrar com sua amante? Provavelmente tentando evitar ser visto?""",「这肯定是去情妇那里呐。是得避人耳目呐。」,「這肯定是去情婦那裡吶。是得避人耳目吶。」,"""Ovvero che andava ad incontrare l'amante. Probabilmente provando ad evitare di essere visto.""","""And that would be going to meet his mistress. Probably tryin' to avoid being seen.""","""Y ese motivo sería reunirse con su amante. Probablemente 'taba tratando de evitar ser visto.""","""ﻭﻗﺪ ﻳﻌﻨﻲ ﻫﺬﺍ ﺃﻧﻪ ﻳﺬﻫﺐ ﻟﻤﻘﺎﺑﻠﺔ ﻋﺸﻴﻘﺘﻪ، ﻭﻛﺎﻥ ﺣﺮﻳﺼًﺎ ﻋﻠﻰ ﺗﺠﻨﺐ ﺭﺅﻳﺘﻜﻢ ﻟﻪ.""","""And that would be going to meet his mistress. Probably tryin' to avoid being seen.""","""And that would be going to meet his mistress. Probably tryin' to avoid being seen.""","""Bu da metresiyle buluşmak olabilir. Muhtemelen görünmemeye çalışıyordu."""
