Speaker,Steam (ST)
Ushiromiya Rudolf,"""The letter said that you'd take ""everything of the Ushiromiya family""."" "
{f:5:Beatrice},"""Yes. I planned to take all of your wealth...and all of your lives. ...I planned to do as I pleased with everything that exists on this island."" "
,...The witch walked towards the table next to the bed. 
,"Then, for the first time, the others realized what sat on that table. "
,They were...four rifles. There was also a case filled with bullets... 
,"The witch picked up one of the lead bullets lying on the table and played with it, her face still expressionless, as she spoke. "
{f:5:Beatrice},"""If this night ended before you managed to solve the epitaph's riddle, ...I planned to follow the epitaph and commit 13 murders."" "
Ushiromiya Rosa,"""...Wh-What did you say...?"" "
Ushiromiya Kyrie,"""...That's what I thought when I first saw that epitaph. ...It almost looks like something you'd find in a serial murder mystery novel. ...That's right. If you had killed 13 people to match the epitaph, ...that would've made for quite a mysterious crime..."" "
Ushiromiya Natsuhi,"""Th-There's no way you could do that all by yourself...! No matter how many guns you had, killing 13 people...that would just be...!!"" "
{f:5:Beatrice},"""...I formed my plan with great care and constructed several alternatives. I envisioned all of the actions you might take from tonight and through tomorrow... and prepared a mystery to deal with each of those. ......I'm afraid I cannot reveal those at this point, but it really was a tightly-knit set of pleasant closed room murders."" "
Ushiromiya Rudolf,"""If there were just a few of us, you probably could've gunned us down in our sleep. But there's no way you could've killed 13 of us...! We aren't that stupid."" "
{f:5:Beatrice},"""......It would seem so. At any rate, I predicted that the epitaph being solved before the first twilight was the most unlikely result."" "
Ushiromiya Krauss,"""It would seem that us reaching this place was a miscalculation on your part."" "
{f:5:Beatrice},"""No. ...Even this was one of the results of the roulette I wished to create. This is probably the best outcome for all of you. No one will die, and you can leave this island with the gold. ...Congratulations. This game ends with a perfect victory for you all."" "
,"If no one could solve the riddle, she planned to take a gun and commit a serial murder. Everyone gulped as they watched the witch emotionlessly make her confession... "
Ushiromiya Kyrie,"""...If this confession of yours is the truth, that means you were trying to kill us."" "
{f:5:Beatrice},"""Yes. That is true."" "
Ushiromiya Rudolf,"""The hell... How can you just say it like that?"" "
Ushiromiya Krauss,"""You couldn't possibly expect us to treat you favorably after revealing that much to us, right...?"" "
{f:5:Beatrice},"""I am prepared. ......You may do as you will with me. ...If you hadn't solved the epitaph, I would have done the same to you, so it is only fair."" "
Ushiromiya Hideyoshi,"""...This girl's got guts."" "
{f:5:Beatrice},"""I planned this game because I was prepared to bet my life. I am satisfied with the result. ...If you wish to kill me now, I am prepared."" "
,"By now, she didn't even treasure her life. "
,"As the witch spoke and walked near the others, they automatically stepped back... "
{f:5:Beatrice},"""The gold belongs to all of you. I planned to give everything to the one who discovered it first, but I didn't expect there to be seven of you. ...I leave the decision of how to split the gold to you. I will not involve myself. ...And..."" "
,The witch walked even closer. 
,"The group parted, and she walked up to the antique clock behind them. "
,The clock was large and had a dignified feel to it. The witch patted it and spoke. 
{f:5:Beatrice},"""...Allow me to explain the device within this clock. ...For you have gained not just the gold, but the entirety of this island."" "
Ushiromiya Krauss,"""What...do you mean by that?"" "
Ushiromiya Kyrie,"""...... If you read it like a murder case up until the eighth twilight, then only 13 people are killed. But by the ninth twilight, ...it clearly says that none are to be left alive."" "
Ushiromiya Rudolf,"""What does that mean? That she...was planning to massacre all of us?"" "
Ushiromiya Eva,"""...Don't tell me, that clock..."" "
{f:5:Beatrice},"""As you have guessed, ...it is linked to a set of explosives."" "
Ushiromiya Kyrie,"""Are you the one who set that up? ...Or was that Ushiromiya Kinzo?"" "
{f:5:Beatrice},"""Kinzo is the one who set up the device. It's the source of his mad magical power..."" "
Ushiromiya Hideyoshi,"""...I-I don't have a clue what you're talkin' about."" "
Ushiromiya Rudolf,"""In other words, ...Dad set up this bomb, and if he ever went broke, he was prepared to die in a blast that would wipe away everything including himself......?"" "
{f:5:Beatrice},"""On this island, Ushiromiya Kinzo made a contract with the Golden Witch and obtained the gold. However, that was not all he gained."" "
Ushiromiya Natsuhi,"""...Wh-What are you talking about...?"" "
Ushiromiya Eva,"""Wait, ...don't tell me... ........."" "
Ushiromiya Krauss,"""There is that rumor about the remains of an old Japanese military base existing on Rokkenjima... Could it be..."" "
{f:5:Beatrice},"""Your guess is correct. ...Beneath this island sleep the remains of an underground Japanese military base from the time of the war. Along with 900 tons of explosives."" "
Ushiromiya Hideyoshi,"""...N-Nine hundred tons?! Th-That's unbelievable! If that exploded, the result would be unimaginable! Forget just the mansion blowin' up, ...it'd leave a massive crater!!"" "
{f:5:Beatrice},"""I believe an expert's estimate put it at a hole several dozen meters deep and a kilometer across."" "
Ushiromiya Krauss,"""...There wouldn't be...even a trace left..."" "
{f:5:Beatrice},"""Those explosives can be ignited by a special device. ...One connected to the activation switch I just flipped."" "
,The witch toyed with a switch on the top part of the antique clock. 
{f:5:Beatrice},"""...If 24:00 arrives when the switch is in this position, the bombs will explode."" "
Ushiromiya Natsuhi,"""U-Umm, it's almost 24:00 now..."" "
Ushiromiya Kyrie,"""In other words, it won't explode X hours after you flip it. ...It's a time limit bomb that only explodes at midnight. "
{f:5:Beatrice},"""Indeed. ...It is almost 24:00 now. If such an explosion is what you desire, you need only leave it like this."" "
Ushiromiya Eva,"""Who would want that...?!! Turn it off!"" "
,"By this time, Kinzo was probably the only one who knew. "
,The secret base on Rokkenjima had started out as a submarine base. 
,"However, when that plan reached a standstill, it was redefined as a top secret base for homeland defense. "
,A huge plan had been drawn up to have the army and navy perform a pincer attack on American forces if the latter decided to land on Kujuukuri Beach and press towards Tokyo. 
,"As a trump card for this massive defensive maneuver, the navy started stockpiling large quantities of explosives and fuel in absolute secrecy. "
,And the Rokkenjima base was the location of that top-secret stockpile. 
,The buried explosives weighed 900 tons in total. 
,"Also, fearing that the Americans might find out the island's secrets and seize the explosives, they set up a system for the self-destruction of the entire island... "
,"Kinzo, who knew all of this, decided not to remove this device, but to tie it in with this strange clock that could trigger such an explosion any night at midnight. "
,"...Kinzo was famous for building up his funds using a vast store of gold, then using those funds in several sink-or-swim gambles, one after another. "
,Just what did his stockpile of gold...and the 900 tons of sleeping explosives mean to him? 
,"At this point, we can only guess. Perhaps the true source of Kinzo's mad power...wasn't the gold after all. "
,"If he lost a big gamble and all that he owned, he could erase this entire island from existence with this device. "
,"For the rest of his life, he must have put the gold and everything else he had on the line... "
,"Kinzo probably stared at this clock at times, ...sometimes flipping the activation switch and letting it tick down. "
,"Maybe, whenever he came up against a troubling problem, he would hide in here...and flip the switch... "
,...With the intention of blowing everything away if he didn't think of a brilliant plan before 24:00 came. 
,"He could gaze at this mountain of gold, listening to the clock tick towards his death as he searched for an idea... "
,"Perhaps Ushiromiya Kinzo's real study wasn't the one in the mansion, but this place instead... "
Ushiromiya Rudolf,"""...That sort of switch sounds just like Dad. ...So, maybe each time Dad worried about something, all of us kids were put on the line as well..."" "
Ushiromiya Rosa,"""This is Father, ...so it wouldn't be unthinkable..."" "
{f:5:Beatrice},"""This device now belongs to all of you. ...If you desire a massive explosion, use it whenever you please."" "
Ushiromiya Hideyoshi,"""A-Are you crazy...?! Who'd want a big explosion...?!!"" "
Ushiromiya Kyrie,"""...These explosives are half a century old, right? Would they really go off?"" "
{f:5:Beatrice},"""Yes, of course. The explosives and the fuses are still working. ...I tested them myself."" "
Ushiromiya Natsuhi,"""You tested them...?"" "
Ushiromiya Rudolf,"""...You mean...that?"" "
Ushiromiya Krauss,"""I see... Now I finally understand. So, that's why the shrine disappeared without a trace..."" "
,"That summer, the shrine had disappeared completely, along with the reef under it. "
,"Though people found it odd that the waves could have wiped it out so completely, no one paid it much mind. "
,"And now, this piece fits perfectly into the hole that caused that strange feeling... "
{f:5:Beatrice},"""Indeed. ......I used that shrine to test whether the explosives were still working after half a century. I believe you are all aware of the result."" "
Ushiromiya Natsuhi,"""............"" "
{f:5:Beatrice},"""The little bit I used was enough to make that entire reef vanish. It's easy to see how 900 tons of that would cause an explosion large enough to rewrite the map..."" "
Ushiromiya Krauss,"""...If an explosion like that were to occur, it would certainly kill all of us. But what about you? I doubt you were planning to commit a group suicide with us..."" "
{f:5:Beatrice},"""This underground VIP room is connected by a subterranean passage to the remnants of the military base. If you go straight along that, you'll come out at the hidden mansion on the opposite side of the island, Kuwadorian. It's about two kilometers away. If you make it all the way there, you should be able to escape the blast."" "
Ushiromiya Kyrie,"""...I see. So, you planned to escape to there just before the blast."" "
{f:5:Beatrice},"""I have only said that such a thing is possible. ...You may not believe this, but if the ninth twilight ended before any of you could solve the riddle, ...I planned to die along with everything else."" "
Ushiromiya Rudolf,"""...There's something seriously wrong with this girl..."" "
Ushiromiya Eva,"""She's insane... There's no point overthinking it! If we hadn't solved the epitaph, she would've used those guns, or else that switch, to massacre all of us, right?! There's no doubting that now!!"" "
{f:5:Beatrice},"""You are correct. ...You have ended this game in the best possible way, without there being even a single victim. ...I wish to convey my respect and admiration. There may have been seven of you, but you did solve that riddle, which took me so long to solve, in a single night. ...That is worthy of praise."" "
Ushiromiya Krauss,"""And I admire you for your graciousness and honesty in defeat. ......We'll decide how to deal with you in the future, but I intend to do all I can to reach a gentlemanly agreement."" "
{f:5:Beatrice},"""...Pay me no mind any longer. I am already one of the dead, who was already prepared to kill everyone and die myself."" "
,"The Golden Witch {f:5:Beatrice} solved the epitaph, reached this room, and revived. "
,"And now, ...new people had solved the riddle and reached this room, ...so her role was finished. "
,"When the epitaph's riddle was solved, ...{f:5:Beatrice}'s illusion of the witch ended. "
,"Most likely, no one in this room was capable of understanding her grim determination. "
,...She herself was probably the only one who understood. 
,"As long as the many selves inside of her understood, that was enough. "
,......I am one yet many. 
,I abandoned myself to the magical roulette of endless possibilities. The result...the answer...is this. This is what the tarot cards known as the epitaph ceremony have shown me. 
,...{f:5:Beatrice} is already dead. 
,"They did not kill her. I killed her myself, ...in accordance with fate's command. They will never understand, ...for all eternity. "
,............ 
,"The witch stared up at the ceiling without speaking for a while, then looked as though she'd suddenly remembered something. "
,She grabbed at the sleeves of her dress and took out some sort of card. 
{f:5:Beatrice},"""Oh, yes. I forgot. ...I have no need for money after death. I will give this to all of you as well."" "
Ushiromiya Rosa,"""...A cash card?"" "
{f:5:Beatrice},"""I have converted a portion of the gold to cash. This is for the account that the money is in."" "
Ushiromiya Hideyoshi,"""I see. So this is source of the Golden Witch's magical energy."" "
Ushiromiya Krauss,"""How much?"" "
{f:5:Beatrice},"""I've forgotten the details. However, there is more than a billion yen."" "
Ushiromiya Rudolf,"""A billion...! Now that really would be magic!"" "
Ushiromiya Kyrie,"""True. There's nothing you couldn't do with that much money."" "
{f:5:Beatrice},"""Very true. The strongest magic to counter the Humans' anti-magic toxin is this magic of gold. ...It may be that this card holds greater power than the ingots."" "
Ushiromiya Krauss,"""Certainly. Cash would be much more agreeable than ingots."" "
{f:5:Beatrice},"""Here you go. ......I have no need of this anymore."" "
,The card she held out...was not taken by any of them. 
,Who would ever just hand over a card with a billion yen in it? 
,"The mountain of gold, the device for blowing up the island, the card with a billion yen... ...All of these surpassed their understanding. "
,"So, ...no one could bring themselves to take it. "
Ushiromiya Eva,"""...I don't like it."" "
{f:5:Beatrice},"""...What don't you like?"" "
Ushiromiya Eva,"""Here you go, here's a mountain of gold. And I'll turn off the explosives and give you a card worth a billion yen while we're at it. ...It sounds far too good to be true. ...You're trying to trick us somehow, aren't you?"" "
{f:5:Beatrice},"""I have no desire to trick you, but I won't try and force you to believe. ...I have offered you everything, revealed everything. What you believe and what you do is now for you, the new masters of the gold, to decide. You are even free to disbelieve all I say and leave this place."" "
Ushiromiya Krauss,"""Eva, I can't imagine that she's lying."" "
Ushiromiya Eva,"""And how could you know that?! I don't like how relaxed she's acting! It's as though she thinks she's already won! ...I just had an idea, a second ago!! What if she's lying about which is the ""off"" side of the switch?!"" "
Ushiromiya Rosa,"""Wh-What do you mean, Nee-san...?"" "
Ushiromiya Eva,"""Just a second ago, this woman flipped the switch to the side she said would turn off the bomb! But what if that actually armed the bomb?! We solved the riddle, so you turned the bomb's switch to ""on"", trying to blow us and everything else up, right?!"" "
{f:5:Beatrice},"""...... ...If that is what you think, then feel free to flip the switch on this clock. It will be 24:00 in one minute. ...The clock will show you the truth."" "
Ushiromiya Eva,"""...Wh-What did you say...?"" "
Ushiromiya Rudolf,"""H-Hey, what're we supposed to do...? Is the bomb set to ""on"" now? Or ""off""?!"" "
Ushiromiya Krauss,"""I can't imagine that she's lying...! It's inactive now. We shouldn't flip it...!"" "
Ushiromiya Eva,"""But I don't like it!! Why is she so resigned to her fate?! Why's she offering us things one after another?! She's tricking us to buy time!! She wants to buy time until 24:00 so that she can go down in flames along with us!!"" "
{f:5:Beatrice},"""............"" "
Ushiromiya Rosa,"""Wh-What about the switch itself? Is there some way to tell if it's on or off...?"" "
,On the upper part of the antique clock was a metal switch that could slide right or left. 
,"Right now, it was set to the left. "
,"However, there were no marks in particular on either side to tell one which was ""off"" and which was ""on"". "
Ushiromiya Rudolf,"""Hey, tell us the truth!! Which way is off?!"" "
{f:5:Beatrice},"""...Left. It's off now."" "
Ushiromiya Eva,"""You idiot! You really expect an honest answer from her?! It's the opposite... It has to be!! The right side must be ""off""!!"" "
Ushiromiya Rosa,"""W-We don't have any more time, Nee-san...!!"" "
Ushiromiya Krauss,"""Quit it, Eva!! Don't touch the switch! It's set to ""off"" now!!"" "
Ushiromiya Natsuhi,"""Eva-san, take your hand off it!!"" "
Ushiromiya Kyrie,"""I agree. It's ""off"" now. If she wanted to kill us with a bomb, she wouldn't have told us about it."" "
Ushiromiya Eva,""".........!!! ...B-{f:5:Beatriiiiiiiice}...!! Don't think you can trick me...!!!"" "
{f:5:Beatrice},"""...... ...5. ...4...3."" "
Ushiromiya Eva,"""Nng, aah...aaaaaaaaaarrrrgggghh!!!"" "
,The second hand of the clock...ticked past 24:00. 
,"October 4th ended...and the curtain rose on October 5th, 1986... "
,The switch was still pointing to the left. ...The witch's words had been proven correct. 
{f:5:Beatrice},"""...Have I gained your trust now...?"" "
Ushiromiya Eva,"""......Y-You bitch!"" "
,"With a hideous, sweat-covered expression, Eva snatched the cash card away from the witch's hand. "
Ushiromiya Eva,"""...How about a bankbook and seal? We can't withdraw anything with just a card!"" "
{f:5:Beatrice},"""All you need is the PIN. It's eight digits long."" "
Ushiromiya Eva,"""W-Wait a second!! I'm writing it down...!!"" "
,Eva and Kyrie both took out a pen and notepad and began writing the eight digit number the witch told them. 
{f:5:Beatrice},"""......That is everything I have to tell you and to give you. ...I will say nothing more. All of my tasks have been completed."" "
,"After saying this, the witch spun around...and sat down on the bed. "
,She wasn't even looking at the others anymore. 
,"She sat there like an empty husk which had, just as she had said, finished everything it existed to do... "
,"For a while, everyone watched the witch to see if she would remember something else and start talking. "
,"However, she said nothing else. "
,The witch who had called herself one of the dead was now little more than a large French doll wearing a black dress... 
,"Gold is the only physical embodiment of magic that can exist in the human world. Since ancient times, even a small bit of it could control men with its magic. "
,"In that case, how much magic power would dwell in it... if it was piled up in a mountain so high you'd have to look up to see the top? "
Ushiromiya Eva,"""Don't be stupid, we'll split it evenly! Isn't that the obvious solution?!"" "
Ushiromiya Krauss,"""Didn't we say that half of this pile would belong to me, and the other half would be split between the four of us?!"" "
,"The yells of the humans dancing around the gold reverberated throughout the underground room... In front of the pile of gold, they were arguing about how it should be split. "
Ushiromiya Eva,"""Did you solve the riddle all by yourself, Nii-san? You didn't, right?! The four of us siblings solved it together! Of course we'll split it in four equal parts!!"" "
Ushiromiya Natsuhi,"""Coward! Weren't you the ones who first made that proposal about the gold's distribution?!! How can you disregard that so easily...?!!"" "
Ushiromiya Rudolf,"""You really think you're in a position to bargain? When you're the ones hiding Dad's death...?!!"" "
Ushiromiya Rosa,"""Y-Yeah, yeah...!! You've been swindling us this whole time, treating Father's wealth as if it were your own...!"" "
Ushiromiya Kyrie,"""All you need to do is split the gold evenly, and we'll drop all the rest, including that particular issue. It sounds very fair to me."" "
Ushiromiya Krauss,"""Well, if you insist, go ahead and try splitting it four ways. Let's divide this pile up right now, and you can all take your own shares home. "
Ushiromiya Krauss,"I hope you have pockets that can hold 2.5 tons of ingots...! It seems you've all been driven mad by the gold and lost all ability to make rational judgements."" "
Ushiromiya Hideyoshi,"""What do you mean by that, Krauss nii-san?"" "
Ushiromiya Krauss,"""Look at this ingot. As you can see, there are no official markings, just Father's crest. ...How do you intend to turn unmarked gold like this into cash?"" "
Ushiromiya Rudolf,"""Nnng, ...well..."" "
Ushiromiya Krauss,"""Have you finally figured it out? This pile of gold may be worth 20 billion yen. However, that's only if you can trade it for cash. Are any of you capable of exchanging this many unmarked, unidentified ingots for cash at the proper rates?!"" "
,"If it was a necklace or a ring, exchanging it for cash would have been a manageable problem. "
,"However, doing that for several tons of unmarked gold that couldn't be made public...would be impossible for any normal person. "
,"...However, Krauss could do it. "
,"Among the several business friends that remained from Kinzo's generation, there were some who had black market ties and a lot of financial power. "
,The billion yen tied to the cash card that the Golden Witch had held out a second ago... had already been turned to cash thanks to one of Kinzo's connections... 
,"However, none of the other siblings had any connections like that. "
,They would have to rely on Krauss to get cash for the gold. 
Ushiromiya Krauss,"""Now you're finally seeing it. I apologize for hiding all of those things about Father. However, you're in no position to take advantage of that weakness."" "
Ushiromiya Eva,"""...Y-You really think you have such an advantage just because of something like that?!?!"" "
Ushiromiya Krauss,"""What do you intend to do with that gun? Please, you're scaring us."" "
,Eva was gripping the gun so hard it looked like it might snap. 
,...The four guns that the witch had placed in this room were now in the hands of the relatives. 
,"Just as the gold had led their hearts astray, it seemed these guns had the magical power to turn their hearts to violence... "
,"Finally, a scuffle arose between Eva and Krauss. "
,"Off to the side, Natsuhi started arguing with Rudolf and his wife, and the grand underground VIP room was filled with thundering jeers... "
Ushiromiya Ange,"""............"" "
,"After being forced to watch this scene for so long, Ange's face was starting to contort with pain. "
,"It was only natural, after being shown this abusive argument between her parents and her other relatives. "
Ushiromiya Lion,"""...What on earth......?"" "
,"It was painful for Lion too. Lion would have tried to intervene and calm them, if that had been possible. "
,"The gold isn't going anywhere, right? If you just slow down and think, you'll be able to resolve this. "
,"Going by what Eva and the others said, it's clear that'll they need a lot of money before the end of the year. "
,"However, the billion yen cash card should be more than enough to pay for that. "
,"That would handle their emergency expenses, so they could then convert the gold to cash at their leisure...and just split it amongst themselves. "
,"Sure, maybe Krauss was the only one capable of converting the gold. That might give him an advantage over the other siblings. "
,"However, this gold couldn't be dealt with by open means. In addition to attracting public attention, it would also lead to various legal problems. "
,It was better for this secret money to remain secret. 
,"If they wanted to get the largest portions possible, then they should all agree not to tell anyone about this gold. "
,"In other words, to maximize their profits, they would all need to make a gentleman's agreement...to keep this secret. "
,"Krauss did have a slight advantage. However, it was possible for the other relatives to refuse to cooperate and tell the world about the gold. "
,"And then, ...there was also the concealment of Kinzo's death to consider. "
,"Krauss was an investor. He needed not only financial clout, but also a certain degree of public confidence in him. "
,His advantage isn't big enough for him to act so overbearing. 
Ushiromiya Lion,"""...The mountain of gold...has made everyone lose their ability to think rationally. ...This isn't an argument between adults. ...It's just a fight between kids."" "
Ushiromiya Ange,"""What's so fun about showing us this...? Or is this the game of some new witch...? Are they watching us suffer from somewhere and laughing?!"" "
Ushiromiya Lion,"""............"" "
,"By now, ...even I didn't have a clue who was showing this to us, or for what reason. "
,"At the very least, this new tale didn't seem to be overflowing with affection. "
,"...At first, I thought it was a tale of a beautiful world, where no crime occurred and Clair's regrets had vanished. "
,But something's different. 
,This tale is clearly filled with ill will towards us. 
,"I'm sure of that much now, ...but I don't have a clue who would want to show us this. "
,"Suddenly, an explosion rang out. "
,...I didn't think it was the sound of gunfire. 
,"After all, ...people living a normal life never hear that kind of sound. "
,"*drip*, *drip*drip*drip*. It was the sound of thick raindrops hitting the floor. "
,...There was no rain in this underground room. 
,...It was blood dripping down...from Natsuhi's right eye. 
,The bullet had gone in through her right eye...towards the back of her head... 
Ushiromiya Krauss,"""...N-Natsuhi...?"" "
Ushiromiya Eva,"""...I-It's your fault...for jumping at me..."" "
,"The gun, ...which fell from Eva's grasp, ...landed on the floor with a hard metallic clang. "
,"As though in response to that sound, Natsuhi's head slowly turned to face the ceiling... "
Ushiromiya Krauss,"""...N-Natsuhi... ...Natsuhiiiiiiiiiiiii!!!"" "
,Natsuhi flopped backwards. 
,"When the back of her head hit the floor, a red splash spread out beneath it, ...forming a single flower to adorn her dead face... "
Ushiromiya Rosa,"""Natsuhi...nee-san..."" "
Ushiromiya Krauss,"""Wh-Why did you shoot her?! Why? Eva?! Evaaaaaaaaaaaaaaaaaaaaa?!?!"" "
,"Krauss howled, raised his gun, and ran at Eva. "
,"At the same time, Hideyoshi leapt between them. A scuffle broke out between the two men. "
Ushiromiya Krauss,"""How could you?! Natsuhiiiiiiiiiiiii, nngaaaaaahhhhh!!"" "
Ushiromiya Hideyoshi,"""K-Krauss nii-san, you've got it wrong... You've got it all wrong... It was...just an accident...!!"" "
Ushiromiya Krauss,"""Evaaaaaaaaaa, how could you?!! I'll kill you! I'll kill yooooooouuu!!"" "
Ushiromiya Eva,"""I......I didn't shoot... I didn't... Even though I told her to stop, she just jumped at me...!!"" "
,"Krauss, who had just seen his wife killed before his eyes, had lost all traces of rationality in his expression. "
,"He was so furious that, if he had knocked Hideyoshi aside and jumped at Eva, he might have torn her throat out. "
Ushiromiya Krauss,"""Why did you kill her?! Why?! Evaaaaaaaaaaaa!!"" "
Ushiromiya Hideyoshi,"""It was an accident, ...an accident...!! Calm down, Krauss nii-san...!! ...Owowowow......nngggggghhhh..."" "
,Another explosion rang out. Hideyoshi's face was covered with blood. 
,"The two of them had been fighting over the gun Krauss held, trying to push it away from themselves. "
,"When the barrel had turned to point at Krauss's chin, ...the sneering, formless reaper, master of the room of gold, had swung its scythe once more. "
,A line of blood...trickled from Krauss's mouth. 
Ushiromiya Hideyoshi,"""U...Uwaaaaahhhh, ...hyaaaaaaaaahhhhh...!!"" "
,"The two fell down, with Krauss's body on top of Hideyoshi. "
,"Letting out a cowardly cry, Hideyoshi backed away before Krauss's body could cover him... "
Ushiromiya Eva,"""...D-Dear...!!"" "
Ushiromiya Hideyoshi,"""I didn't do anything!! Krauss nii-san's finger just got caught on the trigger...! It's an accident, ...an accident I tell you...!!"" "
Ushiromiya Eva,"""Th-That's right, an accident... This was all an accident...!!"" "
,"As the pair of them broke down sobbing and repeatedly claiming that it was all an accident, Rosa and the others were unable to say a thing... "
,"The witch also watched this scene, but said nothing, and appeared to be completely disinterested. "
Ushiromiya Hideyoshi,"""...I-It wasn't our fault...! It was just an accident...! You saw, right?! Right? Right?!"" "
Ushiromiya Eva,"""You saw that, didn't you, Rosa?! Krauss nii-san and Natsuhi nee-san both let their emotions get ahold of them and charged at us...!"" "
Ushiromiya Rosa,"""...Who knows? I couldn't say either way."" "
Ushiromiya Eva,"""Stupid Rosa!! You saw, didn't you?! You saw it from right there, so you must know!!"" "
Ushiromiya Rosa,"""I'm sorry. I can't tell if it happened by accident...or if you killed them and tried to make it look like an accident."" "
Ushiromiya Eva,"""R-Rosa, you...!!!"" "
Ushiromiya Hideyoshi,"""Rudolf-kun...! You saw! You know what happened, right?! Right?!"" "
Ushiromiya Rudolf,"""...... ...Sorry, but I agree with Rosa. We can't tell if it was an accident or intentional."" "
,Rosa's and Rudolf's gazes looked very cold and indifferent to Eva and her husband. 
Ushiromiya Eva,"""What are we going to do? They were shot to death...! Saying it was a simple accident won't convince anyone...!!"" "
Ushiromiya Hideyoshi,"""Th-The forest! We'll say they went to the forest and went missing! That will buy us some time...!"" "
Ushiromiya Eva,"""That won't get us off the hook, right?! The police will just search the whole forest!! And anyway, why would those two go off into an uncultivated forest like that?! It'll look suspicious from the start! There's no way we'll get away with it!!"" "
Ushiromiya Hideyoshi,"""It'll be okay...! If we hide the corpses here, no one will be able to find them! If we all play dumb, it'll work!"" "
Ushiromiya Rosa,"""It won't... There's no way you can fool the police. If the two of them disappear during a family conference where we were arguing over the inheritance problem, ...the police won't just put it down as a case of missing persons."" "
Ushiromiya Eva,"""...... ...I-I just had an idea..."" "
,"Though Eva had been scratching at her head, overcome with emotion, ...her arms suddenly fell as though their strings had been cut. "
Ushiromiya Hideyoshi,"""...Wh-What did you think of?"" "
Ushiromiya Eva,"""...An accident. ...We just need to make it look like an accident."" "
Ushiromiya Hideyoshi,"""Idiot...! What kind of accident...?! There are clear gunshot wounds on both corpses, right?! Even if we burn them to make it look like they were caught in a fire, it'll still be obvious that they were killed by guns!!"" "
Ushiromiya Eva,"""...A fire? That's not good enough. ...We need more. A much more massive accident."" "
Ushiromiya Hideyoshi,"""...A-A massive accident...?"" "
,"Eva slowly walked forward, ...tapped it, and spoke. "
Ushiromiya Eva,"""An explosion accident. ...We just need the sort of accident that will leave no traces of their corpses."" "
,"As she played with the switch that would cause an automatic explosion at 24:00, ...Eva spun around to look at them, a crazed expression on her face... "
,It was truly...a mad flash of inspiration. 
,"If they flipped the switch to the right and waited for 24:00, the 900 tons of explosives would wipe out the mansion without a trace. "
,There wouldn't even be anything left of the corpses. There certainly wouldn't be any way to tell that they had died by gunshot wounds before the explosion. 
Ushiromiya Eva,"""It's an unshakable fact that this island is still filled with explosives from the war! Then, by coincidence, tomorrow night...something will set it off by chance and the whole thing will explode!! Yes, it'll be an accident! An explosion accident!! What do you say?!! There's no way the police will find out the truth!! This way, we can pull it off!! We can hide the manner of their deaths!!"" "
Ushiromiya Hideyoshi,"""Ha...hahaha... That's...crazy..."" "
,"Shaking, Hideyoshi frantically searched for a counterargument, hoping to shut down Eva's mad idea. "
,......But he couldn't find one. 
,"If they blew everything up, the facts would all be muddled... They could make it look as though Krauss and Natsuhi had died in an explosion accident...! "
Ushiromiya Eva,"""It's perfect, just perfect...!!! After all, it was an accident that they died anyway! We're just changing the type of accident!! Isn't that right? We can think up any story we want!! By chance, the rest of us will happen to be in the hidden mansion tomorrow night! Then, when the explosion accident occurs, we'll be lucky enough to survive!! That story should work!!"" "
Ushiromiya Rosa,"""...J-Just what sort of story are you planning on? ...What kind of story could explain how the two of them alone remained here while the rest of us conveniently went to the hidden mansion and managed to escape...?!"" "
Ushiromiya Eva,"""That's what we've got to think up now, stupid Rosa!!! It doesn't matter what it is, as long as we all agree to it!! I'll think of something... I {i:am} thinking... You all think too!! Someone think of somethiiiiiiiiiiiing!!!"" "
Ushiromiya Hideyoshi,"""C-Calm down, Eva... I'll think about it, and so will everyone else! We'll definitely think of something, and it'll all work out! We'll share the burden. You won't have to carry it all yourself...!! It'll all be okay... It will!! I know we'll think of a good excuse!"" "
Ushiromiya Rosa,"""...What kind of excuse? We took the kids and all the servants to go exploring an underground passageway, leaving just the two of them behind, and the rest of us all decided to spend the night in the hidden mansion? How could any excuse work? ...It's insane!"" "
Ushiromiya Eva,"""And thinking up that insane thing is our job!! Why are you acting like this has nothing to do with you?! You think of something too!!!"" "
Ushiromiya Rosa,"""......Nee-san, let me ask you a question. ...If you blow up the island, what will happen to this gold?"" "
Ushiromiya Eva,"""Nnng, ...w-well......"" "
Ushiromiya Rosa,"""We've finally gotten our hands on 20 billion yen of gold. And you want to blow it all away...?"" "
Ushiromiya Eva,"""We can just carry it away...yeah, that's right!! The explosion will happen tomorrow at midnight! We have a full day!! If we all carry it together, we might-"" "
Ushiromiya Rosa,"""You realize there's 10 tons of it, right? ...Just how much do you think our small group can carry back and forth across this long, underground passage that goes all the way across the island? You're being absurd."" "
Ushiromiya Eva,"""H-Here!! We have this card, right?! The card worth a billion yen, the one that woman gave us!! We'll just carry as much gold as we can! We have the card with a billion yen on top of that! If we split that three ways, we'll have more than 300 million each! That should be enough for all of our purposes!!"" "
Ushiromiya Rosa,"""I don't like it."" "
Ushiromiya Eva,"""...Y-You don't like what...?"" "
Ushiromiya Rosa,"""We have a mountain worth 20 billion yen right here. Why should we be satisfied with just 300 million each?"" "
Ushiromiya Eva,"""...R-Rosaaaaa..."" "
,Eva's face twisted in anguish...and was met by Rosa's look of cold unconcern. 
