Speaker,Steam (ST)
Ronoue Genji,"""...In accordance with Madam's instructions, everything is always locked at the time of the night patrol. Tonight was a special case, so everything was locked up right after seeing the children off to the guesthouse..."" "
Ushiromiya Rudolf,"""How is that possible...?! I mean, Battler and Maria-chan were inside the mansion, right?! They shouldn't have been able to get in, right?!"" "
Ushiromiya Hideyoshi,"""If everythin' really was locked up properly, that couldn't have happened...! Doesn't that prove that the buildin' wasn't completely locked up...? Well? Well?!"" "
,He was arguing that Gohda's failure to lock up properly might have allowed a stranger to sneak in. 
,"At the very least, none of them had known that Battler and Maria had visited the mansion. "
,"If those two had come and found everything locked tight, they wouldn't have been able to get inside. "
,"If they had rung the doorbell, Gohda would probably have heard them from the servant room, but Gohda said that nothing of the sort had happened. How they had entered the locked mansion was a complete mystery... "
Gohda Toshiro,"""Th-This is merely an idea, but... for example, what if Madam or someone happened to be near the entrance, noticed Battler-sama and Maria-sama knocking on the door or ringing the bell, and let them in...?"" "
Ushiromiya Rudolf,"""That couldn't have happened! You were in the servant room then, right, Gohda-san?! Isn't there a chime in the servant room that goes off when the front door opens? There's no way you would've missed anyone!"" "
Gohda Toshiro,"""Y‐yes, but, you see......"" "
Ronoue Genji,"""...At that time, Gohda was serving drinks as you requested, so he was not in the servant room."" "
Ushiromiya Rudolf,"""Why was there only one servant in the mansion on such an important day?! Why was someone as important as Genji-san on duty in the guesthouse?! Does that make any sense?! Why was the servant room left empty...?!!"" "
Ushiromiya Krauss,"""...My wife formed those shifts. ...She probably hoped that Gohda would be kind enough to serve some fashionable drinks throughout the family conference as well..."" "
Ushiromiya Hideyoshi,"""But Krauss nii-san...! This is the family conference, right?! The most important day of the year, right?! Why was Gohda-san left as the only person on shift in the mansion...?! If there had been just one more person, everythin' would be different, wouldn't it?! Right? Right?!"" "
,"With a half-crying, half-enraged jumbled-up expression, Hideyoshi yelled at Gohda. "
,"Of course, the culprit who killed everyone was the most to blame and the most despicable. "
,"...However, even if he understood that, he needed to let off some of his emotions by hating someone he could see. "
Furudo Erika,"""...I am fully aware of how everyone feels. ...However, please calm down. "
Furudo Erika,"...Either Gohda-san wasn't thorough when locking up, ...or someone let Battler-san and Maria-san in after they came back from the guesthouse, and then forgot to lock up afterwards. ...However, that doesn't necessarily have anything to do with how the culprit snuck in."" "
Furudo Erika,"""...After all, the mansion is massive. They might have come in much earlier and hid until late at night for all we know. ...I can understand that you might want to suspect certain people, but please calm down."" "
Ushiromiya Krauss,"""...Our guest is right. ...The culprit is the one we should hate, ...not the servant who just happened to be on duty... ...At any rate, let's calm down. ...I feel as terrible as the rest of you. However, we must take the initiative now and regain our composure."" "
Ushiromiya Rudolf,"""Aniki..."" "
Ushiromiya Krauss,"""Everyone feels just as sad and devastated. And none of us will ever forgive the one who did this. For that reason, we must regain our composure..."" "
Ushiromiya Hideyoshi,"""...H-He's right. ...I still have George. Krauss nii-san still has Jessica-chan. And Rudolf-kun, you still have Ange-chan waitin' for you to return, right? It's still...too soon...to start pointin' fingers..."" "
Furudo Erika,"""...The culprit is still on this island. And we can't be sure that this tragic crime is over. We need to stay calm and prevent any further tragedies."" "
,Erika's words softly consoled them...and gently admonished them. 
,"...If a servant had said the same thing, Rudolf would probably have jumped on him. "
,"However, since it had come from the lips of the guest, a neutral party, ...it seemed to reach their ears. "
Furudo Erika,"""Let's stay cool. ...We have three grown men with us, and guns as well. Judging by the pattern of the murders, the chances of the culprit having a gun are low. ...In other words, as long as we keep our heads, the culprit no longer has any way to touch us."" "
Ushiromiya Krauss,"""...She's right. We can't let the culprit do as they please any longer on our island."" "
Ushiromiya Rudolf,"""Let's find the culprit! We're in the middle of a typhoon. They can't escape from the island, and there's only so many places they can take shelter from the rain in...!"" "
Furudo Erika,"""This island is larger than you'd think. Unfortunately, it would be difficult to search the island with this many people. ...After all, if you found the culprit, you might shoot them to death on the spot as you are now. If the frightened culprit has run into that deep forest, you won't find them easily."" "
Ushiromiya Hideyoshi,"""...... ...Right. ...We should just wait for the typhoon to pass, have the boat call the police for us, and let them thoroughly search the island... The police are incredible. They'll bring hundreds of people and pick through it with a fine-toothed comb. ...That forest may be deep, but they'll definitely smoke the culprit out..."" "
Ushiromiya Krauss,"""The most important thing now... ...is to make sure no more of our beloved family members are taken from us. ......Rudolf, if something happens to you, what will happen to Ange-chan back home?"" "
Ushiromiya Rudolf,"""...Kyrie, ......Battler...... ......Dammit...dammiiiiiiit... ...I never...had a chance...to tell you the truth......"" "
Furudo Erika,"""...... ...Krauss-san, I'm sure that everyone in the cousin room is extremely agitated right now. ...If you show them that you've regained your composure, I'm sure that will help them relax a lot. ...Would you mind heading up there?"" "
Ushiromiya Krauss,"""...Good point. We have to talk with everyone about what we're going to do next."" "
Furudo Erika,"""Please go up with him, Genji-san and Gohda-san. ...I'm sure that Shannon-san, Kanon-san, and Kumasawa-san are all very agitated."" "
Gohda Toshiro,"""...Y-Yes...! Yes, I'm sure everyone is quite agitated...!"" "
Ronoue Genji,"""......Are you certain? ...Is there anything else we can help with?"" "
Furudo Erika,"""That's why I want you to go with Krauss-san. I want you there to help him if something happens. ...I'd like for the rest of us to check and see that everything's locked up here. We'll head up soon, so please go on ahead."" "
Ronoue Genji,"""Understood... ...If you need anything, please call us."" "
,"Genji bowed, and Krauss nodded. "
,"Krauss also nodded to Erika, then headed up to the second floor with Genji and Gohda. "
,"...In times of confusion, when only men are around, it's easy for a composed member of the opposite sex to take the initiative. "
,"Even without the detective's authority, she was able to control them quite naturally. "
,Erika had wanted to get rid of the servants for the time being... 
Ushiromiya Rudolf,"""Okay. In that case, let's get to checking the locks."" "
Ushiromiya Hideyoshi,"""Our problem's gonna be the big window in the lounge. It looks like it doesn't even have shutters. If they smash this, we won't be able to stop them from comin' in."" "
Ushiromiya Rudolf,"""Don't worry, the sound of the glass smashing will be more than enough warning. We'll turn them to Swiss cheese!"" "
Furudo Erika,"""...Quiet, please. I didn't have you stay down here to check the doors and windows. ...Please listen calmly to what I'm about to say."" "
,"When Erika lowered her voice, Rudolf and Hideyoshi realized that she wanted to talk about something secret, so they brought their ears closer as soon as they regained their composure... "
Furudo Erika,"""Listen up. This crime happened during a short break in the family conference. ...In that tiny span of time, six people were killed without anyone noticing. I can't imagine a crime improvised on the spot going so smoothly. This crime was committed by someone who knew the layout of this mansion well, inside and out."" "
Ushiromiya Rudolf,"""...W-Well......"" "
Ushiromiya Hideyoshi,"""...W-Well, if they didn't know the inside well... B-But..."" "
,"A short while ago, they had attacked Gohda, suspecting the servants of making a blunder. "
,"However, they'd only thought that he'd forgotten to lock up, and were attacking him for letting the mysterious culprit sneak in. ...They hadn't considered that one of the servants they knew so well might've taken those lives with their own hands. "
,"...No, they hadn't wanted to think that. "
,People can't easily suspect someone they know well of being a culprit... 
Furudo Erika,"""At the time of the crime, the mansion was locked from the inside, and only those involved with the family conference existed there."" "
Ushiromiya Rudolf,"""So, Aniki killed Kyrie and the others?! Or am I supposed to suspect Hideyoshi nii-san?! It's impossible, ...unthinkable!!"" "
Ushiromiya Hideyoshi,"""I never even considered suspectin' Krauss nii-san or Rudolf-kun...!! All of the siblings had excellent relationships with their spouses! True, the Ushiromiya family may be strict with discipline and money. But that doesn't mean we treasure our own families less than anyone else...!"" "
Furudo Erika,"""Yes, of course I believe that. I wouldn't dream that any of you would kill your own wives."" "
,"Erika had already received red truth proof from Battler that they were not the murderers. So, there was no need to argue that point... "
,"Krauss, Rudolf, Hideyoshi, ...and Gohda. ...None of those four was the killer. "
,"......And yet, ......Erika said this: "
Furudo Erika,"""However, ...what about Gohda-san? He was in the waiting room the whole time during the family conference, in a position from which he could do anything without anyone knowing."" "
Ushiromiya Hideyoshi,"""Isn't it a little early to suspect Gohda-san?! Gohda-san came to bring us drinks in the dining hall during the break. ...He was with us for quite some time. He couldn't have had time to kill six people...!"" "
Ushiromiya Rudolf,"""...However, he might've been able to let the actual killer into the mansion."" "
Furudo Erika,"""Precisely. ...Gohda-san probably didn't kill them himself. However, it's very possible that he secretly welcomed the actual murderer into the mansion."" "
,"Rudolf and Hideyoshi, stunned, looked at each other. "
,"They were family. Even a wife of the siblings would be considered family. ...Though the siblings hated each other, it wasn't possible that they'd hate each other's wives enough to kill them. "
,"Eva and Rosa were two of the siblings, but none of the others could've had any reason to kill Natsuhi, Kyrie, Battler, or the young Maria... "
,"But...to a servant like Gohda, ...perhaps they were all little more than complete strangers...... "
Furudo Erika,"""I suspect the servants on two points. First, the victims are familiar with them, and there were no signs of a fight in any of the crime scenes. I think you know well that there was no disturbance at any of those places."" "
Ushiromiya Rudolf,"""...I was thinking that too. ...Figured Kyrie was used enough to fights that she wouldn't get killed that easily, without resisting. That woman wouldn't hesitate to bite your finger off... It does make more sense if the culprit was someone she knew, who suddenly attacked when her guard was down..."" "
Ushiromiya Hideyoshi,"""C-Come to think of it, the same goes for my Eva... She knows a dozen kinds of martial arts. She spends every day practically wishin' for some ruffian to attack her. She wouldn't have been killed off so easily...!"" "
Furudo Erika,"""......Then what about Rosa-san, in the parlor? Do you think she'd be easily killed by a stranger, without resisting, while she had her only daughter with her? And this tells us something else that's important."" "
Ushiromiya Hideyoshi,"""Somethin' important...?"" "
Ushiromiya Rudolf,"""......The culprit isn't just one person, right...?"" "
Ushiromiya Hideyoshi,"""...Y-You're right... Both Rosa-san and Maria-chan were in the parlor. If they hadn't both been killed at the same time, there would've been an uproar. Since the culprit was able to do that, there can't be just one of them..."" "
Ushiromiya Rudolf,"""When it comes to Maria-chan, Rosa was like a quick-to-anger mama bear. ...She wouldn't cower in fear, even if someone pointed a gun at her. ...I see, so it had to be someone who wouldn't rouse Rosa's suspicion until the last second..."" "
Furudo Erika,"""...Now we see that the idea of an unknown outsider sneaking onto the island is actually the less realistic option. The culprit is someone familiar with this island. And there's more than one."" "
,"The culprit is someone familiar, ...and there's more than one. "
,Erika's reasoning...pointed clearly at the ones they should suspect and guard themselves against. 
Ushiromiya Rudolf,"""...So, ...you suspect the servants...?"" "
Furudo Erika,"""Yes. Under the current circumstances, they are the most suspicious. ...The second reason to suspect them is the closed rooms with the chain locks."" "
Ushiromiya Rudolf,"""Why do the chain locks make them suspicious?"" "
Furudo Erika,"""...What if there was no chain lock on the closed rooms?"" "
Ushiromiya Hideyoshi,"""Then they wouldn't be closed rooms. With a single master key, anyone could make 'em."" "
Ushiromiya Rudolf,"""...I see... ...The servants had to seal them with the chains so that they wouldn't be suspected..."" "
Furudo Erika,"""Exactly. ...By setting the chain, they don't have to worry about being suspected. ...To turn it around, if the chains weren't set, they wouldn't be able to avoid suspicion, since they hold the master keys."" "
Ushiromiya Hideyoshi,"""So, ...the only ones with somethin' to gain from settin' the chains...are the servants..."" "
Ushiromiya Rudolf,"""I'm not trying to protect them or anything, ...but if so, how did they actually set the chains?! Is it possible to set them from the outside?!"" "
Furudo Erika,"""Considering how they're built, I don't think it'd be impossible. ...Have you heard this story? Apparently, some mailmen who deliver to apartment mailboxes are known to carry loops of wire with them."" "
Ushiromiya Hideyoshi,"""Yeah, ...I've heard of that. Apartment mailboxes often have similar adjoinin' boxes around them for the nearby room numbers. I hear they'd sometimes accidentally deliver letters to the next room over if they weren't careful."" "
Furudo Erika,"""These mailboxes are almost always locked. If you put the mail into the wrong one, you'd have no way of getting it out..."" "
,"...In that situation, they're supposed to tell the owner of that mailbox about their mistake, have that person unlock the mailbox for them, and retrieve the improperly delivered mail. "
,"However, the resident of that apartment would often be out. And going through that process would be a real pain. "
,"Because of that, some mailmen would make a little tool out of wire with a loop at the end, and use that to fish the mistakenly placed postcard out through the crack of the mailbox... "
Ushiromiya Rudolf,"""...I've heard something similar from a friend of mine at a building management company. ...It seems they'd sometimes get drunks who locked themselves in the bathroom and fell asleep, so to get them out of there, they'd stick a thin, metal tool through the crack in the door and undo the latch..."" "
Furudo Erika,"""Exactly. All industries have little tools that can easily open things that normally can't be opened. ...It wouldn't be particularly surprising if the servants of a mansion had something of the sort."" "
Ushiromiya Hideyoshi,"""......G-Good point..."" "
Ushiromiya Rudolf,"""...Once you figured out the knack of it, you probably could set the chain from the outside by using a wire. ......Yeah, ...we can't be sure that it's impossible..."" "
,"...True, physically speaking, one couldn't say for sure that there existed absolutely no way to set and unset chain locks from the outside. "
,Chain locks allow for the door to be opened a crack. 
,"If you stuck something through that crack, ...you should be able to manage it easily... ...It was very natural for them to think that. "
,"However, Erika knew better. "
,"Though it might be possible in reality, ...the red truth had already declared that these closed rooms could not have been constructed from the outside. In other words, it was impossible to manipulate the chain lock from the outside. "
,"And yet, ...Erika was guiding their thoughts with the illusion that only the servants could have constructed the closed rooms... "
,"With an air of solemnly revealing some crucial point, ...she steadily steered the situation in the direction she wanted. "
,"Every part of her serious face for the last few minutes...had been an act. No, to put it in her words, it was a detective technique for tricking suspects... "
Furudo Erika,"""I plan to tell Krauss-san what I've told you. ...I'm not saying that all the servants are culprits. However, it's very likely that one of them is a culprit or has been assisting the culprit. ...We should split them apart and have people with guns keep an eye on them."" "
,Rudolf and Hideyoshi looked at each other again. 
,"...What she was saying made sense, and it sounded as though she was calmly smoking out the most suspicious people at this point in time. "
,"With her accomplished conversation techniques, Erika was cleverly grasping the initiative. ...Even without the detective's authority, it's possible to control human nature to this degree. "
,"What do you think, everyone...? "
