Speaker,Steam (ST)
,"So, she should say that she is Miyoko. She wouldn't say that someone else was Miyoko. "
,"...Once you realize that, it's probably easy to figure out who Miyoko is. "
,"I've figured out the knack of it, but too late. Too bad... "
Ushiromiya Ange,"""I know who Miyoko is. She's on the left. After all, the girls in the middle and on the right both say that someone else is Miyoko. If they were Miyoko, they couldn't lie and say that someone else was Miyoko."" "
Ushiromiya Eva,"""That's right. Miyoko is supposed to be honest. So, once someone says that someone else is Miyoko, they can't be her."" "
Ushiromiya Ange,"""So, since the middle one and the right one aren't Miyoko, the left one automatically is. And since Miyoko speaks the truth, then it's also true that the kid on the right is Satoko."" "
Ushiromiya Eva,"""Which means that the only kid left, the one in the middle, is Rika. Perfect!"" "
Ushiromiya Rudolf,"""You solved it like it was nothing! Ange, you really are smart like your Mom!"" "
,Dad rubbed my cheek and hugged me. 
Ushiromiya Rudolf,"""That's all for our puzzles."" "
Ushiromiya Kyrie,"""Listen up, Ange. Life will lead you through countless puzzles. ...Aunt Eva is here to help you now, so it's okay to rely on her. However, you'll have to solve most problems in life by yourself. When that happens, you must remember the advice you've gotten from those who have helped you in the past."" "
Ushiromiya Ange,"""Okay. I get it."" "
Ushiromiya Kyrie,"""...Eva nee-san, take care of Ange."" "
Ushiromiya Eva,"""Yes, of course."" "
,"Even though the cousins were the only ones who hadn't given us puzzles, Mom spoke as though I was leaving on a long, long trip. ...Weird. "
Ushiromiya Eva,"""Let's go, Ange-chan. The game will be over soon."" "
Ushiromiya Ange,"""I wonder what Grandpa will give us for getting all these medals...!"" "
Ushiromiya Eva,"""Me too. Still, we've already gotten many things that are far more wonderful than that prize."" "
Ushiromiya Ange,"""What do you mean...?"" "
Ushiromiya Eva,"""We've all had a lot of fun talking to you like this, Ange-chan."" "
Ushiromiya Ange,"""......? I don't get it. You're weird."" "
Ushiromiya Eva,"""I'm sorry. Let's go then. Now, all that's left are the cousins and {f:5:Beatrice}, I guess."" "
Ushiromiya Kyrie,"""What is it? Why did you tell me to come over here? ......Is it something to do with Ange?"" "
Ushiromiya Rudolf,"""No, that's not it. ............"" "
,Rudolf put a cigarette in his mouth and toyed with his lighter. 
,"...Though he should have done this easily, he somehow managed to mess up several times. "
Ushiromiya Rudolf,"""I...wanted to take this to my grave. ...No, to hide it away in a cat box. If I just kept my mouth shut until tomorrow night, I'd be able to do that. It'd be easy."" "
Ushiromiya Kyrie,"""............"" "
Ushiromiya Rudolf,"""I...might be killed tonight. ...That's what I wanted to talk about."" "
Ushiromiya Kyrie,"""...I knew it. I knew you were hiding something."" "
Ushiromiya Rudolf,"""Did you? Guess I still need more practice."" "
Ushiromiya Kyrie,"""......If it isn't about Ange, then who is it about? You aren't talking about Asumu-san, right...?"" "
Ushiromiya Rudolf,"""It's about Battler."" "
Ushiromiya Kyrie,"""...It comes to the same thing. I've tried to behave as an adult towards Battler-kun, right? Even though he's Asumu's son, I've tried to treat him the same as Ange. I do think of him as a child in our family, so don't worry."" "
Ushiromiya Rudolf,"""He's not just a kid in our family. He's my kid and yours."" "
Ushiromiya Kyrie,"""I'm sorry, but you'll have to let me draw the line there."" "
Ushiromiya Rudolf,"""You don't get it. He's my kid...and yours."" "
Ushiromiya Kyrie,"""......What?"" "
Ushiromiya Rudolf,"""You didn't have a stillbirth. Asumu did. ...Back then, when I was double-timing the two of you, I got myself stuck and couldn't find a way out..."" "
Ushiromiya Kyrie,"""You don't...mean..."" "
Ushiromiya Rudolf,"""...Asumu and I were married. You and I were cheating. Then, Asumu had a stillbirth, and you gave birth. ...My head was a mess with it all."" "
,The sin Rudolf committed when his mind was at its most chaotic... ...was to switch the two babies. 
Ushiromiya Rudolf,"""I was even better off financially back then. I was young, and I didn't give a damn about what lengths I went to. ...I threatened the hospital while slapping them with money...and switched your kid with Asumu's."" "
,"If Kyrie had a child, Rudolf would have to maintain two households. "
,"However, if Kyrie had a stillbirth and the child who survived was Asumu's, that would settle everything. "
,...The stillbirth might even have given him a chance to break off his relationship with Kyrie. 
,"...It was a grave sin, one that simply couldn't be forgiven as an act of youthful enthusiasm and immaturity. "
Ushiromiya Rudolf,"""......That's why...I should be apologizing to all three of you. ...I forced Asumu to raise a kid that wasn't hers. ...That woman wasn't anywhere near as generous and accepting as she looked. ...There's a chance she figured it out. ...However, she raised Battler, who loved her as a mother, with all the affection she had."" "
,"And in Kyrie and Battler's cases, ...he had to atone for an even greater sin. "
,He stole every moment of everyday family life that they should have shared as mother and son. 
,"Until this very day, Kyrie had believed that Battler was Asumu's child. "
,"Though she had acted kindly towards him on the surface, she had always kept a distance in her heart between herself and Asumu's son. "
,"Finally, ...Rudolf's conscience had been unable to bear seeing her like that. "
Ushiromiya Kyrie,"""...But, ...I..."" "
,"Kyrie sank into a crouch, unable to speak. "
Ushiromiya Rudolf,"""...Feel free to curse me. In fact, I couldn't complain if you killed me where I stand. That's how horrible my sin against you is. ...This is the secret I wanted to confess before the cat box closes over us."" "
Ushiromiya Kyrie,"""Battler...kun......"" "
Ushiromiya Rudolf,"""I'm so sorry, Kyrie. ...And to you, Battler......"" "
Ushiromiya Eva,"""Come to think of it, we've already gone through a ton of puzzles."" "
Ushiromiya Ange,"""Yeah. Now, there's only George onii-chan, Jessica onee-chan, Battler onii-chan, and {f:5:Beatrice} left."" "
Ushiromiya Jessica,"""Oh, they're finally here."" "
Ushiromiya George,"""We could hardly wait. Thought you might have forgotten about us."" "
,"Finally, we challenged George onii-chan and Jessica onee-chan. "
Ushiromiya Eva,"""Sorry to keep you two waiting. So, did you think up some incredibly hard ones for us?"" "
Ushiromiya Jessica,"""We decided to give you one puzzle together."" "
Ushiromiya Eva,"""My, my, even one riddle from this pair sounds challenging."" "
Ushiromiya George,"""It's a special puzzle we made just for Ange-chan, so good luck."" "
Ushiromiya Ange,"""I'll solve it. I'll definitely solve it!"" "
Ushiromiya George,"""Okay, then let's go. Jessica-chan, let's set them out."" "
Ushiromiya Jessica,"""There you go."" "
,"They placed three small, colorful, cubic boxes on the table. "
Ushiromiya Jessica,"""Two of these are traps! The other has a medal inside."" "
Ushiromiya George,"""Ange-chan, do you think you can guess which one has the medal in it...?"" "
Ushiromiya Ange,"""Not without a hint. That would just be luck!"" "
Ushiromiya George,"""That's right. So far, this is just a test of luck with three choices. In other words, your odds of winning are one in three."" "
Ushiromiya Eva,"""George, this isn't a quiz. It really is just a test of luck."" "
Ushiromiya George,"""The puzzle comes later. Let's continue."" "
Ushiromiya Jessica,"""Okay, Ange. Which of these has a medal inside, do you think? Just say the first one that pops into your head."" "
,"A red box, a blue box, and a green box. There's no way to know which one it's in. "
,...This really is...a test of luck. 
,"In a way, this is even worse than a hard puzzle. After all, if you solve a hard puzzle, you'll always be right. "
,"...But in the very beginning, I picked the almond with a 1 in 15 chance. "
,"Compared to that, a 1 in 3 chance is 5 times easier to get. "
,There's no point worrying about it. Might as well test my luck again. 
Ushiromiya Ange,"""Then, ......this one."" "
Ushiromiya George,"""The red box? Then let's set this box right in front of you. ...Wouldn't it be great if there was a medal inside? So, let's start with a little warm-up. What's the probability of the medal being inside that red box?"" "
Ushiromiya Ange,"""1 in 3."" "
Ushiromiya Eva,"""That's right. If this really is a simple test of luck."" "
Ushiromiya Jessica,"""Heheheheh. Are you sure, Ange? Are you aaabsolutely sure you're happy with that red box? After all, we're gonna make you open it in a second. ...If it's a trap, it'll be reeeally scary."" "
,Jessica onee-chan grinned threateningly. 
Ushiromiya George,"""Are you happy with the red box? ...The medal might be in the blue box or the green box. Do you want to change your mind?"" "
,"It's not fair for them to scare me like that, not after I've already made my choice. "
,And I know. 
,"All of the boxes have the same probability of having a medal in them. Whether I try to open the red box or change my mind and try the blue or green boxes, the probability will be the same. "
,"So, stick with your first choice is my motto. I'll stay with this red box. I won't change my mind. "
Ushiromiya Ange,"""I'm happy with the red box. I'll bet on it!"" "
Ushiromiya Jessica,"""That's the spirit. But seriously, the traps are terrifying. Why don't we show you just how scary they are?"" "
,"Jessica onee-chan laughed creepily, then opened the green box. "
,"And then, *bang*! Pumpkin monsters and ribbon came flying out of the box. "
,"...It scared me a little. ...No, that's a lie. It scared me a lot... "
,"If that came flying out of the box I opened, right at my face, I might fall to my knees and start crying... "
Ushiromiya Jessica,"""Ange, are you sure you want the red box...? Something really scary might come flying out, okay...? Are you sure you don't want to switch to the blue box...?"" "
Ushiromiya Ange,"""I'm not scared! I'll stick with the red box!"" "
Ushiromiya George,"""Hahahahaha, you're going a bit overboard, Jessica-chan. So, one of the boxes is now gone, and there's only two left. This is where the puzzle starts, Ange-chan."" "
Ushiromiya Ange,"""You mean, which box is the medal in?"" "
Ushiromiya George,"""We have the red box that's been sitting in front of you the whole time, and the blue box here in front of me. Which has a higher probability of having a medal inside it? That's the puzzle."" "
Ushiromiya Ange,"""Even though we don't know what's inside, there are two boxes, so there's a 50-50 chance of the medal being in either. ...They're both the same, aren't they?"" "
Ushiromiya Eva,"""...I thought that too. Still, that would make the answer too obvious, wouldn't it? I wonder if there's some trick here..."" "
,"Or, that itself might be the trick, and the obvious answer could be the right one. "
,It might be one of those classic puzzles that trips you up by making you think too hard and suspiciously. 
Ushiromiya Eva,"""...... I have two questions for you two. Is that okay?"" "
Ushiromiya George,"""Go ahead."" "
Ushiromiya Eva,"""Who do these three boxes belong to? You, Jessica-chan?"" "
Ushiromiya Jessica,"""Well, yeah."" "
Ushiromiya Eva,"""In other words, you know which colors are traps, right?"" "
Ushiromiya Jessica,"""Yeah, of course."" "
Ushiromiya Eva,"""Thanks. And now for my second question. A second ago, you opened one of the boxes to show us how scary the traps were. Would you have done that no matter which of the boxes Ange-chan chose?"" "
Ushiromiya Jessica,"""That's right. I figured giving her a bit of a scare would make for a nice psychological warfare tactic."" "
Ushiromiya Eva,"""Thanks. Those hints will be enough."" "
Ushiromiya Ange,"""Hints? Huh...??"" "
,I'm completely lost. 
,How were Aunt Eva's questions just now hints...? 
Ushiromiya George,"""Sorry. That's wrong."" "
Ushiromiya Ange,"""What?! ...Wh-Why?!"" "
,We started with three boxes. 
,"When they set the red box in front of me, the odds of there being a medal inside were, obviously, one in three. "
,"At the same time, the odds for the blue box were one in three, as were the odds for the green box. "
,"Jessica onee-chan opened the green box, so there were then only two boxes left, and the odds became 50-50. "
,"So, ...why was I wrong...??? "
Ushiromiya Eva,"""...It was you George, wasn't it? You thought this puzzle up. Did the Monty Hall problem even exist in 1986?"" "
Ushiromiya George,"""Nope, not until 1990. It's a puzzle that already exists in Ange-chan's world, so I thought it'd be okay to use it."" "
Ushiromiya Jessica,"""George nii-san ran me through the answer, but I was totally lost. ...Anyway, I don't get the details, but in this case, the odds of the blue box having the medal are about twice the odds of the red box having it."" "
,"Twice the odds? ...Even if there was a difference, I thought it'd be a tiny one. "
,...Probability is hard. 
,Didn't Onii-chan once say that people who don't get probability should never go gambling? 
,...I guess I'll never gamble for the rest of my life... 
,Aunt Eva nodded and patted my head encouragingly... 
Ushiromiya Ange,"""Oh. ...The odds are better for the blue box!"" "
Ushiromiya George,"""Hmmm. And why is that?"" "
Ushiromiya Ange,"""Well, ...I-I just sorta..."" "
Ushiromiya Eva,"""Think back to the 15 slice cake that you found the almond in. If there was only one almond, the odds of winning were 1 in 15, right?"" "
Ushiromiya Ange,"""Yeah. 1 in 15."" "
,I figured that out when the cake first appeared. 
,I'd thought that waiting for a lot of people to get wrong ones would make my chances for winning higher. 
,"But, in the end, no matter when I ate my slice, the odds were still 1 in 15. "
Ushiromiya Eva,"""Still, Ange-chan, what if the servants were also having cake, and it started with 20 slices?"" "
Ushiromiya Ange,"""......Huh? ...What...?"" "
Ushiromiya Eva,"""This is a party, right? It's not fair that the servants don't get any cake, don't you think? So, let's say it was originally a 20 slice cake. The servants took out 5 slices, then redecorated it as a 15 slice cake and let you choose a slice. If so, what would your chances of choosing the right slice be?"" "
,"If there really were 20 slices, ......then the chances would be 1 in 20. "
Ushiromiya Eva,"""However, the servants know where the almond is, so they chose 5 slices for themselves that had no almonds. In other words, they removed 5 losing slices. That would mean your chances of winning were 1 in 15, not 1 in 20."" "
Ushiromiya Ange,"""...They took out losing slices, so the odds would obviously go up."" "
Ushiromiya George,"""Just now, Jessica-san did the same thing. Jessica-chan removed one of the two boxes you didn't choose. In other words, the odds that the remaining box you didn't choose was the winner went up a bit, right...?"" "
Ushiromiya Jessica,"""Ahahahahahahahah, ...I sort of get it, but not really..."" "
,"If you remove a losing box, it's only natural that your chances of getting the right one go up. "
,"And just now, Jessica onee-chan removed a losing box ""from the pair of boxes I didn't choose"". "
,"So, doesn't it make sense that my odds of winning with ""those boxes"" went up...? "
Ushiromiya Ange,"""...Now I'm getting confused..."" "
Ushiromiya George,"""Actually, you really are incredible, Ange-chan. Even though you're only six, you're trying to understand posterior probability, a concept in probability theory. Probability really is interesting. I'm sure you'll like it when you get into high school and college. Go and enjoy studying it all you can."" "
,My little head was already filled to the brim. 
,"Bewildered, I had to beg Aunt Eva for an explanation. "
,Aunt Eva wore a bitter smile too. I'll bet she doesn't really get it herself. 
,"As we felt a sense of connection through this failure, we happily grasped the medals we had wrangled out of them... "
Ushiromiya George,"""Ange-chan, could you come over here for a second?"" "
Ushiromiya Ange,"""......? What is it, George onii-chan?"" "
,George onii-chan and Jessica onee-chan were calling to me from the window. 
,"Aunt Eva was talking with Mom and the others, and since it looked like they'd be a while, I went over to George onii-chan and Jessica onee-chan. "
Ushiromiya Ange,"""What?"" "
Ushiromiya Jessica,"""It looks like the quiz tournament is almost over."" "
Ushiromiya Ange,"""Yeah. There's only Battler onii-chan and {f:5:Beatrice} left. ...I'm starting to get sleepy."" "
,It's probably because of that adult drink I swiped from Dad. 
,"I've felt floaty ever since I drank that. ...That floaty feeling keeps getting stronger, and I've been feeling sleepy for a while now. "
,I gave a huge yawn. 
Ushiromiya George,"""Sleepy?"" "
Ushiromiya Ange,"""...Yeah. If I had a sofa, I'd probably fall asleep."" "
Ushiromiya Jessica,"""I see. ...Then I guess it's almost time for this party to end."" "
Ushiromiya Ange,"""......?"" "
,...The party will end if I fall asleep? 
,But I just wanted to take a nap while everyone else kept having fun. 
Ushiromiya George,"""Was our puzzle just now a hard one?"" "
Ushiromiya Ange,"""...Yeah. I still don't really get it. ...And, ...I'm sleepy..."" "
Ushiromiya George,"""It's called posterior probability. That's what we call it when the probability of something changes because we learn or fail to learn some piece of information."" "
Ushiromiya Ange,"""............"" "
,Did George onii-chan call me all the way over here to lecture me on math...? 
,"...For some reason, I feel even sleepier now. "
Ushiromiya George,"""So, if we have one almond in ten slices of cake, our chances of getting it are 10%. ...But what if ""we learn"" that those ten pieces were chosen at random from a hundred pieces?"" "
Ushiromiya Jessica,"""You'd think that the probability went from 1 in 10 to 1 in 100, right...?"" "
Ushiromiya George,"""Absolutely nothing has changed about your slice of cake. ...Depending on whether you know or don't know a certain fact, the probability of your slice being a winner changes. Doesn't that sound strange?"" "
Ushiromiya Ange,"""...That sounds hard, so I don't wanna think about it..."" "
Ushiromiya Jessica,"""Ange, please, just listen until the end."" "
,Jessica onee-chan's voice grew a bit stern. 
,"As young as I was, ...I couldn't understand what all this was supposed to mean to me. "
Ushiromiya George,"""There's only one thing I want to tell you. So please, don't forget this."" "
Ushiromiya Ange,"""...What?"" "
Ushiromiya George,"""In the future, various bits of information will affect the slice of cake in your hands. ...By learning about those, the insides of your slice might change. Sometimes, they'll change into things you want. ...But, most likely, almost all of the changes will be bad ones."" "
Ushiromiya Jessica,"""The truth is always right there in your hands, Ange. ...Don't you think it's stupid to let it change around just because you hear other people talking? Just because they think the truth should be one thing or another?"" "
Ushiromiya George,"""The truth inside of you has been in your hands since the beginning. ...The nature of that truth...is actually something you decide for yourself. ...You change it yourself depending on what you hear...and what you refuse to listen to."" "
Ushiromiya Jessica,"""You probably don't get what we're saying. But you have to understand. Even if you can't understand when you're 6 years old, I'm sure you will once 12 years have passed."" "
Ushiromiya Ange,"""............"" "
,"With very serious expressions on their faces, they grasped my shoulders as they spoke. "
,...I don't know what they're trying to tell me. 
Ushiromiya George,"""The truth that lies in your hands is not unchangeable. You'll be interfered with in many ways that'll make it change. ...So, if the truth in your hands is really important to you..."" "
Ushiromiya Jessica,"""You need to protect it yourself. Don't forget it."" "
Ushiromiya Ange,"""............"" "
Ushiromiya Ange,"""Next is Onii-chan and {f:5:Beatrice}'s puzzles, and then I'm done."" "
Ushiromiya Battler,"""Ah, really? Even though there were so many of us, it looks like it's finally over."" "
{f:5:Beatrice},"""How was it? Did you enjoy tonight's party...?"" "
Ushiromiya Ange,"""Yeah. It was fun. But I think I'm a bit sleepy."" "
Ushiromiya Eva,"""...That's no surprise, considering how much we've been running around."" "
,I rubbed my eyes. 
,"I must've gotten really excited. But whenever I get excited, I'm always tired afterwards. "
,"Right now, I'd rather have a sofa to lie on than medals. "
{f:5:Beatrice},"""I've got a special puzzle just for you, ...but are you sure you want it? If you're sleepy, you can stop now."" "
Ushiromiya Ange,"""No. I've come this far, so I'll keep going... ......*yaaawn*..."" "
,Onii-chan and Beato laughed at my yawn. 
Ushiromiya Battler,"""Looks like it's time to call it a day..."" "
{f:5:Beatrice},"""Indeed. Ange, let us leave my puzzle for later. It's too difficult to be solved by one with eyes as sleepy as that."" "
Ushiromiya Ange,"""......No way. ...I've...come this far, and... ...I also want...Onii-chan's medal......"" "
,I'm just so...so sleepy... ............ 
,Ange drifted over to a chair in the corner of the room and plopped down onto it. 
,"Then, she closed her eyes and sat there like a doll. "
,It didn't take long before the cute sound of her breathing in her sleep could be heard... 
,"When she saw that Ange was finally asleep, Beato spoke softly. "
{f:5:Beatrice},"""Quiet please, everyone. ...Ange fell asleep."" "
,"When she spoke, the peaceful clatter that filled the room fell silent. Everyone looked down into Ange's sleeping face. "
,"Each of them wore an affectionate gaze, as if they'd just watched a baby finally drift to sleep. "
Ushiromiya Hideyoshi,"""...Did Ange-chan have a good time?"" "
{f:5:Beatrice},"""But of course. ...The feeling might not be so strong now, but one day, she will surely remember tonight's party and understand how fun it was."" "
Ushiromiya Battler,"""...You're right."" "
Ushiromiya Eva,"""...It was fun for us too, getting to play with Ange-chan."" "
,"By this point, everyone was standing in a wide circle around Ange as she slept. "
,"Now that the guest of honor was asleep, ...this Halloween party had reached its conclusion... "
Ushiromiya Kinzo,"""So long, my granddaughter. ...I was so pleased to have this chance to play with you again after 12 years. ...It matters not if you forget everything about me. Remember me as an arrogant despot. ...But, every now and then, just try and remember how much I adored you."" "
Nanjo Terumasa,"""She will remember. ...Ange-san, you have a long life ahead of you. Even after 12 years, there is still much for you to experience. I pray that you find this life meaningful and worthwhile."" "
Ushiromiya Krauss,"""...You are the final grandchild and daughter of the Ushiromiya family. All of us pray for your happiness."" "
Ushiromiya Natsuhi,"""Ange-chan, stay well. ...Happiness isn't something you find, it's something you make. And in fact, memories work the same way."" "
Ushiromiya Krauss,"""True. ...There are some things that we only truly understand when we think back on them years later."" "
Ushiromiya Hideyoshi,"""Make sure you remember my pretty face every now and then. Just havin' you remember us is the greatest memorial service we could ever have."" "
Ushiromiya Eva,"""Oh, come on. It's not like we're dying. We're just going to the inside of the cat box, ...the other side of the curtain."" "
Ushiromiya Hideyoshi,"""That's right. It's not even a curtain. It's just like we are now. Ange-chan's there sleepin' away. The rest of us are right by her side, watchin' over her. We'll always be with her."" "
,"All of them still wore warm smiles, but the sound of sniffling came from several places throughout the room... "
,This party wasn't only for the girl who wasn't able to be here this day. 
,"It was also for all those people who weren't able to meet her here, ...who never had the chance to say goodbye... "
Ushiromiya Rudolf,"""Ange, live life strongly. ...Our blood flows through your veins. That'll definitely bring you strength."" "
Ushiromiya Kyrie,"""...Eva nee-san, take care of our daughter. ...She's not honest with herself, and she'll often be selfish and short-tempered. She might be a pain all the time, but..."" "
Ushiromiya Eva,"""I'll make sure...she finds happiness. As long as she wants it herself..."" "
Gohda Toshiro,"""Ange-sama, ...it's okay if you forget my face. But please, at least remember the taste of my cooking...!"" "
Kumasawa Chiyo,"""Hohhohohohohohohoho. And I won't ask you to remember old Kumasawa. But please, at least remember the taste of mackerel juice."" "
,"Someone said ""When'd you feed her that?!"" and everyone laughed wryly. "
Ushiromiya Rosa,"""Her face looks so cute, sleeping there like that. ...She looks like an angel, just like her name."" "
Ushiromiya Maria,"""She's not an angel, she's a witch. Ange's the final witch, {f:5:Ange Beatrice}."" "
Ushiromiya Rosa,"""I wonder if that magic will bring her happiness."" "
Ushiromiya Maria,"""Will she become a white witch or a black witch? ...That's for Ange to choose. I've shown her both sides."" "
Ushiromiya Rosa,"""I'm sure a painful life lies ahead for you. You'll probably believe that you're all alone in this world. ...But we will always be there right behind you, cheering you on. Don't forget that..."" "
Ushiromiya Jessica,"""Ange, ...don't forget. Your self, your happiness, your fate... These are all things you create for yourself. Only you can choose them. No one else can give you them, and no one else can hide them from you. ...Don't forget that."" "
Kanon,"""I'm sure your message reached her."" "
Ushiromiya Jessica,"""...I hope so."" "
Kanon,"""I'm certain the tale of the two of us will help Ange-sama understand."" "
Ushiromiya Jessica,"""......Yeah."" "
Shannon,"""Don't you have anything to tell her, George-sama?"" "
Ushiromiya George,"""...I've already said all I wanted with that box puzzle."" "
Shannon,"""Will that puzzle teach her something?"" "
Ushiromiya George,"""I don't know. But I do know that she's wise. I'm sure she'll learn something from it."" "
Shannon,"""...Ange-sama, I pray that you're guided along the right path as you move towards the future."" "
,"One by one, they stepped forward and said words of farewell to Ange. "
,"Then, finally, Battler and Beato walked forward... "
Ushiromiya Battler,"""Ange, ...were you able to remember everyone, at least a little bit?"" "
,"Of course, Ange didn't answer in her sleep. But Battler continued. "
Ushiromiya Battler,"""It's true that the Ushiromiyas are a strange family. We're super-rich, and that's given rise to all sorts of rumors and stories. ...However, that's all speculation made by people outside the island."" "
{f:5:Beatrice},"""...No one will blame you for forgetting these kind memories, young as you were. But even so, you must remember. ...It is not a sin to forget. ...But to not remember again...is a sin."" "
Ushiromiya Battler,"""All of us... ...were really happy to have you at this party. Right, everyone?"" "
,Everyone nodded at Battler's words. 
,Everyone knew about the merciless and lonely life that awaited her. 
,It was no longer possible for them to heal those wounds. 
,If there was one thing they could do... 
,"...It was to make her remember what a kind, fun family she once had. ...To remind her that, both today and into the future, they would always care for her and watch over her. "
{f:5:Beatrice},"""It goes without saying... that this is an illusion. You cannot come to Rokkenjima on October 4th, 1986. This whole party we shared was all a magical illusion, created by the Game Master, Battler."" "
Ushiromiya Battler,"""But you've remembered, right...? You've remembered the truth... ...about how kind everyone was, and how much of a blast we all had at the family conferences, right...?"" "
,Ange breathed softly in her sleep. 
,Who knows...if those words truly reached her...? 
Ushiromiya Battler,"""Aunt Eva."" "
Ushiromiya Eva,"""............"" "
Ushiromiya Battler,"""...Take care of her."" "
Ushiromiya Eva,"""Do you...really think...that I deserve to become her mother...?"" "
Ushiromiya Battler,"""I do. ...Even though your own sadness was so unbearable, ...you tried so hard to be a mother for Ange."" "
Ushiromiya Eva,"""But, in the end......"" "
Ushiromiya Battler,"""It's okay. ...Ange, listen carefully."" "
,"Battler grasped Ange's hand, then took Eva's hand and joined the two hands together... "
Ushiromiya Battler,"""...We know that a tragic fate leads to a future where you two hurt each other. ...It's a sad thing for Ange...and just as sad for Aunt Eva. ...It would've been cruel to ask you to open your heart to her. Likewise, it would've been cruel to ask Aunt Eva to keep on overcoming her sadness after being rejected."" "
{f:5:Beatrice},"""...Neither of you is at fault."" "
Ushiromiya Battler,"""Even so, we have no right to tell you to forgive her. ...So, we won't. ...Just try and understand. It doesn't matter how long it takes, how far into the future it happens. Just try and understand Aunt Eva. And, every once in a while, ......remember us."" "
{f:5:Beatrice},"""I concur. And, every once in a while, remember this merry, cheerful, attractive paragon of a woman, and chant my name in praise three times every day."" "
,"The relatives smiled bitterly, apparently disagreeing with some of that last bit. "
,Eva softly stroked Ange's cheek and spoke one last time. 
Ushiromiya Eva,"""...It's okay if you don't forgive your aunt. ...But... it's true that I don't hate you. ...At least understand that..."" "
,"Eva wiped her eyes and slowly stood up. Hideyoshi held her shoulder, and Rudolf and Kyrie gathered around her too. "
Ushiromiya Battler,"""...Genji-san, would you mind carrying Ange to somewhere she can lie down?"" "
Ronoue Genji,"""As you wish. ...Shall I take her to the guesthouse?"" "
{f:5:Beatrice},"""It would be a little too sad to leave her there all alone."" "
Ushiromiya Battler,"""You're right. ...Could you carry her to a sofa in the parlor? That way, she'll be able to come back if she wakes up and feels like joining in again."" "
,Genji gently lifted Ange up and carried her towards the parlor. 
,Everyone continued to watch over her as she left... 
Ushiromiya Kinzo,"""Shannon, Kanon. In the end, how many medals did Ange gather?"" "
Shannon,"""...She didn't get any medals."" "
Shannon,"""...She got 1 medal."" "
Shannon,"""...She got 2 medals."" "
Shannon,"""...She got 3 medals."" "
Shannon,"""...She got 4 medals."" "
Shannon,"""...She got 5 medals."" "
Shannon,"""...She got 6 medals."" "
Shannon,"""...She got 7 medals."" "
Shannon,"""...She got 8 medals."" "
Shannon,"""...She got 9 medals."" "
Shannon,"""...She got 10 medals."" "
Shannon,"""...She got 11 medals."" "
Shannon,"""...She got 12 medals."" "
Shannon,"""...She got 13 medals."" "
Shannon,"""...She got 14 medals."" "
Shannon,"""...She got 15 medals."" "
Shannon,"""...She got 16 medals."" "
Shannon,"""...She got 17 medals."" "
Ushiromiya Kinzo,"""Hmm, I see. ...Then place this by her pillow."" "
Kanon,"""Yes, as you wish."" "
,Genji carried Ange to the parlor and set her down on the sofa. 
,Shannon quietly laid a warm blanket on top of her. 
,"Kanon placed a message card by her pillow, along with that thing Kinzo had handed them. "
,The message card read as follows: 
,"{a:c:We'll all be with you, always. {n}{nobreak:{m:-5:—}—}From the whole Ushiromiya family} "
,"And there, right by her pillow, was the gift from Kinzo, ......a scrubbing brush. "
,"And there, right by her pillow, was the gift from Kinzo, ......a can of mackerel. "
,"And there, right by her pillow, was the gift from Kinzo, ......a memory foam pillow with the One-winged Crest. "
,"And there, right by her pillow, was the gift from Kinzo, ......an old‐type white school swimsuit. "
,"And there, right by her pillow, was the gift from Kinzo, ......a fully ripe mango. "
,"And there, right by her pillow, was the gift from Kinzo, ......a decorative pine branch. "
,"And there, right by her pillow, was the gift from Kinzo, ......a uniform from Angel Mort. "
,"And there, right by her pillow, was the gift from Kinzo, ......a signed celebrity photograph of Kinzo himself. "
,"And there, right by her pillow, was the gift from Kinzo, ......a bag that laughs with Kinzo's voice. "
,"And there, right by her pillow, was the gift from Kinzo, ......a One‐winged Eagle carp streamer. "
,"And there, right by her pillow, was the gift from Kinzo, ......a bouquet of golden roses. "
,"And there, right by her pillow, was the gift from Kinzo, ......a music box that was passed down through the generations. "
,"And there, right by her pillow, was the gift from Kinzo, ......a mass‐produced Sakutarou doll. "
,"And there, right by her pillow, was the gift from Kinzo, ......a tea set bearing the family crest. "
,"And there, right by her pillow, was the gift from Kinzo, ......a pocket watch bearing the family crest. "
,"And there, right by her pillow, was the gift from Kinzo, ......a {f:5:Beatrice} corsage. "
,"And there, right by her pillow, was the gift from Kinzo, ......a Battler doll. "
,"And there, right by her pillow, was the gift from Kinzo, ......a {f:5:Beatrice} doll. "
,"Ange, mumbling in her sleep, held it tightly against her cheek. "
Ronoue Genji,"""Let us go. We mustn't wake her."" "
Kanon,"""Nee-san."" "
Shannon,"""...Yeah. ......?"" "
,Shannon thought she saw something glittering silver near Ange's eye... 
,"The servants left and closed the parlor door. As Ange slept, she was wrapped up in the soft sound of the rain. "
,"Surely, she was reliving that fun evening once more in her dreams... "
