Speaker,Steam (ST)
Ushiromiya Natsuhi,"""...W-Well, ...that's because I watched as he went to bed. It's only natural to assume that he would then sleep until morning and not meet with anyone..."" "
Furudo Erika,"""Considering the circumstances, it was easy to suspect the last person to spot him of having some kind of involvement with this case. ...A normal person in Natsuhi-san's position wouldn't say 'I was the last person to meet him. I met him at 23:00'. Right, Kyrie-san...?"" "
Ushiromiya Kyrie,"""......... ...Yes, that's correct. ...A normal person would say 'I met him at 23:00. However, I'm not sure I was the last person to meet him'. ...Something like that."" "
Furudo Erika,"""<Good>. ......Claiming to be the last witness is usually quite difficult. ...That is, unless you know something that makes you sure there were no other witnesses after you."" "
Furudo Erika,"""...In third-rate mysteries, the last one to spot the victim is often the culprit. They killed the victim themselves, so they knew that no one else could've met the culprit later on...is how the argument goes."" "
Kumasawa Chiyo,"""Hohoh, ...hohohoho... Couldn't that be nothing more than a minor misspeak...? It's not important enough to be picked up out of the blue and focused on..."" "
Nanjo Terumasa,"""Yes, yes, that's nothing more than nitpicking... Isn't it a little too early to suspect Natsuhi-san because of a little slip of the tongue like that...?"" "
Gohda Toshiro,"""Furthermore, you said she'd need a reason to be sure no one else spotted the Master, but of course, she had such a reason...! She left the room after seeing the Master go to bed! Following common sense, it's perfectly natural to assume that he probably wouldn't meet anyone else until the next morning...!"" "
Furudo Erika,"""...No. That isn't natural at all. After all, Natsuhi-san, Doctor Nanjo, and Kumasawa-san all made this claim a short while ago. Please, try to remember."" "
Ushiromiya Eva,"""And Natsuhi nee-san was the last person to meet him, right...? At around 11:00 last night. I wonder if that means he slipped out of the study sometime after that and went somewhere else..."" "
Ushiromiya Natsuhi,"""...Th-That's... W-Well, we must consider Father's fickle nature... It wasn't at all uncommon for him to suddenly wake in the middle of the night, claiming to have had a revelation in a dream, and walk around the mansion. Isn't that right, Doctor Nanjo...?"" "
Nanjo Terumasa,"""Nn... T-True, this has happened before... ...Anyway, ...umm, he is a fickle person. R-Right, Kumasawa-san...?"" "
Kumasawa Chiyo,"""...Hoh, ...hohoho. That's true... Perhaps he had a strange dream and slipped out of bed... That isn't uncommon at all, yes..."" "
Ushiromiya Battler,"""......Yeah. ...We definitely do have testimony... that it wasn't at all uncommon for Grandfather to suddenly slip out of bed late at night..."" "
Furudo Erika,"""<Good>. Your memory's not bad, Battler-san. ......In other words, it's common knowledge to those in the Ushiromiya Head House, Natsuhi-san included, that Kinzo-san might wake up in the middle of any given night on a whim and wander around. On top of that, they are aware that this happens quite often."" "
Ushiromiya Eva,"""...Isn't that odd? ...If you knew Father often wanders around at night, there's no way you could be certain that he'd stay in his bed until morning. Right?"" "
Ushiromiya Rudolf,"""It really is...like a third-rate mystery. You know, that thing they do in the last 5 minutes, where the culprit asks ""When did you first realize it was me?"" and the detective answers..."" "
Furudo Erika,"""Seriously... That's why I feel let down. If it turns out Natsuhi-san really is the culprit, this'll be worse than a TV mystery. ...That's why I want to clear away the suspicion surrounding Natsuhi-san as soon as I can. I want to make sure this mystery isn't third-rate before I do anything else."" "
Ushiromiya Natsuhi,"""......Uu, ...nngg..."" "
{f:5:Beatrice},"""...There's no need to get anxious, Natsuhi. This is a classic word game used by detective wannabes. ...What exactly is her point? How could she possibly corner you with this accusation alone? In the court of hell, all of the demon jurors will declare you innocent. So calm down and don't get flustered..."" "
Ushiromiya Battler,"""......It may be true that Aunt Natsuhi looks suspicious when you say it like that. ...Still, it sounds like you're just nitpicking to me."" "
Ushiromiya Eva,"""But it is suspicious. ...Isn't this more than enough reason to suspect that Natsuhi nee-san's hiding something...?"" "
Ushiromiya Natsuhi,"""O-Of all the unfair accusations...! And how cowardly of you, Eva-san...!! You're the sole person who can confirm that I really was here at 23:00, aren't you...?!"" "
Furudo Erika,"""......Is this true, Eva-san?"" "
Ushiromiya Eva,"""......... ......Oh, did that happen? ...Heheheh, I'm sorry. At the time, I was losing my head because of the recently-discovered gold, so I forgot all about bumping into Natsuhi nee-san until just a second ago."" "
Furudo Erika,"""So, Eva-san, you can confirm that Natsuhi-san was a witness at 23:00?"" "
Ushiromiya Eva,"""Yes, unfortunately. I'm able to acknowledge that one part of Natsuhi nee-san's story. ...But only that she came out of this room."" "
Ushiromiya Natsuhi,"""......Wh-What are you implying?"" "
Ushiromiya Eva,"""Oh, I'll tell you. ...In fact, I've wanted to say this for a long time now. ...I do realize it's improper to bring this up in the middle of such a tragic murder case, but the timing now is just too perfect. ......You know what I'm talking about, don't you? ...Natsuhi nee-san......?"" "
,The servants gulped and held their breaths... It seemed that they hadn't been able to hide it...after all...... 
,"In the middle of this heavy silence, ...Eva fingered her trump card, and Natsuhi tried to act calm. "
,Both space and time grew heavy as lead...and swallowed up everything... 
Furudo Erika,"""Just when did Kinzo-san disappear, I wonder...?"" "
,"Erika's words, spoken almost casually, tore that atmosphere to pieces like shattering glass... "
Ushiromiya Rudolf,"""...Simply put, we haven't met him once at the family conferences this year or last."" "
Ushiromiya Hideyoshi,"""That's right... We've suspected it since last year. ...Seein' as how my son and the others have just been killed, this may not be the time or place to press you on this. ...But there's a chance that this has somethin' to do with the crime, so pressin' you is just what we'll do..."" "
Ushiromiya Kyrie,"""It's possible that you have a motive for hiding Father's death. ...We have reason to suspect that you're embezzling his assets."" "
Ushiromiya Eva,"""If Father were to die, an investigation would be conducted for the distribution of the assets and your embezzlement would be exposed. That's why you hid the fact that Father's already dead!!"" "
Furudo Erika,"""......I see. That's more than enough for the ""why dunnit"". This keeps getting more and more third-rate. Aaah, ...boring."" "
Ushiromiya Natsuhi,"""...I-I don't know what you're talking about...!! You say I'm hiding the Head's death?! I most certainly won't forgive...such a reckless accusation!!"" "
Gohda Toshiro,"""That's right...!! In addition to Madam, the other servants take care of the Master on a daily basis, and they see him all the time...!! Genji-san, Shannon-san, and Kanon-kun...! Even Doctor Nanjo and Kumasawa-san meet with him often...!"" "
Gohda Toshiro,"""...P-Perhaps because he doesn't trust me, I haven't seen him even once since last year, but..."" "
Ushiromiya Natsuhi,"""Be quiet, Gohda!!!"" "
Gohda Toshiro,"""Eek!! M-My apologies...!"" "
Furudo Erika,"""Aren't all of the witnesses, besides Natsuhi-san, servants employed by her? ...So you used money to make them follow your story...ah man, this is really third-rate. Pitiful, pitiful. ......I'm disappointed, Natsuhi-san. So I guess I'll have to finish this now."" "
Ushiromiya Natsuhi,"""...F-Finish what...?!"" "
Furudo Erika,"""Ushiromiya...Kinzo-san."" "
Ushiromiya Kinzo,"""......What is it, ...uninvited guest?"" "
Furudo Erika,"""You don't exist, do you? ...You're a ghost whose death was concealed by those humans who didn't want it known because of the inheritance problem."" "
Ushiromiya Kinzo,"""...Hmph. ...Heheheheheheheh."" "
Furudo Erika,"""Ghosts are supposed to quickly pass on to the next world. ...Even though this is the first time we've met, I've yet to give you a proper greeting. My apologies."" "
Furudo Erika,"""...Good day, pleased to meet you. And goodbye!!!"" "
,"So close to Erika's face that you could barely have wedged a sheet of paper between them, ...Beato's pipe came to a sudden stop. "
{f:5:Beatrice},"""And a good day to you too. ...I'm the Ushiromiya family alchemist, {f:5:Beatrice} the Golden. I'll be your opponent in this fight from here on out."" "
Furudo Erika,"""Glad to meet you. I'm the detective of this game, Furudo Erika. It's a pleasure to make your acquaintance. And now, goodbye."" "
{f:5:Beatrice},"""So, you're Lady {f:5:Bernkastel}'s next piece after Ange. ...I'm afraid I didn't get to fight with her to my satisfaction in the end. I'm glad I'll be able to lock horns with you this time, Lady {f:5:Bernkastel}'s piece...!"" "
Furudo Erika,""".........My master is almighty, omnipotent. A fool like you couldn't even begin to compare with her. I accept your challenge."" "
{f:5:Beatrice},"""*cackle*cackle*cackle* You really are calm. ...Even though a witch has appeared before you and is about to fight with magic and fantasy. ......If you were Battler, you'd be lying on the ground, screaming that this can't possibly be a mystery anymore."" "
Furudo Erika,"""Yeah, even in the mystery genre, parallel universes like this have gotten popular lately. You know about Pure Reasoning Space and all that?"" "
{f:5:Beatrice},"""Ayatsuji Yukito doesn't make his debut until next year."" "
Furudo Erika,"""You sure are picky for a witch."" "
{f:5:Beatrice},"""Hahha!! You think you're on the same level as a witch? Don't be so full of yourself, you mere Human!!"" "
,"When Beato snapped her fingers, something bounced around the room at terrifying speeds...!! "
,It was a Stake of the Witch. A witch's wedge that contained the power of the blue truth within it...! 
,"Of course, a mere Human like Erika couldn't follow that terrible speed with her eyes. "
,"Erika understood this, so she didn't attempt to look every which-way, stupidly trying to spot it. "
Lucifer,"""Eat this, fool!!"" "
,"With a terrible sound, Lucifer's blue stake buried itself into Erika's right collarbone. "
,It pierced all the way through her back. 
,"Lucifer spun and rebounded, landed in front of Beato, and vanished with a shrill laugh. "
,Erika wasn't blown back. ...But she had been run through by the blue wedge. 
Furudo Erika,"""......So, this is that so-called blue truth. Well then, let me hear your views."" "
{f:5:Beatrice},"""{p:2:You can't eliminate the possibility that Natsuhi met with Kinzo at 11 p.m. In the six‐plus hours between then and the time you all barged into the study, Kinzo had every opportunity to escape! Because of this, you can't state decisively that Kinzo doesn't exist}."" "
,Beato announced that with an expression worthy of her title as witch. Erika was silent. 
,...Was she too shocked to speak? 
,There was no anguish in her expression. She was just quietly listening to Beato's blue truth. 
,"No, ...judging by her disdainful expression, it's probably more appropriate to say that Beato's words went in one ear and out the other. "
Furudo Erika,"""......<Good>. Let's start with the classic moves. ......By the way, this thing really is stuck good. I can't take it out."" "
,"She tried pulling from the front and the back of the blue wedge that pierced her, but it didn't budge an inch. "
,"However, her indifferent, relaxed expression didn't budge an inch either. "
{f:5:Beatrice},"""You can't take it out! ...The blue truth can only be defeated by the red truth. ...For one such as yourself, a guest who came to this island at most a day ago, there is no truth that can possibly be known! That means there exists no red that you can use...! In other words, this is checkmate!!"" "
Furudo Erika,"""...I see. So that's what kind of space this is. ...In that case, I'll need a piece suitable for fighting a witch. ...I'm the detective. My role is to take on the Human culprit. You are a witch. ...And there does exist a fitting piece to use against witches and demons."" "
Furudo Erika,"""Let me introduce you. ......Miss Dlanor, it looks like it's your turn."" "
{f:5:Beatrice},"""......D-Dlanor...!!!"" "
{f:5:Lambdadelta},"""Ahhahahahahahaha!! I thought so, I was certain you'd bring that piece in sooner or later...!! The ten wedges with which to hunt witches, the archbishop of witch hunting, Dlanor!!"" "
{f:5:Bernkastel},"""There's no more fitting piece in a battle against demons. I have my double, Erika, and the greatest natural enemy of witches, Dlanor. "
{f:5:Bernkastel},"I've now taken control of the seventh rank with my two rooks. ...Let me show you, {f:5:Lambdadelta}. And you too, {f:5:Beatrice}. Now you'll see how useless your struggling is. ...*giggle*, ahahahahahaahahaahahahahahahahaha!!"" "
,"The air shone brightly, and the piece Erika had guided there showed its form... "
,That form resembled a clergy member perfectly suited for confronting an evil witch... 
Dlanor,"""It is a pleasure to meet {f:5:you}. Dlanor A. Knox is my {f:5:name}."" "
,"Even though this space was like a bomb just waiting to go off, she introduced herself in a neat and frank manner. "
,"...Her out-of-place appearance, completely different from those of the demons and witches, felt blatantly odd and had a kind of severity to it. "
{f:5:Beatrice},"""...This is the first time I've met you, but I've heard all the rumors. So, this doesn't truly feel like a first meeting."" "
Dlanor,"""The same goes for {f:5:me}, <Miss> {f:5:Beatrice}. The detailed materials Eiserne Jungfrau has on you are summarized in 600 {f:5:pages}. I always read such reports, so this doesn't feel like a first meeting to me {f:5:either}."" "
{f:5:Beatrice},"""The secretary of hell could summarize those 600 pages into 6 letters."" "
Dlanor,"""Allow me to {f:5:ask}."" "
{f:5:Beatrice},"""""Danger""."" "
Dlanor,"""A fitting {f:5:summary}. When I return, I will summarize the materials on you using only 2 letters more, out of {f:5:respect}."" "
Furudo Erika,"""<{p:0:Ｅｘｅｃｕｔｅｄ}>."" "
{f:5:Beatrice},"""......So I'm <{p:0:ｃｕｔｅ}> now, *cackle*! You're too polite, my guest...!"" "
Dlanor,"""Then let us {f:5:continue}. <Miss> {f:5:Beatrice}. I, Dlanor, the Head Inquisitor of Heresy, do humbly accept my role as your {f:5:opponent}."" "
{f:5:Beatrice},"""My first move is over. If you can't remove the blue wedge from that Furudo Erika over there, then you might as well totter back up to heaven and get back to your usual boring job of stamping forms!"" "
Furudo Erika,"""...Please do something about this wedge thing. It looks like {f:5:Beatrice}-san thinks she's already achieved checkmate with this alone."" "
,"After making a show of tapping her finger on the blue wedge that pierced her, Erika shrugged as though taunting {f:5:Beatrice}. "
Ushiromiya Natsuhi,"""...B-{f:5:Beatrice}..."" "
{f:5:Beatrice},"""It's okay. I'm just toying with her a bit. .........After all, if things get bad, I can grab Kinzo and run out of here whenever I want. I can leave this room at any time and go anywhere."" "
Dlanor,"""That is {f:5:useless}."" "
{f:5:Beatrice},"""...Hoh?"" "
Dlanor,"""Now that you've met up with me, this is your {f:5:demise}. Escape will not be {f:5:permitted}. None can {f:5:escape}."" "
Ushiromiya Eva,"""True, we can't deny that it'd be possible for Father to suddenly wake up and go somewhere. ......But you know what? I can say for sure that such a thing couldn't have happened. Heheheh, you know why?"" "
Ushiromiya Natsuhi,"""H-How could I know...?! Are you trying to say you stood outside this door all night, watching to make sure the Head didn't take a step outside...?!"" "
Ushiromiya Eva,"""Yes, someone was watching. This kid right here!!"" "
Gertrude,"""Please, allow me to speak. Let it be known that entering or exiting through this door is impossible. The palace guards are ordered to blockade the study door."" "
,"The doors to heaven opened with a strong, unrelenting radiance like the sun's, announcing the arrival of Dlanor's underlings. "
,Those words were clad in the red truth and cut off the witch's method of escape. 
Chiester410,"""Chiester 410, right here!"" "
Chiester45,"""Chiester 45, right here! It has been some time, Great Lady {f:5:Beatrice}! We were dispatched in accordance with Alliance Agreement #1516 and a request from the Great Court of Heaven. We apologize for the rudeness that is to follow...!"" "
Chiester410,"""We've formed a precision blockade on the study door nyeh. I think it's best if you stay away from it, nyeh? Kihihi!"" "
Gertrude,"""Allow me to speak. I say again, {p:1:From last night at 23:00 until the present time, the study door was not opened even once}."" "
Ushiromiya Natsuhi,"""...Wh-What is that scrap of paper?"" "
Ushiromiya Eva,"""It's a completely ordinary receipt. But even so, this mere scrap of paper proves that you lied."" "
Ushiromiya Hideyoshi,"""Last night, when you came out of the study, Eva saw her chance and wedged a receipt into the crack of the study door...! And it fell down just now when Rudolf-kun opened the door for us...!!"" "
Ushiromiya Eva,"""Know what that means? In other words, from 23:00 last night until now, Father couldn't possibly have opened this door!!"" "
Ushiromiya Battler,"""......Wh-What'd you say...?"" "
Ushiromiya Eva,"""Rudolf, the window was locked, right?"" "
Ushiromiya Rudolf,"""...Yeah. That's why I smashed the glass."" "
Ushiromiya Kyrie,"""The other windows are all locked as well. They're built so that you can't lock them from the outside...!"" "
Cornelia,"""Allow me to speak! Know that {p:1:the windows were all locked}! Palace guards, blockade all of the windows."" "
Gertrude,"""By the name of Eiserne Jungfrau, I give the palace guards permission to make use of forbidden weapons."" "
Chiester00,"""Understood. Entire force, Permission Granted for Use of Forbidden Weapon: Red Warhead. Begin Transmitting Activation Code!"" "
Chiester410,"""Unya? The password doesn't work nyeh."" "
Chiester45,"""410, turn caps lock off and try again...!"" "
Chiester00,"""Chiester Squad, Precision Blockade for Study Door and All Windows Complete. We warn the Great Lady {f:5:Beatrice} that if anything is caught passing through these physically, conceptually, or by any other method, we will shoot without warning...!"" "
Chiester45,"""Data Link from Archangel Satellite 4. Homing Format, Verdict-Model Conceptual Guidance...!"" "
Chiester410,"""And on top of that, we've got Red Warheads nyeh. Impossible to shoot down, impossible to avoid, impossible to survive when hit. ...It'd smash even Lady {f:5:Beatrice} into little bits nyeh{p:0:♪}"" "
,The Chiester Squad had laid down a pinpoint blockade over the door and all the windows. Escape would no longer be permitted through any of these...! 
{f:5:Beatrice},"""......My, my. ...I should be doing the welcoming, but it seems I am the one being welcomed. I'm grateful for the courtesy call, and you've even brought the Chiester Sisters...!"" "
Cornelia,"""Allow me to inform you that your paths of retreat have been cut off! Commander Dlanor, let us now remove the sin and purify...!!"" "
Dlanor,"""You've done {f:5:well}. ......<Miss> {f:5:Beatrice}, I've had your paths of retreat {f:5:terminated}. You cannot leave through the door, nor can you leave through the {f:5:windows}. Therefore, escape will now be {f:5:prohibited}."" "
{f:5:Beatrice},"""......You think you've shut me in with this alone? *cackle*cackle*..."" "
,The Inquisitor of Heresy in Heaven and her subordinates surrounded the witch. 
,The subordinates used a powerful barrier to cut off Beato's methods of escape. 
,"...Demons tend to resist capture, and as a result, they sometimes escape. "
,"However, angels counter by blocking off passages of escape, allowing them to eradicate their targets without fail...! "
Ushiromiya Eva,"""In other words, this study was a perfect closed room from the time Natsuhi nee-san claims she said goodnight... to the time Rudolf opened the door...!"" "
Ushiromiya Hideyoshi,"""In that case, Father would have to be here. But there's not even a trace of him...!! Come on, what the hell's goin' on...?!!"" "
Ushiromiya Natsuhi,"""Uh, ...gah........."" "
{f:5:Beatrice},"""I keep telling you to calm down...! The thought that I, {f:5:Beatrice}, could be shut in just because the doors and windows are closed is simply laughable."" "
{f:5:Beatrice},"""...Kinzo, ...I was just playing around, but it seems our guest has no such intentions. Let's withdraw before we lose our chance."" "
Ushiromiya Kinzo,"""Yes. I would not regret losing this life of mine, but for Natsuhi's sake, I cannot die yet."" "
,Beato waved her pipe and the air was split vertically. 
,"Then, a pitch-black gate appeared there and slowly opened. "
,"...It was a warp portal, the same as the pitch-black holes that Gaap used. "
{f:5:Beatrice},"""I believe this was written on my files. An elusive phantom. Can appear from anywhere and disappear to anywhere...! As long as Kinzo has me, it will be impossible to capture him...!"" "
,The pitch-black gate opened. That gate led from everywhere and to nowhere. 
,"Both Beato and Kinzo would be sent to a place where no one could catch them, a place where no one could set foot in, much less chase after them...! "
Ushiromiya Natsuhi,"""Th-This is the study of the Ushiromiya Family Head. And it is also a room that Father helped to design personally. ...Would it really be so strange if he had some way to get outside without using the door...?"" "
Gohda Toshiro,"""...Y-Yes, that's correct...! There would be nothing strange about the Master having a hidden door...!"" "
Ushiromiya Eva,"""A hidden door?! Heh, and where would that be...?!"" "
Ushiromiya Natsuhi,"""It's a hidden door, so I don't know. ...There are several devices and hidden doors in this mansion that only Father knows of. ...No one has seen them directly, but everyone in this mansion knows about them vaguely. Correct...?"" "
Shannon,"""Uh, ...ah, ...yes...!"" "
Kanon,"""...It's true that there have been always been rumors about hidden passages only the Master knows of..."" "
Nanjo Terumasa,"""I-It's true that Kinzo-san would probably like devices such as that..."" "
Kumasawa Chiyo,"""Hohohoho... And they are hidden doors, after all... No matter how much people such as ourselves might search, {i:it's only natural that we won't find them}. "
Ushiromiya Kyrie,"""......I see. So it's a Devil's Proof. You're saying we can't deny the possibility that a hidden door exists in this room."" "
Ushiromiya Eva,"""That's nonsense, a farce...!! Even considering that your lie about concealing Father's death is about to be revealed, how dare you...!!"" "
Ushiromiya Hideyoshi,"""That's right!! Just where in this study is there a hidden door...?!! Try and prove that it exists!!"" "
{f:5:Beatrice},"""{p:2:No proof is required!! It's a Devil's Proof! The existence of a hidden door is impossible to discover or disprove!! Therefore, no one can eliminate the possibility that Kinzo escaped from this study through a hidden door}!!"" "
Dlanor,"""{p:1:I will not allow a hidden door to exist in this {f:5:room}}."" "
,"Beato's blue wedge, which had been fired off as a farewell gift, was crushed with a flash of Dlanor's longsword, ...and the pitch-black gate was crushed as well...! "
,And it wasn't just crushed visibly and physically. 
,The warp portal conceptualizing hidden doors would remain destroyed from that point onward. 
{f:5:Beatrice},"""Wh-Why can someone like you, who is neither the owner of the study nor the Game Master, ...use the red truth...?! And what was that?! What do you mean you ""will not allow"" hidden doors to exist?!"" "
Furudo Erika,"""It's because this is the mystery genre. {p:1:Knox's 3rd: It is forbidden for hidden passages to exist}. Hidden doors mustn't exist in the mystery genre. Sorry about that."" "
Dlanor,"""In this world, there are no other gods except our god, and no hidden doors {f:5:exist}. They must not {f:5:exist}, and we won't let them {f:5:exist}. They are blasphemy against our {f:5:god}."" "
{f:5:Beatrice},"""...Enough pride in you to shock a witch... Hah, it's so painful to watch that it's actually pleasurable...!"" "
{f:5:Lambdadelta},"""Ahahahahahahaahahahahahahaha...!! Here it is, the ten wedges to pierce witches...!! Just like usual, it's the kind of irrational argument I just love to hear...!"" "
{f:5:Bernkastel},"""What a fool. The Devil's Proof might've been vague enough to let you escape from everything until now, but now that you're up against Dlanor, that move won't work anymore, {f:5:Beatrice}!"" "
Dlanor,"""...As I thought, you're no different from any witch after {f:5:all}. I'm {f:5:disappointed}."" "
Ushiromiya Kinzo,"""...Beato, ...it seems this isn't an opponent we'll be able to escape from easily after all."" "
Furudo Erika,"""Please do entertain me, {f:5:Beatrice}-san. ...You should at least serve some tea for your guests. It doesn't even matter if it's third-rate!"" "
Furudo Erika,"""Come on, please use the blue truth, and tell me how Kinzo-san escaped from the closed room study...!!"" "
{f:5:Beatrice},"""...Very well. Make sure you don't cry!!"" "
{f:5:Beatrice},"""{p:2:It's possible that, after slipping out the door, Kinzo noticed the trick with the receipt and correctly returned it to its original place}."" "
Dlanor,"""{p:1:That possibility has already been eliminated in {f:5:red}. After 23:00, the door to the study was not opened even {f:5:once}}."" "
{f:5:Beatrice},"""{p:2:Kinzo might have been a marvelous mage and inventor! He might have invented a concoction to turn his body to mist and slipped out through the keyhole}!!"" "
Dlanor,"""{p:1:No such substance {f:5:exists}. It must not {f:5:exist}}."" "
{f:5:Beatrice},"""{p:2:Maybe he invented a teleportation device! That possibility is impossible to eliminate because of the Devil's Proof}!!"" "
Dlanor,"""{p:1:Such a machine does not {f:5:exist}. I will not permit it to {f:5:exist}}."" "
{f:5:Beatrice},"""{p:2:Oh, so you can examine every chemical substance in the world? You can rule out the existence of unknown scientific devices?! There's no way you can, it's a Devil's Proof! You cannot rule out their existence}!"" "
Dlanor,"""{p:1:I will {f:5:repeat}. In the name of God, I will not permit such chemicals or devices to {f:5:exist}. From now until the end of time, I will not permit them to {f:5:exist}}."" "
{f:5:Beatrice},"""Not even in the future?! Oho, so you think you can even deny possibilities in the future of the human race?!"" "
Furudo Erika,"""It's Knox's 4th. It is forbidden for unknown drugs or hard-to-understand scientific devices to be used."" "
Dlanor,"""The progression of humanity, as well as techniques and knowledge that might be obtainable in the future, are decided upon by our {f:5:god}. And the denial of their existence has been proclaimed for {f:5:eternity}. Therefore, I will not allow for such a technique to exist for all {f:5:eternity}. It is not {f:5:permitted}."" "
,Beato and Dlanor had supposedly just gone through a massive exchange of red and blue. 
,"...However, not only did Dlanor not take any damage, she also showed no signs of fatigue. "
,"Beato might have been a fearsome witch, but blood flowed through her veins and she did breathe. She felt both pain and fatigue. "
,But Dlanor...was like a doll made of marble. 
,"She felt no fatigue, no pain, no hesitation. "
,"Even if Beato's sharp wedges had aimed right for Dlanor's eyes, she wouldn't have shut them. "
,"...In fact, it's doubtful that she ever blinks in the first place... "
Ushiromiya Natsuhi,"""...B-{f:5:Beatrice}, ...hang in there..."" "
{f:5:Beatrice},"""...Well, I'd already heard the rumors, but our compatibility really is awful. ...To think that dreams, hopes and even future possibilities would be forbidden. The pride of the gods is overwhelming. ...I'd expect no less from a witch hunt executioner. It seems we'll never be able to enjoy a drink together."" "
,Even the strikes that had made Battler surrender over and over had absolutely no effect on Dlanor. 
,"...Well, I more or less knew that was coming, but to think that I'd be repelled so easily... "
Ushiromiya Kinzo,"""Quite a formidable opponent..."" "
{f:5:Beatrice},"""Oh my, so even the great {f:5:Goldsmith} has gotten old and decrepit. Hearing those words come out of your mouth is rarer than seeing two comets in the night sky...!"" "
Ushiromiya Kinzo,"""Hmph. I'm not decrepit, I'm already dead."" "
{f:5:Beatrice},"""Hah, that's true. Sorry, but I'm not letting you die for just a bit longer."" "
,Beato experienced something she'd only rarely felt during her entire life. 
,"...It was probably what we'd call ""hardship"". "
,"Beato quietly brushed aside Natsuhi's hand that tried to comfort her, and she regained her posture again, showing off her witch's pride and her continued readiness to fight. "
Dlanor,"""Is that {f:5:all}? There was no need for me to come {f:5:here}. I'm {f:5:disappointed}."" "
{f:5:Beatrice},"""I'm not done yet. I was just testing a few moves just now. I merely wished to measure your abilities."" "
Gertrude,"""How foolish. Know your place, Golden Witch."" "
Chiester00,"""......Lady {f:5:Beatrice}..."" "
,Beato's expression became tense once again. No longer was there any trace of mischief. 
,...The mood changed. 
{f:5:Beatrice},"""The time for playing is over. Here I go. In that case, I shall acknowledge that Kinzo did not enter or leave the study. Why don't I accept your closed room?"" "
Dlanor,"""......{f:5:Hmm}."" "
Gertrude,"""Let it be known that {f:5:Beatrice} has changed her pattern of attack."" "
,"{f:5:Beatrice}, who had until then thoroughly resisted the idea that a closed room existed, did an about face. "
,She proclaimed that she accepted their proposition. 
,"Of course, this didn't mean she'd surrendered. This was a new attack of Beato's. Dlanor noticed this and readied herself. "
Chiester410,"""What's going on? Why did Lady {f:5:Beatrice} acknowledge the closed room when she's trying to destroy it nyeh?"" "
Chiester45,"""...Sh-She's probably trying to claim that Kinzo existed outside of this room. ...Confirmation that the Great Lady {f:5:Beatrice}'s warp portal has reactivated!"" "
{f:5:Beatrice},"""{p:2:Natsuhi claims to have ""talked with Kinzo in the study"", but she never said that she spoke with him face to face. Therefore, if Kinzo was in a location other than the study, there is no contradiction as long as they held a conversation}!"" "
Dlanor,"""......!"" "
,"After bouncing at an erratic angle, the witch's stake pierced the top of Dlanor's foot. "
Asmodeus,"""You sure are slow. ...Heheheheh, top of the foot, all mine!"" "
{f:5:Beatrice},"""{p:2:Natsuhi used the internal phone line in this study to speak with Kinzo, who was in another place! There's nothing strange about Kinzo, who hates the relatives, predicting that they would enter his study and leaving to go elsewhere. He might have gone to the hidden mansion, Kuwadorian}!"" "
,"Asmodeus's stake, which contained the power of Beato's blue truth and pierced Dlanor's foot, changed into a blue wedge. "
Chiester410,"""Not bad, that makes sense nyeh...!"" "
Chiester00,"""...Blue truth, valid!"" "
,A cyclone of gold butterflies swept up with Beato at its center. ...The magical power of the once-smashed black gate was once again refilled. 
,"...If I can manage to hold Dlanor off here, I'll be able to warp Kinzo out of the study this time, all the way to Kuwadorian...! "
,"Dlanor moved clumsily, trying to pull the blue wedge out of her foot, but it didn't even budge. "
,"Of course, Beato didn't miss this chance. No witch would! "
{f:5:Beatrice},"""I've got more, so get ready. {p:2:There's a chance that the Kinzo mentioned by Natsuhi does not refer to the person himself! The Kinzo spoken of by Natsuhi might have been another name for this room! Kinzo had taken refuge in Kuwadorian and was impossible to contact. Perhaps Natsuhi called this room ""Father"", and by contemplating inside of it, she felt as though she had received some sort of revelation from Kinzo}!!"" "
Beelzebub,"""We've stopped your movement. You've already lost!"" "
,"Beelzebub's blue wedge pierced the base of Dlanor's neck! Of course, even this didn't cause her to flinch, but her movements were restricted even further. "
Dlanor,"""...{f:5:Interesting}. Is that {f:5:all}?"" "
{f:5:Beatrice},"""You don't call it a full course dinner if you stop at the soups and hors d'oeuvres! I'll hit you with the main dish and the dessert at once, so watch your stomach explode as you die!!!"" "
{f:5:Beatrice},"""{p:2:Even if, as you say, this is a locked room and impossible to escape from, you can't deny the possibility that he is still hiding in this room. I'm not talking about a hidden door! He might be under the bed or above the ceiling! He might be hiding in such a subtle blind spot that even a demon would not recognize it}!"" "
{f:5:Beatrice},"""{p:2:Or, it might be that Natsuhi, ordered by Kinzo to act as his proxy, considered herself both his representative and another Kinzo! In other words, it's possible that Natsuhi was also Kinzo}!"" "
{f:5:Beatrice},"""{p:2:I've got plenty more!! At eleven o'clock last night, Kinzo escaped out the window! Natsuhi watched him go, then locked the window!! This doesn't lead to any problems. In fact, it might be the most beautiful blue truth yet}!"" "
{f:5:Beatrice},"How's that?! Dlanor A. Knox?! Hyahhahahahaaaaahhhh!! There are many ways to escape from this closed room!!"" "
Satan,"""Know your foolishness in trying to oppose my master!"" "
Belphegor,"""There's no need for you to argue back."" "
Mammon,"""Just lose and sleep for all eternity...!"" "
,"The Seven Sisters appeared from Beato's golden tornado one after another, piercing Dlanor with blue wedges. "
