Speaker,Steam (ST)
{f:5:Bernkastel},"""Please act as an observer for my game."" "
{f:5:Lambdadelta},"""...Sure. If you promise that you'll release Ange if we take part in your game, that is."" "
{f:5:Beatrice},"""Of course. Without such a promise, we aren't obligated to go along with this farce in any way...!"" "
{f:5:Bernkastel},"""You may not owe me anything, but you'll never see Ange again..."" "
{f:5:Beatrice},"""In that case, you can enjoy being branded as a loser for the next few centuries."" "
Ushiromiya Battler,"""Beato, don't provoke her. ...This isn't a fight we can back down from."" "
{f:5:Beatrice},"""...I-Indeed."" "
,"Now that a hostage had been taken, their ability to negotiate had disappeared. "
,"However, {f:5:Lambdadelta} was agreeing to become an observer if that would make {f:5:Bernkastel} promise to release Ange. "
,"Unless she held {f:5:Bernkastel} to a promise like that, the latter would have nothing to lose. "
,"To make this final fight {f:5:Bernkastel} wanted a proper one, ...{f:5:Lambdadelta} made her agree to this. "
{f:5:Bernkastel},"""......Of course, Lambda. I promise. When the game ends, I'll release Ange."" "
{f:5:Lambdadelta},"""Don't make a fool of me, okay...? When I get shamed, I never let go of the one who did it until they regret it..."" "
,"{f:5:Lambdadelta} spoke in a soft, threatening tone. "
,"However, {f:5:Bernkastel} laughed lightly as though the look on {f:5:Lambdadelta}'s face was merely cute. "
{f:5:Bernkastel},"""I swear it. ...I swear it on our friendship."" "
{f:5:Lambdadelta},"""...Whew."" "
,{f:5:Lambdadelta} whistled and grinned. 
,"Apparently, this was the most reliable oath {f:5:Bernkastel} could utter. "
{f:5:Lambdadelta},"""Okay."" "
,"{f:5:Lambdadelta} nodded, looked between Battler and {f:5:Bernkastel}, and spoke. "
{f:5:Lambdadelta},"""By the name of {f:5:Lambdadelta}, Witch of Certainty, I accept the role of observer for your fight. ...Battler, Beato, you have no objections, right?"" "
,"Battler and Beato nodded at each other, then nodded at {f:5:Lambdadelta} to show their determination. "
{f:5:Bernkastel},"""......I'm so glad. We finally get to fight each other."" "
Ushiromiya Battler,"""I had a feeling I'd end up fighting you sooner or later."" "
{f:5:Bernkastel},"""Since when?"" "
Ushiromiya Battler,"""...... ...I'm not sure. It might've been before I even learned your name."" "
,"Battler vaguely remembered her speaking to him, somewhere in an unconscious world he couldn't recall. "
,"At the time, it had sounded like she was giving him advice for his fight with Beato. "
,"But, thinking back on it, there was a bit more to it than that. "
,"...She might have been a cat fighting from the sidelines, too scared to go out into the bright sunlight. "
,"So, I had a vague premonition that, eventually, we would stand opposed to each other on the game board in some way... "
Ushiromiya Battler,"""...She was also one of the players. ...Now, at the very end, as the game board is being put away, she's finally found the courage to step up onto the stage. ...I'd like to accept your brave challenge. ...In the name of that courageous girl who was once your piece."" "
{f:5:Bernkastel},"""I forced Erika to fight a duel. ...I wanted to win. And, even more strongly, I didn't want to lose. The fear of possibly tasting defeat tormented me. ......And, thinking back on it, I envied you two back then."" "
{f:5:Lambdadelta},"""............"" "
Ushiromiya Battler,"""......Erika was a great piece of yours...and my rival. I won't forgive you for abandoning her in the end and burying her in the depths of oblivion."" "
{f:5:Bernkastel},"""Just what do you want me to do...? Apologize to Erika?"" "
Ushiromiya Battler,"""Save Erika from the depths of oblivion. And invite her to this party."" "
{f:5:Bernkastel},"""...Save... Erika...?"" "
{f:5:Beatrice},"""I feel the same as Battler. She was a piece who stood in opposition to us, but she was only faithfully fulfilling her role. There can be no game without a rival. ...She remains our enemy, but she's also an important friend to us."" "
{f:5:Bernkastel},"""......Even though she made you suffer so much...?"" "
Ushiromiya Battler,"""We fought a fair fight. The outcome may have changed our fates, ...but now that we've dueled each other, we'll always be friends."" "
{f:5:Bernkastel},"""............"" "
{f:5:Lambdadelta},"""You want to be their friend too, don't you Bern? That's why you want a fair fight with them now, isn't it?"" "
{f:5:Bernkastel},"""...Are you laughing at me?"" "
{f:5:Beatrice},"""We aren't."" "
Ushiromiya Battler,"""On the contrary, we welcome it."" "
{f:5:Bernkastel},"""...Even though I've taken a hostage?"" "
Ushiromiya Battler,"""If you didn't, you probably wouldn't have been able to come up onto the stage."" "
,There had been no need to take a hostage. 
,"Battler and Beato had been more than willing to accept this final duel, if {f:5:Bernkastel} wished it. "
,...It was hard to make out anything from {f:5:Bernkastel}'s silent expression. 
{f:5:Bernkastel},"""Fine."" "
{f:5:Lambdadelta},"""...What's fine?"" "
{f:5:Bernkastel},"""...I'll release Erika from the depths."" "
Ushiromiya Battler,"""I'm glad you decided to do this."" "
,"For someone as proud as {f:5:Bernkastel}, forgiving the piece who had caused her defeat should have been nearly unbearable. "
,"Battler knew this, ...so he realized how much this bit of compassion had cost {f:5:Bernkastel}... "
,"{f:5:Bernkastel} snapped her fingers, and a black cat slipped out of her shadow. "
{f:5:Bernkastel},"""I tossed her all the way into the deepest parts of oblivion. ...It might take her a while to get here."" "
{f:5:Beatrice},"""It matters not. There's no danger of the food and drink running out."" "
{f:5:Bernkastel},"""...Go, kitty. ...Guide that kid here."" "
,"When she gave this order, the cat melted into the darkness, its bell jingling. "
{f:5:Lambdadelta},"""I can hardly believe that you'd forgive Erika."" "
{f:5:Bernkastel},"""...I don't plan on forgiving her. So, she's not my piece anymore. ...Anyone feel like picking her up? After all, you already picked up Lion and Will."" "
Ushiromiya Battler,"""......{f:5:Bernkastel}, you have my thanks."" "
{f:5:Bernkastel},"""Okay, enough with the sentimentality. I've already had as much as I can bear."" "
Ushiromiya Battler,"""Sure. ...Where will we have the game? As far as I care, we could have it here, with all the noise, or in the usual quiet spot."" "
{f:5:Beatrice},"""...Lady {f:5:Bernkastel} has already shown that she has the courage to stand before a great many people. ...There is no point in making her suffer any longer."" "
Ushiromiya Battler,"""Good point. ...Then let's go to the usual place."" "
{f:5:Lambdadelta},"""Any objections, Bern?"" "
{f:5:Bernkastel},"""...None."" "
{f:5:Lambdadelta},"""Sorry, partygoers...! We'll be heading out for a bit, but please continue to enjoy yourselves! Zepar, Furfur! Liven this place up! When Erika gets here, let's have everyone give her a warm welcome."" "
,"""""Yes, Lady {f:5:Lambdadelta}!! Your wish is our command!!"""" "
{f:5:Beatrice},"""Now then, let us take her to the usual room, a fitting place for our battle of wits...!"" "
,"When Battler snapped his fingers, space shattered. "
,"They were now in the smoking room of the witches, the place where witches had once debated, schemed, and reasoned all they could. "
,"{f:5:Bernkastel} had been invited there once again, and the final game would now begin... "
Ushiromiya Battler,"""...Do you have a game prepared?"" "
{f:5:Bernkastel},"""Of course. ...I worked hard on this game, and I'm pretty proud of it."" "
{f:5:Lambdadelta},"""So, Bern will be the Game Master, and Battler and Beato will be the players? Will it be a normal game, where Bern creates a murder tale and the two players have to reconstruct it with Human tricks?"" "
{f:5:Beatrice},"""I'm interested to see what sort of scenario Lady {f:5:Bernkastel} develops."" "
Ushiromiya Battler,"""...We'll explain things with the blue truth, and you'll knock those down with the red truth. Are we okay with those rules?"" "
{f:5:Bernkastel},"""......My game will be a simpler one. It's just a quiz of guessing the culprit. ...I don't feel like trading red and blue with you."" "
{f:5:Lambdadelta},"""Oh...? What kind of game will that be...? Would you mind letting me have a look at it first?"" "
,{f:5:Bernkastel} held her palm upwards...and a palely glowing Fragment appeared there. 
,{f:5:Lambdadelta} brushed it with her hand and shut her eyes... 
{f:5:Bernkastel},"""...See? It's a simple game, isn't it?"" "
{f:5:Lambdadelta},"""You're right... It's much more straightforward than the mind games these two played in the past. This isn't even a game about witches and Humans anymore."" "
{f:5:Bernkastel},"""That's right. This is a game about Humans."" "
{f:5:Lambdadelta},"""......What a surprise. The game Bern created to combat Beato's fantasy...is a genuine mystery."" "
Ushiromiya Battler,"""Please explain."" "
{f:5:Lambdadelta},"""It's extremely simple. ...You'll watch the tale Bern has prepared for you. There are several rules to it, but if you follow them as you read it through, it'll lead you to a Single Truth—in other words, an answer."" "
Ushiromiya Battler,"""So, ...it's an ordinary mystery novel?"" "
{f:5:Beatrice},"""I see... In that case, there's no need for combat between red and blue truth."" "
,"In Beato's games, the argument had been about whether the story was a mystery or not. "
,"However, {f:5:Bernkastel}'s game was a mystery. There was no need to argue over that from the start. "
{f:5:Bernkastel},"""I've even cut out the motive and the tricks. ...There's only one question I'm asking you."" "
Ushiromiya Battler,"""Who dunnit."" "
{f:5:Beatrice},"""...What a simple, yet fitting game to conclude our fight."" "
Ushiromiya Battler,"""Yeah. ...No cheap tricks. Just a stoically simple game."" "
{f:5:Beatrice},"""This is a genuine duel..."" "
{f:5:Lambdadelta},"""As the observer, I'll say this. ...This game ""is made to be solvable"". In other words, I guarantee that it's a suitable setting for your duel. "
{f:5:Lambdadelta},"...Bern, I know I keep on saying this, ...but are you really sure? ...Battler and Beato's relationship started because they both loved mystery. ...I agree it's a pretty tricky scenario, ...but I'm not sure it'll be enough to stop these two..."" "
{f:5:Bernkastel},"""...If my best tale can't stop them, then what comes will come."" "
{f:5:Beatrice},"""The important thing is that Lady {f:5:Bernkastel} put everything she had into this game."" "
Ushiromiya Battler,"""You're right. Will that be enough to stump us? That's all this simple game is about. ...Thanks, Lambda. Thanks to you, we know that this duel will be a fair fight."" "
{f:5:Lambdadelta},"""You're welcome. I'm happy too. ...It'll be an honor to witness Bern fighting this precious fight."" "
{f:5:Beatrice},"""I am also honored to have you as an opponent."" "
{f:5:Bernkastel},"""...Same here. ...I underestimated you. And I did it without even stepping onto the battlefield with you. Just thinking about it makes me want to vomit. ...So let me fight."" "
{f:5:Beatrice},"""Indeed. Show us what you've got."" "
{f:5:Bernkastel},"""If I win, I'll be able to look down on you for real this time. ...And if I lose, ...I'll surely be reminded of the emotion I know I've forgotten."" "
{f:5:Beatrice},"""Indeed."" "
Ushiromiya Battler,"""...{f:5:Bernkastel}, whether you end up winning or losing, I promise you one thing."" "
{f:5:Bernkastel},"""......What's that?"" "
Ushiromiya Battler,"""When this duel is over, ...we'll be friends."" "
{f:5:Bernkastel},"""...Hmph. ...Enough of that, please. The sentimentality is killing me."" "
,Lambda clapped her hands. {n}A pleasant sound rang out. 
{f:5:Lambdadelta},"""Will you be the Reader, Bern? Or shall I do that...?"" "
{f:5:Bernkastel},"""...I don't need a Reader."" "
{f:5:Lambdadelta},"""Huh?"" "
{f:5:Bernkastel},"""...A Reader miko can use her own voice to embellish or distort the tale. ...Even if there was no cheap trickery in my game, by having a Reader, any amount of trickery could be added."" "
{f:5:Beatrice},"""Yes, that is true. ...That's another of the Game Master's privileges."" "
{f:5:Bernkastel},"""I want to have a straightforward duel with you. ...So, I don't need a Reader. You can read this tale with your own eyes and ears."" "
{f:5:Lambdadelta},"""Are you sure...?! That means you've lost almost all of your advantages...!"" "
Ushiromiya Battler,"""...Understood. You don't need a Reader. We'll read the tale ourselves."" "
{f:5:Beatrice},"""If there is no Reader, ...does that mean there will be absolutely no falsehoods contained in the narrated text?"" "
Ushiromiya Battler,"""We're ready, {f:5:Bernkastel}."" "
{f:5:Bernkastel},"""............"" "
Ushiromiya Battler,"""A showdown over a genuine mystery, without any cheap tricks. ...If you're gonna play fair and square, we'll challenge you head on too."" "
{f:5:Bernkastel},"""...Thank you. ...And I don't plan on losing either."" "
{f:5:Beatrice},"""No, no, no. That's no good, Lady Bern."" "
{f:5:Bernkastel},"""...?"" "
Ushiromiya Battler,"""She's right. If you're a witch challenging us with a mystery, you can't have an attitude like that. Yeah, it's all useless...!"" "
,"{f:5:Bernkastel}, realizing what Battler and Beato were asking for, snorted. {f:5:Lambdadelta} nodded at her, telling her to enjoy this final duel to the fullest. "
{f:5:Bernkastel},"""Heheheheh, ...ahahahahahahahah... What were you expecting, a happy mystery chat between Humans and witches?! Come on, don't make me laugh! Let's see if your cheery mysteries are any match for the one I've prepared! Let's see what you've got!!"" "
{f:5:Beatrice},"""We wouldn't have it any other way! Yes, we'll accept your challenge, Lady {f:5:Bernkastel}, Witch of Miracles!"" "
Ushiromiya Battler,"""All right, time to start!! I, Game Master Ushiromiya Battler, and {f:5:Beatrice}, the Endless Witch, will be your opponents! Don't start crying when we wipe the floor with you!!"" "
{f:5:Bernkastel},"""Take this! Here's my mystery!!!"" "
,"{f:5:Bernkastel} took a Fragment containing the game and smashed it against the table, shattering it with a brilliant light as the game's scenario laid itself out. "
,The curtain rose...on the mystery {f:5:Bernkastel} had created... 
,No sound but that of the falling rain filled the room. 
,It covered the tragic scene in the bloody dining hall... 
Ushiromiya Ange,"""............"" "
,"At some point, Ange had fainted and fallen to the floor. "
,"Now, her consciousness was slowly returning, ...forcing her to remember what had happened in this room. "
,"So, she reflexively averted her gaze even before the memory overtook her. "
,Six bodies lay in the bloodstained dining hall. 
,"Strangely enough, as her consciousness returned bit by bit, the terrifying scene before her seemed somehow less intense. "
,"This time, Ange was able to look at the six corpses well enough to make out who they were. "
,"First, ...those are my own parents. ...They're a pitiful sight, colored bright red by a bloody makeup. "
,"And, lying next to them...are Uncle Hideyoshi and Aunt Eva. "
,"Uncle Hideyoshi, the uncle who always says funny things and makes me laugh, ...and Aunt Eva, the aunt who seems to be so fond of me... "
,"Genji-san, the servant, is lying over there. "
,"And, the one lying right here...is Aunt Rosa. "
,Six people. 
,A full six people...had their lives taken from them...and are lying in this room... 
,"Maybe I cried myself out before I fell unconscious. ...The scene before me was still terribly painful, ...but I was somehow able to look at it without losing my head. "
,I'd already felt all the sadness I could at my parents' deaths. 
,The next emotion that rose up inside me...was a desire to check and see that everyone else was okay. 
,"In that instant, ...I heard a scraping sound. "
,"Just as I was about to relax again, thinking I must have imagined it, I heard the same sound again. "
,It was probably coming from the door. Someone was clawing at the door from the outside. 
,"Of course, I had no way of knowing who it was. "
,"However, for some reason, I was sure that it was that black cat scratching at the door. "
,...The black cat was telling me to leave this room. 
,I understood and put my hand on the doorknob. 
,......? 
,I immediately noticed something odd. The door was locked. 
,The same bad feeling I'd felt after being locked in the parlor crawled up my spine. 
,"...However, unlike the time in the parlor, this door unlocked itself easily when I turned the knob. "
,I unlocked it...and slowly opened the door... 
,"Beyond the door, ...I could see the dimly-lit hallway...and a cat dashing down it away from me. "
,"Then, it stopped, its emerald eyes glittering in the darkness, ...as though it was waiting for me to follow. "
Ushiromiya Ange,"""............"" "
,The hallway was dark...and wrapped in an eerie silence. 
,"When the black cat saw that I was coming, it walked forward as if guiding me. "
,"I could hear nothing except the creaking of the floor, the bell of the cat, ...and the sound of the storm outside. "
,...The party is being held in the hall. 
,I should be able to hear at least a little of the noise from this hallway... 
Ushiromiya Ange,"""...Maybe it got really late...when I was unconscious in the dining hall..."" "
,"It was a reasonable conclusion. Then, we finally reached the main hall. "
,"...The hall was frigid, and no trace of that party remained. "
,Could all of that fun have been...just an illusion...? 
,The black cat's bell rang out. 
,"When I looked up, I saw that it had its feet on the stairway to the second floor, ...urging me to follow it. "
Ushiromiya Ange,"""...Are you going to the second floor...?"" "
,"The black cat seemed to nod, then silently went up the stairs. "
,"...Guests were allowed to go wherever they wanted on the first floor, but the second floor was Krauss's family's house, and I remembered getting in trouble for trying to go up there. "
,"However, at that moment, I couldn't think of any options...other than following that cat... "
,"I walked along the dark hallway with the black cat. Eventually, we reached one of the doors. "
,"The black cat scratched at the door, then turned to look at me. ...It must have been telling me to open it. "
Ushiromiya Ange,"""Okay... ...I'll open it for you..."" "
,I put my hand on the doorknob...and felt the resistance of a lock again. 
,"This door is locked. ...I turned around to tell the cat this, ...but...inexplicably... a single key lay right in front of the cat. "
,Ange picked it up and stuck it in the keyhole. 
,"...As she did, she finally noticed something strange with her fingertips. "
,Blood. 
,"Somehow, Ange's fingertips had been stained red with blood. "
,"She let out a short cry, and the key slipped out and fell to the ground. "
,"She finally realized. In the darkness, she hadn't noticed before. The black cat's key...was covered with blood... "
,...The emotions that had gone numb in Ange sprang back. 
,A terrified scream rang out through the dark hallway... 
,"Even so, Ange would eventually open that door. "
,That door...led to Natsuhi's room. 
,Natsuhi's room was a terrible mess. 
,Blankets and sheets were torn. 
,"Cosmetics and books lay all over the place, as though a typhoon had just ripped through it. "
,And...there were corpses. 
,Krauss and Natsuhi's corpses lay sprawled on the floor... 
,"Very shortly, Ange will step into this room. She will then scream in terror once more... "
,And it isn't limited to the dining hall and Natsuhi's room. 
,"In the stormy rose garden, ...Shannon's tragic corpse lies exposed. "
,...Partway down the path to the rose garden...is Jessica's corpse. 
,"When Ange finds that, she'll probably dash crying and screaming into the guesthouse. "
,And...death awaits her inside the guesthouse as well. 
,Just inside the front door...is Nanjo's corpse. 
,"In the servant room nearby, even Gohda and Kumasawa lie dead. "
,...The total number of corpses...is 13. 
,A full 13 corpses are waiting for Ange. 
,"They wait in the mansion and the guesthouse on this desolate Rokkenjima... for Ange, exposed to the wind and rain and tormented by thunder, to find them... "
