Speaker,Steam (ST)
Ushiromiya Jessica,"""...The person I love, my family and my relatives, everyone, everyone!! I'll protect them. If I'm the Head, then that's my duty! "
Ushiromiya Jessica,"Dad wasn't just swaggering around. He protected me and Mom!! ...He fought the pressure of succeeding the Ushiromiya family...for decades!!"" "
Ushiromiya Jessica,"""That's why I know. ...Being the Successor is nothing trivial. ...So you know what? I can give it up. ...Betting my own life is something I can do easily!!"" "
,Jessica knew. 
,"She knew that in order to protect her family, her father had bluffed and fought alone continuously. "
,Jessica understood something that his back had been telling her! 
,Another left straight was buried into Ronove's face. ...That terrifying strike wasn't due just to the brass knuckles she was using. 
,"It was a strike... of a person, a Family Head, who could throw away everything in order to protect. "
Ushiromiya Jessica,"""If Dad's lost his qualifications to be the Successor, then I, the next in line, will succeed the Headship. ...Head of the Ushiromiya family, Ushiromiya Jessica!! I'm not the kind of coward who'd let you do whatever you like any more!!"" "
Ronove,"""......A wonderful answer. I shall change your score from earlier. Plus 10 for that answer. ...Plus 10 for that splendid left straight."" "
Ushiromiya Jessica,"""Which means that...plus 20 more would make for a perfect 100, yeah?"" "
,"As Ronove jumped backwards, somersaulting in midair, he violently wiped away the blood pouring from his nose. "
,"...It had become, not blood, but petals of a red rose. "
,"The blood on his face was wiped off, ...and in its place... was a grin filled with a delight he hadn't felt in so many centuries that he couldn't remember. "
Ronove,"""I, Ronove, will test to see whether your resolve is worth full marks, understand...?"" "
Ushiromiya Jessica,"""Shut up, shut up!! Come at meeeeeeeeeeeeeeeee!!!"" "
Gaap,"""Come, into the Abyss...!"" "
Ushiromiya George,"""Whaaa?!"" "
,"Suddenly, beneath George's feet, a pitch-black pitfall opened its mouth wide. Of course, George had no way of resisting. "
,"After being swallowed up by that, George fell out of a pitch-black hole that had opened up in the ceiling of the arbor. "
,"As George fell down, he was hit by a reverse roundhouse kick from a sharp stiletto heel, like a strike from a carefully aimed bee...! "
,"The instant George, after being blown out of the arbor, thought that he'd be swallowed up by a rose bush... "
,Another pitch-black hole opened there and swallowed George up. 
,"And this time, a pitch-black hole opened at Gaap's feet before her eyes, spitting a defenseless George out of it. "
,"...At that time, Gaap had already finished the preparatory motions for the next reverse roundhouse kick. "
Ushiromiya George,"""Ghh, ...what is...this...?"" "
Gaap,"""Welcome back. *giggle*!"" "
,Right side of the head. Below the right armpit. Side of the right knee. 
,"As Gaap danced and spun like a small cyclone, she kept hitting him, left foot right foot left foot right foot, with successive roundhouse kicks. "
,"The fourth one became a sweep, cutting George's feet out from under him and making him fall down, but of course, there was no floor there, but a pitch-black hole, and George was swallowed up once again. "
,Gaap once again spun around like a small cyclone. George was once again spat out from the ceiling of the arbor. 
Gaap,"""......Take this and reflect. The Abyss ends with a single strike. ...Die...!"" "
,The sharp strike of the queen bee pierced the heavens like a rising cyclone. It kicked through George's lower chest as he fell from the ceiling... 
,"And then, ...time froze. George was pinned in midair by Gaap's raised leg... "
Ushiromiya George,"""Gah, ......mmph......"" "
,"Still pinned in midair, George moaned... "
,"Then Gaap, with George still hung up on her foot, ...grinned. "
Gaap,"""......I'll admit it. At least your attitude is that of an adult. But that's no good unless you have power to go with it. "
Gaap,"...Did you know? They say you need three kinds of power to rule this world. The first one is influence. The second is wealth. Do you know what the last one is?"" "
Ushiromiya George,"""I read it in a book. ...Force, right...?"" "
Gaap,"""Correct. And that's where you're lacking."" "
,Gaap finally released George. 
,"She kicked upwards one more time, changing into another roundhouse kick and knocking him into a pillar. "
Ushiromiya George,"""Ghh? ......Ung...uhhhgh......!"" "
Gaap,"""No one will fear a monarch without influence, without wealth, or without force. "
Gaap,"Kinzo possessed all three of those. That's why he reigned as a tyrant! ...If you're going to call yourself Kinzo's successor, try showing me a bit of that majesty, okay?"" "
Gaap,"""...Come ooon, how long are you gonna sleep there? Stand up, okay? If you don't, you'll {i:fall} again, see?"" "
Ronove,"""Pu ku ku ku. Not bad movements. But I feel they are slightly unfitting for a lady."" "
Ushiromiya Jessica,"""Bastaaaaaaaaaaaaaard!! Swaying around all over the place!! Aren't you gonna strike back...? Don't take me lightly, you fuckin' bastard!!"" "
,"Ronove dodged skillfully, jumped back, and avoided Jessica's fist, but he still didn't strike back himself. "
,"Because of his dodge that was as rapid as a fluttering flag blown by strong winds, Jessica's fist wasn't even able to touch him. "
,"Amidst the sensation that her own blood was boiling, Jessica regained her offensive composure. "
,"Even though this room was large for a bedroom, it was a very cramped place to keep up such exaggerated dodges in for long. "
,"...She calmly realized that and started using not just her fists, but her legs as well. "
Ronove,"""...Hoh. Boxing with just your arms makes you but half a fighter. Your arms must be like the hot roar of a lion. And your legs must be like the cold snake closing in on its prey."" "
Ushiromiya Jessica,"""Snakes don't have legs!"" "
Ronove,"""Pu ku ku, true."" "
,Jessica began cornering Ronove towards the wall with perfect footwork. She didn't let him get around her. 
,"...Ronove's magnificent dodges looked flashy, but they needed a large footing. "
,"Once cornered, he wouldn't be able to dodge anymore...! "
,"Jessica knew the characteristics of her weapon, the brass knuckle, very well. "
,This powerful weapon's most notable characteristic was how it didn't give the opponent a chance to defend. 
,"Even if they blocked with their arm, that arm would receive direct damage. ...If it hit the wrong way, it might even break the bone. "
,"So she cornered him. With this fist, ...she'd whittle away at this demon who'd lost any way to escape!! "
Ronove,"""Whoops...! Oh, when did...?"" "
Ushiromiya Jessica,"""Looks like I've finally cornered you, right...? Where is everyone being held? Where's that damn geezer? You tell me everything, and I'll let you off with nothing more than plucking that mustache off, got it?"" "
Ronove,"""That would be a problem. It does take me an hour every morning to set this."" "
Ushiromiya Jessica,"""Once you're in a cast, you won't even be able to do that, right?!"" "
Ronove,"""......Whoops. .........Gggh."" "
,"Ronove had blocked Jessica's fist with his arm. He tried to act as though it was no big deal, but it must have hurt a lot. "
,"...Jessica grinned. Ronove smiled the same way, but twitched slightly. "
Ronove,"""...I see. This certainly does hurt."" "
Ushiromiya Jessica,"""Here's my last bit of advice. Cry and apologize."" "
Ronove,"""That, I cannot do. It would ruin my image."" "
Ushiromiya Jessica,"""Then just crumple. Rapid fiiiiiiiiiiiiiiiire!!!"" "
,Jessica's fists were buried into Ronove. 
,"But there was a resistance that seemed too hard...and the sound of breaking glass, which startled Jessica. "
Ushiromiya Jessica,"""Wh‐......?!"" "
,"At a glance, it looked like Ronove had caught Jessica's fist with his palm. ...That wasn't quite true. "
,"When Ronove opened his hand, a faint, purple, glowing barrier like a glass shield appeared, stopping the attack by a hair's breadth. "
,"Pulling herself together, Jessica let her fists fly again, but with a truly magnificent gesture, Ronove caught all of them... "
Ronove,"""I am, after all, a demon. This level of magic is nothing. ......Even so, you aren't bad at all. If I were a Human, I would probably resign right here. Because I am a demon, I can still continue to fight."" "
Ushiromiya Jessica,"""...Wh-What are you trying to pull......?!"" "
Ronove,"""Is this the end? ...Are you simply going to attack all the time, while neglecting your defense?"" "
Ushiromiya Jessica,"""Huh?!"" "
Ushiromiya Jessica,"...Waaah!!"" "
,Ronove's palm shot to within a hair's breadth of Jessica's stomach. 
,"Jessica was knocked away by the purple shield, rolled backwards, and smashed her head on the bed. "
Ronove,"""My shield cannot be broken by a mere Human. Don't think that you'll ever be able to touch my body again."" "
Ushiromiya Jessica,"""...In that case, ...I'll just burst through that shield...!!"" "
Ronove,"""Persistent, I see. Yes, a truly fitting spirit for the Successor. ...Perhaps I'll be your opponent for just a while longer. This is also part of an examiner's role. ......Pukkukukukukuku!"" "
Ushiromiya Jessica,"""Breeeeeeeeeeeaaaak, aaaaaaaaaaaaaahhhh!!"" "
,"Gaap looked down on George, sneering. George was on a path in the rose garden, lying face-down in a puddle. "
,"The merciless rain beat down on him, so that it looked as though even the heavens were mocking him... "
Gaap,"""......Ahhahahahahahaha. Stand up, okay? You'll fall again, right?"" "
Ushiromiya George,"""............"" "
,George stood up shakily. 
,"...It seemed his spirit hadn't given in, but the damage done to his body was fairly significant. "
Gaap,"""Beg for your life. What you're doing now is the same as the fourth option of choosing nothing. ...You chose the third option, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me."" "
Gaap,"""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless life, you will kill the other hostages one by one. "
Gaap,"...You can do it, right? You did boast about having that resolve. ...*giggle*giggle*giggle*."" "
,George didn't answer. ...But his gaze was still obstinately resisting surrender. 
Gaap,"""...If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss, okay...? *cackle*cackle*cackle*."" "
,Gaap's strength was evident. 
,"...That was probably clear, even more than it was to George himself, to Shannon's group watching through the three-sided mirror... "
Shannon,"""......George-sama... ...That's... ......enough...... ...For someone like me..."" "
Kanon,"""Nee-san..."" "
Shannon,"""......If you didn't fall in love with me, ...you wouldn't have to fight with anyone, right, George-sama...? Then please, abandon me... Please forget me..."" "
,There was no way that voice could have reached George. 
,"...But, even so, ...George answered. "
Ushiromiya George,"""No way. ......I won't...surrender."" "
Gaap,"""...Oh? Why not...?"" "
Ushiromiya George,"""......Because that's...my resolve. ...I'll fight everything for Shannon's sake. And I'll make everything accept us... ...and bless us."" "
Gaap,"""Hey, could you tell me something? Why are you willing to go so far for that furniture called Shannon? ......She's just a washout, isn't she? Rubbish furniture that couldn't even make a satisfactory waitress."" "
Ushiromiya George,"""......I won't permit any more insults against the woman I love."" "
Gaap,"""So what are you going to do about it? How could a weak kid like you resist me...?"" "
Ushiromiya George,"""Loving someone is strength. ...Because I learned that, I was able to become strong. ......'Shannon, I love you'. With just those words, I can stand back up, over and over again."" "
Gaap,"""Shannon's in the dungeon, right? Professing your love to me won't-"" "
Ushiromiya George,"""No. She heard. ...That's because it's love. Shannon can hear my words right now. The reason I can believe that...is because of love."" "
Gaap,""".........You......"" "
Ushiromiya George,"‘Shannon, you aren't furniture. ...Even if you are furniture, you're mine alone, the only one for me in the world. I want you to be close to me as long as we live. ...I need you for all eternity.’ "
Shannon,"""......G-George-sama........."" "
Ushiromiya Kyrie,"""...I'm jealous. He's surpassed my husband in smooth talking."" "
Nanjo Terumasa,"""...Th-That's youth for you."" "
Gaap,"""Ahhahahahahahahahahaha...!! The strength of love? Then why are you so weak, boy? Does that weakness mean your love is also that weak? "
Gaap,"*giggle*giggle*! Even your love for your fiancée is weak. The way your parents died so quickly was weak. Everything about your life is weak."" "
Ushiromiya George,"""......Shannon taught me about love and strength. If you're trying to measure my love towards Shannon by my strength alone, ...let me teach you about my love."" "
Gaap,"""*giggle* So you say. ...I get it now. You're saying that the way you can still stand up after being kicked down so many times is the strength you received from Shannon."" ""In that case, what did you receive from your parents, who got killed way too easily? ......?"" "
,"At that time, there was a blackout. ...Even though they were outside? "
Gaap,"""......N-No. ......Th-This is......"" "
,The thing blocking Gaap's vision... ......was the bottom... of George's... ... shoe... 
Ushiromiya George,"""......Side kick. Nasal bone fractured."" "
,It had stopped right in front of the tip of Gaap's nose. 
Ushiromiya George,"""The thing I got from Mom was this kick."" "
,"Several moments after, Gaap jumped back. Of course, that was too late. "
,"If George hadn't stopped, he would probably have caused the damage he'd announced. "
Ushiromiya George,"""And what I got from Dad... ...is fortitude."" "
,Anger with a low boiling point isn't something to be truly feared. ...True anger is disciplined by fortitude. 
Ushiromiya George,"""......I recognize your violent method of declaring your intentions. ...I also see that you've slandered my fiancée and my parents' honor. And you have no intention of taking back what you said, yes...?"" "
Gaap,"""...Y-You..."" "
Ushiromiya George,"""I now understand your attacks more than enough, ......so maybe it's about time. Time to start fighting back."" "
Gaap,"""Q-Quit prattling, foolish boy...!!"" "
,A pitch-black hole opened its mouth at George's feet. 
,"But George rapidly opened his legs, straddling the hole. The same move won't work again...! "
,"It was an extremely smooth dodge, and the upper part of his body didn't even quiver. "
Ushiromiya George,"""Fortitude means calmly analyzing how your opponent will act, instead of losing your cool. ......Why? Isn't it obvious? Can't you guess?"" "
Gaap,"""N-N-No, I can't..."" "
Ushiromiya George,"""It's to counter, to give back exactly what you got, to make them not want to take another pass at you, to make them cover their face in tears and snot and forget to wash it off, to make them want to rub their forehead on the ground and apologize over and over, to completely, perfectly, and thoroughly...!!! ...Beat them until they can't get up."" "
,George dashed. 
,"Pitfalls opened one after another, but George didn't step in them again. "
,"And, because he was persistent, he was able to reach Gaap a second time... "
Ushiromiya George,"""......Reverse roundhouse. Jaw fractured."" "
Gaap,""".........!"" "
,It was stretched out more forcefully and beautifully than Gaap's had been. 
,"Of course, while it centered directly on Gaap's face, it stopped a hair's breadth away. "
,Perhaps she couldn't rely on pitfalls at this close range. 
,"Gaap kicked at George's shins as a diversion, and in the instant of weakness when he tried to deal with that, she aimed a kick at his stomach. "
,It was a bee-like stab by her stiletto heel. 
,...But it sliced through the air where George no longer was. 
Ushiromiya George,"""......High axe kick. Collarbone fractured."" "
Gaap,"""......Gah-"" "
,"By Gaap's side, George calmly announced that, his foot still raised. "
,"If that monarch's heel had swung down, a collarbone fracture would probably have been the least of her worries. "
Gaap,"""This guy's... ...stronger than me...at close range...?! I need distance...!"" "
,She jumped backwards to open a large gap between them. 
,"She jumped and jumped and leapt and even flipped in midair, increasing that distance. "
,"It should have been magnificent, but for some reason, it was very similar to the movements of a small, scared animal. "
,"If she opened the distance between them, she'd be able to fight at the range that was her specialty, using a mixture of pitfalls and kicking techniques...! "
Gaap,"""You fool, ...you'll regret the pride that made you let three chances of defeating me slide...as you fall into the depths of the Abyss!! .........Huh?"" "
,"When she magnificently landed and tried to aim a pitfall, a razor-sharp wind cut Gaap's bangs. ...Yes, it cut them. "
,"It happened twice. ...This time, it didn't just stop a hair's breadth away, but scattered her bangs with its air pressure... "
Ushiromiya George,"""......Armada com martelo. ...The fundus of the eye fractured with the first strike. Cerebral contusion with the second strike."" "
Gaap,"""............!!!"" "
,Gaap was too shocked to speak. 
,"George had closed in over all that distance in an instant, letting off a fearsomely nimble midair double-kick. "
,"...Furthermore, with the accuracy and edge of a razor, it had cut nothing more than several of her bangs. "
Ushiromiya George,"""I learned the power of kicks from karate, speed from tae kwon do, and freedom of range from capoeira. "
Ushiromiya George,"...Mom was pretty fickle. But I've learned from studying various merits."" "
Gaap,"""...Wh-Why don't you hit me...? ...You aren't going to say it's because I'm a woman, right?!!"" "
Ushiromiya George,"""...You spoke of force as a monarch's third power. "
Ushiromiya George,"It looks like you still misunderstand the meaning of that force. ...In this situation, force doesn't mean hastily wielded violence. ......It refers to a deterrent, knowledge that if someone opposes the monarch, that person won't get away unharmed."" "
Gaap,"""A deterrent, ...you say...?"" "
,"In short, this is what it meant. This was why all of George's attacks up until then had stopped a hair's breadth away. "
,"These bare misses, which were more difficult than hitting directly, had all been performed so splendidly. "
,"...Also, if George had wished it, any one of those would probably have crushed Gaap. "
,"He had, daringly, not done that. "
Ushiromiya George,"""You said it yourself, right? Force is the power to control. ......If you crush your opponent with force, you won't be able control them, right? "
Ushiromiya George,"A monarch's force is something that is only shown. He does not crush. He makes others surrender and adds them to his own fortune."" ""If you start blowing bubbles, I won't be able to make you guide me to where the hostages are."" "
,Gaap had to admit it. 
,She had to admit that George understood force in its truest sense...! 
Ushiromiya George,"""You'll take me to where everyone is. I would advise against resisting. ...I won't stop short next time."" "
Gaap,"""...Ack!! ......Sorry, Lia. Lemme borrow your troops. This guy's too much for me alone to handle!!"" "
,"As a large, pitch-black hole opened in the sky, *thunk* *thunk* *thunk*, three muscular goat attendants fell out. They surrounded George. "
Ushiromiya George,"""......Reinforcements? Should I take this to mean that you take back all that about me being weak?"" "
Gaap,"""...I-I admit it. ...I made light of your...Human power..."" "
Ushiromiya George,"""That's wrong. This is the strength of a man who's experienced love."" "
Gaap,"""H-How can you say stuff like that with a straight face?!! Come, goats! Crush this man and turn him into meatballs!"" "
Gaap,"""*giggle* These goats are stupid, but it looks like they at least have power. I'll turn you into a corpse that even your fiancée won't be able to recognize!"" "
Ushiromiya George,"""You refuse to surrender and intend to continue fighting. Understood. ...Know that from now on, you will receive real harm proportional to your own attacks."" "
Ushiromiya George,"""If you still plan on attacking me, prepare to sustain a great deal of damage."" "
,"When George proclaimed that, ...a faint, red magic circle rose up around him. "
,"It seemed that George couldn't see it. However, Gaap, being a demon, could. "
Gaap,"""...M-Magic?! Why does this guy have a defensive barrier...?! And that's also...a counterattacking type...?! Is this...wh-what you meant by a deterrent...?!"" "
,"From a demon's perspective, that may have been magic. "
,"But in George's eyes, it was...determination. "
,"It was a determination filled with certainty, ...which would be merciless to anyone who wished to fight anymore... and which would force them to prepare for a significant counterattack. "
,Determination with certainty...becomes magic. 
,Ronove had been accurately blocking Jessica's fists with his shield. ...But something felt odd. 
,"Even though he was certainly catching them on the shield, he felt his arm get jarred, and it hurt. "
,It should have prevented all physical damage. 
,"...However, the damage from her fists was gradually being transmitted to his arm, piling up. "
,"Ronove tried to act like he was composed, so that this wouldn't be noticed... "
Ushiromiya Jessica,"""H-Heheh...!! I'm not gonna get worn out. What's wrong, old guy? Starting to get a little tough...?!"" "
Ronove,"""...No matter how much you attack, it is useless. Why can't you understand that you cannot break my shield?"" "
Ushiromiya Jessica,"""I'm not gonna stop hitting you just because it won't break. ......No matter how hard someone's heart is, if you keep on talking to them little by little, it'll eventually start to crack...! I believe it!! I believe that useless effort doesn't exist in this world!!"" "
Ushiromiya Jessica,"""That's why I can live...to the fullest!! If words will eventually make it through, then the same goes for fists...!! ""Give up"" isn't written anywhere in my dictionary!!"" "
,"Those words were probably aimed at Kanon... Kanon, who had seemed to reject Jessica's words. ...But Jessica knew that, no matter how stubborn his heart was, those words would eventually soak through. "
,"She believed that they would surely reach his heart, that the day would come when he would stop calling himself furniture and disparaging himself, ...and that he'd step out into a new life. "
,So Jessica didn't give up. She didn't lose heart...! 
Ushiromiya Jessica,"""It's stupid, right? I'll bet a guy couldn't understand, right? A girl in love doesn't even think about giving up just because it's useless!!"" "
,"At that time, Ronove certainly saw. He saw the reddish glow of light that encircled Jessica's fists. "
Ronove,"""......This is...not good. ...An enchantment, is it? ...This permeating upgrade...will be troublesome."" "
,"Inside her unrelenting fists and determination...dwelled the power to succeed no matter what. From a demon's perspective, that was magic. Determination with certainty...becomes magic. "
Ushiromiya Jessica,"""See? Nothing useless about it. ...Looks like my fists are making it through. Guard your arm, old guy."" "
Ronove,"""......It seems I will have to get a little more serious. ...It appears it is as you said. ...In this world, nothing is useless."" "
Ushiromiya Jessica,"""That's right...! If you give up because something's useless, that's when your life ends...! You'll get through. ...You can be sure of that...!!"" "
,"I'm an idiot, so this is the only way I can live, but even so, ...I'm sure I'll be able to teach Kanon-kun... about a new world someday!! "
,So I'm not gonna lose heart in a place like this...!! I'll definitely defeat you... and save everyone!! 
Ushiromiya Krauss,"""Damn!! Got to somehow...open a hole... Aaaaaaaaaaaaargghhh!!!"" "
,Krauss was repeating his useless effort to somehow open a hole between the metal bars. 
,...Useless. ......Nothing is useless. There's nothing... 
,The lookout goats had been swallowed up by those black pitfalls and disappeared. 
,...Now was their once-in-a-lifetime chance. 
,This was their only chance to break the bars... 
Nanjo Terumasa,"""S-Stop it, it's impossible, Krauss-san! There's nothing we can do with our bare hands! Let's look for a tool, don't waste time on the impossible...!"" "
Ushiromiya Krauss,"""If you give up because it's useless, then it's all over. That's what my daughter said. ...Even if my body won't fit, as long as a small person like Shannon or Kanon can make it through...!!"" "
Ushiromiya Kyrie,"""...Now that we've reached this point, action is more important than racking our brains. Let's work together, I'll do it too...! ...Kanon-kun, you're a boy, aren't you? Lend a hand...! ...Kanon-kun?!"" "
Kanon,"""......Krauss-sama, please stand back."" "
Ushiromiya Krauss,"""What? What are you planning...?"" "
Kanon,"""...Okay, Nee-san? ......Just one more time, let's try struggling."" "
Shannon,"""......Yes. ...I too...will struggle one more time. ...No, not just one more time. ...Over and over again."" "
,"Jessica's voice had reached Kanon. It certainly had permeated into his cold, rock-like heart. "
,"And George's voice had reached Shannon. If the love he had shown was embodied by strength, she would have to respond in the same way. "
,An incredible metal sound rang out. 
,"......In the first flash, several metal bars were severed horizontally, and in the next flash, they were severed horizontally again, causing many metal bars to clatter to the ground like bamboo shoots cut by a sword. "
,"Krauss, Kyrie, and Nanjo didn't even have a clue what had just happened... "
Kanon,"""...Doctor Nanjo, which way down the corridor goes to the mansion...?"" "
Nanjo Terumasa,"""......O-Oh, of course! In and to the left, ...in and to the left...!"" "
Shannon,"""Let's go, Krauss-sama. ...{f:5:Virgilia}-sama will notice us at any moment now."" "
Ushiromiya Kyrie,"""What in the world... ...are you guys...?"" "
Kanon,"""......We are..."" "
,"When Kanon hung his head a little and faltered, Shannon slapped his shoulder, smiled, and spoke. "
Shannon,"""We're Human."" "
Chiester45,"""V-{f:5:Virgilia}-sama!! Response from the lookout web, it's a jailbreak! The goat guards aren't there for some reason...!!"" "
{f:5:Virgilia},"""...Whaaat?! Why?! ......It's Gaap, isn't it? Taking someone else's summonings without asking!! ...Gap! Gapgap!! "
Chiester00,"""...Confirming Battle Regulations. Requesting permission to fire at the escapees."" "
{f:5:Virgilia},"""Do it...! Kill them, kiii-!! Gapgapgap, gap, gya!!!"" "
Chiester00,"""Understood. 45, 410, Prepare for Sniping Pursuit Combat. Ammo Type, Guided Cluster Rounds. ...{f:5:Virgilia}-sama, an escape prevention barrier, if you would."" "
{f:5:Virgilia},"""Owowowow... Y-Yes, you're right. Hohhoho, I won't let you escape from here. ...Owow, bit my tongue saying Gapgap..."" "
,"The underground passage in front of them was once again blocked by metal bars. The door was, of course, locked. "
,"...However, that was no problem for them now. "
Ushiromiya Krauss,"""Kanon, it's those metal bars again! We're counting on you...!"" "
Kanon,"""Yes, Krauss-sama...!"" "
Ushiromiya Kyrie,"""...Still, that's incredible. ...I wonder what kind of principle it works on."" "
Ushiromiya Krauss,"""I'm not interested in principles. All that matters is that he can sever the metal bars...and that we can escape from here...!"" ""Don't worry, Kanon, do it!"" "
Kanon,"""Leave it to me...!"" "
,"Kanon sliced the metal bars again with his red curved blade. But there was a harsh, strange noise, and the metal bars only had a slight scratch. "
Nanjo Terumasa,"""Wh-What's this? ...These are sturdy..."" "
Kanon,"""Wrong. ...They're enchanted! It's one of {f:5:Virgilia}-sama's magic locks."" "
Shannon,"""Can you cut through it?"" "
Kanon,"""Of course. But it will take time."" "
Ushiromiya Krauss,"""We'll wait three minutes...!"" "
,"After taking a deep breath and concentrating his mind, Kanon extended a red curved sword again. "
,"When he pressed it hard against the metal bars, sparks sprayed, almost as though he was melting through it with a burner. "
Ushiromiya Krauss,"""It looks like we'll be able to cut it, ...but it'll be tough."" "
Shannon,"""......Krauss-sama, you've been targeted by the enemy. Please move back."" "
Ushiromiya Kyrie,"""Huh? Pursuers? There's no one coming!"" "
Shannon,"""Please get behind me. They're aiming for you...!!"" "
Chiester45,"""45, Data Received. Target Lock Acquired. Commencing Terrain Calculation Error Correction. Formulating Firing Curve, Supplemental Control Point Calculations Complete. Data Link to 410."" "
Chiester410,"""410, Data Received. Checking Hazard Zone, no problems."" "
Chiester00,"""00, Loading 48 Sub-rounds, Individual Homing F&F. Guided Cluster Rounds, Preparations Complete."" "
Chiester45,"""45, Firing Preparations Concluded. Loading Guided Cluster Rounds."" "
Chiester410,"""410, nihhihihihi! Firiiing!!"" "
,"A golden arrow that sparkled gold was fired, leaving a gold tail streaming behind. It drew a curve, went through the door, through the keyhole, down the stairs, towards the underground path at full speed...! "
Nanjo Terumasa,"""S-Something shone!!"" "
Shannon,"""...You can't block the golden arrow with a shield. Kanon-kun, Interception Stance. Let's link."" "
Kanon,"""Gatekeeper, understood. ......It's been a long time since I've fought with you, Nee-san. Don't screw up."" "
Shannon,"""Yeah. I'll be serious."" "
Kanon,"""Then there's no problem!"" "
,Kanon stopped cutting the bars and stood in front of Shannon. 
,"Behind him, Shannon closed her eyes, concentrating her mind deep, deep into the darkness of the underground path... "
,A Guided Cluster Round is a special kind of arrow made up of 48 sub-rounds bound together. It explodes mid-flight and divides into 48 mini-arrows. 
,"The strength of each individual one is low, but they pierce through all shields and possess a perfect wounding and killing power against personnel. "
,"And on top of that, each one of the 48 possesses autonomous guidance towards their individual targets. "
Kanon,"""......It shone. ...It's divided..."" "
Shannon,"""Confirming Guided Cluster Round Division. 46...7...8... ...48 Sub-rounds, All Rounds Locked Onto. Interception Control. Data Link to Kanon."" "
Kanon,"""Kanon, Data Received. ...You're incredible, Nee-san. You can actually ""see"" all 48."" "
Shannon,"""Concentrate on Interception Prioritization. Trust your Nee-san."" "
Kanon,"""Of course. I don't even need to open my eyes."" "
Shannon,"""Commencing Interception."" "
Chiester45,"""T-Target Unharmed!! I-It was intercepted...!!"" "
Chiester410,"""Nihyah?! All 48 of them?!"" "
{f:5:Virgilia},"""Hohohoh... After all, Shannon and Kanon were originally a furniture pair. They're strong when they're together. ...Owowow. ...Is this gonna become a mouth ulcer or something...?"" "
Chiester00,"""Calm down, Reload. ...Updating Ammo Type. Precision Light-Speed Sniper Rounds. Preparing for Precision Sniping."" "
Chiester410,"""Sounds good nyeh, impossible to intercept super high-speed rounds! Impossible for a mere Gatekeeper to defend against nyeh!"" "
Chiester45,"""Precision Sniping, roger that. Commencing Collection of Precision Firing-use Data......"" "
Nanjo Terumasa,"""Wh-What in the world was that just now...?"" "
Ushiromiya Kyrie,"""Don't worry, I don't have a clue either... All I know is that we would've died if not for these two..."" "
Shannon,"""Kanon-kun, thanks. Go back to the metal bars. The next shot will probably be one we can't intercept."" "
Ushiromiya Krauss,"""How can we defend against such an attack...?!"" "
Shannon,"""We don't let them shoot. ...Kanon-kun, Initiate Spirit Particle Combat Countermeasures."" "
,"At those words, Kanon closed his eyes tightly and ground his teeth. ...With Shannon at the center, a pressure and impact that only nonhumans could perceive struck. "
Chiester45,"""...Huh?! Firing System Error!! No good, Rebooting... Huh huh?!"" "
Chiester00,"""It's Spirit Wave Jamming! Activate Spirit Particle Safeguards, hurry! What are you doing?! Cover your ears quickly, 45!!!"" "
,"An unseen, unheard impact had struck the Chiester Sisters. "
,"00 and 410 crouched down, covering their ears, ...but 45 didn't make it in time. "
,"...As she stood bolt upright, her eyes rolled. "
Chiester45,"""Ukyu...?!?!"" "
Chiester45,"...Kyuu? Kyu-! Kyu- kyu- kyu-!!!"" "
Chiester410,"""45 got damaged...! Her IME's busted...!! ...Nn, gya, ...the noise...is also horrible for me nyeh..."" "
Chiester00,"""45, 410, ...and 00, Damaged... Abandoning Sniping Posture. ...Ack, it came straight through the link... I-If we don't reboot..."" "
,Raising their spirit particle sensitivity for precision sniping had backfired. 
,"They had taken the full brunt of the spirit particle shock wave Shannon had released, and not only 45, who had been hit directly, but also 00 and 410, who had been linked with her, were taken down. "
{f:5:Virgilia},"""Are you okay?! ...I'll make you some more delicious black tea later, so get ahold of yourselves!"" "
Chiester00,"""...M-My apologies, sir... Rebooting. Please wait several hundred seconds..."" "
,"All of the Chiester Sisters had fallen over. They would probably get back up eventually, but it looked like it would be hard for them to return to the battle lines for a while. "
{f:5:Virgilia},"""So, furniture was able to repel weapons, if only for a moment. ......I see, a plot to entertain that child truly will be filled with unexpected turns!"" "
,"{f:5:Virgilia} tore the air with a large gesture, motioning as though opening a door. "
{f:5:Virgilia},"""Come, arise, goat attendants...! It's time to work. Catch and kill the escapees. Corpses are fine, we can just revive them anyway!"" "
,A gold-colored door opened in the air...and countless giant goats with muscular bodies peeked their faces out... 
{f:5:Virgilia},"""Come now, hurry. There are five escapees, so the fastest five of you win! There will be a wonderful prize, so give it your all, give it your all!"" "
,"{f:5:Virgilia} clapped her hands, urging them on. "
,"A prize?! After facing each other at those words, the goats all rushed to the door at once, trying to get out, making the exit as packed as the Touzai or the Yamanote rail lines in the morning. "
,"Each wanted to get out first, so none of them could get out. ...{f:5:Virgilia} held her head in frustration. "
,"By that time, Kanon had managed to cut enough bars to make a crack that could be slipped through. "
,"It had been a bit of work for Krauss, large as he was, and Nanjo, with his lethal waist, but even so, they all managed to make it through. "
,"But after they did, they only had a couple seconds to be relieved. "
