Speaker,Steam (ST)
,The crisp sound of Rosa slapping Maria's cheek echoed through the high-ceilinged chapel... 
,"Ever since it started raining yesterday... No, ...ever since the island was swallowed by the typhoon, I've felt as though something...was wrong. "
,"It was bright and sunny when I arrived on Rokkenjima, but since I'd gotten up early and was sleepy, I took a nap. "
,"...When I woke up, it had already started raining. "
,And ever since that time... 
,"Suddenly, a mysterious visitor calling herself the Golden Witch {f:5:Beatrice} arrived, and it felt like I was sinking bit by bit into a bizarre world. "
,"What the heck happened while I was napping? Am I supposed to believe this island was sealed off inside a different world, where common sense doesn't apply...?! "
,"Who is this person called {f:5:Beatrice}? Is some unknown person trying to involve themselves with the inheritance problem, just like our parents were freaking out about at dinner last night? "
,"...Or is the culprit this witch from the Legend of the Gold, just like Maria said?! "
,"Even if we set Jessica's temper aside, given the circumstances, it's probably safe to say that this visitor person is the most suspicious. "
,"But we mustn't make up our minds based on that alone. Aaah, it's useless, it's useless, it's all useless...!! "
,"I smacked my face with both hands again, cooling off my brains before they overloaded. Even though it might've been a wasted effort... "
Ushiromiya George,"""...This......is one of Grandfather's envelopes."" "
,"On a tray piled up with sweets that decorated the table, George-aniki found a Western envelope that had the Ushiromiya family crest done on it in gold leaf. "
,"And, it was unopened. "
Ushiromiya Battler,"""Which means...it's probably meant for us, right? If it was something Dad and the others read, it should be open."" "
Ushiromiya George,"""...It seems your reasoning is correct. ...It's written right here. Someone wrote ""to those who remain""."" "
Ushiromiya Rosa,"""Is that...a letter the culprit left...?! Wh-What's inside...?"" "
Ushiromiya Battler,"""Aniki, let's open it...!"" "
,"After nodding silently, George-aniki broke the seal. ...A folded letter came out. "
Ushiromiya George,"""......I'll read it. ......Welcome to Rokkenjima, members of the Ushiromiya family. I am {f:5:Beatrice}, the alchemist for this family employed by Kinzo-sama himself..."" "
,That letter really was a joke. 
,"This {f:5:Beatrice}, who called herself the family alchemist, had announced that she was collecting the gold she'd lent Grandfather, along with interest. "
,And that interest...was everything Grandfather had created. 
,"Since this tragedy was right before our eyes as this paragraph was being read aloud, it clearly wasn't referring just to the wealth that Grandfather had built up. "
,"...It was literal. Everything that Grandfather had created... ...In other words, ...all of Grandfather's descendants were included in the interest! "
Ushiromiya Battler,"""You bastard!! What a screwed up contract! Lives as interest for gold, you say?! That's almost like a contract with the devil, isn't it?! You think that makes you look more like a witch?! Ha, don't make me laugh!!"" "
Ushiromiya George,"""...Special clause. ......However, if someone is able to discover the hidden gold of this contract, {f:5:Beatrice} must abandon these rights for all time."" "
Ushiromiya George,"""......Hmm... ...Kinzo-sama has already publicly displayed the location of the hidden gold within the epitaph under my portrait..."" "
Ushiromiya George,"""...In other words, it's something like this. If these murders represent her collecting interest, then she's telling us to try and find the gold she gave Grandfather if we want her to stop... And, she's also saying that the secret pointing to the gold is hidden in the portrait epitaph."" "
Ushiromiya Battler,"""So, basically, ...this is a letter of challenge from the witch? She's telling us to try and solve the code that points to the hidden gold, if we can?! And if we can't, she'll keep collecting the interest as planned?"" "
Ushiromiya Battler,"""I'll beat you to death, bring it on!!!"" "
Ushiromiya George,"""...B-Battler-kun! Look, ...look!!!"" "
,"The table was covered with sweets, ...so even though those things were right out in the open, we just assumed they were sweets too. "
,"...I mean, come on, you see them a lot, right? "
,"...You know, those boxes of chocolate shaped like gold ingots...! "
Ushiromiya Battler,"""...Th-This is no box of candy... It's the real thing...! This is a real gold bar...!!"" "
Ushiromiya George,"""...It's inscribed with the crest of the One-Winged Eagle... ...I heard Mother talking about this earlier. ...This is a gold bar from Grandfather's Legend of the Gold...!!"" "
,Gold ingots weighing a full 10 kilograms...a whole three of them...were piled up in the very center of the table! It was where a cake would be placed if it was a birthday party. 
,"...In other words, this was without a doubt the birthday cake of the party known as the family conference! "
Ushiromiya George,"""If these are really four‐nines‐purity ingots... ...nn, *gulp*. They, they're worth about 60 million yen!"" "
Ushiromiya Battler,"""You stupid biiiiiitch!! That's way too cheap!!! Six of our parents have been killed, and the gold you throw our way for it is a measly 60 million yen?! Don't take us for fools, damn iiiiiiiiiiiiiiiit!!!"" "
Ushiromiya Maria,"""...Kihihihihihihihihihihihihihihihi. ...So, it has begun, {f:5:Beatrice}. ...It's not like anyone can solve this riddle anyway. So Beato will definitely win."" "
Ushiromiya Maria,"""...Quickly, open the door to the Golden Land. And take me with you. ...Kihihihihihihihihihihihihihi!"" "
