Speaker,Steam (ST)
{f:5:Beatrice},"""...If you think about what you're saying, it's ridiculous. {p:1:This morning, Rosa definitely took an envelope out of Maria's handbag,} {p:1:and from that obtained the genuine key to the chapel}. ...It wasn't a fake, as you suggest."" "
Ushiromiya Battler,"""Heheh... I know that much. I'll continue. "
Ushiromiya Battler,"...In that case, when Maria first received the envelope, the thing inside it was definitely that same key to the chapel, right?"" "
{f:5:Beatrice},"""............ ......Hoh."" "
Ushiromiya Battler,"""See what I'm getting at? ...Midday yesterday, you gave Maria an envelope with a key inside. And you told her that she mustn't open it. ......Maria probably realized it had a key inside."" "
Ushiromiya Battler,"""Later on, Aunt Rosa used the thing inside the envelope to open the door to the chapel, {i:and that's why we assumed it was the key to the chapel all along}. This is the suspicious part!"" "
{f:5:Beatrice},""".........So is this what you're trying to say? That when I entrusted Maria with a key, that key was a fake? And then, by the time Rosa obtained it, it had been switched with the real thing...?"" "
Ushiromiya Battler,"""Yeah, that's it. ...What's wrong, {f:5:Beatrice}-sama? You've been looking a bit pale for a while now, huh...?"" "
{f:5:Beatrice},"""...Those close to me sometimes call me {ruby:bay-ah-tow:Beato}. Beato will do."" "
Ushiromiya Battler,"""It's your turn, Beato. "
Ushiromiya Battler,"The Turn of the Golden Witch! ...Let's see you dodge this."" "
{f:5:Beatrice},"""......Very well. ...{p:1:The key to the chapel truly was the object inside the envelope I gave Maria}."" "
Ushiromiya Battler,"""I'll move forward. ...Can you repeat it in red? ...""That envelope was completely under Maria's supervision until Aunt Rosa opened it""."" "
{f:5:Beatrice},"""............"" "
Ushiromiya Battler,"""...If you can't say it, then say you refuse. Check."" "
{f:5:Beatrice},"""......Nng, .........I refuse."" "
Ushiromiya Battler,"""I've spun it all around with just one move. ...Now it's your king on the run, Beato."" "
{f:5:Beatrice},"""...Hmph, I have a reason for refusing. It regards the definition of the phrase ""under her supervision"". ...In its purest meaning, Maria would need to have her eyes on it around the clock for that to be true."" "
{f:5:Beatrice},"""...But Maria didn't go that far. It may have been completely under her supervision when she took it out of her handbag, but after she put it inside, it disappeared from her field of vision. In that sense, the phrase ""under her supervision"" would be inappropriate, so I couldn't use the red, nothing more. ............Nng..."" "
Ushiromiya Battler,"""...I'll bet that move hurt. And your face tells me you've guessed the next one. "
Ushiromiya Battler,.........Sorry. I'm kind to women. I don't hurt them. {i:And I never betray a woman's expectations}! 
Ushiromiya Battler,"......It's time for you to repeat it in red, if you think you can. ""No one was able to touch Maria's handbag until Aunt Rosa took out the envelope""."" "
{f:5:Beatrice},""".........I will also...refuse this one. ...I won't explain the reason."" "
Ushiromiya Battler,"""That's wrong. ...It's not that you won't explain it, it's that you can't explain it. ......That move gives us checkmate, doesn't it...?"" "
{f:5:Beatrice},"""............Nng..."" "
Ushiromiya Battler,"""If you can't do it, then I'll explain. ......The key to the chapel really was in the envelope you handed to Maria. ...Then Maria put it in her handbag, and the next morning, Aunt Rosa took it out and opened the lock."" "
Ushiromiya Battler,"""......However! Maria didn't have the handbag under her complete supervision! There's no need for magic. It's a closed room trick that's possible for a human!"" "
Ushiromiya Battler,"""The Human culprit handed Maria the key, and by making Aunt Rosa use it the next morning, they created the illusion that there was a closed room during that time."" "
Ushiromiya Battler,"""You can't deny the possibility that during that time, the culprit took the key from Maria's handbag, used it, and returned it by morning!!"" "
Ushiromiya Battler,"""Can you say it in red?! "
Ushiromiya Battler,"Repeat it! If you can say it, then say it!! It's check again!!!"" "
{f:5:Beatrice},"""...N-Not yet. I remove the check... ...The envelope with the key in it should have been sealed with wax...! Rosa took it from an unopened envelope..."" "
Ushiromiya Battler,"""Really? Then try saying it!! "
Ushiromiya Battler,"Repeat it!! ""The envelope handed over midday yesterday and one Aunt Rosa opened are the same thing""."" "
{f:5:Beatrice},"""Th-That I can repeat. {p:1:The envelope I handed over to Maria and the one Rosa opened are the same thing}!!"" "
Ushiromiya Battler,"""...Hah...! ...Aaaaah, it's useless, it's all useless. That doesn't even matter anymore. "
Ushiromiya Battler,"...I expected more from you. ...I figured that if you were a bit better at reading between the lines, you'd resign right there. ...So I'm disappointed. ......{i:You've betrayed my expectations}."" "
{f:5:Beatrice},"""......Wh-Wha...aat......!!"" "
Ushiromiya Battler,"""Who cares if the envelopes were the same? ...Envelopes can be sealed with wax over and over! The key inside is what's important."" "
{f:5:Beatrice},"""...Nngg, .........nnnnnnggg......"" "
Ushiromiya Battler,"""This time, it's all over, Golden Witch. It's a real checkmate. ...I'll say it one more time, repeat it!! If you can say it, try saying it!"" "
Ushiromiya Battler,"""""The key to the chapel inside the envelope Maria received wasn't used even once until Aunt Rosa opened the envelope""!!"" "
{f:5:Beatrice},"""..................h... ......Nnggg, ......how... ......! How...... c- could I... ...Against a lowly human......!!"" "
Ushiromiya Battler,"""I'll keep on saying it, {f:5:Beatrice}!!! "
Ushiromiya Battler,"Repeat it!! ""The key to the chapel inside the envelope Maria received wasn't used even once until Aunt Rosa opened the envelope""!!"" "
{f:5:Beatrice},"""...Nnngaaah, ...ooooooooooooooooooooooooooohhh!!!"" "
Ushiromiya Battler,"""If you're gonna yell, then say you resign! This settles it!! This is the truth."" "
Ushiromiya Battler,"""Before Aunt Rosa obtained Maria's key this morning, at one point, it passed to someone else's hands."" "
Ushiromiya Battler,"""Then they used it, resealed it, and returned it to Maria's handbag, making it look like it hadn't been used!"" "
Ushiromiya Battler,"""This is a trick with a cheap loophole, the assumption that the key wasn't used because the sealing wax wasn't opened!!"" "
Ushiromiya Battler,"""Checkmate!! There's no magic, and it's nothing more than a trick that's possible for humans!!"" "
{f:5:Beatrice},"""I-In that case, ...who do you say stole the key?! Try answering! This time, you try repeating it...!!"" "
Ushiromiya Battler,"""That's right, I'm making you repeat things all the time. I probably have to answer every once in a while..."" "
Ushiromiya Battler,"""{i:But I refuse}!! My condition for victory is denying a witch's existence. I'll prove that this impossible crime done with your magic was actually possible by human hands!!"" "
Ushiromiya Battler,"""I've smashed your closed room with something possible even for humans. However, I won't specifically investigate who the culprit is."" "
Ushiromiya Battler,"""Because I believe in humans!! Because I definitely won't accept that there's a person among us who would steal the key from Maria, use it, and do something so horrible!!"" "
{f:5:Beatrice},"""Heh, hehehehehhahahahahahahaha!!! I give up, I resign! Just once, for this skirmish, I'll give up. ...But, you really are naive, Battler."" "
Ushiromiya Battler,"""Parting remarks are a loser's privilege. Say as many as you like."" "
{f:5:Beatrice},"""...Nngg...! Since you continue to deny my existence, you will eventually be cornered..."" "
{f:5:Beatrice},"""After all, since you deny me, you will have to suspect those relatives that you can't stop loving...! In the last moment, when you have to suspect one who is beloved to you, then you will surely accept my existence...!!"" "
{f:5:Beatrice},"""*cackle*cackle* True, you have defeated me in this skirmish alone. ...However, that naive logic will definitely destroy you... ...You can't win against me after all!! Ushiromiya Battleeeeeeeeeeeeeeeeeeeer!!"" "
