Speaker,Steam (ST)
,"When I looked up, I saw that the island's silhouette had gotten much larger. We might reach land very soon. "
,I remembered that the weather report had mentioned scattered rains. 
,The sky wasn't dark enough for rain clouds. It'll probably be just for a short time. 
,Even though the rain was light enough not to be a pain... ...Having rain start to fall as we approached the island felt like some kind of fate. 
,"It was raining on October 4, 1986 as well. I'm approaching the Rokkenjima of that day...and not just in distance... "
,I went back down with Amakusa. 
,He was carrying what looked like a really large and heavy golf bag. 
,"It was something Amakusa had brought back with him on a day when we'd split up. ...I didn't inquire as to its contents, but it was hard to imagine that they were anything peaceful. "
Ushiromiya Ange,"""......I won't go so far as to ask what's inside, but it looks heavy."" "
Amakusa Juuza,"""Why are these things so darn heavy all the time? A French instructor taught me something interesting about that once. "
Amakusa Juuza,"He said they should always be heavy. ......After all, a human life is heavier than the world. So these should be even heavier."" "
Ushiromiya Ange,"""......It'd be nice if you didn't need to use them."" "
Amakusa Juuza,"""That would be nice."" "
,Amakusa set the golf bag-like luggage down beside him. 
,"A two-propeller aircraft touched down on the runway. Considering the weather, it couldn't have been a pleasant flight. Everything after this flight had been suspended due to weather. "
,"Cutting through the drizzle as she traversed the runway, Sumadera Kasumi entered the lobby with two black-suits as guards. "
,The four black-suits who had been waiting inside the lobby stood up and respectfully lowered their heads in salute. 
,"""""""Kasumi-sama...!!"""""" "
Sumadera Kasumi,"""Propeller planes certainly do shake... I wouldn't want to ride one again."" "
,"""We have a car prepared! Please, this way."" "
,They got into two luxury cars that had been rented... 
Sumadera Kasumi,"""...Ange should be heading for Rokkenjima. A deserted island... How convenient. ......You've arranged for some tools, I take it?"" "
,"""Yes Ma'am...!"" "
,"The black-suit in the passenger seat put a heavy bag that had been set by his feet onto his lap, opened the catch with a *click*, and showed Kasumi what was inside. "
,Inside were several silver lumps of carefully wrapped aluminum foil. 
,...He peeled one open to show her. 
,"A black, blunt automatic pistol peeked its face out... "
