Speaker,Steam (ST)
Ushiromiya Ange,"""......Will I get the same answer from the next three...? Are you gonna tell me you can't do it because the anti-magic power is too great? Are you gonna tell me you can't do it because my magical power is too weak? "
Ushiromiya Ange,"...Then I won't ask you to kill all of them. Just one person's fine, so try and kill them. Right here, right now...!!"" "
,"As Asmodeus and Beelzebub held each other, they crouched down, cringing in fear under my glare. "
,"...If they'd been able to obey my order, they probably would've carried it out immediately. And yet here they were, crouching down. "
,...Empty. Sad. And pathetic... 
,"That's right, I've known. These girls can't even touch reality with one of their fingers... "
Asmodeus,"""N-No, no...!! Belz, I'm scared, Beeelz!!"" "
Beelzebub,"""Ange-sama, spare us, spare us...!! I don't wanna diiiiiiiieee!!"" "
Ushiromiya Ange,"""Die, useless furniture! Why are you guys even alive? Why are you alive when your lives are worthless? It doesn't matter if you die, right? Die. I'm telling you to die!! Do you think any idiot would leave furniture that has no use lying around?!"" "
,"""""Eeeeeeekkk!! !!!! Gah!!!"""" "
Mammon,"""P-Please stop, Ange-sama!!"" "
Ushiromiya Ange,"""...What is it, Mammon? Are you gonna be only one to fulfill my order? That's right. You're my best friend. ......You alone will do it for me. Get them!"" "
Mammon,"""......A-As you are now, Ange-sama, ...even if you use us, you aren't capable of committing murder!! It's furniture's duty to help with things their master can do...! "
Mammon,"Things that even the master can't do, we can't do...!! Do you hate them, Ange-sama? You do hate them, right?"" "
Mammon,"""I totally understand why you want to kill them!! Okay, in that case, go ahead and kill them, Ange-sama! If you stain your own hands with blood, then we, the Seven Sisters of Purgatory, will go along with you however far! However far you go!!"" "
Ushiromiya Ange,"""...I'm...asking you all......because I can't do it myself, aren't I...? ...Isn't being able to do things I can't the thing that makes you furniture?!!"" "
Mammon,"""Yes, we are furniture. Furniture to be used...!! "
Mammon,"Please, go ahead and use us to kill! You'll be the one killing, Ange-sama!! If you're saying that you want to kill, then go ahead, be my guest! No need to hesitate, go and carry it out right now!!"" "
Mammon,"""And once you've prepared yourself mentally, once you're prepared to dirty your own hands, then we'll help you! But you haven't done that, Ange-sama!!"" "
Ushiromiya Ange,"""Pft, ......*cackle*cackle*, ahhahhahhahhahha... Ahhahhahhahhahhahhahhahha, don't speak, furniture. You delusion!! "
Ushiromiya Ange,"I get it already, you don't all have to tell me. ...You people can't do anything. You're nothing more than my delusions, illusions, daydreams...! "
Ushiromiya Ange,"I haven't had a single friend from the very beginning. You're just a phantom, a pretend friend I created in my heart, in my isolation, right? I've known from the very beginning!!!"" "
Mammon,"""Ahhahahahahahahahahahaha!! Yeah, that's right! We're an illusion inside your head, Ange-sama, but so what? Yes, that's truue! "
Mammon,"We're just imaginary friends created to soothe lonely, lonely Ange-sama's heart because she doesn't have a single friend, but so what? "
Mammon,"If you want to look at reality, just look at it. You can stop looking at us and return to being surrounded and bathed with jeering over there!!"" "
Mammon,"""C'mon, c'mon, go back, welcome home to reality!! Just call on us only when it's convenient for you and pretend you have friends, then spur us on even though you don't have the guts to dirty your own hands, then deny and erase us once you realize that it's hopeless! "
Mammon,"Yes, please enjoy it, I'll leave with a shriek of anguish just like you want, Ange-sama!!"" "
Mammon,"""Just copy the jeering that you're being showered with right now, and do the same to us to get it off your chest. "
Mammon,That's also furniture's duty!! Getting slammed against the floor when someone's pissed off is also a chair's important duty!! 
Mammon,"If that alone can absorb their master's bad mood even for an instant, there can be no greater honor for furniture. Kill me, deny me, your first and final friend...!!!"" "
,"At the end, Mammon had a mocking expression on her face, ...but for some reason, it looked splashed with tears. "
,"Mammon, Beelzebub and Asmodeus were smashed and fell to the floor... "
Sakutarou,‘......U-Uryu.........’ 
Ushiromiya Maria,"""...... Come over here, Sakutaro. Ange is a little agitated right now. ...So you mustn't get close."" "
Sakutarou,‘What about everyone else? Are all the Seven Sisters alive? Did they die...?’ 
Ushiromiya Maria,"""...It's okay. It looks gruesome, but those are the remains of their vessels after being deported from the human world. Shells that have been shed. "
Ushiromiya Maria,"...So it's all right. They're probably deeply hurt, but they're okay. Everyone is alive. I'm sure we'll be able to meet them again someday."" "
Sakutarou,"‘Uryu... ...Thank goodness, ......thank goodness......’ "
Ushiromiya Maria,"""...Ange has violated the contract of Mariage Sorcière. ...To do such a horrible thing, ...even though witches of the alliance must respect and accept one another... Even though they were all important friends to you, Ange..."" "
Ushiromiya Ange,"""No witches' alliance has anything to do with this. Magic friends? Give me a break. ......I killed them, erased them. I smashed the Seven Sisters!"" "
Sakutarou,"‘Uryu, ...that's so cruel, ...so cruel......’ "
Ushiromiya Ange,"""...Just give it a rest with this playing witches thing. ...I'm begging you. Maria onee-chan and Sakutaro, I want you to disappear by yourselves. ......Even in my imagination, ...I don't want to kill and erase you."" "
Sakutarou,"‘...W-We aren't your imagination... We're your friends, Ange, ...uryu......!’ "
,"Sakutaro said that as he hid behind Maria onee-chan, sobbing. "
,......Sakutaro doesn't exist. 
,Sakutaro is also...an imaginary creature Onee-chan created to distract herself from her loneliness...... 
Sakutarou,"‘...U-Uryu, ......it hurts, ...it hurts, Maria... ...Why? Why...? Uryu......uryu......’ "
Ushiromiya Maria,"""Stop it. Denying my friend is the one thing I will not permit."" "
,The same power that had smashed the Seven Sisters was probably eating into Sakutaro as well. 
,...But Maria onee-chan was apparently protecting him with some other power. 
,So Sakutaro's form didn't break and scatter. 
,Onee-chan glared at me sharply. ...It was a serious expression that I'd never seen before. 
Ushiromiya Maria,"""Sakutaro is my furniture. You cannot erase him, Ange. ...However, trying to deny someone is the greatest form of scorn for a witch."" "
Ushiromiya Ange,"""Sakutaro didn't exist from the very beginning. He's just a lion stuffed animal. A phantom you personified with the delusions inside your own mind!"" "
Ushiromiya Maria,"""Uu-!!! That's not true!! Sakutaro is my friend!! He was a stuffed animal once, but now he isn't!!"" "
Ushiromiya Ange,"""No, he's a stuffed animal. A stuffed animal made of cloth and cotton! He can't move or talk by himself! You're just talking for him like a ventriloquist, right?! "
Ushiromiya Ange,"You call that magic? You call that a witch?! You call that...a friend?! I can't accept that!!"" "
Sakutarou,‘............Uryu... .........Am I... ...not me...? 
Sakutarou,...Am I... ...just a stuffed animal that... ...can't really talk... ...and not Maria's... ...friend...? 
Sakutarou,U...ryu......’ 
,"As though struck with a high fever, Sakutaro weakened bit by bit. "
,"As he clung to Onee-chan's body, he did all he could to continue standing, ...but his body began to gradually slip down... "
,"As he did, Onee-chan held him, yelling at me as tears streamed down her face... "
Ushiromiya Maria,"""Uuu--!! Stop iit!! Don't burn Sakutaro with the magic-resisting toxin!! Don't bully him!! Don't insult him! Don't deny him!!"" "
Ushiromiya Ange,"""*giggle*giggle*giggle*!! Maria onee-chan, you're so weeeird!! There is no Sakutaro! Stuffed animals are stuffed animals! "
Ushiromiya Ange,"I learned from Mama that they're made of cloth and cotton!! There's no way they can walk or talk!! *giggle*giggle*, *giggle*giggle*giggle*!!!"" "
Sakutarou,"‘......Uryu, ............u...yu......’ "
Ushiromiya Maria,"""Sakutaro!! Sakutaro-!!! You aren't a stuffed animal, you aren't a stuffed animal, you're a friend!! Uuu--!!! Waaaaaaaaaaaaaahhhh!!!!"" "
Ushiromiya Ange,"""*giggle*giggle*giggle*giggle*!! *giggle*giggle*giggle*giggle*!! Instead of playing with stuffed animals, it's better to play outside with everyone!! I'm bored with stuffed animals already!! *giggle*giggle*!!"" "
Ushiromiya Maria,"""I hate you, Ange!! Uu-!! Why say something like that, hatehatehatehate!! I hate you!!"" "
Ushiromiya Maria,You're not my friend!! I won't let you be one of us witches anymore...!! 
Ushiromiya Maria,"Upon my name, the Apprentice Witch of Origins, {f:5:Maria}, I hereby expel the Apprentice Witch {f:5:Ange} from the Mariage Sorcière Alliance of Witches...!! "
,......And then. 
,...What had been peaceful days to me became a daydream and ended. 
,"By now, it's impossible to prove. "
,"No one can verify whether that really was magic or whether those really were my friends, or else nothing more than a daydream. "
,"...I, the sole observer, concluded that they were a daydream. "
,...So that became the truth. 
,"Perhaps, in the farther future, I'll observe it again, and when that happens, maybe I'll acknowledge that it wasn't a dream, ...that the Seven Sisters really were my friends, and that along with Maria onee-chan and Sakutaro, they did everything they could for me in my isolation. "
,......Something so vague is neither the truth nor an illusion. 
,Maybe the reality here and now is the only world with the real me. 
,Where is the real me? 
,"The person standing amidst the girls' exposed wreckage that resembles broken glass sculptures, that girl who's breathing harshly, her shoulders heaving, ...isn't me. "
,I'm...over there. 
,"The me that's surrounded by a crowd and being showered by jeers...and who's hanging her head, her eyes red...... "
,...Isn't the me over there... ...the real me...? 
,I won't dream anymore. Because there's nowhere left to run. 
,I'm...going back. ...I'll return myself to the cage made of flesh... 
,"""Hey!! Are you listening to us?! It's not like anything'll be resolved if you just stand there hanging your head, right?!"" "
Ushiromiya Ange,"""............ ...I hear you."" "
,"""Ah, you finally answered. You aren't thinking that this'll end if you stay silent, or that we'll forgive you if you cry, right?! We're asking if you're aware! We're asking if you're aware of the trouble you're causing those around you...!!"" "
,......I...slowly nodded. ...I acknowledged it. 
,"I acknowledged that I had slipped into the world of my daydream, trying to remain separate from the others in my class. "
,"...To separate myself from and disgrace those Sisters who spoke to me with reliable and kind words, despite being totally unable to help when I really wanted them to, ...I acknowledged that. "
Ushiromiya Ange,"""...I, Ushiromiya Ange, do not have a cooperative attitude and caused trouble for my classmates. There is nothing to blame for that except my excessive inferiority complex towards all of my classmates because of my inability to study. And, ............"" "
Ushiromiya Ange,"""......It's a shame that I'm alive."" "
,"Starting there, I was no longer reading the paragraph they'd made me write. "
,...It was me...improvising. And...it was what was in my heart. 
,"They noticed that it wasn't what they'd anticipated, but while they did frown, no one spoke. "
,So I continued. 
Ushiromiya Ange,"""...That's right. It's a shame that I lived. ...I should've had them take me with them on that day in 1986. ...And yet, I was the only one who wasn't taken."" "
Ushiromiya Ange,"""...Why am I here? ...This isn't the world I'm supposed to be in. ......No one will save me. "
Ushiromiya Ange,"...For a time, ...I felt as though only the fictional friends I created inside myself could save me. But those friends were nothing more than a delusion, ...and they didn't save me at all. After all, this isn't a world of imagination, but a world of reality."" "
Ushiromiya Ange,"""......So, in short, ...up until today, ...I've been having the same daydream. ...I hated my real classmates and only lived by interacting with the friends in my mind. ......Just now, I split up with those friends. So I am here."" "
Ushiromiya Ange,"""......I have no family. I've thrown my friends away too. ...There's no longer anything left for me. "
Ushiromiya Ange,"...Why haven't I died? Someone asked that a short while ago. ...I think they're right. Why......am I alive? ......I should've died......in the year 1986. ...No, I must really have died."" "
Ushiromiya Ange,"""And yet, ......my dead soul is still locked up inside this cage of flesh. So I'll ask someone. If no one answers, ...I'll do it myself."" "
Ushiromiya Ange,"""Someone, please, .........let me die."" "
,I spoke that sentence...and looked around. 
,"Dumbfounded girls. Shocked girls. Girls whose faces seemed to be saying ""What the heck is this kid talking about?"" "
,"And, a bit late, more and more girls with faces that said ""Is this girl all right?"" "
,"*whisper*. *chatter*. And then, *giggle*. "
,"......When I ordered the friends in my daydream to kill, they couldn't do it. "
,"And so. I asked real Humans to kill me, ...but of course, these girls can't do it either. "
,"...In other words, both daydreams and reality are the same. "
,"Doesn't this mean that, including this world... ......Absolutely everything is a daydream? "
,"Then, ...there's no problem, right? "
,"After all, ...on that day when I lost my family, I was already dead. "
,"...Everything that happened afterwards is going on in my head, my life flashing before my eyes after I failed to die. "
,"Once I understood that, ......it felt like the scenery surrounding me began to twist and bend slightly. "
,......Yeah. ...I'll finally......wake up. ...I'll be released from this daydream world. 
,I feel my consciousness sliding away. 
,...That's all right. Fade farther and farther away......and take me to my family... 
,"Then, no matter what happens in this twisted, stale world, I won't mind it at all. "
,I saw the crowd get pushed aside as a teacher stepped in. 
,Perhaps a teacher doing the rounds happened to notice a strange disturbance. 
,"The teacher was vigorously shouting something, moving to protect me. "
,"...Watching that, I knew that an ally had appeared for me, even if there was only one, and I felt my awareness return very slightly. "
,......... 
,...The only ones who can save me in the world of reality...are real Humans. 
,Never again. ...Never again will I seek rescue from daydreams. 
,......This is the world of Humans. 
,Nothing can save a Human...except other Humans... 
Ushiromiya Maria,"""......... ...I see. If that's what you think, then that's your world, Ange."" "
Sakutarou,‘...Can Ange... find happiness this way......?’ 
Ushiromiya Maria,"""......If Ange believes that's the only way to find happiness, then it is the only way. ...If she can't accept the blue bird in the cage for what it is, ...then she must go and search forever."" "
Sakutarou,"‘Uryu... ...Maria, are you...breaking off relations with Ange......?’ "
Ushiromiya Maria,"""......... ...No, nothing like that. I only did that because that's what Ange wanted. ...We witches are sometimes persecuted. However, we always remain by everyone's sides. ...And our aid can always be asked for."" "
Sakutarou,‘...Will the day come......when Ange will play with us once again...?’ 
Ushiromiya Maria,"""Maybe. Or, she might forget, and it'll never come. ...In the human world, we call that growing up and saying goodbye to your childhood self. ......Still."" "
,"If Ange just remembers, we'll always be by her side. "
,"...And until then, ...we'll be waiting. "
