Speaker,Steam (ST)
,"As Rosa sank, she was shocked to see a school of transparent fish swimming through the grape jelly ocean. "
,They were probably made of grape skin. 
,"Then she sunk on and on, deeper and deeper, as deep as the Marianas Trench, ...crushed by the water pressure of the jelly ocean... as her ribs snapped, as her spine snapped. "
,"...In the end, she became a small, frail meatball. "
{f:5:Eva Beatrice},"""Ahhahahahahahahahaha! What a truly wonderful experience, to drown in an ocean of jelly...!! It's a dream no one else can imitate!! I made it come true for you, ahhyahyahyahya!!"" "
,"The instant I snapped my fingers, the meatball that had been Rosa was launched up into the sky. "
,"And after being wrapped up in a golden sparkle, she returned to her original form. "
,"It was as simple and easy as returning dried seaweed to its original form, and anyone could do it. If they were a witch! "
,That absent-minded look on Rosa's face has to be the joy from having that dream she gave up on as a child come true. Definitely. Probably. 
,"Next is the mountain of cake. In an instant, the sky was covered...and became black and white in the shape of a chessboard. "
,That almost transparent white part was her favorite rare cheesecake. The elegant black part was a slightly bitter Gateau au chocolat. 
,"That became the ceiling, became a mountain, ...and several billion cakes were thrown down towards Rosa. "
,"If you piled those cakes up, they would surely be taller than Mount Everest. "
,"So they probably weighed... ...I'm not too sure, but I'll bet it was heavier than all the cakes across Japan put together. "
,"It fell down like a ceiling and swallowed Rosa up, ...so as a very, very natural result, Rosa was crushed to death. "
,"In less than a second, her bones broke throughout her body and her insides were all smashed and forced out, *squish*pop*slop*. "
,"Even so, an even greater number of cakes piled up on top, ...and Rosa ended up as a layer of jam wedged between them. "
,She became as thin as a single hair...and was probably spread out over the area of a tennis court. 
,That world swallowed up by cake was once again absorbed by a gold flash. 
,"Then, as though it had all been a dream, Rosa was revived once again. "
,"...Of course, it definitely wasn't a dream. She had been revived after dying. "
,"By that point, death, which most Humans only have to experience once after they are born, had already been experienced repeatedly by Rosa. "
,"In other words, she gone through that which Humans cannot, the precious experience of dying more than once. "
{f:5:Eva Beatrice},"""Ahhahahahahahahaha, kyahhahhahahahahahahahahahahahahahaha!! Isn't this fun, Rosa, isn't this fun?! Next is the butterflies, look...!!"" "
Ushiromiya Rosa,"""P-Please, have mercy, ......aaaaaaaaaaaaaaaaahhh!!"" "
{f:5:Eva Beatrice},"""No wa-y! Let's play more, let's play more...!! Kyahihihihahahahahahahahahaha!!"" "
,"Laughing innocently, she pointed her gold staff at Rosa as she begged for mercy. "
,"When she did, Rosa glittered gold and rapidly began to shrink. "
,"She shrank down to the size of a real butterfly. Then, gold wings sprouted from her back, ...and she joined her fellow gold butterflies. "
,"However, while a human body could withstand that wind, it was a different matter for a butterfly's body. "
,"The gold butterfly Rosa...was invited to dance by each gale of wind, and she spun in circles around the rose garden. "
Ushiromiya Rosa,"""No, ...nooooooooooooooooooooooooooo!! ......Ah...!"" "
,"As her dance wore her out, she was caught by a gentle bed. "
,"It was a soft, knit hammock in the shadows beneath the roof of the arbor. "
,"...The owner of that hammock lumbered into view, welcoming its rare guest who had wandered in on the night of a storm... "
,"That owner, which should have been small enough to crush in the palm of your hand, now looked as big as the top of a canopy bed to Rosa. "
Ushiromiya Rosa,"""Gyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!!!"" "
{f:5:Eva Beatrice},"""Kyahhahahakyahhahahahahaha! What a klutz, you got caught in a spider's web! Ahhahaha, ahhahahahahaha!!"" "
{f:5:Eva Beatrice},"""This time, it's a dance with a spider. That takes me back. Remember the times we'd find a spider's web and play around by throwing pebbles at it? I've heard that spiders don't chew their prey, but insert their venom, and when the insides melt into a sticky soup, they suck them out."" "
{f:5:Eva Beatrice},"""...Hey, Rosa, remember? Remember how we'd throw butterflies into the spider's web on purpose, and play around by seeing how the spider would attack?"" "
{f:5:Eva Beatrice},"""Kyahhahahahahahaha, I guess you don't remember, do you? This happened before you got into grade school...!! Make sure you watch closely this time, okay? Very closely. Kyahihihahahahahahakya-hahahahahahahahahahahahahaha!!"" "
Ushiromiya Rosa,"""Noooooooooooooooooooooooooooooooooooooooo, have mercy, Nee-san, help me, Nee-san!! "" "
Ushiromiya Rosa,"Eeeeeeeeeeeeeeeekk gaaaaaaaaaaaaaahhh errrrrrrrrkkk bwaagh ahggggg ergorblahgehmolgeeaaarg ga, ga... ga... gyuuboh!!"" "
{f:5:Beatrice},"""This girl's not bad. She truly can use magic at will! Hiihyahhahahahahakkuhihiehiehyahyahya!! "
{f:5:Beatrice},"Amusing, amusing, how truly amusing! You feel like laughing too, right, Battleeeeeeer?!"" "
Ushiromiya Battler,"""Don't fuck with me!!! Stop it alreadyyyyyyyyyy!! What's so fun, you're insane, you're insane!!! What's so fun about doing something like this?!?!"" "
{f:5:Beatrice},"""Doesn't she look like she's having a blast? What do you expect, magic is fun!! I remember, when I first became able to use magic, I played around a lot! ...Aaah, I understand, I understand, I understand that kind of game from the bottom of my heart!"" "
{f:5:Beatrice},"""...Looks like I won't be able to share this joy and passion with you, Battler. Aah, what a shame, what a shame!! If you accept me, I'll teach you magic anytime you want, see?! It's hard to describe the joy you receive in the instant you're freed from the shackles of Humanity!"" "
{f:5:Beatrice},"""I want to teach you about it, that joy, that passion! I'd deeefinitely like to see the world of magic you'd give birth to, just once! Kihhihihihhihhi, hyahhyahhahahahahahahahahaha!!"" "
{f:5:Beatrice},"""Isn't this starting to get fun? You've started wanting to use magic, haven't you?! It's pretty fun to be a witch, isn't it?! Just for you, I'll teach everything! About the joy of flying together in the sky, about the joy of diving together through the sea!"" "
{f:5:Beatrice},"""I want to show you the passion that starts the instant you surpass the bounds of Humans and see how wide your world stretches! Wouldn't that be fun, wahhyahhyahahhahahahahahahahahahaha!!"" "
,There was no malice in Beato's expression. 
,"...It was hard to believe, but she was genuinely enjoying this cruel show. "
,And she wanted to share that appreciation with Battler. ...Battler was shocked by that hopelessly different sense of values. 
Ushiromiya Battler,"""You're insane!! Stop it already, damn iiiiiiiiit!! {f:5:Virgilia}, make them stop this insane farce!! What should I do?!!"" "
{f:5:Virgilia},"""......We exist outside the board. We cannot touch the board itself."" "
,"{f:5:Virgilia} shook her head apologetically. ...Her body had already been ""killed"". Did that mean she couldn't interfere in any way...? "
,"As {f:5:Beatrice} continued to look amused in an insane sort of way, Battler lifted her up by the collar and yelled at her. "
Ushiromiya Battler,"""Stop it stop it stop iiiiiiiiiiiiiiiiit!!! Quit messing around, witch!! Are you trying to tell me that's Aunt Eva?! "
Ushiromiya Battler,"That's impossible!! The Aunt Eva I know might be a bit mean at times, but it's completely impossible that she's the kind of person who'd do something this cruel!!"" "
Ushiromiya Battler,"""This is all part of your deception!! Don't toy with Aunt Rosa!! Don't toy with Aunt Eva!! Stop this farce right nooooooooooooooooow!!"" "
{f:5:Beatrice},"""I told you, I'm not the one playing with Rosa anymore. Like I said, that's the new {f:5:Beatrice}."" "
{f:5:Beatrice},"""Is it really so terrible that you have to squeal like that? You're also pretty fond of stuff like this, aren't you?! You actually have just a bit of interest in magic and ...ouch. Wh-What are you doing...?"" "
,"For the first time, Battler slapped Beato's cheek. "
,"...{f:5:Beatrice} didn't know why he had done something like that to her, and a surprised expression rose to her face. "
,"Battler especially couldn't forgive that expression, and he roared. "
Ushiromiya Battler,"""Aaaaaaaaaaahh?! You call this amusing?! What's wrong with your head?!! Die! Go slice your head to bits and look inside, you'll see there's nothing there!!! "
Ushiromiya Battler,"Stop it right now, stop this disgusting farce!! I won't forgive you!! How could you do something so cruel?!! I've sometimes thought you could be a bit funny, but I'll never make that mistake again! "
Ushiromiya Battler,"You're just a monster who's cruel on all levels!!! Don't show yourself in front of me!! Never again!! I won't accept you, I won't talk with you, I don't even want to look at your face!! "
Ushiromiya Battler,"Did you hear me?!! Don't show yourself in front of me, DISAPPEEEEEEEEEEEEEEEAAARRR!!!"" "
,"The instant Battler screamed, the power that resisted the witch became a red wall and knocked Beato back onto her butt. "
{f:5:Beatrice},"""...Owowowow... ...What are you talking about, isn't it an interesting show...?"" "
,"She spoke defensively, but the target of those words, Battler, was no longer there. His figure had suddenly disappeared into the darkness... "
,...But {f:5:Beatrice} looked displeased and continued trying to explain herself. 
{f:5:Beatrice},"""...I-It's not as though I'm completely blind to where you're coming from, ...but this is nothing more than an innocent prank, isn't it...? No matter how you kill them, they'll always be brought back to life in the end, right? ...I thought Humans were creatures who say all's well that ends well...?!"" "
{f:5:Beatrice},"""H-Hey, Teacher, there was no reason for him to get so angry, right...?!"" "
,"She was hoping for approval, but {f:5:Virgilia} simply faced her with an indifferent expression. ...To Beato at that moment, even an exasperated look would probably have been better. "
{f:5:Virgilia},"""......I have nothing in particular to say. If you think this is fun, you can keep watching as long as you want. ...Call me when it's over. I will vanish until then."" "
,"Following Battler's lead, {f:5:Virgilia} vanished into the darkness... "
,"Beato, who was now completely isolated and didn't have a clue what was going on, felt that they were making her out to be the bad guy. "
{f:5:Beatrice},"""............ ...What's wrooong? Isn't it an amusing show...?! I-It might be a little vulgar, ...but it's quite interesting, isn't it...?!! Hey, Ronove...?! It's nothing to get so mad about, right...?! "
Ronove,"""Pu ku ku ku. ...Something interesting for you, Milady, may not necessarily be interesting for Battler-sama."" "
{f:5:Beatrice},"""Does he really...hate me that much? "
{f:5:Beatrice},"...Well, certainly, we are enemies and opponents in this competition, ...but is our relationship really so bad that we can't laugh together at this display...?! ......Since I applauded together with Battler, I thought I could at least laugh together with him... ...Does he really reject me so much that we can't even do that...?"" "
{f:5:Beatrice},"""...He doesn't have to accept that I'm a witch. We're challenging each other in this game, after all. And yet, he won't look at my face, he won't talk to me, ...and he'll probably do all he can to ignore me... Am I really hated that muuuuuch...?!"" "
Ronove,"""The moves you've made up to this point have been more than enough to earn his hatred. Even a demon such as myself can understand a bit of Battler-sama's feelings."" ""...Perhaps you cannot understand because you are especially thickheaded, Milady. Pukukukukuku."" "
{f:5:Beatrice},"""Sh-Shut up shut up shut up shut up!! Why don't you disappear too?!!"" "
Ronove,"""Yes, certainly. ...Then, if you would excuse me."" "
,"Even Ronove hid himself in the darkness, and {f:5:Beatrice} was left alone. "
,The only one in the rainy rose garden. 
,No one ever plays with a lonely witch. 
,And the fact that no one ever does is what makes them a lonely witch. 
{f:5:Beatrice},"""...... ...What's going on? ...Why won't anyone play with me...? ......Am I really that weird, that cruel...? ......Someone, answer meeeeeeeeee!!"" "
{f:5:Eva Beatrice},"""Kyahhahahahahahaha, isn't this fun, Rosa, isn't this fun?! Hey, how should we play next? Of course, we should play with Maria too, right? "
{f:5:Eva Beatrice},"Let's all have a friendly walk together, okay? Let's swim in a pot of boiling chocolate, let's have a picnic in a cake-rising oven! Ahahaha, *giggle*giggle*giggle*giggle*!!"" "
{f:5:Beatrice},"""......H-Hey, new {f:5:Beatrice}."" "
,"Behind the witch that was continuing her mad banquet, Beato showed herself. "
,"...That expression was very rare for her. It was somehow restrained, unreliable, miserable. "
{f:5:Eva Beatrice},"""Oh, it's the Predecessor {f:5:Beatrice}-sama. Were you watching? "
{f:5:Eva Beatrice},"The power of magic is truly wonderful! Until now, I never thought it'd be so fun to be reborn as a witch. It's like playtime that never ends...! Come on, let's play together, Predecessor-sama...!!"" "
{f:5:Eva Beatrice},"""But first, wait for a second, okay?! I cooked the two of them to death in an oven, so I have to revive them again! "
{f:5:Eva Beatrice},"They're like bread rising from yeast! Like cookies expanding in an oven! *giggle*giggle*giggle*!!"" "
{f:5:Beatrice},"""L-Listen to what I'm saying... "
{f:5:Beatrice},"...Umm, well, isn't that enough for the sacrifice of the second twilight? ...Of course, there are no rules regarding how you kill them, but, umm, ...maybe you shouldn't toy with them any more than that..."" "
{f:5:Eva Beatrice},"""What are you saying, Predecessor-sama? I heard from Ronove a short while ago. Wasn't your magic much, much more wonderful, cruel, and crazy?!"" "
{f:5:Eva Beatrice},"""That Halloween party where candies poured out of six people's stomachs was truly wonderful! So maybe I'll act out Alice's tea party...! I'll invite everyone to a tea party in celebration of a completely pointless day, and entertain them one by one with my magic!"" "
{f:5:Eva Beatrice},"""I wonder if I can do it as wonderfully as you? I wonder if I can be cruel in my own pop, cute style?! "
{f:5:Eva Beatrice},"Now that I think about it, all fairy tales are cruel, aren't they? Now that I'm a witch inside one of those fairy tales, I finally understand. Kyahhahahahakukyahyafuhyahahahahaha!!"" "
{f:5:Beatrice},"""......I have also, umm, ...sometimes thought that, in the past, ...I might have gone a little too far. ...Well, I think that as the Golden Witch, it's probably best to show a little elegance..."" "
{f:5:Eva Beatrice},"""......??? I don't get what you're saying, Predecessor-sama. "
{f:5:Eva Beatrice},"But there's one thing I do understand. No matter how hard I try now, I'm no match for how cruel you are. I've gotta try much, much harder. I've gotta become more cruel, and become an excellent Golden Witch...!"" "
{f:5:Beatrice},"""L-Like I said, you've already done enough here...! A-Anyway, this is an order from me as your predecessor. That's enough for the second twilight. I'll show you how it's done. Stand back and watch..."" "
{f:5:Eva Beatrice},"""Yes, Predecessor-sama. I can't wait to see what brutal, cruel, and disgusting method of killing you use."" "
,"The new witch grasped the sides of her skirt and gave a graceful bow, stepping back as an expectant gaze rose to her face. "
,...She was expecting an even more cruel magic that surpassed even herself. 
{f:5:Beatrice},"""......Well, speaking of that... You're only half a witch if you can only kill with methods like that. ...I shall show you an elegant way to kill, worthy of the Golden Witch..."" "
,"When Beato waved her pipe, seven colors of smoke poured out, reviving Rosa and Maria. "
,"...Compared to how the new {f:5:Beatrice} had done it a short while ago, it was slightly gentler. ...It was probably gentler than how Beato had done it herself up until now. "
,Rosa's consciousness had already grown dim from the pain of so many repeated deaths. 
,"...But even so, she pleaded that her daughter be spared... "
Ushiromiya Rosa,"""...Please...have mercy... ...Even...if it's just Maria, ...have mercy..."" "
Ushiromiya Maria,"""Waaaaaaaaaaaaaaahhh, Mama, Mamaaaaaa!!"" "
{f:5:Beatrice},"""......Sorry. My disciple just...umm...acted without restraint for a bit. ...Umm, ......forgive me."" "
Ushiromiya Maria,"'B-{f:5:Beatriceeeeeeeeeeeeee}! Waaa{0}a{0}a{0}a{0}aaaahh, waaa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aaaahh!!"" "
,"When Maria realized it was the real {f:5:Beatrice}, she jumped onto her. "
Ushiromiya Maria,"""...You promised, right, Beato?! You promised you'd take me to the Golden Land, right?! There, I'll be friendly with Mama, and everyone will laugh together...! You promised you'd take me there, right?!"" "
{f:5:Beatrice},""".........A‐ About that. ...I can no longer... keep that promise. ......Because someone appeared who could solve the riddle, ...I am no longer the Golden Witch, {f:5:Beatrice}. "
{f:5:Beatrice},"...So, sorry. ...I can no longer keep my promise with you..."" "
Ushiromiya Maria,"""Why...? Why...? You promised..."" "
{f:5:Beatrice},"""...I'm sorry. ...I'm truly sorry... ......So at least...in apology for not being able to keep my promise..."" "
,......I'll give you a quiet... sleep that will never be disturbed again... 
,Beato embraced Maria with a loving expression on her face... 
,"Then, ......softly, a red bruise appeared on Maria's neck. It was a very gentle bruise. "
,"...Its redness grew bit by bit, ...and when it distinctly formed itself into the shape of a hand... "
,"...Maria's neck tilted suddenly. ...Peacefully, as though she had fallen asleep. "
Ushiromiya Rosa,"""M-Maria... ...Mariaaaaaaaaaaaaaaa!!"" "
{f:5:Beatrice},"""...Sorry. ...I won't apologize that you were the sacrifices for the second twilight. That is simply your fate. "
{f:5:Beatrice},"However, I must apologize for the vulgar way in which you were offered as sacrifices... ...This is your final sleep. ...Never again will it be disturbed..."" "
,"Beato softly, gently lifted her finger, as though touching the empty air in front of her nose. "
,"...When she did, a light breeze lifted up, making Rosa's body dance lightly like a feather. "
,"Then, Rosa's body floated softly... ...and right there was the garden fence, with its spear-shaped prongs. "
,The spear of the fence pierced Rosa's medulla oblongata. 
,"...Benevolently, without toying with her, in a single blow. Rosa's life was snapped out. "
,"Compared to the earlier innocent yet cruel events, it seemed to be over much too fast. "
,...It just looked like a doll shaped like Rosa was leaning against the fence. 
,"...But, she had passed away. "
{f:5:Beatrice},"""......W-Well, something like that should do the trick."" "
,"Beato acted proud, but the new witch wore a blank expression, almost as though this was an anticlimax. Then, she said it out loud. "
{f:5:Eva Beatrice},"""It's kinda plain... ...Not at all like the Predecessor-sama Ronove told me about."" "
{f:5:Beatrice},"""...Well, ...you must use magic with dignity, right...? If it's too...umm...undignified, that isn't very elegant..."" "
{f:5:Eva Beatrice},"""............ ...Even though you're lucky enough to have the magic to do wonderful things endlessly... ...How boring."" "
{f:5:Beatrice},"""Hey, don't complain...! The path of the Golden Witch cannot be completed in a day. You are still incomplete until you finish the tenth twilight... For now, stay quiet and follow my instructions. ...Got it...?!"" "
{f:5:Eva Beatrice},"""............"" "
{f:5:Beatrice},"""Wh-What happened to your answer? Your answer...!"" "
{f:5:Eva Beatrice},"""............ ......Su-re."" "
{f:5:Beatrice},"""...Very well, that will do. ...Well, there is still much to do for the resurrection ceremony. You still have to kill five people... You should do it without toying with them too much, with beauty and dignity, ...and with at least a little restraint, okay...? "
{f:5:Beatrice},"What Ronove told you about how I did it...that was a bad example. You mustn't use that as a model. Engrave that into your heart."" "
{f:5:Eva Beatrice},"""......Yes, Predecessor-sama."" "
{f:5:Beatrice},"""A good answer. ...Ronove, the Seven Stakes of Purgatory, arise...!"" "
Ronove,"""...Yes, Milady. I, Ronove, am here."" "
Lucifer,"""Lucifer of Pride, right here."" "
{f:5:Beatrice},"""...Up until this point, umm, I've been a little flashy, but... umm, ...well, the dignity of the Golden Witch is also important, and about that..."" "
,"As Ronove laughed at Beato's uncharacteristically flustered speech, he summed it up for her. "
Ronove,"""Certainly. From now on, we will be careful to act in a graceful manner, suitable for the name of the Golden Witch. ...Even the Seven Sisters of Purgatory will reform their bad behavior up until now, and we shall espouse to perform our task in the quickest possible manner. ...Would that be acceptable, Milady?"" "
{f:5:Beatrice},"""I-Indeed. That's it, more or less. Everyone, take it to heart! Okay...?!"" "
Lucifer,"""Yes. Certainly."" "
{f:5:Beatrice},"""That is all I wish to say. ...You may leave now."" "
Ronove,"""Certainly. If you would excuse me."" "
Lucifer,"""Excuse us."" "
{f:5:Eva Beatrice},"""............"" "
{f:5:Beatrice},"""Well, ...that's all I want to say. So, take care as you move forward, understand? Act with dignity, and...umm, restraint, okay? ...Give it your all. I will be watching over you."" "
,"Acting awkwardly until the very end, Beato left that message and immediately became a cloud of gold butterflies, hiding her form in the empty air. "
,Maybe it'd be more accurate to say she vanished in a hurry because she couldn't keep up the conversation. 
,"After that, all that remained was Maria's corpse, lying down and pounded by the rain, Rosa's corpse, propped up by the fence and staring up at the sky... "
,...And the figure of the witch. 
{f:5:Eva Beatrice},""".........Show some restraint, ...you say...?"" "
,Her expression looked just a little bored. {n}There was a popping sound. ...That was probably her clicking her tongue. 
{f:5:Eva Beatrice},""".................. ............What a boring person."" "
,"Leaving that last sentence behind, she once again vanished into the empty air... "
