Speaker,Steam (ST)
{f:5:Beatrice},"......*cackle*cackle*! I'm just no match for that person! I won't let her do that. Natsuhi is the final master I will serve! Know that this is a piece you'll never be allowed to take, so long as she has a contract with me, {f:5:Beatrice}!!"" "
{f:5:Lambdadelta},"""Krauss's room was empty. The bed was too, but massive bloodstains similar to the other crime scenes remained."" "
{f:5:Bernkastel},"""But there was no corpse."" "
{f:5:Lambdadelta},"""Nope."" "
{f:5:Bernkastel},"""Then he isn't dead."" "
{f:5:Lambdadelta},"""Maybe not. Heheheheheheheh...!!"" "
Ushiromiya Eva,"""...What's going on?! Where's Nii-san?!"" "
Ushiromiya Rudolf,"""Judging by this bloodstained bed... I don't like to think about it, but we should probably assume that he was killed and had his neck cut open, just like the people in the guesthouse..."" "
Nanjo Terumasa,"""......Probably... Judging by the amount of blood lost, ...it's hard to imagine that he's okay..."" "
Kumasawa Chiyo,"""B-But... where did Krauss-sama go...?"" "
,"Large amounts of blood stained the top of the bed, but there were no similar marks on the floor of the room. "
,"Whether Krauss had been seriously wounded and wandered off somewhere...or killed and carried somewhere, ...they had no clue where this ""somewhere"" might be. "
Ushiromiya Natsuhi,"""..............."" "
,...Natsuhi knew. 
,"Though Krauss had been sounding far from his best over the phone, at least he hadn't sounded like he was on the brink of death. "
,"In other words, these blood stains had to be a setup. That might not even be blood... "
,"......However, ...just what was that man thinking? ...What's this supposed to be...?! "
Ushiromiya Hideyoshi,"""What the heck...... ...So, on the first twilight, ...there were six sacrifices...?"" "
Ushiromiya Kyrie,"""......Was Krauss nii-san in the habit of locking his door? We just came in without unlocking it."" "
Kanon,"""...Yes, Krauss-sama also has a habit of locking up."" "
Gohda Toshiro,"""A-At this house, Madam has ordered that all non-public areas be locked."" "
Ushiromiya Battler,"""How many keys can unlock Uncle Krauss's room?"" "
Shannon,"""In addition to the one key Krauss-sama held, there's the master keys..."" "
Furudo Erika,"""Oh, all that stuff about keys is a pointless argument. ...Did you forget that Genji-san is already a victim? His master key is missing. That means all the locks in this mansion are meaningless."" "
Furudo Erika,"""......How boring. In other words, no closed room murders have existed or will exist in this mansion. ...Sheesh. This is getting to be a pretty boring mystery."" "
,"Erika laughed off this murder in disappointment, as though it was something she was watching on TV. "
,...I can't understand it. 
,"...Why is ""her world"" so different from ours? "
,It's almost like she's in a separate dimension from us... 
Ushiromiya Natsuhi,"""...W-Was Jessica also... like this, ...in a bed?"" "
Ushiromiya Rudolf,"""............"" "
Ushiromiya Eva,"""...Yes, that's right. ...Just like George, her neck......was cut..."" "
Ushiromiya Natsuhi,"""...Jessica... ...Let me be with Jessica... I haven't even seen Jessica's face yet...! ......Jessica, ...Jessicaaaaaaaa!!"" "
Ushiromiya Hideyoshi,"""W-Wait up, Natsuhi-san...!!"" "
Nanjo Terumasa,"""The culprit might still be hiding nearby! It would be dangerous to let her be alone..."" "
,Natsuhi flew out of the room and dashed towards the guesthouse this time. 
,...It was only natural. Natsuhi still hadn't even seen Jessica's dying face. 
,"Everyone probably thought that. ......Of course, even Natsuhi was half thinking that. "
,The other half... ...was her desire to shift everyone else's attention away from the study. 
,"Strange crimes had occurred, the gold had been discovered, and some relatives had even recommended Battler to be the Successor. "
,"Even in these twisted circumstances, ......she had to protect Kinzo's secret. "
,"......Aahh, ...if my head...is going to be wracked by this suffering anyway... ...Please, just let my head explode right now. "
,"That way, I won't have to suffer any longer...... "
Furudo Erika,"""So, everyone, for Natsuhi-san's sake, let's return to the guesthouse for the time being. ...Though it's not as though seeing their dead faces is going to lead to any new developments."" "
Ushiromiya Battler,"""......Do you even have a heart?"" "
Furudo Erika,"""A heart? What's that?"" "
,"Just seeing her daughter's dead face wouldn't bring Jessica back to life, nor would it heal Natsuhi's anguish. "
,"On the contrary, she would probably wail, wasting a considerable amount of time before being able to think properly again. "
,...This probably sums up Erika's screwed up argument... 
,............... 
,Just seeing their dying faces won't lead to any new developments...? 
{f:5:Lambdadelta},"""Like hell it won't! *cackle*cackle*cackle* Beato's pieces have brought about a really interesting change. *giggle*giggle*!"" "
Ushiromiya Natsuhi,"""Wh-What in the........."" "
,"Natsuhi flew into the cousin room on the second floor of the guesthouse... ...and was struck dumb by the bloodstained beds and the eerie magic circle, which looked like it might've been drawn with the victims' blood... "
Ushiromiya Natsuhi,"""...Where is Jessica...? Where is she...?! Jessicaaa!!"" "
Gohda Toshiro,"""In that... ...bed......"" "
Ushiromiya Natsuhi,"""A bed? Where?!"" "
Ushiromiya Eva,"""Huh? ...George...? ...Wh-Where is he...?!"" "
Ushiromiya Rudolf,"""Wait a sec, ...what the hell... ...is going on here...?"" "
Furudo Erika,"""......We made sure to lock this room when we left, right? We can now be certain the culprit has a master key. Once again, my reasoning was correct."" "
Ushiromiya Battler,"""Who cares about that...?! Where did they go...? Wh-Where did everyone's corpses go...?!"" "
{f:5:Bernkastel},""".........Heheh. Nice trick."" "
{f:5:Lambdadelta},"""Hey, look, look, it's magic, right? That Gaap who's with Beato hid the corpses somewhere with magic...!"" "
{f:5:Bernkastel},"""...All of us moved together. So you're trying to say that everyone had alibis?"" "
{f:5:Lambdadelta},"""Your reasoning goes like this, right? The four of them weren't actually dead, they were just playing dead. Then, when no one else was around, they hid somewhere. Am I right?"" "
{f:5:Bernkastel},"""You don't intend to proclaim any of their deaths in red now, do you?"" "
{f:5:Lambdadelta},"""Of course I won't. Unlike that dolt Beato, I don't give red out for free!"" "
{f:5:Bernkastel},"""In that case, I'll be glad to use the blue truth. I can think of many ways to work around something of this level."" "
{f:5:Lambdadelta},"""*giggle* Sure, go ahead! Blue truth time!"" "
{f:5:Bernkastel},"""Here's the first one I can think of. {p:2:The victims aren't actually dead. They pretended to be dead, then secretly hid themselves somewhere. After all, you haven't declared anyone's death with the red truth}."" "
{f:5:Lambdadelta},"""Ahhaha! Even through you've been shown their gaping wounds, you're still trying that one on principle, as long as there's no red, right?! But don't get your hopes up. I'm not giving you a freebie red truth! After all, I just have to deny it all at once at the end of the game, at 24:00 on October 5th!"" "
{f:5:Lambdadelta},"""Ah, the witch's side has such a big advantage! It'd all be over now if that stupid Battler was my opponent, but you aren't like that, right, Bern?!"" "
{f:5:Bernkastel},"""Of course. Anyone could've thought of that silly move. I have more. Second one. {p:2:Krauss carried the bodies off and hid them. You're making it look like you've kidnapped Krauss and locked him up somewhere, but he might actually be free. Krauss has no alibi. Krauss hid their corpses}."" "
{f:5:Lambdadelta},"""Yeah, that's right. It's not like I proclaimed that Krauss was being confined with the red truth. *giggle*giggle*! You know how they say you've gotta confuse your friends before you can confuse your enemies! So he lied to Natsuhi, making it seem like he'd been captured?! Heheheheheheh!! Any others?!"" "
{f:5:Bernkastel},"""Third one. {p:2:The corpses were different people in the first place. They were substitute corpses made to look like the victims. George and the others were hiding from the beginning, and later cleared away the substitute corpses. The corpses were dead from the very beginning, so they don't count towards the number of people on the island}."" "
{f:5:Lambdadelta},"""Ahhahhahhahahahahahahahaha!! That's messed up!! So even though all those people gathered around and saw their dead faces, none of them realized they were substitute corpses?"" "
{f:5:Bernkastel},"""Since you haven't used the red truth, there's a possibility that everyone misidentified all of the corpses. Though if you feel like repeating ""no one would misidentify a person"", I'll withdraw that claim immediately, okay...?"" "
{f:5:Lambdadelta},"""No way{p:0:♪} I'm not falling for that! The red truth's only useful if you use it with flash, right? "
{f:5:Lambdadelta},"I'll take a single truth out of a large pile of blue and smash it with the red! Then, the rest of the blue truths will be swallowed up by darkness before you can find out whether they were right or wrong!"" "
{f:5:Lambdadelta},"""That darkness is the world of witches! You won't be given any truth at all! Ehheheheheheheheheheheheheh!!"" "
{f:5:Bernkastel},"......Heheh. {n}...This girl acts like she's stupid, but she's not bad at all. {n}She'll never rise to provocation. "
{f:5:Bernkastel},"Looks like she understands the darkness of magic even better than the true Game Master, Beato. "
{f:5:Bernkastel},"And apparently, Gaap also understood that well. "
{f:5:Bernkastel},...That move of hiding the corpses. {n}It was pretty effective for both Lambda and Beato. 
{f:5:Bernkastel},"In any event, I've thought up a full three theories about the disappearing corpses. "
{f:5:Bernkastel},"Three blue wedges for a single riddle. {n}That doesn't mean she can just deny one of those three. {n}Unless she eliminates all three wedges, this riddle has been defeated. {n}That's the ironclad rule of witch hunting. "
{f:5:Bernkastel},"A single wedge isn't nearly enough. {n}Only vampires die from a single stake. {n}Compared to witches, vampires are weak. "
{f:5:Bernkastel},"...True witches won't die unless you stab them all over with stakes, right? "
{f:5:Bernkastel},"It's the same with assassins, isn't it? {n}It's only in Japanese manga that you see assassins kill their targets with a single perfect shot. {n}Real assassins will empty out an entire magazine's worth of bullets. "
{f:5:Bernkastel},"......That's how you do things, right? {n}Of course, it's the same for me. "
{f:5:Bernkastel},"But it's this girl we're talking about, so she might slice it all in two with a single swipe of the red. "
{f:5:Bernkastel},"By simply letting off a few quick lines confirming their deaths and Krauss's innocence with the red, she can remove all three of my wedges. "
{f:5:Bernkastel},"Well, that's okay. {n}When the red truth does come out, I just need to follow along with it and stab her full of blue wedges again. "
{f:5:Bernkastel},......*giggle*giggle* This is how a game of witches plays out. 
{f:5:Bernkastel},"*giggle* Ah, it's so fun...! {n}Battler's sluggish battles always pissed me off, so I'm loving this...!! "
{f:5:Bernkastel},"Yeah, I understand, Lambda. {n}This first twilight is just the beginning of the beginning. {n}It's just a skirmish, right...? "
{f:5:Bernkastel},*giggle* ......Wouldn't have it any other way... 
{f:5:Bernkastel},......I'll make you lose pathetically and cry out in regret as you crawl and scratch at the floor! 
{f:5:Bernkastel},I've almost forgotten the pleasure of grabbing that cute hair of yours and wiping the floor with it as I roll around laughing...!! 
,"The servant waiting room in the mansion had once again gone silent... There lay Genji's corpse, which had been covered completely with a blanket... "
,"In the ceiling of this cramped room, a pitch-black hole appeared, ...captivating legs sprouted out, ...and Gaap floated downwards. "
Gaap,"""......Sorry, Genji. You probably want to enjoy your eternal sleep right there, but that's not going to be possible. Please disappear from this place so that you may serve Natsuhi, the final Head of the Ushiromiya family, even after death."" "
,"Gaap stripped off the blanket as she said this to Genji, who was sleeping peacefully... "
,Then she stared at the deep wound in his neck... 
Gaap,"""......That's a nice cut. ...It must've been made with a single slice. ......Has anyone who's capable of this manifested yet...? Not good. ...I can't think of anyone decent who might be capable of this."" "
,"It goes without saying, but witches are capable of summoning beings with a strength proportional to their own ability. "
,The Great Lady {f:5:Lambdadelta} called that being here as a trump card 19th person. 
,"......Even optimistically speaking, this is on par with Ronove and me... "
,"A pitch-black hole opened on the bed, and Genji disappeared as though the bed had swallowed him up. "
,"Just like the four in the guesthouse, Genji's corpse was also hidden in some unknown place... "
,"It was a place that no one could find, located neither within this world nor the next... "
,No longer would anyone be able to find their corpses. No longer would anyone be able to confirm their deaths. 
,"She carried Genji's corpse to this place of endless silence, where it would never be disturbed... "
Gaap,"""When there's no corpse, a person goes missing. ...When a person's missing, people both suspect that they might be the culprit and suspect that they might be victims, truly like the inside of a cat box. ...The darkness inside of cat boxes that'll never be opened...is where we demons and witches reside...! You were a bit too slow, Miss Great Detective. ......Heheheheh..."" "
,Gaap licked her lips and gulped... 
Mammon,"""...I wonder why Gaap-sama is going around hiding corpses."" "
Asmodeus,"""I don't know. But Gaap-sama is pretty cool. She's just so...awesome."" "
Satan,"""Don't be stupid, what happened to standing guard?! The Humans are returning from the guesthouse!! Gaap-sama...!"" "
Gaap,"""Yes, let's disperse. ......This should be enough to give Natsuhi a way out..."" "
,Gaap jumped into a pitch-black hole that had opened near her feet. 
,"Mammon said ""I'm going in too!"" and jumped in, followed by Asmo, who said ""Me too, me too!"" and hopped in, giggling. "
,"As Satan hesitated over what to do, the hole closed. "
Satan,"""A-And you call yourselves members of the Seven Sisters of Purgatory... H-How childish. So stupid...!"" "
,"Satan went bright red and got angry all by herself, then turned into gold butterflies and disappeared... "
Ronove,"""......It seems Gaap has succeeded in moving the five corpses."" "
{f:5:Beatrice},"""Well done. ...However, the next part is tricky."" "
Ronove,"""They will probably be somewhat surprised at the disappearance of Genji's corpse, but their interest will most likely swing back to Kinzo's study after that."" "
{f:5:Beatrice},"""...There are two keys to the study. ...It's fortunate that Natsuhi is in possession of both. If she had left one with Genji, it would probably have fallen into Lady {f:5:Lambdadelta}'s hands by now."" "
Ronove,"""It seems that Lady {f:5:Lambdadelta} has no intention of hiding Kinzo's death. ...Apparently, she plans to fight while ignoring the moat, towers, and ramparts that you have created."" "
{f:5:Beatrice},"""Heh, ...heheheh. This has become a strange triangular confrontation. We are all each other's enemies, but we will sometimes join forces without notice. ...In a three-way fight, just when you think it's two against one, it suddenly becomes one against two. ...That's what it's like. That Chinese battle royale! Don't you think it's like that ""Records of the Three Kingdoms"" thing?"" "
Ronove,"""Oh, the Longzhong Plan. That's quite a sophisticated analogy to hear coming from you, pu ku ku...!"" "
{f:5:Beatrice},"""There were three empires in Records of the Three Kingdoms, weren't there? Wei, Wu, and Shu, right? That sounds just like us. ...So, which empire won out in the end?"" "
Ronove,"""...The power that gained control in the end was the Jin dynasty. The three empires you mentioned were all destroyed."" "
{f:5:Beatrice},"""Hoh. .........I didn't know that. I thought one of the three empires won. Didn't the Wei have an overwhelming advantage...?"" "
Ronove,"""They had the position of emperor stolen from them, and their empire was subjugated and destroyed."" "
,"...The Sima clan, a noble family that Cao Cao invited in as advisors, eventually gained central control in a power struggle and took over the country. "
{f:5:Beatrice},"""......So, they were invited in as advisors, ...and they seized control. ......*cackle* ...Very interesting. ...That Lady {f:5:Lambdadelta}...! *cackle*cackle*cackle*cackle*cackle*!!"" "
Lucifer,"""Pardon me. ...The Humans have confirmed the disappearance of Genji's corpse in the servant waiting room. ...They have started moving towards Lord {f:5:Goldsmith}'s study."" "
Gaap,"""Riiche, ...they're coming."" "
{f:5:Beatrice},"""Hmph, ...let them come. The Humans...and the Witches of Certainty and Miracles..."" "
,"If this is a three way fight, then we've got Humans, witches, and... ...what should we be called...? "
,If the thing we're protecting for the time being...is Kinzo's phantom... 
{f:5:Beatrice},"""...So, ......are we...phantoms then......? ...Heheh, ...heheheheheheheh..."" "
