Speaker,Steam (ST)
{f:5:Bernkastel},"""You said something interesting in a previous game. You said this would be torture where you both torment each other. That was right. It's torture for Beato as well. And, you won that torture game. ...That's why Beato's soul was killed, why she became a doll-like corpse."" "
Ushiromiya Battler,"""Are you saying...I did this to Beato?"" "
{f:5:Bernkastel},"""The battle ends when one of you loses the will to try and win. ...As far as the battle between you and Beato goes, that was already concluded in the previous game. Well, it probably happened without you noticing though."" "
Ushiromiya Battler,"""......In that case, why hasn't the game ended, if I've already won? ...Why is this game still continuing?"" "
{f:5:Bernkastel},"""The shackle attached to that girl's ankle. ...That's a rule Lambda made."" "
,"Even if {f:5:Beatrice} tries to yield or gets discouraged or gives up, she isn't capable of stepping down from the game. "
,...That's the rule. Or maybe it's a curse. 
{f:5:Bernkastel},"""In the past, I supported you when it looked like you were gonna give in. Though you probably couldn't perceive it, I assisted you by giving you hints and making things go your way. That's why you're able to be here now. ......Remember? Remember how I saved you?"" "
,{f:5:Bernkastel} stared at me... 
,"...It's true I wasn't aware of it, ...but just maybe, ...I was saved by her. "
{f:5:Bernkastel},"""In the same way, Lambda is supporting Beato. And this time, Beato is on the verge of giving in. That's why Lambda's been giving her support this round, to keep her from giving in. That's what the shackle is. By refusing to let her resign, she's rescued Beato within the game."" "
Ushiromiya Battler,"""...Rescued her from what?"" "
{f:5:Bernkastel},"""Normally, there are only two ways for this game to end. Either one side will accept defeat and resign, or one side will win the game with a checkmate. Beato was about to collide with the first way. That's why Lambda crushed that chance and managed to just barely avoid losing. By the rules of this game, that's an impressive bit of support."" "
,"So, the only way this game can end now...is if I win. "
,"At the very least, until I do win, this witch called {f:5:Lambdadelta} can probably try to buy time for Beato to make a comeback. "
,"But, ...that'll just prolong Beato's suffering even more... "
,Neither of us want that. 
,"Both Beato and I fought with all we had, trying to win. "
,The game repeated several times because we were both giving it everything we could muster. 
,"Then, that one time, we confronted each other head on with all of our strength. "
,And......Beato acknowledged her loss. 
,She said she wanted me to end this game...and entrusted everything to me. 
,"So, {f:5:Bernkastel}'s words are the truth. "
,She said it's my fault Beato's become a living corpse. ...That's true. 
,But it's something both of us wanted. 
Ushiromiya Battler,"""Our match has already been resolved. ...Even so, the game won't end. That's why Beato put her trust in me. She told me to win quickly and end this game."" "
{f:5:Bernkastel},"""............"" "
,"Now that the game's been resolved, letting it continue any further means endless torture for Beato. ......Nothing more than a nightmare. "
,"I've gotta give her a perfect checkmate, end this game in the truest sense, ...and let her rest in peace... "
,"For that reason, I'll keep fighting. "
,"But by continuing the game, Beato's eternal torture will continue. "
,It felt as though I could only let her sleep peacefully by slowly strangling her to death... 
Ushiromiya Battler,"""......I'm starting to feel like truth doesn't matter anymore. ...As long as Beato's satisfied, who cares what happens in the game? Beato resigned. I'll abandon the truth of the Illusion of the Witch and return home with my family. ......Is there anything wrong with that?"" "
,"If only {f:5:Lambdadelta} hadn't placed the curse of that shackle on her, this battle would be over already. "
,......That's why I found it detestable. 
,"This game, which I can't finish without tormenting Beato more, ...is detestable. "
{f:5:Bernkastel},"""...Whaat's this? Beato's starting to look like she's in pain every time you get closer to the truth, so you're suddenly going easy on her...? Then go easy on her as much as you can. And why don't you just let Beato win while you're at it? Then your little sister can have a lonely, tragic future forced on her endlessly."" "
Ushiromiya Battler,"""That's not how it is...... ........."" "
,...That's right... I have to return for Ange's sake as well. 
,I know this isn't the time to start feeling compassion for Beato. 
{f:5:Bernkastel},"""In that case, make sure you kill her. Kill this witch without fail."" "
{f:5:Beatrice},"""....................."" "
,"Even though Beato was right there, {f:5:Bernkastel} spoke without holding back... "
{f:5:Bernkastel},"""Your goal is to kill this woman. ......In the last game, you said it at Beato's request. You said ""I'll kill you""."" "
Ushiromiya Battler,"""......Yeah, that may be true, but that doesn't mean you get to complain about it."" "
{f:5:Bernkastel},"""Did you know? When you tear one of your fingernails out, it's better to do it in one go. ...Pulling it out like you do... timidly, twisting and slow...hurts much, much more. What you're doing sounds much more like torture to me."" "
Ushiromiya Battler,"""............"" "
{f:5:Bernkastel},"""If you have any compassion, kill her all at once. That's how killing works."" "
Ushiromiya Battler,"""That's none of your business. I'm the one who gets to decide how to perform her last rites. You and that {f:5:Lambdadelta} witch have nothing to do with this. I'll kill her. I won't let anyone else do it."" "
{f:5:Bernkastel},"""......As long as you don't lose that willpower. I'm betting on you. Okay? Make sure you don't forget. "
{f:5:Bernkastel},"""{p:1:Unless this game is resolved, you will never be released}. You won't be allowed to abandon this game either."" "
Ushiromiya Battler,"""...I get it."" "
{f:5:Bernkastel},"""I know what Lambda's after. She wants to make you lose your will to fight just like Beato, to make you a pair of living dolls, to keep this world in perpetual equilibrium. ...You don't want that, do you? I wouldn't like it either."" "
Ushiromiya Battler,"""Why should I give a damn about what you want? Still, I won't throw this game away. I won't abandon my responsibility to fight against Beato."" "
{f:5:Bernkastel},"""I'm glad our goals are the same. So, you'll be able to kill this child without any hesitation, right?"" "
{f:5:Beatrice},"""....................."" "
Ushiromiya Battler,""".........That's right."" "
{f:5:Beatrice},"""....................."" "
,I have no way of knowing whether those words eased her pain or hurt her. 
,...But I can tell by the dull tingling in my chest... that I surely believe I've hurt her. 
,I have no way of knowing what the silent Beato feels. 
,"...If I think I've hurt her, ...does that mean she's actually been hurt? "
,"And, if I didn't think I'd hurt her, would that mean no one's gotten hurt because of me? "
,.................. 
{f:5:Bernkastel},"""...So, about that Beato who's drinking tea over there with Natsuhi. You can handle that, right...?"" "
Ushiromiya Battler,"""Yeah... ...No problem."" "
{f:5:Bernkastel},"""It's the same as it was with Kinzo. {f:5:Beatrice} doesn't exist. This is a fake illusion of a witch that Natsuhi created, since she believes she was borrowing a witch's power when she thought up a brilliant plan to overcome hardship. "
{f:5:Bernkastel},"It only looks like they're drinking together because {f:5:Lambdadelta}, who's the Game Master and {i:the one telling the story}, interpreted it that way."" "
{f:5:Bernkastel},"""If you could stare at this scene without a fragment of love for Natsuhi, you wouldn't see an illusion like that. ...That's why with my eyes, all I can see is Natsuhi all alone, drinking her tea in silence."" "
,"Without love, it cannot be ""seen"". Because love is lacking, it cannot be ""seen"". "
{f:5:Bernkastel},"""You're looking at a daydream Natsuhi's showing us. ...{f:5:Beatrice} doesn't exist there."" "
{f:5:Beatrice},"""............Ugh......"" "
,Beato mumbled softly. ...It was a small voice that made it sound like she was in pain. 
,The thorn of {f:5:Bernkastel}'s truth had stabbed into her chest. 
Ushiromiya Battler,"""...Yeah, that's probably true. I think your theory's right. But don't say that in front of Beato."" "
{f:5:Bernkastel},"""It doesn't matter where I say it. This is Beato's world we're in."" "
Ushiromiya Battler,"""...Also, it's not like I'm protecting Beato, but it's still possible Aunt Natsuhi really is drinking tea with some unknown person X, who calls themselves {f:5:Beatrice}. This scene takes place a year before everything. The number of people on the island on this day has never been shown with the red truth."" "
{f:5:Bernkastel},""".........Sure. Even Lambda hasn't said anything in red about the number of people on Rokkenjima on this day."" "
Ushiromiya Battler,"""In that case, it's possible for Aunt Natsuhi to claim that she really did drink tea with a woman calling herself {f:5:Beatrice}. Just like I can't deny your theory, you can't deny mine. That means you can't say for sure whether the Beato there is an illusion or not."" "
{f:5:Bernkastel},"""......Oh, is this cat box theory? That might've worked on Beato, but it won't work on me."" "
Ushiromiya Battler,"""Why not?"" "
{f:5:Bernkastel},""" {p:1:After all, Natsuhi is drinking tea all by herself right there}."" "
,"There was a violent sound of glass breaking, ...and the Beato who laughed happily and cracked jokes about Natsuhi's newlywed years... was erased. "
,"...A lonely wind blew, ...and the one person who remained on the bench drinking tea with a tired expression... ...was Aunt Natsuhi, all by herself...... "
{f:5:Beatrice},""".........Nng, ggh..............."" "
,Beato...groaned. I could see clearly that she was in anguish. 
,"Another illusion of the witch had been smashed, ...drawing Beato towards death. "
,"...In short, this is what the battle to let Beato rest in peace is all about... "
,"A second ago, {f:5:Bernkastel} likened our fight to the torture of tearing fingernails out. "
,"If I have to tear them out anyway, ...then my last bit of compassion towards Beato should be to minimize that pain. "
,"In other words, ...even if I want to minimize her pain, I still have to cause it. "
,I have to accept...that look of anguish on her face... 
,"And at the same time, ...I realized what a merciless thing the red truth was. "
,"...Right now, in this rose garden, there's no one except Aunt Natsuhi. "
,"In other words, there are no observers except for Aunt Natsuhi. "
,"So, if that lone observer were to say that she'd had some tea with Beato, ...no one should be able to refute that. "
,"...If there's something no one can deny, ...doesn't that mean it's truth? "
,Aunt Natsuhi is enjoying the roses and drinking tea together with Beato. 
,...How could anyone have the right to mercilessly trample that pleasant moment...? 
Ushiromiya Battler,"""......The red truth is like a blade."" "
{f:5:Bernkastel},"""..............."" "
Ushiromiya Battler,"""In a battle with a witch, it's a blade that sometimes tears your theories apart, but sometimes becomes a weapon you can fight back with."" "
{f:5:Bernkastel},"""...I know. So what?"" "
Ushiromiya Battler,"""Don't use it without reason."" "
{f:5:Bernkastel},"""........."" "
Ushiromiya Battler,"""A blade is a tool if you use it when you're supposed to, ...but it's a weapon if you use it out of malice."" "
,"True enough, Aunt Natsuhi wasn't really drinking tea with a witch. "
,"However, saying that with the red truth probably has nothing to do with our game. "
,Our game is the tale of October 1986. 
,"The two days of the crime give us more than enough time to injure each other, with our red and blue blades glistening. "
Ushiromiya Battler,"""This isn't about the Illusion of the Witch. ...It's about Aunt Natsuhi's privacy. How could anyone have the right to expose that?"" "
{f:5:Bernkastel},"""............ ...Do you want to acknowledge that a witch actually existed here and drank tea with Natsuhi? Weren't you trying to deny the existence of witches?"" "
Ushiromiya Battler,"""...That's right, if we're talking about our game, the two-day period from October 4th to October 5th in 1986. But I have no desire to question whether or not witches exist outside that game board."" "
Ushiromiya Battler,"""In the first place, the Devil's Proof argument makes it impossible to deny the existence of witches. And, according to the rules of this game, saying something like what you did in red is a forbidden move that leads to a stalemate. You can't deny the existence of witches, not even with the red truth."" "
{f:5:Bernkastel},""".........True. ...I never thought I'd hear you talk so glibly about witches existing. .........Not bad, Lambda. You've done a good job getting Battler stuck between his human culprit theory and the idea that witches existing wouldn't be so bad."" "
{f:5:Bernkastel},"""She really excels at controlling Human hearts. ...Looks like I'd better start helping you out even more."" "
Ushiromiya Battler,"""I really couldn't care less about you two. Disappear. This game is between Beato and me. We're gonna keep this game to ourselves."" "
{f:5:Bernkastel},""".........No way."" "
Ushiromiya Battler,"""What...?"" "
{f:5:Bernkastel},"""After all, I'm enjoying this game too. ......*giggle*giggle*giggle*giggle* Hahahahahahahahahahahahahahaha......"" "
,"{f:5:Bernkastel} disappeared, leaving only that unpleasant laugh behind. "
{f:5:Beatrice},"""..............."" "
,"After that, all that remained was Natsuhi, sipping tea all alone, ...Beato, her hand still on the tea cup as she stared blankly at the surface of the liquid, ...and me. "
Ushiromiya Battler,"""...{f:5:Bernkastel} and {f:5:Lambdadelta}... ...{f:5:Virgilia} called them your friends, but... ...you really should choose your friends more carefully. Or wait, maybe they actually make a good match with an ill-natured person like you..."" "
{f:5:Beatrice},"""..............."" "
Ushiromiya Battler,"""........."" "
,Beato didn't answer. 
,"Battler took Beato's hand, made her hold the cup again, and brought it to her lips. "
,......Beato made a quiet sound in her throat and drank another gulp... 
,"Then, Natsuhi's lonely teatime ended. ...That truth, which was Natsuhi's alone and observed by no one else, had been defiled. "
,"In Natsuhi's world, surely... ...that tea party, which had been peaceful despite her annoyance at Beato for making fun of her too much, came to an end, and the two of them parted ways. "
,"However, in Natsuhi's exposed truth, ...she was all alone. "
,Natsuhi tottered away. 
,"...On the bench, only a single person's cup remained... "
